"event","pre_meet_T1","pre_meet_T2","pre_meet_T3","pre_meet_T4","pre_meet_T5","pre_meet_T6","pre_meet_T7","pre_meet_T8","pre_meet_T9","pre_meet_T10","pre_meet_T11","pre_meet_T12","pre_meet_T13","pre_meet_T14","pre_meet_T15","pre_meet_T16","post_meet_T1","post_meet_T2","post_meet_T3","post_meet_T4","post_meet_T5","post_meet_T6","post_meet_T7","post_meet_T8","post_meet_T9","post_meet_T10","post_meet_T11","post_meet_T12","post_meet_T13","post_meet_T14","post_meet_T15","post_meet_T16","pre_pub_T1","pre_pub_T2","pre_pub_T3","pre_pub_T4","pre_pub_T5","pre_pub_T6","pre_pub_T7","pre_pub_T8","pre_pub_T9","pre_pub_T10","pre_pub_T11","pre_pub_T12","pre_pub_T13","pre_pub_T14","pre_pub_T15","pre_pub_T16","post_pub_T1","post_pub_T2","post_pub_T3","post_pub_T4","post_pub_T5","post_pub_T6","post_pub_T7","post_pub_T8","post_pub_T9","post_pub_T10","post_pub_T11","post_pub_T12","post_pub_T13","post_pub_T14","post_pub_T15","post_pub_T16"
"FEDm_11",0.0854016480484002,0.0314457895813747,0.0816261215966625,0.073782945562767,0.0751775759577774,0.0667245447477622,0.064884170227432,0.0621669786232118,0.0653528837313097,0.034673975377904,0.0465994112822432,0.052624732449048,0.0555029857315323,0.0916667480923621,0.0672647754878113,0.0451047135024015,0.0702900445514797,0.0311619259069946,0.0777845578636072,0.06271219676613,0.073891721764753,0.0476347054891829,0.096406599739784,0.0714026437880817,0.079337131192401,0.0287060705774996,0.0417417562775146,0.0395615640252759,0.0682442494843311,0.0990847272697695,0.0663485359183789,0.0456915693848163,0.062793389077158,0.0370816356166792,0.0983635195123875,0.0599257462224024,0.0691490770068915,0.0452857048135483,0.0571596515343223,0.0705759992599001,0.0763614737947857,0.0340452309884787,0.0397303504683462,0.0447833518251197,0.0835365883855382,0.11395309551686,0.0601818656626693,0.047073320314913,0.0603387217938649,0.035349068053456,0.107565844535669,0.0681817666971844,0.0468840466160975,0.0632399724556137,0.107298075412497,0.0612428575883141,0.0832171554098126,0.0319227686879482,0.0457615743549177,0.0440547542284668,0.0489048482827898,0.0828123672833916,0.061747568557343,0.0514786100426339
"FEDm_12",0.0635072365199771,0.0320496008248565,0.104518848206707,0.0744449920093718,0.0710983530078024,0.0464732986493277,0.0614554544636314,0.0627776278197631,0.0793945022875396,0.0329174044823677,0.0363528396015398,0.0419686947764522,0.084657531364376,0.105078655444731,0.0567683962965821,0.0465365642449749,0.0487375726189725,0.0381388486978136,0.12196347346175,0.0641096708180648,0.0497559060842171,0.0603188277795438,0.100249507522891,0.0642862760163095,0.0834695247074842,0.0313817147644446,0.0334298685619755,0.0476747539536471,0.0549630384271761,0.086478150131247,0.0591589587791983,0.0558839076752654,0.0712041903088846,0.0306561973636482,0.0703410008085754,0.069261039081436,0.0625613039574253,0.0575293736844683,0.0608245169339705,0.0786138430989731,0.0707513119436883,0.0339460379976806,0.0558056784097899,0.0465737968902984,0.0611048001269544,0.116284067494883,0.0591547820547488,0.0553880598445751,0.0573298541281245,0.0311017604969142,0.09744167987261,0.0600827173202084,0.0517430199454915,0.0495882313406157,0.0896804074516045,0.0590816489951723,0.102126458398057,0.0330822931488008,0.0361918969261494,0.0458892363766265,0.0668487139662483,0.105793318785196,0.0605637579997305,0.0534550048484509
"FEDm_13",0.0756802524225557,0.0311951267671286,0.0786973492253664,0.0867980713039755,0.0624202039906862,0.0421977284917379,0.0504259398747181,0.0673336996685657,0.0653525901178873,0.0362911014194298,0.058107007474021,0.0558370555236279,0.0597127300676766,0.12872363197691,0.0562070187881804,0.0450204928875328,0.0672469538584367,0.0324595407355805,0.0872959991951928,0.0574411664444614,0.0579581783000016,0.0608657475194114,0.076319468782496,0.0711519756133756,0.0800443227674556,0.0318445427009702,0.0395264894560465,0.0440633584418397,0.0632220278443103,0.114037593036023,0.0665798485857406,0.0499427867186577,0.0624351230079886,0.0372910927558842,0.0902408472886665,0.0659377482730585,0.0745414840095312,0.0651768951699244,0.0739778395594318,0.0677072370802487,0.074587651313016,0.0349502292418019,0.0422624971831938,0.0433667636056921,0.0545702330636293,0.0876963539423879,0.0705842047966096,0.0546737997089356,0.070841270589941,0.0297559794361946,0.099457343691955,0.0825798617029174,0.0617058994446881,0.0567222721412195,0.0792380538036352,0.0503076037104191,0.0771570189983783,0.0397253262424506,0.0401044332663792,0.0389107592954158,0.0643829409311608,0.0936329974414919,0.0626768972041382,0.0528013420996153
"FEDm_14",0.0681022825532213,0.0374535244480345,0.0984325647733663,0.0691475862987659,0.0646096807944212,0.0603916302344227,0.0763396706416982,0.0633259956000917,0.0683841853164473,0.0333758563087149,0.036949232719811,0.0438587282329257,0.062287861470215,0.093475665744131,0.0690063037992504,0.0548592310644831,0.0597502379693728,0.033299792805646,0.0862910539860968,0.0764023847959479,0.0703495712467694,0.0759396286305432,0.0761325064161945,0.0589611094412136,0.0843794428852531,0.0352976192160221,0.0390139370964575,0.0428753434840003,0.0661959943803173,0.0868473534963704,0.0646338322797078,0.0436301918700872,0.0658072056297254,0.0367057330773625,0.120659451454252,0.0564252945046498,0.0564852927121285,0.0623703243698607,0.0747871095572741,0.0645948391433787,0.0724541641992926,0.0324963849427427,0.0411763356023023,0.0420011475906499,0.0775989459449094,0.0811977015467044,0.0691040807572483,0.0461359889675187,0.0629202406690672,0.0359280407173288,0.0983854403352547,0.052584126843836,0.0771353949058638,0.0569104985194945,0.062174530468422,0.0629924532363696,0.0904972155783193,0.0295071185985833,0.0413892276287437,0.0458330730452729,0.0534463271473925,0.105375939510889,0.0730456169223928,0.05187475587277
"FEDm_15",0.0711578574024787,0.0330732709876445,0.116673584904903,0.0622706924691392,0.058866423245806,0.062000581388232,0.08733079390509,0.0424075158685977,0.0783543008245169,0.0323912062035747,0.0428927168710864,0.0462254322250061,0.0703874060764645,0.0838674635380947,0.0636463183498142,0.0484544357395514,0.0591665592447172,0.0393477270177439,0.0913792424358009,0.064108098626675,0.0638948697320134,0.0551842351844673,0.062240826854774,0.0788214980780047,0.0867951844079554,0.0315627843059667,0.0439377721483975,0.0435907679190964,0.0597616970595582,0.0933371560887674,0.069708162320981,0.057163418575081,0.0788596381439392,0.0302120075767102,0.0797379664814807,0.0566560573210503,0.0666227425499455,0.093535053899853,0.0973050441893086,0.0488413301821158,0.0767561971209091,0.028924312390964,0.0331982571708234,0.0378822377804289,0.0558023940584349,0.0914125850197942,0.0751845219932827,0.0490696541209594,0.0619448795815388,0.0332436875084979,0.0755815180295022,0.0821939960981727,0.0753365108883092,0.0542295271262347,0.0657305572930185,0.0577884450706871,0.0775379078666445,0.0333448987168196,0.0330847862185818,0.0417571673395986,0.112898254309492,0.0888112412436134,0.0589449983726899,0.0475716243365994
"FEDm_16",0.0739116105418837,0.0315644428943458,0.0822767514405725,0.0678337395280694,0.0806618216248819,0.0813589682260138,0.0940898131141969,0.047367734096002,0.0695080395490255,0.0318966036796321,0.0399855844380629,0.0379683126992871,0.0418247197129667,0.0928551325662001,0.0768953926957981,0.0500013331930616,0.0682780262177635,0.0312216887589297,0.0818924546927943,0.0662616852250398,0.0753439816266579,0.0628268115406515,0.0567204313758423,0.0572178213881578,0.0764437442071915,0.0307352286626471,0.0307774844002052,0.0444543686491543,0.107211133428868,0.101027579135523,0.0598239116014095,0.0497636490891642,0.0627033634094274,0.0326762972589652,0.0880755902214754,0.0702489472877282,0.0634959980910189,0.0685887889275938,0.065665504856268,0.0639107000803433,0.0924865592069766,0.0342794322897233,0.03206837161152,0.0498584148210516,0.0812643305534937,0.0822394248962593,0.0680042438513044,0.0444340326368509,0.0676681376363815,0.0301211619964685,0.0932004348171343,0.064270985198256,0.0684967368876164,0.0667951896995513,0.0693592527578096,0.0611927618774732,0.0773011673833583,0.0334353181183439,0.0376546537235312,0.0534184583250387,0.0654810741917733,0.0900620592216677,0.0626088134215569,0.0589337947440391
"FEDm_17",0.0808066569834335,0.0317850469136676,0.0765189533004157,0.0805115812869915,0.0589588272581601,0.0681688440739936,0.0649122476328722,0.067614513118312,0.0851740161969506,0.0374813704444229,0.0339110282740317,0.0421273782350468,0.0738128101848989,0.0924271903139214,0.062283323346155,0.0435062124367264,0.0652779028086017,0.0324597026108654,0.0875954948163149,0.0695805798555297,0.0709418416440048,0.0675072220503918,0.065618480695052,0.0638149878043642,0.0747250173063426,0.0334229682637076,0.0367706148723016,0.053502947946519,0.0643753164782333,0.0905838627184435,0.0682601453316381,0.0555629147976899,0.0762651608909082,0.0331951855188653,0.0731696622407334,0.0878701525122709,0.0515578587355346,0.0740027160455448,0.0904023309731607,0.0565094668965453,0.0806926419488476,0.0312373462002806,0.03011773101798,0.0428484952391853,0.0513409027071973,0.0897229012495681,0.0777325469673883,0.0533349008559894,0.082290547372489,0.0319794617776244,0.0824541063635681,0.0835282823421331,0.0646535615069694,0.0520710622605888,0.0834976728130952,0.0574828052877642,0.0685129388754838,0.0409218606331161,0.0350019368232368,0.043342726261124,0.0725277370544521,0.0958043843472675,0.0634539070266928,0.0424770092543947
"FEDm_18",0.084623378086617,0.029879678925922,0.0550927564190612,0.0761854645680189,0.0887553772835564,0.0561420617683788,0.0769005413755673,0.0421668490282071,0.082315194953942,0.0331011078665698,0.0358521016130212,0.0436838971723476,0.06859971885242,0.102901602384351,0.072692569427634,0.0511077002743853,0.0682605369158761,0.034702122644005,0.0793201345487159,0.0749683774722484,0.0553504390130353,0.066063426132547,0.0876494322842502,0.0597304997281029,0.0698921568171312,0.0312862430471912,0.03178407793158,0.0549362671877685,0.0594040774726661,0.097643804959504,0.0705779940853886,0.0584304097599898,0.0685383850422244,0.0344292582107668,0.0842965319811256,0.0622538244483992,0.066356681097156,0.0840230132233122,0.0665849132185392,0.0541876226742249,0.090426309146133,0.0308223433059613,0.030939470609332,0.0474974906925851,0.0666312090801286,0.0901592718890978,0.0709022012302666,0.0519514741507473,0.0759147501904993,0.0330192079809955,0.0717004824756654,0.0772129585675824,0.0366055812340128,0.0597473061018525,0.0998080866987318,0.0513498903145914,0.0846709493676024,0.0352722683128168,0.0282604618831742,0.053433131610907,0.0781521928365624,0.0861070931492622,0.0715980984529976,0.0571475408227463
"FEDm_19",0.0783842674827349,0.0304668986301504,0.0809490129228214,0.0684604208410918,0.0682176949305531,0.0740388081837444,0.0673928573472934,0.0560701193437592,0.0845926468194141,0.0318739133374593,0.0307682444140811,0.054984563311784,0.0637771852646533,0.0985974395964329,0.0625690332191947,0.0488568943548319,0.0693998447923009,0.0369817051877894,0.0718150087075881,0.0699107700790416,0.048271909532782,0.0795367826652914,0.0829045840781451,0.0556094413911343,0.082202108320468,0.0304654474661251,0.0297322914261487,0.0500660954229597,0.0781600566525291,0.0958435592889875,0.0707174999052778,0.0483828950834317,0.0609194994139804,0.0346084511887965,0.118726867166399,0.0733196520327757,0.0500086226278433,0.0564064593673667,0.0431935427293477,0.0772997536491177,0.0809145638469516,0.0298282825105452,0.0304079688953364,0.0576030564495417,0.075239214136128,0.0912657906733713,0.0611416477287013,0.0591166275837971,0.07096690667158,0.0288338670107169,0.0731687038138016,0.070039188664514,0.0677730326054738,0.0453874522664418,0.0730550093698399,0.0757163602755132,0.0812671873580355,0.0304775961803081,0.0350643671301715,0.0563867111699358,0.070365928018046,0.123058853530193,0.0573275972182377,0.0411112387171913
"FEDm_20",0.0607298192424776,0.0346564016864672,0.111940430572021,0.0863921384319536,0.0498389286482955,0.0622809070793364,0.0477417424256823,0.0728741970397228,0.0784809836829634,0.031591807452308,0.0321046732022877,0.050956925672145,0.0717234549199605,0.0907632476542843,0.0643865500072225,0.0535377922828722,0.0678388787909397,0.0308636484713945,0.0705639212391694,0.0716668498650547,0.0659523476009395,0.0485631685999622,0.0764385048855985,0.088528300370409,0.079053568559331,0.0298313351702614,0.0327800206150407,0.058107676064393,0.069826529454702,0.110212502272222,0.0578613841312953,0.041911363909287,0.0599333429624636,0.0396633020494461,0.0542234311885556,0.06659880632226,0.0619651496313797,0.0456148208839374,0.11333878983237,0.058736006229349,0.0774845309568955,0.0291181649450227,0.0351049139885102,0.0549626278436414,0.0716172503278102,0.0889811018596051,0.075202015578755,0.0674557453999982,0.0674111955873893,0.0330103124643502,0.0633350088017911,0.0978576587922004,0.0557672819325762,0.0630535031981335,0.0738891158227464,0.0531784281257414,0.0738238767492391,0.0359879809768635,0.036170738159011,0.0577533127551356,0.0689109735904693,0.0981521112079786,0.0640363825703954,0.0576621192659789
"FEDm_21",0.0706315788665395,0.0370517619942473,0.0555517772644572,0.104561971657055,0.0454842105680937,0.0420882313067598,0.105313576978437,0.0582418979935885,0.0693709016009192,0.0394043969204139,0.0342392276933791,0.0408674180051313,0.0889767358817686,0.0808649427002957,0.0619433416011527,0.0654080289677616,0.0724329445321132,0.0351580071484786,0.0536878868651679,0.100892115088271,0.0629188679313248,0.053050258053425,0.0822146435190523,0.0687522043227871,0.0785269241430496,0.0296904508064049,0.0372592818808276,0.0557741642847281,0.0533850826550515,0.0890778537367143,0.0720197439899155,0.0551595710426883,0.0626944648454273,0.0435900239482483,0.057197300793061,0.0761227481274972,0.053914624691166,0.0839974401455082,0.082264883672973,0.0670908905862878,0.0808075518206478,0.0365456152219905,0.0337646773803897,0.0596798878701947,0.0527669071479527,0.0932639394773631,0.061722009864925,0.0545770344063676,0.0595264331447676,0.0402513205812634,0.0813020734560403,0.0913333331300382,0.0772947853113406,0.0537476588333409,0.0672037980525421,0.0497630568167486,0.0809990985865874,0.04338236031115,0.0357399255230449,0.0496649479677753,0.0473368718549984,0.10632673610268,0.0671091018151306,0.0490184985125519
"FEDm_22",0.0775121075387078,0.036132703716613,0.0762454968619151,0.0758170410403858,0.0635042115919799,0.0860797766396689,0.0721934561229636,0.0577670767437505,0.0708039302563124,0.0379723191811411,0.0337388502285499,0.0561465672035499,0.0627444816288528,0.0760085565513414,0.0666435872949671,0.0506898373993008,0.0567444940585936,0.0461122400533947,0.0586210266228559,0.114043875600291,0.0601539583387301,0.0702299514559216,0.0428986383495675,0.06165765627029,0.0786027065033106,0.0396679091813529,0.0388788571086063,0.0542508702476739,0.0392657044622074,0.116651578150231,0.0639665507337345,0.0582539828632391,0.077269775647456,0.03025621967431,0.0686278688156212,0.0620708510574879,0.0589126392768633,0.100220884686312,0.0756120806156313,0.0477612362019635,0.0827012775963499,0.0291629817910831,0.0356225236165967,0.0508168564112826,0.0760536380384462,0.101554428863789,0.058547679620811,0.0448090580859962,0.0515169208550881,0.0334248775281234,0.0938577335875826,0.0603303839880015,0.0573042393482291,0.113744643965008,0.0816072481397822,0.0541529800331732,0.106062717480929,0.0282823629329847,0.030168410431636,0.0334816705026937,0.0609367602944644,0.0670322872307099,0.079704187661444,0.0483925760201497
