"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent"
"1993-01-01",0.0250383716988309,0.111392251547478,0.0309330146210768,0.02333876220325,0.0267900667599585,0.0666255508300614,0.0394310735039416,0.0291306627626359,0.0255894925313339,0.114702393522415,0.0331982426218305,0.025078728675408,0.028692387482714,0.112375411272198,0.055765663203861,0.0345002551874289,0.0268759272378285,0.0293140645464989,0.0251399753614331,0.0413761399991328,0.0342243076608772,0.0251409129976112,0.0353463437721972,0.00458158463619486,0.0463422781169449,0.00474438430492055,0.00291160595734183,0.00451489603788401,-0.00189729940238896,0.00266638553133501,0.000582617926272213,0.00262401976653282,0.0416541359091628,0.00513737426230217,0.00290234172888562,0.0093206868388402,-0.000460370807329631,0.0182900422028172,-0.00114416463017999,-0.00035982945300634,0.000854014087385437,0.00378811060368447,-0.0100610824384245,-0.00308365414175903,0.00392498422043175,0.00776689612243105
"1993-04-01",0.0243287885803134,0.119092329156312,0.0318951096682005,0.0270408244036212,0.026640760734919,0.0672564708163671,0.0333813773199449,0.025662746663635,0.02578672715609,0.12522344636331,0.030829833092833,0.025068549332672,0.0288416589452555,0.100600766209028,0.054491972148003,0.038346576677558,0.0258770404272218,0.027857840936386,0.0251234604335814,0.0433464102869678,0.0332909865983764,0.0235048110779277,0.0365115129714767,0.0041315823380927,0.0574221869376708,-0.000475590493401736,0.00270443907799903,0.00132071118500829,-0.0168229896075795,0.00489224016340392,0.000340525101385024,0.00150800467088857,0.0451167509655984,0.00447036981307354,0.00281085666728206,0.00984128070670144,-0.0265413264290964,0.000329207340685104,-0.00397346249406688,0.000636768619762347,-0.000318135225194487,0.00232261095504969,-0.0156005949851887,4.97161594602904e-06,0.0031806920955892,0.00335986018990245
"1993-07-01",0.0283933544323845,0.116438377856126,0.0331179885745339,0.0248289343576192,0.0261836936683662,0.0663142851297266,0.0326230594016361,0.0303585433951942,0.025394043547572,0.116718002712652,0.0346651489151445,0.0246849742513608,0.0286248704278381,0.10277934087755,0.0561671722111544,0.0355771085280337,0.0269485611740534,0.0335163878830954,0.0252979262589332,0.0404572444560698,0.0317904373744623,0.0259563398646695,0.0331642047018243,0.003704283141993,0.0601163045821274,0.00262035442573632,0.0042628357054345,0.00650539524982659,0.00180589219102911,0.0075944346531639,0.00316613330069213,0.00437710741014421,0.0307372794937204,0.00271695229685044,0.00410226755006503,0.00801888116825681,0.00905317142711157,0.0126197153536774,0.00153232758526325,0.00315076082643525,0.0061629186690788,0.00352507315869397,-0.00554633082252427,0.0051409763338077,0.0033974459403424,0.00363102387497465
"1993-10-01",0.0287997885391826,0.116191363629323,0.031700088502356,0.0223624335167228,0.0267489121392477,0.0628896265528001,0.0337398088987661,0.0287559771857885,0.0247630231559483,0.110592424915649,0.0326033242653796,0.0256381708353033,0.030504014609894,0.109326616527309,0.0594248998033587,0.0407209038259498,0.0246199647392636,0.0291586852658571,0.0266292869310871,0.0420870787041324,0.0303126965122927,0.026024539056773,0.0364063718876161,0.0163769492447659,0.0682207279254001,0.0148581676064478,0.0127993915913724,0.0156456923320048,0.0287484971637074,0.0216642047982356,0.0160509209901156,0.0153794680906473,0.0907425944894405,0.0169489923398038,0.0131765652631739,0.0209108524963816,0.0495809203114121,0.0483274930493825,0.0164132145580911,0.0111911061784768,0.016927500562885,0.0157442203087384,0.0134430208216414,0.0153283861774922,0.0168636436620801,0.0215454964643498
"1994-01-01",0.0263599554346447,0.121062665819078,0.033553185061091,0.0261256186331676,0.0309619338796319,0.057100294125374,0.0312404850838457,0.0272460672100531,0.0278045822478129,0.110117138894068,0.0335395819137322,0.0250452303068963,0.0302652007010518,0.114910192739253,0.0584789496753658,0.0383632698990128,0.0266604098744418,0.0276684049581206,0.0260793940217325,0.0410410510666979,0.0250937560905948,0.0256713466286305,0.0356112857357026,0.00907278682436788,0.0713492317205625,0.00910084236390781,0.00985384967898546,0.0132572840561432,0.0111632368511983,0.00976068630168777,0.00749699310229426,0.0105887543956444,0.0425801060108324,0.0119629016478701,0.0101623836693267,0.0147977427003273,0.028424154980127,0.0246444556399543,0.0106294972994377,0.00775847109612031,0.00425353682617107,0.00958264629460997,0.0074890119046847,0.00950768194924223,0.0110129405763018,0.00730988292201562
"1994-04-01",0.02499353289969,0.111824729379931,0.035784007307243,0.0239812453695741,0.0275192626089213,0.0579495348952024,0.0309164030387638,0.026269527401629,0.0274650992385657,0.119663078702606,0.0400898038441493,0.025673500281423,0.0286866119879953,0.0972535608457295,0.0650341064823316,0.0386988186924892,0.0240540800243378,0.0294444275389719,0.0289842033775423,0.0452697277764541,0.0231390909683851,0.0281751066081254,0.039130540729939,0.00497629308432454,0.0498591376275374,0.0030029451105791,0.00442238729749943,0.00574989645028818,0.00683925548597042,0.00663249091364237,0.00403612861104032,0.00477659614807615,0.00410231987076612,0.000503381753208582,0.00472547852848111,0.00668406369257891,0.0101698169744349,0.00914633450008417,0.00369507768686573,0.00380418597970656,0.00618813752492488,0.00674044546000611,-0.00282324999928632,0.00579387417966757,0.00326474152370294,-0.00147675858682786
"1994-07-01",0.0248320451214348,0.115441490696389,0.0303028149634819,0.0233468007130331,0.0278289572222751,0.0616866129208348,0.0335399458808697,0.0283700223630147,0.0268833805885357,0.125420728985497,0.0310547983875695,0.0239864396596619,0.0278217554364746,0.107637293759783,0.0622073089095398,0.0381899520620986,0.0256668524466659,0.0304324992807956,0.024894256449992,0.0418586679574602,0.0243274194186856,0.0265614796894864,0.0377084770864206,0.0046342837350963,0.0562874923454974,0.0038812114540928,0.00612378747477079,0.00595383809656362,-0.0017485215959463,0.00877092347650374,0.00378116693493279,0.00343474506902039,0.0543437419997018,0.00575645706724945,0.00614185515520659,0.00828411052869102,-0.00161716429737151,0.0170933444927412,0.00139414873933072,0.00598102320439257,0.00515621937111412,0.00614010199446597,0.00977249356593908,0.00474852880502089,0.00700250646706832,0.00361794144326837
"1994-10-01",0.0255688739096822,0.120356391861845,0.0326903018478818,0.0240184469302182,0.0282614653465577,0.0609403588271334,0.0322684091753441,0.0289062267618641,0.0261459760885163,0.119139988317221,0.0352737890226056,0.0251013676573374,0.0278237853533354,0.11123371347633,0.0517354962591825,0.0398805089819649,0.0240972192984468,0.0321333529187181,0.0249762786451495,0.0409865661351618,0.02609647723884,0.0253704583894453,0.0369945475572185,0.0138408362709871,0.0618793889868537,0.0156268071778761,0.012756567781261,0.0148212820602018,0.022162862472625,0.0204732982514086,0.010994689795738,0.00956341753447607,0.0951095888176089,0.0170946653217176,0.012424001654164,0.0163815191100862,0.0438231012071822,0.028144793081277,0.0169004387358403,0.0133213875402851,0.0124782890510563,0.0123599089944663,0.0236279974607392,0.0147650169771378,0.0136539146979886,0.0197361652939642
"1995-01-01",0.0242899349891349,0.111471565330375,0.0348542400751859,0.0234480020059939,0.0281284773373737,0.0617097558924016,0.0350568154125553,0.0276711161980133,0.0267658595336538,0.120497674143648,0.0327290122244696,0.0244107265623478,0.0284145793862843,0.109336242399253,0.054066209106124,0.0389246138940351,0.0246246123535428,0.0287237889376063,0.0259618547828215,0.0498163824930221,0.0286816510088473,0.0265253144273581,0.0338915715059533,0.00543062414865438,0.039570372312817,0.00420316333332906,0.00311550749836118,0.00371561681013263,0.00371601736383181,0.0053072834988445,0.00285457439661564,0.00238408558667531,0.0532718111407845,0.00741257285134672,0.00422438753667394,0.00559450008370073,-0.0161920247531689,0.0181886861824446,-0.00595432599925861,0.00126983700707699,0.00480077218490337,0.00607173680028994,-0.0126562054046116,0.00436280266075091,0.00796109100478284,0.0116252008337345
"1995-04-01",0.0285596500848883,0.109264114890359,0.0331640450972881,0.0227150152333512,0.0239949603525729,0.0536470087768625,0.0359192847622637,0.0244194921630269,0.0253426463672051,0.131063662560931,0.0317729756371349,0.0234180416728031,0.0277378404850673,0.120461318817188,0.0522193623822245,0.0369841903708757,0.0265597897219043,0.0306364161434502,0.0267631970747029,0.0491346280643682,0.0293642898552164,0.0265675769338694,0.0302904925524469,0.00321964050519873,0.0465921321089454,-0.000190888893549449,0.00176858294429606,0.00337516374820978,-0.000687396213608236,0.00600552274561914,0.00352028723720184,-6.61868548312123e-05,0.0113624186607228,0.0037496574733427,0.00553888432933084,0.00548841329845711,-0.0270307252437891,0.0104859402006269,-0.00400272957559445,0.00222622412488701,0.00297157718177047,0.00354876289694812,-0.0152236499155105,0.0021395615222372,0.0060077459605062,-0.00273079908765016
"1995-07-01",0.025769491818451,0.112724336871738,0.0309210085532389,0.0247176669102234,0.0269142788689778,0.0701850758494626,0.0320509573596632,0.0268173906871399,0.0281231917052802,0.118790957149985,0.0331296393761332,0.0252753936171045,0.0283168392364085,0.113736840388652,0.0564293629841509,0.0346740744095357,0.0260968324814572,0.0294298854142533,0.0261498552994305,0.0416245554914797,0.0292352288708751,0.0263787082816909,0.032508428374669,0.0074342398795192,0.0627605286725827,0.00718219377798579,0.00732811081841789,0.00803669815485726,0.0113564764869055,0.0112398293726349,0.00709240289795638,0.00908734133091062,0.0379867736395519,0.009482494728464,0.00702721201930335,0.00981995483123248,0.0236771393406797,0.0104751705548161,0.00820912958189571,0.00725771268836111,0.00862491593861782,0.00727457073300422,-0.000285806149002536,0.00777747715286812,0.0083515138394251,0.00958743439249596
