"meeting_id","meet_date","pub_date","quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",0.0108449101957631,0.000910032168740178,0.0269446620223595,0.0819035356613907,0.288695343656767,0.0104982021027728,0.00256124157509071,0.0186686370381204,0.00178879629662186,0.00385168092618528,0.00441269304344723,0.0102278981417489,0.00231081230272194,0.0168455083183189,0.0364228850888744,0.000910032158330558,0.00554310419269031,0.00582880467537883,0.000910032158078065,0.000910032161311119,0.00126657134161989,0.1718789976516,0.0119715018363845,0.000910032163712306,0.000910032164190238,0.00169600977614963,0.0520892691442623,0.00242180636459024,0.201189773863735,0.0246771618090439,-2.01028156739655e-05,-4.57674628711933e-06,-0.000966697722483704,-0.00171000924539874,-0.00240552299797116,-0.000194752002875148,2.14157031995097e-06,-0.000632929288590967,-3.96592936514679e-05,-1.19813848683977e-06,-0.000110717984712594,2.05328274399367e-05,-1.80793739024098e-05,-0.000462881460650218,-0.000887799728957934,-4.5767459694775e-06,-0.00012649969420037,1.22524248272349e-05,-4.57674589824389e-06,-4.57674600852549e-06,-4.5767458944897e-06,0.00448841692313973,-0.000194111234727324,-4.57674609782165e-06,-4.57674611888354e-06,-5.52849794132472e-05,-0.00175647463399766,-2.74767302456369e-05,-0.00312335220825271,-0.00109055748020899
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",0.00586216061931443,0.00085987554210193,0.0225416600936353,0.0845342020235305,0.236184728188016,0.00529105149872621,0.00466473026456075,0.0177510561403449,0.00149511003234971,0.00465124960767172,0.00688582553333448,0.00438429773811476,0.00248788044773054,0.0176103783399683,0.0541022311493123,0.00191222128731804,0.00998013795507854,0.00907998846132977,0.00165048088238687,0.000859875536162912,0.00155473961206863,0.163063770929061,0.0225007815676765,0.000859875537289913,0.00242257684944764,0.000859875536976861,0.0529952928795507,0.00387032208438131,0.241872122978543,0.0172115006840153,-0.000274018631106715,-1.15539707479671e-05,0.000379792805233673,-0.00271572631733658,-0.00104907784185494,4.85473408055159e-05,-0.00056836197855903,-0.000289949846399641,-1.72775177763587e-05,-0.000171531045744505,-0.000249420417573251,-5.32722867503601e-05,-1.15539712658552e-05,-0.000414605571426421,-0.00155923116628994,4.17293587627356e-05,-5.28903685066865e-05,-0.000470657511274757,-1.91244239029709e-06,-1.1553970563613e-05,-1.97288418882239e-05,0.00474851501500145,-0.00126757401111555,-1.15539705188264e-05,-0.00015361772596364,-1.15539706245533e-05,-1.94884520330712e-05,-0.00014052365225663,-0.00839383291542591,-0.00104113322283979
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",0.0107179415888022,0.00472833174976237,0.0170759803006494,0.0947715987648609,0.288534589199624,0.0111858273679204,0.000980420207040196,0.00894503047240627,0.000980420208324138,0.0041759883172905,0.00707475293438645,0.0120074140202967,0.0128400832030935,0.00231497197620722,0.0304236375194315,0.000980420205699937,0.00310484775213769,0.00468998738475485,0.000980420204515133,0.00144254619130331,0.00098042019856101,0.171828002924931,0.0025100913447067,0.000980420203521013,0.000980420209800091,0.000980420206516665,0.0515760807459038,0.00151394855885553,0.232841277481773,0.0178537085569249,-2.98175966479363e-05,4.30528440510508e-06,0.000286075769638568,-0.000209205263487246,0.00244405255230649,0.000156400590626508,4.30528457924232e-06,-2.58981381356002e-05,4.3052849349123e-06,-0.000127973236243677,-0.000211698879390085,0.000280461650846115,3.79088207738968e-05,-2.70959329754845e-05,-0.000445294245350494,4.30528470734912e-06,-4.56812455334714e-05,6.60162865714064e-07,4.30528462522479e-06,2.77040689847702e-05,4.30528477127413e-06,0.0047377824469567,4.30528443241232e-06,4.30528465994746e-06,4.30528458246429e-06,4.30528467538678e-06,-0.00203117746079323,2.15158767844834e-05,-0.00147111083686357,0.000260828877823201
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",0.0102576671810745,0.002065074420133,0.0189470200931585,0.0751016560013414,0.300889006655081,0.00259442033014324,0.00195962889345532,0.0102797475909865,0.00276208693629909,0.000919214304178411,0.00577225928261834,0.000919214299555828,0.00938344148469943,0.0199456024922477,0.0425886768830686,0.000919214291304994,0.00635648712968158,0.00493588028967728,0.000919214296227563,0.00162238647043231,0.000919214295575294,0.171589321900257,0.00790687121275647,0.000919214296434971,0.000919214300921979,0.00184174403194337,0.0514409717965228,0.00383167066486276,0.228819139163867,0.0126747390114937,-0.000890697798483117,-9.21446123770659e-05,0.000115051740648609,-0.000409026507079244,-0.00284487408909441,2.02066348645539e-05,-1.03390209156425e-05,2.73399240696529e-05,-5.33702725819643e-06,-5.33702769620805e-06,6.02446615451921e-05,-5.33702761160372e-06,-0.000203740214839312,-0.00023545816785255,-0.000965390970421162,-5.33702739781952e-06,-0.000212985191323885,-0.000379449920673557,-5.33702755427066e-06,-2.16958534292995e-06,-5.33702760887321e-06,0.00543903648061859,-0.000385777487607291,-5.33702760290639e-06,-5.33702777982851e-06,1.00384678635344e-05,-0.000741672759164705,1.21145869422486e-05,-0.00638930750602012,-5.33702736841949e-06
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",0.00688940882722603,0.000885903794060103,0.0188212442001423,0.0777941271944674,0.269860349680629,0.0116106065901573,0.000885903792768016,0.0135857295273881,0.000885903793310373,0.00196464402349297,0.0186068110442482,0.00193771852262476,0.0106018721039898,0.000885903802805068,0.0394905396757447,0.000885903786569136,0.00412341974922658,0.00119621667525698,0.000885903783936009,0.00208577457592731,0.00088590378506289,0.164305310035399,0.00185438727568158,0.000885903787471525,0.000885903794249912,0.0008859037871839,0.0573813650836425,0.00234621013662311,0.271311318769663,0.0153739084010529,-0.000119057056437682,1.06197936597911e-05,5.49070558985772e-05,-0.000680574179750735,0.00604824623772985,0.000498106284737435,1.0619793544334e-05,9.22368954700837e-05,1.06197941301275e-05,-2.07998246419908e-05,0.000754596395779487,-3.71899668307605e-05,-0.000161020663216144,1.06197938680849e-05,-0.000552469698449228,1.06197937002745e-05,-9.08182323689526e-05,-1.20164900781149e-06,1.06197935935492e-05,9.78831237157187e-05,1.06197937692408e-05,0.00452915912542716,-6.67455434977244e-06,1.06197935253993e-05,1.0619793654758e-05,1.06197936366023e-05,-0.000268760597088034,4.84955158951003e-05,0.000782183234289179,6.37613399084246e-05
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",0.0142426094448571,0.000875606835658016,0.0219170482795753,0.0614728811653085,0.256567218674697,0.00467856616097093,0.00621191974420373,0.00749742250215997,0.00167266591462317,0.00300522162289439,0.0125629065543693,0.00360077483717271,0.00691415743225852,0.0207169986816741,0.0522286553893256,0.000875606823299325,0.00906432542108945,0.00696526895717771,0.000875606823102471,0.00174551513470004,0.000875606823548346,0.16446726106974,0.00912719491526914,0.000875606829155081,0.00519892735888394,0.000875606831991852,0.0426887124528626,0.0123061370693644,0.252686876689218,0.0172070935608494,-0.000592268047576333,3.26093188712119e-06,0.000822977821201132,0.000720137590807372,0.00454278420466034,0.000154690909086792,-0.000145589904422064,-8.56765379491768e-05,1.53375850385377e-05,0.000186848413651892,0.000351478510327754,0.000116258252490138,-7.62738992664383e-05,-0.000389043476307584,-0.00181027845255808,3.26093169708147e-06,-0.000161402847466523,-0.000573033413666594,3.26093163429473e-06,-6.19459318857469e-06,3.26093176211794e-06,0.0045968376046425,-0.000275511757173547,3.26093186159351e-06,0.000130417417711661,3.26093162939218e-06,-0.000363226012560421,0.000146606221082766,-0.00497680513678599,6.69026963814548e-05
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",0.00396833160508987,0.008285771077279,0.019064864907643,0.0667945309308651,0.25667885855036,0.0131950361817866,0.00142378634899232,0.0128509388632911,0.00141626233088703,0.000864917336061353,0.00957130528278645,0.00713152882375172,0.00700879835430352,0.00618056346102538,0.0558925123245205,0.00441646165123986,0.0196409016026876,0.00782860418097955,0.00153322768385112,0.000864917327957853,0.00104688074662229,0.161010541015261,0.0109464783526869,0.000864917330877417,0.0111274723706282,0.00153659838122565,0.0547355312199049,0.00464180190076147,0.238375658264788,0.0111020015918864,-4.56667598191682e-05,-0.000334532980930931,0.00226854491902621,-5.92967797497332e-06,0.00817389320197501,5.66337228050423e-05,3.65275119420308e-05,4.63651694438231e-05,-6.1892831128383e-06,-7.30422232754389e-07,-0.000559484139245017,5.16781410444542e-05,-9.90747754457837e-05,-0.000165504013279606,-0.00127308421109274,-4.01920258545307e-05,-0.000795462850245645,-0.000129057241542925,-8.79013383808652e-05,-7.30422026437633e-07,-1.31153671463654e-05,0.00353865414108128,-0.000571682082012857,-7.30422115152204e-07,-0.000470710156818009,-6.85769928743008e-05,-0.00516051822127076,1.84502235203429e-06,-0.0103877530808998,0.000588088552623097
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",0.00637449215195052,0.00711239632938789,0.0215470476095053,0.0612005934901673,0.297773467227932,0.00215293706809401,0.0018658018325421,0.00505274917615571,0.000882524762670507,0.00163545958488755,0.00633239503555867,0.00827403002245546,0.00586983449822046,0.0158205357126534,0.0472586658810984,0.000882524761437136,0.00525057867383528,0.00382270758932627,0.001112432156778,0.00088252476627027,0.00216046126484161,0.171959921170699,0.0109606414565437,0.000882524762664055,0.00740457888308193,0.000882524769307876,0.0625649684402766,0.00249385079194681,0.225432076304689,0.0141547538250241,-0.000419645920295741,-0.000329968999774748,0.000309516441580584,-0.000610221895432895,-0.00583232244475319,-3.97908741424416e-05,-5.88943776612344e-05,-2.28882574963183e-05,-5.4554060888986e-06,-2.0075500195146e-05,-0.000211110888551393,-0.000456156946865613,-0.000408502126519381,-1.91226040857263e-05,-0.00141157419578735,-5.4554067427243e-06,-0.000158779812457022,-0.000182674163440576,-8.20878845788626e-06,-5.4554066222906e-06,1.82100844080441e-05,0.00479739008413754,-0.000604182054244649,-5.45540651037787e-06,0.000115323373345252,-5.45540676614351e-06,-0.00248675130841476,-3.46016301244314e-05,-0.00470505518714853,0.000210554192167808
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",0.00614322267252591,0.00226118794392071,0.0206026053549083,0.0796087991721612,0.279299628434135,0.00373368543346295,0.00255758295793855,0.0134744945924682,0.000879335751146175,0.000879335756112188,0.0177430678841122,0.00806233619425154,0.0114510070363766,0.000879335763565669,0.0363174279830408,0.000879335746876002,0.00498127248211219,0.00348440686250698,0.00232522976715272,0.000879335750281811,0.000879335746363767,0.179242064273755,0.00206166192733057,0.000879335752052763,0.0170697502589766,0.000879335749174968,0.0617778543089447,0.00139053465051167,0.222238815591325,0.0171386782025099,-1.23169880625201e-05,-3.05506401957505e-05,-0.00039093890225973,-0.000982610193427497,-0.00250425720357733,-0.000271985367580398,-0.000141389856876617,-0.000364823075426383,-4.39008459129716e-06,-4.39008517626743e-06,-0.000446866485746103,0.000223641675141235,3.9060501864113e-05,-4.39008532594066e-06,-0.000256447286971914,-4.39008499502128e-06,-7.81189404821148e-05,-2.93837729621425e-05,-0.000104799391597572,-4.39008502121695e-06,-4.39008496055823e-06,0.00501884741026397,-3.08220715470857e-05,-4.39008507919901e-06,-0.000425704597576744,-4.39008511804458e-06,-0.00309861611896178,1.11007907572192e-05,-0.00786148768713285,-0.00113675138692732
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",0.0113783848905819,0.00270881308827121,0.0163412364385565,0.0905628036657853,0.248570006619363,0.00152006665722366,0.000891653474322305,0.0107644155320627,0.00134879652328267,0.000891653478838559,0.0123425019691166,0.0107569758020094,0.00386929000678764,0.0020680058851993,0.0681950101707793,0.00168972752388989,0.000891653473353678,0.00758565642289629,0.000891653472445551,0.000891653471750765,0.00312644745805456,0.152304702891934,0.0153801432091308,0.000891653473704371,0.00967193365593321,0.0019562905660685,0.057291133804288,0.0014009887433373,0.251490164994991,0.0123265826360408,-0.000403917001689782,-1.13019117445745e-05,-0.000383809440388353,-0.00205354085622236,-0.00079187220422952,-2.32646863449464e-05,-5.68669486813181e-06,-0.000277758497241454,-1.96808693008053e-05,-5.68669483543031e-06,1.76931108232764e-05,0.00018465085731727,9.39242716721729e-05,-3.12595734943898e-05,1.16123332118844e-05,-2.01971323030985e-05,-5.68669483860467e-06,-0.000103068550278456,-5.68669477046733e-06,-5.68669474762449e-06,-4.13206289889361e-05,0.00345185548416634,-0.000198082898349728,-5.68669483366853e-06,-2.2870750596218e-05,-2.34306464296212e-05,-0.00320183233476709,1.0482678990984e-05,-0.0038659209131989,-0.000154781877263457
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",0.00303110671298173,0.0020770502015106,0.014891515534048,0.0681983514596179,0.309525182871623,0.00425014105193141,0.000874978559671449,0.000874978573410182,0.000874978558158405,0.00203441326130245,0.00990144321741592,0.00729545926363543,0.00515546977712998,0.00470114505892445,0.0488422572209641,0.000874978548895841,0.00193863906900964,0.00203564492126733,0.00243679234028704,0.000874978550282832,0.00207081127499592,0.182011265888338,0.012287024699143,0.000874978553596379,0.00962603950118948,0.0008749785518628,0.0629722791900604,0.00147131344015547,0.21900368018838,0.0181181239602106,3.61257347157322e-05,-2.26941583537542e-05,-0.000320730191460854,-0.00120064178515194,-0.000941632941410027,-0.000214288895856014,4.87750034892994e-06,4.87750030715373e-06,4.87750084840297e-06,-4.34322789673813e-05,1.54951571229936e-05,0.000209451962626129,-5.1024718265221e-05,-0.000135104200578585,5.09088599939769e-05,4.87750049170726e-06,4.87750055650357e-06,2.16987527224089e-05,2.62722100140458e-05,4.87750049313348e-06,-1.82676490503608e-05,0.0040938373876762,-0.000304749469420417,4.87750032597841e-06,-0.000133980337789374,4.87750054782513e-06,9.94668389091856e-05,4.87750033675058e-06,-0.000785808784185374,-0.000376053726547764
