"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent"
"SPEECH_679","1996-10-24","1996-10-01",49.7333333333333,0.0363864497954511,0.0298418567362074,0.0223949182184116,0.0350156628989853,0.0451900178112301,0.0302824181722342,0.0241832242079177,0.0221377959727681,0.0291722836017048,0.0287027232056809,0.0466913423087451,0.0286075212312231,0.0277848518313318,0.0385215460467522,0.0516735647839185,0.0342725488290393,0.032494915776206,0.0322329152261802,0.0251059606164772,0.0385540961945871,0.0259431572983589,0.0718037146505524,0.0278807352602193,0.0270732777131211,0.0264702790092186,0.0247382991378602,0.0896450184374313,0.0240626313864112,0.0231362736417753,0.0157459410506493,0.0166481004407088,0.0113701530763876,0.0176617625991565,0.0128295462600075,0.0187844277743909,0.0151911092396138,0.0112500415004088,0.0158309820061896,0.0130665498213275,0.0174189296487188,0.0187752802886837,0.0156868498608424,0.0199125408452466,0.0320863421443764,0.0183589076233347,0.0146754971237188,0.0165110019929907,0.00843892291688064,0.025927994474119,0.0142626922202566,0.0350934973885288,0.0130947490065682,0.0144852499251225,0.013239157471388,0.0137660832795294,0.0410284538634985,0.0124757785716624,0.0106648478990149
"SPEECH_550","1996-10-31","1996-10-01",45.2857142857143,0.0346500938495175,0.0329534476667373,0.0233146925797876,0.0382126423549454,0.0476756984174484,0.0296462840608118,0.0262195915992841,0.022855011241807,0.0305487642943271,0.0309207349474489,0.0409428646979063,0.0299581952178607,0.0305288486328265,0.0475532555365062,0.0349761344438635,0.0371746946982229,0.0323848745366558,0.028974991774067,0.0343223180494714,0.0331007747918797,0.0339735509339948,0.0523496377689052,0.0362688299687523,0.0307696599976475,0.0290055873039823,0.0248858712781254,0.0727374586253303,0.0235520632269759,0.0295434275049113,0.00401337130976445,0.0116916201576235,0.00746914919222495,0.0135518699889434,0.000581668233957306,0.0131886310412367,0.00791989820698611,0.00719210856099206,0.00670013948057919,0.00688336442629028,0.0107768769942504,0.0107815432550021,0.0157845933557766,0.0197369964709078,0.0099885791632717,0.0106918161972248,0.00825667277783265,0.0105773046051425,0.00428480847466723,0.0119599937605124,0.0121163780097916,0.0091114166800565,0.0106023342465436,0.0119088668793455,0.0115153480716661,0.00904993369939982,0.00539259407565573,0.00844221726452244,0.0106642302562786
"SPEECH_373","1996-11-18","1996-10-01",56.1372549019608,0.0389168727742884,0.0313842964120961,0.0252304826744096,0.0316207704844198,0.0580281917853667,0.0304303438732242,0.0249348302146675,0.0210741051610251,0.0275297747769438,0.0224240073680423,0.0593174494630021,0.0346128211939672,0.0242834812961439,0.061954467314295,0.0438520093527112,0.0256993734862438,0.0264405429310673,0.0207449877587403,0.0271397725010711,0.0371580774298754,0.0260767847077774,0.084796775714425,0.0290387273536569,0.0277189949683593,0.0224329432145511,0.0268318256140455,0.0633193805673833,0.0219356846186937,0.0250722249895068,-0.0133940003529166,-0.00921406428740248,-0.00419506071456041,-0.00463023812291501,-0.0159318264117596,-0.00202905455931684,-0.00187708406529046,-0.0032856164910159,-0.00847607727392388,-0.00430084557552427,-0.000623263806632718,-0.00385208023128973,-0.00530310082151983,-0.0179148001376868,-0.00386252772324861,-0.00306165232465635,-0.00498766955892254,-0.00417242269975155,-0.00426647853896431,-0.00952243882659501,-0.0057935177290362,-0.0180183207519104,2.7982006267306e-06,-0.00615462748746143,-0.00432236681568357,-0.00809845139287376,-0.0038226065128545,-0.00221400078769702,-0.00369987181362493
"SPEECH_644","1996-11-21","1996-10-01",53.4489795918367,0.0399546417520527,0.0227898905809645,0.0247313312519258,0.0284922326966689,0.0482853450434519,0.0315937831471491,0.031809193337363,0.0245087443885135,0.0312032495123833,0.0243747789252953,0.0537209494399187,0.0453435236081699,0.0252754352758322,0.0474675022962366,0.0305685452410492,0.0274728931716525,0.0263725458014018,0.0225963299665721,0.0283159032629036,0.0301168292299851,0.0346006623364687,0.116663230003091,0.0241722734536364,0.0262876414123048,0.0244097837504683,0.0260954789762541,0.0556456864204804,0.0232260654858083,0.0239055302319979,-0.00526178525088742,-0.000331594633907102,0.000891198872499276,0.00267465010274303,5.33746134242392e-05,0.0028708135109085,0.00119747991287091,0.00081213923178601,0.000466044722968667,7.08252725114296e-05,0.000102584706577409,0.0096068083015469,-0.000864112676572853,0.000553726238677337,0.000871965328082117,0.00126187238923196,0.000275345688503656,-0.000550012848493735,0.0020928026824726,-0.00074906321376727,0.00252814469138678,0.00712339442426591,0.00014143801401654,0.00135218968367771,0.00128861992995339,0.000566804753219271,-0.000337760879048137,0.00131165928955436,0.000694805074521648
"SPEECH_688","1996-11-25","1996-10-01",41.4285714285714,0.0374762980722685,0.0336853933917811,0.0229981854543206,0.0318757153617397,0.0460488589397815,0.044324424173302,0.0336901936357093,0.0253954043220543,0.0310265545778945,0.0250763065967132,0.0401289298227574,0.0432547377905638,0.0259445333140198,0.0409060752369155,0.0349819219457151,0.0291836497148133,0.0315771239274072,0.0233815072311794,0.026090068027934,0.0281309011895003,0.0370260752098704,0.0646748047560479,0.025193046405896,0.0336704731438085,0.0248315226837113,0.0237621495278535,0.0879214490290317,0.022633570688505,0.0251101258289053,0.0134543340606315,0.0169457245901818,0.0138549816513091,0.020694377614626,0.0209207017180902,0.0237728805235305,0.0162735581393972,0.0146647753610664,0.0138577124550273,0.0108487828449557,0.0251180458689476,0.0338223778250457,0.0156936827579094,0.0292777660935528,0.023084463721295,0.015777526423515,0.013329969586557,0.0153939247479043,0.0178583131277245,0.0112784275116303,0.0188805023712085,0.0359126654413343,0.0140940880709089,0.0135556374744503,0.0125734791127452,0.0132717802220644,0.0575994347880816,0.0127482083160852,0.015971877239473
"SPEECH_544","1996-12-03","1996-10-01",45.0666666666667,0.0541991761269568,0.0344639897166798,0.0215902141725621,0.0272651369907127,0.0640496553352472,0.0284847565593559,0.0250481760541613,0.0260489267378931,0.0298471762066012,0.02467273922571,0.0509978015329373,0.0352862986785322,0.0238263243625563,0.0500451518292713,0.0392503022480211,0.0330710425165472,0.0306998538750291,0.0262645504350756,0.0307893126079625,0.0277545760198402,0.0304784526442203,0.0640951281274279,0.0279688033987167,0.0293722480270209,0.0243940130243764,0.0274875277038799,0.0607370209601271,0.0218766962088066,0.0299349486737716,0.00753065070953631,0.0101058306664506,0.00234986068571293,0.00519184403923514,0.00604359832292251,0.00290775345796456,0.00362829470636081,0.00457547576593774,0.00869050238760806,0.00208443333155267,0.00787018373831745,0.00797031803242908,0.00534658775024919,-0.00187719726440847,0.00557451834592358,0.00504168517961901,0.00850728848978228,0.00478926556626529,0.00273976137442818,-0.00307284522778319,0.00251660305791355,-0.0103818854921755,0.00323377561784232,0.00390794764279487,0.0021664162336862,0.000963312622194199,0.0120921548491096,0.00357471179683431,0.0064034231104096
"SPEECH_380","1996-12-05","1996-10-01",36.4814814814815,0.0333968544844257,0.04320534845846,0.0359154333208888,0.0378091829162403,0.0447349444777476,0.035543015204643,0.0268999268425342,0.0276657612862223,0.0305551820622627,0.0281983235941198,0.0340549813488784,0.0347139777290065,0.0293135906327472,0.0550949487376742,0.0577679710450234,0.0306882536745358,0.0362011678293114,0.0262209360287346,0.0304773016156587,0.0323168434413511,0.0267502296747898,0.0360577501912398,0.0322820711636078,0.0414192654921846,0.0252265575355121,0.03096631169652,0.0410136789128838,0.0259768811334236,0.0295333094693728,-0.00422489552537445,-0.00974258456966698,-0.00325970208335871,-0.00806251135922055,-0.00709460615859855,-0.00483085127195549,-0.00272982888130087,-0.00263706259520786,-0.0033246674724703,-0.00356227404617249,-0.00361206459239607,-0.00542554515931581,-0.00179699470993707,-0.0128777350226837,0.000153999603132049,-0.00286250955498477,-0.00535881974763738,0.000714718258721361,-0.00257161362417103,-0.00382637189351893,-0.00139277254432058,-0.0052073012759866,-0.00042716939441979,-0.0128952338179423,-0.00171786908883055,-0.00380357677803124,0.000148016553175125,-0.00161891904648141,-0.00544244148867555
"SPEECH_441","1996-12-06","1996-10-01",54.52,0.103244791414974,0.030585979885886,0.0319737506722094,0.0221368429836701,0.0415892982259046,0.0330283955662814,0.0287510985776061,0.0230587681880122,0.0367171172142372,0.0442699810356128,0.0666370982314014,0.0359905970662133,0.0498878059291435,0.0441570869589376,0.0303744615982744,0.0267602847765026,0.0239884256907576,0.025489499367341,0.0256430895556878,0.0265405915436755,0.0195784815691213,0.0277801610536562,0.0251506576148898,0.0313806490489391,0.0228188971904245,0.028597491837104,0.0296646935246209,0.0298820536738229,0.0343219500050926,-0.00809245317459493,0.00370976670627251,0.00636546725495394,-0.000132287493292883,0.00147693651947343,0.00413045266686193,0.00225206015071411,0.00116588068152034,0.0042274109985949,0.00256360581055577,0.00345095891917088,0.00383564283961857,0.00241784805212918,0.000369698190463537,0.00334605571952162,0.00225889991006124,-0.0012619343904825,0.00440143432521373,0.00168667919756061,0.000776098493946258,0.000696249078808548,0.00248005443641403,-0.00190645524800272,-0.000760032652434805,0.00100307241902451,0.00309402904976606,-0.000220077166167344,-0.00232262409605206,0.00365733056704835
"SPEECH_703","1996-12-19","1996-10-01",58.0967741935484,0.0397561193908475,0.0325554930023085,0.0234570373851882,0.0279736132854362,0.0433237014442487,0.035236858846423,0.0302778657075628,0.0234151757205145,0.0307081605966171,0.0254529498362302,0.0638191043802094,0.0306699199229409,0.0271265028713137,0.0531960331763695,0.0320293816352307,0.0261069388308891,0.0332275797511953,0.0216915147139108,0.0301782659237294,0.0262588787440493,0.0284371178586772,0.103189659005583,0.0212444328479775,0.0296017320999637,0.0221233670586926,0.0258462118538071,0.0623854311044733,0.0270500769588672,0.0236608760467443,-0.00357973068631451,-1.67972317105869e-05,-0.00154499974475194,0.00247444113889639,0.00145422911592578,0.000718385404249665,-0.001609221222485,0.00142755987224348,-0.00188186136390103,0.000604785630259131,-0.000540082746087186,0.00378347247151465,-0.004703147396275,-0.00684803800295927,0.000505755428258172,-0.000328870425766859,-0.00555119705872693,0.00314703946113486,-0.00139448425583682,0.00141190625670252,0.00366162438938844,-0.000968132307019571,0.00197169862110731,-0.00664764374445892,-0.00141757799781897,-0.00159181929708379,-0.00349071739233506,0.000512014631968112,-0.000909615498544858
"SPEECH_640","1997-01-05","1997-01-01",48.7941176470588,0.0342010146024406,0.0535904854023843,0.029217194863733,0.0266178969092162,0.0401606171892507,0.0305776758763786,0.0282870880652554,0.0243015894634041,0.0544487468311282,0.024917233537176,0.0290150125634418,0.048437683102114,0.0247485267127897,0.0727534824416114,0.0751921641977308,0.029819364613242,0.0301919225968111,0.0260379336830614,0.0273914432946217,0.026495609942712,0.0255022215913889,0.0221037628601661,0.0264893625276419,0.0311067458533954,0.0249913918969231,0.0257188595032257,0.0583806797818851,0.0250485490636315,0.0242557410332391,0.00319455848151329,0.0127331522725588,0.001288562337496,0.00178454040266052,0.00333155724536527,0.00408396688578395,0.00298671555372481,0.00308724154897282,0.00918204632139999,0.00287641673483826,0.00252554640007904,0.00804250188608014,0.00438819425736729,0.011518269223548,0.0137185319287036,0.00340764794757182,0.00291403444150832,0.00126303113946404,0.00439499935493666,0.00220250732056147,0.00360284048526017,0.0018840368728602,0.00361824428490905,0.00695439439378979,0.00199943418380935,0.00324122229468512,0.0174990318815802,0.00106888722909233,0.00573285587863875
"SPEECH_379","1997-01-14","1997-01-01",50.6041666666667,0.0393589625746978,0.0314703686867124,0.0336337149382912,0.0348264454255891,0.0581446161624086,0.029530523322594,0.0264625025115906,0.0217119353864553,0.0311915381992934,0.0256453083554053,0.0479820162758427,0.032067345919465,0.024007547565497,0.0598815962513609,0.0403219182765473,0.027022767564617,0.0259462227369738,0.0258553809896743,0.0273454570006434,0.0516191371731827,0.025254364108008,0.068197167849617,0.0279493348449829,0.0375307430600144,0.0221192523193148,0.0279004137244196,0.045189741863882,0.0255565269668445,0.0262771499460748,-0.00893466589183446,-0.00432457146233198,-0.0012869954879259,-0.00219747388941988,-0.00528920207512714,-0.000988184289922016,-0.00100486579288633,-0.00155058772110292,0.00030868233953221,-0.00264738843593872,-0.00611511407178357,0.00203833140996495,-0.00156477537695727,-0.00319748531061936,-0.00209593134995428,0.0011870040651724,-0.00102467946373099,0.00140711175396998,-0.00453449014041348,-0.00236903696072149,-0.00106721440145132,-0.0128531555977926,-0.000566043391403595,-0.00566568908392029,-0.00142594366590826,-0.00406770284628302,-0.00191652596675492,0.000853203287499632,-0.00351958477324996
"SPEECH_627","1997-01-16","1997-01-01",46.1136363636364,0.0288057030536946,0.0404970091412953,0.0853380915568497,0.02290651044319,0.0658107511677828,0.0275441357283524,0.0396339376436383,0.0251632818437967,0.0421024844873106,0.0243151010257321,0.0279812724156367,0.029761963008826,0.0244172393503665,0.0501485303818287,0.0428420239872054,0.0261426912602329,0.0299331310786142,0.0264897414457823,0.0300622207713181,0.0226952518469188,0.0247349716066171,0.022215941392262,0.024704167887092,0.0270079090599011,0.0249526952486034,0.0404581403519953,0.028635902129623,0.0353433839097151,0.0593558167758191,-0.0256124018914753,-0.041288362019277,-0.0533511307629222,-0.0225354919188466,-0.0658564992778784,-0.0246002845135284,-0.028925134109908,-0.0219506473416641,-0.035613641398267,-0.0218932359682006,-0.0264186318769728,-0.0258672347495406,-0.0201289870770451,-0.0398071469185465,-0.0396738281274214,-0.0237031740470647,-0.0314343771183451,-0.0217795496777491,-0.0264394202954273,-0.0203537839905997,-0.0214910739925674,-0.0212293650946223,-0.0211480427317645,-0.0273334296679582,-0.0231209019230635,-0.0422376043147645,-0.0259581728448083,-0.0302851043524834,-0.0735694965131945
"SPEECH_608","1997-01-24","1997-01-01",47.5714285714286,0.0459703255926586,0.0300233084001919,0.0235022023407827,0.0283159855933742,0.0500625016080957,0.0285987137599911,0.0336957881607798,0.0253471101548073,0.0316109025261987,0.0339499148801959,0.0351309407687286,0.0308195310404098,0.027745102746783,0.0393898182992979,0.0359233788657397,0.0310683106355648,0.0316946183829037,0.0250222790252654,0.0230920616229445,0.0297226202470907,0.037277283997367,0.0959826606474724,0.0244705973766628,0.0312541889758442,0.0217437746327805,0.024243091024751,0.0804894942322212,0.0205069258350824,0.0233465686260146,-0.00255344615254745,-0.00415135052888363,-0.000573846943621557,-5.4926132231263e-05,0.000363860583659211,-0.00195392406001836,-0.00187123268952604,-0.00213116865424384,-0.0024661612167726,-0.000510406384381926,0.00246219029152584,0.00185591906087248,-0.00275647864916926,-0.00240753614205141,0.00151924137016516,-3.02427443058645e-06,0.000772965780064992,-0.0018361854401003,-0.00121793281546351,-0.000258394509853583,0.00633047356158289,-0.00736124777658953,-0.000551196730810055,-0.00196673133368409,-0.00061078758952526,-0.00111178901332057,-0.00949281074102635,-0.000827190477473524,0.00145364593253161
"SPEECH_683","1997-01-28","1997-01-01",47.8965517241379,0.0359094667628558,0.0273478738051373,0.0213297067913395,0.0528514276728505,0.0446446873038548,0.034111782460896,0.0295659574512082,0.0250674061488096,0.0256504369234319,0.0251793982797086,0.0370619483419455,0.0317627330216209,0.0246318946450662,0.0610507893256672,0.0432995734651338,0.0328605458929564,0.0271290087499117,0.0205143315585965,0.0279044244175151,0.0363635982847178,0.0258227561575737,0.073590428771546,0.0333367977332693,0.0314896671737249,0.0213498712250142,0.0250163784160827,0.0800833977187608,0.0196856856808936,0.0253880258199112,0.0125291700139879,0.0112839176983124,0.00791938132013974,0.0197653837248074,0.0164121593452242,0.0137257364842598,0.0111688380441834,0.00995036334767757,0.0121446020264825,0.0105088512310501,0.0147194728892055,0.0132973258104248,0.0112204451297684,0.0102638192364916,0.0168291089762925,0.0142103422088141,0.00892349849889496,0.00825121400525478,0.0121558221142205,0.01297867322673,0.0081596635152758,0.0376620189360129,0.0151012648535092,0.012573221879579,0.00852898495806051,0.00815786750354808,0.0313433719788818,0.00777466377307975,0.00962200750701567
