"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.040977957687823,0.0305697591168936,0.0237553180323322,0.0372023166858528,0.0578441509750998,0.0371065220302808,0.0244689630477042,0.0204913458456131,0.0301106179213768,0.0255781845498438,0.0478930356453129,0.0312449072185289,0.0245351526845585,0.0512158799150281,0.0420339450678098,0.0299952254960212,0.0265001288950944,0.0205249257954175,0.0269107373510537,0.0407731785042572,0.0285991752062434,0.0837053146027512,0.0300702292764804,0.0325834670499106,0.0234958318582931,0.0223387371171958,0.0613212285037125,0.0218709012166802,0.0262828627028305,-0.00164025512586558,0.000506818296731849,-9.59520572746945e-05,0.00151681470505152,-0.00567831187493786,-0.000168255255392072,0.000489442365686619,0.00118123991865961,-0.00248157730607673,-0.000792686902500756,-0.00451855217550461,0.000789690854068602,-0.00111674578316688,-0.00461445258091354,-0.000925539323116776,-0.000552745361927614,-0.00159760722057363,0.000775363279136606,-0.00255388616411882,-0.00833659030444863,-0.000799961419913558,-0.0176259289032031,0.00389739268744391,-0.00362877658402847,-0.00296877874099077,-0.00263043917762832,-0.0115713538783923,0.000418937751740139,0.000887416051513058
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0590798796450685,0.0331567652857571,0.0188607455775524,0.0220079813625983,0.0397018823319949,0.0326443895634319,0.0250471108957065,0.0219419174876831,0.0278380225751862,0.0245780503709118,0.0383340500009802,0.0580888265137809,0.0238208655780245,0.0483211370019062,0.0641404390823425,0.0343021754369101,0.0225429787126225,0.0300583844462112,0.0290414842110838,0.0227213705981748,0.0318778736897372,0.0737684922846619,0.0268709558620971,0.027608157701146,0.0191530709125109,0.023287938577082,0.0771892409154475,0.0200329986539452,0.0239828147254446,0.023562417733104,0.0051370157592915,0.00682678800521803,0.00708635668856156,0.00321154884968533,0.0100026782886838,0.00590960243390903,0.0061055508784862,0.00580696331013786,0.00340043253770412,0.0128582867516627,0.0222880688973976,-0.000332149537752096,0.0292162488656086,0.0258291074099394,0.0127937621884153,0.00691881803802571,0.00788322774223059,0.00564282658826962,0.00851536483518852,0.00674399912757187,0.0176034006724665,0.0081796564181766,0.00977372408092884,0.00755457336198817,0.00794622242235341,0.00808355747553171,0.00867241357998882,0.0125446480619602
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0318297038494775,0.0549471455735883,0.0618443773528676,0.0276922835107341,0.0439954880508757,0.0294326101132372,0.0344707949983207,0.0248703664030499,0.0508724232938237,0.0218776181603412,0.0303567781879676,0.0295539472506621,0.0243963112864532,0.0546346982605092,0.0890429662596507,0.0249405562817639,0.0327583847242294,0.025675471454899,0.0297431732857452,0.0280711432377322,0.0244238270734521,0.020137033727474,0.0271373569307833,0.0243510603402285,0.0218341631354456,0.0310723517369877,0.0354594718089611,0.0255393478700032,0.0390391458407361,-0.0158400961745538,-0.019839638767113,-0.0188638235891167,-0.0118684742619356,-0.0190365440683039,-0.0114255109417897,-0.0164370381265995,-0.0135670156423854,-0.0238989434647338,-0.0133251194035878,-0.0148530279775607,-0.0103600561786064,-0.0125262685523155,-0.0157400472957681,-0.0370159730606672,-0.0116000544876185,-0.0133493177273,-0.0131554138599496,-0.0144267313046211,-0.0110726200928639,-0.0102148355770521,-0.010437627107942,-0.0142273499982831,-0.012220398944718,-0.0106657303843486,-0.0169080911981128,-0.0137683534506613,-0.0113161105759078,-0.0160689676357505
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0403369153902274,0.0270915964357345,0.0241194065343484,0.0294062293344789,0.0389280681636389,0.0337100178075395,0.0265816667435475,0.0240419361681374,0.0305862995746329,0.0391822109749564,0.0356540154832536,0.0486831394253089,0.0251590314021013,0.0522322097066292,0.0342604380309207,0.033132036675646,0.0334186061773974,0.0265700337864747,0.0379946921800672,0.0284134243148377,0.0287894520706164,0.0787951909957985,0.0326994596838747,0.0454591971350338,0.0237021024177081,0.0256156126569228,0.0484025268447139,0.0227860301482334,0.0242484537372197,0.00738245020716706,0.00491706785162698,0.00163476092604444,0.00398769722768869,0.00921533342978651,0.00211742835134778,0.00304046655505496,0.00348275670801655,0.00198974156497514,0.00269328074183296,0.0107060241153199,0.00922276678904731,0.00480768637587221,0.0106872573070401,0.0104912931863071,0.00630833054329164,0.00529300360276669,0.00492992834829164,0.0073624301131091,0.00779496398369376,0.00558484138408597,0.00108342298433475,0.00863668787523789,0.00292860146012922,0.00262362128930437,0.00576382772608314,0.00247836450194569,0.00311072276286278,0.00524284513263896
"SPEECH_574","1996-10-02","1996-10-01",49,0.0446648420203793,0.0303534838613647,0.0236457823830381,0.0344504996568819,0.0308535726866082,0.036422452538426,0.0321790787643763,0.0279471690409152,0.0240182895294901,0.0236481808804293,0.0362118383102196,0.0356719165491828,0.0293712288743469,0.0388731609227322,0.0306983069971118,0.0411769255084091,0.0265290438716548,0.029838180586269,0.0375820039474249,0.0256994472942576,0.0435818140425545,0.07595980619812,0.0244957281269027,0.033549973319762,0.0218305970930974,0.0369015616229771,0.0363048635879388,0.0298904822530418,0.0576497695320876,0.00308421963562156,0.00150147608965767,0.00373422883994465,0.0108237468535527,0.00708354079677519,9.60074511075453e-05,0.00635851057587015,0.006403487087074,0.00421455876911333,0.00963411323277642,0.0175272416588424,0.0129243218392042,0.00901252600885699,0.00789277972646393,0.0134162259729218,0.0120453823065018,0.0121462861583162,0.0123456520090284,0.00589293601518114,0.00643792800562445,0.0111117952859945,0.00853544947881982,0.00362094561729534,0.00254373520890458,0.00272585133322752,0.00173972103205716,0.00542102097457846,0.00148832617821197,0.0178630489050692
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0365912775174136,0.0320607633279579,0.0262288241108347,0.0269808452251308,0.0588725514823184,0.0295846293458888,0.0227197730503787,0.0237550282225684,0.0264283192859723,0.0229600361398528,0.0597353100541764,0.0420725271988333,0.0321588113871357,0.0512137447544166,0.0363987149670297,0.0310357584404425,0.0274213523897522,0.0242945905402436,0.031145746517067,0.0278492394897005,0.0309923802356619,0.0954420661513438,0.0223791180623694,0.021973365545358,0.0227481677065064,0.0253105606939634,0.065013394266202,0.022619988524936,0.0240131153665451,-0.0112388740389178,-0.00709838975894193,-0.00606787905842462,-0.00516434471330675,-0.0275132944298218,-0.00812079184008457,-0.00575973655200002,-0.01088424022234,-0.00849309638319604,-0.00451714215574894,-0.00827674039030349,-0.00160509930825372,-0.00881049285046261,-0.00757836125736438,-0.00632691549515198,-0.00769713608969734,-0.0105807246448425,-0.00738207070963604,-0.00831175966480724,-0.011351953791971,-0.0106673061528903,-0.0245455158009471,-0.00726923849477484,-0.00561371934488957,-0.00894267229345685,-0.00740582300425303,-0.00174659531550101,-0.00712471917486931,-0.00603249455228079
"SPEECH_478","1996-10-07","1996-10-01",40,0.0424672730043544,0.0309608248140448,0.0271692218421941,0.0275289563048251,0.0336795174092325,0.0328248608949366,0.0237149924908613,0.0243863431443707,0.0274271370961816,0.0779808789376123,0.0278619566378254,0.0268761265907177,0.0460601668487699,0.0519783459107161,0.0320096134807175,0.028929759143755,0.0646182094489146,0.0288497532114478,0.0310107549099615,0.0323988815772927,0.0298275169877603,0.0429857702162409,0.0255594642395335,0.0424686778856959,0.0246443584960524,0.0223791602440121,0.0416571597834965,0.0283835527452473,0.0233607657032295,0.0091275253256671,0.0131604948655503,0.011380232256222,0.0101918034309016,0.0147016820134794,0.015296939975694,0.00891497483001719,0.00897933207782508,0.0092046355301523,0.0282141301938336,0.0110186457666582,0.0104429494789449,0.0158507665534448,0.0191676365112652,0.0139973415774235,0.0110171605430124,0.0172084714424938,0.0153348995914666,0.0115460519775213,0.0104399246498502,0.014103741035262,0.0128798321490951,0.010398110700644,0.0202043139529902,0.00936204075655126,0.0099418891289247,0.0232770037507336,0.0115496727169821,0.0106359007985537
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0390114591063283,0.0340066166510931,0.0275875058710458,0.0297421367266347,0.0312960130516135,0.0577397944317788,0.025781952187714,0.0591649825229325,0.0280666163162347,0.0265687546846525,0.031970151796337,0.0264918704838014,0.0255198719597228,0.0619207560740278,0.0327079592445741,0.0507294555933985,0.0356396971486402,0.0288978608379769,0.0275184682030087,0.0260940591319509,0.0243634094472973,0.0523543626032037,0.0257376987493971,0.0320216764169427,0.024455405892867,0.0363680692379966,0.0385579279912878,0.0344096325249488,0.0252758351125927,-0.000798789834171304,0.00343907176366033,0.00422422583251889,-0.0011151337133052,0.00163426167493772,0.00327704118877153,-0.000621908759833749,-0.00246623491220183,0.00187350941293751,-0.000989590662062851,-0.00286486565705373,0.00209538511221728,0.00342569241324398,-0.00277794416076948,0.00265140579363605,0.0049172456021204,0.000868780284996738,0.00270768825407232,0.00175712491698237,-0.00120083539440052,0.00193871373489352,0.00395360700654037,-0.000149819122574516,-0.000329489286556575,-0.000353886723522177,0.00351589885772003,0.00276853841735301,0.00132759851235748,0.00124794371125153
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.066061083891415,0.0340187881574533,0.0278691119123079,0.0295858236336486,0.0330582768609951,0.0631101743951243,0.0364475990678279,0.0274050179192464,0.0297955106065168,0.0256708520290399,0.0414707528938721,0.0394978733295715,0.036797951928621,0.0574758330607436,0.031301640825088,0.0274877129202062,0.0310297854614101,0.0265093714753371,0.0296189118483994,0.0243791211219969,0.0263286652287055,0.0269385222641464,0.0262995669829393,0.0329138461484269,0.0228542333319351,0.032165736672631,0.0427844323415143,0.0327750870894895,0.0383487166013909,-0.00136504930790281,-0.00382209885361402,0.00289764585746673,0.000342252095523592,0.00446878863600687,-0.0166943551375703,0.000880063879383965,-6.14471223579077e-05,-0.00188433020118156,-0.000553258761603087,0.00161473735472914,0.00898009302968356,0.00130882690067733,0.00232121865784147,0.00631487719966816,0.00155697007820683,0.000281573662315785,0.00286252363175562,0.00125372193465599,6.62909454244632e-05,0.00253078958935882,-0.00055480966889608,-0.00143296570291866,-0.00621202480076174,-0.000513768194650449,-0.00194008344795878,0.00601446091087463,-0.00642478243162108,0.00106207651971443
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0350983956060806,0.0302403762111315,0.0379764804332486,0.032814040736942,0.038020029642753,0.0416750976968747,0.031331628510188,0.0286781480716041,0.0321621104258639,0.0272379970966994,0.030252059310022,0.0790961183677422,0.0276552796117346,0.0688257306083467,0.0277351585090853,0.0378311062793588,0.0282673151574275,0.0251799575847019,0.0382970856574259,0.0273516405312932,0.0310345578984006,0.0259493013969722,0.0323421131083248,0.030372493793712,0.0280675481725904,0.0315119645579122,0.0390096305746918,0.0269735543699794,0.0290130800788927,0.0097599537835147,0.00655723553766607,0.00605369617220471,0.00204465264946848,0.00632874342206974,0.00647578189916204,0.00348187092896088,0.00946061932002416,0.00364154521079304,0.00533015624983315,0.00286157303513318,0.0307743168514108,0.0011409227693511,0.011543399049966,0.00565200528152046,0.0143076420729453,0.0036764275311564,0.00555965712624266,0.00914344863750096,0.00419708087058186,0.00475317962825204,0.00317073165058122,0.00954007672557372,0.00734229595417343,0.0088019743700704,0.0112941911670237,0.0130502287928356,0.00460125633620413,-0.00140361709829353
