"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"1993-01-01",291.628834355828,0.0336375054794711,0.039771324913102,0.0165512589352098,0.0220383098730043,0.046935757866097,0.0384109523718555,0.0349586515325707,0.0183371154198612,0.0278606974395177,0.0449500629265759,0.0272661622606586,0.0418923037683468,0.0189172587924119,0.0511804331807131,0.0226913736030399,0.0448406016182377,0.0364250755756924,0.0184501689501031,0.0221314256382391,0.0321099472852272,0.0306750152994507,0.0271275905829745,0.0264280391381458,0.0359764444103435,0.0625858180425875,0.0474084639842671,0.0310011806060143,0.0396077031861277,0.0336327102970565,0.0262006470230974,0.00172386662163153,-0.000453031003224468,0.00349162443671894,0.00450711709075534,0.0209403987765142,-0.00112821700605947,-0.000276547601952756,0.00339509798350925,0.00595917750482119,0.016554917786996,0.00600784006818934,-0.00787433061600365,0.00803258423351669,-0.00225471531183383,0.00671425612292586,0.00498042254153943,0.00781861842803213,0.00230273485187527,0.00541569247979329,-0.000405626615179983,-0.00801868255277844,0.00988344969765667,-0.000390551712900406,-0.00455638445112329,-0.00893496435461797,0.0169447250783843,-0.00243794068014737,0.00818554882195886,0.0081347294216196,0.00389717844583751
"1993-04-01",284.365296803653,0.0348106673758649,0.0294066342221354,0.017853210256844,0.0230523165597839,0.0403963570080323,0.0449732274582759,0.0371810421107944,0.0174772580594455,0.0263415433343704,0.0500640838286539,0.0309781623132613,0.0415715911662822,0.0163623414807877,0.0516642804545888,0.0267571271120757,0.0419487675534246,0.0385414967080158,0.0179945449429626,0.0241640982584347,0.0280202711954034,0.0322535262971959,0.0291362242088276,0.0251622387124001,0.0351397739430087,0.0468364473748632,0.0613152488196003,0.0329742015297377,0.0378676860604703,0.0336463587579905,0.0261092728964683,-6.93759902164729e-05,-0.00117347980196477,0.00128539210474389,0.00391862367941645,0.00783526256369672,-0.0167489356126927,-0.00412698205183982,0.000325200818715805,0.0067781702743704,0.0204124531896083,0.00261617141016303,-0.0129365091761833,0.00335298741079989,-0.00831315224189309,0.0053065413089787,0.00084570564423828,-0.00290162946465747,-0.00015878663908198,0.00694436214420742,0.0014373399860904,-0.00367840364927824,0.00691386188157089,-0.000550478656222661,0.000831481570437474,-0.00705944556764189,0.00704937387743634,-0.000802358119280416,-0.00194129284839877,-0.000536075477063,-0.000416704910077438
"1993-07-01",287.547134935305,0.0307376244027959,0.0361895741483229,0.0166718077403947,0.0261965411674291,0.0428462597036291,0.0439853337868583,0.0378965657341483,0.0176903448171992,0.027364838903909,0.0413348617863818,0.0286266301810651,0.0317509574092839,0.0174213718388264,0.044756079904188,0.0263899181411178,0.0429761202597875,0.0438790025784006,0.0177875136864639,0.0233464058230962,0.0307185141819896,0.0294392092768559,0.0273669843502419,0.0229204163236755,0.0447503202439132,0.0654585231874789,0.0494369191958326,0.0309609146504496,0.0351353854666151,0.0387551428219921,0.0272099182876578,0.00129177971203466,0.00317269848719866,0.00266256582172492,0.00255294720963927,0.0138305808401212,-0.00210604501570513,0.000998449232707212,0.00234133501011573,0.00767463448483463,0.0156753176266284,0.00348644338300622,-0.00105009007796883,0.00439104152627724,-0.00156839604756969,0.00747406565771861,0.0046334543058058,0.0112487238642325,0.00261170457355178,0.00753040398898966,0.00172016072995812,0.00092137691561008,0.0099896864093163,0.00174026551383964,0.00264033309735598,-0.00446352042482389,0.0114202923053289,0.00378654686114209,0.00502009125727851,0.00902587123344862,0.0010304633479462
"1993-10-01",305.452574525745,0.0340349424354373,0.0395828063805641,0.016636802244079,0.0289145755619778,0.0439349472091425,0.0397049745754627,0.0373426829560167,0.0169995987425447,0.0282925731992083,0.0363888348931734,0.0308490710461256,0.0276767741181821,0.0182059139181511,0.0455722341248842,0.0253831333382922,0.0435707294646335,0.0399897871424572,0.0181918966220283,0.0222461370160586,0.0295948257805944,0.0270091406396806,0.0268397958360572,0.0235074967552658,0.0484924601786944,0.0614961270185663,0.0515033819243066,0.0290137873555614,0.0436505591786809,0.0381816550662069,0.0271923552779664,0.00591939881722842,0.00355860646229935,0.00488901610524839,0.00815255951033933,0.0220129604831814,0.00402698857586451,0.00478828159120333,0.00533696728104035,0.0100543909523273,0.0169069210956821,0.00747442155351347,0.000562294679253351,0.0105192397162347,0.00384189586923743,0.0138582347440649,0.00783299812936138,0.0126240075853455,0.0052745112914912,0.00982785802954186,0.0069529478995496,0.00454990924284285,0.00895765056271577,0.00341385671009082,0.00857019734824565,-0.00169094632886795,0.0195006775272491,0.00630737096106024,0.012935830518675,0.016129759644377,0.00336043208175209
"1994-01-01",279.795731707317,0.0284387944067446,0.0365310747066412,0.0162846319644066,0.0273239152816733,0.0451571995248669,0.038685862164318,0.0349702246998227,0.0172359799940599,0.0273282781225143,0.039057512261587,0.0301104996848569,0.0333909624150852,0.0176466446247698,0.048325474784151,0.024377506634251,0.0433896924825738,0.0421050173055739,0.0177927888625542,0.0214754117173949,0.0298066723403749,0.0223241001587668,0.0342844575826112,0.0222756114659238,0.0342493424375733,0.0588942693700696,0.057381689686093,0.0499378810257734,0.0398496050173099,0.0358572782150136,0.0255116210626455,0.00313048390434469,0.00454095900923615,0.00428215603002953,0.00683068353887597,0.0227749166066126,0.00234151481241457,0.00116306315948351,0.00542162819654687,0.0108500181673621,0.01703460286851,0.00586736399554321,-0.0049879406313777,0.00726647035153386,0.000827494974532364,0.0101379810649623,0.00418076323318503,0.0116332205341353,0.00387540432055885,0.00813832009790448,0.00349727019171163,0.0029592085114731,0.0100594259209138,0.0032145547047497,0.00380073898269291,-0.00750345999271507,0.0179516844452655,0.00961450983949132,0.010644747354408,0.00860338848790547,0.000973543839917072
"1994-04-01",298.204188481675,0.0354340202627471,0.0366685916882286,0.0174515588230851,0.025634560708073,0.0466405046384899,0.0364086324083832,0.0339307746766772,0.0171720142784216,0.0359692872396739,0.0457701590632791,0.0269409586503387,0.0244700611853564,0.0194161693379307,0.0349147843849364,0.0284966048813106,0.0382725352955908,0.0467677022413766,0.0179142692896637,0.0221872544089772,0.0300669748676192,0.022647175552172,0.0400104248115379,0.0219354965444892,0.0409287266918994,0.0486391512472231,0.0550137588586492,0.0520965714331663,0.0415614510618453,0.0348327995607841,0.0218070259080749,0.0105176194223334,0.0060701279057054,0.0055595815672795,0.00702748163098832,0.0224353847306894,0.00180791602223797,0.00477913022830996,0.00470762260293137,0.0196948438900595,0.0169358925793824,0.00688449695396358,0.000960076271609825,0.0080596788739202,0.00465642655723078,0.00914008244115454,0.00752793637919662,0.0185405787757612,0.00452184774099659,0.0133475310188654,0.00596513533625541,0.005801275883721,0.0115278158785889,0.00308245505645584,0.0152920699165464,-0.00675547359044217,0.0194450066826415,0.0110731237817404,0.0111011700339515,0.0145884001487126,0.00342108508296409
"1994-07-01",283.186893203883,0.0288329955652326,0.0339812382458607,0.0169654722266051,0.0214414708504806,0.0477520030980967,0.0354674405098085,0.0344377001414004,0.0179050585408015,0.0327412950128228,0.0435707173610215,0.0290931893452335,0.0293371595565904,0.0183869602548216,0.0416380940391487,0.028292374899548,0.0423980482810429,0.0405540632493919,0.0188683425655025,0.0220631608059872,0.0277302875317623,0.0275568719348032,0.0373084185333878,0.0217390500861995,0.0415403043324094,0.0556298825515461,0.0570002330603588,0.0519662449608798,0.0345141263076937,0.0378903336316372,0.0233974625199251,0.0046326451466376,0.00541781106702539,0.00563530910353455,0.00568134934005248,0.0219973392498946,0.00138881365073354,0.00449654271701717,0.00538260198799539,0.00660746294341779,0.0173421246932113,0.00755653549282567,0.00121474368741724,0.00735904027365407,0.0069080490255273,0.0100990020336595,0.00742841480982681,0.0178603559068842,0.0047389434279718,0.00943869031451242,0.00701442109280878,0.00539566620306832,0.00670492964644102,0.00383264981889756,0.0104278868256316,0.00163982517135349,0.0196613253291324,0.0145974183079078,0.00917760321810912,0.0119656727182652,0.00430923830488055
"1994-10-01",279.700748129676,0.0288126221938005,0.0356340037386644,0.0159602816883571,0.0240964457515438,0.0432431242505498,0.0406057811712919,0.0337782145416606,0.0171032825434278,0.0357552097688956,0.047730436174924,0.0294701393449606,0.0329524888327517,0.0183063618431026,0.0458465727140234,0.0265117675765888,0.0413176637348701,0.0445044606129744,0.0172185043769173,0.0215348230616699,0.0269979671697899,0.0213861277019646,0.0413951061701301,0.0254018056245846,0.043394591456529,0.0519115267626132,0.0544163410255765,0.0410701868943899,0.03734346706526,0.0350038630351991,0.0212968331729888,0.000832129240591209,0.00261606339314939,0.00301375747049048,0.00419261626728859,0.0200306330051954,-0.00614790328421541,-0.00124471636120433,0.00298484169294049,0.00713888056460162,0.0162452265727927,0.00244049854247342,-0.00917593177458056,0.00623515268805462,0.0043679339427645,0.00901585382125844,0.00285932712212082,0.0106458463084899,0.00306762512802841,0.00781889258894621,0.000895421228764855,0.00373215368847864,0.00195801428182133,-6.91931624676541e-05,0.00571829955440063,0.00563681353261377,0.0156984924441852,0.00671140230750599,0.00664680430000768,0.0104969504498207,0.00112845375513848
"1995-01-01",292.047619047619,0.0334651425241971,0.0347635814638251,0.0158125426330274,0.0182055884195868,0.0480163227441998,0.0389011582455746,0.0355422330660907,0.0167169959155218,0.0357825678060586,0.0458158419207972,0.0244878657018654,0.0331654860014005,0.0191775905933531,0.0398103074715371,0.0223686115133692,0.0454067437027247,0.0395116550799718,0.0164213730476791,0.0228967755885095,0.0313976106536996,0.0232154906125524,0.035017274369471,0.0351466872676596,0.0490174842478693,0.0442151336075756,0.055212832635908,0.0402963217414296,0.0390027902987962,0.0345380271374551,0.0266719639882942,-0.00552422199286293,-0.00174941631730023,0.00232744093749758,0.000225798855612727,0.00855033969202954,-0.00785747129591794,-0.00366164728325159,0.000357688022458976,0.00865154097775456,0.0154120568290249,0.00128728686010605,-0.00797582048753302,0.00457474638194362,-0.00157272349543478,0.00441373877357449,-0.00569937516286883,0.00566271149225034,0.000452741999724758,0.00309727041143549,-0.00280862876302265,0.000792544352542056,-0.00311250508067355,-0.00840100799433327,-0.00715076119093999,-0.00731230034837403,0.0162428613802623,0.00625812946531951,0.00137510458691507,0.00370851430137706,-0.00361787392248314
"1995-04-01",299.375,0.0315753010370724,0.0362768486208379,0.0157885387300021,0.020014804053519,0.0490275017825073,0.0402186631634673,0.0332393481957343,0.0174977479578768,0.0316878567403933,0.0439297652703154,0.0266836394722388,0.0412060882506784,0.0207249009587695,0.0403457494775296,0.0226845149239294,0.0390890326895888,0.0439030843625938,0.0177161505553998,0.0272951924781768,0.0301406632880004,0.0290354155133679,0.0306112141863533,0.0237135029978435,0.0502157949059571,0.0411780557163866,0.0548956901503309,0.0344120792654263,0.0445682221261387,0.0411189974537402,0.0212056356758243,-0.00694892611180278,-0.00364202083565069,-6.29054808247187e-05,-0.00272570108821323,0.0147997671174825,-0.0159866705176329,-0.00447321109206757,-0.0011347756679409,0.00154972518284982,0.00855998982536097,-0.00131049642740728,-0.0117404982619534,0.00194700975219218,-0.0129737178244322,0.00228297523894885,-0.000341422214197099,0.0123954179760256,-0.00193159921731569,0.00643045611208979,0.000223634485534274,5.43372698111547e-05,0.00165954474683895,-0.00625340434662276,-0.00712745814690542,-0.0178186302280096,0.00204829530172687,0.000782268726639979,0.00215519931602416,0.00386427464662244,-0.000545544610646952
