"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0176199605326317,0.0271322492771855,0.090517747626542,0.0201738825908453,0.0152974081899719,0.0852615515352693,0.0162775858604609,0.022782249266407,0.0189861784682692,0.023835789756116,0.0202619306469343,0.0196063139778291,0.0329129430809441,0.0252574177936211,0.0153980277749027,0.0183089964518018,0.0397268725943057,0.0186159471020044,0.0171122143583679,0.0147333318755482,0.0992586552601137,0.0154862024089884,0.019755672656282,0.0174664323062211,0.0534347395001163,0.0220695245451833,0.0302464123553089,0.0148012142219998,0.0514454082138054,0.0183526836724237,0.0268959238121239,0.0270521841310113,0.0208060585685141,0.0231102895879502,0.00174932614060784,0.00468234346495566,0.0425965597728167,0.00404814817289082,0.00152665761030706,0.000510398801708575,0.00217174939134221,0.00376230596435836,0.000517981318233562,-0.00232764189646917,-0.00113218845638602,0.00137962149561135,0.0135091128801428,-0.00332566043376751,0.00172210979373984,0.00299321226676083,0.0117562611060096,0.00286855683342939,0.00151262059782439,0.00178421943987275,0.0398372948113495,0.00295258550067246,0.00256977954680196,0.00240660926303615,-0.00830150697127023,0.000617133933692897,-0.00529744519678604,0.000775076974138067,0.00494528512230223,0.00212420962169724,-0.00399705075000245,0.00924404871110937,-0.00300879666079131,0.00454246715828875
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0177965484347202,0.0208171700780284,0.0939588314442891,0.0227977284728204,0.0177659199070351,0.108605993771649,0.0215889501283047,0.0213687549792932,0.0226204251887055,0.0183554314090462,0.0230912824502809,0.0216628721616744,0.0307179762739359,0.0324075828173328,0.0157536774141326,0.0160431905732543,0.0391257558604679,0.0180275177679501,0.0175615737814975,0.0166878824763157,0.0895436715271601,0.0150991582210543,0.0169474305334991,0.0167263423840962,0.0386111624539879,0.0182738016440906,0.0288985420933856,0.0159494937136504,0.0428743141381325,0.018042553663108,0.0219436736215949,0.0340521552153336,0.0196404151172376,0.026642220282935,0.000343044469928726,0.00557397946486777,0.0524507203118066,0.00388403954764058,0.00291808950588387,-0.0145692135255072,0.00379886955635706,0.00355738547790039,0.00109280499580675,0.00288606520993103,0.0018517184714716,-0.00200097949479613,0.0120019054340292,-0.00193528326986545,0.00415975648157616,0.00158605283872454,0.0192510957152948,0.00460186881344255,0.00119949422390691,0.00173088976182796,0.024471206932486,0.00341618804640629,0.00384341659427905,0.00264575454730228,-0.00245224153868937,0.00293468554471371,-0.0103593421037501,0.0031714121288167,0.00310655864165034,6.97484214270302e-05,-0.000306194155028072,0.00692376297359549,-0.000271699506345202,0.0075760055964903
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0193810607653871,0.0253149657519614,0.0998768988360501,0.020993621360863,0.0186619491558844,0.0921983124562658,0.0178707798662923,0.0217408585717302,0.0233019106885303,0.0168760975974822,0.0201271760309255,0.0207277215020397,0.0244972978374898,0.0328778872250652,0.0170180725341207,0.0167208427555962,0.0402461950429801,0.0180700701343829,0.0162923270860486,0.0161291603309573,0.0966170396829902,0.0180702849406764,0.0200633495802897,0.0165992610417569,0.0430741559786788,0.0180818417218246,0.0304223593634386,0.0158671233945052,0.0438551079114518,0.018063445737068,0.0244855597505498,0.0321681882808963,0.0185093085228198,0.0251997685630012,0.00148804268743906,0.00366534814667035,0.0575390438285607,0.00158413474313433,0.00298574010149675,-0.0306909488745863,0.00136604388808712,-0.000136712801426206,-0.00121443452953113,0.00168837960388123,0.00170976966134502,-0.000565710995876577,0.0103386501723467,-0.0079318399587949,0.00500399733602747,0.0037063823787522,0.00266714667533855,0.00562557929455565,0.00218374226074919,-9.71138114532589e-05,0.0341179799857017,0.00205516032346048,0.00202899536248039,0.0014255596872359,-0.00552210110290143,0.00323508677965402,-0.0120430937665138,0.00164844792527499,-0.00766063000192155,-0.00135915418761132,-0.00236520863573997,0.00105465171375618,-0.000479844643875813,0.00360986996379519
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0186836053954436,0.0287106642392192,0.103927314101036,0.0212646065645444,0.0178923388246507,0.0898877079988697,0.0168113845553597,0.024120554133682,0.0214577491307097,0.0195627998977234,0.0226023167520557,0.018953983073823,0.0272950820471926,0.0295519413302176,0.0163959722314868,0.0175106404750886,0.0438060151486731,0.0160469700793001,0.0169495383589505,0.0145001137403422,0.0980219914548826,0.0172647538354026,0.0167086665587792,0.0152314011015908,0.0532094969066629,0.0186349470260512,0.0240858128335012,0.0172139968194173,0.0462989912810999,0.0169659353602891,0.0232128392684987,0.0278110547870106,0.0205683842992042,0.0188404303892405,0.00402687730555554,0.00560979275684877,0.0563897478558002,0.00170334594365687,0.00161123379830582,0.00589116514082183,0.00365258021004703,0.00097202359995229,0.00627297513110074,0.00177131961563048,0.00403343117039151,0.00387504440235329,0.0101983264310968,-0.00184508386434855,0.00286046238549455,0.00347408097872108,0.0121514815404673,0.00370210222188641,0.00169530061940279,0.00312594731199022,0.0299039735303868,0.00510625435397482,0.00122284597481676,0.00310924800049727,-0.00512703175614954,0.00349202961754968,0.000506297125521151,0.00320910080242768,0.012725158779969,0.00164545450376038,0.00500083015700659,0.00179572781312352,0.00389243608297632,0.00544645791553704
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0162286033889859,0.0255995836787876,0.106467714785834,0.0240258640290603,0.0220512625246197,0.0735547165080451,0.0191260885585096,0.0207844175323743,0.0177469630189237,0.0230501502274478,0.0211279346722133,0.0217703307139831,0.0327287516851451,0.0297728005976299,0.017608356586178,0.0185173536595028,0.0372083775942834,0.0186567712768179,0.0175652660502851,0.0147502418420504,0.0817970018625596,0.0176537562985453,0.0166481040776243,0.0168117763627523,0.0456447007945173,0.0175578931158628,0.0288131237919508,0.0165578070082194,0.0508029246150981,0.0174312206744648,0.0244093966794904,0.0373825853520419,0.0255124947569672,0.0246356656792287,0.00422191771877025,0.00142557133156476,0.0708186504639673,0.00343834863094277,0.0018336962722031,0.00463385259857154,0.00556533722377761,0.00386324619522168,0.00207700230187695,0.00224659553068933,0.00318864037128035,0.00365938394083507,0.0171331977996786,0.00580509963352537,0.00421469498173709,0.00698707251079444,0.0048978380223079,0.00632523921265003,0.00401586880505115,0.00414795798038355,0.0164087617980342,0.0018385926058435,0.0035654565438757,0.00227832753210648,0.00461224805469327,0.006260829650581,-0.00121790988450723,0.00455483689129493,0.00909305853910973,0.0024969614139688,0.00147398167814867,0.0160230118853251,0.00378857326993748,0.00145338696799141
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0196416584840509,0.0249468681065187,0.0906205002774882,0.0200211983905033,0.0167464641029643,0.0941017877865876,0.0195560548822837,0.0200065603636029,0.0223732910902677,0.0188800461831272,0.0204583896641444,0.0200529109997172,0.0302306428890258,0.0260018219413636,0.0181587504138758,0.0181281657137915,0.0434232206444552,0.0185224057751256,0.0166289704135624,0.0170233791405162,0.08481107063409,0.0198379235577526,0.0188867130430353,0.0167716396280089,0.0487197877552116,0.0188595270691509,0.0260069107337987,0.0170013537400037,0.0500337142495549,0.0192429467266437,0.021679915217945,0.0306720758907978,0.0237552568868505,0.0281980776041843,0.000409067113501028,-0.00261219372996962,0.0548110915450945,0.00245808708033424,-0.00142309231517667,-0.00294323940265951,0.00113537536116654,-0.000347862647622506,0.000981959077750726,-0.000727910185309833,0.003578191012615,-0.00183358137346872,0.00459309975754159,-0.00205031511447749,-0.000696504197555995,0.00528094778355458,0.0148558552773787,-0.000433123256143596,0.000560677518337509,0.00175253612285453,0.00115052786820971,0.000689586170093775,0.00232414277912333,0.00417199763719571,-0.00607567819478704,0.00582215569733658,-0.00675784780248058,0.00276157395596365,0.0105221638176145,0.000580165638457483,0.00377260231946094,0.017747076826059,9.66959218204237e-05,-0.000751534474066832
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0198768461098046,0.0303571892992493,0.095710868710498,0.0198743214963828,0.0155173946802354,0.0837292492365239,0.0173018135010433,0.0247551961118822,0.0181804974907808,0.0217930665541313,0.0224392428749405,0.0178409938884594,0.0299093786048741,0.0306071123825017,0.0149452419667627,0.0220698022509704,0.0408539541146944,0.0179922117594722,0.0151566334483919,0.0161548399216826,0.0849720847462232,0.0155234425523185,0.0189579373931232,0.0166378479798159,0.0432870140386867,0.0175654166047628,0.0318315700851125,0.0169725372279741,0.0579226873255581,0.0177747659037948,0.0220639442951615,0.0325445459823769,0.0226254387255806,0.0262549127362297,0.00937440610181851,0.0135055133252602,0.0724383387991405,0.00864012422630092,0.00891738814932617,0.0273461266233968,0.0103143516026686,0.015138802038405,0.0113526648775782,0.00958818326035774,0.0151798358432134,0.0104725461840175,0.0259490713991006,0.0204165784876782,0.00726546690141063,0.0155647285151938,0.0366291135863539,0.0140637569130485,0.00926059519072386,0.00878335925646875,0.0364053188647857,0.00937939049373724,0.0119060664424026,0.0113478142819519,0.0277648982843071,0.0109020895677421,0.0123252687074866,0.00822743824688154,0.0408225801585959,0.00845859681897638,0.00915716960598905,0.0270635768524072,0.0131649867343247,0.0139744231891982
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.019474429202768,0.0244220309069207,0.100008377869079,0.025191945384938,0.0171318653570693,0.0927887928879989,0.0198503200689098,0.022122034128892,0.0187770166533505,0.0201371888763185,0.0213984744935968,0.0168208213133652,0.0307681768613708,0.0362696591788994,0.0171661929410713,0.0182123826622817,0.0442972871183247,0.0187494272513079,0.0164369281129779,0.0149422059696577,0.0764607586963825,0.0173938004617893,0.0189962707146011,0.0172085203299359,0.0433055106080416,0.0172445436847587,0.0285261823194272,0.016956531834975,0.0485045779199354,0.0184256579703237,0.0224347437908109,0.0352643188867311,0.021519984427476,0.0227930411157132,0.0128179084445677,0.0110377123802485,0.0605033470941626,0.00967358281418046,0.0100402841840784,0.0237400404358313,0.0108978485169416,0.0139425096341523,0.00784897345895537,0.0114344150973135,0.0125293845232255,0.00927662139726939,0.0224025379155055,0.00669924124386232,0.00871143360470859,0.0104567885752342,0.0371208436534544,0.0126367389464218,0.00933546067665591,0.0083576133297524,0.0685873927995218,0.0106456432673949,0.00508714602153114,0.0129226375822637,0.017986419787435,0.00892166163517929,0.00482686945731073,0.0053923501086128,0.0380308092419009,0.00708024470170099,0.0124366321401294,0.0376004281430404,0.0109528487550752,0.0146617276872271
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0213164258935463,0.0253594464323885,0.101704395065159,0.021674342426112,0.0181528869556518,0.0935013453854839,0.0176463597426555,0.0259195392188909,0.0220961713009465,0.0217727130066579,0.0183909984462378,0.0175139449984271,0.0299713223721219,0.0295035407597336,0.0151807643588455,0.0188127409346436,0.0410197058986587,0.0204508693707217,0.0175733756553833,0.0168121468855195,0.0901386053651398,0.0167962847634159,0.0196733528613331,0.0172421679812524,0.0348315512207642,0.0171578287802487,0.024944259754804,0.01563420723413,0.0543011112634933,0.0188918174008501,0.0178573782540294,0.0338650324254544,0.0184351187104086,0.0258582488768913,0.0103250028203003,0.0168920428840309,0.0734963186343383,0.0127312536344083,0.00981792213512416,0.0302397618239561,0.00994418424481484,0.0150556529615544,0.0133002684217223,0.0081476417291261,0.0103767491264764,0.00977214417133863,0.0236468093588764,0.0193246668069697,0.00947896249745157,0.0116965093248476,0.0189249749737616,0.0154500298351391,0.0105792601763792,0.010019858666097,0.063170786955857,0.00919171675135104,0.0114453863751852,0.0126717307005531,0.00992701238203366,0.00852670324212416,0.00695870979602151,0.00909993790574445,0.0245363324255611,0.00777593095965442,0.0103537443379251,0.0275504112655423,0.00937568126868189,0.0117870848323047
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0199027233165832,0.0226343390253415,0.0992104870312881,0.0231264236908479,0.0173375818709905,0.0979769259233211,0.0171650063050262,0.023236851207211,0.0207946770387217,0.0193772517257895,0.0215667405244165,0.0203937877789449,0.0266632776594781,0.0387860960282086,0.0160807348185727,0.0160796171828685,0.0473867716849556,0.017368084347317,0.0181215198854107,0.0165555665385488,0.0736362021983732,0.0165255864850818,0.020924474632052,0.0171249293611116,0.0347575966188348,0.0190652972719449,0.0314261523951959,0.0161475061384835,0.0507261904992876,0.019734996803033,0.0151577549354971,0.0384897998252427,0.0252262261372531,0.0212928231147668,-0.000440871373916032,0.00427450391830787,0.0541415816397494,-0.00114988992698342,0.00273145016424993,0.00899700910426642,0.000678700847776972,-0.000920299614951769,0.00483253025371063,-3.5653543117246e-05,-0.00271231353467451,0.00168911231598967,0.00061639639822045,0.00449152745055336,0.00224813267732109,0.00336589924063984,0.0151940965713153,0.00363549522766046,0.00206487168094439,0.00386133330808178,-0.00721277150648911,0.00217555659489625,0.00336202326906782,0.00225742353863661,0.00125570563065078,0.00184102089942995,0.00124079779941066,0.00265100085137714,0.00370998134788444,-0.00102510425182121,0.00166962429344946,0.012643852200368,-0.00679489315916489,-0.00139646508133299
