"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0279797616087429,0.0339296924963342,0.0235889770389306,0.0324947578115099,0.0326648285880719,0.0575559607457751,0.0234205514501728,0.0670739207287822,0.0550501299290767,0.0281754402239626,0.0227664950114994,0.0235553828831675,0.0253974671416261,0.0241714668691415,0.0305183604181856,0.0358698281417093,0.0246845894141627,0.0320939708597884,0.0385535325055685,0.0344863489925236,0.0495014747029358,0.0439127166786936,0.0376010326961999,0.0260097342049354,0.052054693891457,0.0359264832249858,0.0543923807461821,0.0265700209958788,-0.00126864472717269,-0.000495542369120106,-0.00142951195027863,0.000201013782743324,0.000709923637285973,-0.00741535400851258,-0.00156663614059633,-0.00742814346430556,-0.011457014982782,-0.00213321220858819,-0.00148542892357963,0.000464251472468833,0.00143507311973543,-0.00289776536274899,-0.000447640008816771,-0.0073275193000091,8.87177836988409e-05,-0.00138848465487992,0.00152260976485223,-0.00198892909426518,-0.00820957165960505,-0.0073785063893865,0.00428360467015546,0.00193864998924587,-0.00954874823578772,-0.00050568957100806,-0.000282707952263739,0.000175926553577971
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0228142935962778,0.0299734174537267,0.0182504193815798,0.0253743624683727,0.0266428308577638,0.0857046569846101,0.0194395585331489,0.08539194385606,0.0528374927580657,0.0250704456968552,0.0210914598057545,0.0275349172154544,0.033707325965328,0.0215947280365515,0.0357218055882934,0.0267269217872396,0.0278623056306015,0.0232459973372207,0.0595093167555541,0.0793667325927744,0.0263733130266307,0.0385855145196849,0.0261113655630826,0.0242941754407061,0.0409747748707288,0.0319909326806091,0.0403017075746101,0.0235072840227149,0.00841309482675027,0.00384853166269716,0.00551282310966668,0.00843248815772561,0.0103475247416146,0.0100137821143997,0.00653808035349495,0.0204984306859303,0.00980904871862757,0.00568200173771387,0.00983883935049652,0.0112210582082643,0.016304045145133,0.00639492980182961,0.0124101430401228,0.00795731737153476,0.00815251162481254,0.00867817741072606,0.0227647030508539,0.0257088114304566,0.0103896650216775,0.00719152767877532,0.00831863906360089,0.00792874288232683,0.0163464917946181,0.0127704417561718,0.00717487968286087,0.00711838104185136
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0278071213663777,0.0535492132648434,0.0281878437081996,0.0246990637557449,0.0678253206303253,0.0351276846280308,0.046894912555146,0.0228663715198993,0.065151645458845,0.0289370477305496,0.0258777943206667,0.0395750917503076,0.026929395644814,0.0278332654988732,0.0251226717061689,0.0309460472045793,0.0300472279042334,0.0329879831343347,0.0518812952387002,0.0309328414916649,0.026820496937737,0.0417092320288944,0.0271413022112298,0.0218997753728984,0.0534036665794321,0.033731674979621,0.0296452413027685,0.0424687720751145,-0.0118513085085748,-0.0209492138237874,-0.0157589493611475,-0.0122960254557169,-0.0344815945807455,-0.013806724307698,-0.0105129266409768,-0.010356466428051,-0.029847575888254,-0.011615225899484,-0.0133682863415468,-0.0204279597076605,-0.0125728172157084,-0.0153712771691824,-0.013723296922164,-0.015310118304366,-0.0148974989507032,-0.016075790324863,-0.0163161955484613,-0.0113299805475477,-0.0102815707252511,-0.0194070421085749,-0.0119267674056398,-0.0119108845887887,-0.0173041248038699,-0.0126282436285356,-0.0124609152631792,-0.017240399399688
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0255621317497857,0.0274773714691977,0.0252380515480246,0.0367671860967329,0.0287623943160665,0.0565391858984082,0.0292169603726034,0.0717527027796485,0.0377783127279447,0.0289136358663523,0.0225025905744719,0.0266638193581257,0.0275431399942006,0.0295313815201951,0.0379567324434587,0.0428856035604223,0.0242862263349085,0.0341356521680711,0.0324624554083783,0.0567651026467997,0.0332501835173926,0.0449651603549334,0.0341237746919197,0.0426737581427633,0.0548451344002778,0.0303147158738133,0.0317622501793674,0.025324386005736,0.00300379859168812,0.00459125378693601,0.00349353033671161,0.00497792224933314,-0.000431730016455239,0.0103470233620252,0.00699424780652609,0.00462337224562638,0.0123390337616783,0.00396128358794678,0.00395460222562108,0.0050011911815131,0.0047583169895547,0.00498600759288024,0.00954484548668361,0.00991174535445754,0.00274692682974118,0.0025885082393656,0.00617431652159088,0.0130190946279776,0.00377350853553034,0.00265403792058265,0.00626414071477005,0.00146633414157079,0.00857362891888959,0.00464856222234002,0.00917424549084095,0.00237785433897693
"SPEECH_574","1996-10-02","1996-10-01",49,0.0379628475549001,0.028063023151927,0.0234685563411714,0.0260878526979179,0.0278431887549787,0.0398283498882046,0.0252048911994139,0.0738724162936534,0.0287067968545763,0.0297303227622106,0.0350870542171125,0.0269578402395708,0.036507382283612,0.0327851336061962,0.0401404940592206,0.0285901431851976,0.0367037888681493,0.0333657721922883,0.0292765818069165,0.0629400827090296,0.0381328676491458,0.0382234955671008,0.0309488676301335,0.0240953870562111,0.0483633590498093,0.0277436763531679,0.0358444141205917,0.0535254139075926,0.011251184106858,0.00641714840254036,0.00749393897361198,0.00546675757028863,0.00708867830983223,0.0076763043745175,-3.75582894132071e-05,0.00115767723565321,-0.000176791298491466,0.00813475062296514,0.000838100838484746,0.00539218950491416,0.0167742154756471,0.00679987130295076,0.0150012743705514,0.00644829873371094,0.00972074983034986,0.000578246563533604,0.0103907592226998,0.0258744594234973,0.00726115629512048,0.0029804392700358,0.0144356160254295,0.00451383131554633,0.00190043913616053,0.00857943931781534,0.0142750415280893,0.011388844883694
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0319376686482805,0.0344447840596931,0.022968241558626,0.0233761111375402,0.0331589230277498,0.0665478533505336,0.0259476604201666,0.0717089556507751,0.0482813995622769,0.0286350160938587,0.0241709012405737,0.026370816997269,0.0239213222363116,0.0258595528994317,0.0330753652511389,0.031017031439155,0.0251675993595642,0.0322598769569164,0.0426813322208326,0.0476378617854353,0.0366021316394219,0.0431160084539627,0.0257377379218293,0.0242729910359262,0.0538759797314685,0.0252351287406792,0.0660754215376266,0.0259163270429567,-0.00749716428342458,-0.00656707566045475,-0.00817779788107181,-0.00609566049755095,-0.00705214972906478,-0.00708074574772861,-0.00630081520322126,-0.0152262150063461,-0.0164682111067663,-0.0077350726001674,-0.00773442702306597,-0.00839397262345998,-0.00710539107166793,-0.00766867880421715,-0.0117901072927782,-0.00761117775407668,-0.00950721687390589,-0.00708017716784073,-0.011627644965088,-0.00852464039831594,-0.0132237709730725,-0.0147335411576337,-0.00522040092678162,-0.00503173432307942,-0.0179357011900541,-0.00520607049361367,-0.00919460929963556,-0.00633695743505209
"SPEECH_478","1996-10-07","1996-10-01",40,0.0263266848356204,0.0390105021977387,0.0278947448007838,0.0332158399463265,0.028486107640769,0.0405872302603721,0.0264259510912203,0.0404706389930524,0.033579291037121,0.0424078505631854,0.0286871263264966,0.0237104122193478,0.0391407205531673,0.0229748013142453,0.0343559813394931,0.0420496094371665,0.0227699214483485,0.0490751746778832,0.0396172113375653,0.0301614566764651,0.0361214547498004,0.0309371591071116,0.0225740303828922,0.0749343122449,0.0483189491118038,0.0471107559249283,0.0408250707386632,0.0282310110435321,0.012225388110804,0.0208338867492226,0.0109219379806151,0.0131286677835663,0.0121492717970329,0.0178162404355252,0.0117025263544152,0.0116522010305739,0.0125392022043365,0.0112878895111839,0.0134711266248531,0.0103559288670489,0.0177179891477116,0.00924252144254225,0.0112881372689153,0.0147478961561588,0.010058210255717,0.0198142123746493,0.0168135160475552,0.0119910745853088,0.0137426979377849,0.0134656089382779,0.0106748013216953,0.0272398972574439,0.014095348996465,0.0151220736140035,0.0113740890080026,0.0120757617797513
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0244749143747437,0.0334670901115936,0.024054365019233,0.0279685813965385,0.0260813527200626,0.0422367818968916,0.0274642885070327,0.0720736628982438,0.0367283411497731,0.0309153309033841,0.0343563320498762,0.0251565154342552,0.0536057959384915,0.0456913297494255,0.05673350924934,0.0339158236232371,0.0277914912334174,0.0373003763938263,0.0303926161496767,0.0288498201580838,0.0257999439636169,0.0324139789416457,0.0294001977840541,0.0256171163005304,0.0707233976793511,0.0395804846010694,0.0317888236961843,0.0254177380764217,0.000993660493165063,0.00160373353700655,-2.40791120150815e-06,0.000213924009891013,0.00153683676974273,0.00217629900975568,0.00191275023742269,-0.00626875674578087,0.00439751231424492,0.00106120486271743,-2.72453505209611e-05,0.000737980107998585,0.0056692520111612,-0.00258323930778564,0.00395188638739909,0.000257200385700804,0.000298239935614608,-0.00127127908185254,-0.000383464211395165,0.00293674741198583,0.00127243911881723,0.00378658823478976,0.00101830004235252,0.000563229754180202,0.0091311025022498,0.000914781380547963,-0.00192226410824748,0.00198022247379962
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0238618255251494,0.0268631937388155,0.0230466766129104,0.0254898003466966,0.0269470149771312,0.0414831566467617,0.0281466423371549,0.0292816971584708,0.0319997068459959,0.0411920439567482,0.0328480409244444,0.0400702935191405,0.0272542512901794,0.0312694672337786,0.0778419547096885,0.0400955319589699,0.0335233505192645,0.0338033085344726,0.0301517587483556,0.0343825977960684,0.0225388645978474,0.047673780116308,0.0267375285594427,0.028101640940212,0.0703579467341172,0.0361346617819665,0.0434889026253068,0.0454143612646022,0.00126873009856199,-0.00119284637862486,0.000546744317902183,-6.45992059205989e-05,0.00145586092854925,0.00156448943698431,0.000144362845846374,-0.000920098061339304,0.00458172249487368,-0.00186784059108951,-0.00667563048558804,0.00586997593410654,0.00147625751071396,-0.00367656981026206,-0.0219445576483857,-0.00152141326676739,0.00147050950186943,0.00161416832305967,0.00337831170657852,0.00775876958895757,0.000645313868898397,0.000914280384094065,0.00113039789203735,0.000935658995651254,0.00615801661697877,0.000405557063990964,-0.00164377875172668,0.00148614394230079
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0311238442222003,0.0364323037568249,0.031079516489811,0.0355706894410245,0.0272207700075462,0.0472416613742836,0.0388119294505662,0.0243638104692943,0.0302387622980229,0.0240590080350401,0.0229280954250166,0.0328651300306337,0.0334177378964389,0.0300889846370364,0.0441499463586977,0.0354060120605177,0.0402771608012219,0.0465576145357323,0.0337397741315477,0.0562828809639295,0.0268285187798759,0.0412549657882596,0.0465572131491432,0.0269328517748946,0.0619627564921182,0.0282969316862335,0.0288482910125865,0.0374628389315019,0.00698116416654307,0.00853237662767407,0.00119344853265879,0.00896287253718591,-1.13761195331804e-05,0.0113337063194032,0.00914962805959298,0.0046778902906295,0.0073372225954732,0.00354345974655791,0.00445064795900648,0.000795211414413246,0.0132173570912132,0.0105591271010603,0.00703352338573255,0.00863982375630968,0.0111282531633311,0.00675601385249589,0.00680435093714769,0.0249237287253963,0.00428311260550253,0.00948655964958273,0.00573214770297225,0.00751999549247675,0.0071582930725354,0.00759886104682575,0.00763406788825395,0.00371957832548519
