"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent"
"1993-01-01",291.628834355828,0.0408929044681071,0.0237826201318331,0.0535721188998875,0.090131840096333,0.0501425106248798,0.0212744527589317,0.0302556488461481,0.0521529587936671,0.0560520803807342,0.0277136011955412,0.0559711838980756,0.0574095127007316,0.0449975176577451,0.0249030530035536,0.0282868265773913,0.0417077955121319,0.0411035890054355,0.0376297040629386,0.0379490797844513,0.0426812013422854,0.054941628533431,0.0504190030873977,0.0360291686383688,0.00578474922137913,0.00508232333014148,0.0192918368253764,-0.00989446373666649,-0.000549554038114214,0.00430026674200494,0.00385924992953963,0.019238450244703,-0.00101532496420923,0.0122550518343965,0.0214949748570699,0.00913897475336921,0.00976820982433024,0.00226994106218472,0.00598476923402353,-0.00634514790559814,-0.00842413181864424,0.0112854964464224,0.00301061388413661,-0.00388756846171919,-0.00932898663611641,0.00877875846174461,0.00606049939669936
"1993-04-01",284.365296803653,0.0472686847362499,0.0241456361631008,0.0622023217149555,0.0753005528308431,0.0576135742797999,0.0203472558730793,0.0326360869833875,0.05871889278048,0.0464429242883394,0.0246829252115951,0.048915392499017,0.0528023434195109,0.0485901040251553,0.0242794853782584,0.036650305419234,0.0399328330069022,0.0393152105784174,0.0398348027049129,0.0349005916752211,0.0430492233887253,0.0583115459040657,0.0484227414701935,0.0356365656685561,0.00227549095404527,-0.00030253033452545,0.00786841730419537,-0.0131504062261908,-0.020215444151522,0.00150926329552892,0.00503843854019722,0.0225128337500543,-0.00280550884184913,0.00546605257864703,0.00972196394680366,-0.000395882592921119,-0.00247051844207099,-0.000699299618477905,0.00798606220409954,0.00108147873821528,-0.00591094461871967,0.00684769728788038,0.00350221124561455,-0.000189857833903458,-0.0141430079302519,0.00135101215449275,-0.000438203751359907
"1993-07-01",287.547134935305,0.0424387157105349,0.0242163374285462,0.0550560484210568,0.0837529671679188,0.0585539698623941,0.0204317678429345,0.028559622362038,0.0488322456812695,0.0507071011688345,0.026681665785683,0.053730517942563,0.0562478423481413,0.0561437413852691,0.0244038691398833,0.0329965720940302,0.0401214407358083,0.0373704803700744,0.0359885603494615,0.0437127743488668,0.0521787731619075,0.0453057656115195,0.0459012147919378,0.0366680062893273,0.00405579504885803,0.00331884454558565,0.0140948186872142,-0.00449026683352518,-0.00352459264065293,0.00287136428582002,0.00681948192934166,0.0173304704769773,0.00355295851107974,0.00809646555408484,0.0160041672489386,0.00907047392249709,0.0138604562583094,0.00322439484381742,0.00694352792039493,0.00368251473446815,0.000307196201534719,0.0104282338782639,0.00262773430733022,0.00407324880926947,-0.00246337089470128,0.00818778741785511,0.0016114776169824
"1993-10-01",305.452574525745,0.0500148219254983,0.0236037035048454,0.0583576693039163,0.082213822146893,0.053925878896741,0.0210050754498654,0.0291893229835281,0.0423224743307823,0.0547766621174438,0.0269869616842525,0.0547711046818911,0.0556869845426685,0.0502744533263042,0.0234364535967796,0.0286809238496124,0.0360561062772463,0.0347287220467972,0.0355845239999411,0.0506041915237175,0.0573046900082006,0.0390430602811878,0.0548074809482119,0.0366249125736757,0.00743460799085617,0.00665671067428013,0.0222585228728677,0.00123317930178404,0.00534335319462752,0.00678967874193527,0.0102016757200895,0.0185994484163942,0.00741899642712563,0.0172240274638723,0.0280793969724751,0.0153914391147762,0.017127482714566,0.0068978092306031,0.0111364581269447,0.00727132651177993,0.00354393404784871,0.00916391466422208,0.00975175110542973,0.0113882140799112,0.000894693999126232,0.0179892078218353,0.00465340944679766
"1994-01-01",279.795731707317,0.039988230160925,0.0239456144062822,0.0627114908315669,0.083207530156697,0.0519801014751608,0.0204474031177902,0.0284014189548036,0.0472718923098442,0.0525218010237505,0.0260142358590765,0.0541510819894713,0.0585936144318432,0.0529640191976981,0.0242175622145437,0.0324371841164467,0.053967833950585,0.0311051130748115,0.0425518035457705,0.041356672701327,0.040958628719432,0.0466876763408399,0.0492837653825612,0.0352353260387732,0.00566975039870186,0.00559223891264339,0.0217769606605898,-0.00615853404068093,0.00193639392362229,0.00587816089678899,0.007290700782,0.0192014604263161,0.00397424941523508,0.0130926961180304,0.0259645741911805,0.00987280279489213,0.0151783145414117,0.00592796356964941,0.0103895426992909,0.0084668453844526,0.00250234386208572,0.0121741476555861,0.00671168400308707,0.00550615314554758,-0.00593056660800272,0.0131976923546051,0.0009091414331743
"1994-04-01",298.204188481675,0.0397795215030925,0.0226642609173308,0.0629140310704454,0.0646764224483251,0.0505422716262459,0.0209934241197751,0.0287658646297601,0.0570763265792002,0.0500062123019519,0.0286817234708099,0.0556632917474606,0.0507424921716359,0.0578105577452049,0.02489267906313,0.0373885041028504,0.0583867337740876,0.0317841068153137,0.0507725624919886,0.0377131381944064,0.0496927217128505,0.0344262616770659,0.056348831219332,0.0282780606177365,0.00965413456748527,0.00650885633269526,0.0207212568956709,-0.00651878838862915,0.00325483996548299,0.00714215313678915,0.0141381615493222,0.019924305974648,0.00913844385753157,0.0125706729981804,0.0325290388996196,0.0153233667412993,0.0219563813487083,0.00817874643464878,0.0112917165860478,0.0131980332562861,0.00670611887822409,0.0107234565204851,0.00717631872618478,0.0172098615679401,0.00305415537735082,0.019332191607402,0.00450289697037823
"1994-07-01",283.186893203883,0.0389905973239564,0.0250526109074466,0.0647959992291272,0.0721089187545721,0.0499179322175674,0.0216204932608802,0.0299798891429519,0.0519896998702491,0.0491918960489782,0.0281224532157806,0.0578600616424716,0.0549667911043905,0.0505039784358557,0.0247717957710662,0.0343161695439926,0.0557437107256553,0.0340008539657027,0.0448422989634194,0.0399857119130747,0.0502723488245669,0.0427165836257177,0.0470269858925407,0.0312222196200361,0.00768837628496728,0.00786509916692456,0.0218214123441826,0.00665319441976084,0.00317064525696246,0.0075913172738948,0.0119499773573418,0.0200159704841968,0.00745657620388756,0.0105872039072537,0.0245485101640011,0.0133767149847601,0.0206007610316501,0.00590049469096949,0.0115098536520987,0.0147120269854663,0.0065654223963351,0.00580277832018512,0.009184654538002,0.0121927702708633,0.000587010117812754,0.0103909270755667,0.00574071458121126
"1994-10-01",279.700748129676,0.0390788193830839,0.0240258188067155,0.0650638637528283,0.0740569436091128,0.0529502678443012,0.0202479143521993,0.0276546123326178,0.0576863591465388,0.0509506193883805,0.0278290250507082,0.0524391920114253,0.0521798765628733,0.0545571548871785,0.0229650966098248,0.0328496391722313,0.0434806291207073,0.0309615953028208,0.0513676165919066,0.0411505055370157,0.0497119434866353,0.0473259727651847,0.05119558511569,0.03027094917002,0.00227407250660314,0.00421328885138667,0.0204636052545594,0.0063185122421997,-0.00775373884342359,0.00376798798020612,0.0067770373614559,0.0184158513137236,0.00331563348178105,0.0102244198389795,0.0219377490584498,0.00851664173425454,0.0122925989527473,0.0040264894372255,0.00919913043849274,0.00425843498609281,0.00451426929872739,-0.0014211480836526,0.00900292211229786,0.0070259315273621,-0.0114615009520735,0.00795482504854233,0.00162732576351774
"1995-01-01",292.047619047619,0.0363802122595615,0.0228713938583496,0.0628275018072065,0.0611303346190155,0.0529704125701371,0.0202351669832465,0.031300776073334,0.0545685326089834,0.0533115060821773,0.0280040604975175,0.0577269203360046,0.0581102874530715,0.0488305344857457,0.0228060010980563,0.0271442227070527,0.0480868589693242,0.0366214241514037,0.0478927196026234,0.0302661314492608,0.059195065927504,0.0494705927978343,0.0548538855571835,0.0353954581054064,0.000666584300169454,0.00133594540042538,0.0188370533906326,-0.00519889080549824,-0.0108411055232075,0.00150253178351467,0.000389027081017606,0.015132197491594,-0.0089485077666641,0.00771167996221793,0.0090387436698681,-0.000754751529896588,0.00583920063629579,0.000536714400196867,0.00344082726912604,0.00264071118584818,-0.00327705616867792,-0.00679963321432847,0.00134689328868514,-0.0080867710397809,-0.00976386967543395,0.00612730751367866,-0.00392806966494967
"1995-04-01",299.375,0.0364354106861386,0.0247782129784123,0.065488331188415,0.06175857232447,0.0536098928709033,0.0199668695963557,0.0310460340702344,0.0513213333807225,0.0491214013231711,0.0303707711863394,0.0598870112525252,0.0541012616956478,0.055818193117474,0.0237742346261956,0.0239964829884454,0.0435790436655201,0.0349309275053571,0.0400348078930293,0.0369664087235047,0.0604405257784887,0.0561206362847539,0.0571739721207602,0.0292796647431356,-0.0012172901723667,-0.00162565596644512,0.0024966439257238,-0.0242038197916562,-0.0172660781691063,0.000481148434618797,0.00207730027119716,0.00668316113321126,-0.00609371163049728,0.00486523229200507,0.0173525617083224,0.00193727072005739,0.0150555935701945,-0.00139534473756389,-0.0011806395295669,-0.00386590328245015,-0.0017702284590027,-0.0015780717562978,-0.00374185148083789,-0.00804823580453901,-0.0176409598849712,0.00370479798934926,-0.00129000575285425
