"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.057593099359841,0.0455672599563132,0.0659511090713963,0.0977746191379842,0.053314798589399,0.0479185348196165,0.0460114132845615,0.0531427354905135,0.0683267989790813,0.0506834368762247,0.0927766924610234,0.124125373464235,0.063196887088401,0.0852670445571887,0.0483501968642211,-0.00289961632434826,0.00275073925413642,-0.00135807549066486,-0.0133842377223883,0.000400686050535243,-0.000114286301701274,0.000969094367246718,-0.00505101944306603,-0.00590166558256764,-0.00132239687966481,-0.0220872497454656,-0.0147250669286815,0.00751782961480014,-0.0123895276157948,0.00375951251768174
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0993513523497748,0.0339207348568971,0.073121920227097,0.0885635276828824,0.0722886768417837,0.0692568507275611,0.0574924894039547,0.0484117350048233,0.0620993578590918,0.041704948732838,0.0654641815203565,0.126078864170541,0.0478732550402912,0.073033464904175,0.0413386406779321,0.041368247205997,0.012432097282109,0.00684084400666783,0.0203491806335549,0.0161326878239854,0.0255679901501044,0.0210647654275543,0.0139870807833371,0.024264460583601,0.0122760637760483,0.0231115016376722,0.0198358356365219,0.0150703046940835,0.028304212227062,0.0151598395964347
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0541210734261821,0.0458503375447495,0.0511103809975655,0.147052634457157,0.0490753066964924,0.0482356727152594,0.0626569544750153,0.0761903092458756,0.0720883008324218,0.099459604603155,0.0552105881484061,0.0483763618606773,0.0475009318120125,0.0852111733625108,0.0578603698225195,-0.0240076936294027,-0.0245186267661738,-0.0228819085950064,-0.0657475958211727,-0.0257558587410096,-0.0194830776582859,-0.0284203813713167,-0.0379503132660635,-0.0283179670093902,-0.034687635833574,-0.0254715455929399,-0.0233658407476615,-0.0229682088896947,-0.0269163714211337,-0.0235361545073413
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0741810896656351,0.0421791379164706,0.0614646519629503,0.0671588191856653,0.0728876428243858,0.0609036078988014,0.0526743704286147,0.0563072651777777,0.0731548265576639,0.0561726845436199,0.0850113159064661,0.103147573074,0.0625775530887246,0.0858560591084789,0.0463234026607462,0.0166304781157147,0.00638746119559739,0.0122840057160889,0.016391634329187,0.00934456644004265,0.00731765220855292,0.00881399024093183,0.0063532289498888,0.00969705002772847,0.00606467528756913,0.00819318166968618,0.0193820898591342,0.010513287868411,0.0101383994719707,0.00800590166439942
"SPEECH_574","1996-10-02","1996-10-01",49,0.10501814121807,0.051022958083242,0.0584500477858387,0.0530978931310422,0.0480843678749046,0.0628721172268484,0.0689862360246358,0.0534228814602646,0.0563254731986476,0.0481097658604759,0.0666097116141973,0.111920376557912,0.0489062164288654,0.0783204007172304,0.0888534128178255,0.0370075541066534,0.00671993870162363,0.00610464986408129,0.00983310132516099,0.0196603072035812,0.00818797421921101,0.0259253164976621,0.0109200876142762,0.0173990703993386,0.0107235389315286,0.011936477786648,0.013317584920152,0.0180383006554329,0.0124239092804277,0.00942725154081572
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0737132456753698,0.0437201700206732,0.0649051350848431,0.0883032960607412,0.0547112488152887,0.0501535578053231,0.0545689865936404,0.0644713234513756,0.0624627170568882,0.046943453907045,0.0619788518592066,0.158088002212868,0.0491237008767133,0.0785795562845081,0.048276754295516,-0.0121418502054187,-0.0148409180690999,-0.0164392242446233,-0.0297037873742715,-0.0133622426897181,-0.0140815692372463,-0.0108912096719097,-0.0266746381527374,-0.0221836105599674,-0.0099897287967383,-0.026925035750295,-0.0191774604408782,-0.0134597798607821,-0.0115598694055786,-0.0106962030298713
"SPEECH_478","1996-10-07","1996-10-01",40,0.0570975397902186,0.0418495777964835,0.0798082997487253,0.0573579631210282,0.10990860027714,0.0619694160383557,0.0496323104415292,0.0581338178758345,0.0979844161168667,0.0487960152073749,0.073344680254842,0.081607814698501,0.0545626426613053,0.0777446756840301,0.0502022302877648,0.0207645779375503,0.0173519969688471,0.0223944442534611,0.0242421041928717,0.0463645596581812,0.0251774902161978,0.020572543473399,0.0219637633809809,0.0356911129294456,0.0221331130364419,0.027498830514929,0.028595287598106,0.0245950250234069,0.0286418850032621,0.0215613693940797
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.05496729839821,0.0507542108442959,0.0701239345536779,0.0641223751785513,0.0533752029919829,0.0924477069665429,0.0509214863711713,0.0653492307572321,0.0625210376091027,0.052736465977971,0.0550149111523865,0.100451978890289,0.0568735220869243,0.0978185378471642,0.0725221003744985,0.00181948856993613,-0.000749417599869106,0.00225133052230894,0.00360031825815119,0.00137624301212525,0.00660589944975074,0.00213879094581222,0.0046995987877996,0.00377136802123991,0.00449957241750678,0.00240849204706865,-0.00460086451869751,0.00574019443232401,-0.000560071695975343,0.000954291614277667
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0588993785781732,0.0456409022673969,0.101937656247076,0.065322958976547,0.0577318043371142,0.0528195542013138,0.0636274964356435,0.0628974789279545,0.0744067427840638,0.0551232997830893,0.0487319185037088,0.0714941997713007,0.0528487148135362,0.100290369553555,0.0882275248195271,0.00695592248644527,0.000210562029368809,-0.00839293435259458,0.00872738166295217,0.00244258892857028,0.00371882359721166,0.000175273793396866,0.00168306811418555,-0.00230222334286833,0.00344252230778813,0.000572075490526589,0.00191149427879917,-0.0054007206659445,0.00443739229571026,-0.0148832893712965
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0809235142678581,0.0513083994271187,0.0565441914691958,0.0628850199369749,0.0533201881693893,0.0741702083827631,0.0689571571000418,0.0622685292897815,0.0689568648829672,0.0816481315177705,0.0479811785056474,0.0464300692563544,0.0700626773382765,0.111591765263128,0.0629521051927325,0.0177564230779626,0.00947556844507678,0.0142799431265328,0.00582300545326561,0.011478063280563,0.0288700570311211,0.0155354237445207,0.0100499173799282,0.00669778831124579,0.018465252895018,0.0083604939440467,0.00955627173184576,0.0207910079283903,0.0286782535456759,0.0033235760307332
