"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.039090180013175,0.0609266601227341,0.0345944615026357,0.0550333205550567,0.0701713164297329,0.0979723222074815,0.0454027692325224,0.0345900318536216,0.0616052419193675,0.0368393700223007,0.0462744676860678,0.0342543949369439,0.0697502081858264,0.0464624240734237,0.0497038055257117,0.047369279099978,0.0467132132271668,0.086447211134813,0.0367993222714407,0.000443262832648806,-0.0042389274681627,0.00173063912462146,-0.00580855858828093,-0.00994091877638179,-0.0131801158880884,0.00338739651572326,-0.000105005157659468,-0.00159455681188268,-0.000680925054362303,-0.00564760599604601,-0.00189413085040728,-0.0128051404381408,-0.000181737718343308,0.00158555757331719,0.00415818588411815,-0.00778891026598988,-0.0120225876155571,0.000748798468930911
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.045376958822502,0.0791623239006913,0.0297636484251629,0.0592396102514146,0.0477304984425597,0.113046097240159,0.0432501916382336,0.0291753892706343,0.0399750862924706,0.0375501300344987,0.0360927984231981,0.0465358723027157,0.0458266903821899,0.041533177634731,0.0780292290828742,0.0420242041185862,0.0495561047690647,0.103315966299202,0.0328160226691114,0.0197035316474225,0.0271739047856672,0.0116331857423503,0.0263844938821611,0.00713030559605064,0.023313696555065,0.00454570153825918,0.00958629322416317,0.0192031987995835,0.0115678940409738,0.0117941585546148,0.0156021741774322,0.0161583532767941,0.00560865286860002,0.0240249126901074,0.0158237450417205,0.0160794147299928,0.0210202490461891,0.00941124526758627
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0369163364968006,0.111803658427617,0.0352305228989524,0.044523518370452,0.0771106526357346,0.0349364749951852,0.0393374048358355,0.0391393041534411,0.0684539543925051,0.0541603926548573,0.0461193994910305,0.0474457085101858,0.0429061572738947,0.0361941914428912,0.0391004497467914,0.0347170315678748,0.0742279173358408,0.0520721223394256,0.0856048024306849,-0.0178355836024531,-0.0385074451612419,-0.0205237070934759,-0.0173335662407568,-0.0438820548610078,-0.0168060531036385,-0.0166053165379788,-0.0185137217224315,-0.0270514091988835,-0.0210596453860855,-0.0232625995023124,-0.0228233826602032,-0.0195941072781173,-0.0173889014374008,-0.0179754208590824,-0.0158628731468152,-0.0301055394018859,-0.0208357308035762,-0.02806212185282
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0465047994428062,0.0469227605358324,0.0347363533526947,0.0571909736052109,0.0536831130843239,0.0876441391772599,0.0439495089119132,0.0381322785054119,0.0678118712249139,0.0411846319744904,0.0568323519838054,0.0404090172501543,0.0615173854943065,0.0582696458124511,0.0538760377919888,0.0507929050006417,0.046917924710936,0.0731937035483819,0.0404305985924773,0.00927375816805914,0.0108054729779922,0.00533501082213972,0.00804771905158966,0.0128780239586474,0.00526938814031958,0.00850539289493952,0.000789835709260781,0.0157587663699886,0.00589036951590505,0.00984267666112021,0.00607709824156928,0.00982079485008899,0.00849464261394508,0.00752478633593541,0.00684799362360693,0.0112818104298146,0.00571770627972827,0.00735635640025283
"SPEECH_574","1996-10-02","1996-10-01",49,0.0593245760586096,0.0442412487884531,0.0354185516145796,0.0641013553556322,0.0396728714948225,0.0895776009514624,0.0436781911139558,0.0455261663120019,0.0444580412037301,0.069596698479714,0.043714644025379,0.0539780255052509,0.0490578581840072,0.0444223046187548,0.0842501038239671,0.042856969214359,0.0455292542028006,0.0606512386683345,0.0399443003841856,0.0184133419742747,0.0169677475064431,0.00860322947583268,0.0114795179440742,0.00643976158911752,0.00221138540265774,0.0100995319252024,0.00316175578819826,0.00825788853359213,0.021426382139396,0.0032452367606491,0.0176585224181324,0.0147813401408895,0.0127975811782006,0.0278762827432955,0.0102756453058272,0.00638136937022251,0.0149624176028223,0.00258612524776528
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.042069886128967,0.0500205124180556,0.0349451197463621,0.0537575235184163,0.0717382306739981,0.0984911047086839,0.0416351500939381,0.0351994512113025,0.0622739445134357,0.0342792235137188,0.0428022081110318,0.0386658263144991,0.0593396662149397,0.0619547407568012,0.0628198197486814,0.036348896932096,0.0501443714380399,0.0840190798007125,0.0394952441563202,-0.00951152537609459,-0.0141743748990313,-0.0104736623087393,-0.0127494923882938,-0.0281556662243848,-0.0146608932885134,-0.0130829261483428,-0.00814404492221599,-0.0241515410815093,-0.00977982731352945,-0.0131535122099259,-0.00829299304409928,-0.0228055613003606,-0.0115144718783585,-0.0100361701304353,-0.00969006281728286,-0.0118837899572705,-0.0120380628785068,-0.00782854932224136
"SPEECH_478","1996-10-07","1996-10-01",40,0.0431006334544196,0.047874042975267,0.0372543484661881,0.0538771203701306,0.0402762214425145,0.0634433692363058,0.0672163411665154,0.0428081228473136,0.0689338435875634,0.0422760789647601,0.074281207931476,0.0368644038023293,0.0593147361041619,0.0880363932541402,0.046292915742353,0.0385998820863563,0.0505780580214492,0.0609423837128793,0.0380298968338768,0.0143634729933091,0.0191092986391506,0.0161811060487176,0.0199252283360501,0.0159832903450529,0.0229584330737803,0.018940005235326,0.0182921726259194,0.0252028598990275,0.0158044871552107,0.0269560882793972,0.0170698694099407,0.0239963144870692,0.0340116306698868,0.0160960103889772,0.0150434783699876,0.0247614726325765,0.0273620642017308,0.01549082079005
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0676923384859216,0.0522667813760607,0.0374038814409714,0.0796511374897199,0.0516394365300863,0.0917704458409121,0.0510979641908502,0.048033166876897,0.0643247071132024,0.0401543848309503,0.0516031586538938,0.0424289107648557,0.0445576554504049,0.038755954221521,0.0364398793491788,0.0405448763528192,0.0563161658338253,0.0642343913784283,0.0410847638195011,0.0053982019023088,0.0044792350392291,-5.62859726457496e-05,0.00481915077017499,0.00119220202776663,-0.00387602910878846,0.000868086906167647,0.00220065924853311,0.00114963863187297,0.00170558932738624,0.00149443156742998,0.00431207531778684,-0.00255850163696966,-0.000948286636748709,0.00298416700990678,0.00132328658973715,0.0029981788648439,0.0042709681437234,0.00219846627204416
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0438026311517718,0.0458806901732044,0.0349218990236396,0.107217530109881,0.0502511765833831,0.0469765612640715,0.060125549454789,0.0431364060672832,0.0665991299943616,0.0603021888679358,0.0523716166242664,0.0522501871313094,0.0381635216235335,0.044729431792738,0.0480813061317342,0.0415213164857127,0.0534420153730934,0.0648720021929756,0.0453548399543157,0.00286921259643687,0.00913890610007095,-0.000110768335319526,-0.0187202346116407,-0.000625928483265782,-0.000301485186492087,0.000588182262455804,-0.00433320307541203,0.00235616158485083,0.00331900782179773,-0.00396559015204232,0.000167575751897199,0.00171235692136255,0.00112282715167332,0.00954840131161639,8.05218307434423e-05,-0.00562905085823065,0.00409481956260275,0.00198622505914612
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0560198274650739,0.0402878399345492,0.0401135797498948,0.0686926127965348,0.0584760007324742,0.0442083734910728,0.0409023898138974,0.0401394300972738,0.079308195202687,0.0482955544926665,0.0578873827496749,0.0503655494058326,0.0408222219823481,0.0364811489469209,0.0686072874471223,0.0532496264887574,0.0496263506900646,0.0615998527103887,0.0649167758027662,0.0242336696909328,0.00859056512942108,0.00603653195776212,0.00980267422551729,0.00509107275773234,0.00803965997757996,0.0102377316834648,0.00966357527807192,0.0101269263681188,0.00264129037782024,0.0143237710043486,0.0114465699524355,0.00742371798745923,0.0083125284638543,0.013023972903741,0.0122114454726928,0.0148237643628176,0.0178149632851063,0.0152966150470497
