"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent"
"1996-04-01",0.0476933922195428,0.0625245394585182,0.0271074693766068,0.0335361678430296,0.0828638433547578,0.0366834589819999,0.0521876573833442,0.032006672408678,0.0541032385242369,0.030093287767304,0.0258660748261651,0.0354710138702245,0.0337626443150967,0.0588481426626778,0.0282717551362228,0.0339830874375115,0.070985900611484,0.0622407635885107,0.0414508988813423,0.0350224571243413,0.0343194670254435,0.0508622267795922,0.0301158404233696,0.00884369346050774,0.00599216832597859,0.00333396272700595,0.00199317826139754,-0.000736520432283849,0.00365622235507512,0.00459246060219905,0.00107030431492519,-6.85163660220172e-05,0.00396418966715327,0.00238053628274962,0.00369631386352843,0.00459248002345923,-0.00463225557325208,0.00177620221855963,0.00220471280781057,-0.0037695699729638,0.000936522156001096,0.00551951457537854,0.00581256878070629,0.00189902994080305,0.00846690164340713,0.00603307091944923
"1996-07-01",0.0400501256961215,0.0666377795683979,0.0309535768040319,0.0419816106256884,0.0501235737614995,0.0601722400776398,0.0396091360078986,0.0386414166035482,0.0673830560134657,0.0391003682943169,0.032858659837375,0.0411664094986524,0.0349296188671127,0.0520856963362378,0.0458576974238807,0.0444672805082641,0.0473303620628147,0.0424032871752665,0.0382286453496754,0.0338981116209479,0.0340350078769374,0.0387314440684191,0.0393548959218079,-0.00465591980470196,-0.0105261690494413,-0.00689700551324888,-0.00735180469410707,-0.00645731024104784,-0.0179063307500931,-0.00234834438420827,-0.00562027802408344,-0.00522476062261177,-0.00503608739524645,-0.00583047122656392,-0.00520996925151328,-0.00432282311912176,-0.0157432750563154,-0.00796213515415905,-0.0103125719999372,-0.00844166258613757,-0.00318662903042742,-0.00509101664764566,-0.00489828051768904,-0.00437962473454529,-0.00388703899751866,-0.005305890863887
"1996-10-01",0.0503693043513575,0.0495341696153154,0.0310066324106101,0.039641749360426,0.0699429859195995,0.0390348597267292,0.0479336555941145,0.0350485469199238,0.0626487567286817,0.0361030321718548,0.0330831641127773,0.0384298472852005,0.0361247586247561,0.0509229104229273,0.0342266834819537,0.0374041429042897,0.0498598139509266,0.0669212533802454,0.0409320568712044,0.0340912160709349,0.0383401091038792,0.0412437473753041,0.0371566036169882,0.00327742183000848,0.00736854054010345,0.0029514239488859,0.00104321190627259,0.00733198929181722,0.00300854147447198,0.00186695629691631,0.00223711295948728,0.00271893460399879,0.00439572217281339,0.00291872588446505,0.00338048154998162,0.00423646993852336,0.00153887434835405,0.00302535216006359,0.00206864841422869,0.00237903605697689,0.00314956426754361,0.00563496973986673,0.00334785500020503,0.00262773661713609,0.00640514554737071,0.003477474041742
"1997-01-01",0.0414074986682249,0.0547382938474811,0.0302366838345703,0.037776149384408,0.0824786345279762,0.0418331035807243,0.0444290989278353,0.0352795534598776,0.0658625066978789,0.0339251421384145,0.0286040560482011,0.0363738774608333,0.0365743663294917,0.0550843029612582,0.038054590130079,0.0371614199848395,0.0567084679054485,0.0582239977588103,0.0383817288395725,0.0351274633243196,0.0364566567977765,0.0395907382887386,0.0356916691032402,0.000451158758859266,0.00240016825796767,-0.000824470274006139,-0.00046964043061257,-0.00101498020127538,-0.00335454606578238,0.00202607788679704,-0.00254966137812268,-0.00414284865784268,-1.95359851938494e-05,-0.00114850290861758,-0.00143070087418732,0.00261515063473941,-0.00703191822749366,-0.00521599742469013,-0.00333345421839276,-0.000925475471856863,0.000875196391248358,-0.000270777152917524,-0.00205693238077456,-0.00113623482408622,0.0028650791499512,-0.00523936342481664
"1997-04-01",0.0437317761361034,0.0522911856697887,0.0304534272217206,0.0403775281119481,0.0637770959536735,0.0417036322238335,0.0465429460361447,0.0334114268837639,0.0659394404777861,0.0357030718980498,0.0301342090711019,0.0372335671981526,0.0374933159157581,0.0614757895153241,0.0376551798904839,0.0441238422466758,0.0535618399770376,0.0582864799966031,0.0396265971047867,0.0317059724942738,0.0354263310392004,0.0416810670171747,0.0376642779206148,0.00498652232715738,0.0025752573538173,0.00248552210095722,0.000481708278877201,0.00262458483813652,0.00181873209590807,0.00573357225002948,0.00173388614694133,0.00126295794344467,0.00304568133839146,0.00192368840596055,0.00279488492373534,0.00389077512870166,0.000249312942756827,-0.00028300695801929,0.00207284104254372,0.0028715627993859,0.00772883647205909,0.00319664850350468,0.00210882374999508,0.00327471408002809,0.00815887575980201,0.00123605716254699
"1997-07-01",0.0448590671317096,0.0696822527190521,0.033742872663482,0.0386564924379448,0.0587482637702481,0.0482934723614628,0.0492948819242755,0.034548804170854,0.0644228487350414,0.0378960610295632,0.0304729935493742,0.0369326519988607,0.0368162597412498,0.0605196570972638,0.0412092847066562,0.0480718923865347,0.0387606639736958,0.046550002196607,0.0362167574761689,0.0321174340619564,0.0347418876563084,0.0402037539438256,0.037241744267865,0.00744045533597928,0.00996924494997977,0.0037606170479799,0.00513466002869186,0.00660869637151824,0.00198205431960225,0.00473509141900825,0.00297888342228766,0.00684012683812013,0.00310827187167988,0.00255405854186316,0.00458495193795447,0.00484171489518793,0.000395467388379647,0.00123755140645627,0.00200776492359447,0.00458192283046012,0.00754958137958254,0.00356940442060687,0.00358108066840311,0.00367773609101688,0.00862740599231272,0.00307362709916497
"1997-10-01",0.0517263774751945,0.0507743193017577,0.0313750520032482,0.0377532960218237,0.0586392184833283,0.037741432736691,0.0493312387135711,0.0332919940133216,0.0587641541929637,0.0367198665164283,0.0294678024832138,0.0377545999547594,0.0463079172545009,0.0537573273882028,0.0390889506684426,0.0380884346397924,0.0479232652798761,0.0537203172164418,0.0449547749396621,0.043890702233045,0.0343756112296923,0.0460559026715472,0.0384974445824955,0.0109690565561127,0.00959164189036446,0.00583636705440937,0.00495967609942355,0.0083651981967088,0.00720808164266638,0.00854348334290852,0.00481339315393322,0.00871977915472301,0.00789513787967169,0.00530355622919056,0.00598904591160048,0.0112602365969322,0.00667959174785798,0.00745619816043202,0.00362472338294237,0.00403956186319795,0.00982343849750675,0.0055241628252917,0.0052645908106724,0.00396560455275898,0.0102840379171617,0.007921644751369
"1998-01-01",0.046135794972367,0.0556000578146541,0.0312759375806375,0.0419318021075511,0.0647631207796227,0.0421803997955268,0.0430585863633999,0.0328961720341989,0.0671724149679238,0.037612107458257,0.0310840898625151,0.0395852825965559,0.0386014675778245,0.0549344549479782,0.0383831704749286,0.0425188514361885,0.0493490247083658,0.0549425092231625,0.0417215151829207,0.0357955330409163,0.0361753081597539,0.0390756007391308,0.0352067981756203,-0.000557463669159383,-0.000264224441384507,-0.000905651937646963,-0.00245246530988105,-0.00195799317261233,-0.0045674763348884,-0.00282454596641786,-0.00238847114752643,-0.00697650331318996,-0.00262808297809932,-0.00104928219882905,-0.000845345352152699,-0.000214050746059794,-0.00863308943635756,-0.00263024291077883,-0.00315974289144027,-0.00442079142320027,-0.00555540140375684,-0.00382675727400007,-0.00395470770425727,-0.00149610707191292,1.988329829953e-05,-0.0024452842989007
"1998-04-01",0.0443154201674858,0.0572976853475944,0.0313356994963069,0.0414619281449616,0.0610570109699458,0.0417038769327363,0.0456066898694315,0.0336976719655095,0.0679568579767439,0.0361706903167633,0.0311206319928668,0.0412061214484616,0.0391502164910617,0.0523815541148371,0.0362448096273824,0.0427646118006548,0.0547771514048831,0.0493002280751315,0.042287575290269,0.0366965724728106,0.0370440567306215,0.0405546337978815,0.0358683055656593,0.00142276825899278,0.00377448952631101,-5.68054918941263e-05,-0.000160284551300836,0.000397452379563568,-0.00113835451679931,0.000599906613673377,-0.000490372445740058,-0.00476707294097366,0.000762868556256049,0.000219668643865818,-0.00193641411990514,0.00158482463875358,-0.00362196273232186,-0.00168832370309205,-0.00168784341972191,-0.00859853591902897,-0.00153517678939515,-0.00273901561891223,-0.0028227116978068,-0.000637565178576003,0.00357565400344616,-0.00158426159977281
"1998-07-01",0.0465427517099623,0.0482146102851432,0.0308828847270985,0.0350989563466432,0.0548647426075882,0.0418450713610385,0.0443308177995666,0.0326135319974809,0.0669774187768734,0.0426648732543259,0.03261717243342,0.0373601986756334,0.0357775290672076,0.0609494001587088,0.0401962723381005,0.0413003294281001,0.0486590646380073,0.0525245521283516,0.0448042129905515,0.0402872360543479,0.0356316953225467,0.0446870589084897,0.0411696189908142,0.00488397872757322,0.000419511552117706,0.00033765626120177,-0.000897673637268978,-0.0012244893242919,-0.000951985412200443,-0.000681979215167815,-0.000782490806913587,-0.00344002970446081,0.00230195660058523,-0.00215743176223178,-0.00142104225522699,-0.000117194746938701,-0.00189725266594747,0.000710989928074079,-0.00355314053268284,-0.0043053631079513,0.00220808200773369,0.0001922760242758,-0.00179237366861629,0.00117269648927747,0.00381860552974146,0.00128358144318792
