"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0372937744448717,0.12816589141877,0.137250996757888,0.0350616751665947,0.0702441391838529,0.0437264620959796,0.0427180868782466,0.0379360795811262,0.0414246369254937,0.0323442148332982,0.142670478715975,0.0332982386619412,0.0489033364074686,0.0422601985159565,0.0466939506982059,0.0376337763682383,0.0423740633460931,0.00896210294905525,0.0396426508934791,0.00288530015654554,0.00604947468982106,0.0196306056319711,-0.000943652681891889,-0.000736672237708857,0.00930671170634681,-0.000322055927557827,0.00402158094665356,0.0488046984076413,0.00329521881219084,-0.00320660563789239,-0.00172801203377438,-0.00491265588944729,0.00546846098601026,0.0054982345567854
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0358470988390525,0.141260643788185,0.138618035261691,0.036349486980547,0.0747008425295861,0.0420038724087176,0.0411275357061896,0.0403357236935921,0.0503299814939004,0.0314968771905756,0.125829251673521,0.0342786190372344,0.044016529418047,0.0469467829399345,0.0432329483038976,0.0350921422867333,0.038533628448595,0.00358527948521784,0.0502163094974672,-0.0106051196295115,0.00638274244304803,0.0269084925106208,-9.40055926132077e-05,0.00407667311175994,0.0123976540488144,0.00349338951201842,0.00395104683787312,0.0323678299133945,0.00550029913003002,0.00213141707307019,-0.00985652309248078,0.0028804112400123,0.00738326183659364,0.00843240778826721
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0334861041618664,0.144920702087045,0.124188694301005,0.0389051156371077,0.0704610450224343,0.0414357785580881,0.0453225096108971,0.0393415563525198,0.0499028830460807,0.0314871888331924,0.140537848709198,0.034299897515256,0.036725554333496,0.0472515227454303,0.0396197927497456,0.0432305607123751,0.0388832456242617,0.00713847365961354,0.0519663675592697,-0.0308401023682006,0.00560750501999643,-0.0026178858830982,-0.00221828421439185,-0.000986108321755318,0.0118178296170427,-0.000999964548974446,0.00130147917523381,0.0383138453652196,-0.000696049012355641,0.00396688348493366,-0.00966780494526128,-0.000210114550956322,0.00466885800667755,0.00411603116651766
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0352352578704979,0.143715180799047,0.133609249906686,0.03919423841023,0.0708364736558366,0.0417175595234131,0.0421011928549961,0.0343521569986768,0.0467014103817395,0.0344250178693715,0.145819608732944,0.0335368754920583,0.0374409529032526,0.0407112773824386,0.0410528489578634,0.0323722792696431,0.0471784189913063,0.00866353014319634,0.0491247832745385,0.0234120950582472,0.00917700171584383,0.012504785386286,0.00480642537791934,0.00543918123465844,0.0105727049264121,0.00242396936598961,0.00427589022726482,0.0368876562314296,0.00621039642491531,0.00739882562087002,0.00113149130897207,0.00809005033300991,0.007049622093752,0.00593252873326733
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0432662327288287,0.137900367152697,0.111952062181722,0.0378563121722617,0.0719005559437319,0.0451387713036753,0.0450763038808933,0.0423480406904673,0.0447709050639847,0.035148593934027,0.139975453084482,0.0338031739449834,0.0395031536440035,0.0500630569597142,0.0398323244752481,0.0365597994525696,0.0449048933867097,0.00718941795519121,0.0699024845795664,0.0134490626972712,0.00852984484560287,0.0127455287723701,0.00677387566594677,0.00572157955615214,0.0185264878568394,0.00864708097222951,0.00950100858830726,0.0311725801829963,0.00814289701459661,0.0123744024502877,-0.00186231006800589,0.00705532064455864,0.00957599077813583,0.00568407598018564
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0431610904291054,0.130235059518576,0.129605336585168,0.0392174811059111,0.073214791865108,0.0429926526316963,0.0430349312700599,0.0353237063421017,0.047197406396216,0.0339102455635391,0.138655259474311,0.0367107729321788,0.040746057268417,0.0435004187821086,0.0448500172184599,0.0356269663338426,0.0420178062832002,0.0031403615470516,0.0545323998302469,-0.00171061314230854,0.00180417656355176,0.0108755069473009,0.00208826555257905,0.00341039580060823,0.00750385285934885,-0.00412897504527927,0.00113982042431178,0.0228390528812687,0.00657339450917778,0.00705058218628207,-0.00679580100060151,-0.000703758243557938,0.00403135003995434,0.001752681877811
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0381709054617642,0.132722339506381,0.122341891411889,0.0353422149962996,0.0731478297874388,0.0419018070336259,0.0388378267570087,0.0419782762500806,0.0508888257352027,0.0311994926684681,0.135675553309915,0.038707748838627,0.0414622907227045,0.0465933250388991,0.0406378449549277,0.0343838402850115,0.0560079872417564,0.0277599309852266,0.0978092821690901,0.0500833332555725,0.0212206248997545,0.0492968186199354,0.0267831318623423,0.0191469967173197,0.0326400177106493,0.0280746465181721,0.0179791438688329,0.0857499376067145,0.0199907202263105,0.027759204250897,0.0197690963896069,0.0201656925277587,0.0216915262216969,0.0251804657003679
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0370274195295536,0.147737184258254,0.122004070389293,0.0404141994118239,0.0756692560151717,0.038357232945126,0.0456251504771975,0.0402195621386273,0.0486164785515868,0.0305556432553027,0.130067189188954,0.0347745335101486,0.0389288320958378,0.0459746318754388,0.0441098135801401,0.0376976842385026,0.0422211185390409,0.0235777033921845,0.0590766406513897,0.0630807688469729,0.0203747514841005,0.0543661392907567,0.0189018021458377,0.0261918268481789,0.027132856830739,0.0183137685818519,0.0192585881598889,0.120496866213408,0.016259166321244,0.0169541846463345,0.0175172259035284,0.023971613015227,0.0159258457942291,0.023196349128973
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0378744997105461,0.140853601160298,0.125543877741801,0.0386842596389213,0.06965320855914,0.0362839850494739,0.043241089931458,0.041966975359872,0.0478475876664745,0.0351936069504378,0.143158725956495,0.0327168600535205,0.0402219698968461,0.043011771750877,0.0367030015349822,0.0396807510817054,0.047364227957152,0.0221030780460495,0.0940334421471877,0.035597682701133,0.0223152373576565,0.0387355636460299,0.0214949593185062,0.0243377781867136,0.0301784535931996,0.027074539751691,0.0184885488885352,0.101233178938408,0.0199932517734148,0.0197780450238144,0.0186612386349553,0.0212393729876197,0.0236070962354897,0.0227197161948484
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0386653818360541,0.144752268506264,0.122977345382356,0.0389951025281148,0.0797880969010917,0.043547758781038,0.0447785478528703,0.0389737090304697,0.0496993169696442,0.0325516193665159,0.12459818269849,0.037384506300831,0.0409464980202454,0.044759379228144,0.0317487210917997,0.0417096155297443,0.0441239499763266,0.00639858574129012,0.0581926953143076,0.00866995653504937,0.00533983078260129,0.013745038382274,-0.00619661322592094,0.00276934675867519,0.0079193811865897,0.00308490304050196,0.00704697509498814,0.000562221130278003,0.00450597997583441,-0.000564222748552959,0.00394735206008576,0.0028469090196734,0.00871501720608131,-0.00304199102224891
