"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.037727156070018,0.126237345006347,0.116328465171825,0.0410717003331938,0.0816457220560607,0.037115696440629,0.0447395099460529,0.0389943178377401,0.0454074542469442,0.0322077651065453,0.150424705975519,0.0340413405809719,0.0413089729973794,0.0473556059485934,0.0350193185012058,0.0414054055010485,0.0489695182799271,0.00640604949788749,0.0523407810671023,0.0100445805748146,0.00196160613758093,0.0102268130501901,0.0049959463676884,0.00436104650954937,0.0106871658618922,0.00357275114303233,0.00392983178146035,0.00739397415866882,0.00517268837625034,0.00763734181043934,0.00344029680224858,0.00642327309881329,0.00690025759199805,0.00531857598765491
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0365547923292673,0.146720577365297,0.128049271918658,0.0336267165645005,0.0756839546567546,0.0352541011517292,0.0405141153369151,0.0377273277048433,0.0513826513913117,0.032597442819483,0.141850342691135,0.0332972053422334,0.0402444735145114,0.0473772572809403,0.0326378108812296,0.0395880415461168,0.0468939175050743,0.00368280536190501,0.023520510444564,-0.0178501409416327,0.00119275887685006,-0.00335081251591852,-0.00159974946182696,-0.00186121589639881,0.00294707290969664,-0.0106267073334365,0.00091714769626737,0.0382242013307765,0.000292571076133127,0.00069242288699502,0.0114251121836742,0.000316500187680561,0.00219867137444824,-0.0017745530783892
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0401584135233331,0.127691735248563,0.120934284532531,0.0418067059586204,0.0754898328805982,0.0399316332152329,0.0382673839086822,0.0417405178646757,0.0468697946569405,0.0324205971363522,0.153441084279516,0.0358171220218462,0.0432323971733002,0.0437926880052509,0.0376405834430344,0.0398636298611962,0.0409015962903259,0.0177783051413053,0.0748378440437964,0.0308444183389204,0.0183084917658442,0.0328820769305642,0.0164147599893528,0.0199496522454609,0.0209360145820819,0.0182053664318653,0.0151414040848834,0.0884116631121278,0.0158478998710277,0.0192545561126174,0.0108704982511737,0.0155821739195503,0.0183131642194091,0.0180106652639589
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0363145259223745,0.139914046101967,0.128198824342066,0.0365204112059495,0.0694823015607712,0.0373166544487897,0.0407861190000837,0.0345512620609803,0.0443551137805898,0.0350975144881883,0.151071986363546,0.036895024408491,0.0443013783182844,0.0423753747714379,0.0360380342782473,0.0390083835408347,0.0477730454073997,0.00809668417337424,0.0590395933973495,-0.0126362082994655,0.00604591992832689,0.0177689652131218,-0.000106862559584695,0.00414862995811607,0.00231081208083391,0.00222319072460991,0.00459644037342453,0.0464068752543461,0.00346196788556472,0.00143829202109444,0.0113419368975107,0.0083216651667092,0.00806131037361244,0.00818190101430381
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0409539686077325,0.132040384266013,0.129829199993221,0.0394177756335678,0.0746078709068495,0.0385602540510433,0.0415907067295628,0.0380722698370456,0.0537289897653882,0.0325437086970905,0.148671702190238,0.0330416083952112,0.0381388610184434,0.0434198942434143,0.0357034105565908,0.036209171434574,0.0434702236740134,0.0318737382398457,0.0801232543048726,0.0603953133842153,0.0245320577765296,0.0403707782244263,0.0227475458057958,0.0272640377837169,0.0242204916422769,0.0323024188062264,0.0184607674033339,0.113807012898942,0.0207606855596846,0.0238023220641942,0.0299780044529583,0.0233455827703188,0.0221860734250086,0.0280932522756835
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0382619526560849,0.151397320755169,0.118399357821186,0.0402688566171966,0.0675433985700665,0.0440183224583532,0.0388597895529533,0.0371593115239495,0.0518445201744534,0.0360938434123334,0.13695867324734,0.0344324815651299,0.0397295930006809,0.0404911374568614,0.0377791728718659,0.0395387445346495,0.0472235237817268,0.0192740668145418,0.0482224429464245,0.0263381053580486,0.0168228142881499,0.0344183909515275,0.0106399351616591,0.0161082032840582,0.0228322653933668,0.0144623303860287,0.0171765701405054,0.106797825018779,0.0123638062392052,0.00932234103501373,0.0189973740679888,0.0126604200728025,0.0150659440821667,0.0210372301642455
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0351752927127109,0.129036831353336,0.130066079620772,0.0355101063695282,0.0678507844513901,0.0354328583235852,0.0410397163898339,0.0392079696220155,0.0544522503064045,0.0331293064534061,0.149863259884699,0.0332473059090999,0.0391924850941471,0.049996494180787,0.036751159897189,0.0424750037081056,0.04757309572299,0.0156995901216842,0.0172523366414845,-0.0165553332637564,0.0116167020772234,0.0335342400538166,0.00596521745150926,0.00365241090635486,0.0139307235014928,-0.00922582179148826,0.0089314615279467,0.126882249198939,0.00982904296641098,0.0142214312756377,-0.0200122338415864,0.00294386177630832,0.00715286364038997,0.0146977698078747
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0385835791513948,0.138920956267578,0.120328127377667,0.0329865340284152,0.0685472187557799,0.0373436859965414,0.0455531622453762,0.0374931350677102,0.0450195058344873,0.0309154459211073,0.150278768586155,0.0349886712065903,0.0420731957206067,0.0494975295779193,0.0381945906474363,0.0412593686513368,0.0480165249638984,0.00545344632053765,0.0476923664820826,4.55917855595301e-05,0.00621398178760658,0.00606426830236577,-0.00455301994422233,-0.00226664023904668,0.000725933049623307,0.000541115945915812,0.00227932760090646,0.00549591858946887,0.0038745586581892,-0.000957736355567601,-0.00467784384669114,0.00609683807264079,0.00259074472703059,0.000700903819515425
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0381366630216891,0.130146562004803,0.125475149009484,0.0366091153005482,0.0627798164389505,0.0354062529255162,0.0417272866283568,0.040709959812106,0.0472641305793112,0.0321929459687654,0.154170475042149,0.036948697913987,0.0450073270012566,0.0509502137669451,0.03956107215479,0.0360572858293101,0.046857046602032,0.00525397662240454,0.0446359610487496,-0.0153791167790733,-0.00148699831368011,0.00809055785703294,0.00235248975062028,0.00150484152477813,0.00657117523891461,-0.00720125732186653,0.00260126075426554,0.00770181969757589,0.00105755355631078,0.0082328093972825,-0.0111809907822358,0.0034684374462112,0.0065236218598544,0.0053219975966225
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0371470862605243,0.141628602992148,0.134178260389851,0.0328382783433148,0.0701827620418541,0.0393198661386704,0.0446837530485994,0.0386166339300479,0.0522083661453471,0.0308390649109428,0.141228605139898,0.0326921960125485,0.0387136292355059,0.0442635147710339,0.040607602834294,0.0358566554001566,0.0449951224052631,0.00745740468812234,0.0465502474568225,0.0153216463821664,0.006639131299637,0.0044060183592223,0.00715561210514913,0.00421738124521844,0.0116070651469665,0.0061995621897999,0.007068280406178,0.0223594763168309,0.00712135368399238,0.0103573861551957,-0.00175472078487447,0.00853672913659876,0.0110263476332915,0.00987264548546565
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0365626171320864,0.137315488272989,0.127478031349018,0.0353011489272968,0.0638967790644572,0.0378413743849638,0.0425984686906267,0.0416547320695219,0.0498493848187912,0.0327893729421515,0.159783969620049,0.0348729308048958,0.0375709422760078,0.0461701351398092,0.039820902785602,0.0354205496324234,0.0410731720893104,0.011445079411084,0.079789438551795,0.0280668604613596,0.0119332929399293,0.012285319554413,0.0165494292013867,0.01258305861682,0.0221943652169939,0.0214096536056198,0.0146126757053266,0.050557332052241,0.0136731641877837,0.0129559747493164,0.0129927706430496,0.015155078529192,0.0166536536439089,0.0149414030801707
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.03588772343836,0.129557149321016,0.13939009355937,0.0396344713025368,0.0759499108630206,0.0386247493778217,0.0434239781879615,0.0411747421852094,0.0439044539162878,0.0318599708977248,0.137219531045689,0.0344026583168505,0.0424770260382953,0.0442648555729274,0.0402693726787594,0.0377827329290817,0.0441765803690882,0.0103459277927422,0.0640476847741824,0.0391377576882231,0.0108894548795527,0.0122553918973064,0.0149032327213258,0.0113067323870729,0.0123265799417006,0.0123105540791773,0.00745506472446837,0.0687236018117465,0.00887326990980414,0.0150462262865541,-0.00400444210070448,0.0118954623260832,0.013013020336189,0.0110156337961011
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0370756194817013,0.144932787326903,0.143007324028371,0.0373542284907204,0.0615376775748775,0.0365482289827489,0.04300637078532,0.0369451768355255,0.0476906404600608,0.0328720285849417,0.158410941638705,0.033580427264763,0.0363779791868353,0.0400349697056688,0.0364212567547193,0.0342013402123671,0.0400030026857725,0.00290766741491443,0.0531703736604356,-0.0217222365309365,0.00305223199377668,0.00356773356967359,-0.00203352034957148,-0.00168925477311641,0.00617783194822515,-0.00575735095418944,1.18442625779152e-05,0.0290787923101424,0.00265295272600166,0.00196616531900725,-0.00742317783067066,0.00352119967541673,0.00159846646661868,0.0049514195097595
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0396278428144595,0.128967276480977,0.124117808127614,0.0413671050491783,0.0700686087164187,0.0379051156784967,0.0413400307078924,0.0363056462739646,0.0519688855033396,0.0326839618425473,0.158902871045201,0.0336208223290292,0.0394902629138962,0.0438854392917945,0.0433111149645135,0.0373733354121554,0.0390638728485225,0.0182952930738142,0.0647234705629195,0.0506683403540972,0.01635442163075,0.0369010978015502,0.0126033717524426,0.0178946298313356,0.0151370277881811,0.014410839414002,0.0138357702827036,0.0943588248700813,0.0138426303578947,0.0167152670715899,0.0095047035533934,0.0141921112999311,0.0178426535680899,0.0172537120921289
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0381866631257632,0.125196885561792,0.138024202546366,0.0342932848543634,0.070062449910952,0.0400706567234711,0.0399977414100917,0.0445480196522866,0.0442606982053517,0.0359665840347488,0.148624965684668,0.0337845927782438,0.0404977293473807,0.0474241224707351,0.0375545195498106,0.0380475558314519,0.0434593283125229,0.00262038002057975,0.0313621284851391,-0.0308371298410752,0.00184054569623858,0.00391071318582271,0.00312450597870603,0.000780499213650538,0.00211062758981191,-0.0038008191178266,0.00014979348284376,0.0129948684515238,0.00162787617786157,-0.000335787531908091,0.00109161519794858,0.00243223698014534,0.00252773398187555,-0.00286343790988076
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0445970325247834,0.127870312108825,0.132300551901978,0.0354711819656062,0.0761908795547655,0.0429707716030746,0.0414957675519205,0.0389310957718685,0.0491069499158247,0.0333581292970681,0.144473339308629,0.0366173375554081,0.0378992468586053,0.0427565940737025,0.0382781250493367,0.0354032924915312,0.0422793924670726,0.0119409352362726,0.0834176616502602,0.0154891300629217,0.0127006179965742,0.0209638268426768,0.0139754118409301,0.00773677488563524,0.0149913476533159,0.0138964472398879,0.012932337446206,0.0119825897418878,0.0125614763027338,0.0134551287145022,0.0146188339633018,0.0198926488357828,0.0138282847651116,0.0141219312337397
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0406814292052864,0.130463474981033,0.129068673969226,0.0419035829272331,0.0815792381207553,0.0384762471169986,0.0411523575779039,0.0383816258702804,0.0482050476737534,0.0311578332481498,0.143372630951053,0.0349477686591275,0.0384649090902259,0.0420529761482374,0.0358767056973871,0.0408153048680425,0.0434001938953069,0.0297908064772578,0.106666996771459,0.0574459260195531,0.0209056600318165,0.0413425430138547,0.0277329984277674,0.0268996737945901,0.0309901559538311,0.0230110183122385,0.0215671068210413,0.089439108838664,0.023935784336229,0.0290465750873295,0.0209105268529267,0.0188538949314578,0.0224667762802733,0.0230056263965786
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.0355590542907476,0.137443465656491,0.130456079760332,0.0397707291162922,0.0825674493929348,0.0392430493063127,0.0409275046125698,0.0385028139136077,0.04683857065885,0.0337018181236498,0.133103970532052,0.0343900991843831,0.0395301680169138,0.0411852781799703,0.0374994204655549,0.0394085815876739,0.0498719472016645,0.00938080902931051,0.0490890584080928,0.011197109911934,0.00610257368592151,0.0253792311357474,0.00917744624861095,0.00767992413488264,0.0116859889626459,-0.00173149558044088,0.00570345574106183,0.0251638362266019,0.00847419817847679,0.0108877125152499,0.00179871506429252,0.00727776545596956,0.00693485850068484,0.0139291299116292
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.0321760226304445,0.14721868091147,0.113619271420042,0.0427196686835058,0.0853385370717783,0.0344668830584634,0.0444099198847478,0.0373615305462041,0.0509042528877149,0.031782297938572,0.148444034146555,0.0336938977355726,0.0454037059286697,0.0388409356840871,0.0354101235940956,0.0356001272397438,0.0426101106383335,-0.0010240873493723,0.0480263038993376,-0.0187336443585097,-0.00845118680450983,-0.0062795609707219,-0.00363337593435169,-0.00721867417073761,0.00256221485184921,-0.0095060633820549,-0.00299823706667373,-0.0051993245913633,-0.00146121943942351,-0.00338649951835289,-0.00635068669066882,-0.00338856599462983,-0.00468694189864775,-0.00518840750203647
"FEDm_30","1996-09-24","1996-11-15","1996-07-01",75.5,0.0341386507576634,0.129707890860312,0.116928089511452,0.0367379893388612,0.0924745109767866,0.0359879010617697,0.0401617036600409,0.042031590191659,0.0473940198348297,0.0347937782267201,0.161713292753864,0.0365350489473507,0.0389226830993122,0.0375387290392865,0.0360732938401971,0.0373226035997393,0.0415382243001545,0.00748831374254889,0.0728743333507899,-0.0121310092117931,0.00384498180327766,-0.00117778713646411,0.00966478807304808,0.00958811242013039,0.0117354531613657,-0.00317101129988935,0.0015822353971866,0.0623174340052509,0.00256427867640374,0.0103187880311968,0.00914998431107566,0.00791989267338971,0.003485566407109,0.00936994520369865
"FEDm_31","1996-11-13","1996-12-20","1996-10-01",74.2258064516129,0.0369991570234166,0.131001111935084,0.141107292042631,0.0363770288014653,0.086438949239606,0.0365204170473438,0.040458887954489,0.0363462476494849,0.0414851334058462,0.032256257281254,0.160231072719042,0.0322902237645168,0.0398842490764503,0.0407883232098999,0.037066603002663,0.0324092138076843,0.038339832039123,0.00306865423705587,0.0754315653897897,-0.0136750335849382,0.00481333714751088,0.00330692067495361,0.00200603218604499,0.000689553506062389,0.00494065126184546,0.00656119272482584,0.00380075254985306,0.011523214216585,0.00542031821945389,0.00129459437037756,-0.00208368274916855,0.00587508437472397,0.00503934069085484,0.00415683203085829
"FEDm_32","1996-12-17","1997-02-06","1996-10-01",68.7096774193548,0.0344815244789062,0.131773890827726,0.111655454436892,0.0393615481353799,0.0811819544943656,0.0390482897910632,0.0499786789643564,0.0404254905596572,0.042367932936064,0.0303346455271573,0.165592636893205,0.0338321725691771,0.0387543251103903,0.0450196845592056,0.0341568536096377,0.0393778232899897,0.0426570938168267,0.0162551327077054,0.0974372984022384,0.0329132400395529,0.01750331793641,0.0377557816952142,0.0181556061231317,0.0213308002712638,0.0170703684839853,0.0160664561391519,0.0137937085822646,0.039338127356215,0.014616475796135,0.0188406696363809,0.0215202402674713,0.0183386166364472,0.018061581247028,0.0157760886918332
"FEDm_33","1997-02-04","1997-03-27","1997-01-01",67.46875,0.0392962414927498,0.127338881062641,0.129004115259632,0.0395074945181745,0.0803390811984365,0.0409470032311959,0.0427530224677315,0.0379180359773984,0.0484982265948672,0.0345655863798982,0.14436234076218,0.0327157861764243,0.0377930925957629,0.0491062202514953,0.0368544273788823,0.0376574257754766,0.0413430188770537,0.00829963465190036,0.0525614530937982,-0.00688014265311786,0.00296654617750688,0.0113058643954731,0.0116385996220914,0.0110927666191934,0.00290556250653726,0.00628333778820097,0.00430611943630669,0.0206293795183712,0.00544951527410438,0.00439562214290331,0.013751593656763,0.00382997145124298,0.00805650383774476,0.0084806252540264
"FEDm_34","1997-03-25","1997-05-22","1997-01-01",70.4705882352941,0.0393307240741629,0.126674546119831,0.143117587948278,0.0407411779291976,0.0798500109063287,0.0376857296968097,0.0433924800179928,0.0433110007777915,0.0464610578449854,0.0309216312262703,0.141708100643571,0.0343391250795495,0.041049597656143,0.0386179731629427,0.0360162981979516,0.0355469952508064,0.0412359634673885,0.0191839739941419,0.0386914563592967,0.0481400190916768,0.0105258782062376,0.0226642007009286,0.0162650953434016,0.0135690663663968,0.0244716374321576,0.0115770851522339,0.00961134066970747,0.0636680590936292,0.0110003351105769,0.0158318768277771,0.0134819459753212,0.0120037050555522,0.0159894798951997,0.0132284921751894
"FEDm_35","1997-05-20","1997-07-03","1997-04-01",68.4848484848485,0.035611851646264,0.120037948762445,0.143433500711996,0.0393370574781813,0.0771527750513587,0.0355056246719172,0.0431040022711703,0.0431308153970386,0.0519219150939617,0.0351152273327711,0.141256876626229,0.0358215552389389,0.0372872047556678,0.0443864207537212,0.0376664643202986,0.0392423953579106,0.0399883645301296,0.00792349900092057,0.0303125314388112,-0.0201532904906622,0.00206164176730977,0.0214643995192756,0.00888085868819301,0.0118556730042977,0.00667251524269124,0.000522821713671127,0.00838763627065669,0.0712256810644929,0.00452596972265501,0.0119232483232696,0.0120062556138493,0.012190204724838,0.00673634147492237,0.00962174365049871
"FEDm_36","1997-07-01","1997-08-21","1997-07-01",74.5,0.0348964824078145,0.133827210781544,0.115920440475011,0.0406859772451525,0.0867634604996507,0.033440175400706,0.041652771131495,0.0389057863488606,0.0458249666008218,0.0331910197592239,0.151908505204014,0.033672681879506,0.0375653694396712,0.0480197398451665,0.0368226720320115,0.0374111563886053,0.0494915845607445,0.0152571147187375,0.0583136523443595,0.0295707533158604,0.0162800035718742,0.0400719207083535,0.0142132138135424,0.0127492226845947,0.0199422296793592,0.0155268157949256,0.014200294724806,0.0811313989605173,0.0140179361097023,0.0143966218696135,0.021202571037617,0.0150659471849805,0.0163608351580117,0.0250069279659914
"FEDm_37","1997-08-19","1997-10-02","1997-07-01",69.7741935483871,0.036542256466171,0.131619481276403,0.131054923925301,0.0421085534364807,0.0834411320344377,0.0386172960963164,0.0433490739896916,0.0422695189459426,0.0397520883541743,0.0335195236287947,0.147216772855399,0.0324542568992871,0.0367380754871729,0.0431693566641639,0.0350537217256632,0.041506240229124,0.0415877279854765,0.00558900364745513,0.0292739249380959,0.0043427948534414,0.00176840007790613,0.010601483621376,0.00468680504431701,0.00341071189710483,0.00857972330372038,0.00499453799063524,0.00473174145344002,0.0382645204844604,0.00517622141843143,0.00713131331548018,0.0020098265706817,0.00408643021285642,0.00582155729351867,0.00668231239282113
"FEDm_38","1997-09-30","1997-11-13","1997-07-01",75,0.0395338859741364,0.141934224909519,0.119310767079142,0.0426561188040614,0.0815365694965825,0.0408189902780372,0.040932822459536,0.0392408175253679,0.0399899589617038,0.0306292677850942,0.149951894092516,0.0345936551427744,0.036864760754644,0.0476489984673993,0.0313959656959309,0.038858339072193,0.0441029635013618,0.015807634196425,0.025167307996204,0.011311331768021,0.00563759141804533,0.0265307708350126,0.0125519949460453,0.0144612281767137,0.017257873324898,0.00837928277211987,0.0105565396096105,0.106652989671871,0.0106013627472705,0.0142927248071074,0.00754522256036904,0.0107458732169298,0.00942020993132256,0.0190973153335161
"FEDm_39","1997-11-12","1997-12-18","1997-10-01",68.7586206896552,0.0358642308932987,0.128399519980545,0.120016786758511,0.0416663381990431,0.0724306804111179,0.0450347440561989,0.042447790064689,0.0353870816188518,0.0419890273373363,0.033373963717413,0.151884647160262,0.0340282759348255,0.0413758822147643,0.0569999048063881,0.0355493520003498,0.0398130179385234,0.0437387569078814,0.0160781262399735,0.0242394539934868,0.0182261376942724,0.0172230930203808,0.0373081779158842,0.0118681994497487,0.0150941166301976,0.0170181168156808,0.014571430936699,0.0125189157369847,0.140897530796649,0.0111987800899532,0.0116908280486233,0.00326518774267676,0.0159562139711656,0.0169499939098069,0.0187721638268343
"FEDm_40","1997-12-16","1998-02-05","1997-10-01",68.90625,0.0346290129230578,0.127405759454372,0.127812110784459,0.0433491613188527,0.0737111852119236,0.0377331311974476,0.0429847835463006,0.0405885036127978,0.0450745043502714,0.037218545086392,0.140138336663509,0.0332218292822336,0.0379877209612012,0.0620016722308297,0.0383786483446324,0.0379700800938749,0.0397950149378454,0.0204941018217621,0.0458976964516549,0.0318452947781419,0.0185130464275137,0.0273564432769684,0.0174544413788947,0.0218362391031483,0.0236584957336261,0.0191117305811837,0.0180829214343882,0.144369049606894,0.0167845827489941,0.0217695795321652,0.0192548485663293,0.0229281145935981,0.0204560755687855,0.0209676535017527
