"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent"
"1996-04-01",0.0728509225677014,0.0413117988622958,0.0685712131475177,0.0944090280293893,0.0602475617970011,0.0557152271705963,0.0502064218666475,0.0514141006976652,0.0660513878006236,0.047402835439218,0.0827971211557798,0.124839148914616,0.0575978676862071,0.0807970827608952,0.0457882821038463,0.0132751799655856,0.00628815853358795,0.00163768355643747,-0.00105856563079368,0.00614891746775741,0.0092696224018431,0.00831174340851295,0.00190520948581203,0.00512057282430166,0.00364627143684576,-0.00557232135547296,-0.00209704483754945,0.010277387816846,0.00247933886524905,0.00792501664261069
"1996-07-01",0.0635610810682777,0.0441227141902653,0.055982979098923,0.109455544917632,0.0602811119331481,0.0541970539781027,0.0579592678649444,0.0668335826255942,0.0725901952913592,0.0790892892810209,0.0692344600345519,0.074151049490476,0.0545958124128181,0.0855146490076723,0.0524312088052144,-0.00488384810228861,-0.00997458537239915,-0.00633324303684388,-0.0270938404562976,-0.00923801159698499,-0.00687096948565587,-0.0108983241420233,-0.0171015875173801,-0.0104285472272167,-0.0155100776589184,-0.00962932099876291,-0.00324916752093409,-0.00721221041529206,-0.00947883217731988,-0.00869283395593393
"1996-10-01",0.0685548216651211,0.0472435497335093,0.0727760437665365,0.0764366087379249,0.0606674671278948,0.0573934107867322,0.0575807862044422,0.0588787238235366,0.0692971668593805,0.0527202612067824,0.0677355287135746,0.113605512880501,0.0547256729580098,0.0832155839568445,0.0591688615792097,0.0117243987043093,0.00408639967047867,0.00224199470328502,0.00568309513363833,0.00675307108675615,0.00628480971062393,0.00591247693010731,0.00234771465745356,0.00341202261911068,0.0054204956295274,0.0041752352836534,0.00632195306615586,0.00631132360114537,0.00572423703272003,0.00399096076226778
"1997-01-01",0.0642211474208404,0.0449633441763233,0.0669643845921219,0.0853296892161324,0.0594858227980235,0.0564112193285864,0.0558215474503049,0.059291348201639,0.070576613384314,0.058209634438817,0.0772978967880734,0.107996272161403,0.0565068976161433,0.0823065147696854,0.0546176676575919,0.00250643493920616,-0.0013866178890526,-0.00051106091861173,-0.00267894140358471,-0.00274308966156984,0.00269950484904891,-0.00082798660874323,-0.00766835123350473,-0.00197020324675427,-0.00695238234506347,-0.0018852400666223,0.0008639182266292,-0.00234144048904395,-2.28484923962602e-05,-0.00601390448104316
"1997-04-01",0.0691866503249823,0.0447982380129446,0.0648150364692433,0.0856604648460948,0.0553141199159291,0.0572054673028706,0.059909324010071,0.0697932477758635,0.0685509807734747,0.0601624775663612,0.0724769700617746,0.102041185959698,0.0525212187789506,0.0829749758167461,0.0545896423849958,0.0108175692741044,0.00371238796206081,0.00499084773168484,0.00380966111070072,0.00406720671413098,0.00672264263326158,0.00554068549581671,-0.000407789573503912,0.00181585977899557,-0.00131220748227481,0.00404986971641316,0.00800011784172641,0.00403326161856804,0.00709357074400323,0.00303875512097353
"1997-07-01",0.0645721674523143,0.0487692139196787,0.0628356538457325,0.0994387184559716,0.0630178356932145,0.0569261270366975,0.0628848734534128,0.0727924098798179,0.0669209051784368,0.0682502248422648,0.0602936061650559,0.082696939118509,0.050094002894787,0.0822150328526743,0.0582922892114326,0.0149599197679613,0.00613394044117359,0.00941552661543612,0.00600951225006581,0.00812662003688315,0.00790857819015496,0.00421409583208986,0.00137286505360544,0.00748616228802998,0.00047633590893537,0.0047801684236983,0.0116475952494891,0.00555546246841749,0.0102343263671616,0.00451926028672835
"1997-10-01",0.0730649018793068,0.0453614067952736,0.0635812342450551,0.0784967928219159,0.0572222185883106,0.0667361160875243,0.0598156413181837,0.0595914109249682,0.0656320192989597,0.0592867993195427,0.0706452349356432,0.0922814301616115,0.0684229773477823,0.0786692648897259,0.0611925513861966,0.0177162036900129,0.00768313421786115,0.00710327590419793,0.0144870323972352,0.00936161429114961,0.0140480792592609,0.011959131245455,0.00708096513071384,0.00734375583276809,0.0106980586436141,0.00762744713101876,0.0159546751158575,0.00835033281968795,0.0126381962413398,0.0119863062976631
"1998-01-01",0.0642551763614673,0.0474920007523997,0.0633868930040545,0.0853112826569048,0.0571674064000251,0.0584910797653691,0.0593468754752734,0.0672151202813327,0.0713971699300189,0.0598595774777426,0.069738967553647,0.0946676973431375,0.0585498642944373,0.0866742060403588,0.0564466826638315,-0.000901688084260101,-0.00156795658860896,-0.00327567523911304,-0.00661612708944079,-0.00299773060587324,-0.000455408165929776,-0.00413951811240661,-0.00836709054280438,-0.00294645025750065,-0.0054331958577107,-0.00593813238918772,-0.00946025049219215,-0.00634302882090624,-0.00347267658689953,-0.00181886885131906
"1998-04-01",0.0644576182188676,0.0477391677309047,0.067776076041899,0.0828720676773017,0.0598367163857134,0.0605905847700386,0.0578410122311086,0.066325278162852,0.0709775437240078,0.0576968059691678,0.0748099687414376,0.0877123526079466,0.0594300188118594,0.0872253220520108,0.0547094668748844,0.0039116236649188,0.000780137989348342,0.0017427731060601,-0.000155161775099472,-0.000488380664737819,0.00329574039345842,0.000512502392133463,-0.00341830162475763,0.00039588584208542,-0.00326674377029578,-0.0104128146591707,-0.00352322652051815,-0.00570507914542067,-0.00369284948379181,-0.0011031738485911
"1998-07-01",0.0699040407370386,0.0472361434838542,0.0624705154144968,0.076559796041845,0.0559722182150463,0.0547288299663286,0.0671526363430545,0.0683649261646769,0.0615160466300139,0.0635977486124325,0.0690577701044987,0.089788077909217,0.0645536298482692,0.0868248082400305,0.0622728122891971,0.00539241784977443,-0.000816960888298899,-0.00024443116329548,-0.00239323461532442,-0.0019890400772113,0.0018183702291194,0.00252020079881506,-0.00311626764788919,-0.00273495294921869,0.000720647056260509,-0.00649862993522709,0.0024413890640317,-0.000754853002976695,-0.00284810052950625,0.00261033353481635
