"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.030796115803773,0.0481306912141802,0.02613643495667,0.0486776206102771,0.0728028542013769,0.0250489227327533,0.0596817933610032,0.0314210357072122,0.0285215761324831,0.0250541251682334,0.0294911252423183,0.026743416880736,0.0420710414747839,0.0402109833831218,0.0339247040498972,0.0795343197645705,0.0439158476856747,0.0270996581852627,0.0319770162497624,0.0310369136012166,0.0427038921953856,0.0540490646507489,0.0439188408403113,0.033278569207322,0.0437734367009259,0.0001647489078906,-0.00471333540877636,0.000260812627830367,-0.00140793591934651,-0.00507355300875388,-0.000549405974191407,-0.00667166612750686,-0.002684279054902,-0.000358647518250891,0.000168941360068415,-0.00029558852997862,-0.0012461059786044,-0.00703299741652877,-0.001547128959058,-0.00120270751334425,-0.0122094607646121,0.00184546578882979,-0.00266827249512825,-0.00161697190584413,0.0012368682550209,-0.0118560568125169,-0.000701463648211236,-0.00898355120912191,0.00083906543477421,0.00246794564031943
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0439042621658951,0.0677484155908712,0.0243358247625596,0.0294505559119807,0.109123034324283,0.025747273282311,0.0351043076862405,0.0284093347021956,0.0305360558907137,0.0236388279356386,0.0224267106101237,0.0290718548863083,0.0336143753563769,0.0309761717982147,0.042901241632879,0.0834845871556154,0.0265437807352521,0.0283210124845302,0.0298534396962359,0.0374454276672463,0.0273297268419803,0.0377065224621228,0.0639080241740085,0.050709517702218,0.0377097145441994,0.0166694586287105,0.0182619236478715,0.00924843018078606,0.0140716186477267,0.0141444136648451,0.00731037058442446,0.00508531575603624,0.00694816830376148,0.00331516906127445,0.00496971537739385,0.00973368180905056,0.00878020114395694,0.0133217016446742,0.0150870484176871,0.0129411310541346,0.0250667016557527,0.0102971714077006,0.0125480072715702,0.00662602932361332,0.0095735020677921,0.00910756661348956,0.00903352511507886,0.0160480137333449,0.0216541565287795,0.0159220898252779
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0318601769853579,0.0933280899966042,0.026565794140251,0.0309481042629851,0.0458802097512731,0.0276227120383648,0.0640451172497269,0.0836366746286749,0.0322203968689999,0.0295898015251309,0.0423123319359729,0.0358246897241133,0.0456363633965819,0.0471790308438056,0.0295727994575859,0.0241857438339761,0.0299120381064832,0.0329919379760435,0.0552904319640127,0.028587353114682,0.0360454535437743,0.0325561459089329,0.0330617354564448,0.0300085776308408,0.0311382896593814,-0.0126773159937555,-0.0339740134394532,-0.0138650343268603,-0.0156683057263623,-0.020322814162725,-0.0119897415611938,-0.035171927470763,-0.0270244935335515,-0.0127247294190167,-0.014352958553783,-0.016964446655886,-0.0160868686343873,-0.0157570579587502,-0.0246444938682167,-0.0140999939399432,-0.0135401955726354,-0.0130100011107553,-0.0160041949796766,-0.0260245299491268,-0.0139009245930512,-0.0153362101171754,-0.0125618481412327,-0.011835665426715,-0.0132367248257571,-0.0132546898893933
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0382333922618278,0.0361583269497352,0.0287150069854892,0.0345595807062714,0.0589319396941694,0.0289354782982899,0.0432461970497237,0.038321271380821,0.0333606958375923,0.0263897735498616,0.0279667007983947,0.0283001854608896,0.0433799922630139,0.0350892068150549,0.0393131277461482,0.0855610148539266,0.0361596546790011,0.0446790575116713,0.0331190913492693,0.037383769495832,0.0443526776800972,0.0461550110778225,0.0526548538626338,0.03900408885517,0.0400299048372933,0.00792819853845312,0.00908786324743201,0.00337865075268301,0.00622046721392712,0.00854913106343911,0.00206363761742508,0.0106130220479946,0.00445894922139801,0.00803532562976673,0.00167139762905269,0.000792158187281758,0.00282874191238805,0.00894735958709865,0.00672364550869485,0.00679597252049459,0.00816911897461964,0.00656566940562446,0.00193071137676393,0.00783644426968673,0.00858348766858417,0.00274011006332546,0.0122284559445521,0.00627151945746109,0.00689287569355372,0.00620468951320252
"SPEECH_574","1996-10-02","1996-10-01",49,0.0390339577923254,0.0351014147418247,0.0237463283834455,0.0423241578303361,0.0383094601041179,0.0363755572573542,0.0347882683353325,0.0289593763318814,0.0326199017242048,0.0366868552408047,0.0574172359702662,0.0401402059875052,0.0436303594634295,0.0353040333636474,0.0441411219037304,0.0743493977123696,0.0358416020248689,0.0306990788356181,0.0390196490332636,0.0277488710778419,0.0347237491882497,0.0499366457821493,0.0449795475317716,0.0502317562797449,0.0438914681039162,0.0110631055471738,0.0143959600238512,0.00531922439822143,0.000167285819212124,0.00486375741112312,0.00489305098654162,0.00848950772611259,0.00149124744036981,0.00612077673386664,0.00659968787245432,0.0176337413324471,0.0140133492397357,0.00226142315266763,0.001593331778512,0.0176613442741424,0.00875949750018653,0.0157674335017213,0.00973492328435448,0.00442620555880254,0.010094086905655,0.0100471428039101,0.0183810709673445,0.014890979932647,0.0146516320936707,-0.00569470323813046
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0337756580760751,0.0416737034228724,0.0279478894675565,0.0386354454625181,0.0801942963111556,0.0296822109337796,0.0570388912778191,0.0298462622204963,0.0284311652059671,0.0258333490153684,0.0274381821717739,0.0284021985481334,0.0504097979568468,0.0316230592813316,0.0288775355247917,0.0845628854770312,0.0275482597352653,0.0294027365299941,0.0330145610970111,0.0281643150925551,0.0346033968204933,0.075013450053709,0.0474717097245572,0.0422902886727901,0.0381187519201082,-0.00938803650939479,-0.0120582545114668,-0.00671254967005206,-0.00856753087430053,-0.0132665943817329,-0.00823386637325375,-0.0276954350756806,-0.00495567174219051,-0.00828642496369676,-0.00728760234051886,-0.0100951730108147,-0.00752554449573008,-0.0129923556165879,-0.00857876223817127,-0.00824407397089582,-0.0183394457140008,-0.00630333893290603,-0.00671796807744057,-0.00972682136712504,-0.00885619892754591,-0.00922951794243892,-0.00989053073484701,-0.0132940033156431,-0.00548598916866239,-0.0103954375340384
"SPEECH_478","1996-10-07","1996-10-01",40,0.0281524299832852,0.0384083982949723,0.0329996863412978,0.0403448276632619,0.0441908583431523,0.0307626553760857,0.0292035645212619,0.0316105172671977,0.0427046025712021,0.0261717191107882,0.0323139321989801,0.0293994738998207,0.0515385395785777,0.0477963447198005,0.050638868696355,0.0640631996867187,0.0436191117886398,0.0682798916448153,0.0294157499966053,0.0297390553957358,0.0478529226949675,0.0419548016836644,0.0475901791456107,0.0350185050365379,0.0362301643606655,0.0110897968850606,0.0163904634210418,0.0117283607191025,0.010230198056206,0.0163846063505972,0.0140388763970698,0.0112273381251935,0.0150400386932829,0.015334068713917,0.0112233085770623,0.01184269461577,0.0116189820696571,0.0224997948251723,0.022626443270155,0.0208593818181563,0.0155817290533392,0.0176538020189857,0.0299951058121036,0.0127533702856469,0.0119760048527784,0.0163646166056664,0.0152991902914043,0.0170955894156398,0.0148867746624644,0.0138075680456874
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0297219117602413,0.0382176578227828,0.0271326354409494,0.0329147561707673,0.0410668584371422,0.0600701065862558,0.0377327133745824,0.0350442576894544,0.0332656722739903,0.0358173647324014,0.0296940405342258,0.0309093802430057,0.047758611744591,0.0422606543393974,0.0478786423026978,0.0645839812038514,0.0358256836639184,0.0361380453344445,0.042220148009866,0.0269112390304824,0.0426005976677827,0.037100657343926,0.0475544844857581,0.0286080403427854,0.0689718594647,0.000332425869592497,0.00240633823424709,-0.000992602491683154,-9.44021810035574e-05,0.00077994142610372,0.00452339261355094,-0.000493285316094887,0.00338441776409529,0.000147644979648022,0.00205445610565086,0.00135994351431278,0.00103938267082521,0.00337996518978659,0.00117243797720294,0.00620962653097187,0.000143682493377064,0.00373279063499475,-0.00059321648094718,0.000959826191314746,0.000102339728915849,0.000481407846722843,-0.00402722088989967,0.00333955748999005,0.00113488773807829,0.00347149662400616
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0436514204892993,0.0381263445854239,0.026292549558451,0.0302317014259797,0.0472783620927496,0.0306852184316425,0.0396391046094528,0.0330884488452398,0.035430094804106,0.0351555362312647,0.0465818450893369,0.040159308875565,0.0519405010554076,0.0399192229839479,0.0319013552213064,0.0298988064468615,0.0296532441305193,0.0312658657076084,0.0448953922835997,0.0286355283506816,0.0391961118560576,0.0494185530226484,0.0853126138439789,0.0299410660082789,0.0617018040505925,0.00596834057129281,0.00700854481414506,0.00158186553477678,0.000807975961195714,0.00203504493902201,-0.00138791509521233,0.00233025249126182,-0.00143548788170906,-0.0012553546921353,-0.00651666906583933,0.00490204065672741,0.000271638197537433,0.00713708449721549,0.00239543915454471,0.000629019136194234,-0.00051964085537699,0.00201898219009882,-0.0036236008630536,0.000113941125636817,0.00130998085319687,-0.00283264201759836,0.000637685432050288,-0.00389602670895671,-0.000238435547228431,-0.0141441255755353
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0659112787682514,0.0327731219914791,0.0312599754767216,0.0290172550509977,0.0568457842348064,0.0403604803184241,0.0459584299980948,0.0438938971829694,0.0276698605778179,0.0289322168533544,0.0340820372270689,0.0405883197363525,0.0590853877122054,0.0385787222612415,0.0444867690229164,0.0254955761510933,0.0431648440344668,0.028231005934644,0.0375225834619972,0.03661799465168,0.043361027265618,0.0280062453231696,0.0407333860329905,0.0431394394126622,0.0542843613189768,0.0254691315463036,0.00510946366749798,0.00465603322517188,0.004400701571212,0.010607723149238,0.00692773962770169,0.00527600805722741,0.00834737707991601,0.00846507563484637,0.00760096594782748,0.00183929982480838,0.00697904360709244,0.00423262173640814,0.0084978459251434,0.0207117285655302,0.00556958434395518,0.016535345247493,0.00702858471600273,0.00873497577059573,0.00786008528906193,0.00621702187972803,0.00617836815226677,0.00666418517940567,0.00386117105185713,0.0113709651296353
