"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.02499353289969,0.111824729379931,0.035784007307243,0.0239812453695741,0.0275192626089213,0.0579495348952024,0.0309164030387638,0.026269527401629,0.0274650992385657,0.119663078702606,0.0400898038441493,0.025673500281423,0.0286866119879953,0.0972535608457295,0.0650341064823316,0.0386988186924892,0.0240540800243378,0.0294444275389719,0.0289842033775423,0.0452697277764541,0.0231390909683851,0.0281751066081254,0.039130540729939,0.00497629308432454,0.0498591376275374,0.0030029451105791,0.00442238729749943,0.00574989645028818,0.00683925548597042,0.00663249091364237,0.00403612861104032,0.00477659614807615,0.00410231987076612,0.000503381753208582,0.00472547852848111,0.00668406369257891,0.0101698169744349,0.00914633450008417,0.00369507768686573,0.00380418597970656,0.00618813752492488,0.00674044546000611,-0.00282324999928632,0.00579387417966757,0.00326474152370294,-0.00147675858682786
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0255969585133473,0.126601590900654,0.0306232566591075,0.022302278297896,0.0285679887081696,0.0638270165459186,0.0315463945383556,0.0282924067201599,0.0285792473493378,0.116024856211359,0.0328231840040176,0.0219501455679687,0.0279244741790024,0.102992112527041,0.060779575551121,0.0403430765975204,0.0248203120705889,0.0258903888959752,0.0235740020564667,0.045420288498364,0.0245182635955224,0.0278709043436931,0.0391312776684126,3.97071584058069e-05,0.0399185933744306,-0.000677546272668949,0.00247181762937235,0.00234166939172595,-0.0157801104096236,0.00346236992292044,-0.00311435650224151,-0.00473778826780203,0.0381556804519961,0.00170720040257544,0.00142382997271181,0.00312120832286371,-0.0190077846019167,4.4515805797947e-05,-0.01344432307343,0.00091640642048271,0.00114708100180837,0.00150582219084281,0.0123660374217659,0.000153156823274095,0.00475788932169545,-0.00842448138359868
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0248387398397519,0.104844354549942,0.0275839984786018,0.023839061100611,0.0269703984368438,0.0572414365200642,0.0353191824601244,0.0315733689373623,0.0247653205242433,0.132171169555094,0.0294065662552112,0.0246148678250226,0.0291851374993453,0.110380434339972,0.063522015987122,0.0382229430871811,0.0271938863434025,0.0338310917679574,0.0255368649244352,0.0426924533196156,0.0240141453745435,0.0262622376851035,0.0359903251884485,0.00978298284915874,0.0680944775041149,0.0111539273513214,0.0119536556639961,0.0129911894843733,0.0175383259783059,0.0171721058466966,0.013556734691392,0.0109587675216953,0.0850197262542103,0.0101696568688049,0.012188069712948,0.0152286502875716,0.0242057232500708,0.0315914340923699,0.0161113163142257,0.0134392155073018,0.0156900890259017,0.010926779830526,0.00834787687092741,0.0100896436316926,0.0123981384835597,0.0129804672827751
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0240138757535646,0.114523282266993,0.0327641574222403,0.0239474501479466,0.0279297116676799,0.0639963665798733,0.0338211656776373,0.0251519243015633,0.027266977726653,0.128431049219695,0.0308774164458877,0.0254986740713891,0.0263081146447753,0.109737735075527,0.0623670248764143,0.0358723443774755,0.0249913906488976,0.0317483089445899,0.0256324448027895,0.0372221400409475,0.0244477761250959,0.0254810059092374,0.0379696632731277,0.00420259919891583,0.0614836732119926,0.00122315630048335,0.00399055796432488,0.00253432165667838,-0.00673783096097265,0.00574544389434792,0.00102280380103842,0.00435056032350029,0.0399073386517144,0.00550419009787691,0.00491638807714933,0.00660493554087337,-0.00977796629597625,0.0202380098762455,0.00196877952418515,0.00366838832978437,-0.00144474200273665,0.00612351856115597,0.00848955213189239,0.00411944138848451,0.00382402499819996,0.00674396933409011
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0248943971667648,0.113898396611019,0.0324852834268519,0.0242997457984763,0.0267259812858733,0.0631639078358467,0.0338009071562651,0.0258756491351185,0.0250450476791072,0.126599224307671,0.0355543259783526,0.0240935156768912,0.0277316688642207,0.119002437075506,0.0516828480079869,0.0385275504320715,0.0243435629707035,0.0287973556705655,0.0258656197751416,0.0430870746718864,0.0247799690759327,0.0233570885418058,0.0363884428559429,0.0145821709741928,0.0756268896341688,0.0193686239081924,0.0143664696705232,0.0181834230556754,0.0290744804983756,0.0237072203566155,0.0161374910265125,0.0133510439865236,0.102842225607752,0.0206411854100167,0.0147049983020891,0.0198740728176697,0.0621962169246252,0.0280287255519765,0.0226813226733692,0.0164841250847854,0.0157011792315984,0.012827204073055,0.0298924165889735,0.0178330171484019,0.0154045855301814,0.0207542487627561
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0262240798885163,0.126629872962649,0.0328894625997394,0.0237451851724817,0.0297530784340797,0.0587803397900976,0.0307796968510209,0.0318502164564171,0.0272154494005136,0.11189387335507,0.0350012674084514,0.0260804238669137,0.0279132699427611,0.103686953408559,0.0517866402746297,0.04119481157329,0.023857914016826,0.0353740359597807,0.0241123472617287,0.038946072128058,0.0273753708828071,0.027326303384295,0.0375833349813147,0.0131206825593016,0.0485246740723191,0.0119918994969975,0.0111926630888349,0.0115552022360275,0.0154487192476103,0.0173317739206362,0.00599882574298553,0.00588400898105851,0.0875978845071844,0.0136494743787985,0.0102081763390367,0.0129887526512908,0.0259749316530947,0.0282575443954546,0.0112847229108122,0.0102490139256276,0.00934748144710109,0.0119059652038373,0.0175425617361688,0.0117846739536241,0.0119532630324298,0.0187471699242807
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0243672519434995,0.105368027476214,0.0330570995177109,0.024281726924852,0.0297839829716187,0.0606602293549581,0.0358681822378889,0.0287760128635212,0.0285823568844859,0.120868755977861,0.032201412609311,0.0250881447566762,0.0273016596862787,0.11739817962638,0.0541678816096721,0.038949024147971,0.0248489803707374,0.0261558370168911,0.0267853358582351,0.0505012311565555,0.0281350955003701,0.0252850576885852,0.0315685338197262,0.00568834214412753,0.0311568783919521,0.00952771053873358,0.00426450880770354,0.00283995179701242,-0.00219646064319199,0.0153101078644858,0.0047344262269243,0.00193442236720451,0.102838716437242,0.0148363711178405,0.00618521958220819,0.00773812204748553,-0.0230054551350991,0.028982365581774,-0.0045355265488671,0.00256243873440054,0.00867893939916099,0.0105846236897194,-0.0211488695215305,0.00577398037115864,0.0105761456352764,0.0171895531645207
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0242080699786312,0.117934134823015,0.0367570947831006,0.0225652344448501,0.0263755890187613,0.0628210192849889,0.0341977211269081,0.0265012256110048,0.0248425093974787,0.120104763966246,0.0332876471111082,0.0236934602389413,0.0295929649509961,0.10080007357053,0.053958555867073,0.0388987677428087,0.0243870462176897,0.0314427968536577,0.0250899336441484,0.0490912486139868,0.0292603568413526,0.0278385274448824,0.0363512584678408,0.00515774627109456,0.0484787776407917,-0.00143459253121689,0.00189891787670456,0.00464279152990697,0.00997628819479819,-0.00528394230006986,0.000864143046877066,0.00286019958376204,0.000789205532771202,-0.000447919430823218,0.00214821242963767,0.00332478271028152,-0.00897780434877226,0.0067600844655077,-0.00745658424084962,-9.8800115971472e-05,0.000694477487454122,0.00129338597618811,-0.00366397281022692,0.00286861449678979,0.00519220963131908,0.00573353365996087
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0285596500848883,0.109264114890359,0.0331640450972881,0.0227150152333512,0.0239949603525729,0.0536470087768625,0.0359192847622637,0.0244194921630269,0.0253426463672051,0.131063662560931,0.0317729756371349,0.0234180416728031,0.0277378404850673,0.120461318817188,0.0522193623822245,0.0369841903708757,0.0265597897219043,0.0306364161434502,0.0267631970747029,0.0491346280643682,0.0293642898552164,0.0265675769338694,0.0302904925524469,0.00321964050519873,0.0465921321089454,-0.000190888893549449,0.00176858294429606,0.00337516374820978,-0.000687396213608236,0.00600552274561914,0.00352028723720184,-6.61868548312123e-05,0.0113624186607228,0.0037496574733427,0.00553888432933084,0.00548841329845711,-0.0270307252437891,0.0104859402006269,-0.00400272957559445,0.00222622412488701,0.00297157718177047,0.00354876289694812,-0.0152236499155105,0.0021395615222372,0.0060077459605062,-0.00273079908765016
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0234140871260106,0.11267122398435,0.0318366562603301,0.0258724178411282,0.0258225855996329,0.0762469335858551,0.0326546295287878,0.0246162705145178,0.0249612389294613,0.113014627973697,0.0305073970828154,0.023782747282873,0.0294381058572553,0.117661341493393,0.0568610881134631,0.0407591536688776,0.0246195225911129,0.0337393454668997,0.0259666317512825,0.0410508188382171,0.0273506759725513,0.024508296779629,0.0326442037578598,0.0062016145342005,0.0489111016975905,0.0045165338832024,0.0064234587115574,0.00550700295529609,0.0026573205507571,0.00967495329915078,0.00592218030298158,0.00631051388869889,0.0196886841096007,0.00373624405680157,0.00473903279047456,0.00824231266368421,0.0135304236697654,0.00499563328819337,0.00483751416255758,0.00502428740808375,0.00688803750168106,0.00416806233245732,-0.00637425746744587,0.0050138302493107,0.00617332658928571,0.00735375572789762
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0268708143053565,0.118433906765261,0.0291466589972075,0.0254302715193815,0.0262642503225196,0.0686580540137459,0.0306093682248085,0.0264378423465942,0.0310917530134418,0.131165537653538,0.0311688185923294,0.0230997793178365,0.0264606458465791,0.110711339054764,0.0553731723329057,0.0349132226094168,0.0251072963571189,0.0232707041272712,0.0247787682915887,0.0426349378195036,0.0317696212076461,0.0256905108453944,0.0309127264357918,0.00888810704143172,0.0755375924511928,0.0104490470258491,0.0101593023205851,0.0121189565691045,0.0153313959111437,0.0122004858471866,0.0107642707233035,0.0137066182033127,0.0371436963995517,0.0128662693465657,0.00891169639439878,0.013217244847824,0.0327080083214122,0.0112765046937226,0.0115461704744621,0.0121031293163459,0.0106196301329634,0.0108834591652645,0.00801009585218875,0.0105827094375515,0.00971645509462738,0.00905770458040185
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0272330726409159,0.107417133367476,0.0316166802650203,0.0228235146233879,0.0286827682437436,0.0651903078535074,0.032764919094849,0.0295084574931608,0.0286881294810574,0.113292760954832,0.0377527886053467,0.028902262252723,0.0288713138835319,0.112416628348791,0.0569636517921107,0.0279955480982243,0.0285932405425644,0.0306451435370963,0.0276321741305904,0.0412839170277054,0.028853204295161,0.0290089665573685,0.033863416910836,0.00737581579063637,0.0654466185813041,0.00694054667597535,0.00562798618729466,0.00688485940161411,0.016848838778233,0.0119971115502363,0.00488421769305815,0.00769314064706052,0.0581858199422276,0.0123983056480711,0.00768379557630483,0.00830181802365224,0.025955263888537,0.0155340325555946,0.00865028933969198,0.00507474206236648,0.00859323731037762,0.00717918444873371,-0.00162147784268172,0.00807339960133247,0.009379494895292,0.0124541124966129
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0263578261830202,0.120333623173526,0.0305249458549187,0.0237725882954521,0.0262996054749575,0.0602367834690836,0.030035625267331,0.0268817142915398,0.0283135562304804,0.137264462644901,0.0267880324248629,0.0250901182935835,0.0274723695818881,0.126991789991851,0.0484370229266354,0.0334249896988667,0.0237382090862686,0.0296270939479976,0.0249774462677469,0.0384801246195571,0.0261933832316121,0.0227788845680291,0.0359798044758907,0.00382475258189366,0.0557177345897352,-0.000282294659278068,0.0015231377411047,0.00282581684802357,-0.00602000586815927,0.00426909415799316,-0.000597632715411785,0.00329838205275744,0.0220953997249163,0.00180772445521209,0.00122339298885605,0.0022464300294105,-0.0209536465510076,0.00857699370740358,-0.00616874817428445,0.000454947320300871,0.00229785558926734,-0.00308986120489495,-0.0090595959222594,0.00352659236755842,0.00270970225727025,0.00380496710165751
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.025543898661145,0.107448346360409,0.0339130205188074,0.0237494242050119,0.0269181100274077,0.0650941701145957,0.0316539732351394,0.0315478957860154,0.0258698348420949,0.13812790230824,0.0278895750509546,0.0271181780474717,0.0278023377415381,0.109430310310909,0.0509511377550312,0.0331939193501534,0.0218622714457036,0.0299837893215189,0.0254600958109523,0.0371681465281417,0.0342809590766607,0.0248616423002665,0.0401310612018321,0.0108439347954742,0.0583293808259212,0.0141915904827678,0.00938181374776897,0.0133750917207427,0.0292147567563449,0.0163408727775643,0.0117097248794535,0.013296453747567,0.0815954274669332,0.010115188791789,0.0119442822808071,0.0095698312321757,0.0406228922026916,0.0269081397332728,0.0103828260256439,0.00898446178529525,0.00979235451091905,0.010387708815058,0.00712748809940178,0.010661077159937,0.0102229303423714,0.019535937125005
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0244847197107902,0.107736080062788,0.0284309616828047,0.0247176075819566,0.0278089326956903,0.0685893415728449,0.0322639797456211,0.0285464455283825,0.0243098124424468,0.116282838444143,0.0370796116581469,0.0263564378008542,0.0287795114753181,0.114809665383795,0.0549468092884527,0.0370268432852958,0.0262635235066601,0.0281960029088918,0.0268531789848448,0.0442339540919469,0.0314185914535874,0.0247296710268206,0.0361354796679169,0.000440104325968224,0.039850425391592,-0.000593668444000437,-0.000410866182457647,0.00292240108498807,-0.0125946004641095,0.000449788010279826,0.00226326286197601,0.00125578556627293,0.0109727503385346,-0.000881416792127016,9.93416692852538e-05,0.000964436382630753,-0.0280872997734424,0.00510866525673704,-0.00420591713924019,0.00124598840576306,0.00156093033667267,0.00141735741913623,-0.000738090661996535,0.000554676576850262,0.00222450022822478,0.00491779564391871
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0251460766472324,0.105361037237025,0.0309345716227522,0.0221514630605907,0.028876391502541,0.0689558334268111,0.0319619557139268,0.0305457067988859,0.0259260453602248,0.127562944786678,0.0299468608030416,0.0230542787099909,0.0261079666654138,0.111331448143402,0.0549951432062592,0.0349637785288574,0.0258892930053469,0.0285950993586801,0.029908280931157,0.0431537845797995,0.0301821956270326,0.0271581925634005,0.0372916517209503,0.00839623140392039,0.0784418483607625,0.0073844097274936,0.0090105038397903,0.0123737222059779,0.00948330290425123,0.0102214293232558,0.0140309391081069,0.00980410887325769,0.00987896132862137,0.0107617255110969,0.00902513809998244,0.011196065970645,0.0123942702922458,0.0151379660311981,0.00762052452554684,0.0111093504648769,0.0089658205118655,0.0121401923782408,0.00854523157142488,0.015345688133423,0.0109566103382846,0.00628134350747155
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0271685813071215,0.111665518079254,0.0305000653455899,0.0260637863193946,0.0265637401570671,0.0703099992382579,0.0319241034848228,0.0255241480825334,0.0297915940587129,0.117302342342663,0.034969000474869,0.0261675348580461,0.0293077083671218,0.104051461732265,0.0636418941071102,0.036801528506627,0.0263918271248036,0.0289030321005771,0.025730646451306,0.0389943716520486,0.0272454764956441,0.024089078040789,0.0368925616733745,0.0157572866367966,0.092649117553361,0.0202917906140222,0.021103220582933,0.0180834873054171,0.0412320811006269,0.0264786817955459,0.0154816455113171,0.0168677789802108,0.0640423326479343,0.0233979131283872,0.0172785893941606,0.0212052771323311,0.0499250966442471,0.0331612590596166,0.0179071419101818,0.0183076039769532,0.0190159418990431,0.0160980411507362,0.0155781409537578,0.0159109073125224,0.0158765223066049,0.0183613207501608
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.0255717948654209,0.115059839177384,0.0316753901422216,0.0258656032446887,0.0263085251904305,0.0716869593131905,0.0354875296357284,0.0276953765548763,0.0287961771972178,0.122628760816193,0.0369200664045993,0.0260812460219809,0.0246745118126437,0.0939973719089339,0.066583847417915,0.039505941367567,0.0263901823442422,0.0281852609603222,0.0277527618658276,0.0367379804470583,0.0247190224456461,0.025125528159293,0.0325503227066184,0.00686536152917934,0.0488898798377493,0.00743252844450897,0.00432194341744504,0.00732105231183799,0.0103688789907106,0.00962263280121743,0.00479449602203933,0.00435440143667044,0.0195329524279652,0.00929146776852121,0.00687648495825437,0.00450587025176194,0.00338835093396494,0.022925548483386,-0.00260880853868715,0.0048157323667924,0.00575501966948218,0.00604067583427728,0.0010282932223986,0.00559475948101306,0.00653974012760218,0.0104730557525807
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.02638781207979,0.122842698108651,0.0294569118389574,0.0226982727623681,0.0242045880854886,0.0705537596607031,0.0324149010050622,0.0276010470601624,0.0289265036418293,0.121667444857468,0.0312729134013152,0.024708934836389,0.0275273718496696,0.102318967124836,0.0614997597644653,0.0360726461877181,0.0263653428058048,0.0298964380588296,0.024232167318677,0.0369193761804924,0.0261575157206602,0.0255095154641966,0.0407651121864663,-0.00299433186588654,0.0575632621489095,-0.00325074430039784,-0.000260479847158292,-0.00248309174039015,-0.00886348900837338,-0.00432225393296664,0.000144857820080632,-0.00404541155427473,-0.00100577665226244,-0.000774781866376551,-0.00228156844652186,0.000434300584308738,-0.0280702097997198,-0.00524804881412766,-0.00379277268689696,-0.00256821801781938,-0.00188761237225196,-0.000187809309692911,-0.00868099409335871,-0.00232621262525552,0.000616582833481076,-0.0126331533739161
"FEDm_30","1996-09-24","1996-11-15","1996-07-01",75.5,0.023652006535613,0.113015761878324,0.0282246193916826,0.024423603240187,0.0281291989406523,0.0642502099487001,0.0308963620458637,0.0248318440826939,0.0273821352348516,0.146158728426421,0.0309447026594596,0.026565282596838,0.0274467381435849,0.100671437190977,0.069941936695906,0.0337181418597725,0.0289745639823788,0.0309910390217295,0.0218647165927771,0.0339798302643173,0.0240701525353249,0.0248695175444411,0.0349974711875041,0.00399744640533164,0.0693930799895918,0.00697088510970362,0.00493714013694719,0.0061978115681034,0.00966472869774372,0.00980687345558036,0.00613377323290391,0.000336324200731496,0.0609734139722698,0.00784303031684337,0.00479730589616855,0.00340109765026532,-0.020286557968221,-0.00230929422286357,-0.00120115546522567,0.00484239103915878,0.00324067949016246,0.00419023105201191,0.00704397004064412,0.00632218040323681,0.00501712674894197,0.00411181785829515
