"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"1993-01-01",291.628834355828,0.0779778353579126,0.063886641751728,0.0285556917436948,0.0528884405102962,0.0450505067869641,0.0307464461000266,0.053504964316775,0.0579942610491133,0.032795877228176,0.102196860729077,0.0616357049771332,0.0350697871874915,0.0491906661976403,0.059490149317002,0.0508969553456069,0.0682534635765148,0.0642381729170483,0.0656275749077998,0.00801956760666052,0.021818856860712,0.00542175195792457,0.0086629793950047,0.00229262672723111,0.00555350459966033,-0.00540570763880299,0.0117468392155008,0.0131184406110819,-0.0116957579753401,0.00227398688155772,0.00709489415158003,-0.00873903420176128,0.0229350443351583,-0.00238741724325798,-0.00896356746838318,0.0122088911305792,0.0242030895413481
"1993-04-01",284.365296803653,0.0679265848677899,0.0764109143270264,0.0268736739111289,0.0595574366409427,0.0445237999203932,0.030218069602276,0.0474166380777316,0.0632126524408399,0.0300264950390505,0.0973014625045446,0.0527742570384009,0.0414356052903869,0.0488430928950389,0.0675571125877614,0.0505815617466825,0.0729058969217037,0.061041097196051,0.061393648992251,-0.00105428600265321,0.0122438629237257,-0.000306936615221467,0.00219133089088581,0.000959642843893015,-0.000316090649056879,0.000706663974567412,-0.00370304478027165,0.00565100582505312,-0.0224688968430687,0.00218178424656396,0.00684117064586111,-0.00648212087735863,0.0238555889351239,-0.000184522217373385,-0.0158048479860237,-0.00248876968454421,0.0126177830278798
"1993-07-01",287.547134935305,0.07335007493097,0.0661060798682793,0.0270732447283117,0.0563681502755046,0.0400825386043758,0.0312969583814662,0.049681615979791,0.0703328948306431,0.0315924875792974,0.10257667169022,0.0637271572151699,0.0377000580093009,0.0494649524126629,0.0590655179251767,0.0620642989358465,0.0583375525065901,0.0581645330485536,0.0630152130778404,0.00868306686728933,0.016587391664486,0.00301419243783931,0.00403479465755027,0.00552575953107406,0.00442757298064731,0.00412275925333243,0.0176957958993716,0.00864527668996937,-0.00718208942439629,0.00178646327699138,0.00794801766668181,0.000231055557487629,0.0226796529153946,0.00502640837147929,-0.00180466120262553,0.00913386217075423,0.0191278625164166
"1993-10-01",305.452574525745,0.0779407750010437,0.0682467320500434,0.027036752054852,0.0617514189371127,0.040718765844527,0.0287758483024278,0.0450700248851738,0.065691094261132,0.0318586984419366,0.0949721733982509,0.0753310847185085,0.0352681114918362,0.0433353281653353,0.0525703009063559,0.0652652391452531,0.0538823338434142,0.0672432950239376,0.0650420235288592,0.0146215302536343,0.0261586696424755,0.0085773513135651,0.00836377089385972,0.00779766492078995,0.0080744285967841,0.00888417875680335,0.0238927751154763,0.018600011381262,0.00424187332558922,0.00977991464664328,0.0121825855271979,0.00500864639058366,0.02139834356852,0.0128250209328772,0.00204406013672311,0.0216111158632345,0.0323872973741292
"1994-01-01",279.795731707317,0.0745984166062228,0.075422428245957,0.027007547529872,0.0515159706063423,0.0407124088402313,0.03185111239569,0.0626357016289514,0.0678814589506263,0.0313182751849247,0.0958674483447936,0.0629206746181084,0.0394142088901413,0.0409684765181558,0.0607417523596018,0.0509351625119833,0.0588672578110557,0.0630376260502959,0.0643040729070464,0.00938522395655975,0.0251352828192863,0.00622116888077563,0.00420020540802789,0.00723279822146036,0.00838931888960657,0.0091611769588663,0.0184589776501417,0.0137847809927299,-0.00357198066171397,0.00583238462609901,0.0119577702339433,0.00228790404170884,0.0222626856796839,0.00716988056296855,-0.00503255295765142,0.0158591231285589,0.0303905680891557
"1994-04-01",298.204188481675,0.0712834552790305,0.0793602918231138,0.0270837479300696,0.0471380850242407,0.0445344477147251,0.0295031965008641,0.0664094408846126,0.0724804893316233,0.0326581031887504,0.0798538122874439,0.0536959669422297,0.0444133108635095,0.0402602606902144,0.0708366007269851,0.0601694974086738,0.0499199856104355,0.0680380319265829,0.0623612758668952,0.0181115082679354,0.0274991233788828,0.00795395511101651,0.0106687820099602,0.00997035688207274,0.00748041677179517,0.0135135364666924,0.0269777803990881,0.0143812669036774,-0.00261309518630687,0.00535297038330037,0.0126232364949009,0.00788571098398272,0.0240754551761387,0.0209038321473193,0.00707783556362982,0.0216292926066955,0.0342243554429704
"1994-07-01",283.186893203883,0.0718423101828146,0.0795568283558901,0.0283784362137717,0.0489797450371264,0.0419731397799165,0.0326745563608016,0.0612692543209732,0.0650226051614441,0.0324847139258661,0.0846872593292819,0.0607747777567937,0.0426413731570691,0.0423713226716168,0.0674809537433832,0.0578935577900902,0.0550374644691707,0.0595976518468559,0.0673340498971341,0.0145956654516611,0.0268686976957368,0.00837543461405973,0.00828947747212461,0.00950050545377371,0.0104128976508119,0.0154713740342541,0.0258274492137289,0.0128754711158881,0.00584958608133806,0.0103156502379291,0.0141441674473271,0.0073380706211,0.0204053771215339,0.0149721906438502,0.00108530607732484,0.0119395529745853,0.0276455376012675
"1994-10-01",279.700748129676,0.0723347529621704,0.0764841356576659,0.0263495108409551,0.0473064846683689,0.0477359266592939,0.0317841914272784,0.0521607771485217,0.0688383721619481,0.0327289183356181,0.088874066459525,0.0621452784956482,0.0397378735568598,0.0372043400827426,0.0746493591465134,0.0578207485459592,0.0583301503615353,0.0632804441834453,0.0622346693059507,0.0083148131299877,0.0225246355075616,0.00445973547640768,0.00115573692872105,-0.0011007594779337,0.00543215004881684,0.00519086294074081,0.0143228799406496,0.010156000250184,0.00226364783644838,0.0117468561490425,0.0102128917450924,0.00518904552852263,0.0168136294361599,0.00713104300770635,-0.0121330547807844,0.00745180688297202,0.0263584187591599
"1995-01-01",292.047619047619,0.0769021966809519,0.0771741473088384,0.025530220766893,0.0489972100070021,0.0505929369713147,0.0301907014945392,0.0567189294549906,0.0617431756389173,0.0333971019092156,0.0769001125999722,0.0481544906796435,0.0338167209351208,0.0447954793182167,0.0680245486846176,0.0660356994625331,0.0637950700796906,0.06997816076925,0.0672530972382928,-0.00411364152936765,0.0212457608023632,-7.12558785415402e-05,-0.00475808622913468,-0.00932279651847264,0.00136451079195973,0.000171527466059358,0.0076271193988093,0.00788258369293781,-0.00900485158591486,-0.00289419657502403,0.00494534032486679,-0.00296698688289558,0.0104463545066844,-0.00803059442288123,-0.0117074869339153,0.0034458737759724,0.0126875877813275
"1995-04-01",299.375,0.0711170952026883,0.0760649773345509,0.027022654867849,0.0455437588626881,0.0427904201514155,0.0307474039308714,0.0501705928100265,0.0711900561279716,0.0356041700906694,0.0822386826297757,0.0505734636277991,0.0295076722960426,0.0442683707539403,0.0608589403300323,0.0696491609542361,0.0699862080967946,0.0717095932422723,0.0709567786903763,-0.00147680998609827,0.00380532725368661,-0.00260825750733698,-0.00246157991821148,-0.00335043589746945,-0.00131958012339287,-0.00334421679175107,0.0181214725763017,0.00398667548413499,-0.0310292912007409,-0.00995458836438315,-0.000782726733526167,-0.00360951083314275,0.00684006660008505,-0.00769642192478918,-0.0218180873529102,0.00133837318933799,0.0190955051567304
