"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent"
"1996-04-01",0.0260923790657268,0.0324841304615353,0.0216383502025909,0.0298930748976713,0.0304644832635362,0.0678410612945802,0.0219659578843372,0.0737670445637491,0.0542416663473611,0.0270409229929041,0.0221544629170926,0.02500944350458,0.0284337617118249,0.023229966141849,0.0324196192303404,0.0325291508198838,0.0258456780317077,0.0288610574573117,0.0462104536738325,0.0508849506926152,0.0410508002442858,0.0419662389667481,0.0334028850898686,0.0253828954256978,0.0480062619415756,0.034488493603002,0.0492438655488769,0.0254509440249151,0.00226891395599147,0.00109171545019774,0.00110711047547062,0.00320866788129454,0.00423135481002145,-0.00104701580975617,0.00139470257839856,0.00277579709058831,-0.00368672247649773,0.00072234673332987,0.00265228448425588,0.00439462316439409,0.00686796674439992,0.000497642485847037,0.00425039610521884,-0.00174267513156038,0.003035103994875,0.00228971879216842,0.00928414385012206,0.00813139917438318,-0.00141369671836721,-0.00205484009525045,0.00575794416006822,0.00412733777710237,-8.70259169855966e-05,0.0043452045677692,0.00244217983749333,0.00271259261660094
"1996-07-01",0.0267506556644521,0.0412801112433631,0.0267997062210584,0.0303781801515039,0.0494427670706741,0.0452036852258555,0.0385758762339495,0.0458717038774283,0.0522700771148919,0.028926030382692,0.0242894631459868,0.0334991988598691,0.0272182165151136,0.0286323789206718,0.0311622297001877,0.0365646619602701,0.0273361683421982,0.0335280626796224,0.0427430176714899,0.0430891996823166,0.0298462317987514,0.0432414335940892,0.0304271716139074,0.0316757672645995,0.0540820043774771,0.0321236942239468,0.0306414807741091,0.0344008256895246,-0.00486066987315694,-0.0089301702422705,-0.00669895891509616,-0.00416710888863452,-0.0184581289034324,-0.00244025481606352,-0.00227425631274017,-0.00330713058161458,-0.0099950537000506,-0.00428510378775187,-0.00521633878052664,-0.00846130046569646,-0.00441698935440813,-0.00579137845762348,-0.0027735828474122,-0.00344100599433142,-0.00659423975990586,-0.00729259100052011,-0.00573242516255439,0.000128407770346532,-0.00366741577900103,-0.00902535738897136,-0.00336634005485868,-0.0056157228333254,-0.00512635834610072,-0.00449798205165295,-0.00227966314364031,-0.00800827999325744
"1996-10-01",0.0293039652244421,0.031916638015752,0.0251558585813157,0.0288570833085543,0.0320629994530159,0.0586797396556082,0.0272223974430799,0.0580621224852774,0.0420065131483953,0.0323422287688466,0.026971782189193,0.0278703702926244,0.0298623586700748,0.0286376514844432,0.0400956634041572,0.0340163416434511,0.0294413934783151,0.0334672348873659,0.0382503205933134,0.0400284678659642,0.0355678746972776,0.0413455210281987,0.030643782985755,0.0287000834927653,0.0560384337926349,0.0336450678174942,0.0486827447924481,0.0311253608002362,0.00315200788483231,0.00282595238895705,0.00195086091800856,0.00384387000946296,0.00209692057296132,0.00804917679847582,0.00202466182554614,0.000499267186728199,0.00218805904688345,0.00197057909175598,0.00195008309064173,0.00275794922518403,0.00408433005623374,0.00165071579705311,0.00116432948524107,0.000867228348353474,0.00333976377064193,0.00207017366797655,0.0050546467434583,0.00714245237892193,0.00143933407525435,0.00267953434112301,0.00371763518582349,0.00251487124927154,0.00441182752029394,0.00154789491593905,0.00250446565586984,0.00289159736033992
"1997-01-01",0.028574419383717,0.0327564791881793,0.0243435031914005,0.029828121081128,0.0362215241337116,0.0706833368111005,0.0318037488525839,0.0591649904191392,0.0457449260830537,0.0283287904380984,0.023018404628943,0.0278912529086966,0.02857225492774,0.0275807375739269,0.0322919884148462,0.0343955737843894,0.0275422875579457,0.029418941031848,0.0391368510735487,0.0378754273305528,0.0379649112564255,0.0440741871331419,0.0308153926838342,0.0264173969979538,0.0612768193363455,0.032186139637993,0.0428234183034,0.0292681758363567,-0.000721930220895044,-0.00222762365505272,-0.00153453604290742,-0.00196522231815508,-0.00404289546168862,-0.00250416206872269,-0.00425372700405021,0.00171205177248088,-0.00268309151828011,-0.00143100229635802,-0.000103275724304016,-0.000706751829969,0.00226931144479213,-0.00224285986658462,0.00136209809978609,-0.00114445788404365,-0.000234338364913249,-0.00182743715355709,0.00217140191412945,0.00368675931658822,0.000463149456144804,-0.00526829806849577,0.000462161468266804,-0.000842243157031925,-0.00226493894009625,-0.000816440831465564,0.00104666403685412,-0.00529057392357745
"1997-04-01",0.0308512942627245,0.0365676787957147,0.0242036642912797,0.0270684865545315,0.0343688504533535,0.0546199909951832,0.0300175514141332,0.0563892215690687,0.0484950448410891,0.0287204118797907,0.0244213566320183,0.0324830910272436,0.0313469488101767,0.0283698854582856,0.0339642055695907,0.0334508170560612,0.0291876737782325,0.0310376710162514,0.0351846814205042,0.0418375872540658,0.0354447860635184,0.0477031366179527,0.0307147759494913,0.0266736090248382,0.059377555591526,0.0315568448918097,0.0420635056296543,0.0338796731519107,0.00384477184740637,-0.000159683026763585,0.00205361393261758,0.00206955005061983,0.00146803348866038,0.00334453416610437,0.000505371772752262,0.00408729556357612,0.00111856291558175,0.00170711767983948,0.00183403147909965,0.00179640330111052,0.00338695116718172,0.00177967145757533,0.00387615656409777,0.00092182920247107,0.00188660919343433,0.0021983736867028,0.00417684359973728,0.00842887815494879,0.00243187623755147,0.000904363385075491,0.00171381860304539,0.00150046997074823,-0.000237246748078898,0.001822695901837,0.00653008380829292,0.000981461331435848
"1997-07-01",0.0274199649844616,0.0447138216954799,0.0263727938832496,0.0262460498919044,0.0414632710245196,0.0440182388974667,0.0331417905650093,0.0470571825046139,0.0535912698406315,0.0271821205673919,0.0245748180777354,0.0349222008695694,0.0307141358965467,0.0313660420707846,0.0365100680318742,0.0311647858922945,0.0305431019270609,0.0329540663795894,0.0464639970351797,0.04091807075748,0.0281421651604548,0.0453118100544911,0.0285018682385179,0.0279178904261613,0.0559241676593211,0.0340226407207199,0.0375140528863466,0.0313276140611441,0.00337197624180686,0.00299208191684074,0.00316527632992808,0.00255418157656123,0.00200693443093637,0.00608066311870115,0.00218933721395085,0.00508126186850535,0.00341248878200117,0.00294918281831161,0.00273305921417606,0.000418106303950911,0.00431449393136913,0.00107549121414939,0.00494740344590101,0.00275987346037536,0.00337883458561161,0.00300777628499677,0.00943530871142578,0.0108343639261392,0.00298786546893636,-0.000311000428491016,0.00301034834749319,0.00210843552752236,0.0067793128064215,0.00327968984069986,0.00652990429394691,0.00174771794766257
"1997-10-01",0.0291186968801571,0.0322926700273241,0.0265043686223322,0.0362213005859036,0.0310073451419811,0.0483391919662488,0.031765664234361,0.0513169401408072,0.0431315651569046,0.0294098320235181,0.0244843371796795,0.0308853517872357,0.0381728700802584,0.0282798516160868,0.040634627766527,0.0347780079543219,0.0296348361344173,0.0314044950007257,0.0380906235950705,0.0489523102175509,0.0348053349802543,0.0427132486248986,0.0366022501715986,0.0270647617460021,0.0510411920675612,0.0313942499363626,0.0404715194159622,0.0314825569459488,0.00447797408384137,0.00341314316573402,0.00425609443595121,0.0042225697606823,0.00526443113151713,0.00734879575270656,0.00686535219782861,0.00777442958833801,0.00701531097970739,0.002372196251259,0.00474022666367878,0.00525808693685359,0.0101280685181154,0.00259897917012011,0.00822033837751681,0.00310359323800796,0.00572216352439574,0.00529170626804923,0.00780845680768576,0.0137738863234223,0.00357184315497677,0.00673499802729013,0.0058307026239297,0.00374419336176175,0.00862761054961734,0.00340166836048554,0.00664611189577586,0.00582527706858741
"1998-01-01",0.0280641767599823,0.035838247275396,0.0260074348967101,0.0296995236057007,0.0343735128842483,0.0558968993156147,0.0312893048952966,0.0472674529112733,0.0468762030780971,0.0296788527029945,0.025388630634707,0.0338644809998829,0.0309300214294993,0.0301316493934797,0.0363500607673506,0.0347064441837797,0.0290511528333644,0.0343400353458544,0.0390486484893795,0.038566544475997,0.0358181202997551,0.0423805854749951,0.0334876090609146,0.0264374364339592,0.058200447581899,0.0338785294134093,0.0437189498816668,0.0287090449747928,-0.000669148578441541,-0.00214767919441211,-0.00120836006435973,-0.00330187354577089,-0.00392601049053539,-0.00340927841193149,-0.00235196556421631,-0.00463547512777595,-0.00309269449987594,-0.00104241182574867,-2.16668419924765e-05,-0.00276197373399485,-0.000249497565290588,-0.0034649435670246,-0.000660141050060111,-0.00379221148435773,-0.00155196527358875,5.43069880471292e-05,-0.000262222178016216,0.00160848465596772,-0.00343030569233503,-0.00651627445259048,-0.00365336008581973,-0.00124676328434789,-0.00624610608172904,0.000432612844443589,-0.00486832500815303,-0.00131854857024287
"1998-04-01",0.029250697316122,0.0384633952060583,0.0260416140138883,0.0302106180953793,0.0346742255511161,0.0495329750810389,0.0289404644258722,0.0514415617986816,0.0438339110780398,0.0319654850580146,0.025394844240527,0.03109296046604,0.0323263756667346,0.0304373834105128,0.0363959008745573,0.0361399989534029,0.0285167506303998,0.035681111948402,0.039628312323189,0.0390388301561408,0.0375521319466481,0.0435649408005619,0.0334664945674439,0.0266147035832951,0.059557418672538,0.0348241008654011,0.0362897514403417,0.029123041829653,0.000804248265083604,-0.000504123942479296,0.000364428976208551,-0.00255769483102315,-0.000864827812519741,-0.00165386851077468,-0.00125798013279031,-0.00282963477732507,0.00037851601426415,-0.000911011426181564,-0.000173506680196649,-0.00037700204946444,0.00178492311929646,-0.00208973047413209,0.00134321463927523,-0.00250659963800885,-0.000136360358092076,-0.00123192966062364,0.00263630678154173,0.00447963541337702,-0.00491625441223552,-0.00370843788039754,-0.00320479839520838,-0.000693257799606726,-0.00284405458949874,0.000697988884865767,-0.00130163466542042,0.000146377837687794
"1998-07-01",0.0280706667299555,0.0339735943114456,0.0272607648172509,0.0330732754551792,0.0348309909992853,0.0467004227905755,0.0318703382939236,0.0496132030982803,0.0405085669065268,0.0284034209915893,0.0253864474488425,0.037236071038945,0.0283353214573474,0.0329803609724034,0.0364870383294276,0.0320403336671775,0.0323278329073011,0.0312726287579622,0.0357133782812953,0.0467453274118179,0.0349245652365188,0.0489782206440326,0.0351449073806902,0.0263285971861567,0.0575028475714663,0.0306145420215929,0.0404788047262347,0.0331975305667761,-0.000153652244243636,-0.000790350171335469,0.000135098477459433,-0.00112125504545644,-0.00109817767636218,-0.00158523627074324,0.00157050885635734,-0.00156280016900784,-0.00201227528775232,-4.08427455792769e-05,-0.000669117761921787,0.00146122906783617,0.000146181835419725,-0.00272271244262575,0.00264901455014357,-0.00100126558653057,0.000975260174212079,-0.00166193229386638,0.00132927814624448,0.0047968562679955,-0.00173884642353014,-0.0016062428387878,-0.000122633102349769,-0.00084286817521657,-0.0025688744293983,-0.000861307840368975,0.00241491750108672,0.000788933352190853
