"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0171446666126916,0.0186318990538845,0.095326092346755,0.0214274040324318,0.0151059737766611,0.0519083014741339,0.0169790290146061,0.0236969931435059,0.0263658084959617,0.0345894009430682,0.0191533996307864,0.0167706685377622,0.0159202058672955,0.0813250588593306,0.0182857865606784,0.0524381115054007,0.0305946507678295,0.0184841916004609,0.0155816400943792,0.0443171319072065,0.0373694081604014,0.0211613617206271,0.0174075632641148,0.0248040177526504,0.0244534615798983,0.0877475682240973,0.0176554851016204,0.025910182339636,0.0254077108478762,0.0227063134785086,0.0198242293698403,0.0154719607650711,0.0260343231708285,0.00428633017246712,0.00272182696239994,0.0362202209062607,0.00444063182776618,0.00227554382259843,-0.00617979052837838,0.00222686283745026,0.00218705185251769,-1.03573108240309e-05,-0.00979699847725883,-0.00160838844509901,0.000733115669779365,0.00150696285294825,0.0106304722955623,0.000727159427872732,0.0374259953484242,0.0078846644843876,0.00303971477998649,0.00122439540897728,0.0180030452439485,0.0113500837959488,-0.0027091398211671,0.00062808838282282,0.00483609307089065,-0.00178372597399659,0.00466940061898426,0.00109642554263196,-0.00495323535074681,0.00222387929811104,-0.000614277027820152,0.000646185444638434,0.00284880048175067,0.0055383477343927
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0193767046836891,0.0171683456259216,0.105434658306036,0.0213109967275755,0.0172329054980043,0.0371589614869807,0.015195208000978,0.0205959984809346,0.0314936006420924,0.0338210731570449,0.0211035650447701,0.0161630177971538,0.0166525565828006,0.0679448791097597,0.0164045913134643,0.0539923069385081,0.0338697890722628,0.0229643277764567,0.0175503082310535,0.0376800674853259,0.0420256311995494,0.0206014234134555,0.0187068811628512,0.0255355067404763,0.0222751311882087,0.104321799501286,0.0196076470227625,0.0255980724938812,0.0188868091597165,0.0186076709392643,0.0175254978957465,0.0155987292780812,0.0275953380439081,0.0024368399875651,0.00204983231290106,0.0415117888966134,0.00443422424898054,4.37577705473981e-05,-0.00449455970380789,0.00260471779626907,0.00407266569305342,0.000502278189463562,-0.0139541848910441,0.000146245234861446,0.00214617046125076,0.00310149409681804,0.0156795528657489,0.00348611375395452,0.0163965445350253,0.0135170091398628,0.00798548950043172,0.00175671334963392,0.0138044294374072,0.0185552766260244,-0.000920348576145545,9.17972417471067e-05,0.00361308915628345,-0.0001536618678524,-0.0105831128483659,0.00244356995178315,-0.000788677132542604,0.00502916196592209,0.00172040841828543,0.0021750151996956,0.0031349001887253,0.00760702511448575
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0163615051942218,0.0169850184399974,0.108149089026549,0.0233326611906285,0.0160632289276316,0.0481118236467802,0.0188917495836361,0.018122050044818,0.0317461916137369,0.0358522582251897,0.0186323912179408,0.0161802239229693,0.0180540661678364,0.0691698942758045,0.0174550573899233,0.0622666583490294,0.0335537656768353,0.0210573617452667,0.0191305161733736,0.0351449102066567,0.0400579031787729,0.0200235374500435,0.018180860411008,0.0267801540575637,0.0203572798165458,0.0840262331548043,0.0208856945136605,0.0232322857171527,0.0220159502561785,0.0155526565947561,0.0222871997144897,0.0148749492389585,0.0274648748772403,0.00188886213958254,0.00177781037577315,0.0402653675228142,-0.000103140474768166,0.00321718070490268,-0.016915848195347,0.00333709278762417,0.00255448581392742,-0.00168687580178361,-0.0113326731705001,-0.00101817880939888,0.00451823921336804,0.00067913227001897,0.00783268839226513,0.00206526046017768,0.0259556546151828,0.0122291400288734,0.00197862614307545,0.000236465700621755,0.0199369163856275,0.00349007690388843,-0.000618965377070478,-0.00212812858621491,-0.00503687392422651,0.00336582310577401,-0.0247894473763067,-0.00245912966798328,-0.00193604127253769,0.00263449409120506,0.00221556707797637,0.00138641121900498,0.00274438334731099,0.00437658356665351
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0174907294404248,0.0156595557728156,0.110694630266211,0.0210157134947036,0.0162963821987381,0.0494876603016134,0.0184460936076984,0.0239474809557556,0.0283031325433889,0.0335455594124696,0.0194055866828395,0.0193449026744414,0.0164012540501993,0.0919120742864956,0.0176754608008144,0.0412510772011041,0.0275967664563834,0.0161109815827523,0.0157072048039721,0.0366008984691025,0.0399197510374934,0.0213843878107718,0.0154155746110178,0.0221225619869861,0.0212515373163474,0.0966498178365938,0.0186488089700059,0.0248242335304987,0.0306789392085825,0.0190138469899654,0.0182996409322812,0.0153979010929883,0.0194998536745443,0.00392792626914766,0.00342421634767754,0.0427720910922601,0.00153938112554943,0.00452528921401222,-0.000512476265154218,0.00476210281434035,0.00281501329915161,0.000999421602220021,-0.00179904886506901,0.00162362104355116,0.00375803632839195,0.00404933299013628,0.0216762952649231,0.00158283121716396,0.0113689472016333,0.0159999932761047,0.00519630651354923,0.00275756075231844,0.0124457199298445,0.00856633890658989,0.00335673577693149,0.00215571654477852,0.00292307118790076,0.00353043560580837,0.0104236678187674,0.00299973044952545,0.00475969641761815,0.00483089194565488,0.00471433820491709,0.00402608362761876,0.00226751145514444,0.0056341583635649
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0188676836239849,0.0150091718502414,0.104557126798949,0.0230835761325751,0.0168960538590726,0.0383914182163527,0.0185482229184658,0.0220309363657892,0.0329021921314925,0.0353783345700679,0.0243801089026151,0.0177821418228705,0.0162692568123618,0.0691226122291466,0.0169660842727449,0.0544554765202784,0.0323312114888897,0.0205745999297884,0.0217079652494737,0.0453964749981576,0.0429886017267806,0.0262734153494378,0.017737028580513,0.0273324659860419,0.0207506151698496,0.0756915312497758,0.0196142240999853,0.0229581090634447,0.0257240787762625,0.019383011210255,0.018354465038127,0.0166188141820138,0.0219229908741953,0.00415488174972509,0.00447121125947383,0.0623789385883487,0.00466397713571527,0.00338146734552531,0.00731795107152575,0.00468275936768633,0.00427755390073895,0.00415278358065244,-0.00490305646363551,0.00424633888803223,0.00430659433630093,0.00418065342927445,0.00484163749703834,0.00430073734963934,0.0259519465604709,0.0183900091680677,0.00665457201605812,9.59790524581072e-05,0.017293548851157,0.00692033003448916,0.0028078019872149,0.00470519924438485,0.00289900345591813,0.00568391476119756,0.00124705687702326,0.00180128485014254,0.00275726170165338,0.00251244443638714,0.00607378812035489,0.00386867631422218,0.00510483538632281,0.00190724661866763
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0171377625989191,0.0183043055617395,0.094896239018844,0.0232005900273818,0.0185807268260754,0.0456289117987916,0.0202805226364354,0.0207749569421286,0.0309522704521446,0.0292571277555407,0.0198210804501998,0.0176882271711141,0.0177939982147603,0.076261311107475,0.0170408997169045,0.0547233874552165,0.0280870597422787,0.0184706256674634,0.0173746631854213,0.0351389739139771,0.0450799106776115,0.0231197076596949,0.0186798829610376,0.0273488410774141,0.0209923704896737,0.0910941572042649,0.0218398261240589,0.0220989347670397,0.0236199388603693,0.0201039978281947,0.0202622286480914,0.0170426815596248,0.0273038819001129,0.00122615726654376,0.00194138290658857,0.0485188039131797,0.0027026903883596,-0.00195719523636192,-0.0144587320481579,0.00101817789937222,0.00406976023526759,-0.00707165704850076,-0.00720375815792624,-0.00136261304746692,0.00359712487014953,-0.000148063769367062,-0.00671355043409051,0.000269860962967634,0.0315787629234279,0.0152451924274868,0.00429648314864637,-0.000595451712876376,0.00064202475915319,0.0151174186272755,0.00552226281608501,-0.000492003647814047,-0.00201016557082785,0.00526359883769205,0.00682629438977886,0.00264340295964646,0.00271079164152399,-0.00297953445775379,0.00292897296587855,0.00246255693337224,-0.00064061731040269,0.000454315156896242
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0176323979736579,0.0172055653211327,0.0937197927302332,0.0214134047688735,0.0153968183641435,0.0432290741530057,0.015893042458095,0.0229024758419463,0.0297863335351858,0.0343965280737169,0.0194030211212547,0.0188589694579972,0.0156441760055456,0.0723900393893492,0.0154807834533614,0.0479970984662325,0.036772729560063,0.0202127580947268,0.0197558053473684,0.0446565919623601,0.0405507506117069,0.0169438623257289,0.0175915270799213,0.0278764098423499,0.0213283505012944,0.0996843902498052,0.0187313926940212,0.0226081757306057,0.0302060298522776,0.0182267642468733,0.0198917482196271,0.0169766081983582,0.0266365843691809,0.00932856864605739,0.0105369799261072,0.0714224524499026,0.011145269546827,0.00786105025175537,0.026560696124227,0.0106519654781045,0.00882275029058102,0.0154230160682459,0.00712437008575411,0.0136376633688531,0.0105949257773833,0.00957707959851283,0.0405700341858566,0.00873142504300915,0.0379617754378915,0.0263770284451618,0.0171095935940544,0.0129940099208446,0.02680291243586,0.037294298033209,0.00892319182697875,0.00839280979283758,0.0145463222272646,0.0124991057774665,0.0367383211442072,0.0121827227667068,0.00932129629750765,0.0183590816493786,0.0123119228958285,0.0126645503400208,0.0100184635029501,0.0146149166009022
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0184988061678413,0.016467923814506,0.113724441165629,0.0257297007289788,0.016695120190907,0.0347712492857223,0.0175925723749451,0.0201953256292639,0.02852893176586,0.0301952054380188,0.0185184248481034,0.0175318294265452,0.0154380684693095,0.0645748685627305,0.0160260127456826,0.0585751845233709,0.0298172312002632,0.0202474675994295,0.0178251598408683,0.038878663998139,0.0486679006037033,0.0199025657189721,0.0182948135552381,0.030232388498288,0.0190349774618082,0.101387757178518,0.0183442438777958,0.0257754103454386,0.0234235116649852,0.0190188038452596,0.0171698235836232,0.01561642668693,0.0232991892033246,0.0104789515025389,0.008495855678747,0.0376665001214908,0.014239840601961,0.010355037881928,0.0155416232147976,0.0108584268076482,0.00908636156350179,0.00991344228139126,0.00411764414564791,0.00892847939113864,0.0106336474096517,0.00762054440961673,0.0543055751131158,0.00803612625695282,0.0733441643158712,0.0210561726369946,0.0118836763598603,0.00891932051916421,0.01938420164411,0.0422355657719597,0.0101899901138979,0.00568307144970831,0.019186698885718,0.00932054214215383,0.0508639598716903,0.00896422019908643,0.0134703358257237,0.0112142126988899,0.00745531987540992,0.00699164745492231,0.00905676936795882,0.0150981717415974
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0234449426724563,0.0173055407130943,0.106495942095493,0.0245777260117782,0.0163012114628374,0.0415711021189664,0.0201329766372965,0.0258409666923214,0.0240156977948059,0.0309706055024387,0.0180762581335688,0.0170784351888464,0.0174946780602273,0.0780748593258332,0.0171334275944968,0.0452372644742483,0.0306463081104271,0.0195368396676104,0.0152675331422413,0.0396299337177556,0.0459890712554492,0.0165683836175054,0.0196275294594201,0.0279889878092813,0.0226325805156973,0.0921879998561728,0.0223095204979487,0.0175716988290169,0.0216253854369305,0.0204397932696615,0.0184826929547827,0.0192333347839151,0.0265107725974751,0.0146193414913953,0.00980052524396707,0.0767284996900001,0.0140357436770728,0.00899706463369935,0.0105149632883136,0.0139697551986935,0.0144081976929323,0.0127026786299076,0.0105077912181573,0.00979339577797991,0.0102438328473191,0.0117516190730128,0.0439998724239076,0.010832119475176,0.0442937628282535,0.0210998834810186,0.0121554786527051,0.00918125067918867,0.0253415065840199,0.0225291921105336,0.00867891201732732,0.00851493326973296,0.0159675576335314,0.0131660414528553,0.028838935008058,0.0144696765398611,0.00883110043247671,0.0125553883357429,0.00969725597353186,0.0100746136063269,0.0106316942910588,0.0126586001674954
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0186530335008805,0.0173746590286083,0.1171000569526,0.0232813946383297,0.0161887046854567,0.0348679268218958,0.0188396809255881,0.0205085616775981,0.0359138014763585,0.0324025095694821,0.0213550095251637,0.0184802110807289,0.0166296543359659,0.0687688662514051,0.0179077251032629,0.0496211596455491,0.0258356031681431,0.0201325572221292,0.0170818390185491,0.0398540824744696,0.0462792138225948,0.0228621055366841,0.0184967004742991,0.0326654839236891,0.021188819852459,0.0892391706172849,0.0189664219748913,0.0165318808748796,0.0224671784244412,0.0197355716274876,0.0221469595733667,0.016308142098378,0.02231531409738,0.00267953461848161,0.00281254413075816,0.0495803167751525,-0.000413797205014012,0.00235031602596636,-0.00134883814622738,0.0035678878951905,-0.00241259294893249,0.00297322329365156,0.000858711310720295,-0.00370430794759556,0.00230466596260146,0.00182276269039825,-0.00615183166109692,0.00209339920373238,0.010186803444178,0.0126397422809734,0.00525070579961557,0.00184967764785972,-0.00162337798215985,0.0127496925548399,-0.00591746180484231,0.00235640661392982,0.000597000612116317,-0.000118427804145971,0.0166019895937003,0.00244596499372106,0.00137026942110202,0.000792170042857751,0.00159578572705799,0.00500965900799399,0.0031826263482012,-0.00203985526327812
