"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent"
"1996-04-01",0.0355856308207022,0.0552987058902788,0.0254785196934374,0.041652346970515,0.0860736892462847,0.0253040892797071,0.0507015582106091,0.0303206064938407,0.0292576360441443,0.0245369973332469,0.0269098968190164,0.0275941923058489,0.0389811057776736,0.0368367253040211,0.0372045927821405,0.0809776866959138,0.0375683616845588,0.0275459222561489,0.0312010940475123,0.0333784860484197,0.0370864087008721,0.0480777511587509,0.0512225809045468,0.0396475696189186,0.0415578459128912,0.00619531592126711,0.00368147078499881,0.0035447498106411,0.0042480551724687,0.00194839635275342,0.00232243546068747,-0.00237584582390457,0.000835269018455811,0.0009837085396526,0.00192307032793732,0.00336895255543589,0.0024173523931007,0.000404296471218473,0.00453074354398349,0.00396523350169609,0.00141067550436736,0.00493358899572489,0.00289152203501158,0.00139489392799609,0.00428294599430269,-0.00419627132993764,0.00285555147683707,0.000162597519856338,0.00844457948835307,0.00738388293866964
"1996-07-01",0.0348593371154614,0.0664246720921952,0.0275771884203631,0.0326476225892375,0.0520222003126361,0.0282404843959766,0.0542573900967842,0.062311778982626,0.0327570081483375,0.0280839060073571,0.0355614466947596,0.0322837465414198,0.0445745416866676,0.0414897018890994,0.0341564833580858,0.0530682243139528,0.0328520929641387,0.038491758933986,0.0448568599100158,0.0327268431763997,0.0399547354902792,0.0389556118707633,0.042282026471122,0.0342417593834663,0.0353225791548693,-0.00298060327271612,-0.013709600880919,-0.0057503589953105,-0.00536770669563786,-0.00673601640923602,-0.00537638665360846,-0.0136260688737006,-0.0122087557665164,-0.00295529174900099,-0.00681208505597797,-0.0086083973179247,-0.00718540484766946,-0.00413144970188017,-0.00988301651437596,-0.0042665979585607,-0.00332404755039774,-0.00379792086775309,-0.00756423904723398,-0.0100899538461557,-0.0033200247052228,-0.00682970650282205,-0.000895822689098651,-0.00331463724592627,-0.00376397164019909,-0.00409733487640702
"1996-10-01",0.0365045467536344,0.0454788277034656,0.0282635566481948,0.0382693734559007,0.0697127698904265,0.0321124265926733,0.0481485330171626,0.0327557907520128,0.0316587523811757,0.0298970154762303,0.033455398663626,0.0327636398534104,0.0447142128543606,0.0385218210841901,0.0353480879381772,0.0640013650280899,0.034326226556635,0.0323346784800236,0.0357596881126025,0.0313590681359796,0.0374872142588057,0.054674656157525,0.0531857405060801,0.0358686744766598,0.0433979352229578,0.0061650275859471,0.00687806696255287,0.0020732716184081,0.000923894108811601,0.00819273458094297,0.00256345906771013,0.00062146954577176,0.00240410708632951,0.00277847375876061,0.00261357552049682,0.00381571038889164,0.00350637372730099,0.0033587951275369,0.00291586189758769,0.00485377109431916,0.00128372893356345,0.00491997631559526,0.00221972348768738,0.00151733395694499,0.0032554632758026,0.000219208832541448,0.00369945230636544,0.00230839883872731,0.00464430609728408,0.00265800447535299
"1997-01-01",0.0339960650291633,0.0509246759632941,0.0275780653129551,0.0396606624588725,0.0809649067899853,0.0284711720113401,0.05317842477335,0.0385021180292445,0.0303488420015303,0.0266904947183049,0.033005509352915,0.0327342705227537,0.0435783793942681,0.0371783261499176,0.0354691939249013,0.0653447988901981,0.034316882825211,0.0309023120146025,0.0359768062253938,0.0319792746983396,0.0391706172413761,0.0473727039536143,0.0442127099849144,0.035354094083517,0.0430886936500375,-0.00312579695439207,0.00240546754450665,-0.000923849454724853,5.14164365825399e-05,-0.00305258033200422,-0.000222713807216342,-0.00542750007167683,-0.00640162674169655,9.02584095984301e-05,-0.000989707614681431,-0.00600005551262977,0.000857386227733264,-0.000583903485330839,-0.00156345149594786,0.00232350305319938,0.00035158892324949,0.000466873613573466,-0.00144181143980326,-0.00489924237505341,-0.00165130646994753,-0.00251609605578867,0.00126492672808195,-0.00095078197259459,0.00194430277242122,0.00106249125343585
"1997-04-01",0.0380351284695667,0.0491243081176667,0.0282675266334501,0.0384412026457632,0.061889308242531,0.0300927238031612,0.0542351716920447,0.0374774959214265,0.0307416809355181,0.0274925141215916,0.035806774650659,0.0335954630986793,0.0468457297019202,0.038591018690636,0.0379283776613669,0.0647961273233176,0.0339795834947351,0.0321454937167676,0.0413813985232741,0.030773229980494,0.0407081782443052,0.0474386758821758,0.0436561862099931,0.0372295411004182,0.0393271611385381,0.00357933990158069,0.00212169286645115,0.00197284702399441,0.00359615394338793,0.00121297191822683,0.00263905318202353,0.000825936590821682,-0.000661065734891841,0.00297880451089119,0.0019944951284258,0.00134565567626803,0.00277892620012758,0.00307749195032808,0.00234789531455352,0.00469699996823225,0.00432316976542513,0.0019481098151016,0.00168016174385219,-8.6118934042644e-05,0.00195448173442585,0.000996364198334926,0.00716502386227273,0.00275218364492909,0.00641912287783605,0.00431274153810553
"1997-07-01",0.0377838202643579,0.066170714979036,0.0308392839116528,0.034438655904649,0.052815860985215,0.0331224777791879,0.0563123877707273,0.0440752384035099,0.0286308344772523,0.0283113805896811,0.0331102852263375,0.0382342687931739,0.0433839803599013,0.0418713758546946,0.0360551471961313,0.0484470576720313,0.0320262449952892,0.0369643444095219,0.0424131918642844,0.030360848279111,0.0362029387454569,0.0405294839721081,0.0477201397583145,0.0328957480112047,0.0472842897971703,0.0052377548936623,0.0105042488120622,0.00377801524382193,0.00386908858921017,0.00640558425952111,0.00365344855908396,-0.000516262474671294,-0.000684916136613315,0.00264520589102834,0.00327725003679023,0.00125302090070774,0.00306741416388107,0.00634054242781923,0.00384650127501194,0.00593782902875647,0.00425597010316003,0.0041052071425676,0.0019527605309668,0.000615250711701635,0.0041601976664604,0.000915250196401764,0.00555757147794204,0.00979422518283934,0.00719162377622441,0.00567758692149425
"1997-10-01",0.039897367935006,0.0471181595240237,0.0291914347881998,0.0384337438379506,0.0549908055102112,0.0322654774937163,0.0488008159953434,0.0353128558453196,0.0307361693861858,0.0277471236042831,0.0348012615358999,0.0343804510075463,0.0432154144304405,0.0369557873614002,0.0456700948601253,0.057652231437713,0.0399374903597329,0.0308436570125283,0.0359697685609104,0.0411475911236744,0.0388324567918789,0.0458424734888428,0.042554039109361,0.0395607528792468,0.0481425761204598,0.0105744533765524,0.00817070289493125,0.00546273437506351,0.00507704955551212,0.00756637425288031,0.0058637166035011,0.00708799653548976,0.0072143754773232,0.00376833944042864,0.00485666955939666,0.00654530380435351,0.00677346816300014,0.00799948600474682,0.00463223937560769,0.0108223543766525,0.00796366202134223,0.00477965135114823,0.00460855878624144,0.00301284863470173,0.00356995003703194,0.00420099699738525,0.00922653939156278,0.00633343894394857,0.00705216287049463,0.0108751353885393
"1998-01-01",0.0371063384237078,0.0519629487251533,0.0288434749773818,0.0374231167681407,0.0622899361409642,0.0306306111586715,0.0504245133446375,0.0391879727758836,0.0311645181839905,0.028888537366987,0.0321505229516006,0.035109567978861,0.0496305122108324,0.0403108590555329,0.0383765361559424,0.0556458600850789,0.0366822029048862,0.0317086800572722,0.0411140331553455,0.0335313762733252,0.0383151094277333,0.0474186711777723,0.0437531170309009,0.035345364877746,0.0429856187916523,-0.00227167558689837,-0.00066231270309045,-0.00102500668317853,-0.00312054056464843,-0.00276770885993945,-0.000859281545013914,-0.00810825106827496,-0.00417100885428556,-0.00294383850922734,-0.000487091498166837,-0.00156250209247609,-0.00189493090740501,-0.00240047129037472,-5.9882286801892e-05,5.05392355754688e-05,-0.00600057284699724,-0.00369951824930656,-0.00187051145455218,-0.00710148704903745,-0.00470888251712534,-0.00322241155729438,-0.00347893552638555,-0.00114567754747123,0.000493006456127587,-0.000714844177904509
"1998-04-01",0.0353354820765754,0.0535153826092784,0.0283942444393108,0.0393059948416031,0.0545603756360008,0.0328115011131753,0.0494808920842091,0.0352733224955687,0.0328460757494812,0.0290383963619811,0.0317786699206647,0.0336563980988326,0.0500901546649894,0.0423869640202183,0.0380523495859461,0.0581799972811648,0.0388756781562263,0.034098073759461,0.0418503441737087,0.0337267364154653,0.0392372084777491,0.0397985152670009,0.0506209999505931,0.0360041644198306,0.0410820784009655,-0.000623678511324682,0.00412524016241544,0.00044780844491312,-0.00353388746451276,7.64282473010115e-05,0.00177570060232439,-0.00340488599958247,-0.00176438781475894,-0.000715424198304074,8.89984425168328e-05,-0.000221092197486795,0.00063917039178433,-0.00359432866290112,0.000213986797267463,0.00109210628630579,-0.00565589902957029,-0.0034214793948448,-0.00015632768539198,-0.00498887151025189,-0.00318551706247726,-0.00305943304305563,-0.000696535134756427,0.0028157257603452,0.00212565363955701,0.000493860830109954
"1998-07-01",0.0404685656997102,0.0436182881298037,0.029801390433957,0.0373401151074233,0.0520842597548296,0.0299288745843659,0.0539901005829593,0.0393119258638805,0.0289640187453732,0.0298447010189444,0.0356907803241853,0.0397982411979715,0.0468211073028733,0.0351522657985936,0.0343415999919211,0.0550686991814769,0.04110345429,0.0308858440497158,0.0449347285081677,0.0354929445290413,0.0373942050477361,0.0453689118460345,0.0475072770611487,0.038519207900001,0.0465684930498863,0.00234053163979055,0.000636518283972493,0.000343335520339648,-0.00347917090069802,-0.00152637141747755,-0.000932279702161537,-0.00291500860967233,-9.06555445840867e-05,-0.000328808890502096,-0.00111701207577399,0.00137078230952734,0.00166861884978954,-0.000128974606953884,-0.000340716203603623,0.000164483568755793,-0.00305677073970115,-0.00135524767435722,-0.00207058820817714,-0.00471438213269651,-0.000799678119649741,-0.00205263696648231,0.0019214080411525,0.0049519956587326,0.00199045135746923,0.00362706428683093
