"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent"
"1993-01-01",291.628834355828,0.0259895190687,0.0301660020732996,0.0136147434934134,0.014051765065374,0.040480418609082,0.0251013084690296,0.0203924037292298,0.0315257586131681,0.0194770466799672,0.0264503649521549,0.018449626309984,0.0127987554774135,0.0395419831032486,0.027940931290625,0.0268168788526178,0.040205205132609,0.0286019086251918,0.0196494345319947,0.0146579407866935,0.0377009092359888,0.0490188054124041,0.0412811285148972,0.0230237536604397,0.0170079669059283,0.0216909031888863,0.0346224948805691,0.0171919479137562,0.0150829630592768,0.0201500416068121,0.0218600906448214,0.0377193235158329,0.0328150683024643,0.0226368612942357,0.0296794123592525,0.0279863405396085,0.0202858369067496,0.031944110170754,0.022390047023526,0.00479977584503878,0.00820975173409272,0.00339698884544765,0.00435878798234058,0.0166227334065528,-0.00632301277915294,0.00565415619457655,0.0052837020628264,0.00950279590808848,-0.00260987353875376,0.0030901822776917,0.00231181278566693,0.0153030794058671,0.00279431250285606,-0.00188899063730374,0.0154094283707933,0.000249243599989645,0.00624405431943142,0.00285007297324124,0.00132977119572727,-0.00808229086356572,0.000330802852476785,0.00611364266549793,0.00385684142266694,-0.00360531319883659,0.00554357481429318,0.0043903273518121,0.0016015459805544,0.000509288670963363,0.000584713305536791,-0.00376982129240437,-0.00742557517487424,0.00896519828317114,-0.00482289558713954,-0.000882600493429925,0.00244850448225874,0.00167476002790316,0.00413951278455141
"1993-04-01",284.365296803653,0.023917236919917,0.0289867943443421,0.0139715072152414,0.0127373683032278,0.0502094510441282,0.0252066732579485,0.0251350345383021,0.0341599265429359,0.0170754319199621,0.026961418431604,0.0192287921038904,0.0129300179053446,0.0461205986148039,0.0281359561612023,0.0248789161264095,0.0361609156920218,0.0307453119530033,0.0213498372342357,0.0136833075835106,0.0318032824630415,0.0325863697169724,0.0385091986741926,0.0244268239059561,0.015118813614516,0.0243901143218299,0.0330019868021697,0.0222754752924137,0.0148656439183733,0.0186891821965545,0.0231950695599425,0.0409496519146295,0.0354420537181451,0.0264075808937831,0.0276259086734147,0.0349148664634768,0.0184231734306975,0.0226283509036746,0.0231519576441854,0.00495521828396782,-0.00198650214003588,0.000209445528005172,0.00300947685971142,0.00512907885038578,-0.00343299525539123,0.00218363259190269,-0.00359235997472286,0.0023489857179169,0.000332145460547194,0.00298424767898866,2.290072700673e-05,0.0203822449759634,0.00078502045237872,0.00170137729799538,0.00766374836299545,-0.00293522662044792,0.0045335964579611,-0.000787856071353554,-0.00071780811243274,-0.00537159181627667,-0.00430151526901089,0.00151801507810393,0.00309546796859074,-0.00322025648206005,-0.00125934388258667,0.00417290424755031,-0.00069155936084593,-0.00046675980755057,0.000971719806775794,-0.00822422523534004,-0.0104630749419363,0.00678856855718569,9.8819464444917e-05,-0.0148149868104328,0.00271859323667709,0.00185305448587128,-0.000752882652520203
"1993-07-01",287.547134935305,0.0233129474715958,0.0280914580089713,0.0136921571159657,0.0129438422658098,0.0426187642583644,0.0238149041254779,0.0228679994261195,0.0383494388302904,0.0197438635241586,0.0265213341916222,0.0177393626032781,0.0127631920424826,0.0394295788753886,0.0240200870615765,0.0266848380300677,0.0373330196675716,0.0294777916455452,0.0219319810817362,0.014303927832747,0.0342158208629255,0.0478367194710854,0.0422587969862234,0.0271249958724352,0.0160121693958085,0.0207060229783289,0.035454430638472,0.0193810675472271,0.0142911018337673,0.0175774523423952,0.0331131727783015,0.0337946938952136,0.0256669699425176,0.02427522846217,0.0317635169899322,0.0295038512855395,0.0200515891619001,0.0279119057916956,0.0234200057052928,0.00612872294622348,0.00438904432006127,0.00210076255237637,0.00359454611702133,0.0106287278062979,-0.000400053366721341,0.00322663724754038,0.00886828176498401,0.00560770288547598,0.00304220981992441,0.0043900040906541,0.0017270320222691,0.0154029321049917,0.00112185642410299,0.00110262390590348,0.0120048434746977,0.00101318730376861,0.00837614875711147,0.00167733659838195,0.00377756828738542,-0.00534497653084888,0.00173930502614271,0.0076523326242148,0.00329837613917892,-0.000469447358798022,0.00539715832719011,0.00365156171505074,0.00212655159775104,0.00144984927689489,0.00176606990869438,-0.00283387378243835,-0.000882458289396068,0.00954533821187582,0.00319323997815382,-0.00295000667599165,0.00193327912506396,0.0017889273964308,0.000841840078124162
"1993-10-01",305.452574525745,0.0251593224338936,0.0347635975811059,0.0133616623764695,0.0138014304319124,0.0469442722955672,0.0208084552798318,0.0240992330602505,0.0338275480602794,0.0197455431221296,0.0251910262244943,0.015798529006222,0.0124984320803107,0.0323431279736068,0.0290757505578974,0.0262049615221814,0.0369384158572765,0.0305156194858902,0.0226699905741101,0.0128056133447291,0.0346679103086806,0.0445118011652038,0.0381330866074034,0.0278549600631225,0.0157668203225203,0.0215496907374571,0.033786312622505,0.0179786649196464,0.0142949512734865,0.0180732422163463,0.0463512977035002,0.0355269916861965,0.021776928727009,0.0220221032179302,0.0247612916260853,0.02893866074703,0.0248153833156786,0.0292189533105136,0.0234184181615268,0.00746962360798436,0.0095367259631215,0.00326282764980544,0.00605178311106797,0.0194826740036419,0.00375645345367169,0.00719583476040179,0.0119915425573744,0.0116573333937214,0.0058007301447864,0.00547136241834251,0.00365990357698548,0.0156750642427021,0.00402815177888243,0.00482073551946219,0.0202585881972589,0.00288417188039936,0.00919752150240109,0.00447066211219015,0.0051288335857299,-0.00191655175971095,0.00337905327534049,0.0136573695977883,0.00814180600276917,9.34777897515488e-05,0.00900800262914827,0.00693517317543846,0.00395162141945582,0.00316724921806713,0.0126545274271988,0.00141181593851834,-0.000254704915015866,0.0072374752540154,0.00314519793756214,0.00270219653868368,0.00527061847426873,0.00420212616648411,0.00186226101045382
"1994-01-01",279.795731707317,0.0222872950420952,0.0333499557286485,0.0137309934993305,0.0143062375145113,0.0479056695492695,0.0187882471788942,0.0226550968432121,0.0355788075933719,0.019756138320999,0.0450885219063653,0.0174322119429761,0.0122843585946179,0.0352984348127721,0.0230228465590923,0.0272544655030234,0.039547444080234,0.0273671264742766,0.0233602274242574,0.0138867302430304,0.0335926256046528,0.0438774089264606,0.0409237511262481,0.022621571441958,0.0144960853408175,0.0217313059531994,0.0344409004818578,0.0193473832634628,0.0144983316408706,0.017511764109222,0.0266121129476493,0.034796376742383,0.0269927738754105,0.0300074617388777,0.0257487319885382,0.0267555000875609,0.0219841980820961,0.0286834080035217,0.0224774998342353,0.00930841555254448,0.00888470910829173,0.00389677703232531,0.00552552932892988,0.015993064395236,0.00189270605311439,0.00476836921444922,0.00834047064418298,0.00876610246097163,0.00748889892164339,0.00501018431790986,0.00336267927541024,0.0152756127814073,0.00330141306413378,0.00233110224637802,0.0197922559782757,0.000543366664760864,0.0111370300101635,0.00318455481343343,0.00405362650520808,-0.00443134822237304,0.00367592294258363,0.00635102424484762,0.00575774377444726,-0.000608396443332592,0.00567156589800978,0.00608900830124333,0.00350108122185826,0.00275104291491895,0.00401911605859866,-0.0025761643197283,-0.00495212543850305,0.00873931280970067,0.00334257921065985,0.00163644923548546,0.00427831091180942,0.00400021710361674,-0.000977492052405076
"1994-04-01",298.204188481675,0.0353082150737456,0.0329223744027196,0.0135057215854719,0.0147211617640447,0.0481436336047447,0.018141034433326,0.0218477099063858,0.0420150442496585,0.0190319916838255,0.0489275843318237,0.0169490775125408,0.0117589581362668,0.0442078712353444,0.0284099353376795,0.0260052246694871,0.0395383603493603,0.0266660571719915,0.0234858795447472,0.0128713875878456,0.0328928082219541,0.0356135235592708,0.0306203774944658,0.0250457333990097,0.0154947914605552,0.0175001248707066,0.0290236971813326,0.0233441767059143,0.0153513710890937,0.0193214859082909,0.0238152930192495,0.0282548494083713,0.0178472340786719,0.0339322791265647,0.0331010916799367,0.0277134102360571,0.0198881767107034,0.0294833233366665,0.0172990299321762,0.0176212064903444,0.00928976011041232,0.00380184455979621,0.00696100666861283,0.015111510088355,0.0047988584440471,0.00465542013703335,0.0152396371092985,0.00607749312097158,0.0111632437560259,0.00754704879521482,0.00328508118824903,0.0178627453888659,0.0092134165503407,0.00507508273826796,0.023493085550381,0.00336271092846719,0.0120223888455942,0.00317171939020367,0.0081161001756342,-0.00878389389885161,0.00494664068723659,0.0119688649278411,0.00482028786217301,0.00165039243549959,0.00905111967957851,0.00751705602394084,0.00446869503656547,0.00201381806538582,0.00790559547983952,0.00150747557147086,0.00101171040831061,0.00917209238847584,0.0114812480834765,-0.000327549853169665,0.00541910902831056,0.00364438499223421,0.0023799128493179
"1994-07-01",283.186893203883,0.0281135874236996,0.0268596836135854,0.0142233536650784,0.0146559982233631,0.0492259480310576,0.0211188644035517,0.0239528925969961,0.0356910071332151,0.0193866309399843,0.0461362466546049,0.0166754663426951,0.0134574516822326,0.0402893170725204,0.0221964839328404,0.0243591341229997,0.0422202765755881,0.027080782443358,0.0202334687563936,0.0140713163167289,0.0350004555336703,0.0396114684203938,0.034323748701893,0.0267563400639749,0.0151150748463291,0.0204370303331375,0.0322436229909117,0.0220562827545584,0.0147322242200812,0.0173693727906844,0.0277738220406516,0.0343387959379964,0.0235480442019217,0.0334308433032599,0.0312044010151258,0.0277364872782631,0.0190464151698889,0.0255851622628466,0.0197424982039188,0.00490278739712557,0.00734690330332634,0.00382475564068783,0.00487857122470853,0.0177340887577161,0.00467449073589188,0.00689226523635519,0.0153913588781878,0.00709701714814573,0.0141177845041537,0.00645206688757169,0.00417545840384054,0.0169824407391593,0.00380766068781848,0.00549321661404165,0.0195395659999264,0.00187940911688703,0.00887271229125883,0.00385475772843681,0.00599868728167485,0.000976824132648121,0.00523795268949,0.00849630528956531,0.00594166634527092,0.00216839440407656,0.00811056526182643,0.00672744745580068,0.00306764891230214,0.00411582416688499,0.00553123871044854,0.00517992297716222,-7.44676568580619e-06,0.00614851775246576,0.00758740348283466,-0.000482235547061402,0.00644203657307066,0.00375982258238216,0.00299452450789853
"1994-10-01",279.700748129676,0.0307724282159523,0.0309528180733733,0.0138761126001506,0.0140039369119617,0.0484461249805335,0.0169889615407322,0.0231024064223704,0.0370952392522119,0.0185846995035407,0.0350215069330501,0.0166601677507068,0.0122590192196262,0.0446939337669884,0.0235248794450206,0.0242404730160263,0.035676660152423,0.0272176603272446,0.023349010707822,0.0139417858844969,0.0341904434125799,0.0342971763910194,0.03592055843504,0.0270948323755374,0.014430185656044,0.0245740325448892,0.0305893506975962,0.0206449500144092,0.0142439832773917,0.0197328522020545,0.0316927815441779,0.0359357749230753,0.0271586763020216,0.0356157343812592,0.0259355693410145,0.0315811547954487,0.0228553008381375,0.02529053815124,0.0178082800128323,0.00537598554882333,0.00668576220852301,0.00280472375465113,0.00338010525368701,0.0146005665575792,0.00287470855145899,0.00132878470374512,0.00853913523167018,0.00651809354734249,0.00569517789092215,0.0047748734169403,0.00165582120877444,0.0164123683746577,-0.00110026561693331,0.00146394653831145,0.0179976395355148,-0.00303036569081795,0.0072213743292868,0.00195510755170847,0.00376449306385487,0.00310208391392275,0.00248781955018884,0.00937291069851056,0.00385779390579454,-0.00142328114727312,0.00271748114687936,0.00596088969697455,0.00211295232211636,0.000733976699545259,0.0061198797156386,0.00281669975331101,-0.00727007650240689,0.00215208072306834,0.00401406929107143,-0.00841470714522261,0.00532464586404017,0.00206266942962859,0.000844415433967556
"1995-01-01",292.047619047619,0.0349653832138142,0.0303928392666138,0.0134014757470099,0.0138288145673235,0.0471070251168454,0.017184865119099,0.0197760384157559,0.0340946126085505,0.0180552878063814,0.0360886746676995,0.0179448681911821,0.0126086426296779,0.0407084490672994,0.0258399026593426,0.0268982543784882,0.0412909416975723,0.0270473397243971,0.0215637885310135,0.0132804889205683,0.035407886397342,0.0306311208006411,0.0343901920888917,0.0257299234085179,0.0166668536643298,0.0362928362872641,0.0329945859525763,0.0156644061142864,0.013454162345651,0.0228166283880009,0.0339673755787424,0.0287809882666234,0.0256698709378867,0.0296272372651155,0.0295969810073111,0.0306702481196772,0.0147790183035249,0.0277043235970686,0.0230776691479145,0.00586875630092871,0.00227726530224703,0.00134074107076658,0.0025879257448575,0.015831608955088,0.000856546849491708,0.00148821493198095,0.00565002130521944,0.00297724706782181,0.00716744429759516,-0.000760271073942846,0.000890392867110582,0.0149686493300994,-0.00407066079396016,-0.00276769900075249,0.00681809303010805,-0.00232630392108164,0.00327830021558621,0.000174902840792787,-0.00329103462642492,-0.00554866873058361,-0.00265300787810399,0.00239027864424748,0.00298792213429558,-0.0133323952360197,-0.000661616487823713,0.00207836062080689,0.0001981020895273,-0.0016609506904706,-0.00494749546985437,-0.00168665906990748,-0.005412710647912,-0.0022498269419804,-0.00186757185940753,-0.00732085269996107,0.00225446007206403,-0.00140883957428375,-0.00317190698333183
"1995-04-01",299.375,0.0276945919418487,0.0324482687028101,0.0133687548875147,0.0154562910416923,0.0515527915125034,0.0242475351109193,0.0197018408187736,0.031134664859778,0.0198432614308662,0.030231432151309,0.0172501339907717,0.0120414613374999,0.0389400148211931,0.0236192726820363,0.0253757460891822,0.0419222896761218,0.0262976325561398,0.0335800752064912,0.0136184157917487,0.032851774062477,0.0299747145705632,0.0363872601360246,0.0331150173395919,0.017472529483011,0.0228624786260721,0.0315889065566956,0.0138664093540617,0.0143404793678442,0.0181572695477407,0.0308363734393322,0.0317618527348634,0.0336307384422089,0.0243236415709668,0.0372519021545623,0.0305572572506362,0.0176258170936874,0.0274577813809945,0.0176133222794662,0.00217305025032485,0.00180277555530738,0.000200750444101558,6.98816177161671e-05,0.00279126197294053,0.000274594910432312,6.45908712362608e-05,0.00587589900884987,0.00178961674954626,0.000163678827414887,0.000631802685347183,0.000143849301367322,0.00798696786820575,-0.00412826794366796,-0.000760192791916919,0.012970526595241,-0.00367387218564847,0.0144448083182534,-0.0020742241898104,-0.00301277377466952,-0.011048944996318,-0.0129698136255717,0.000867429012700672,0.00178147102328674,-0.0120166697417499,0.00234743273656029,-0.000678164970899204,-0.00090009537809053,-0.00246653750873809,-0.00488651043740664,-0.0100226437020584,-0.00809964213570658,0.000423143080616433,-0.000916862735096632,-0.00980797518052319,-0.00192813505444462,-0.00252773094212054,-0.00114855990848718
