"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent","T40_sent"
"1993-01-01",0.0187313243153018,0.0141303907362069,0.0931637520795987,0.0189026468755886,0.0174153522450836,0.0858368628803071,0.0145560105344123,0.0243912919960528,0.0226653719905878,0.0221579468082467,0.0200396767988235,0.0289803504902489,0.0133497294079371,0.0164166490795329,0.0151505192544147,0.0144432514901234,0.0571692214023717,0.0129337015073146,0.0202492269319963,0.0372259954036673,0.0139543147366018,0.0165624473448153,0.0145911401227097,0.0210558869611582,0.0399285938209567,0.0128539885592417,0.0315001396684211,0.0149918171501081,0.0595894614860092,0.0172335231688853,0.014614873589358,0.0172492607548208,0.0152970425955933,0.0333539636133239,0.0294702399543217,0.0214852185824268,0.0198231257126411,0.0128002287471823,0.0129331431788482,0.0128023180247603,-0.00323564137606032,0.00165078903702273,0.0447776578313869,0.00280624057906489,0.00288517765420953,0.00100345493149964,0.000204477525940263,0.00781322914904945,0.00464776817377582,-0.000491507181291701,-0.000483769579448489,-0.00235875621722513,0.00108041177412353,0.00173537328081269,0.00448628754173971,0.00271280655515801,0.0190549602876966,0.00285666287512089,0.00372647868329801,0.0150514006298401,0.00199576318401287,-0.00257845966030237,0.00205094988457036,0.00697356953796764,-0.0130008436138318,0.00186498846645787,-0.00333344545585897,0.00261739088680583,0.0292599705448273,0.00106385007536083,0.00304204090358356,0.00281867763485096,0.0012721199543577,0.00114081566578326,-0.0103493055027927,-0.002633972391239,0.00667567290584973,0.00192575804463925,0.00254504129464289,0.00232587286488011
"1993-04-01",0.0156943286664165,0.0153436146153671,0.0994388623174493,0.0173899881310117,0.018805951685164,0.0772043221641689,0.0165661127773108,0.025215906705013,0.0214514806014933,0.0202916042561277,0.0165855394306051,0.029258071094332,0.0124856220669745,0.0140507189953088,0.0156222328042027,0.0145899200888305,0.0620028352314942,0.015298155615071,0.0201705034111198,0.0408973854957458,0.0157299528892665,0.0153923818857034,0.0171957700014026,0.0224242774124659,0.0361870230986174,0.0152288397533659,0.0343733648486009,0.0145053267973977,0.0626099188280882,0.0136543490433184,0.0152900530376146,0.0164496500461253,0.0157611755270592,0.0304216692680853,0.0316949241839612,0.0188235447914205,0.0172787205543642,0.0121613146905492,0.0126822136584534,0.0137723735309338,0.000914096462436591,0.00501449280464985,0.0499646505906239,0.00207231721919459,0.00129243635979609,-0.0214926235945326,-0.000191475144519483,0.0106703276044469,0.00338561429359372,-0.00347531470619961,0.000706352035887826,-0.0065477913888768,0.00150661325430022,0.000172243128618387,0.00411046038331586,0.000707576251394268,0.0188850883226924,0.00302481116585946,0.00412963500856637,0.000417035893873797,0.000265130944713434,-0.00101830187833253,-0.000373947756560478,-0.000815995747558389,-0.00607424369483632,0.00112598852712142,-0.0103375823241412,0.00249382172314315,0.0261019514323237,0.00274984319241887,0.00284479925885166,0.00143303088656627,-0.00111834637509573,-0.00627009886262448,-0.014651255713401,-0.00154981231573954,0.00466708456161934,0.00130628322101945,0.00242135580504665,0.00219470837985497
"1993-07-01",0.0206575301297614,0.0149830889261086,0.100096826589147,0.0181938372969005,0.0179580067296575,0.0768402769217981,0.0162835593283399,0.0238737142326077,0.0207293203855516,0.0219238498049603,0.0172855126923582,0.0286635609549093,0.0154610189891842,0.0157490503856282,0.0166241350975741,0.0122981969889501,0.0618408187057374,0.0141367077625935,0.0214642122681076,0.04022639301923,0.0139058474783073,0.0160294870034928,0.0137180188620993,0.0246281697980864,0.0412516860798395,0.014487746629855,0.0235516488184338,0.014032756677923,0.0556632881007707,0.0160230221568011,0.0148162267450464,0.0204476344452195,0.0158508385010904,0.0334421505879747,0.0264753845644572,0.0195733839805729,0.0205690708812031,0.0137159969103868,0.0131239149640541,0.0134041096052808,0.00311247654247847,0.00279313402441728,0.0531176950176466,0.0037662938261174,0.00173255042947152,0.00367462469619409,0.00375999981292708,0.0133611239065783,0.0029426226234905,0.000496520826602639,0.00289065611512943,0.00433562166225186,0.00289972950579284,0.00136846130558994,0.00381076274727439,0.00293293825507959,0.00530709504052087,0.0027726177679843,0.00163067748061902,0.0100680367586918,0.00249223163814921,0.00121004490604226,0.00279183972123047,0.0106975544316204,-0.00455922702469253,-0.00055925130954672,0.000149275966888861,0.00161687194547237,0.0155609683106745,0.00377965009767246,0.0042250883036583,0.0012871320170847,0.00215779428388143,0.00339629423179627,-0.00414139792412382,0.00257016687109093,0.00711123201859548,0.00205871120922876,0.00197919361874721,0.00179739185757203
"1993-10-01",0.014104866250899,0.0160372626274183,0.0955922148757847,0.0172415034369493,0.0190558840310518,0.0835845881915461,0.0161544893120059,0.0280336556103724,0.0204368632362777,0.0235984641684095,0.0160212717543904,0.0270740222207668,0.0131820502273579,0.0167494995532474,0.0162810327154743,0.0135027803738003,0.0451541538484806,0.0139034922642098,0.0228959095006482,0.0443061309087076,0.0136730861903878,0.0157332448400635,0.014616364170953,0.0268166771366924,0.0346411903625319,0.0154000016690796,0.0287349854522214,0.014027979948854,0.0578930075825816,0.0156371982778339,0.015407227022363,0.0199837665242926,0.0159846956860194,0.0348098720270084,0.0295301252332525,0.0189952113142852,0.0213679294308968,0.0144915731547074,0.0144633714527653,0.0148823574154123,0.00829677591077315,0.0114371340954822,0.0574258352556445,0.0113475001140435,0.0101618216395261,0.0303610037659948,0.00613922756760654,0.0200396529331483,0.0112551332481478,0.0122136025599805,0.00925192647049709,0.0159089507708511,0.00760348800371648,0.00899504278018396,0.0128690109656778,0.00733820533516973,0.0122907784247321,0.00816198328854903,0.0103994875967629,0.0382442016829439,0.0069195392227938,0.00579984590053438,0.00674266363692811,0.0279212153635878,0.0179444100147677,0.009072037750898,0.00542007309820577,0.00702847556229311,0.0607913087325867,0.00908586417120406,0.0100105769640688,0.00974353471655579,0.00921098421383777,0.0235939563465644,0.00629566801560512,0.00891927998961891,0.0174775847444524,0.00726784042695207,0.00905474314527485,0.00884766199988525
"1994-01-01",0.0159005508540323,0.0176029696248898,0.10029571364268,0.0193589938688536,0.0175577389874363,0.0880706000743366,0.0160396229023056,0.0236605776801035,0.0218127184144371,0.0228621388953542,0.0167599404194732,0.0267934700424607,0.0135512758822299,0.016664207608604,0.0164467470874548,0.0154040171782558,0.0581789088079162,0.0150075201582638,0.0192939713781532,0.0383607397580704,0.0133054803410974,0.0152913997153751,0.0159856862161201,0.0288629684807718,0.0298924889524114,0.0151841751551457,0.0320620964661263,0.0135060542335322,0.0510686944968239,0.0153194793794817,0.0146098906317867,0.0186990805319767,0.0175783226328482,0.0367433466579971,0.0264128597429744,0.0150117665673675,0.0187359642812879,0.0142807414893119,0.0141999421917715,0.0136271385704808,0.00169713688020808,0.00871020126023708,0.0606796917136745,0.00913656012872975,0.00484367837758781,0.0170365871604176,0.0040680397618758,0.0154381198310051,0.00490630176813978,0.00525944704944694,0.00353717306394003,0.00245089905318137,0.00509881510320608,0.00382066602362988,0.00535835161866719,0.00541731240083413,0.0116554082544962,0.00605239929556507,0.00714242218964088,0.0159334841355569,0.00509955061544172,0.00539736774289565,0.00538612895888666,0.0141193657296032,0.005984783577809,0.00441553313353407,0.0111994830906965,0.0051872079354144,0.0305309331763379,0.00527845227928023,0.00697010583863967,0.00438308464670206,0.00871387245882567,0.00818336562673182,0.00256682287793572,0.00470192668316124,0.0103904436103169,0.00503385105695863,0.00533192408806022,0.00464218061454151
"1994-04-01",0.0172623454489935,0.0143125861330009,0.0941852751800343,0.0194076558748595,0.0177309543595299,0.080373959818745,0.0151381026148498,0.0215130816871989,0.0240743996978576,0.0194177628606937,0.0156627435387275,0.0201628231598928,0.0130691492119725,0.015916553172743,0.0181599714829538,0.0128211406297738,0.0631700004136992,0.0140144967788351,0.0216702552193025,0.0428210132915629,0.0146311064372324,0.0131157351946396,0.0136957905180339,0.0310308557131835,0.0316998574859955,0.0156594427215604,0.0263246211465876,0.0159159279483746,0.0612995871102551,0.0169744935823499,0.0156949969087402,0.0185204521416959,0.0178263219522739,0.0384134246680238,0.0311361409160664,0.0134511566347118,0.021313188101074,0.0157680903870248,0.0127662276345986,0.013878312222352,0.00313462141663289,0.00293572467831715,0.0490561239223,-0.0002824735766709,0.0014495726943123,0.00799384444295332,0.00269861383475501,0.0105655062418411,-0.00367524819718593,0.00255475766455894,0.00153687107212767,0.000145309341921548,0.00136001945516066,0.00319816352091264,0.00429075297094635,0.00273481005020202,-0.00661528320703654,0.00417908762379002,0.00111210772520245,0.0078115902236456,0.0016821119081321,0.00256076882740409,0.00143078571416127,-0.00255414206441538,0.000464585430122274,0.000495243123567744,-0.00363615354415833,0.00205565425920403,0.0164082073266344,0.00391830444786339,0.00589292148828085,0.00260256803680928,0.00241778859266795,0.00772687172692649,-0.00179204892976248,0.00164658843195143,0.00463588316895036,0.00209984885322242,0.00316702305004818,0.00340569807097509
"1994-07-01",0.0163586641081605,0.0153778668308294,0.0966221316748442,0.0181050894553283,0.0158166715032627,0.0845688720989638,0.0150483788516021,0.0243761835094299,0.0187392328577163,0.0202425114422523,0.0170407844879319,0.0281967257719773,0.0134765428741207,0.0135255955612064,0.0190994944080602,0.0134752267781807,0.0589928908666813,0.0138155727084845,0.0169390202863267,0.0428843868927872,0.0136695399750817,0.0136777201312705,0.0149448124917315,0.0271647424435275,0.0344491699348845,0.014664258579817,0.0289683799250245,0.0143965400556646,0.0619032100842809,0.017984518713277,0.014943791688766,0.0194051656216448,0.0166001316830863,0.0390505259480363,0.0309274467281249,0.0136447049089624,0.0194539528537291,0.014111466019363,0.0137160459732338,0.0136220332723474,0.00265002577813249,0.0033360317168027,0.0488374651362259,0.0015983572536568,0.00237700557518406,-0.00145656763052138,0.00268982683611057,0.0127422011704541,0.00409577127579812,0.000447061441350296,0.00212150021435601,-0.00105388669465099,0.00282528125026446,0.00214546630295745,0.00318263292695584,0.00174619972646488,0.0191731198962505,0.002814051492321,0.00188771829042722,0.0119826117914539,0.00267551273588834,0.00341410283697426,0.00301736576227904,0.0115475258504422,-0.00385120862815613,0.00441998821362822,0.00171042218922847,0.0034652964674868,0.0386896018309695,0.00361726224783053,0.00583132439163635,0.00153583591132597,0.00198481659231692,0.000524771182216515,0.00561891817668467,0.0019129607085081,0.00547044312195693,0.0032080469621146,0.00318952925772045,0.00280984596630457
"1994-10-01",0.0166155207544378,0.014710253616564,0.100098101894085,0.0157772818393474,0.0176217940944421,0.0848464396373008,0.0140177224533495,0.0251633344938311,0.021302678561466,0.0227754455463839,0.0174335654709021,0.0267478395715025,0.0146776000566494,0.0158996710489249,0.0218981469301674,0.0132270905403824,0.0524817803585252,0.0155202150682636,0.017867863033279,0.0380178220358132,0.0144175039386757,0.0133458503303667,0.0138192168659551,0.0236551469084727,0.0312467434632444,0.0135209558901934,0.0317956025865154,0.0163423701654862,0.0587216199763613,0.0156566575188275,0.0158202864880683,0.0182679849876461,0.015660041882618,0.0451751988073894,0.0300235334103012,0.014440185885941,0.0197733231579926,0.0140986164473918,0.0135342172777537,0.0139847770051828,0.00545837428461347,0.007984486184088,0.052757607270653,0.00828306349334531,0.00890414166880891,0.03120155072201,0.00689075841144481,0.0174236200161887,0.0113121847811661,0.00927797141385002,0.00836814934622153,0.00451752055962136,0.00777113291108563,0.0083689380640957,0.0182519271593966,0.00686602484166824,0.0232824577968969,0.00767664389345858,0.00916375734114322,0.0225787794658001,0.00785004574801373,0.00723580497810387,0.00723465531000956,0.0147617979412982,0.00833828459535167,0.00816285232751739,0.00740449036696615,0.00790131678559553,0.0599400262219449,0.00628545240336136,0.0092729487247159,0.00670978047819499,0.00677603918661547,0.024076103894009,0.0175499336165666,0.00851540018367072,0.016441929359994,0.00758693560494003,0.00726678969870895,0.00629026122380704
"1995-01-01",0.0159159074773201,0.015116008014895,0.0943517662953011,0.018240473939676,0.0180296494775305,0.0799788450198265,0.0162613504086786,0.0231209316511879,0.0191054298100204,0.0204365045296904,0.0162825077632482,0.0300635995117274,0.0129569838910008,0.0141710525837318,0.0169830508782727,0.01434130492928,0.0569441812349395,0.015136523349118,0.0182214143730824,0.0362999850577581,0.0134457180455733,0.0159681460940834,0.0151207692640479,0.0255708970650077,0.0334274784707929,0.0180786673743069,0.0292759211962727,0.01555888856375,0.0572623753958801,0.0156115627204388,0.0155780512452556,0.0189828098944868,0.0163544996279194,0.0451519296186447,0.0341257395553151,0.0165085865200279,0.0217990634657087,0.0132002533186871,0.0135673955946243,0.0134537767728911,0.00263601845853385,0.00267275835389235,0.0387413052276103,0.00344145363972175,0.0012576399003093,-0.00997636439520402,-0.000191356615452359,0.0108054538596476,0.00808796479974105,-0.000334161917245033,0.0022849722192442,0.00348580612105852,0.00124403379012822,0.00226614482808152,0.00247181379850596,0.000251223257817086,0.00815743504590704,0.00221467239142907,0.00256157894789682,0.0113897665244848,0.00279730446900396,-0.000996160491459736,0.00191912498376621,0.0212046098501949,-0.00808792885534024,0.00197427872947474,-0.0116186132868975,0.00361358349236528,0.0493801894504233,0.00314749290221468,0.00429470227781439,0.00418682124902045,0.00161704193767508,-0.00136331155392637,-0.0156762727276701,0.0016628667428537,0.000888136163666937,0.00149154850915208,0.00326012483316749,0.0031143901671041
"1995-04-01",0.0151093994080992,0.0154019026676456,0.091938005706271,0.0195529824082172,0.0204276675973726,0.0799112278390413,0.0156260233404308,0.0245585474650593,0.0171908296086958,0.0198933191968489,0.0197327375045019,0.0217249889668211,0.0141633651450941,0.012305219317271,0.0173315037422294,0.0129478609762198,0.0577085948401969,0.0159696384066811,0.0227341640524585,0.0357307978441687,0.0137571951861902,0.0143741407084514,0.0126561815583073,0.0289212850070123,0.0367340521470747,0.0155601590850532,0.0292501126664233,0.0122830099063393,0.0597578926081976,0.0176960522668129,0.0152570513160583,0.0175965775534228,0.0155319030104005,0.0437295338863638,0.0329359924896352,0.0192145757763582,0.0216530340806798,0.0151750062685157,0.0126054308148421,0.0153520376305373,0.00219764659637765,0.00151151116613796,0.0480294820427574,-0.000164543223374643,-0.000856599084320603,-0.0161452159369346,0.000549402893195888,0.0109256398256087,-0.00349765055913373,-0.00361852078436319,0.00163289058869358,-0.00197235856577174,0.0005648776752293,0.00224210490672225,0.000864748544404248,0.00198081577790845,-0.00140881409407944,0.00172215827921715,0.00417292434581127,0.00748892665896032,0.00166814616923009,0.0010825899775653,0.000781967262229503,-0.00339821746156888,-0.0075936889237572,0.00133783682274786,-0.00862001321780498,0.000766269137827131,0.0213658158305647,0.00270626929219193,0.00526692839983571,0.000687732936323643,0.00173700692633094,-0.000174953789810135,-0.0146698938822719,-0.00099750070321998,0.00345687614661215,0.000489871013291158,0.00214910398573868,0.00380656617866523
