"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent"
"1993-01-01",291.628834355828,0.0396958353755881,0.0321931161757427,0.0164899341582831,0.0447969210261702,0.0295630668700077,0.0296656257151207,0.0330992619802275,0.0205897250357099,0.0259384581125001,0.0175509569720264,0.0407055090674176,0.0258142840089127,0.0436639475970861,0.029913991797499,0.0470167883234162,0.0436526641448448,0.0268165175484828,0.0347737928883273,0.0223800118869003,0.0141769771431698,0.0381209639621913,0.0289178940148051,0.0368542390944391,0.0261323502981609,0.0590600905873976,0.0279234516352424,0.0253949417376683,0.0316918872226092,0.0399352197545728,0.0219714363416913,0.0209547517835897,0.0245453877401994,-0.00131426023738289,0.0028910619735629,0.00384712473799328,0.0165363887944118,-0.00609865931873965,-0.000122352053729206,0.000697146720091616,0.00417842939587346,0.00228913586729846,0.00298552813413101,0.0167013733577948,0.00741326427904586,0.00372920268294629,0.00772061552662844,-0.00281791909716421,0.0179488680440903,-0.000164255701017692,0.00610210398161338,0.00389164412462888,0.00203233130464287,0.00704420612908209,-0.00343876188385685,-0.00112201365549808,0.00985748275697164,-0.00938298244770164,0.000741303801968875,0.00600701006967426,-0.00435764069738234,-0.00783488823261934,0.0060020049024301,0.0117945204998683,0.00440197472679698
"1993-04-01",284.365296803653,0.0383354505731346,0.0309711808860553,0.017114854290664,0.0587950422715954,0.0278646496841216,0.0356422573467482,0.0341996862731144,0.0246412930082136,0.0241206893802677,0.0155907688205717,0.0441931656485096,0.0293300612083985,0.0408247219006323,0.0299049322774086,0.0496940082254805,0.0378579309355265,0.0228588696694132,0.0383263312484477,0.0217429388536429,0.013858553586922,0.0369783765369496,0.0309579556236524,0.030445605211062,0.0279934457202863,0.0434997918073707,0.0280286413518627,0.02326532912971,0.0312723683743423,0.0412578545323973,0.0254487260512972,0.0198636460137971,0.0251208735584041,-0.00603847107117016,0.00322828835876838,-2.82264618225612e-06,0.00926378863341536,-0.00332981598271703,-0.0123462784701522,-0.000337270473128884,0.00527087374644149,0.000917330048858927,-0.000513006254322022,0.0185942775489102,0.00226887663243293,-0.00119379695688611,0.000323604521691253,-0.00948734379627867,0.00712758069373097,0.00269312177286582,-0.00261551066167739,0.00314250673530744,0.00110231495834113,-0.00284431371172001,-0.00157020151281348,-0.00108731039606324,0.00710816969123629,-0.00767289204984557,0.000392330346397857,0.00481965348513598,-0.000994453385075409,-0.0116525369993637,0.00606413125275847,0.00483053026838312,-0.00102203666929751
"1993-07-01",287.547134935305,0.0485144414467905,0.031742709239657,0.0163732645694646,0.0485657990703405,0.0257572154260783,0.0315562642892189,0.0301051795228088,0.0214079805654916,0.0223473228826232,0.0170678620555555,0.0378351895916376,0.0272290884527438,0.0404062692509639,0.0357071587387575,0.0408521077989896,0.0384558381463094,0.0252558064118382,0.045056711008252,0.0231950097583093,0.0149401843626585,0.0322786326554007,0.0297615341285157,0.0330887394361285,0.026289663031145,0.055835535568338,0.0386250491607946,0.0250709527121184,0.0355736284974568,0.0309330666990432,0.0236752970693412,0.0206137825201016,0.0258827159331278,0.00140897679636865,0.00560717430415783,0.00248051210752057,0.0128311282571221,-0.000179031599983632,-0.00131503435655889,0.00147766979587128,0.00446523882963976,0.00326804992293735,0.00226349893165078,0.0143156732229869,0.0033762846605121,0.00441065369443849,0.00954676063444061,-0.00170493901697472,0.0114527040591563,0.00213497751416916,0.00957052339236973,0.00170484904116423,0.00279669344803932,0.00479800388405262,0.00341385849732636,0.00236466059374631,0.00909763228485455,-0.00670868116039717,0.0010705022458297,0.00743762631749506,0.00408245365391798,-0.00211641863086036,0.0082584065777676,0.00688502778115477,0.0011877461458281
"1993-10-01",305.452574525745,0.0436864029049369,0.0343736992906015,0.0155695588929669,0.0503869127872954,0.0227835063558986,0.0309483423713297,0.0363737006691085,0.0202794910257126,0.0219435761034092,0.0162927892452373,0.0326654927273506,0.02887572774872,0.0407699968618776,0.0345950891670993,0.0386252023923048,0.0378807131780437,0.0223517071157134,0.037707120100612,0.0250138981161711,0.0147536880911573,0.0425219991528353,0.0269446278276545,0.0345352630356921,0.0250030275833432,0.05600715519718,0.0542349543931188,0.0258451292735351,0.028822651730223,0.0263440362079259,0.0261303721074103,0.021778338617787,0.0259558297277484,0.00544548594601077,0.00877524159377438,0.00436748444865268,0.0201841510089858,0.00332197980521355,0.00320847982874626,0.00291379588498887,0.0079741343998379,0.00530839373943693,0.00457241041050566,0.0159847918897701,0.00712340835705171,0.00614493968656373,0.0155424657946115,0.00217684356346043,0.0202588507919907,0.00687441845565631,0.012866817804046,0.00556536661109992,0.00527747825015131,0.0117624849680427,0.00599609979328944,0.00435721742324018,0.0069963474415847,-0.00263041204469197,0.0139450479537125,0.010142867116351,0.0029335053951666,0.000189253547995697,0.0111737837290664,0.0154248853104506,0.00227121973538597
"1994-01-01",279.795731707317,0.0411835684586825,0.031989724225464,0.0155481496084904,0.055191494419558,0.0211684835702299,0.0299292736538045,0.0270936601901227,0.0226436698407367,0.021924322212711,0.0161044510275299,0.0350543699409288,0.0281958901131764,0.04160008149235,0.0309576675653248,0.0436281906989557,0.0415439882435431,0.0226706267563916,0.039998333860141,0.0247490865675993,0.0148968741011013,0.0394445530706026,0.0485513726286152,0.0325793017390978,0.0322700007723517,0.0533173902784003,0.0326854140405464,0.0237600039081553,0.0286821623601666,0.0331567459395604,0.0241881296847559,0.0206850623400701,0.0246079566908359,0.000926595948627207,0.00639716051960131,0.00369748539476316,0.0171546116030594,0.00175816193943822,0.00270163994844146,0.00177047725654139,0.00814836540376006,0.00403555646487744,0.00378428088747261,0.0165451166019692,0.00535010746034397,0.00455588443907355,0.0061149957385134,0.000918618713547631,0.0209603410734836,0.00445878289710953,0.00854871657212397,0.00594155856244584,0.00447735691259363,0.0107398568234595,0.00885150884463942,0.0037193419285902,0.00902028789844224,-0.00646738752199209,0.00492324298651918,0.0110956257800946,0.00349234867078261,-0.00597516467307181,0.0106973635195341,0.0109132243812625,-0.000131346455839754
"1994-04-01",298.204188481675,0.0293201787552192,0.0336153017783866,0.015636465318942,0.0558389256195271,0.0215518738410683,0.0317756350201417,0.0312275476217276,0.0245656629351364,0.0215675074143372,0.0161523181567627,0.0432480088888003,0.0273671879065485,0.0386470554052606,0.0328914805043678,0.0321663417278864,0.0396618972178883,0.0216766391563314,0.0470522405129726,0.0254610378092406,0.0148373617216833,0.039931826451996,0.0518506660885059,0.0349244078426164,0.0372539720836473,0.0445494034635642,0.0299430675711197,0.0340318013566256,0.0359565108951126,0.0220562724815987,0.0243705930702712,0.0213479990595267,0.0195228123231872,0.00309782761105527,0.0109922379772389,0.00336418924833705,0.0181508830146965,0.00545613158927943,0.00148640366076106,0.00676012079620225,0.00669632394090939,0.00679980083561342,0.0046143583547972,0.0158962036475415,0.00762790324296554,0.00751031075365178,0.0161721344274383,0.00338536667574378,0.0224114648575198,0.00400394810069269,0.0162721389598913,0.00784161916929209,0.00544038581223576,0.0101534885232728,0.013419498333467,0.00639368370919532,0.00952962971396322,-0.0101004100705024,0.0079132692260079,0.0171900298453794,0.0125332861575227,0.00181963149487618,0.0132398053395042,0.00864026067236794,0.00300439418283439
"1994-07-01",283.186893203883,0.0370428570244663,0.0346184960129271,0.0175297981802292,0.0555844046728335,0.0237101464217354,0.029081016351647,0.0270546460279371,0.0247224414577123,0.0221138364283972,0.0168637940307943,0.0398454314526911,0.0281480345215884,0.0399734597837045,0.0339057567747144,0.0377237802890334,0.0425094855871151,0.0215364417493846,0.0401543035132277,0.020496395055833,0.0149245134101127,0.0328987268789332,0.0486596009656607,0.0320494996670093,0.0353011596610071,0.0495892544737313,0.0332147388910266,0.029027793242131,0.0358542824861983,0.0293265627472235,0.0228784641361617,0.0213871475461318,0.0222737305587012,0.00500119160536263,0.0101133324833068,0.00518381958615729,0.0189122810520009,0.00474931577057271,0.00120442935587625,0.00368934859700209,0.00870838381849869,0.00682399340021661,0.00449305253295088,0.0170036114001737,0.00926053193405449,0.00745759960489315,0.010975175925974,0.00551492181632628,0.018812759046038,0.00641621995227283,0.0158652810486294,0.00558665075774672,0.0052661027311129,0.00661448012041327,0.0139095323466173,0.00414688136484972,0.00461377780335885,0.00232928781581,0.00587987744903251,0.0059111506073942,0.00952611373420129,-0.000971438346526398,0.0104641137098208,0.00848626208671052,0.00396437039744633
"1994-10-01",279.700748129676,0.0380904363291782,0.0333517875449746,0.0159193831453674,0.0536415215445384,0.0197694754904582,0.0330791689573685,0.0274830014253307,0.0237673967786991,0.0233010799769742,0.016012283171348,0.0455578684754176,0.0267815773479368,0.040740717093478,0.0318894344849095,0.0405408866584457,0.0374266852669051,0.0202834651181422,0.0423619301224477,0.0239431374633054,0.0140652307965338,0.0345877297406377,0.0373444635432775,0.0315070439825374,0.0401869257584252,0.0461902591492669,0.0361826261239304,0.0330123121235546,0.0327202022031669,0.0330535253639317,0.0260790375924432,0.0210360055234697,0.0200934017035996,0.00176419428937551,0.00511016924058635,0.00279684749381326,0.0164470923719258,0.00290957747148359,-0.00719650336245423,-0.00097732417658975,0.00675983568503121,0.00287362565179134,0.00247218804357462,0.0156414332187719,0.000860650392224645,0.00405533257769779,0.0109038825130603,0.00298987729943232,0.0178563155565829,0.00283119089447275,0.00779561219224329,0.00417280299372584,0.00251457505710333,0.00545095939289829,0.00621015761889683,0.000706943861747904,0.000619052412737866,0.00425441304724534,0.00540839065848344,0.0065369643058804,0.00486345543629954,-0.00808622223404729,0.00767692753087298,0.0082202154484302,0.00104770642615711
"1995-01-01",292.047619047619,0.0360776768527479,0.0336506330230909,0.0154546231697978,0.0532980969741717,0.0223927047634344,0.0328974810392956,0.0285717432669818,0.0189112045904318,0.028618086370076,0.0148192154605838,0.0410179084230008,0.0237182451142972,0.0446152299443356,0.0328752638177281,0.0352136759218141,0.0428708455872727,0.024431958723696,0.0382009037022058,0.0178611398988942,0.0143305690134074,0.0370654207706196,0.0386944843785868,0.0351022544474338,0.0356458322980709,0.0409568746731783,0.0381374498415172,0.034884076004432,0.0369733886929404,0.0344924040146894,0.0232120253573492,0.0200163100841485,0.0249922737797702,-0.00466390734127155,0.00159751468720285,0.00108624803521223,0.0167968763254032,0.000482121623911911,-0.00737311809770996,-0.00337873246105364,0.00287988713532752,-0.00505197130921908,-0.00016045993812538,0.0119351953258532,0.0015736894193028,-0.00453405094485379,0.00198691854540841,-0.000220450394911885,0.00876484716310794,-0.00111890019229441,0.0054881934345977,0.000514196587639044,0.00130333819581645,0.00113239991191002,0.00559729191802379,-0.00418283029020533,-0.00262893227103245,-0.00891519901650602,-0.0050225478546924,0.00798946938787893,-0.00340730347893169,-0.00786639262816825,0.00328576797439041,0.00623413132292686,-0.00317652879010443
"1995-04-01",299.375,0.0345384520154053,0.0335930670590737,0.0165981515090268,0.0551611375275153,0.0268371173571014,0.0302353131444534,0.0278449061096625,0.0164488639245032,0.0234128137122707,0.0166382217120923,0.0397609071769227,0.0252950470168925,0.0391263235938729,0.0373766467447977,0.0384629712345165,0.044787947421798,0.023395742123395,0.0378568285906634,0.0173515673142601,0.0143480929488305,0.0405787686782221,0.032956133414851,0.0340942199350613,0.028923766149855,0.0368556863558205,0.0389159120582668,0.0297981931310451,0.041110052027231,0.0391366193831394,0.0338394001987547,0.0246262796317339,0.0200948507989654,-0.0100600096378066,-0.000766383016449763,-0.000568718191867945,0.00353004851091178,-0.00155824684150513,-0.0089809260430399,-0.00450289605819078,-0.000371831630263984,-0.00356937830999782,-0.000710401037867099,0.00804754936063751,-0.000157455183848971,-0.00254264974773566,0.00361728633543508,-0.0108340552359654,0.0135444935727319,-0.00316545768239242,0.006664575602316,-0.00254659664897548,-1.91748548989948e-05,0.00298591122780729,-0.000889823056087303,-0.00282689035801391,-0.00125591801045025,-0.0149817721995266,-0.00788335980974701,7.99409822161484e-05,-0.00276749511011666,-0.0110162882739821,0.0142012212270014,0.00457617236615417,-0.00153555861995731
"1995-07-01",271.666666666667,0.0339223897221874,0.0348200080201284,0.0184252661886198,0.0535105861364249,0.0294580257477303,0.0300953253167986,0.0279185297309395,0.0189053598147497,0.0288684266421373,0.0167699958671567,0.0376042550851931,0.0269856704311194,0.0388733096820603,0.0308756473743525,0.0316827603929746,0.0526445032615251,0.0263560723851227,0.0388942140872118,0.0214168585486011,0.0148789288447582,0.0361631452060548,0.0472751854954012,0.031842793117525,0.0259456805823097,0.0362945084693364,0.0325110017157032,0.0310489059812853,0.0405198300913302,0.0311999478735028,0.0266031922635856,0.0237759357323423,0.0239137401918322,0.00556561312939734,0.00873562321696428,0.00355349331689938,0.0157887664468222,0.00671257063042459,0.00297566921420017,0.000453659822823126,0.00446089020306732,0.0051775906795848,0.00385164130146083,0.0146474733065503,0.00507326497331668,0.00767736259862413,0.0102014440655559,0.00346491951629104,0.0148699716220621,0.00341818685488658,0.0139895188125949,0.0047685260177919,0.00344284432162028,0.0106948532461956,0.00470223574593939,0.00596947955220031,0.00773082155502286,0.00378656265976514,0.00649460586127633,0.00982388290634371,0.00742440880492572,-0.00182441689298089,0.0133030497655891,0.00515310427789299,0.00278029581549205
"1995-10-01",280.120401337793,0.0412641458402438,0.0334465239581503,0.0161926177022781,0.053551024032618,0.0275152294000533,0.0330586916034915,0.030727606435203,0.0195319193019267,0.0257181956715476,0.016689234193774,0.0426001255749056,0.029304187135686,0.0437959991253564,0.0324496322278934,0.0388363187523353,0.0400145882011542,0.0236933500585419,0.0387789404278144,0.0199414226146,0.0153122944197344,0.0342816573277,0.0333802033523501,0.0368674731561998,0.0299662421177642,0.0464817442309713,0.0310147419396224,0.0275540890377457,0.0285264376926466,0.0434596682194192,0.0261979426414254,0.0188948210020292,0.0209529326048182,-0.00785998701846936,0.00262965992773207,0.0010555762194997,0.000861135236519371,-0.00157447863562829,-0.00336467931088885,-0.00100101470870278,0.00110004468283378,-0.00118241071257268,0.000137527591308199,0.00851642495339583,-0.000619385849658469,0.00397047216486829,0.00312823555023697,-0.00901336692645513,0.00424978689404386,-6.08079162977422e-05,0.00819601759342011,0.002707443280443,0.000289451319761444,0.00523490619320707,-0.00456973818789978,-0.00224794808273384,0.00221918216070759,-0.00161465680636157,-0.00105185143213299,-0.000429807859019131,0.00116990437566124,-0.0137915352504191,0.00650270946729033,0.00225073660535004,-0.00105383008691077
"1996-01-01",310.542750929368,0.0368528425116231,0.0337417397299096,0.0164107911332971,0.0484535629871202,0.0284705527816929,0.0296911582063592,0.0273134244813611,0.0183320159126074,0.023666947377783,0.017378099288533,0.0330790849592739,0.0292295959934756,0.0415145002429954,0.033946015398035,0.0386869708223674,0.043202982556829,0.024625178784946,0.0378033390723113,0.0262105468337893,0.0141933892411523,0.0384899333998757,0.0332555625369013,0.0345091441058201,0.0315889923759065,0.057667524246285,0.0295976721819324,0.0263365172329487,0.0252422930149048,0.0395109272905764,0.0297535798041667,0.0226100044990989,0.0286351109961219,-0.0024016931216425,0.00621993236400812,0.00143549626162052,0.00472695067914107,-0.00455974038717926,0.000418858911223034,0.00125108627031827,0.00290543230760757,0.000181415429703871,0.00144894200996387,0.00771411826764036,0.00207710443927509,0.00334042459920373,0.00966886035920568,-0.00228908420895531,0.0130910039371725,0.000457347028030173,0.00901697219850801,-0.000730423497545631,0.00177972249807872,0.010105519169499,-0.00028088060085288,0.000103718424126389,0.0106616125550772,-0.00403134148984914,0.00414991649992214,0.00658942532646077,0.00158541112269541,-0.00295541864487874,0.0126294127497527,0.00641966341097207,-0.00128106177255937
"1996-04-01",262.846473029046,0.0359389854456765,0.0348077344784069,0.0168894400690537,0.058970489558049,0.0248564280909084,0.0308581022838292,0.0323457373431774,0.0265889055422503,0.0231631962453304,0.0171580596342492,0.0472683166926091,0.0205305021541917,0.0371130921296829,0.0277400522992528,0.035615273472526,0.0531810248540409,0.0245990106574001,0.0406718937127833,0.0224500268825697,0.0165082875611844,0.0384429125322364,0.0340263458967377,0.0283803546744196,0.0308968678524593,0.045318264130166,0.028132216905518,0.031185721117461,0.0319221751362682,0.0275151732952367,0.0250566854840957,0.027082657524633,0.0247860663435964,0.00424324602082348,0.00981454673611564,0.00540226070260364,0.0256460033180845,0.00832403251115834,0.00397337303974574,0.00803452501838207,0.00921423178299014,0.00480262194372352,0.00515077098421015,0.0248087337034809,0.00431648535751463,0.00650353202108346,0.0072111986357817,0.00390192978627491,0.0270750666812193,0.00733473832241577,0.00631428499544936,0.00510132951424629,0.00555844784922362,0.0147761705029802,0.00939630595080201,0.00407049173068979,0.0101457289006113,0.0042095313876874,0.00716214484317149,0.0103243304340002,0.0170013090144602,0.0053055995258565,0.0126671238811672,0.0135428410302777,0.00434638465177759
"1996-07-01",282.194366197183,0.0344744835160534,0.0332399940935714,0.0172440436795224,0.0590161486736582,0.0255883750345391,0.0299794046466176,0.0302332872789728,0.0197899657997346,0.0222581205020094,0.0176672247718244,0.0330746143728493,0.0317671620198284,0.0441461471147463,0.0283226442782742,0.044859165627477,0.047597636962585,0.0271309808562914,0.0357640225912465,0.0211013235055479,0.0165924389462759,0.033061014829945,0.0473894091965801,0.0328626918712388,0.0284139133088456,0.0465808029903225,0.0275343316506155,0.030874141131858,0.0263037686508232,0.0313018139160837,0.0247002446502949,0.023327507754291,0.0278031757774764,0.00170473790840922,0.00564398558791005,0.00338182567510349,0.0167104048001986,0.00220934493649231,0.000746695736314198,0.00353064231766416,0.00229766532069974,0.00284602523228189,0.00237970345282921,0.0100412420471296,0.00486917888902078,0.00427487778823509,0.00664424465095644,0.00238659740250089,0.0115714967466429,0.00265508113671798,0.00969046315845201,0.00420186123831341,0.00410344864433749,0.00471370454979255,0.00134084022884785,0.000498254416102763,0.00649415684638676,-0.00192487111242468,0.00358325067940127,0.00763790020782275,0.00695059374470482,-0.00437866393763181,0.00991123644523004,0.00739189224563084,-0.00168517618831259
"1996-10-01",279.335697399527,0.0350759995767446,0.0341439465994973,0.0164246686634031,0.0603858603883159,0.0262412541600846,0.0304957250193994,0.0304632633294961,0.0252779158928801,0.0219688106553267,0.0165958507626843,0.0384064530643923,0.028138935242159,0.039083689385994,0.0342842413178718,0.0408595446383138,0.0505458669185594,0.0265031543492825,0.0410095250970173,0.0206493834521104,0.0158980321315508,0.0388061122702498,0.0323272890271957,0.034274196776024,0.025168398998765,0.0414522177063633,0.0306064727342896,0.0334407211306957,0.0290836025343288,0.0306995782114638,0.0227059282477248,0.0254307750359482,0.0235525866818678,0.00284651780869986,0.00865499026592398,0.00356160256950714,0.0279632465771409,0.00386251976421303,5.54285434854422e-05,0.00401467095026623,0.00642365257899737,0.00157487236040295,0.00360012831144158,0.0151843983316601,0.00657262905357467,0.00620953014858041,0.0146479834629432,0.00252913011749981,0.0212264669863705,0.0045659174891459,0.0179203161612432,0.00422599849222545,0.00315037676591245,0.0142563444656159,0.00431027486189108,0.00242848039990737,0.00748879381923649,-0.00363943663029612,0.00859707665311124,0.0173360158597765,0.00491356629246043,-0.000680978935137309,0.00759925723379639,0.0100622748186787,0.00445940212646435
"1997-01-01",309.764018691589,0.0375512570628401,0.034715112138234,0.0161840623203882,0.0524324373822746,0.0217324649185581,0.0300974163123047,0.0277138827964104,0.0228181079730543,0.0200941863880957,0.0176734416044708,0.0361096575616782,0.0320295719484965,0.0467927935059442,0.0308795042886015,0.0386648095277814,0.0468854155484853,0.0221687748334435,0.0479739628193206,0.0203821113565351,0.0149424661729156,0.035448495718094,0.0386336382290366,0.0404473318739268,0.028417819275063,0.0455561766698598,0.0293144412541629,0.0265375501073155,0.0250300037792747,0.0354862894717676,0.026707157485949,0.0213753479630375,0.0292043117126798,0.00237713501595668,0.0085771701509139,0.00423788883531325,0.0162432045416154,0.00191579773228303,0.00421569517297332,0.00414795784302823,0.0065405371167584,0.0039719305866644,0.00525569198973916,0.0182951245941433,0.0079263374404281,0.00735028876978138,0.00815857075883795,-0.00137726066401243,0.0253605015535227,0.00483276756235498,0.0158597980424877,0.00362751718096434,0.00425706752731158,0.0105943769052342,0.0076717033467885,0.00674025819974885,0.00963661806605629,-0.00937429375213533,0.00435772249876807,0.00990120209467017,0.00800076240934949,-5.84680904633929e-07,0.0144737524536904,0.0114792393449107,0.00634746098997378
