"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"1996-04-01",0.0420392328973377,0.0646675208143063,0.0294333951897404,0.0361953714688774,0.0570771115447036,0.0660778471454304,0.0433121839210319,0.038967882254674,0.0492185437279806,0.037272224560753,0.0355604567843327,0.0358362198722957,0.0348740412923998,0.0312204745568412,0.0976342332850589,0.114994372503841,0.0382126173704573,0.0285920242099638,0.0507385339024699,0.0339764168940445,0.0340992958034603,0.00570638793119102,0.00604591933654404,0.00372673389728331,0.00433852553010999,0.00740124547100774,-0.00319964323715583,0.00133161312786341,0.00256044359948047,0.00927820634588109,0.000622546301323522,-0.000437000145812177,0.00280567985266537,0.0053728788378308,0.00284721119043634,0.00815454572070067,-0.00812717213428747,0.00645802473276902,0.00530035808865409,-0.00327626067812112,0.00427776663219081,0.00636916018101842
"1996-07-01",0.0411922437837645,0.0758297185779693,0.0320500853793495,0.0503900341046869,0.0419472266410109,0.0576756785302329,0.042950266957658,0.0415099703068211,0.0402574961297005,0.0450359572529691,0.0465635053964503,0.0464644834180428,0.0393815699270174,0.0587185358142501,0.0881655877349464,0.0625493046674143,0.0383673014827814,0.0336053022192662,0.044687086050858,0.0324484735242961,0.0402101721005145,-0.00487861333313868,-0.0139892140881111,-0.00640438637938006,-0.0158802301213137,-0.00485770436291281,-0.0134648733833198,-0.00704453539974287,-0.00512087386592925,-0.00671079992888017,-0.00479995961470028,-0.0102579854674828,-0.00828330388777739,-0.00606814231893904,-0.0101899008444957,-0.00284155525360384,-0.00674389289103749,-0.00540725403789388,-0.00627035488650314,-0.00564399537477074,-0.00564772231872338,-0.00609010190559528
"1996-10-01",0.0435124481829159,0.0513672229785736,0.0343511858485143,0.0404962759343704,0.0527870078255304,0.0577745394867751,0.047963636815677,0.0461604503113936,0.0465173575701581,0.0438810535043993,0.0407888880970207,0.0425738373038626,0.0377850963574093,0.0373069250434059,0.0912198922846942,0.0888433808922586,0.0373538207386878,0.0358191617241383,0.0432122468722707,0.0368698735095702,0.0434156987183741,0.00517403457279965,0.00719381007027433,0.00254994043559261,0.00405304277352962,0.00402917136395671,0.0028959259996085,0.00385513062236083,0.00174030688254337,0.00775153531121089,0.00376659714980149,0.0018789056934926,0.000834272658168573,0.00476019726500626,0.00346466079375522,0.00714268994570674,0.00359078468311959,0.00479753991676746,0.00340737917303847,0.00287306574216928,0.00194998910934073,0.00268120842898987
"1997-01-01",0.0415243762968152,0.0573099009150788,0.0337838641113962,0.0424533039640622,0.0542375932977085,0.0616676560703463,0.0434010892677492,0.0389131028301364,0.0435212018723017,0.0403141735644948,0.0412190755578596,0.0415413228884504,0.0349433657302094,0.0428130463974446,0.0978014804122655,0.0900388433384242,0.0398819628503208,0.0324639446263191,0.0463969226254786,0.0359943768550153,0.0397793965281233,0.00234377970935129,0.00158524763529211,-0.00154736863160042,-0.00216371516137811,-0.000286949916978781,-0.00570365411918221,-0.000956468617320105,-0.00158989713099206,0.00107825345262469,-0.00015485047277081,-0.0040410782279113,-0.000615019709377912,0.00035587199575174,-0.00632398944039829,-0.00103854225949851,0.00150373220972312,-0.00125735859673205,-0.00183786005766374,-0.00280257675904632,-0.00044378550772404,-0.0050359792152743
"1997-04-01",0.0435169413531883,0.0559034546647311,0.0338434047082037,0.0423150115965335,0.0481554153706351,0.0644780323185534,0.0430570125351659,0.0400563253347703,0.0462750803819576,0.0422756816605839,0.0475858266838025,0.0426216391368289,0.0380781177513794,0.043344966985779,0.0972276147887541,0.0830364366388257,0.0347514050098905,0.0333643072484352,0.0430759644273428,0.0352297157792176,0.0418076456254214,0.00493458664147605,0.00238952297287913,0.00204772589045102,0.00375414155014358,0.00414596682632392,0.00137270431260903,0.00402005351542142,0.00308124796776427,0.00649101525951063,0.0035643969015423,0.00196403177480761,0.00078549136191874,0.00377761621005831,-0.00104987721592581,0.00591944533456766,0.00634750202870316,0.00206601612355937,0.00211228422779544,0.00285093184891239,0.0026270498485754,0.00277058530556765
"1997-07-01",0.0418385971844852,0.0735947877605938,0.0360575481971468,0.0457711129111347,0.0473071691026431,0.0645885932084622,0.0427166209281805,0.0413832613707617,0.0425650060190234,0.0413346016881398,0.0486349340012825,0.0416596430937211,0.041989474903792,0.0468598844077062,0.0901040826849772,0.0634880886447631,0.0349531114065562,0.0340724213767431,0.0392507545619651,0.0385998817132772,0.0432304248346453,0.00592272705555223,0.0105193701489993,0.00370543548768243,0.0023259534500625,0.00859082924243487,0.00052994230978119,0.00457353777910774,0.00173118081129367,0.00938684780096083,0.00584108826145328,0.0011139625613881,0.00501989734412125,0.00584513418407008,-0.000576281435198296,0.0119096920602962,0.00779021724042803,0.00358604976781114,0.00399866640904016,0.0048176215317712,0.00395623746402084,0.00225225970475361
"1997-10-01",0.0530639233609571,0.0528033086330504,0.0348547107464684,0.0422367777776165,0.051670611393467,0.0578647434961769,0.0444910094804581,0.038504920881382,0.0478856771833202,0.0410713261959977,0.0411578602192925,0.0404724766501539,0.0406057814215919,0.0416426529815465,0.0911179297802898,0.0720308470792766,0.0485076542631444,0.0333250073762139,0.0440183336427284,0.0385863211416779,0.0440881262951899,0.0115375851091496,0.00955276400586744,0.00627506192591712,0.00844966487724049,0.00857364884155172,0.00629457012074457,0.00820477009255313,0.00404959914649766,0.010017943767862,0.00552187256634751,0.00378091253145262,0.00526100189650842,0.00832635742561856,0.0084995643037286,0.0189564284706848,0.00904370045226012,0.00400359023994407,0.00552923435651516,0.00706159581390634,0.00701527290327619,0.00808306937020967
"1998-01-01",0.0448803182111624,0.0589772671303542,0.0348305472998345,0.0436715000073569,0.0483778097069918,0.0578217956549089,0.043753540833228,0.0410550500166677,0.0436942582843877,0.0452703932925828,0.0465469028708253,0.0450070310203347,0.0395839560893103,0.0432707093657692,0.0936229902435592,0.0726815583540361,0.0405533885012188,0.0335108357209442,0.0452290506821112,0.0365687360148819,0.0410923606995341,-0.00188163313555479,-0.00121358627547002,-0.00141692255776538,-0.00356098345724556,-0.00103825065876014,-0.00802676651543364,-0.00351850302044347,-0.00302662691093866,-0.000592149240525973,-0.00136130887868284,-0.00586021999701601,-0.00123400526524288,-0.00211925872558195,-0.00383261743751541,-0.0056968099590341,-0.00549959555362028,-0.00542161866756523,-0.000532167302829189,-0.00567559400253557,-0.000473589598569852,-0.00175159052382201
"1998-04-01",0.0445213270002583,0.0608341529299771,0.0344411419347634,0.0426556213511303,0.0511997556315134,0.0556987767219219,0.0409297344051393,0.0422470395281798,0.0434001917069935,0.0471337377646769,0.0471576330706523,0.0457768234864508,0.0387662085381392,0.0396645445060862,0.090819253473668,0.0737689494595269,0.0412259983853528,0.0344018160514027,0.0456145662589554,0.0396408471529746,0.0401018806422371,0.00082706724492577,0.00315873268600598,-0.000400740688912251,-0.000544034771257807,0.00258204705882332,-0.00443251947330223,-0.00126104787981135,-0.00116042996998096,0.00165202922266933,-0.00330264243937224,-0.00196573577648504,-0.000326118233758241,0.00124841317964728,-0.0021518721571132,-0.00162791585140802,-0.00605758694167565,-0.00403825406645502,-5.92204029698588e-05,-0.0045528966858788,0.00255616543278767,-0.00127050759085727
"1998-07-01",0.0400531255019594,0.0501351522758316,0.0344877163083844,0.0444960205898177,0.0450202315637252,0.0620293550966642,0.0422826814935828,0.0401535336359237,0.0481806541966037,0.042708544522091,0.0464759184759283,0.0390148277010313,0.0454034124941986,0.0435491685824539,0.0948735167014425,0.0723956686178835,0.0461070578184023,0.0354255378465605,0.0425052674271366,0.0371793448091833,0.0475232643411954,0.000599280118145562,-0.000177831057566957,0.000610931642134275,0.000527469068734341,0.00112810795418544,-0.00391093272868181,-0.00110997754336359,-0.000480372685482703,0.00255402923961314,2.22630396249833e-05,-0.00407089573333676,-0.00160447472149678,0.00230079460032309,-0.000306192738221612,-0.000108134645143903,0.00147360586717998,-0.00134475444391259,-0.00170029983926526,-0.0035574659631941,0.000532892051593893,0.00272884624200081
"1998-10-01",0.0433862747957703,0.0505982567572799,0.0363415317124369,0.0470468521369833,0.0477978562071265,0.0617415079008028,0.0416968531350887,0.0414365092383028,0.0475272265969536,0.0448672220315888,0.0486113350304649,0.0425434006916437,0.0400703870000015,0.0382990046791608,0.0826631529527241,0.0742789030869463,0.0469013735609672,0.0367581683568062,0.0478139125258988,0.0370629956787996,0.0425572759242534,0.00201906636745521,0.000173617708249141,-0.00107669056355049,-0.00683540869209906,0.00132081057488299,-0.00794031738986068,-0.00157627995285267,-6.31224408944461e-05,0.00316827069929254,-0.00313807932356923,-0.0102417584789529,-0.00114535424166181,0.00200551590355253,-0.000838613437480775,0.00348173694417191,0.00644841667767566,-0.00690773457345629,-0.00051789170254738,-0.00141822954368233,-6.56876879889339e-05,0.00103601190869918
"1999-01-01",0.0445294104983105,0.0533571070244051,0.0345569180006215,0.043351419989748,0.0490756982410578,0.0641653046528609,0.0427257170734581,0.0375133799478893,0.0467099455529977,0.0431315679831246,0.0438425004475573,0.0426385089428816,0.0393633114577478,0.0421425525812635,0.0929170959811398,0.0747849689897327,0.0466408104009355,0.0349061681070442,0.0450424032228541,0.0376675967947497,0.0409376141096202,0.00947934727176794,0.00844699493136946,0.00686433997751402,0.00616420818668896,0.0114849668108844,0.00600027134983402,0.00537138395720784,0.00540693223065279,0.0100889018387522,0.00670682799617445,0.00532343143949504,0.00681950047953633,0.00768536401023392,0.00585027792416192,0.0172179867223775,0.0115302757781129,0.00586958684046371,0.00611444103954587,0.00691481936158791,0.0078971498938497,0.00770746969927509
"1999-04-01",0.0424060865896401,0.0565573414079035,0.0362918087304962,0.0445372070488283,0.0458084819067155,0.0597635391908863,0.0427235818472825,0.0463711711638677,0.0404527626563452,0.0454824248726626,0.04889590743412,0.0432244782594707,0.0385318283751577,0.0424426214868318,0.0860896448090229,0.0611729202704527,0.0536889485715146,0.0357178405432134,0.0484426536217607,0.0365001584051774,0.04489859280865,0.00469074664372809,0.00269057512013911,0.00258581263876659,0.00129000832767822,0.00333023830314863,-0.000527000745353328,0.00145440176207796,0.00290106603577885,0.00386114715658289,0.00334968535380022,-0.00242592158500614,0.00230666859357883,0.00286261373408257,0.0017354094948206,0.00780297453764622,-0.0012995114142219,-0.00219273312136335,0.00175008188694919,-0.00127284315088104,0.00197383552471046,0.00265612783396201
"1999-07-01",0.0459311007707588,0.0585309419259706,0.0365201033215437,0.042795639490576,0.0488669699063333,0.061114770265816,0.0422001595162546,0.0395899227406682,0.0478440247996043,0.0435990409655929,0.0464877693198429,0.0431213928261598,0.041743426086553,0.0421882080245531,0.0887590522941373,0.0644389693109962,0.0441818305402053,0.0349417741891018,0.0461651936871254,0.0362554727029746,0.0447242373152323,0.00629261493515706,0.00760712179040636,0.00437073902530435,0.00445757488512673,0.0091758130329062,-0.000950617783014625,0.000464517835498468,0.00319905993582666,0.00737186019583917,0.00395922027921378,0.00126274582773441,0.00586283659845423,0.00716399859533573,0.00094071456254088,0.0123038001222273,0.00122690088855317,0.00624991735570043,0.00349276849827071,0.00560917103807389,0.00445326571171193,0.0057407717767517
