"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0325476686461155,0.119319846787139,0.036711559563775,0.0404376294604449,0.0693155651582131,0.0407721186132244,0.0365442035638621,0.0256216129102255,0.128130258404752,0.132383595454663,0.0312668516273869,0.0330295744548068,0.0409690749473262,0.032082701922435,0.0343029491089737,0.0400566870535623,0.0302226509203886,0.0318986583650082,0.0295909122589967,0.0347958807787008,0.00669215120042597,0.0395505302816357,0.0028109391357318,0.00161723087005321,0.018616407828441,0.00923312112747601,-0.00489139388769431,0.00172376413252671,-0.00241378776684061,0.052422646697428,0.0046066156882339,0.00673721736169088,-0.00118384583028767,0.00257287374859214,-0.00290024387613702,-0.0047817423280457,0.00450171099955498,-0.000396370710145432,0.00342425998714477,0.00377330066844314
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0315157220878309,0.132676166899047,0.0384863428101214,0.0451677866961991,0.0666632990230574,0.0439734045211496,0.03696186910648,0.0302206875397909,0.129061705146256,0.113855561302776,0.0318646741169103,0.0323288183537893,0.0352388716302085,0.0294952348173667,0.0371247805377465,0.0449152431083402,0.0274891311399066,0.0316867045047351,0.0275431664682634,0.0337308301900254,0.00299301211061006,0.0531529145737408,0.00602999203605141,0.00160681403443902,0.0237402257259735,0.0122291359498525,0.000329429227986209,0.00340861850986022,-0.00961396257491742,0.0321490931014899,0.00643546106276311,0.00346908465000069,-0.000682214229213806,0.00659699231078197,0.0020473890738601,-0.0127223170731644,0.00289590821534933,4.56089318612301e-05,0.00628798318558143,0.00875239729067629
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0318544468838731,0.133415020213251,0.0388209831531947,0.0451136605667686,0.0702625976521006,0.0347988551291473,0.0344055679220092,0.0306365638167782,0.11467218763387,0.135128957230537,0.0293913354251926,0.0332420487011171,0.0337444795240476,0.0342184368825368,0.0349303459281488,0.0443642589950653,0.0280324836273272,0.0320397365493707,0.0259315823221273,0.0349964518435363,0.00487046703202869,0.0518064191174104,-0.000499058155787263,-0.00297466250167364,-0.00439245754222316,0.00807359530652616,0.000760611120815677,0.0022520036995788,-0.0269882739868185,0.0407151168590076,0.00614630657117337,-0.000225646307918965,0.0046801682892204,0.00289691264257524,-0.00218663069770438,-0.0114834841593072,0.00154464679599471,-0.00069430285952363,0.00275226038742546,0.00360696759871123
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0299688570235377,0.137504882467167,0.0348291761442966,0.043956408477874,0.0678547220573204,0.040475494509189,0.0383559686310556,0.027727538461379,0.12342921723702,0.132483106146105,0.0283684333087265,0.0290789817538561,0.0357976204223561,0.0262420727512382,0.0314648520313325,0.0418001267632408,0.0293334633312863,0.0287069994908939,0.0305911952159557,0.0420308837761697,0.00802624908101407,0.0488165622856837,0.00475240386885428,0.00705722823809945,0.0141454220293976,0.014644733954914,0.00767935202951041,0.00635563954992312,0.0123538228030017,0.0354461790688672,0.00698500859208781,0.00390660066191304,0.00604818882629487,0.00581497704239614,0.00609770087037196,0.000403672863855993,0.00212200966091415,0.00583858794777182,0.0031930441451123,0.00341355393658885
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.036198571719063,0.129768708059852,0.0402631725875222,0.0411885339113765,0.0720294476779089,0.0378423953096301,0.0355951535296347,0.027316591354733,0.100965827491249,0.136072230681106,0.0320836054287514,0.0298825527451173,0.0322870253187466,0.0285930689631542,0.0411611035154901,0.0464491074367405,0.0265068876693494,0.033461957793045,0.0344071418802338,0.0379269169272961,0.00552346736112249,0.0697023850908449,0.00509802567370272,0.00993846220380931,0.0105590814847044,0.0210344221783925,0.00703626946358866,0.00677976643537517,0.00928136140772971,0.0250086424817584,0.011237487761651,0.00854511626510886,0.00872346080607472,0.00520880811736336,0.00560976583094383,-0.0010004236578926,0.00553249474828773,0.00528674934311585,0.00951255404180641,0.00451143143474437
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0363917034243749,0.121472907130995,0.0392657331897926,0.0442433431528131,0.0724590354107891,0.0443355818818303,0.0338563844785006,0.0283050324865504,0.121042361729801,0.126405481291109,0.0316719865115345,0.0315424117945837,0.0350394691492256,0.0314442390052459,0.040020716155534,0.0384889940907137,0.028189570334628,0.030709507992878,0.0282483424732928,0.0368671983158078,-0.000657905397571697,0.0566424536918586,0.00562407123944641,-0.00646740784876545,0.000981814164042619,0.000776215687065349,0.00696897284096605,0.00154223255640358,0.00312291541315918,0.0266990309206368,0.00871264840466438,0.00150428509793712,0.00761623285134108,0.00162182041351941,0.00107079852130529,-0.00882107495467409,0.0018913669058449,8.12212563969091e-05,0.00269965630757266,0.00179334551659657
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0335470333876439,0.122930691659749,0.0371810272800668,0.0512788118340543,0.0630559049891661,0.0392532761828577,0.0353249564106253,0.0281934654182743,0.116886349640589,0.125434169830486,0.0336881225331521,0.0342696297467997,0.0324320159229871,0.0289100753834515,0.0320230667980195,0.0430428106113392,0.0303367345578521,0.0284209546803287,0.0360734962041503,0.0477174069284069,0.0195243944631476,0.0902097653834106,0.0173810633655844,0.0286962708686952,0.0437129378381118,0.0295989475404291,0.0163098559524037,0.01710277605137,0.0524253245721257,0.0794205678562728,0.0243253357416735,0.0238296568868769,0.0223621635971791,0.0140625469054725,0.0205558465572952,0.0157601551934614,0.0166232650676739,0.0134841179747511,0.0240999283656464,0.0216156493486669
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0362200340702641,0.134757487402787,0.0384504240653317,0.0454415567640293,0.0689418012230826,0.0400318414378459,0.0328491757221799,0.0292792066026338,0.124230586570154,0.11792596497129,0.032606203030748,0.0301321145730603,0.030966703142629,0.029896893857958,0.0348050220379752,0.0423264248468861,0.0311006075292998,0.0327435678256744,0.030491665509784,0.0368027188163876,0.0194506430367942,0.0554464292969536,0.0189002201335491,0.0206562723724211,0.0483677818903885,0.0287767273967375,0.0191663918472532,0.0162808676067525,0.0598064017073752,0.110708392310781,0.0203486404599786,0.0136001634255596,0.0137712843421143,0.0122522256862491,0.0166232234000947,0.0171278319783328,0.0166590169596804,0.0141505621103263,0.0218103743998234,0.0206926468936799
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0329640430353614,0.136161226928986,0.0372514285319779,0.0421296273562992,0.0649762362413318,0.0428355503669395,0.0284284988360172,0.030117658443016,0.11495039550881,0.1341918028766,0.0345628891429058,0.0323262195761192,0.0333651029619903,0.028448799247268,0.0301695661183205,0.0374422409447251,0.0337782106457799,0.0338033210445726,0.0320675633221378,0.0400296188708417,0.0191736948713401,0.0923412220610027,0.0209637023595221,0.020218259176624,0.0306405291506319,0.0367540440947525,0.0171096502191071,0.018178456380678,0.0357220843187395,0.0902789897448656,0.0212600892663527,0.0207533470867592,0.0159092037134081,0.0185649533155858,0.0165580859579097,0.0170726838102322,0.0196195182398332,0.0153641874164801,0.0192728286457105,0.0158356535957173
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.033852780052493,0.136780003668214,0.0382745244108869,0.0498346685939488,0.0695430206025193,0.0412244203705106,0.0264641663841549,0.0293228700987454,0.119960033565602,0.115967267516718,0.032109078493771,0.0351163452611475,0.0364502260062193,0.0312715014440175,0.0351820952719102,0.0412884783189672,0.030023268086842,0.0305891222551793,0.029504603022484,0.037241526575669,0.0014758936260973,0.0573486462273039,0.000265906790938734,0.00136162089469232,0.0157651935749004,0.0027147172761634,0.00405936134517812,0.0037704080611436,0.00723707524736812,0.00192475718675232,0.00737810091521092,0.00789921162444645,0.000275299564045505,0.00724153882730304,-0.0087499687937139,0.00191089904655658,0.0052015465432098,0.00358789403932676,0.00588711723272412,-0.00261385399813991
