"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.0212227150137254,0.084588767887804,0.0292413196003299,0.022475137194698,0.101441380560322,0.0297834571607788,0.0332727586093698,0.0243241047677508,0.0270245300974999,0.021836868187552,0.0290926713403216,0.0234426166866929,0.101247433364381,0.0263499633566907,0.0202344543259043,0.0609665636497699,0.0242580983394205,0.0212797540996614,0.0562975950272436,0.0255514991825498,0.0358319624653865,0.0219020592530981,0.0286127668312033,0.0632228050458866,0.0327216170723395,0.0337771008796194,0.0029816546742332,0.0103166625322702,0.000734487071639094,0.00351880742007957,0.0441195012775077,0.00607948387133079,0.00416370343586121,0.00305049925312273,0.0131589091062058,0.0027885029052108,0.00255990596047631,0.00456026886365905,-0.00282855578417599,0.00465801444023495,0.00260245017802031,0.00838349569763747,0.00313142386889682,0.00405159903903393,0.0150494722775154,0.00590997077368003,0.0008812286587371,0.00237535362394311,0.00484945645122699,0.00269841759830392,0.00473436449932423,-0.00371609787670345
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0259425482276377,0.0902241863118724,0.0279994936285478,0.0211555663048631,0.115360746798274,0.0291852399934007,0.031731040387477,0.0262498534809227,0.0294821780944602,0.0248517123420238,0.0307962136058713,0.0202067831128907,0.0971063216507917,0.0283173367526874,0.0215344003952915,0.05474386543853,0.0217282256452385,0.0241072972786818,0.0527123221295398,0.023988096402327,0.0363524170522683,0.0205850976239283,0.0264424794708889,0.0629895655658046,0.0236824128819782,0.0325245994238029,-0.00206598357587087,-0.0134064416672539,-0.00125110414265276,0.000870864473035749,0.029447363145698,0.00173066078172698,-0.0016616039603396,-0.00348311037892681,0.00850017275034445,0.00167845589974197,-0.00449371717176184,0.00307572700074757,0.0464583428814008,-0.00890237718796015,0.0024494529318589,-0.00521637862812017,0.000682229907626599,0.000888126931826162,-0.002700124116867,-0.000910839425621537,0.0113940655115574,0.00144519203777214,-5.51140987727174e-05,-0.0114585132594742,0.00183049994623385,-0.00649925148456095
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0248768805068674,0.0896429671789524,0.0259437361761838,0.0232467488513146,0.0956581905404365,0.0289964942789333,0.0342540277579281,0.0223470955504701,0.026366025532908,0.0216579350389534,0.0278556030537462,0.0260363482371556,0.113984727214576,0.0219400452647172,0.0193194068592494,0.0649705091827524,0.0202011388911502,0.0215964055903724,0.0522073079796386,0.0307258238437029,0.0320664838479705,0.0230681232883531,0.0290939409004127,0.0660354884325997,0.0261353473584356,0.0317731986422198,0.00899442969823593,0.0206084627197208,0.0109178152227829,0.0116400691734184,0.0611444838311266,0.0142072823007384,0.0141676340915641,0.0096518362629328,0.017447212027916,0.00977457156431751,0.0122433867393673,0.0113192753393195,0.0784592858900635,0.00986764023280831,0.00892058370846512,0.0273174634585063,0.00840064027766674,0.00903146477862157,0.0274635633526723,0.0162916605976581,0.00908583128366998,0.00955383784910426,0.0114612045717256,0.011734439865983,0.0109738364190852,0.0109110430464696
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0228545152226208,0.100606901640065,0.0276184555165729,0.0230310356613933,0.109757824477079,0.0278166389619904,0.0318719583237158,0.0220063888211766,0.0266423105536177,0.0228424893482162,0.031038067000609,0.0232358390993061,0.104268917395181,0.0250705609476222,0.0198510377139967,0.0583231397306797,0.0229797260225612,0.021782201760026,0.0566194287316854,0.0275462753497731,0.0301352650359863,0.0227548207013528,0.02761181619579,0.0577632405518414,0.0246813378531272,0.0312898073840145,0.00371494741628891,-0.00534646064154616,0.00280011956382044,0.00460398295098141,0.0524558451259727,0.00463238179295549,0.0064361982168279,0.00162556836126296,0.013354679683597,0.00415856580939997,0.00221007746002229,0.00295835013668747,0.0390005881722302,-0.00113834959148723,0.00345601313830025,0.00190059112744546,0.00401665191483399,0.00389083720657256,0.0158588923472944,0.000228856214273959,0.00404965400933995,0.00480010509589069,-0.00402720508751963,0.000597494717546266,0.00696106593523648,0.00550166252702034
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0210293587989302,0.0966477433749312,0.0262675368194564,0.023579638956064,0.105386704469366,0.0381171250598068,0.0328674671215602,0.0226059593760315,0.026354929237689,0.0207598270386782,0.0282016462497033,0.0238206740511213,0.0994239282031523,0.0243095201052656,0.0223276481806999,0.072099433849534,0.0203225360650702,0.0226150781416961,0.0465287829377815,0.0250926585173395,0.0307051374338742,0.0230597527245598,0.0229962038797941,0.0646692105732003,0.027972404824307,0.0322390940103879,0.01374024088835,0.0495356009567316,0.0169514536310102,0.0147160597830884,0.0626046377858926,0.031844997159377,0.0204940513463024,0.0144641974303575,0.0211381886626976,0.0127278876915372,0.0181713033972093,0.0146659547968919,0.081463817677577,0.0143271072314497,0.013783531321223,0.0456602638380136,0.0120066396036917,0.0141764944062973,0.0249268011112934,0.0132036574943824,0.0193893796711362,0.0145222981111595,0.0143509320155247,0.0286794894594168,0.0192418552316361,0.0174764961157829
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0251801486799666,0.0926435370600748,0.0280203013297434,0.0230868858580857,0.112550637447286,0.0323129539544822,0.0341854559111688,0.0265840637837121,0.0277855081426125,0.0238949561906946,0.0279421738232142,0.0251799687303143,0.0933883505754049,0.0258036657683108,0.0228141568046072,0.0610540250717512,0.0194724676172063,0.0212095862466481,0.0472083740185447,0.0254069475132925,0.0310944930910157,0.0228516513732277,0.0298537615208306,0.0609658399032398,0.0259483797946532,0.0335617097899119,0.00792716387411762,0.0186963021142115,0.0096047130975121,0.0103132627229981,0.0481217493926324,0.01821267198919,0.00441657640549098,0.00879340132774985,0.0176994693924205,0.0104698358662871,0.0126350335070529,0.0134664822435389,0.0756429815605788,0.00591398147800044,0.00650959544166491,0.0332430722278875,0.00842668051061335,0.010623257153098,0.0244333048405933,0.0106263541546596,0.0142700695809653,0.00730174005397138,0.00547169427923594,0.0102641828710771,0.012763804687466,0.0166926846314989
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0250847512528436,0.100851515666681,0.0268564577557142,0.020923665768722,0.101984995687248,0.0334312997340123,0.0318905338196097,0.0259547567692576,0.0236226239300914,0.0226772799750374,0.0276448839814093,0.0250368024119528,0.112934490884316,0.0248738256648785,0.0212092229771721,0.0587483789334417,0.0220831223339057,0.0229987706556089,0.0461966607433957,0.0261745075072844,0.0376478949811658,0.0244489584482225,0.0264368510548727,0.0588646119725439,0.0240825336901523,0.0273406034004605,-0.000143013479292661,-0.0329969049289098,0.00527091139842294,0.00842281513847498,0.0243843832205004,0.0174944234341099,-0.000409366976517044,0.00471076100438207,0.0117804436968494,0.00403479917643842,0.00700167063071554,0.00387864157291718,0.120812594095116,0.00161566333372238,0.00553897708405295,0.00685287902353772,0.00583054630336669,0.0039946154256023,0.0170855590150107,0.0061372457698611,-0.015974139153989,0.00307387197111583,0.00573910750047506,0.00077703749731608,0.0108392165342936,0.0147637737626687
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0229933324574525,0.0856023892368469,0.0317450934681009,0.0218567338179183,0.115085495105333,0.0332764600291219,0.0312273362267723,0.0255563770832399,0.028153227288944,0.018279209239136,0.0289343479627066,0.021246177573816,0.103295533117717,0.0247366955094726,0.0212326004298978,0.0642114629006944,0.0197551363496422,0.0219034800116964,0.0440119042900084,0.0265562397331759,0.0392711979582299,0.0283828043777453,0.0248469265443585,0.0568697439761776,0.0294773107013346,0.0314927846104608,0.00237896949722615,-0.00576117064801998,-0.00342824160847579,0.00378904812936167,0.0435704018566849,-0.00849529252053797,0.00165267185498892,0.00155528428313224,0.0146725871476722,0.0013385578125504,0.00370454845733645,0.00312638469158213,0.00792408762989926,0.000626333595631769,-0.000605112906400993,-0.00178238343204218,0.00293071692560187,-0.0024159471173374,0.0045009648199867,-1.70321106847044e-05,-0.0047229273428074,0.00402287518420876,0.0041946374662332,-0.00728633193844434,0.00345464532588021,0.00639147970268878
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0251669135324484,0.0930029202883644,0.0301441077738553,0.0214584978426622,0.101024105420169,0.034092860890713,0.0297466804787925,0.0236159696970138,0.0275671285732387,0.0212066451482914,0.0261533637480966,0.0215604270421651,0.100209874765044,0.0287065593891596,0.0188410294519813,0.0656594657030041,0.0208128557989363,0.0257960426715285,0.0497654607969439,0.0291184532960864,0.036160801555119,0.0251337558288196,0.0258719425985818,0.0670441163967977,0.0250486912179124,0.0270913300942752,0.001860483462627,-0.0172280049582964,-0.00325183271576666,0.00328209221953523,0.0422537464225504,0.00658137295372539,-0.000851311959598573,0.00443810719684178,0.00944034097975271,0.00211101717610757,-0.000970734831438095,0.00370862517579667,0.0102615011899204,-0.00100722279577968,0.00192328897234229,-0.00238450915787477,0.00212279168264565,0.00185140576102636,0.0081972716210637,0.00535389082767856,-0.0126314943209427,0.0031308447461163,0.00185857716493623,-0.00255161582790144,0.00374323535128155,-0.00317372718258229
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0216580268294629,0.0969994825018955,0.0266310156301478,0.0225623611973837,0.111063476858932,0.0312291138829004,0.032975082790821,0.0238931579390164,0.0249880217611264,0.0252866247068259,0.0245704287054713,0.0229323624172416,0.0965844892939886,0.0206564136588773,0.0209293384738997,0.0658993639922389,0.0225402188206389,0.0210130731870624,0.0515557267232459,0.0228071728025522,0.0346497202904259,0.0255284118604732,0.0286838111748694,0.0730675175742688,0.0241252721254343,0.0271703148007992,0.00437794801198641,0.00462932324717538,0.00466601672032536,0.00331930574373906,0.0477553549100762,0.0103178383555165,0.00230454811012112,0.00479389683315861,0.0112345103343017,0.00731591426105808,0.00337114238181581,0.00394312118543114,0.00957496345622526,0.00346306593717065,0.00291009181998729,0.021749434024781,0.00579904458614966,0.00356234209495316,0.00151593241222021,0.00743842443903454,-0.00686131440913798,0.00506111405585183,0.00445239233040296,0.00962867888935416,0.00279665827413976,0.00502181889994512
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0223053455999909,0.0803420115659132,0.0258875876791164,0.0209621988830299,0.111359328717673,0.0319671789090901,0.0333804289531136,0.0268934581826264,0.0265170948510588,0.0225619399247225,0.0270338947810847,0.0264870339164521,0.11034960312298,0.0286061238204435,0.0208680107522338,0.0621864933641029,0.0200714555678462,0.0218349826137171,0.0506481982860955,0.0266086327414006,0.0337617374436926,0.0274224937033122,0.0230221503170977,0.0684051138726577,0.0237200007986449,0.0267975016319039,0.00806232933878031,0.0174118869712948,0.00992370419458936,0.00703806168090613,0.0697895028718013,0.0160709057709432,0.00919791206579501,0.00917637045897894,0.0171403156981214,0.0058646078434899,0.00976626027530081,0.0146581713597253,0.031832229441022,0.0127627820631415,0.00804535484072178,0.0218528547126707,0.00822496516938008,0.00805354335118025,0.00847466382199507,0.01149434780814,0.00612203194636316,0.00890138781341595,0.00961363195860448,0.021192878934565,0.00961448795656128,0.00751336180290246
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0259946888796079,0.0985835704112965,0.0281001223646945,0.0258472976588155,0.103151610664005,0.0318709149553455,0.0272626566001206,0.0244458533927383,0.0274844335734077,0.022652392611268,0.0303889742079879,0.0239621334434379,0.096874804826853,0.0229122433776487,0.0200904884788445,0.0629821794808706,0.0225517308767086,0.0234429808997687,0.0496196306998914,0.0251448835273498,0.0350518911845325,0.0269589318588194,0.0256819230352057,0.0633552065046621,0.0251730820559272,0.0304153744301923,0.00455783543879066,0.0207351847572813,0.00527801438694129,0.0091057749972497,0.0642431838714694,0.0120541827609349,0.00640371440428802,0.00733409302963513,0.0108325687651943,0.00729432778086,0.00680648485180401,0.00517665875587161,0.042365702443067,0.00545994216404433,0.00725057412578079,0.0317489510794618,0.00516716644526793,0.00295078746800387,0.0100722791531398,0.00961579706237365,-0.00326721148360545,0.00837920045525829,0.00566249712375672,0.0139208448920042,0.00867239151291645,0.0117202070097356
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0225702132391267,0.104590972164383,0.0238559826838882,0.0199520461463756,0.119067167101043,0.0265282849506195,0.0269199170306491,0.0257454786275264,0.0210270051200644,0.0230748936857766,0.0252071107375892,0.0227680356068531,0.112572438424617,0.0226146341374326,0.0217764105798537,0.0634518239521534,0.0202966532845062,0.0230975701422101,0.0454362085603944,0.0237379665423133,0.0314640648960824,0.0263811903495994,0.0236136817163566,0.0694733933091556,0.0231432323494282,0.0316336246620022,0.00251874653581196,-0.0143531292215672,0.000422995894189142,0.000948261352182088,0.0543190458085085,0.00469564083931248,0.00047429252829054,-0.00154061819541356,0.00398526072108102,0.0018129329252521,-0.000668497088980497,0.00407647123633165,0.020436092923388,-0.00133053664295321,-0.00041558820071411,0.00631376381064291,0.000679542241239555,-2.4141936367417e-05,0.00375845136299611,-0.000368949983332498,-0.0104087495763247,0.00122407441836008,0.00300626637460051,-0.0117546953621251,0.00263328286874111,0.00359092278491557
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0220457151614658,0.0925843675893299,0.0312038198051206,0.0245251274247973,0.104804802548279,0.0294453230026016,0.0270215564283714,0.0251548787802448,0.0255639924650999,0.0204730128355874,0.0252967365945159,0.0241618021568375,0.115052831475352,0.0217214391912274,0.0216283444679677,0.0617536241871322,0.0208733910572777,0.0228098306149601,0.046880916040292,0.0252407036893304,0.0274502531429113,0.0308185865810761,0.0246173931646946,0.0703907181224214,0.0243261330599669,0.0341547004131392,0.00885281827302752,0.0406580393600709,0.00984191516919369,0.0124580925697174,0.0598030796143628,0.0156672607599968,0.00942625426309974,0.00876997995137296,0.0109626693189639,0.00795645717988749,0.00915123374874639,0.0092189706106868,0.0776637611345687,0.00855890371086163,0.00937493463789883,0.02144664429578,0.00905227707339924,0.00930274029800324,0.0254416787691405,0.0109687994076542,0.00506368613598638,0.00906171657950703,0.00803868390264447,0.0226774175083274,0.0100081656892117,0.0151079853427956
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0217713047932005,0.094426758660655,0.0237600326002762,0.019678598796134,0.0993208717230574,0.0329699319065058,0.0289451621444997,0.0244753335260235,0.0288732812052083,0.0228681729270222,0.0288356676514008,0.0239978877189544,0.0976901233446285,0.0243861793665923,0.0219317981366669,0.064945978819933,0.021191757264359,0.0264470460001481,0.0528255137471057,0.0262227900903345,0.0318215229398349,0.0258425377524089,0.0289180649702525,0.0725835014518417,0.0268184671944064,0.0284517152685498,-0.000151250483448167,-0.0217190592810358,-0.00105868343879434,0.00301837293906051,0.031788736938827,-0.00211215274216394,-0.00309868448545814,0.00163464515586328,0.00912798300872066,0.00181249177590795,0.000824068308425085,-0.000898448221057958,0.0096498129350049,-0.000122009766313005,0.00051649623368326,-0.00345789430932391,8.80225667757514e-05,0.000816728239720948,0.00570887081889837,0.00054935414051257,-6.84900113291486e-05,-8.39901789483492e-05,-0.000371334277005341,-0.0107451003392156,0.00432134303908455,0.00276652147506554
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0233354026881771,0.0993593350010459,0.0294007197473585,0.0241266883218653,0.0938853875856868,0.0314324070995833,0.0304675248531431,0.0282490189301874,0.0279971069925666,0.0222172789471746,0.0262209929905992,0.0225434834376255,0.100853343210436,0.0218396342076557,0.0214857214582722,0.0654402576582966,0.0224628999720162,0.0225589979504301,0.0535161267370986,0.025604092554367,0.0330790486706553,0.0256911408434652,0.026452800706429,0.0638753321690419,0.0272935624566016,0.0306116948102218,0.0117050452858307,0.00998748569628957,0.00256453760639229,0.00899461141049596,0.0705796122482466,0.00792956843841838,0.0104140777054617,0.0114208246054832,0.0190563802821899,0.00932623324679625,0.00832092192996696,0.00788341787949004,0.00250432580776984,0.00676140545053233,0.00826510361668423,0.0151020422335448,0.00900092454521434,0.00985972486519076,0.0127614660745812,0.00759582447002977,0.0104220990611422,0.013631604011275,0.00717739085066286,0.0119706653279154,0.0132161924368718,0.00205389932526404
