"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.0250237018746144,0.110162144229756,0.0319893147764088,0.0228949887978271,0.0263365367370735,0.0409291162925958,0.0354342299861524,0.0309463706752238,0.0249780382348738,0.0322157680225169,0.0253373154042118,0.0676020194875211,0.0225978549178698,0.0248996210981409,0.0907216420858377,0.0300399256176099,0.0279072879411401,0.0308140189129928,0.0344084665395948,0.0257188491222508,0.0466443677934976,0.0228679491525375,0.132403089845232,0.03712738245452,0.0053217710978669,0.0452484842958022,0.00434592526360355,0.00439038053447358,0.00663197739301398,0.00487455661022964,0.00500977713685704,0.00471858027448113,0.00664118220045933,0.00483471011032438,0.00367675586518285,0.0117151180251093,0.00238384539221916,0.00270790012639338,0.007490975198156,0.00628157490518034,0.0018317797572544,0.00718005997835209,-0.000140519971785706,0.00566983335082215,-0.00167822923991114,0.00323259257280514,0.0081221210065729,0.000321827933808644
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0282946508863163,0.129224829879579,0.0287968115770871,0.0264611418597879,0.0260990067687724,0.0411536727100446,0.0341273641770157,0.0258817874404164,0.0245384109163535,0.0318180206289133,0.0272558427033789,0.0657658881495671,0.0238794470634575,0.0226214587915324,0.106055934012683,0.025495299804973,0.025765201851698,0.0254718157680703,0.0294581567150215,0.022849871535838,0.0466534885188655,0.0247590378542097,0.120133435241667,0.0374394251447523,0.000673342259409684,0.0305547455860543,-0.000611727819663718,0.000336547811953135,0.000757611382296683,-0.0097952667858865,-0.000146022369633588,-0.00240277984913493,0.000892871921084703,-0.00373917030528983,-0.00049724029219286,-0.0017479844146605,0.00150798374864404,0.00125345184921696,-0.0233587110123006,0.00402400567743386,0.00210856388752067,-0.00180895538005504,0.00352867493794184,0.00165902253284763,0.0096503983673955,-0.00244095858979255,0.0453765109941415,-0.00742831903594234
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0260055438695528,0.105873120504084,0.0280369039366305,0.0248058185762908,0.0287222193387072,0.0360503084293129,0.0321175857872356,0.0266598757631475,0.0256270782233815,0.0320854228493265,0.0253899793051887,0.066568978511035,0.0247872235596894,0.0243861198807542,0.105762556773702,0.0271770752490476,0.0294055784192732,0.0320356478911927,0.0308899206618919,0.0248010091746758,0.0432897137211993,0.0260966805616099,0.137561377077199,0.0358642619358722,0.0110925916714717,0.0657871679954657,0.0119533236926806,0.00957359814547556,0.014667214372986,0.0143355491601823,0.0145249589739289,0.0132155264565781,0.0120701618995866,0.0116508057870042,0.0118282914647514,0.0276628043990821,0.0124627349633563,0.010783390625341,0.0281355605490959,0.013995890590367,0.013974534158327,0.0159450009507809,0.0131558334702979,0.0115643185450915,0.00838598104234651,0.011630980490178,0.0809545007783201,0.0122382341212445
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0278556806729058,0.119841090288894,0.0345182512267267,0.0261691190745053,0.0229938551447976,0.0370415004130808,0.0276636272071182,0.0269620190815953,0.0239758780544857,0.0293423544374415,0.0243828363271952,0.058651587413407,0.025422386836922,0.0228954053104349,0.108731003410529,0.0282918476178936,0.0272479727746542,0.0334915716203176,0.031784283756115,0.0249755167028642,0.0392455683784955,0.025282922978094,0.138148408757962,0.0350853125135656,0.00472994637518271,0.0566637300729083,0.000601435416708333,0.00597276337080323,0.00475677245400785,0.00247385599714668,0.00713694977234526,-0.00309165539153405,0.00144957682868872,0.00545540230329446,0.00479030033717875,0.0173760146352664,0.00275315100047494,0.0017728253374222,-0.014821422820926,0.00808616161195438,0.00389513472197581,0.00163497591473973,0.00247476683993796,0.00295634109627077,0.00507058832544478,0.00536569810283745,0.0457986519557889,0.00539914934533059
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0274109475781105,0.115822599969434,0.0279516517095286,0.0242783208730844,0.0239354702785986,0.0492258676642918,0.0391875333046743,0.0294343596726757,0.0236471773121997,0.0314623779349508,0.0237777316684413,0.0583303657234918,0.0239571248665872,0.0241637943687825,0.111566335390761,0.0266458086785338,0.0278070548786306,0.0292591976962132,0.0287082848302934,0.0231036400313813,0.0398704787753681,0.0247968386131919,0.129512698012081,0.0361443401686946,0.0128994883224721,0.0752096961227146,0.0161345825884801,0.0157074216804992,0.0150996595633245,0.0296877366180032,0.035922144912297,0.0149349398178675,0.014313433237918,0.0239083816695681,0.0154537625992839,0.0282294313607574,0.015759554577765,0.0144147425441949,0.0480044261883871,0.0167809981267576,0.0197761822134706,0.0158370734835469,0.0142866200501375,0.0151715870191167,0.0265166897042256,0.018690787441008,0.100268814617882,0.0212551823583523
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0317849334381261,0.130154169979351,0.0303752142026132,0.0235734810276061,0.0256326326171596,0.0379986902911695,0.0342122647010665,0.0317703477891497,0.0244500807334603,0.0341892888684797,0.0277545113478697,0.0544656469119764,0.0263079796931932,0.0240902103711103,0.101940436556859,0.0291924437588994,0.0281268486724681,0.0283663068609975,0.0291390843236651,0.0247998985311431,0.0394486593002054,0.02518469970951,0.122535125285544,0.0345070450283778,0.0106731961664418,0.0481762609298684,0.0106578545394891,0.0100528748435652,0.011495749547714,0.00946497899525721,0.0155541773590753,0.00836689907982176,0.00788168421442905,0.0200282094674049,0.00944773098956842,0.0334727141059184,0.00904121058230618,0.0121018664589357,0.0179719539009878,0.0134657372334274,0.0153458501405524,0.00771552337974042,0.0106801188688366,0.0101912722250356,0.0168370360053378,0.0103418594025803,0.0858730159566471,0.0177022910115712
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0336794595038503,0.107821025583029,0.03053063510633,0.0246683727533112,0.0228676980973965,0.0388096916329695,0.0356631071157603,0.0259523130455544,0.0242009261087875,0.0317956015833706,0.0254262966292745,0.055005655977189,0.0240557796729722,0.0225053094656411,0.115789242452818,0.0297591720770014,0.0259089067855637,0.030148866081476,0.032062382344862,0.0222304655211177,0.050237873041334,0.0274170287368004,0.133826069908889,0.0296381207747014,-0.00155622087628412,0.0271232005127574,0.0078158313838001,0.00624991699345436,0.00547670221280156,-0.00977100276443506,0.0211815339009897,0.00411318993214978,0.00728795772076122,0.0104467922677966,0.000865165771061061,0.0255266388647632,0.00572202940751176,0.00846573246576909,-0.0391287245353354,0.00620222590510756,0.00944920890952831,0.00467500807442998,0.00777654693184962,0.00456030459926728,-0.0221823330767154,0.00843930452461342,0.126386572926242,0.0153909299983576
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0250426387242435,0.11883058836013,0.0373739086384174,0.0238399388254969,0.0241906264320153,0.0386795175831403,0.0393795355721929,0.0250323791680052,0.0219286429022411,0.0351733582719175,0.0255142139874025,0.0578981643451725,0.0247919992425385,0.0230918888289562,0.106178175669123,0.0275825369961359,0.0276900624538917,0.0280634421883454,0.0257982910666519,0.0253684918901564,0.0506647649644969,0.0269143691554423,0.125696826689048,0.0352756380448389,0.000270916190977035,0.0486849599590171,-0.00164418481108674,0.000905612522269644,0.00659569053173525,-0.00524637499396469,-0.010178645402715,0.000763295485144331,0.00339757457691322,-0.000730634354463023,0.00436723546922765,0.0056192582221419,0.00355540949361452,0.00431829331811113,-0.00684455047344477,6.09289104788631e-05,0.00227875059303641,0.00335409348581231,0.00139109476376557,0.00232339955168434,-0.00587395317856754,0.00261339987074358,0.0065282484063066,0.00880993661917721
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0285098579894751,0.115080474487652,0.0333042465717713,0.0248618886719369,0.02410751010106,0.0366089594641551,0.0355741925180892,0.0246456887742921,0.0229231753501647,0.0361913069976363,0.0230219751670642,0.0531888391654258,0.0231802063009921,0.0234808866356283,0.103257855459238,0.0297624962721875,0.0270049125752101,0.0285832490073549,0.0311070097474745,0.0246502385054174,0.0501561554254762,0.0281556242884796,0.141321743355836,0.0313215071679834,0.00113967150386165,0.0418391521617048,-0.00086205793353751,0.00246300875527869,0.0049809343032752,-0.00430658456701455,0.0102551503075798,0.0025830074628203,0.00190376020573822,-0.000548070314990274,0.0016986258720041,0.00594323526125186,0.000936479963965561,0.0020078915082348,-0.0191155519018499,0.0080336610726664,0.00211969981657265,0.00515931624602634,0.00203561612216787,0.00322323425569463,-0.0188221522120475,0.002998637313497,0.0158550950780031,-0.00345362112713605
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0256690808680634,0.119684916192224,0.0278415485109586,0.0243299856785166,0.0247276319270717,0.0453348772398089,0.0370133339325408,0.0259166412491816,0.0238303211652404,0.0313908024679916,0.0252021488340876,0.0638216238518522,0.0238176455019789,0.0236604785076973,0.123991892506687,0.0245473266185247,0.0260802025660014,0.0262416507147997,0.0317127935446483,0.0236660764286469,0.0436077413248998,0.0259262593530547,0.120628312855391,0.0313567081601331,0.00652494135949896,0.0440018950357385,0.00381172043724877,0.00665118684966496,0.00608347737897817,0.00122934754244556,0.0140936748418445,0.00356296051376377,0.00589292103991846,0.00385362770601054,0.00500651099576258,0.00111261931343503,0.004065580380537,0.00422646755401609,0.0103207610832292,0.00805667534127313,0.00328495329828659,0.00622682854910017,0.00339827966366919,0.00524726134153454,-0.00734168166982763,0.00582103441305274,0.0318615750868997,0.0071489488497025
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0272778351538618,0.123769724160223,0.027217559031898,0.0273053022139746,0.0257657344314887,0.0380742731916114,0.0365102863389744,0.0248845172374376,0.0237660891781989,0.0359126974707595,0.0230296746148044,0.061503977686672,0.025290224584151,0.0231906431338244,0.109798795625805,0.0256085157141449,0.0252735717213241,0.0253315716073856,0.0298718229063536,0.0212808235712389,0.0432186808239446,0.0287206524279231,0.137662716095654,0.0297343110783469,0.0089907791500958,0.0753651834184243,0.00997682216289269,0.0101027515156592,0.0125727524454131,0.013993827696749,0.0176915646480907,0.0108558368996519,0.00957308483741925,0.0122941110331063,0.00888874495412077,0.00678744371137808,0.0112834634976824,0.00832272611740745,0.023804862196074,0.0113884580298544,0.0129261430063214,0.0104588499519516,0.00908534504274978,0.00831806332205593,0.00946999512207602,0.00924804174395056,0.0479372380029353,0.00846246164433009
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0285967601867269,0.110207262896146,0.0327818688172802,0.0262208854648682,0.0296386346374082,0.0357324694561601,0.0376156372339999,0.0284860202326565,0.0240213513976697,0.0354288532073867,0.0259177381278415,0.0620861617422607,0.0220233619468606,0.0254386104267897,0.111294177767829,0.0298920218042018,0.0273154500983636,0.0276640203027172,0.0324025688662747,0.0260590775763717,0.0452688217528568,0.0273795533796635,0.11471728559889,0.0338114070787766,0.00493288328372685,0.0633985491214768,0.00505851291956287,0.00513475840947939,0.00802167418331921,0.00898628973692675,0.0153899810141294,0.00706270924444528,0.0072402666165412,0.0126083798908083,0.00503461773850288,0.0106815574677781,0.00605855318547905,0.00721961911112507,0.0314615182454114,0.00966390553298583,0.00972140804186736,0.0103121661081057,0.0106540010917838,0.00647389330264611,-0.00496790475237857,0.0101326112825884,0.056124146328774,0.0131370561464403
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0257487698829733,0.129249917639649,0.0283235709674609,0.0228178189119346,0.0256284493762465,0.0353968783787024,0.0310017568824054,0.0262130723308129,0.0248811704783219,0.0278450391111078,0.0235095715266333,0.0577593388825288,0.0225694518838412,0.0233064982132539,0.122855648215634,0.0249851741614017,0.028431726192553,0.0261280398845618,0.0312348891845617,0.0221736688665569,0.0404364713440769,0.0256256577697816,0.138454840788517,0.0354225791264827,0.0015749294220121,0.0524707407385793,0.00187191507240062,-0.000113627341813253,0.00399425660254482,-0.00435768347878888,0.00717758175836408,-0.00328320909696509,0.00144429888277026,0.0024403530804587,0.00200356727733363,0.00316544182558265,0.00116387595315978,0.000669838392458765,-0.022374133472204,0.00288552682589259,-0.00309080840118415,0.000962844603220864,0.00441042534116062,0.00100573756365584,-0.00944740884285151,0.00219193507340493,0.0237000665788129,0.00356467406005951
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0260262690010927,0.113149211265713,0.0325217509979378,0.0269153323454794,0.0265142375681696,0.0347528222579577,0.0333748166397335,0.0237997315114571,0.0241786339741479,0.0262699411517186,0.0241332057790583,0.0600538474518428,0.0236157996467652,0.0251474265055889,0.112510967056729,0.0307584220951156,0.0251385978905632,0.0264968717301588,0.0284777252434539,0.0228494136026976,0.0390141867508219,0.0321569272520694,0.144864607861186,0.0372792544205427,0.0104233047223203,0.0606539398544456,0.0136072564000645,0.0107386209821597,0.0124924440290954,0.0113319195171563,0.0198760238381544,0.00984478113585809,0.00966302941636257,0.0121918101391952,0.00969336590028705,0.0292969719806158,0.0107188611172987,0.0109624235232117,0.045849160944721,0.0138500246406396,0.00924253536443167,0.00786405064014355,0.0100613252767944,0.00856089721740029,0.00550229972678912,0.00975481362422265,0.0848394845621588,0.0175148207513789
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0257896899934126,0.110890523201944,0.0250420121498387,0.0228809444405963,0.027299926411653,0.0376542218425082,0.0341068360896942,0.0286512825128803,0.0213854683207507,0.0373994584524986,0.0259227516378013,0.0623384795460475,0.0244930457220347,0.0246387409757352,0.114194675460708,0.0248859563090054,0.0280649720887521,0.0277249264376041,0.0310812548246572,0.0240640740216602,0.0453720893036145,0.0284306004691354,0.130757640212147,0.0369304295753203,-0.000233124250241736,0.0370629789772996,-0.000131007950051199,0.00080460319353108,0.00274016690885264,-0.00741969063574676,0.00140629339362835,0.0012772815250405,0.00159567044271335,-0.000494286974982914,-0.0015987329343324,0.00527631169989545,0.00140615497709074,-0.000811475720866324,-0.0291312431165847,0.00133384726901156,0.000375205953295611,-0.000488343758358921,0.00202169685775679,0.00013389071049264,-0.00195755386950869,0.00182245429703881,0.0102618316415738,0.00348342140490935
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0271552059450446,0.109269731391231,0.0292111976425967,0.0263478647069466,0.0268879974633073,0.0376159901923582,0.035536203647708,0.0306796836168264,0.0244481121750485,0.0354952885516299,0.0259003741514347,0.0554357242021687,0.023783332377476,0.0247273595706016,0.118508521958941,0.0255389410145395,0.0277326774451124,0.0269973193178673,0.030444564618494,0.0251790894700976,0.0439370518761946,0.0257178037741794,0.126631334918932,0.0368186299712634,0.00898198404624554,0.0798481696377405,0.00680952105671476,0.0118370275058285,0.0104026031269748,0.0113336744323393,0.00946688909161695,0.0109895520473554,0.00998293928104784,0.00862792370333116,0.012289561360381,0.0188622100624835,0.00771633403263726,0.0103215087738359,0.00479527645466839,0.0110484381264695,0.00948727156806024,0.0101677868900576,0.00853384232555656,0.0084577002039862,0.0117716511391903,0.0133952940801227,0.00788084335712944,0.00549738210796689
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0306248812527825,0.114556093222886,0.0289948892968791,0.029470191085637,0.0270360753086557,0.0364345222007059,0.0399887088875687,0.0239835105087055,0.0241216293466224,0.034057805050276,0.0238638203970343,0.0700859961742896,0.025073676697957,0.0226830280667071,0.105463702054472,0.0279897057117125,0.0261832045702881,0.0283044380847638,0.0327025960047619,0.0217672462556476,0.0395289878201595,0.0251574841258338,0.124903893611743,0.0370239142639104,0.0201725530368726,0.0967398813213071,0.01972536616565,0.0155129656284373,0.0209497467971598,0.0169935417463818,0.0340791922718524,0.0157648062497076,0.0172535570704346,0.0256039622845494,0.0148359317969601,0.0303158820399573,0.0165206440369128,0.0145332329021806,0.0424553643655128,0.0193348458383213,0.0202252620970167,0.0180947361995092,0.0155333685108231,0.0135144678309676,0.0195936009213505,0.0149918346586544,0.0743996903930587,0.0168667441832901
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.027307140109806,0.122467795688285,0.0283378020928505,0.0260620593480114,0.0243904108218306,0.035216522263216,0.0352930532553946,0.029964403624372,0.0263923171794672,0.0332634618201273,0.026673731888738,0.070290705635483,0.0243189656161672,0.0244470853163315,0.111996293890878,0.0270006472504771,0.0278576099623488,0.0251472881325854,0.0334027751909712,0.0254840928499193,0.0400517534690693,0.0244897614390326,0.118910395249069,0.0312339279055702,0.0024494887978021,0.0481564190150865,0.00701459831229923,0.00301761140802429,0.00601905354190878,0.00290519626284749,0.0117971169489101,0.00739776472827083,0.00673347175302221,0.00920051112774776,0.00302289018803319,0.0223597176606056,0.00709313734431221,0.00422005420235994,0.00116509245743017,0.00538125911738968,0.00538967112956854,0.00808199806662582,0.0115261747349732,0.00527791905293199,-0.000209553439956801,0.00307316539062195,0.0182344761332851,0.00882308359657172
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.0277669946400906,0.128200628932434,0.0288818108998725,0.0235853526765927,0.022672206762839,0.0331887576892708,0.0355579913284671,0.0232197349828002,0.0286827701734444,0.0337222161904699,0.0274806036511198,0.0788080373424298,0.0243593192375387,0.0226603489190726,0.0983732249188577,0.0277951553419859,0.024753932204536,0.0272463090226256,0.0281555281877182,0.024853242904603,0.037026574896403,0.025664237461114,0.126558347701253,0.0407866739344615,-0.00505051766958141,0.0488233921802948,-0.00117835196258008,0.000293136817086591,-0.00038309338240952,-0.00320649143454722,-0.00301118451679786,-0.00032049923137242,-0.00374028231941132,-0.00673618008151143,-0.000322355639208479,-0.00843330305722428,-0.00412738356093999,-0.000450108220151985,-0.0203908848334554,0.00283916759987549,-0.00292477651883933,-0.00347992760040666,-0.000923299222570574,-0.00113052280857836,-0.0097986232582559,-0.0015512931663459,0.00261907009076801,-0.0143336451247042
