"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0255090048727835,0.111455644177237,0.0269823433503271,0.0240085570578629,0.0258679170808704,0.0329097148004732,0.0354207712621769,0.0271511199182177,0.0226622484122376,0.0394027923956674,0.026666361674391,0.0597379781535808,0.0232821774878284,0.0227076494873948,0.119033148414385,0.0291534532272984,0.0252158129778779,0.0356751150039505,0.0350144064242121,0.0224906073036362,0.0440714856000482,0.0331253652489779,0.12042536797169,0.0320309576968752,0.0026502002553728,0.0383115019605126,0.00524159890564846,0.000101765886765791,0.00455559874674259,0.00158160503012483,0.010517320510203,-0.00502831272322665,0.0022595138882158,0.0063841308372789,0.00186437406451983,0.0159221081101364,0.00290931829045309,0.00175019843574683,-0.000414657206543776,0.00337513120126405,0.00531435064406763,0.000202377810449708,0.000231940224328522,0.00225957439926291,-0.0103283164252309,-0.00362049287666187,0.0512487631999764,0.00442579215882075
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0316757820789964,0.119829395433846,0.0308943625693286,0.0252723677675869,0.0250669537822405,0.0401629936037022,0.0369840997974657,0.0308039563422954,0.0239202101410476,0.0327331439226281,0.0240113306688031,0.0590256026996841,0.0241782924990228,0.0221190102369854,0.118033045442521,0.0270612775819074,0.0263630788504191,0.0327467009829749,0.0265092297107954,0.0211444916122671,0.0442679637306372,0.0311773087875749,0.108699986613801,0.0373194151434687,0.00212285925072,0.0503826614569592,0.00435783915543792,0.000358438421357086,0.00483504397347918,-0.000135346006879915,0.0102086673734398,-0.00189024309340733,0.00328860779356752,0.0105908604300213,0.00321410129617184,0.0182373864509342,0.00231074954618423,0.00328373542741138,-0.0114892713484968,0.00629983758662465,0.00449421105230663,0.00110675797131737,0.00707663482403305,0.00454667772063609,-0.0120573822241646,-0.000718489030299299,0.0295885129605731,0.00913871512565568
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0278382689410999,0.123785865796414,0.0327966960467535,0.0248304650171075,0.0284038200934111,0.0409227356854221,0.0272297718260644,0.030134754893384,0.0253235080554753,0.0325420492933942,0.0266910749895925,0.0646194480698257,0.0243362034781041,0.0255961059774363,0.102590842540426,0.0270229378689549,0.0238979056430848,0.0264108583834889,0.0279082741638246,0.0241022145809297,0.0432543336113764,0.0316562057658027,0.122540916818791,0.0355647424598366,0.00450081061518971,0.0474470895147813,0.00158775612555384,-0.000117505062115939,0.00797631457256161,-0.00139979321225956,0.00460455198163374,0.00093626162068112,0.00202563397687979,0.00602104680834223,0.00201637314846471,-0.00623192258016972,0.00152308889274227,0.00126026578421693,-0.0352476562673448,0.0059072203204561,0.00454554363004034,0.00393831102635744,0.00400386205909942,0.00323618348807354,-0.0153355629962422,-0.0020049590755829,0.0357477119897919,0.00372033284836005
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.025354395468821,0.128409661621194,0.0286330385706477,0.0277666528939682,0.0272108666933066,0.0385609084461992,0.0330838198727243,0.0285993013315049,0.0229842247884739,0.0323337734103819,0.0239880104679465,0.0637416771155952,0.0233468605051415,0.0228825892438767,0.118174619657182,0.0244025654250928,0.0254819816900689,0.0295478086528071,0.0367941788079858,0.0247297873509701,0.036345187848613,0.0307732575755508,0.115890312332443,0.0309645202295049,0.00630955298923134,0.0499209378403375,0.00193716474930235,0.00416135797766532,0.00902065321494156,0.00465487820045676,0.0125304444932234,0.000881108066164362,0.0051939616861707,0.00501436831578579,0.00324014755501136,0.016434045839041,0.0024145672018349,0.00250528338717588,0.0121014723246243,0.00576120666362253,0.0038881489501146,0.00555704220471772,0.00574510596226853,0.00474778205580523,-0.000645115123689989,0.00650516260202995,0.0300760715152253,0.00514558878551208
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0249136629369052,0.125159717432531,0.0318186470392964,0.0281434395042891,0.0266927460411214,0.038086647445711,0.0356193816542177,0.0349724237158602,0.0232015503866808,0.0319642917512872,0.0234015052218147,0.0585656286024757,0.0273333450663672,0.0254856589326228,0.0932596044000109,0.021535801463138,0.0284792935185153,0.0300953378902935,0.036105707399691,0.0224337325994342,0.0434424299815337,0.0328002419627452,0.122799582457257,0.0336896225962008,0.00705309457887057,0.0674690790831886,0.00488377628755141,0.00870803707161,0.0108430995006746,0.00509410832459738,0.0223680729128047,0.00603763503925234,0.00704161567319048,0.00531043117776458,0.00530609144261604,0.00603646054604615,0.00612026185906732,0.00448694278526648,0.00599565978008677,0.00523043673499524,0.00558692153682383,0.00563490951837007,0.00752646635699699,0.00492968145901391,-0.00476415931751262,0.00592418722444985,0.0284131071684634,0.00189341172804368
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0295149339344185,0.111612562512522,0.0331343519230616,0.0240057143762112,0.0254212692588205,0.0392572321395611,0.0358872229287237,0.0323826330570568,0.0249894081278401,0.030042265308873,0.0231115548934976,0.0630873875235582,0.0255146983234507,0.0243543164962385,0.112077807275797,0.0296482474471342,0.028203578664662,0.0267597210890822,0.0371192976710191,0.0237531098616016,0.0416653541584174,0.0314144700856807,0.108156240867973,0.0388866220747994,0.00244239317239396,0.0532312498383918,0.00240460441025663,0.00110072172196144,0.00297501681824733,-0.00522844486413698,0.00469513422525647,0.00375716428188061,-0.00123117074308543,0.00455852794744053,0.00433407551881283,0.00608627271505499,-0.000543024560054697,0.00313674439377936,0.00161218364395765,0.00435069466884467,0.00875070802345885,0.0062312558334332,-0.000663619250755654,0.00136031551086616,-0.00944626352743709,0.00465343888187125,0.0153680415893894,-0.000533326662081566
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0276114356100517,0.114438197722996,0.029741996429422,0.0248101442459048,0.0266652673768743,0.0438547270205064,0.0355263423671545,0.0271217528980401,0.0237699273570462,0.0356878442127395,0.024022280832261,0.0578757274421006,0.0212868211236586,0.0286947563270702,0.105574522002499,0.0277830726284391,0.026025530396888,0.0247937465204309,0.0316674751887421,0.0266993945201908,0.0412622748198,0.0297210482140002,0.12678734410669,0.0385783706364934,0.0163569822325486,0.0819052140591042,0.0113607129830611,0.0141700215290988,0.0185913620906385,0.022198357044289,0.0294831157914105,0.0162149763444859,0.0158185229216753,0.0217889858841903,0.0130319148817561,0.0508810979268911,0.0138922098214203,0.0151554268971365,0.0400675234139388,0.0194439465905325,0.0213129708972006,0.0145256865713597,0.0156836831589928,0.0158028421841593,0.0133220393693696,0.0152855222609782,0.0764534382920986,0.0183540163839118
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0260635887737258,0.124504304219251,0.0364018945946749,0.0288522078124893,0.0262595941186632,0.0408074839163412,0.0357635506427221,0.0265315415729018,0.02473051673067,0.0274022670403095,0.026552463652481,0.0633169477438683,0.022479512004112,0.0250984753470911,0.113644423867338,0.0257543539067616,0.0276304403495547,0.0266746618197668,0.0329732253911221,0.0247556240368793,0.0385828175480398,0.0320245232649278,0.11038802260459,0.0328075590417188,0.00970865837268012,0.0559120644851566,0.0197943834919239,0.00804238551377243,0.017436493206799,0.0130988289286601,0.0246086325121223,0.0136196350063692,0.0112395162792008,0.0160964430939741,0.0136503082678328,0.0468049870838463,0.0124080038786061,0.0146624313866268,0.0564348680514534,0.00869602259600058,0.0239138626543923,0.013843253682724,0.0186430004614376,0.0131334226569198,0.00940848229099953,0.0166571107317818,0.105684690287212,0.0210986123343531
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0276708811475201,0.123828284009731,0.0304245053557878,0.0257381465916586,0.0314555413327876,0.0364518450598611,0.0365783392473187,0.0253347675481682,0.0244061513394406,0.0407335383963216,0.0281995972307847,0.0614426646881333,0.0240180440786414,0.0260402682698039,0.101784726356256,0.028158790577243,0.0279571875072201,0.0257636818838124,0.0331184889860141,0.0230867368280601,0.0406734816733154,0.0238661700274896,0.115739759809873,0.0375284020547581,0.0157064493723416,0.0858772045566312,0.0189378911323945,0.0128797100334067,0.0245870497541899,0.0166275999305615,0.0270819705072142,0.0137105237582542,0.0134717303440565,0.025506037481607,0.0180843410879899,0.0331299864656671,0.0147350100642329,0.0140477152695253,0.0250624682048524,0.0161028164301233,0.0155398804054728,0.0127676780125334,0.0156571647449715,0.0134117834340726,0.0155453971024025,0.0126041203051545,0.0833912350830309,0.0171254199445658
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0299459704935813,0.126619245669742,0.034762032275049,0.0232123430071336,0.0272524852612436,0.0465984018724551,0.0331967282294687,0.0300810899856363,0.0236911011551188,0.0287331506942662,0.028425647001745,0.0633656487373282,0.0238268450801532,0.0284019265073089,0.109593267950012,0.0275099217548184,0.028301362547115,0.0286458133428117,0.0241688571174342,0.0233373312779783,0.0411281732243217,0.0233821646024111,0.11321384240738,0.0326066498054886,0.0041388013051667,0.0585045042252336,-0.00300200009640522,0.00415048372642045,0.00435753723343393,-0.000507794859689967,0.00155021326117848,-0.00563932161065131,0.00334490676499432,0.00188256840414931,0.00575105058998482,0.0122028241669249,0.00437401939685133,0.0035726267883351,0.00959525238031798,0.0061308582183995,0.00565238916964898,-0.00178462214819788,0.00372108791931429,0.00384823792471685,-0.000682435721028256,0.00279944186489294,0.000641690730265575,-0.000660954402748898
