"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0303211441059945,0.0216095590782796,0.0425945656808895,0.0206083629947836,0.0380194743405174,0.0514562023839728,0.0330290431011553,0.0224836568287331,0.0737863329889156,0.0525315436410057,0.0209354258561263,0.0285914776436869,0.0243095864630609,0.0210850205376593,0.0298648475938317,0.0192702124572367,0.0218711530098111,0.0248875537698468,0.0256155822426856,0.0258550895531109,0.0286107106683599,0.0290978902955595,0.0691575705100184,0.0452421353685066,0.0314572130796702,0.034260379525153,0.0228720838744375,0.0241062232004324,0.0221581456994676,0.0204780161773046,0.0221181235143071,0.0217156738154799,0.00102520504826378,-0.00403886955456597,-0.00374224256297595,0.001416354717895,0.00122011449338353,-0.000443806251163485,-0.00247044703161767,-0.00127839423702168,-0.0145909484276473,-0.0101466684892622,0.00146724595717004,-1.98455728856447e-05,-0.00505084191953383,-6.21679845965677e-05,0.00130604293786385,0.000678007579948116,0.000265695349684702,0.00152593992103829,-7.63701908106423e-05,0.00124903443677924,0.001130693966877,-0.0107771510021938,-0.0247252483677709,0.00199044087012513,-0.00405559598661654,0.00644150105090055,0.000192257053701643,-0.00124503694369448,-0.00242546747340156,-0.000400884604950798,0.000847597725557275,0.000958575261578087
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0204742808255733,0.018296351457508,0.0525177874249808,0.0168233163293425,0.0216343001906611,0.10648696344381,0.0397538869865147,0.021752252485262,0.0668808603189501,0.032965408724305,0.0272826153802573,0.0234043019362256,0.0215809249762783,0.0267685345196835,0.0207351225143232,0.0169931095570619,0.0205596012382552,0.0337158968120794,0.0200261547953906,0.0234772451929398,0.0454352908116978,0.0385335849742982,0.0636866412471708,0.0308120487014426,0.0218245608513949,0.0223569982554872,0.0192857259070694,0.0262728113261892,0.0225247791791723,0.0234767427466154,0.032628743460803,0.021033157429257,0.00602543315263332,0.00682050702750968,0.0168699647556441,0.00695139088493947,0.0100889842134508,0.0144959658519632,0.0123711659893873,0.00519939515133853,0.0201448286368671,0.000386151569179428,0.00475225695376063,0.00715235731274887,0.00489452399386448,0.0045081076092109,0.00768832007819267,0.00595634711834366,0.00685969044929918,0.0149347757843773,0.00892733642301015,0.00575990105538379,0.0161479835263484,0.0060888479097579,0.0355736652296906,0.00546257373980304,0.00602648146041674,0.00851225769036594,0.0074229946714362,0.00438496245366435,0.003250099307161,0.00775391329790381,0.0144922626351855,0.00986166553189543
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0323376535595064,0.0290253491260485,0.0906506255468138,0.0198660209553474,0.0219575421223336,0.0297932496483808,0.0286972530389841,0.0629328052570493,0.0193897473169822,0.0476342991186616,0.0205890003671942,0.0233924820040561,0.0320971051720831,0.0276069784554949,0.0308504558327421,0.0212506892984029,0.0277430917008881,0.0234303699708844,0.0208585235976299,0.0403653669162042,0.0228213473085351,0.0458238963865847,0.0556583588632086,0.0224580138307125,0.0253541164008918,0.0200894739904511,0.0244840493500137,0.024771104295212,0.0229385047805982,0.0219708382758858,0.0261748525261668,0.0369868349860522,-0.0186319042340395,-0.0146863331714509,-0.0329409212950827,-0.00909894443112726,-0.0107311363229982,-0.012433508018682,-0.0126821019724181,-0.0197261546803484,-0.00912877664858566,-0.0231113632624616,-0.00901793108650941,-0.00954987733683391,-0.0103788832729818,-0.0103858382649822,-0.01630627918003,-0.0105763509109929,-0.0135997907960501,-0.00931089859202407,-0.0107440845523323,-0.0206397982649244,-0.0119800854887477,-0.0219199064032834,-0.0165853119131509,-0.0114005710493072,-0.0125881906659495,-0.00764878531229581,-0.00964917317058864,-0.0135804658882944,-0.00954759393356449,-0.0102190778115359,-0.0119066142876569,-0.0133225276309362
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0261218424734205,0.0204517555505275,0.0285313217859907,0.0200501029442268,0.0255420536437452,0.0560539604718034,0.0289409979551494,0.02307844820677,0.0682757259140219,0.0379423387409394,0.0375639203277259,0.0269256463774041,0.0295629008839643,0.0300428977009284,0.0277142000815456,0.0207785412564664,0.0295855199813914,0.0282812713497206,0.0242151616159263,0.0295923265084777,0.0387250723414202,0.0279958704968657,0.0623286401601865,0.035932780421176,0.0379297334835769,0.0322979863138161,0.0216954134116265,0.0334986018408082,0.0249922406192745,0.0221331713224241,0.0206544733248295,0.0225650824938502,0.00296564105276033,0.00298751271794983,0.00765282477273639,0.0031690291486725,0.00218741973520307,0.0129192048188793,0.00443159741185872,0.00246425605954866,-0.000717805926309074,0.00570850312189044,-0.00117223140284548,0.00548422909963955,0.00795397800198244,0.00777844991196785,0.00175753576176779,0.00140188988436691,0.00727803735499791,0.00580377660012668,0.00390608844741347,0.00270263959919799,0.00700273528057578,0.00691160442544488,0.0123212492696186,0.00894771276788044,0.00359134722262904,0.00158154187640076,0.00292698822072017,0.00862012380422976,0.00476795538867022,0.00419405348004604,0.00289065482012989,0.00509906031675244
"SPEECH_574","1996-10-02","1996-10-01",49,0.0253615913514488,0.0287286900966047,0.0270424883510523,0.0201776827359201,0.0307666179870304,0.0354253082655445,0.0382555155481414,0.0217570159245877,0.0664465146706906,0.029573030527794,0.021230566742564,0.0307219353688401,0.0222053565246954,0.0386816976414436,0.0275927571777116,0.0353464436920045,0.0303814799479097,0.0353224597445552,0.0231263941512472,0.0217635080636724,0.048524069596143,0.0270059761270123,0.0394392339627153,0.038338426640217,0.0238541463962666,0.0332458088617525,0.0246349446838424,0.0238423465131267,0.0233983749358087,0.0250684241638705,0.0335026910655318,0.0492385025402552,0.0054007723592472,0.00210562181796695,0.00671343163557775,0.000620297599584489,0.00465714932191206,0.0117300436186694,0.00576072422546873,0.00354381248263567,0.00590184553590403,0.00613152093523106,0.00699417355663695,0.00484381822254502,0.0048426040102036,0.0113977914838886,0.00417703129564996,-0.00253320889010089,0.00385288918362994,0.0165710840740402,0.00758779869726771,0.00501774608282448,0.014932543886301,0.0119010939003151,0.00255944623384769,0.0183424148716636,0.00134343524610393,0.0127120996454987,0.00688389885901029,0.00356221159468551,0.00384217440474136,-0.00170949919380539,0.0129064176676146,0.0150318786818339
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0274075753128943,0.020833415691676,0.0341678079719529,0.0227467368225584,0.0272609508247299,0.0683236826787469,0.0324648803971,0.0245357751127085,0.0714267286379388,0.0495140379277565,0.022819047143073,0.0258137801536793,0.0318681134463993,0.0259685072348251,0.0239140082304564,0.020662694857172,0.0259378807641316,0.0230295887698248,0.0209836341694921,0.025656136385195,0.0388950083876087,0.0293545691551941,0.0684105291540989,0.0585018094795028,0.0214817456364527,0.023412255568295,0.0263040481586333,0.0213048893556043,0.0260384715418352,0.0185068266094267,0.0211492955001635,0.0213055689208737,-0.0065471681668964,-0.00664562751115408,-0.0123760251664826,-0.00466652709389002,-0.0100003822450884,-0.0109469373187614,-0.00361905701676545,-0.00688513872279322,-0.0148564473624127,-0.0159783066892871,-0.00882658697878805,-0.00595086134735196,-0.0128934104580489,-0.0100697903443917,-0.00723600761315022,-0.00565879620790832,-0.0042117148340064,-0.00511482993401256,-0.00527493417466105,-0.00615281898845375,-0.00927798870986344,-0.0116463370952182,-0.012034536386222,-0.0053909986704664,-0.00696904391380122,-0.0059009747948117,-0.00888249677711395,-0.00291709278711659,-0.00866431497147102,-0.00594419999168071,-0.00553400151165169,-0.00505377370541423
"SPEECH_478","1996-10-07","1996-10-01",40,0.03306803783189,0.0277120275024005,0.0297559052080507,0.0231492921578725,0.0292081646843563,0.0281117710374412,0.0344412649088499,0.0252850195172721,0.0526969596239619,0.026254898246381,0.068293145960798,0.0228139642072337,0.0392541148468091,0.0272199668685537,0.0510075590244752,0.0246789382886354,0.0197101871343193,0.0275564561622256,0.0229228501774908,0.023740250638067,0.02720175394792,0.038118653015267,0.0547960964756988,0.0270406532783448,0.0372337128701592,0.0306888514518115,0.0216181402922724,0.0247008966923794,0.0296311174378176,0.0269086651894665,0.0227092713834035,0.0224714139383754,0.0119388577582186,0.0109664324706633,0.010380785554526,0.00964705184445527,0.0104749357104832,0.0116368463220397,0.0105508953625356,0.01081256331689,0.0144244174088322,0.0115152791075793,0.0242139685263176,0.00888369562259716,0.0181879881768139,0.0113978271705239,0.0164483475829962,0.012149463682998,0.00825108843254,0.0129963740149567,0.0100745667475635,0.00944149348290786,0.0122484966255272,0.0172950143736169,0.0193128289590857,0.00832461015016293,0.0159844296903721,0.0105988156836694,0.00866614741103706,0.00979877238668565,0.00968347589223769,0.0113868843282891,0.00878442294786401,0.0110713268361745
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0251600727895901,0.0388497079513369,0.0320347679082524,0.0219360828039831,0.0246103918043034,0.0342595201305865,0.0283781321507596,0.0250672860000005,0.0559090157817546,0.0272659377748559,0.0200610326425844,0.0557037414767605,0.0307334448381561,0.0280612631705114,0.0309621276986051,0.0300508045942036,0.0288350039204149,0.0438336340005277,0.0215176077729824,0.0253762804448079,0.022247082014506,0.0315933873664183,0.0669536257730962,0.0273446573225204,0.0256131948037093,0.0334483469244632,0.0244526352782248,0.0230042535529879,0.0249959405689916,0.0466359335562282,0.0208002690897892,0.0243048180940878,-0.000697871552448767,0.0019896636145299,0.00110582191607837,-0.00193362434405753,-0.000344498543959023,0.00257854540243288,0.00176219320608347,0.00174940214021531,0.00254748517816738,0.00207133932250721,-0.000207671024715519,0.00489071275755472,-0.00462045300345691,0.00110050160836964,0.00107773299482233,5.73078728289975e-05,0.000184787277886165,0.00466378133962477,0.000833724755311559,0.00190301053208103,0.00151615794836657,0.00177741658525582,0.000434600336163928,0.00101286321830341,-1.18434250148622e-05,0.00430488030432983,0.00173811664683961,-0.00196786820111116,0.00433611476432449,-0.000612089400340373,-0.000188980023826259,0.000903974060612138
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0237869514772727,0.0307869389104319,0.02862677095672,0.019852082610342,0.0224015638179125,0.0357001239919753,0.0680377951290987,0.024421684343044,0.0235576054593303,0.0317856748714666,0.0219823408900817,0.0489333215630319,0.0387327782686779,0.0247140685093403,0.0337645541878272,0.0280541930116806,0.0310559218529522,0.0246172450903697,0.0252198502830234,0.0286039448028058,0.0267187481586157,0.0304204334477092,0.0646604436591734,0.0325464852061673,0.0318009705666351,0.0247857333749784,0.0215107860289766,0.0248042703702866,0.0297642679802141,0.0208343903342199,0.0410978688789938,0.0364201919666452,0.0008043140220901,-0.00176484340531566,0.00394166275429526,0.00164169913638593,0.000996286290280316,0.00178488629214562,-0.00206859626182321,0.00159541807356385,-0.00014747110993811,0.0072875125791676,0.000747965250130393,-0.0129896569715668,-0.00373854692306046,0.00373727591426082,-0.00388853380737772,-0.00577135570387182,0.00285143371444361,-3.01948948787061e-05,0.00148825139698902,0.000434105322368164,0.00191364853528895,-0.00122691585427134,0.00963682046428859,-0.00077168655232352,-0.0027929339833947,-2.39979641934827e-05,0.000176802987902005,-0.00147150250909994,0.00047455770053142,0.000213260699863265,0.00335012179343007,-0.00309184973405866
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0333583344132236,0.0285542641772536,0.025717581281226,0.0300959355824733,0.0215852222257724,0.0381112750546801,0.0317174312513206,0.0356788888126,0.022722835682594,0.0322217927952054,0.0216295847889122,0.0340254870314869,0.0365351669701437,0.0346486790075532,0.0298702609782898,0.0227080443046714,0.0283595018505608,0.0331525426955485,0.0392343918687978,0.030796027843858,0.0381131385199407,0.0241717919401527,0.0728886948396119,0.0232313170461331,0.0273078386057862,0.0296454549489431,0.0256821842245998,0.0283841859964579,0.0217068513000539,0.0219105609077607,0.0422101691447129,0.0340245639096757,0.0105428580010924,0.00991858913629212,0.00520326469721822,0.000484411024429493,0.00329790394445628,0.00904939183181647,0.00584253531375705,0.00644290952218585,0.00426358471019399,0.00611749341066723,0.00382684343989616,0.00637402937551357,0.00116469059296125,0.0102305786030184,0.00337649525834812,0.0017798958768037,0.00603860580089948,0.0160440334943197,0.0105061921126574,0.0035614200091066,0.00745094482156884,0.00795512595309235,0.0115235823433731,0.00394556575609044,0.00602564515139795,0.00824988945745318,0.00441227723604664,0.00943966662730152,0.00653695926346157,0.00566782287014979,0.0145286572743385,-0.000660816983981077
