"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent"
"1993-01-01",0.01751217151245,0.0139781771644609,0.0319762669065755,0.0204931331549993,0.0177649048613617,0.0131037799827686,0.0899623098431318,0.0156226451933486,0.0146558346328097,0.0428662123653972,0.0210489849182861,0.0927551657226613,0.0165854418466245,0.0152828264681157,0.0193111846617246,0.0216978879130302,0.0131256757247316,0.0424773982282921,0.0415658619584656,0.0163803400070419,0.0208440732226375,0.0144127740986897,0.0152141309491217,0.0705810970756645,0.015170804826223,0.0188188440733956,0.0163385532286886,0.0193640839342475,0.0169246812438986,0.0172500417098091,0.0163009757598815,0.0138989034895498,0.0218131489448957,0.0318253762229677,0.0151205021536069,0.0459705115072534,0.014319508717621,0.0132488167665257,0.024416969009046,0.00134037594965396,0.00186594629147392,0.00112661544483703,0.00311259162556774,0.00317400751183678,0.000923002431140099,0.0502097756846034,0.00293729355191408,0.00150728684989737,0.0172122577840801,-0.000543824595424985,-0.0056795328383843,7.32699131094201e-05,0.00398239947807947,0.00538974579825782,-0.00166480789087219,0.00276451839850195,0.0172670894049726,-0.00904084976408616,0.00240649908232139,0.00813798964921322,0.00121698266767271,0.00199850661116348,0.0222489447909887,0.00201039067781631,-0.00238216041414851,-0.00193418282308587,0.00338735274657554,0.00230528311685545,0.00337623266596985,0.0020075272071014,0.00111160766294387,-0.00177148093646607,-0.0107371110000617,0.000534490301777719,0.00640449176440839,0.00128664738971741,0.00224329526255478,0.00579148992780222
"1993-04-01",0.0201397818095131,0.0136941145045869,0.039071537008168,0.0176906128359744,0.0207311463197618,0.0142860195078145,0.0967576842536795,0.0183971962982277,0.0151156183934775,0.0485640417644901,0.017278244995928,0.0826271751081594,0.0167200787644728,0.0137608741997769,0.0165062728641117,0.0219660301707067,0.0154442944566815,0.041472411158828,0.0367475057237832,0.0163568317547672,0.0189490100853927,0.0163513519466322,0.0157016521616583,0.069394665757394,0.0136477345707422,0.0197618844763462,0.0161489600985847,0.0170005676366536,0.0138428013396859,0.0192106037299111,0.0141390404149954,0.0180184609696501,0.0213499447843023,0.0334279358956207,0.0129035318447415,0.0412442011173872,0.0150835061497771,0.0142976981188792,0.0261989770087368,0.00174126711594166,0.000825184029689425,-0.00361192588803133,0.00309338722610221,-0.00190906178806725,0.00166831568686547,0.0581882457785313,0.00812914517641099,0.00159468584077061,-0.00426038744162567,0.00174383013595819,-0.0325519384197123,0.000496422300967025,0.00283518369186318,0.000377282152142959,-0.000780929630484982,0.00117899703714416,0.0141483905509546,-0.00488408429345846,0.000256683264713786,0.00612683882680127,0.000396200056845773,0.00112429873682285,0.0284411522921249,0.00110270864511548,0.00135982820733829,-0.000883848058175299,0.0023623482291218,0.00289547798356163,-0.000225844813699533,0.00223455402647139,-0.000143271490963511,-0.00124889731686831,-0.0161864242104986,0.000609763217056143,-0.00119531839230348,-0.00096388510475086,0.00157373394114954,0.00500285190768594
"1993-07-01",0.0159168648125052,0.0144016333783351,0.0349911524714058,0.020263053025301,0.0195493660704185,0.0152086753973153,0.0937028517901481,0.0159123647797129,0.0175615425887202,0.04183527904316,0.0179509483665259,0.0824635841968814,0.0153044551156161,0.0155971557740434,0.0215259949114416,0.0254047826810709,0.0145705084688455,0.0394727741592356,0.0421985471700285,0.016778034221553,0.0202347076477535,0.0147898608739438,0.0141283849812357,0.0739268376502043,0.0152366903031454,0.0200893241173888,0.0155499733544345,0.0230540667836788,0.0156008140947229,0.0154341280887431,0.018099386791185,0.0148102193721774,0.0201582649283379,0.0282966419319964,0.0153928177317622,0.0423219172294065,0.0158747856065924,0.0153914409933719,0.0210001690976551,0.00266219914270797,0.00308190198661862,-0.00177451297670517,0.00386811236409221,0.000954246882646728,0.0016639447484194,0.0647124387334234,0.00356005782322572,0.00489861623542778,0.0089710849720717,0.00156811908264606,0.00385123594873703,0.00152537506724919,0.00334773852208063,0.00733675456958974,0.00187076991060134,0.0020819038198118,0.00991442245956579,-0.00360036130003003,0.00346217682137533,0.00783474284565324,0.000959772352612593,0.00217165958095637,0.0147995521669293,0.00125089236948128,0.00283032996803711,0.00159808290460783,0.001181248264534,0.00554545652224368,0.00327895213936383,0.0027216216785762,0.000186347210926905,0.00327610535890409,-0.00484430260558634,0.00177871731598102,0.0070044109848199,0.0013464942973063,0.00261383349472801,0.00290506185227004
"1993-10-01",0.0182166856121586,0.0145868767979073,0.0445829293023053,0.0188568893057357,0.0195241121941234,0.0140903075401914,0.0884366699575803,0.0163843292464281,0.015982705757358,0.0432603781044381,0.0165994306236275,0.0895402623366076,0.0165352226036648,0.0166223826569743,0.0211680188398889,0.0208074389261666,0.0135163881540614,0.0453732949798878,0.0345443254515097,0.0168070763760474,0.022526333787973,0.0136988868712156,0.0142340871896336,0.0666875061823797,0.0160123515490825,0.0159220429708948,0.0169191665782812,0.0223788207903255,0.0153518652068902,0.0176771592354245,0.0159732894525922,0.0156523675539423,0.0204879578640519,0.0327953490405011,0.0161360168178277,0.03812517635283,0.0162227274508958,0.0150855649313929,0.0226776054072034,0.00779476318556227,0.00871938005080326,0.00242087214724538,0.00953214813822141,0.00868089887381717,0.00816730392253976,0.0706214662295809,0.0102755165118762,0.00902856183404632,0.0385587910596907,0.00969675292656661,0.0327333360955279,0.00984023847747806,0.010779491620436,0.0200394303299165,0.0108174253790203,0.00839863944251011,0.0346397787054689,0.0153362401983145,0.00795320336916075,0.019135941951216,0.0076175380823908,0.007017974087477,0.0509129918055886,0.00870931144783385,0.00955114102450307,0.00775852420994936,0.0101036712315609,0.008617884871748,0.00676768195426017,0.00914158927084005,0.00879227238347723,0.0107646789725261,0.00698340006762842,0.00841279394638088,0.0292518413289642,0.00904166710869114,0.0104836789595541,0.0137892052236735
"1994-01-01",0.0175990334619597,0.0153224562991009,0.0493748701833813,0.0207414471824733,0.0194880948587944,0.0142045362944285,0.0855001411707995,0.0179162451779222,0.0148753559434142,0.0442009174333519,0.016380358376145,0.0895103311261719,0.0160904610208142,0.0164722637026107,0.0254348489138065,0.0219190480799826,0.0156482511893078,0.0446267810115143,0.0319178680759894,0.0189405993305554,0.0193621363490616,0.0152712168223234,0.017478652460384,0.065340913082511,0.0154005137923594,0.0177306396802379,0.0144773210875492,0.0202934748629704,0.0160863706458828,0.0178053481884561,0.0154960692422773,0.0145779186156334,0.0149278715338962,0.0278109407824102,0.0164658992437259,0.0416564889900379,0.0153258619379288,0.0155526265412135,0.022775827308617,0.00569785878892732,0.00635025171398006,0.0150665206291076,0.00827262484704611,0.00519592631166592,0.00499844944915602,0.0631373450054634,0.00852205803407294,0.00613941400017989,0.0134965237972188,0.00334411246599799,0.0120161864223189,0.00455877326143818,0.00768388540876555,0.0106739070082213,0.00543710733284979,0.00630949400266785,0.0159966980620169,0.00702278544112883,0.00740574449589934,0.00940383471000293,0.00602583813306612,0.00705520073642582,0.0273582669655182,0.00465482884594117,0.00248041318964068,0.00458284450512034,0.00786903200640764,0.00506426137909172,0.00627217259206703,0.00666053591122284,0.00489171743794421,0.00604544445750373,0.001694634869487,0.00355925239629718,0.0139426631237171,0.00625890584466895,0.00687951015077454,0.00373405507879312
"1994-04-01",0.0181408501013223,0.0142008264551504,0.0405880846251064,0.0215098953715604,0.0190952560623422,0.0137750213389515,0.0880128428985568,0.0142806818774294,0.0145904318540452,0.0449637171639059,0.0190873646635981,0.0716617907004106,0.0153566440504919,0.0149630183001962,0.031140254927583,0.0192610919952945,0.0141243507210211,0.0400182178789237,0.0348076943598062,0.0165028803852006,0.0201166387509412,0.0148310566463984,0.0182002241730382,0.0757584644965423,0.0166563590977753,0.0183982257693631,0.0164401805336105,0.0173604596406225,0.0179928194946171,0.0159855503737558,0.0196144394191784,0.0181227877224386,0.0139092620899565,0.0329102375731589,0.0150690956172031,0.0466780461866088,0.0146186748582711,0.0144868135759764,0.0267697482496474,0.00110688678653792,0.00319796337564398,0.000173179331158826,-0.00072064960841113,0.00310529366567245,0.00285529969004987,0.0589300575980881,0.00329986308612116,0.00490899134037318,0.00355914464449409,0.00400597914318678,0.00854192458643794,0.0026073042786202,0.00455714195011992,-0.000498747967912941,0.00362403198127026,0.00121278150105566,-0.00260433354068776,-0.0021687388607617,0.000989280693140084,0.00420066698173492,0.00215175051367217,0.00135849908835015,0.00349954020933726,0.00309070088991385,0.00375780491455839,0.00392542850707068,0.00171870785826524,0.00201511775985187,0.00150218177724078,0.00225920085354558,0.00155404455224784,0.00328110172689527,-0.00355544031219839,0.00309375837690276,0.0129408342555209,0.00285747277415068,0.00324408480950676,-0.00276512939349227
"1994-07-01",0.0157883687652777,0.0146586432113605,0.0360349884991513,0.0186778143900077,0.0180864450455853,0.0145435741605865,0.0901138602153397,0.0161215689933305,0.0145534088100685,0.04270949472383,0.0179423990743427,0.0909306397021668,0.0145194959518926,0.0146659782747177,0.0250446971986277,0.0221245197739866,0.0141767533249197,0.0455076045521866,0.038115604001429,0.0178145630650549,0.0180486261066529,0.0151797049390468,0.016241782716974,0.0739912028838588,0.0154428404609932,0.0174848442723906,0.0145917232896269,0.0224940493617715,0.017293992054646,0.0176394362599667,0.0159608607896111,0.0146379801328835,0.0149363895337427,0.0302433328992727,0.0165832190922297,0.0440682627824563,0.0148292237343078,0.0150194079453501,0.0231826990103568,0.00224402558204782,0.00400474123814373,0.00353843800531447,0.00279244020689094,0.00232682146908198,0.00224113545889699,0.0573481733226175,0.00354145885342883,0.00286286209000323,0.00956671411828676,0.002724393567842,-0.00860303305923699,0.00294925783868506,0.00398975344223112,0.0106166197355512,-0.000375527961179289,0.00220082213956867,0.013468443530598,-0.00313000997364848,0.00258468208687034,0.00510890153506185,0.00344068167913444,0.00373820493985471,0.0415782484954905,0.00278757602299978,0.00164438395887985,0.00340914498671669,0.00264785127516425,0.00494475811119511,0.00398668593859746,0.00436645371129766,0.00437042755419026,0.00286672295278873,0.00598593410876699,0.00171284364665487,0.0056667622345574,0.0032366811361809,0.00371353193097371,0.00283622961685111
"1994-10-01",0.0185026365583667,0.0140552955804211,0.0398936309642608,0.0201995178567952,0.0174734040035049,0.0146935863103665,0.0886631488525366,0.0148811469570045,0.0141209554129763,0.0405637523376933,0.0175038311307404,0.0979084592791905,0.0152311487642581,0.017109119310233,0.0236832701350615,0.0258113440700661,0.014984971322994,0.0459166728191277,0.0339692326611949,0.0182538148264531,0.0218553444708181,0.0171378496686774,0.0161387106779826,0.0717353653684649,0.0156684004440354,0.0185647923294095,0.0132260720730085,0.0179645528844252,0.0154753616600173,0.0166744272331164,0.0165064147570417,0.0125978848408026,0.0154458925267946,0.0315181856208822,0.0164971728094485,0.0340452351263567,0.0144861920521909,0.0165293711046204,0.0245138351986616,0.00815280530389295,0.0069012972147551,0.00955724024447591,0.010695280180592,0.00857767247515858,0.00840961711456319,0.0588565186461143,0.00856496956107589,0.0074638348836815,0.0234497058527751,0.0086029714329063,0.0270619428910181,0.00726783068443983,0.0109339718318212,0.0160303700295639,0.00876750597593799,0.00687916213116571,0.0276048709761524,0.00760843280642409,0.00779803029914802,0.0186173108159582,0.0070153367018152,0.00824502078969681,0.065744351440895,0.00906627134146621,0.00474123951997506,0.00701585970395998,0.00860675657245226,0.0075478997079533,0.00686692346505275,0.00692558125543936,0.00745048941404102,0.00786849292820351,0.0183001581108841,0.00861893524781012,0.0191334458837622,0.0079719161581071,0.00955842935299947,0.0134614893288075
"1995-01-01",0.0173172119963709,0.0132546460293691,0.041431046454015,0.0186346891158251,0.0199629875709893,0.0137739007422447,0.0834504037964128,0.0157145282729464,0.0141450999036564,0.0363367291254064,0.0167691589210175,0.0926395253429073,0.0146459087074293,0.0154764113463235,0.0237504628865163,0.0230029356843948,0.0147864634641847,0.0456493030941966,0.0381295393873743,0.0195239722698987,0.0218684886218832,0.0136129325968156,0.0191573361004484,0.0767230276919276,0.0140404454900185,0.0161001911075376,0.0148258367372511,0.0204462348569282,0.0156813700322398,0.0155999842076467,0.0161093123513925,0.0177601903473676,0.0179572464573653,0.0344377454339888,0.0141745073247774,0.0415353058711847,0.0149368901363551,0.0149360876995382,0.0217019428238548,0.00269995668958989,0.00326571274994933,-0.0144281664287156,0.00372330813895052,0.00116813571602407,0.00233079333860766,0.0538844083197908,0.00312821383051388,0.00401219859318607,0.0115448998971731,0.00303034903889932,-0.019845169108833,0.00185923778261353,0.00434600976728725,0.0158354406011301,-0.00215368702920561,0.0034472236557722,0.00145662446412541,-0.00270917605814403,0.00209955293493506,0.00423627127767887,0.00314310971128543,0.000139096517382918,0.0528380355113591,0.00303700107474981,0.000357023495651009,0.000479756799258713,0.00509374475565192,0.00186989271828029,-0.00106688865971486,0.00165103668949375,-9.0392200717054e-05,0.000870687271873039,-0.0161403479620551,0.00357468948125036,0.00297459160481644,0.00182665914295371,0.00569220336496412,0.0110960495908991
"1995-04-01",0.0194194939484522,0.0153350335675007,0.0268853597986333,0.0218801835200863,0.0200014302631277,0.0132317296264421,0.0917941725182457,0.0163368483521437,0.0137281217867269,0.0417037882515938,0.0174896974555776,0.0919521775898364,0.0151037833894712,0.0146161825397497,0.0225239882801228,0.0187008927706516,0.0131246861363298,0.0558820451100307,0.039633444135865,0.0174328421255776,0.0258609276366567,0.0142447764115703,0.0176395107059752,0.0732551089504344,0.0128361182585227,0.0169154543544976,0.0148937264118928,0.0149946312878427,0.0194822597709323,0.0167059884551028,0.0163509410031386,0.0167501801861264,0.0189772330201622,0.0338344656550414,0.0152414502667202,0.0336734078809258,0.0152389380783605,0.0151322526352084,0.0211967278647242,0.00172799261687021,0.000832581665650133,-0.00230046642753523,-0.0022576685780736,-0.00112774306412513,0.00165822284710235,0.0621447461780419,0.0011630475515957,0.00261990513703362,0.00726094180087264,0.00120936617531538,-0.0223767302279806,0.00367031070200228,0.00283098115205305,0.00116945199179312,-0.00483225186766301,0.00184342173598791,-0.00288692750639705,-0.00940763686108519,0.00116796397094554,0.00604711569692799,0.00247032382606638,-0.000345227669626943,0.0187425604568372,0.00201752573366724,0.0012004208187228,-0.000220200989218817,0.00149672427089873,0.00372712265387197,0.0028456761585936,0.00195773613899957,0.000904137910286101,0.000109453130155452,-0.0138349847197352,-0.000136293365740951,-0.00138927423444883,0.000928200271889095,0.00324707521283533,-0.00580946113961757
