"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent"
"1996-04-01",0.0382683218103278,0.0608865781755796,0.0280715090457777,0.0319292376880157,0.047033892353217,0.0410958238950602,0.0348082783290678,0.0425088464175974,0.0320914383441333,0.0620076769853095,0.0250332435875597,0.0390347165774482,0.0619233003811814,0.0306303395276027,0.0520872022281999,0.0488819179261421,0.104167193153736,0.0400385686688205,0.0378719180220021,0.0693513189296968,0.0406488894656683,0.0316297884878559,0.0077752579016262,0.00428173759133845,0.00319295716188098,0.00156763451310937,0.00449518454370729,0.00430179423507095,0.00323091161663881,0.00255564098944625,0.000853424631367108,-0.0052021632735984,0.00307563437611629,0.00190556163977811,0.00632003007843964,0.00426143660984758,0.00249884541226518,0.00926747852246302,-0.00649718835434358,0.00794324241089767,0.00221656232137085,0.000814610106353749,0.00335642135801984,0.00534215618977817
"1996-07-01",0.0360336608156708,0.068925984815519,0.0301682030748433,0.0548606957529456,0.0428122914291948,0.0545827496410741,0.0490109928950172,0.0364420700113793,0.035707115137955,0.0590919112014607,0.0308765365506384,0.0470797000800325,0.0500674083427634,0.0370936953711868,0.0418288906926923,0.0440279441657511,0.0600748856423505,0.0347251096218011,0.0354723675189189,0.0719658624099267,0.038883196572352,0.0402687282565268,-0.00489665844208385,-0.0129630968087106,-0.00609791678760369,-0.00809949475880788,-0.00408548362431231,-0.0109362881140338,-0.0121325207647107,-0.00438999215521434,-0.00657288106020601,-0.018330156308943,-0.00578157996562014,-0.00601087002513245,-0.00746682257012684,-0.0055719037127101,-0.00624693130143221,-0.00339220106505774,-0.00227468614072572,-0.00402109712809604,-0.00604738170685885,-0.00677665144019468,-0.00782488518639841,-0.00667590059727203
"1996-10-01",0.0390862156374461,0.0486333394308966,0.0326264936043296,0.0362241231960419,0.0534080462209286,0.0420728297921841,0.0391155981706343,0.0458641600227854,0.0388081733174266,0.0558386737311164,0.0339755382716586,0.0435761183915289,0.0582029943793342,0.0361693880934611,0.0439748293612541,0.0478424050887816,0.0812847367219689,0.0368219504395588,0.0406947528275185,0.0671096187244273,0.0392263645315748,0.0394436500451438,0.00436544200130263,0.00694981461168704,0.0029508551629664,0.00344167377448943,0.00269142590710488,0.0024344173514657,0.00300536407902816,0.00363975150341948,0.00195160147824393,0.00140900472013438,0.00320968401897942,0.000942517062830861,0.00732109155173984,0.00481958442660302,0.00174761469715377,0.00757234859327093,0.00138860077591297,0.00454289010530707,0.00256482051805582,0.006136762774593,0.00388296637396982,0.00342195710297426
"1997-01-01",0.0384695612378711,0.0547778793862899,0.0322948001681631,0.0408718117336222,0.0438402701287522,0.043545063526931,0.0401822227098182,0.0414651406346886,0.0356425596433821,0.0605651717766561,0.0306389246629409,0.0421623971863063,0.069350242053405,0.0337222702242753,0.0473066538369986,0.0455953444085664,0.0810222614490215,0.0367850497260275,0.0380194739499733,0.0680991019238519,0.037238059020606,0.0384057406118528,0.00317992334337255,0.00131556942119305,-0.00156139118237143,-0.00510652589200933,0.000149121972392998,-0.00381532445938312,-0.00214684092781943,-0.00161174650627263,-0.00331580041654823,-0.00410615266488678,-0.00173586000464574,-0.00106753089564951,-0.0015829237874467,-0.000292418039264731,-0.00134501764547501,0.00375051114192035,0.00118817528937704,-0.00100357645500393,-0.00108848966909174,-0.00122150459272892,-0.00143633135458121,-0.00607807549618354
"1997-04-01",0.0386356202545376,0.0530915960927117,0.0320868376323588,0.0396586460195994,0.0461033657820052,0.0486467691520986,0.0396787181193832,0.041190467380754,0.0372288357774186,0.0643573935858933,0.031090098795698,0.0436179447602795,0.054768649185096,0.0363785291392299,0.0465169098675263,0.0491742895945021,0.0764096001853125,0.0354190923398572,0.0373460325661664,0.0704871970928117,0.0382676221366571,0.039845784540103,0.00373729769393519,0.0022774973035133,0.0023838279943999,0.000378224039648268,0.0052967859834423,0.00178540214707009,0.00317761636750179,0.00328864601564691,0.00172227655811034,-0.000107032736315964,0.00209332956299435,0.000837697061644064,0.00315324712096827,0.00280136664238855,0.00292225348490201,0.0088223658244182,0.00517331819207514,0.00345533040986774,0.00228830583057856,0.00498024869428047,0.00407753638100487,0.00142689811458692
"1997-07-01",0.0408479104918649,0.0679821522739702,0.0350627262899562,0.0434911352021755,0.0486578539614005,0.0533832172615505,0.0447426508323249,0.0398264713374892,0.0398607118224346,0.0640733202016142,0.0324460402945122,0.0397473925563934,0.0519427105876546,0.038881501619054,0.0411348942115438,0.0445055669952638,0.0601826409144864,0.0338527837139408,0.0366218732207144,0.0642335385070232,0.0385296035253454,0.0399933041792874,0.00489600485858468,0.0106999880201123,0.0041890863588594,0.000906580211168588,0.00790446633341966,0.00149578021285538,0.00310330624694549,0.00422923149993571,0.00409677233667864,-0.000105102369468165,0.00291253874438313,0.00403572809014927,0.00761720967379597,0.00328048231530211,0.00403849711728355,0.00938387535811381,0.00684122429261131,0.00458446517192538,0.00368768667393001,0.00652289171942788,0.00478906938913914,0.00373058692467718
"1997-10-01",0.0471437265229384,0.050446492341194,0.0336716864038079,0.03967536326325,0.0544348962642988,0.0421630857047693,0.0392399219910556,0.0411230646075143,0.0387987735142688,0.0549640457872323,0.0315130028041487,0.0414470180750499,0.0538494927967494,0.0393358833103422,0.0462735981280272,0.0517533118039172,0.0666240237724258,0.0474910315311314,0.0369495732119314,0.0616415634298879,0.0411915407151136,0.0402689040209459,0.0100078210578261,0.00931014059579762,0.00584043790004225,0.00807554184656388,0.0121892845820199,0.00547253809771577,0.00775649250839884,0.00764071400479242,0.00295938061098787,0.00728598196093849,0.00528425053815007,0.00391609102632782,0.00802125360098239,0.00814200396139811,0.00424785107474761,0.0116145863235435,0.00901953460921905,0.00605021287269178,0.00486646465599792,0.0105240145498417,0.00723927185509443,0.00857433998475834
"1998-01-01",0.0390746248959338,0.0565481499895212,0.033094662545106,0.042257771653362,0.0493725370475802,0.0454987434712835,0.0413461457489879,0.0409279410203829,0.041195785508016,0.0567619287778417,0.0322991559628966,0.044243896055336,0.0587448360212366,0.0375635643910721,0.0450812539212882,0.043738416022494,0.0663321986088964,0.0394951973461236,0.0389759013187974,0.0706672823804581,0.0399106016202888,0.0368694056930969,-0.000620169430952881,-0.000931708959816404,-0.00145344326686891,-0.00365417606696635,-0.000902195417539685,-0.00362523822244207,-0.00433583978521029,-0.00300674994175338,-0.00606396368493551,-0.00781116447138047,-0.000572829024807837,-0.00302575458795927,-0.00115657990846382,-0.00131365671321598,-0.00552931861196346,-0.000731686264787052,-0.006793007693302,-0.0052519117758702,-0.00107328276402377,-0.00337693436751802,0.000140062133416428,-0.00264424885779203
"1998-04-01",0.0417081673581614,0.0568081824086522,0.0327155472756096,0.0386392752704743,0.0471011442123486,0.0485523743507217,0.0416584309031372,0.0378611605142852,0.041429177864167,0.0545506922904001,0.0321435997821347,0.0446174458122011,0.0551769105164865,0.0371397698808311,0.0480715322597937,0.0442698749894838,0.0673031051416837,0.041149253311352,0.0397207779615104,0.0703281364801334,0.0412340492206298,0.0378213921958026,0.00329065770419673,0.0024237723294134,3.65473998267392e-05,-0.000617254205796358,0.00264487573347863,0.000550477002740211,-0.00146267299887111,-0.000736628258939463,-0.00589235279527846,-0.00456919335948299,0.000329455776384964,-0.00172710655762287,-0.000529372194305035,0.000584129296148821,-0.00605740980950261,0.00386691432077972,-0.00438074826512246,-0.00374794282013753,-0.000660010142453575,-0.00277668866192194,-0.00054362439516653,-0.00115289320274687
"1998-07-01",0.0352793033048852,0.048108579853064,0.0332476068707274,0.0423179145726549,0.0487324947516664,0.0437547832955532,0.0421159276445971,0.0396458568285509,0.0426023461343833,0.0623422710739431,0.0332416890979597,0.0402205821576891,0.0493302963168452,0.0435999243230054,0.0458611921895197,0.0476127641167131,0.066459623159859,0.0446803808123362,0.0370631160572472,0.0687308948434062,0.0424271556763878,0.0426252969190062,0.000167059213938376,0.000857212770295037,0.0007043982072922,0.000512257351117337,0.00348947248006091,-0.000518122290255415,0.000185492809892645,-0.000398230643580578,-0.00470752299184292,-0.00414972942135344,-0.00117735185677668,-0.00253338645761477,-0.00058768413265162,0.00114776336655031,-0.00433293138405195,0.00471975302834693,0.000424307975823218,-8.18159749433711e-05,0.000374785866933442,-0.00215811494729149,0.000488045201181329,0.00168122955279995
"1998-10-01",0.0372578644834513,0.0479224814494868,0.0341356273436206,0.0367827024338751,0.0454469566408537,0.0450711579450868,0.0453209866608435,0.0381669785467668,0.0448892261105562,0.0589867266339282,0.0349017467934494,0.0430628169368827,0.0569628249338854,0.0392840814615658,0.0477667456451821,0.0478001451972963,0.0673052374984418,0.0452362209103318,0.0389985922664157,0.0636837541360372,0.0413831243972256,0.0396340015748172,0.00156958927428577,0.000742348288871451,-0.000206993276966119,-0.00076468146971081,0.00110385934573446,-0.00653917980923154,-0.00710117017017536,-0.00139040572729277,-0.0104319226971822,-0.00608524475668842,-0.000213485748922006,-0.00232332440527787,0.00347591725313643,0.000670021018248018,-0.00159122878469239,0.00190362829866866,0.00723152521751682,-0.0053569837728023,0.00233576903845463,-0.000415209195799173,8.02252202079123e-05,0.00119522561499905
"1999-01-01",0.0394357326300935,0.0507739969013166,0.0328206482865871,0.0396315184361892,0.0489485160735854,0.0432261928448431,0.0411644143160486,0.0396189809510656,0.0420063040723681,0.061423181900052,0.0334048634651274,0.0431675854828783,0.0553062358004161,0.0387575369561906,0.0459670956396224,0.0490904328092238,0.0700717337119026,0.043607320641125,0.0360646732575606,0.0662358872641679,0.041111337898789,0.0381658106608473,0.00916035549626894,0.00843497326648482,0.0063772937919761,0.00556074174902746,0.0105308182399967,0.00630260259912482,0.00548554914207887,0.00628635287059245,0.00295757639963641,0.00713693303297994,0.00600733981905124,0.00661090243805851,0.0106099856124516,0.00711118563275971,0.00642690652300046,0.0119972800692522,0.0109485842655122,0.00650247014345871,0.00590021604191893,0.0108011452187332,0.00647435081119271,0.00732091457592996
