"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.023850473384231,0.0176550750698926,0.0339667000669109,0.0201673682165729,0.0232681877433117,0.0230734821424726,0.0220831376298572,0.0173678462618921,0.0261028242886424,0.0231560657391423,0.0407948778417325,0.0168303390460581,0.0242791930308526,0.0146586411742971,0.0960485483400532,0.0197911466108766,0.0235990249791204,0.0878853476601203,0.0144182475212871,0.0165836275843783,0.0909929989960049,0.0637496698720778,0.0151061126073585,0.0209411549124681,0.0176232322550602,0.0145792349381904,0.015179855582824,0.0306034312777511,0.0202414687191188,0.0323560771637642,0.019148412531551,0.020195069551785,0.0155804225047356,0.0149651392756439,0.0231575654799648,0.00361898634756142,0.00455318239018672,-0.00393753301369235,0.00396029306552791,0.0100256677586851,0.00292652158315733,0.00587730016357454,0.000230180221170493,-0.00345100921298604,-0.00108473618882407,0.0154956445622211,0.000881140591735171,-0.0034944517172266,0.000786306057730892,0.0464940873948414,0.00528000839188286,0.00180169543702778,0.0494346241998979,0.00169679368078327,0.000953016425169447,0.00995012806278311,-0.0148717457008939,0.0026141243474042,-0.00283126137241171,0.00248361809193462,-0.000136733097843895,0.00167630200835283,-0.00715850739027668,-0.000565490838541668,0.00013686290547389,0.000355547530371304,0.000232480787313014,0.00152970911540119,0.00201505494778657,0.00423757779295041
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0201614851346414,0.0191238782816441,0.0478474764682399,0.0198142023081195,0.024786606475036,0.0277721024217308,0.0284638273834146,0.0165136282952132,0.0292304388325405,0.0198504693455227,0.0431889588418987,0.021359386236845,0.0240161730293234,0.0152862611115726,0.0808969593601722,0.0160463235005923,0.0191314971478472,0.0881523563456243,0.0160157396462939,0.0176742576824875,0.108545224845799,0.0434581120592753,0.0160866031261044,0.0207114307782774,0.0171153534195342,0.0165703926903936,0.0144941719452418,0.0348230754280217,0.0194006204856941,0.0238934465037222,0.0156165876382149,0.0189254902408269,0.0143153045112966,0.0144109396873418,0.0263012187914961,0.00306827988326973,0.00388379796494012,-0.000533000813561548,0.00469304866361492,0.00680488091411893,0.00818097411153269,0.0131270293915249,0.00255879447370194,-0.00199123018030847,0.00129085307257221,0.0166737944429144,-5.62726405589673e-05,-0.0031072867778738,0.00267413516929268,0.0282153636797694,0.00252397584468627,0.00288364703863925,0.0543430978463392,0.00227291180852326,0.00256813193195961,-0.00746079386945929,-0.00493385876887258,0.00201956653133179,-0.00096635164860791,0.00261581900988771,-0.000782082474237643,0.00183015627820949,-0.0146011767102742,0.0013077733414584,0.00316907748925696,0.00222821918851562,0.00135079977894009,0.00214230968221798,0.00389114484569631,0.00726603761442277
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0209476406662407,0.0177188743857082,0.0499246723041343,0.020996001621305,0.0256222152357618,0.0246827866368307,0.0215520367443677,0.0149902150343442,0.0303759621698648,0.0204643375464115,0.041406686951299,0.0173913091757858,0.0195165019362279,0.0168548260493641,0.091999912578587,0.0191203644287143,0.0209770030320427,0.0953836361473588,0.0152570437743485,0.019910062546392,0.080210455259564,0.0506367844953448,0.0174345160973797,0.0187540457718228,0.0171894018197691,0.0183427421215809,0.0149663880212604,0.0359342130433626,0.0226221129248717,0.0284585922380085,0.0176006969266505,0.0162275072489457,0.0168060039051102,0.0144942833451314,0.0252301678161088,0.00369821262455001,0.00330114774583714,-0.0107711808759115,0.00295423581106934,0.00307372632322723,0.000713324878378741,0.00860601531689583,0.00239531065563094,-0.003699133110873,0.00296139555991573,-0.00136946340222225,0.000989184364597148,0.000952640265728042,0.00253101511799368,0.0375865140554982,0.00632648982125306,0.00241796479947888,0.0609291437053982,0.000673215678727306,-0.00127555582492521,-0.0290415224905983,-0.0067445705241393,-0.000562506576251361,-0.00175055385549174,0.00324414760011079,0.000241265769373559,0.000612105926213636,-0.0120177906150143,-0.00257521527592805,-0.00129606194509039,-0.00114326924477158,0.00279068600799184,-0.000607655796114733,0.00263605231801004,0.00388164440096323
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0258715318037891,0.0150024396575163,0.0501372741464688,0.0209659040430016,0.0274107625706672,0.0225073277098002,0.0204080612691836,0.0172665963256423,0.0269450846630901,0.0228803257829397,0.0386882057727672,0.0179479628179196,0.0235925907046714,0.0154692566456384,0.0997809590616194,0.0161197271414084,0.025483179050108,0.0902880862374705,0.0170033804154709,0.0154848500750345,0.0903885514906453,0.0593164671667743,0.0166642348537628,0.0187017754157056,0.015406439998358,0.0170877730063393,0.0155781681338089,0.0268231432077936,0.0173848425203805,0.0299224199171775,0.0163689931267754,0.0172356553170189,0.0173111449009474,0.0146734691591528,0.0178834158911524,0.00518673047849898,0.00290757530951207,-0.0108948775966929,0.00105698159927001,0.00469846957353425,0.004254780288081,0.00812559212047165,0.00432027339484793,0.00304317137279787,0.00372286599082247,0.00997886890871733,0.00174039949187903,0.00463928042664011,0.00435174754937094,0.0328080792570906,0.00423227429878301,0.00334506717282336,0.0650239216254592,0.0016025677452759,0.00327032268011628,0.0146789718511305,-0.00307406525520462,0.00181104920066549,0.00382688200488409,0.00267011948059744,0.00215356343201125,0.00295868711412592,0.00105614783620917,0.00303929976296003,0.000904056767004508,0.0042129865342337,0.0040283519554588,0.000555440495326315,0.00173917251049537,0.00512618207937542
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0205286170210312,0.020147627529263,0.0345366906164159,0.0229809580340406,0.0338936170819865,0.0237246134725433,0.0241884772394427,0.0176284766074091,0.0273534239811184,0.0209289908478412,0.0404217732525379,0.0216771781979751,0.0214829281261409,0.0167693119446143,0.0752619663988668,0.0192750203283099,0.0278109627623448,0.0975670973313514,0.0170311501218394,0.0169274029730543,0.0761691253654166,0.0590650931129261,0.0151813889956728,0.024992613504998,0.0158501387236879,0.0142285432668028,0.0163181097071027,0.0346320438680538,0.0211121705272036,0.0326791872136835,0.0155461438852325,0.0182824923106499,0.0172152923617526,0.0163453436402295,0.0222460296484611,0.00279869676301691,0.00836886197054179,0.00778574775891276,0.00608166321512605,0.014329562320747,0.0005462153570342,0.0152829456598027,0.0051305201342626,0.00424305520907659,0.00514811930409817,0.00426094789370523,0.00271630614045055,0.00414478117636756,0.00556133454056555,0.0206719289991577,0.0065842871950047,0.00209148210641809,0.0666490886478383,0.00158869996546802,0.00210464880818575,0.00212839927327375,0.00715642778481666,0.00456800028197984,0.00218779985222145,0.00428439098716128,0.00335463613508435,0.00351330702262372,-0.00413324944838714,0.00433945128901603,0.00250687090635693,0.0031566371985978,0.00569963639896462,0.00307249165700936,0.0028446705151281,0.00236096545260493
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0231795164067458,0.0180996454043051,0.0324213868769165,0.0201262735035815,0.0287866814452101,0.0217742297671606,0.0227702386036274,0.0169984881870092,0.0288120133755011,0.0187579148082907,0.0443824901415143,0.0202982469456211,0.023011626423409,0.0171080152640584,0.0811743012209001,0.0191522947290223,0.0249160339993593,0.0887320465496204,0.0152029860968809,0.0174447627106182,0.0926663216335818,0.0542891078579843,0.0167926582123041,0.0238250537232351,0.0198576862747788,0.0161885235487791,0.0169441009047766,0.0303739977195287,0.0183066973912682,0.0321012656143365,0.017041362305307,0.0186753435092301,0.0162872737095784,0.0171938406568074,0.0263075744791519,0.000272632484351697,0.00209673489188316,-0.0042541758670043,0.00120843326884208,0.0153424061032227,-9.14900121143977e-05,0.00524321143410998,0.00251210212527284,-0.00710263679905089,0.00385428537088102,0.0144239233613537,-0.00126145806057535,0.00551526248710054,0.00122242073420628,0.00471229255829927,0.00616321713712453,-0.00148345556404572,0.0641514018363033,-0.00212674036774084,-0.000154066742279811,0.00879476256333641,-0.0102706421452093,0.000825547813194551,0.00572703726992179,0.000616883526843301,-0.000529395283266993,0.00145441379663768,-0.0108946267987313,0.00059504132587038,-0.00132327620005678,0.00289806312394328,0.00510366467471812,-2.14322821845067e-05,-0.000545649467658921,0.000728001290248067
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0260010130534386,0.0191562565613192,0.0380384946288187,0.0199825512812499,0.0261399708807423,0.0229225348702473,0.0201982781510251,0.0173590418561242,0.0272859217370821,0.0187705242018887,0.0408707769605774,0.0169592709118,0.0230549437988772,0.0160344056284481,0.080804973253482,0.0202868016070908,0.0237745855624108,0.0977383312108293,0.0145115559556235,0.0160231824992413,0.094127880820541,0.0546064141803118,0.0151777737154727,0.0182055570832955,0.0154269471851341,0.017997969467128,0.0151098413016337,0.0342366470367746,0.0187402161543015,0.0367432458402235,0.0162491383510837,0.0179036879120053,0.0177610436895955,0.0161329688895029,0.0256672537626802,0.0104066604121733,0.0133366288121582,0.0198495255480823,0.00919928453898759,0.0257430147231933,0.016979686772595,0.0145379820347345,0.0087418253296594,0.0166786481528792,0.0127746152371568,0.0388328146452021,0.0108026823080801,0.0116747515326708,0.0108201050944011,0.0436445487481068,0.0146861913000213,0.0113881865183404,0.0809530841573782,0.00830330354245489,0.00975147441567996,0.0352519172471649,0.0322694086049435,0.00804528119729054,0.0122369161359167,0.0105220577186854,0.0075685578154422,0.00882273972491245,0.00555796242976687,0.010502066618135,0.0159936675769577,0.0102295669281328,0.0118000056105747,0.0114326712885329,0.00823363325286947,0.0135291035569674
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0226046071181808,0.016151818070632,0.0596620774049214,0.0221239436499938,0.0265506966692339,0.0219578553494079,0.0234830087147164,0.0177687916061087,0.0294049473692417,0.0184572680043483,0.0494537794081133,0.0178326836595499,0.0210996879806346,0.0190871925041886,0.0769198065827812,0.0182166661037924,0.0227970452425842,0.0826688724712324,0.0145694419124382,0.0148028176806219,0.0999649125532998,0.0467791103666104,0.015026522288854,0.0213592233979222,0.0165425571500692,0.0176732257897201,0.016453105878235,0.0303536736167352,0.016990147130086,0.0310536444876524,0.0194213027726473,0.0176835205251785,0.0159706842082272,0.0153077212427297,0.0238076410893115,0.0129564498329884,0.00880372811805091,-0.00789223782938108,0.0098341062861871,0.0299951451663947,0.0169264273240635,0.0171505265465228,0.0090722147213675,0.00908414135883666,0.00986759425964148,0.0408096380676002,0.0105345108261166,0.011562245004123,0.00739223052380255,0.077868941547435,0.0104256933136775,0.0123891539452988,0.0635784480938938,0.00866157190508879,0.00717098514420568,0.0596630554342948,0.0199045151908946,0.00867040980670918,0.0123382961470872,0.00872595533628872,0.00391601280139684,0.00752518149980709,0.00529246609487315,0.0074058532044643,0.0180793816195312,0.0062072865300592,0.00759947769156065,0.00878646681682383,0.00919191207041642,0.0150983128547239
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0216318472671278,0.0193885690600393,0.0507519105204484,0.021479891354982,0.0255410051397483,0.0270102641683616,0.024017743798133,0.016887995098752,0.0241930024616557,0.0211986915374942,0.0404320895358038,0.0174343208835811,0.0170321979431139,0.0150387474230314,0.0880447712462859,0.0217779994845276,0.0253667426239125,0.0874285619503142,0.0157636113921635,0.020050327752355,0.0964158324666011,0.0431705189543855,0.016122691103599,0.0168736953642829,0.0173434848144235,0.0190143077413306,0.0137554278408324,0.0294315654428938,0.0230369420270335,0.0282214573063357,0.0170907688866351,0.0188401392165096,0.0165499398171559,0.0179160716719028,0.0257468667042476,0.0131329936450943,0.0132690651209842,0.0295881768059329,0.0129092748643812,0.0179196241092614,0.0174770815846161,0.023322240879888,0.0102230025097712,0.0125867079634356,0.0108674052677442,0.0172001424819849,0.0108136391279704,0.00931114522091282,0.00900215246751628,0.0687012069138389,0.0152453039379639,0.0118561371450244,0.0643911434624549,0.00910037958024072,0.0121032407008062,0.0297267605459454,0.0112583368136308,0.00939988517184721,0.00871775680523329,0.00920902367447294,0.00832643039352711,0.00783163717429259,0.0103948620705887,0.0121179884523875,0.0147143328856636,0.0115510999462293,0.00842527853454433,0.0095692763350298,0.00972876781723441,0.0115996830148027
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0192327217955481,0.0183135467095019,0.0575761383191307,0.022518168518973,0.0344236682650356,0.0249267909869159,0.0214843930236318,0.0175060784086372,0.0303945873533615,0.0192680571109777,0.0463993309213725,0.0176821723778071,0.0147359932087584,0.0161905966187415,0.0688818708554487,0.0182781988710031,0.0198897382772158,0.0920025410505787,0.0151014528408025,0.0161238687979819,0.0970394487024712,0.0440114154546448,0.0173860189835226,0.020877666321131,0.0177891269899614,0.0162342497812148,0.0170913245617106,0.0338533060648806,0.0231931918290334,0.0308588562092189,0.0173932724422841,0.0174783231256926,0.0184742209781159,0.0143516395460819,0.0230380246986129,0.00265484698569065,0.00147002224723519,0.00311392938409,-0.00354338781646246,0.0118440717766309,-0.00132026635773828,0.00199791629009286,0.00195745404447122,0.00175579097370982,-0.00124992942843049,0.0130743009155571,-0.000487886245333512,0.00220862519336452,0.00290134434144112,0.000597701343289581,0.00359045417383832,0.00331484883757528,0.0599897720110501,0.00166536417976271,0.00190357054702413,0.0156504660153922,-0.00805372926011814,0.00152182669156925,-0.00573384097404225,0.00445703943739334,0.000806488997347682,0.00166255729738601,-0.000758815246144968,0.00140990913601362,-0.00224026801935316,0.00292350026616997,0.00139818107698936,0.00297324842865474,0.00212640914104676,-0.00164015115365566
