"quarter","wordcount","inflation","growth","employment","rates","profits","indprod","housing","nresinv","consum","fedgov","equities","policy","other1","other2","other3","other4","other5","other6","other7","other8","other9","other10","other11","other12","other13","other14","other15","other16","other17","other18"
"1996-04-01",57.3461538461538,0.0093734496328977,0.013989139409457,0.0102305903359732,0.0132808715270378,0.0216785334362583,0.0230889537143455,0.0133575953331844,0.0154914837397478,0.0149719011694355,0.0148329190575387,0.0109858725680961,0.0309236315158661,0.0189510224502004,0.0308192411989241,0.0124922892175566,0.0515665849554371,0.0579365824475403,0.020659434344985,0.0252261164780196,0.0185481568706513,0.031551001871066,0.263897828676532,0.0194079087623431,0.0753228366506118,0.0200497304114672,0.028011381031048,0.0556813106596278,0.0243217460935075,0.0310035531363641,0.0223483333042799
"1996-07-01",46.921568627451,0.0430576585836035,0.0226856709891053,0.0258605042435622,0.0204661727373775,0.0196545889447612,0.0209562041641651,0.0129781157082375,0.0144131242942822,0.0159904828861688,0.0207832704736008,0.0144280860844694,0.0710185980900515,0.0175905763069442,0.0196949773925724,0.0289880858677775,0.04537920774779,0.0366087383282502,0.0201949022260685,0.026775570599598,0.0252115966303607,0.0322182293524215,0.0843604095629359,0.0211155802827755,0.112559556691245,0.0308024251800207,0.0307914670189565,0.0789570135551939,0.0250182968906245,0.0467217487855187,0.0147191403815619
"1996-10-01",48.9347368421053,0.0157565384326597,0.0180288412995441,0.0164938035577437,0.0160600306759468,0.0231018285850416,0.0199379553238207,0.0145324062494873,0.0216822044283613,0.0153522665336417,0.0190679994520154,0.0165254468469366,0.0237628507746088,0.0184218279799418,0.0246155832377886,0.0235065579124922,0.0549794148842995,0.054869560297627,0.0172617672456892,0.0282532407784323,0.0269885577443856,0.0261450377970154,0.18251840419864,0.0332445552043044,0.102456711716395,0.0246030969026855,0.0317022295307108,0.0466766231874859,0.0261584048036287,0.0349652942233992,0.0223309601952716
"1997-01-01",50.8827930174564,0.0254800647526671,0.0183147367632373,0.0180372915983531,0.0153755057788073,0.0231492692927021,0.014423590350176,0.0131260308325084,0.0166005706045109,0.0153714679655345,0.0179767038912621,0.0146509758363714,0.0346720126546322,0.0185303497189238,0.0269725389242198,0.0199399793450934,0.03241857741538,0.0744514661451353,0.0185251520220779,0.0271707350668033,0.0236485699444452,0.0234263252160594,0.187460688621529,0.0255084043107549,0.102895956169414,0.025952942334495,0.0254938976165956,0.0575215342147549,0.0252236047746503,0.0371036650884129,0.0205773927504929
"1997-04-01",48.2743142144638,0.0204907425614415,0.0240638583417772,0.0185848008001354,0.0174608013543393,0.0281059634032314,0.0188558221038906,0.0139759661595999,0.0177693583636629,0.0148213304363467,0.0187703315438422,0.0154527670826236,0.0362744282960103,0.0185353771010622,0.0219458666901576,0.0216017064623548,0.0346703167722065,0.0417556004398686,0.0150098719882701,0.0249666831368346,0.0289539223748394,0.0230262385564203,0.162098930544046,0.0298308433198077,0.114420814102922,0.0253195471002399,0.0291218289653648,0.0748490557783291,0.0289581225191117,0.0353949615491184,0.0249141421521451
"1997-07-01",46.5726495726496,0.0243176296216399,0.0226599895891093,0.0174574191307144,0.0194969400932916,0.0205443461339004,0.021149811435575,0.0212333668071148,0.0170277006126657,0.0197188179235877,0.0172058847507279,0.0181778589859915,0.0544229669978307,0.0167365561683426,0.019056222786359,0.019815956115741,0.0430575090682934,0.0397383933037525,0.0148053630151451,0.03042006735121,0.0335715816218407,0.0231604807830767,0.110384625427058,0.0422826628547893,0.103109169450307,0.0222587931612987,0.0284745072414045,0.0849560185822827,0.0251896476745175,0.0494581194818767,0.0201115938305558
"1997-10-01",46.1790744466801,0.0193983895168618,0.0203253718396882,0.0166298371956993,0.0167290856341745,0.0278029371659646,0.0229761286978092,0.016187021931865,0.0198460061631497,0.0184246938574634,0.0178912769145336,0.0177536360496621,0.0292738339252486,0.0181666280061141,0.033113027252053,0.0198092812794218,0.0326676508136838,0.042390725646009,0.0334718426193152,0.0224456056487677,0.0263022671616578,0.024609724342144,0.132943174047563,0.0417788568775209,0.105076132829162,0.0228096737667574,0.0388817446579861,0.0586081954512836,0.0453307351202451,0.0379250773048679,0.0204314382833279
"1998-01-01",46.6972891566265,0.0256054117896236,0.0218863354143623,0.016803196841992,0.017677102613612,0.0226003942635837,0.018386856792783,0.014778912566129,0.0193313284351298,0.0149945490815097,0.0201500668917863,0.0160781212456207,0.0400553153351437,0.0191223995611805,0.0238650181410155,0.0224471557312655,0.0293861543207808,0.0481188320675632,0.0237953970790399,0.0323108909326968,0.0321836991225964,0.028199536574849,0.13789550263723,0.0339095100747372,0.107059423642684,0.0267299338291963,0.0279019821668695,0.0685437780560431,0.0293833881585705,0.0386657436599037,0.0221340629725022
"1998-04-01",46.1996855345912,0.0189808531192846,0.0225728285088569,0.0155755580016659,0.018704818496749,0.0232731002633632,0.0166870308826813,0.0185115947666051,0.0173838639698791,0.0179190923345606,0.0219552596604564,0.0162172370635847,0.0404996612610148,0.0201297555076857,0.0279509775630618,0.0225737888631933,0.0450013186003396,0.0436033348578377,0.0234412426402525,0.0354812148479851,0.0332549981076645,0.0307946218275849,0.129047544163285,0.0309125402537903,0.105264861528504,0.0243365046352562,0.0288985796120154,0.0608405433327358,0.0294670153736833,0.0365510192788502,0.0241692406775732
"1998-07-01",48.030959752322,0.0205752553962382,0.0222009629201761,0.0201685668332621,0.0153728874351748,0.0240490764493809,0.0231603579488118,0.0136638633041728,0.024032236367021,0.0246324889928493,0.0151019238004839,0.0182434503257539,0.0265852494622504,0.0188997991887163,0.0336783533321597,0.025919882821195,0.0477849869458499,0.0360982684304047,0.0250906935082638,0.0229754252328067,0.0351921289847375,0.024104729181363,0.11899198879011,0.0353794074226919,0.117382507329191,0.0209425778554144,0.0263736546581604,0.076665260451473,0.0244059718356153,0.040251580243769,0.0220764645525026
