"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent"
"1993-01-01",291.628834355828,0.0370708972255835,0.0331402750121238,0.0222166525985341,0.0226502378311339,0.0193566927737816,0.0280285786491642,0.019427389051271,0.0255542908171494,0.016921010562079,0.0435519587281349,0.0290963936953765,0.0320391466161573,0.0422825908816893,0.0467033651751323,0.01851155497429,0.039573114410817,0.0545532297915497,0.0267011976196411,0.0467522881079711,0.0329527647970923,0.0384866343742529,0.0263228766953557,0.0374918657921501,0.0663326004913152,0.0468049063167079,0.0321585571768646,0.0406354128871726,0.0451872397396844,0.0294962772078246,0.000138175901218348,-0.00420698914762481,0.00451889341180033,0.00426047206725627,0.00293504703970829,0.00703237708887702,0.00619515501614994,0.0077905025764703,0.00317307508602895,0.016442864165718,0.0102956455434108,0.00879675671256457,-0.00731066498621733,0.00057878070600381,0.00306394867062082,0.00680077168209461,-0.00340758789603755,0.0140849243819636,0.00716769741403961,-0.00768384382862633,0.00722277425970063,0.00122417049837056,-0.00505396254179672,-0.0115168682496777,0.0164578039257299,-8.64197734615405e-05,-0.00130762894245871,0.0145817120538077,0.00597140565082029
"1993-04-01",284.365296803653,0.038787214901483,0.0343800580720552,0.026179698380897,0.0236291696668589,0.0184998927440994,0.0328560077487943,0.0176892178654083,0.0263576958017145,0.0160624275410292,0.048301705489121,0.0327974191598515,0.0289410638765092,0.0441316565810808,0.0402402178256368,0.0191391945035616,0.0430192200514229,0.0546287404431248,0.026515536126285,0.0419760685853785,0.0317526876733706,0.0371095092761347,0.0257152831891651,0.0363517418083948,0.0497701103816551,0.0590023573852805,0.0270326244461081,0.0477949091606398,0.0425938150097629,0.0287447563051764,-0.00204548390533872,0.000843288053563208,0.0037824878740983,0.00360200881726531,0.000339426948261236,0.00316060877367028,0.00380608248421536,0.00627839609458387,0.00078606465826516,0.0186474926988709,0.00683140403853753,0.00079194003743026,-0.0103336353484517,-0.000698636266001459,-0.00117240915734722,-0.00536596465694684,-0.00795293231599448,0.00654723335927404,-7.92174209274909e-05,-0.00424394006066861,0.00174928974028507,0.00141293414364904,-0.000173968724948855,-0.00888291438385658,0.0070294411487958,-0.000956867301204708,-0.0182335659782401,0.00986604655884165,-0.000895292251698303
"1993-07-01",287.547134935305,0.0342592696364038,0.0338258186129414,0.023229922044599,0.0286565091199642,0.0181790099915172,0.0304900836741225,0.018769386263512,0.0273569676392049,0.0168086382680817,0.0404345381998492,0.0298309413350151,0.0324432718241462,0.0346793909127094,0.0427116825035095,0.0188288183966348,0.0492977557586205,0.0490240435106931,0.0250361277186013,0.0469947454375031,0.0313379336125134,0.0344999948665543,0.0228119642249298,0.0451420002096421,0.0669017394732975,0.0492877251241362,0.0311684671008051,0.0445113941058018,0.044245457487619,0.0292364029470719,0.000589955161161772,0.00366681563549168,0.00442513670219077,0.00273739989955806,0.00193095453672375,0.00420146587488273,0.0049892814843286,0.00946199019118622,0.00292034893677982,0.0150526329585425,0.00974037487348713,0.00624723872081478,-0.000659138091449919,0.00495018587725465,0.0027045466170564,0.0110628042851634,-0.00110137601359609,0.0080395546389402,0.00691697807196961,0.000495947312901871,0.00621522535076517,0.00248993376829379,0.00328209595872118,-0.00593830394997181,0.0119443473530474,0.000853099476357068,-0.00401676177401827,0.0150582435825175,0.0014222043906435
"1993-10-01",305.452574525745,0.0410200724384208,0.0311152833685204,0.0217897803563644,0.0348620955389734,0.0176118997007926,0.0317505240211942,0.0187726738032538,0.0288194346086506,0.0169437540744582,0.0352395942958804,0.0286067518156364,0.0327412532278322,0.0296744655276987,0.0438014665706812,0.0174897204974592,0.0425930368869414,0.0477871883778292,0.0290601302994989,0.047351587286681,0.026926940531883,0.0421553600587215,0.0237590870218757,0.0490890609090924,0.0647461995461456,0.0513264954175456,0.0289527993629625,0.0421588690839123,0.0441274125676622,0.0297270628034324,0.00192403269999362,0.00696196459940536,0.00762551746781302,0.0111627579474796,0.00493017536637974,0.00754717811148275,0.00958852800599206,0.0112819739381116,0.00542474282138732,0.0172779547659773,0.00937424801263581,0.0126423461652321,0.000859076431064605,0.00578708682015274,0.00563090183670771,0.0140363038533697,0.00453598298942722,0.0173742675825426,0.0136355566454147,0.00420582377960899,0.0117666794072407,0.00561746463223028,0.00733913844139561,-0.00298019124274863,0.0208460333980914,0.00438960550904781,0.00413663116748528,0.0203613788325222,0.00316607865470535
"1994-01-01",279.795731707317,0.0302533470289467,0.0507853929242833,0.0248716264793381,0.0287157330698153,0.0181305578272983,0.0311172766084962,0.0182905064435199,0.027234049330508,0.0166212935713958,0.0380986954313052,0.0365724580850782,0.03144525723841,0.0362829934887829,0.0425650074546367,0.0185635929983337,0.0441555756527411,0.0513323218649397,0.0257363136690602,0.046373095089091,0.0239400592588497,0.0392212401764975,0.0247691881081366,0.0358498612426279,0.0623100468146379,0.0553242428460925,0.0297260730406661,0.0388345764621897,0.0433041996697419,0.0295754181245799,0.00186328451905047,0.00799177834149562,0.00787849961157588,0.00694780055587982,0.00391977698122997,0.0066564792761578,0.00722820319024328,0.0127225404985338,0.00509988668779034,0.0165862957191307,0.00988918072031444,0.00802202594355472,-0.00646605860145255,0.00504571400526446,0.00438957826133686,0.00914522830345057,0.000809865854123688,0.0142903300897898,0.00748637707104238,0.00237435446180501,0.0120599619283645,0.00505978539345641,0.00404176697929704,-0.00632306414160135,0.0191594110106565,0.00137169900977108,0.00100658607743217,0.0200060988289677,0.000861329943546105
"1994-04-01",298.204188481675,0.0349728134121865,0.0545235190530276,0.0274495499753008,0.0251327710944268,0.0190175333523887,0.0304703213894278,0.0202903028799322,0.0274447159503114,0.0169161507159138,0.0458420250026887,0.0420101215513824,0.0353818356713952,0.025262131488553,0.0422121384627746,0.0174843707977378,0.0505631536223081,0.0376591866024755,0.025638971840992,0.0429590131191218,0.0243288706864387,0.0475702316389808,0.0237329447754138,0.0417600776389101,0.0487233638695983,0.0543508325304005,0.0282726400914181,0.039503598761797,0.0480577155244833,0.0224690985002146,0.0081806023136555,0.0111087308661069,0.00923780588824733,0.00446615012802245,0.00524540310299897,0.00798738312892001,0.00955118615489315,0.0144128275813285,0.00480736574544629,0.01697689240561,0.0113589972071075,0.0113023931502505,0.00235840783357908,0.00721085233178864,0.00462209292087015,0.0177907978243187,0.00474121951628343,0.0131766166977902,0.013212059193179,0.00594737785138528,0.0163813301441202,0.00588825620572389,0.0150450524720748,-0.00923660330094607,0.0181452521628437,0.00502423606408283,0.0025517857113035,0.0269159072806664,0.00330594122210088
"1994-07-01",283.186893203883,0.0292471482078256,0.0530537952111418,0.0263181834074656,0.0246760339991216,0.0191738019373323,0.0303290621499125,0.0197532441481868,0.0256173393288326,0.0167733523666932,0.0428415173830364,0.0400901997756473,0.0309690521436786,0.0330596515202495,0.0422615904988824,0.0186998664140841,0.0450263540625481,0.0447438622639558,0.0283464083981931,0.0449799319437726,0.0276219574885358,0.0373374595718289,0.0224860135116717,0.0427759854702009,0.0565972584651963,0.0584333708108607,0.0283072469475326,0.0378587144479259,0.0466124500859168,0.0260091480397704,0.00366984351601079,0.0152668133865605,0.00861474037718562,0.00704684599572131,0.00418797921493987,0.00874813232951439,0.00718737700339673,0.0118692537880083,0.00574536809751332,0.0172467166824384,0.00684017444222317,0.00902383153001178,-0.000211856123811615,0.00702629693727784,0.00562114100536197,0.0174371097436791,0.00686376243344929,0.0116228643636029,0.0102925264535367,0.00560807921722265,0.00534587571486636,0.005916200334236,0.0103261303998999,0.00147817995350516,0.0200222199840355,0.00730967483490614,0.000813753496586335,0.0204598193125275,0.00453355708388887
"1994-10-01",279.700748129676,0.0317167951713362,0.0403258913730308,0.0257911558178454,0.0271698216157771,0.0179717236974748,0.030189149991917,0.0194454798234259,0.0273121851897124,0.0164094946040157,0.0487202132287941,0.0443953744549137,0.0307441704042515,0.0348433091050695,0.0419087797967479,0.0189427519037045,0.0471326148389131,0.0476490814106065,0.0281236700417152,0.041569330523872,0.0222555555490523,0.0436824497320413,0.0260400573750134,0.044393867418511,0.0523595608932159,0.0555957931917654,0.0281093206642343,0.0421786964515864,0.041846955483355,0.0231767502481018,-0.00099144713469018,0.00761950579918596,0.00628724675135805,0.00540976355904904,0.0026859166240655,0.00157317012421326,0.00551868173912208,0.00774512555571164,0.00298863508190178,0.0164392525660424,0.00160174941796472,0.00784949934937446,-0.00865696976108972,0.00306990589809047,0.00272764898157011,0.00939714199733606,0.00419198277107558,0.0123748932104151,0.00673131221588806,0.00326080754261438,0.00512969200717106,0.00204037820277645,0.00542835114720967,0.00562207206029249,0.0165939952715348,-0.000185637789086619,-0.00683789762692116,0.0176847743625941,0.00219078938468591
"1995-01-01",292.047619047619,0.0327381456518582,0.041959021253174,0.0202793961846074,0.0198479563217433,0.0166313581032393,0.0284147033937975,0.019545831975596,0.0268056588886744,0.0158226843410756,0.0442132286705865,0.0384546906276399,0.028609875852261,0.0379710484599076,0.0447426595368644,0.0176212567223305,0.0421106900434611,0.0429790148228967,0.0287286791587664,0.0438650737213139,0.0251741267568717,0.0471991841299454,0.0316756486683608,0.0506766647810167,0.048065983694926,0.0584897806334371,0.0317680009238204,0.0403305989868585,0.0452983712318827,0.0299806664630872,-0.00418074111660158,0.00809073617085175,0.00263664381215414,0.00107639251588491,0.000783202878329034,-0.000167537498959495,0.00306231231261104,0.0038701336086363,0.00109987011443102,0.0129503705386853,-0.00281299268436578,0.000350337925808464,-0.00918578524685925,-0.00559104360521758,0.000260592226749931,0.00673593542045551,-0.000798011120748118,0.00728529487262895,-8.3404425395155e-05,0.000405882360707722,0.00449409448978096,-0.00473492126858742,-0.00693635363604444,-0.00991758814597778,0.0164632011062687,-0.00583780378220518,-0.00818150468808164,0.00902444286969606,-0.00321499401980341
"1995-04-01",299.375,0.0308186706470605,0.0355502712067017,0.0171479413881517,0.0243443710558969,0.0183407887529101,0.0272839937929691,0.0212396488916468,0.0379181214259793,0.0170451705431006,0.0440569966659002,0.031217153617873,0.0351567888589204,0.0446851712308552,0.0433188823404846,0.0188971060729337,0.0427306557646652,0.0438611653208823,0.033017449800458,0.0424830770208172,0.0289852286153139,0.0408549496221055,0.0237258307457983,0.053494576929276,0.0429888596599958,0.0595841237325642,0.031604908151815,0.0411553768077097,0.0454341314954184,0.0230585898417966,-0.00678148861678849,0.000953670137049656,-2.28783155333946e-05,-0.0023345162894157,-0.00352831828727806,0.00133117704215888,0.00116162909087985,0.0140744369871375,0.00037091512879899,0.00742783060610949,-0.0002325635703101,0.000343337880627849,-0.0138487714348817,-0.00406305786653962,-0.00182822851671828,0.00792360051717263,-0.0140529590936888,0.00717523055471096,0.00115358541106286,-0.00168036267240436,0.00357377734643775,-0.00241904856094259,-0.00727784686731629,-0.0181144781713357,0.00330075110026403,-0.00722404204157326,-0.0119845495865319,0.0108816798240878,-0.00054259810871563
