"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent"
"1993-01-01",291.628834355828,0.0287660560547651,0.0312513444711604,0.0155239088955975,0.0429480994084014,0.0248493531971914,0.0166707369785156,0.0304376794926957,0.0414043369589526,0.0352638588708967,0.0249602492816237,0.0211161349716953,0.0400029160556102,0.0198294327038315,0.0280553043125806,0.0240471560887986,0.0305285153391878,0.0190695709129099,0.0289472605190051,0.0463616223699986,0.0563393640732506,0.0153032939868749,0.0377328708234104,0.0377198225848298,0.0345597858250079,0.0140567627336592,0.0228490301582817,0.0310398613455852,0.038168238209993,0.0188057423232949,0.0285462187787777,0.0379540560369162,0.0261470107123431,0.0273575720896277,0.0233868334347302,-0.00345051417434821,0.00357124308526419,0.00346857257161767,0.0162460116126105,0.00165164283447415,0.00194860115370207,-0.00171687743694671,0.0170547837396663,0.00283086538015428,0.00684649830297988,0.00281376682251638,0.0160882750381815,0.00778808894641585,-0.00465633165390242,0.00656220425266102,0.000594630298505137,0.00486048947111187,0.00725368323824115,-0.00408494276568123,-0.00917182748577004,0.00459929504828786,0.00654729990678849,0.00107740974565023,0.00671468836152859,0.00233478587832963,-0.000880385122357393,-0.00291062542104847,0.00117894894164339,0.00515888524031878,-0.00726704102504419,-0.00706406687750939,0.00882081530460037,0.0095301379574329,0.0038199773163795
"1993-04-01",284.365296803653,0.026860539720368,0.0300930707766717,0.0160046368849998,0.0528645467581244,0.0269745112119271,0.0152968063360691,0.0369289262155327,0.0364414692864064,0.0281903310600603,0.0237771791769952,0.0228047516087204,0.0452883513046628,0.022680934680623,0.0291995728190656,0.0276567564152786,0.0317673659544581,0.02358221118744,0.0326824313438092,0.0489100930949962,0.0375815653108931,0.0142786230486342,0.0340966527133132,0.0395537624597049,0.0361118407621675,0.0149121709668774,0.0207602243209144,0.0292885466331567,0.0346716647192996,0.0174830967086463,0.0278529032605683,0.0378779672286291,0.0233935024966818,0.0301596531685705,0.0239733403657344,-0.00149881789625365,0.00281301686175468,-0.000486202821519053,0.00633780934544382,0.00150494326100639,-0.000114551102734706,-0.00649954567126871,0.00735583096801256,-0.000707761988413672,0.00619880087341822,0.0020143975592657,0.0196051416519571,0.00727798062477259,-0.000983751821499574,0.00357016055824392,-0.00599524033043847,0.00453527544293609,-0.00167030591358092,-0.00772129082362154,-0.00859520573426319,-0.000239151324493182,-0.00165831829086339,-0.00957268911053234,-0.00323184072039352,0.000963311968634264,-1.48949347269331e-06,0.00155098718188112,0.00205266470915439,0.00400440145943165,-0.00336797611516629,-0.0108585072380784,0.00247373317240421,0.00589443964437257,-0.000510931228114047
"1993-07-01",287.547134935305,0.0267895532850102,0.0314746967913035,0.0157089255479794,0.0451319756778104,0.0364474899066207,0.0157704948699939,0.0314388369990508,0.036689980793696,0.03239277348771,0.0247014326631749,0.0201984305585786,0.0376866544832926,0.0224411569168106,0.0285777081037412,0.0253496088118112,0.0356108111189297,0.0215877059856803,0.0356846808007667,0.0392173561422404,0.0547086358884075,0.0152006036410907,0.0375417985032519,0.0462172343013798,0.0306631885771334,0.0145504242049403,0.0200841454545284,0.0338584498815134,0.0357911390277298,0.0181712065153703,0.0253753577334156,0.0293478326065745,0.0250874488184044,0.0261379833142894,0.0243642785877697,0.000418594904355995,0.00537625372002737,0.00231883967879678,0.0114258347549198,0.00138498567495988,0.00124406505554152,-0.00082770494163769,0.0112010860101935,0.00258045541692504,0.00755048409655872,0.00410682968207058,0.0146477275648386,0.00808519922529081,0.00343652175183413,0.00373970066272336,0.00232841105068299,0.00423305140002082,0.011240642463585,-0.00157517608499397,-0.00629130625530375,0.00427084041095518,0.00475059427487456,2.05415296344944e-05,0.00374147701978878,0.00232701617334286,0.00150005582570149,0.00326556401453441,0.0049162777222749,0.00384479986061348,-0.000654539841391882,-0.0013143226487955,0.00616037467659432,0.0092163634649618,0.00101364351526515
"1993-10-01",305.452574525745,0.0246733726409666,0.0343813198401033,0.0153027386095015,0.0484577727058688,0.0488619554694447,0.014951935389108,0.0358469472330644,0.0357806195479601,0.0330617846239817,0.0257071116754597,0.0191408838379066,0.0323454143083976,0.0265871932816324,0.0258168110557171,0.0278137429388355,0.0304759580559853,0.0187917087839434,0.031855094564527,0.0398898656885829,0.0536935812835111,0.0146490860363001,0.0365707877940201,0.0414218455464507,0.0380212846040069,0.014463269699563,0.0200472896854379,0.0309301712577575,0.038119775995271,0.0183173471688848,0.0226935872369859,0.0246124234633979,0.0273314085717329,0.0248728924305334,0.0245130189751598,0.00270705067044021,0.00924655967511683,0.00445427822955821,0.0199404351560155,0.0120969468238694,0.00456837574774898,0.000861621948965558,0.0192883761146889,0.00618290810842641,0.00848491664426856,0.00556346669694261,0.0151231789365651,0.014734587894965,0.00508984960204564,0.00632618391722351,0.00766880456183035,0.00795811661224799,0.011266892130421,0.0028358968097742,-0.00271541057606946,0.00707343524508384,0.00985334347507907,0.00430914605861111,0.0102701620664115,0.00389632101024125,0.00362222606679563,0.00482240554638164,0.00584337768446856,0.00923046724853894,0.00344345825770064,0.00030692734738535,0.0121921172881117,0.00810976427891943,0.00179305136137538
"1994-01-01",279.795731707317,0.0278545336821785,0.0319566273111815,0.0150334349051561,0.0520167447848092,0.0265963626710671,0.0154018828449102,0.027561293834387,0.0394312385313346,0.031084179882335,0.0242515672810084,0.0198649176913208,0.0347468000227814,0.0201410507318311,0.0459326608715772,0.0258452328350946,0.0339195126699195,0.0214806827565443,0.034647416439866,0.0416223862332785,0.0528274501408681,0.0153151973077184,0.0369890577541687,0.0402366781370884,0.036854377052455,0.0144410569737013,0.0201208527403017,0.0308824231154941,0.0361137277659644,0.0161283183722131,0.0196386532742902,0.0302293595743681,0.025792468775783,0.0316624714418026,0.0233793815932019,0.00136762023553031,0.00638338668851795,0.00356898597315647,0.0163674782616351,0.00351605719723086,0.00319647710614577,0.00185491666251837,0.0210177949225595,0.00437115990493392,0.0120715337333459,0.00417478875819854,0.0160042840362419,0.00763676337865672,0.0081715544242029,0.00520604211618696,0.00303322092328096,0.00715018318114617,0.0120323449996469,-0.00080507278030333,-0.0063891979175555,0.00612602820185994,0.00639295377880296,0.00203248348426896,0.0102434342132721,0.00357139878058572,0.0027130591986542,0.00483734801802138,0.00452807975025244,0.00598432133423194,0.00157983149629893,-0.00553802602896605,0.00774640720658264,0.00937504452436607,-0.000397969243300319
"1994-04-01",298.204188481675,0.0244007047416358,0.0330349169336973,0.0151303640390667,0.0516352876997683,0.0250549103099921,0.014897375408976,0.0305456772510521,0.0397987492480637,0.032928981272497,0.0346752825648417,0.0189742817081244,0.0421798179092116,0.0221537602359153,0.0497628081915306,0.0241202287570621,0.0345773037219741,0.0249854500061153,0.0393883399118055,0.0301083220270949,0.042037751814985,0.0159760500234402,0.03271987713694,0.03220286095182,0.0363062515201815,0.0146901941461716,0.0215915575110215,0.0375323029861268,0.0366477843219594,0.0178751980355083,0.0204017794420789,0.0210362573670632,0.0262131603738469,0.0377095296163258,0.0187068828141061,0.00159233679943771,0.0114046102404753,0.00440678218465437,0.0181777543382445,0.00663702430654729,0.00355152228074153,0.00139383328380143,0.0211813188071328,0.00868810549215918,0.0193657195866907,0.00944667636508102,0.0163742440245265,0.0122054740810203,0.0125774694351037,0.00563763707492349,0.0044302762677082,0.00760043067728041,0.0180195937745559,0.00160038040791133,-0.00984694425994043,0.00673684593278112,0.00937963562135858,0.00377394010942224,0.00937689371959392,0.00496506754193347,0.00104980134324994,0.0139985104035707,0.00922272684695927,0.00631110882216828,0.0051495342240379,0.00248160919949687,0.0073480357460164,0.0106978639698293,0.00278050115527848
"1994-07-01",283.186893203883,0.0240964962407442,0.03473385935092,0.0159915419721168,0.0532201551318265,0.0311934443199496,0.0168340893458148,0.0276656637339812,0.0413849671030096,0.0293469602657561,0.0279316677729022,0.019200073819553,0.0390871607184318,0.0213770641120766,0.0480076027744287,0.0255556475796092,0.0318560431687756,0.0242625427965144,0.0334728873382241,0.0374404481375994,0.0470979302767776,0.0166401276750124,0.0353922026391825,0.0354717126355137,0.0310114552903958,0.0151950714269112,0.0198721760646631,0.0322106043471941,0.0365328230015535,0.0172962034034548,0.0233473402757982,0.0267096034562753,0.025151042207367,0.0344574358124187,0.0209559558052479,0.00409229000996271,0.0105213381492908,0.00511794886477265,0.0186465704610213,0.00773339469029897,0.00453837888290408,0.00113615202407948,0.0190921690213648,0.00417192068927684,0.00516622805796482,0.00767455503425514,0.016665105113303,0.00825423996482131,0.0129237557923555,0.00696021628592734,0.00675903471750809,0.00800502900499507,0.0149309894986931,0.00570491292985609,0.00129832131697592,0.00541369324121863,0.00861631106398328,0.00261059909198533,0.00625923198046817,0.00503428653425569,0.00404111527879397,0.00805778600354623,0.00777253227337523,0.00650196581833327,0.00452228126091195,0.00049484479285218,0.00870599167504522,0.00523515911569534,0.00325406286820327
"1994-10-01",279.700748129676,0.0242582082502415,0.032815014324414,0.0153440145935139,0.0525139972953035,0.0395962658932575,0.0147657524706149,0.030250162148125,0.0358989211161911,0.0294180449252903,0.0316818489008743,0.019415561957728,0.0439725372564838,0.0227920582812135,0.0363232049235443,0.025552583918146,0.0321230104025597,0.0214899466289356,0.0385419474393452,0.0402491735158052,0.0437248310357055,0.0158958091343126,0.0334041476826826,0.0370113655383857,0.035131573952631,0.0141537410218617,0.0232758907554447,0.0291521742646944,0.0354030675670587,0.0166775339914205,0.0184182776095218,0.0301007615911654,0.023949669162546,0.0378842541131205,0.0188146483378614,0.000239740172071667,0.00590217849618033,0.00257889025791085,0.0159175431343864,0.00754722522792031,0.00142566553720647,-0.00476472171230648,0.0180448748762038,0.00216217384452125,0.00774843944712187,0.00437000536525729,0.0154926082388865,0.00769962226690578,0.00549368509245561,0.00179241985146716,0.000268418745505559,0.00599887436855052,0.0110317601679635,0.00295298678442063,0.00230987086726235,0.00379997027762614,0.00414431338306849,-0.00105203948502949,0.00382935291627151,0.00203252764657485,-0.00048341856127024,0.00508582636966301,0.00478937673698498,0.00427258696914865,0.00411575535267643,-0.00809800637647539,0.00725527427875497,0.000714108618246454,0.000872450153323739
"1995-01-01",292.047619047619,0.0274329380618113,0.0334599808336415,0.0147688930864228,0.0510640575679154,0.0397892773461886,0.0143966771060225,0.0284414187086863,0.0400604210342395,0.0290939067487168,0.0350541998800608,0.0214881501986816,0.0412120590589988,0.0237457347417501,0.0369697589292097,0.0229798801973277,0.0332075515877616,0.0172523565250054,0.0317530310805589,0.0346196843131125,0.0374085183128402,0.0157943063418764,0.0352502867844502,0.0378337752929806,0.0356999361776942,0.0135222439234819,0.0281421123068695,0.0282863300858937,0.0397779198566792,0.0188686207160881,0.0207551767512344,0.0304217249596073,0.0237911783677903,0.0336487197714584,0.0240091733449438,-0.00550758153176358,0.00181169075424741,0.00122065231967835,0.017161484210454,-0.00695807415703745,-6.98696936147993e-05,-0.00443386293962941,0.00738550547526038,-0.000332785620537464,0.00684269285742586,-0.00255579484903557,0.0127613404898223,0.00538667646338504,0.00606561446529695,0.000958662877973589,-0.000648422745742735,0.00205444466282754,0.00377242002758255,-0.00200511592817078,-0.00679138890449748,0.00296566772551719,-0.000301562994723698,-0.00697538729580488,0.000557543101940965,0.000540825006365138,-0.00402980322982675,-0.00086656228038393,-0.00488095975042549,0.0038430328515827,0.000770608531450167,-0.00630904186485078,0.00225456784539991,-0.00423000569358727,-0.00251044820174489
"1995-04-01",299.375,0.0250301753902598,0.0333302073524626,0.0152830451192233,0.053378445950368,0.0343486687031967,0.0159727395903971,0.0315343573069795,0.0418452432469728,0.0322088236977103,0.0294494189985316,0.0192323692552664,0.0397107919990348,0.0283661657376133,0.0315958691683681,0.0230615449601738,0.0272582085730057,0.0152147996786521,0.0378197650668234,0.0373855504269961,0.0346707933611243,0.0167688517609438,0.0342873959520984,0.0368175674311304,0.0370617364108809,0.0138871056134758,0.0204653057326321,0.037838737480903,0.0354251289458027,0.0191539219837992,0.0262711212415222,0.0380839647553894,0.0308564074458565,0.0279402375465761,0.0184455341158297,-0.00425815126471774,0.00267872438683585,-0.000354252520220268,0.00313187221978702,-0.00772453465433083,-0.00257373513063162,-0.0123834522408455,0.0121332223652047,-0.00366671474789873,0.00109962312272255,0.000647486801700188,0.00772501740816136,0.00698607775584083,0.0004045634679093,9.6499798491792e-05,-0.00340938829761115,-6.56161330961744e-05,0.0126761633580095,-0.0122991538621607,-0.0165491265160487,0.000536374393811026,0.00368499448106903,-0.0120339682657341,0.00332257406728246,-0.000602795264724373,-0.00275144147975525,-0.00223808576907189,-0.00319899929510948,0.00324232981361582,-0.00107248860334102,-0.00904604235979858,0.00145599538783027,-0.000796932931533451,-0.00106072586511785
