"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"1996-04-01",0.0440371380898645,0.0258835618323396,0.0289117996161714,0.0360541340941493,0.0185838470287744,0.0704838309977887,0.0335753544266169,0.0482067387180421,0.0224768025658585,0.0234174609765578,0.03485841025913,0.0255140219495228,0.024117259147087,0.028447357274376,0.0241267793427712,0.0309028979576984,0.0272797309219823,0.0471629020578714,0.0221209266383816,0.0245952569372078,0.0323173884440868,0.040828672540629,0.0774104635783769,0.0250523806848135,0.0268875272942492,0.0225080907000964,0.032771303135798,0.0428025077682305,0.0347418529944035,0.0239236020271245,0.00110448327183353,-0.00140150416533197,0.00209134344700936,0.00736512021678851,0.00228427303824228,-0.00914207488605694,0.00873776157592751,0.00441348384898539,0.00206410146511964,0.00202992100087643,0.0018102168930911,-0.000176550536254944,0.00396483776093357,0.00536606668508531,0.00167948138659539,0.00317901465598392,0.00582627884014912,-0.00554982612089397,0.00189593638340085,0.00418125477145375,0.000632693120706431,0.00147781515395972,0.00107508314482112,0.0028122422088159,0.00340351352816852,0.0012117811731712,0.0018216971748527,0.00728478842750495,0.0033250897086404,0.00278884740799474
"1996-07-01",0.0434848460212054,0.028744330586642,0.0501736702002103,0.0292949820636424,0.0235541790452191,0.046176706703911,0.0310064252309124,0.0516075292245987,0.0260372393863634,0.0295535626780025,0.0340856131745791,0.0278387230053992,0.0254393460120864,0.0341981319591899,0.0320462117579593,0.0400654737570051,0.0281162859926078,0.0478108901730803,0.024370558234837,0.0328312422025923,0.0271738609776449,0.0296721345896469,0.0420232845870494,0.0282813252863166,0.0330027142146625,0.0226732326032584,0.0384079687545037,0.0278361174081265,0.031194034067566,0.0332993801011817,-0.00417522443000766,-0.00531425399642362,-0.0170578104017258,-0.00295348321759508,-0.00492673917280402,-0.00585225913796173,-0.00427585657243777,-0.00630522949334085,-0.00558370708891019,-0.00410092900935379,-0.0022531683141919,-0.00352388047707044,-0.00465872175578234,-0.00726166511420171,-0.00374533042521476,-0.00574164827919722,-0.00459941308728316,-0.0105319309825337,-0.00462547519858992,-0.00800229610859761,-0.00356081724301208,-0.00387357137539619,-0.00277026870526677,-0.00197787948397338,-0.00383681202303416,-0.00330638763315772,-0.00783647618041954,-0.00228017413489176,-0.00476691662727887,-0.00689707399459763
"1996-10-01",0.0448895557013647,0.0310017278918739,0.029360514713382,0.0313706544703833,0.0248233641441349,0.0568720657959743,0.0313153872912993,0.037992828179259,0.0251650585853148,0.0267522135077832,0.0396204920312665,0.0297644835417873,0.0294459478330299,0.0327819723339458,0.0256138811585771,0.0384097218030094,0.0292161056432858,0.0437533726301789,0.0255148348970943,0.0275240950448873,0.0302954207539566,0.0448293347056453,0.0587541866228429,0.0258838256173898,0.0297144041545103,0.0243497785503497,0.0328936867759609,0.0338399461092883,0.0298271715821647,0.02842396793006,0.00010727528926112,0.000194001449752146,0.00357388995837947,0.00313082590588755,0.00208716593031313,0.00815990339102456,0.00237362250942564,0.00610395624673574,0.00163087241708294,0.00234361591226092,0.00112622065375663,0.00264159233260808,0.00343262356931657,0.00123431323607307,0.0027316007532221,0.00324670996695936,0.00351152576696875,-0.000150576442137566,0.00184380173594596,0.00288119156191895,0.00302431146174124,0.00422170054009556,-0.000250825948977399,0.00240422756902659,0.000211526535204738,0.00234098721569604,0.00299815933134773,0.00556655513554732,0.00495923563276202,0.00271017897403382
"1997-01-01",0.036250323386847,0.0292697082515927,0.0343095220979039,0.0307705904269372,0.0216015609789768,0.0706577513019385,0.0313065077800099,0.0425466721720262,0.0242599580023493,0.0252238395886048,0.0359204461815094,0.0276231219028265,0.0258674293271135,0.0301077993816602,0.0301571808868037,0.0357506862690572,0.028840891157296,0.0488528359120395,0.0238143081814967,0.0264774179033591,0.0315811318164191,0.0392459411168732,0.0620331774613082,0.027001204100923,0.0326218300019389,0.0225364524477731,0.0343429089257446,0.0363864483878253,0.0271186873883445,0.0275236672625025,-0.00164190349191453,-0.00401255934821622,-0.00383329342256999,6.62306653708213e-05,-0.000958724218046483,-0.00488321191112734,7.88471344233039e-05,0.00226010230499152,-0.000893195363196209,-0.000833085658921332,0.00155188632220059,-0.000574476491324349,-0.000241556288127057,-0.0010722745630578,-0.00466681386229892,0.000553088567766666,0.0024527261443336,-0.00597979355342461,-0.000788720875732008,5.84462989605848e-05,0.000259885967869151,-0.000713828450614655,0.00136176712889877,-0.00161435236892334,-0.00121177530310704,-0.000361707010926261,-0.00184946429289414,0.00403308793323812,-0.000149116867531402,-0.00532842394720543
"1997-04-01",0.0367010907425685,0.0307773684076983,0.0318689123698218,0.0315944876058808,0.0228466749780316,0.0532553161576291,0.0323070339184191,0.0380764608427049,0.0249132655390168,0.0243376423803806,0.0354524847472074,0.0279369975741701,0.0286084693466761,0.0312421177338784,0.0280541523072464,0.0410675135414596,0.0300572925453975,0.0512756313540402,0.0251696739754355,0.0323235237662462,0.0296400461563698,0.0385540684552603,0.0590475773496157,0.0232181871654587,0.031682049858381,0.023819100240418,0.0397879858909694,0.0361389265762969,0.0291478953680527,0.0310980531052687,0.00206563750662322,0.00146529854160094,0.00132215468950307,0.00303218539146728,0.00169627649286531,0.000969823708029953,0.00179867845844886,0.00203810480604169,0.00159937258052398,0.00109700555710598,0.00513804547556544,0.0027259305004763,0.00220269399263038,0.00245718978662075,0.000540463744062877,0.00283021806857297,0.00445032890730912,0.000460576266578171,0.00224497347379142,0.00107345669038164,0.00197878148992852,0.00514922289347419,0.00289694027221106,0.00169740620032627,6.73799533981752e-05,0.00163608982542014,0.000387131884163262,0.00712336643242411,0.00305676084961776,0.000770944247498421
"1997-07-01",0.0401744862981289,0.0337423241221384,0.0393107107293747,0.0292902499674362,0.0229061857280529,0.0450785939229844,0.0317116621665074,0.0518002742275761,0.0245083935093945,0.0257381997944223,0.0394934530553916,0.0264749482007622,0.0296223115073851,0.0331288449917836,0.0322787727101635,0.0363686375762177,0.0263141238130461,0.0528892286399571,0.0287876456914337,0.03366768364843,0.0274198209043282,0.0358856045847723,0.041018443138859,0.0238637554250083,0.0283832967859182,0.0252005879552014,0.0440278554981726,0.0328696805643859,0.029729967507089,0.0283142573356786,0.00808254772653625,0.00100146143088651,0.000280752177462121,0.00445220686953462,0.0022618399784834,0.00233274926314217,0.00531236272668302,0.00800436847876279,0.00292291468101022,0.00231938476900523,0.00273632087921866,0.00241575236024401,0.00294304726191502,0.00357362347783027,0.00210758122694377,0.00394008514074795,0.0047538214255729,0.000308121584363972,0.00226361463418378,0.00112670772214013,0.00394251803056389,0.00605752035813345,0.00485403358965712,0.00268074636957501,0.00349402884759333,0.00306347551974065,0.00198972801410259,0.00683148257267681,0.00509737270261646,0.00169019936050427
"1997-10-01",0.0363064940067388,0.0319055098612715,0.0287299053239518,0.0374788588427172,0.0229271872417088,0.0464618539203921,0.0327655939820478,0.0400469980732393,0.0232500058882257,0.0244624362994544,0.0442892154618835,0.0268249363599549,0.0290246551552798,0.0302891720430536,0.0305207048450653,0.0349176313389514,0.0369101599796875,0.0437591124823685,0.026785149136714,0.0311088182751513,0.0305196348953152,0.0385575558770327,0.0526717488208637,0.0338534229781831,0.0310630169042663,0.0244376274080621,0.0302103419126404,0.0395806613304654,0.0315528104079438,0.0287887809473701,0.00585442615444923,0.00135814902671398,0.00491646585765713,0.00663976189638053,0.00412405827501933,0.00551749415487312,0.00517150401514417,0.00773871449451203,0.00372993610563416,0.00409650042232826,0.00930807511835202,0.00340583150100967,0.00613670968295842,0.00430461424950279,0.00513354844959782,0.00653365086471983,0.00817312839523861,0.00790573143177696,0.00559484775681708,0.00547249842127572,0.00227296098949992,0.00634105893354837,0.00743880602520927,0.00491109911723239,0.00288198702531807,0.00413604332535646,0.00376759553341158,0.00917451125024915,0.00679215933590684,0.00520634040814293
"1998-01-01",0.0374327440804107,0.0356049220045637,0.0333516483790883,0.0335363760286441,0.0236893197186092,0.0562092958128944,0.030864353530488,0.0430516414595463,0.0243545583909469,0.0242016524583074,0.037735363408894,0.0279953191450858,0.0291174241006468,0.0330472754958891,0.0303074781264892,0.0405730322096605,0.0311394722439677,0.0452833530500251,0.025043121598466,0.0327808885268364,0.0296866324479851,0.0391960498713556,0.049736546798733,0.0268760358115198,0.0310254504074314,0.0236871337181327,0.0361605498655257,0.0339110788961858,0.0275961718270402,0.0268051105866311,-0.00170531824755494,-0.00700554161744482,-0.00314918404055398,-0.0030501466294644,0.000278488822111822,-0.00423038674654955,-0.000191071631611164,0.000300510134343206,-0.0013685737545611,-0.00132750997328314,-0.00144067165330884,-0.00189828177577104,-0.00164274874665391,0.000101591252769336,-0.00233511929112536,-0.000228526243272365,-0.000216037039847289,-0.00705228840685253,-0.000629526980499708,-0.00290901060723254,-0.00337279555385967,-0.00348008408846762,-0.0041164324582491,-0.00391695556597963,-0.00217756349761493,-0.00120776431342734,-0.00326564704242639,0.000369761463636646,-0.00124972684635287,-0.00161723660504974
"1998-04-01",0.0399482666093946,0.0366624167142003,0.0333911597140477,0.0341459472042887,0.0236609197180703,0.0478765105429702,0.0339218506427701,0.0429669445403543,0.0248457514496632,0.0253834679368637,0.0366460055352863,0.0288290012269872,0.0275321448514369,0.0338706608756064,0.027392455858479,0.042046884441654,0.0311287999677426,0.0436147954244057,0.0272897218210895,0.0310182606924208,0.0325096808938931,0.0341431188424772,0.0513807845270725,0.0279489220138689,0.0314215376221065,0.0236450776050923,0.0375445217027138,0.0335639949635428,0.0291425561163713,0.0265278399451302,0.000456442272948196,-0.00457415300478455,-0.00114565678717159,-0.00258444839481317,-0.000327793316658416,-0.000876678410738596,0.00148441670000378,0.00303690063237597,2.19049162642008e-05,-0.000262676635001547,0.00124790389933062,-0.00161444735721137,0.000635453217657471,-0.000396062895493721,-0.00123132992428374,-0.00261651262591309,0.000520509197477544,-0.0045928973247268,0.00179026023559286,-0.00079288198435075,-0.00329919874652318,-0.000268567324603392,-0.00489070488596647,-0.00335166042153219,-0.00138366522438108,0.000674324362632812,-4.87254917319618e-05,0.002479877006485,0.00111817324305332,-0.000335173032314734
"1998-07-01",0.0427038495310349,0.036673959104063,0.0331794752738299,0.0389690358958022,0.0238532735848884,0.0452457212705473,0.0298210444325174,0.0368253820104617,0.0257785915392123,0.0238744868367252,0.0406109748847516,0.0258573746948847,0.0317263125444378,0.0286351427348328,0.0299366503011632,0.0377213956538249,0.0293942256364935,0.0494721476074528,0.0243796230018815,0.0360625724705044,0.0284906704702722,0.0395069540907915,0.048672754803082,0.0291247936682385,0.028909982670278,0.0242527654898619,0.0328002889995075,0.0347532084345185,0.0319138666844344,0.030853475679706,0.003228487392162,-0.00570923057952842,-0.000982555516317506,-0.000822074207234845,-0.000702055168600669,-0.00245162603799487,0.00164893897893025,0.00103330800661345,4.59233144179991e-05,-0.000519561832696465,0.0038416451857993,0.000334002888670586,0.00175882533876203,-0.00171939527461889,0.00157419410020933,0.000449836233167892,-6.62961069034896e-05,-0.00369297737393265,-0.000128940564709526,0.000970879220304747,-0.00236886687440071,0.00182676630312451,-0.00126958304958411,-0.00113095057177613,-0.00182952530224516,-5.15257595686001e-05,-0.00199344042024431,0.00211773568803289,-9.21815952617325e-05,0.000807131309292529
