"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0203211122429701,0.0141923637823835,0.0804249071202554,0.0206500651027466,0.0167917695208328,0.0139123821757512,0.0561395470098499,0.017541788241314,0.0479221559363753,0.0164645086349501,0.0345377983675866,0.0243219047070142,0.0153984774622221,0.0202014823473008,0.0604627465697039,0.0164135062466763,0.0162048991774052,0.0636366145180947,0.0175348404696342,0.0210784011690206,0.0157572426782882,0.0516372614662523,0.0249557059771074,0.0166040359885814,0.016545956092129,0.0784533101534827,0.0205002725000435,0.0172353526088262,0.0307958083265768,0.0193044221299647,0.022876855347312,0.0183105967038788,0.0219928876479194,0.0141696571398003,0.0143389796794353,0.0223703847583143,0.00427194047223714,0.00319243316141674,0.040663788206479,0.00409668385383551,0.00267529431702893,0.00125885566714391,0.0245513930787218,0.00028022804026054,0.0187151826061204,0.00318543241580538,0.00290391195969605,-0.00238113263913542,0.00107131082553787,0.00146607105515534,-0.0125176075265176,0.0012265364797308,0.00151766634389443,0.0406645866626473,0.00106524486737801,0.00747804901889037,0.00324892417566357,-0.00855172808819297,-0.00246422969640119,0.00319733214010003,-0.000850969627598744,0.00227579979131371,-0.00154695061189137,0.00106141149784596,-0.00864443047907591,0.00351180802360189,-0.00290423774109878,9.27997287111576e-05,0.000135090627550458,0.00132120099483829,0.00233910228836945,0.0041085934381654
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0174696349440779,0.0146377282860187,0.0904107395745261,0.0188930875637632,0.0172074218537593,0.0161638460010331,0.0640255759217856,0.0165367744280174,0.047818586755242,0.0169352381498455,0.0290243058606683,0.0233662507441692,0.01391215729979,0.0196861092888621,0.0406750108774868,0.0157042504445095,0.0159215335631621,0.0632872744674127,0.0171417177494863,0.0256879648953188,0.0147519819306407,0.0424922693444543,0.0201213040986903,0.0204943680750579,0.0189751552440904,0.0996664716426504,0.0186951144529312,0.0167068534446923,0.0319173835236491,0.0170806535249755,0.0268526282418984,0.0169307887608,0.0175809400317782,0.0131655055995076,0.0154898106239608,0.0245735627912884,0.00228535287827764,0.00239478352488623,0.0527120963447163,0.0024802354246323,0.00270990104362613,0.00224251572602227,0.0209832842513928,0.00298365461599508,0.0236386514836011,0.00496484457427966,-0.00382285336222182,-0.00230018799980903,0.00179954059618916,0.0050906384376322,0.00205664394513343,0.00118435453722895,0.00270990461875934,0.0243397720239152,0.00365842273868177,0.0097316488551439,0.00200240981196633,-0.00569918990719634,0.00208124092927182,-0.002135202138459,-0.00149264757776577,-0.0159407165887289,-0.00075515563803548,0.00262919936330952,-0.0121400552997306,0.00379800218022134,-0.00050457051891072,0.00175103976846979,0.00171593327232469,0.00250642024179483,0.00274907264951125,0.00674258130745682
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0166869133228264,0.016237168240754,0.0921262859204939,0.020581526757909,0.0171272823863536,0.0157973571155412,0.0611122973036947,0.0172574467634307,0.0498583322855058,0.0167009220908266,0.0323934448590809,0.0215868621365659,0.0161771492840756,0.0188533272818884,0.048036984635709,0.0154119820619423,0.0202605259089944,0.0688146906580316,0.0186977708609096,0.017726493759081,0.0160667017449031,0.0446240164354114,0.0183116911807537,0.016430985541238,0.016169591107628,0.0862915897128045,0.0175399749237472,0.0187693594941309,0.0307382969176748,0.0189593798347676,0.0260267172264362,0.0198995435933199,0.0146065111696706,0.015368047170312,0.014761731252492,0.0239910990610954,0.000495335031548237,0.00242358211151015,0.0553658133295322,0.000193549211610695,0.000669417965431767,0.00136731966662622,0.0137830384245472,0.00233611849689023,-0.00184792125517713,0.00388677097111341,-0.00401333138353904,-0.000920008795549432,0.0019899827666084,0.00166270434242005,0.00472529254777939,0.00124664955322517,0.00542813632835338,0.0243724233849424,0.00375934366948289,0.00395869179213428,0.00115162319273172,-0.0019416559266867,0.00195336593402752,-0.000410170829006994,0.00017064791295758,-0.0337925533506989,6.25828243983793e-05,-0.00113956563660864,-0.0112112990520334,0.00286680316797368,-0.0050603430889568,8.66226126546968e-05,0.00251774266819217,-0.000539507310355218,0.00177097970164685,0.00329277822978451
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0157157520239741,0.0161448241268411,0.0934267822244049,0.0189763211730438,0.0193218579513099,0.0153765581273876,0.0610635075308664,0.0175499978427135,0.0490475808240292,0.0169248753986372,0.0353904110058081,0.0229561689170421,0.0166476890716031,0.0229553710692691,0.0632761189443539,0.0158098287283906,0.0153657124702085,0.0594023748512032,0.0165788743518655,0.0188916238445153,0.013987279437967,0.0397688857749202,0.0201020210512988,0.0169640175444036,0.0168766189003316,0.0944080184175398,0.0213019510358181,0.0156673500028786,0.0257490654659345,0.0178686694813174,0.0221160146789763,0.0178461151975547,0.0172965360121005,0.0139798841612393,0.0169096479481973,0.018335694412055,0.0044967530230955,0.00411745711852374,0.0540787384288498,0.00032296192452504,0.00476606697247945,0.0024906809334546,0.0246604954498123,0.00353539797277137,0.0117500416742004,0.00548902929413012,-9.49220291703597e-05,0.00242953099234204,0.00483190036008862,0.00393172379210034,0.00809642859683171,0.000259471307866954,0.00453782022500326,0.0130777812015669,0.00246619796143269,0.00591160736927382,0.00294180200345034,-0.000815885902044453,0.0043229518703098,0.00130035471281879,0.00190450960608514,0.00932916412116221,0.00236640951263484,0.00249304063600121,-0.00117757919995852,0.00346162373465743,0.000605842509770478,0.00144789963113131,0.00531235146753229,0.00214720003818902,0.00106824020791219,0.0052378499377421
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0192063278577918,0.0153248263108963,0.0919449525636755,0.0197930362980748,0.0181016797814037,0.0161952725062368,0.0587910407787201,0.0174299243478139,0.0427909214548134,0.0162073742276914,0.0340947157125096,0.0198343952156557,0.014179976080038,0.0178847053066693,0.0581878170074499,0.0163448276183011,0.0168226674250732,0.0726377680961469,0.0153914793150579,0.0252145996552527,0.0166200322744462,0.0466254762157846,0.0180556139015093,0.0220621485708942,0.0174310752570419,0.0622164744049302,0.0243921028709644,0.0156005053078956,0.0302293908749608,0.0230584465597725,0.0261843586728177,0.0197251773713296,0.017193919467876,0.0161606702941598,0.0177741861510551,0.0202921142452901,0.00386882459022255,0.00395235142531793,0.0609990981430892,0.00340560710694718,0.00192003915589073,0.00508967473829881,0.0112554858926548,0.00541564540222499,0.00662977482648821,0.00704768366036923,0.00919599625221898,0.00377407248196579,0.00320587018887511,0.00325562333458714,0.00284890760296685,0.00241103257489652,0.00605809040650335,0.0213769885269552,0.00396575003213609,0.0153691982267056,0.00142781500366388,0.00767717869479383,0.00244577888099115,0.00248107972666384,0.0054866783394947,0.00136500688001987,0.00327076975837696,0.00411014090500728,-0.00427583164592617,0.00536860085841785,0.00360124592045853,0.00408273473817799,0.00653503540757171,0.00226378080777651,0.00459765895181744,0.00164594067561212
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0178955376853273,0.0156568897685704,0.0840281122648762,0.0185976467946461,0.0185651326860092,0.0170062399704972,0.0607095615697906,0.0164885670634779,0.0463549616586355,0.0169363649740746,0.0315519188952826,0.0218307393123156,0.0179695591453336,0.0214375097282801,0.0472781889122105,0.0156539385097309,0.0177131122135952,0.0653890538409258,0.0165568448494505,0.0235976221584733,0.0174449261938473,0.0511574342169402,0.0174486533081827,0.0205588847877642,0.0177924492960021,0.0832129219390981,0.0223043855244869,0.0168460424347307,0.0259254118472415,0.0179883528807298,0.0249097989137418,0.0171689346153193,0.018789174869102,0.0160529076701582,0.0157758710597704,0.0254063484413817,0.00193450403088504,0.00164855599342771,0.0504426441446919,0.00297850557824293,0.00111251990577121,0.000683279739505727,0.0113489798055708,0.00295453156976194,0.0135657092049686,0.00422568638710637,0.00246576965038398,0.00336093231267093,-0.00110457818049254,0.000796960174788434,-0.00975089003063159,-2.38356124151826e-05,0.00314655786016618,0.0230123181164102,0.00435083419258226,0.00442589428847992,0.000585471191550745,-0.012808960888148,-9.19531775646289e-05,-0.000457003823418776,-0.00175593285288715,0.00574365682752258,0.00225199169993747,0.00208321100432028,-0.0071312203680456,0.000607089475179066,-0.00377270739259997,-0.000856661474939837,0.00695110788081579,-0.00112486928103767,0.000255181944393982,0.00134941369079258
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0182873256217974,0.0154094509804227,0.0869450867356674,0.0184639829407279,0.0206173666254498,0.0177798403666988,0.0545761303226505,0.0169908489398203,0.0445787106248466,0.0179741372423899,0.0307520460930804,0.0220948690190882,0.014222506897343,0.0232202193094712,0.0618523561682239,0.0157683485262316,0.0182765954549173,0.0647172606816324,0.0162752972711378,0.0225950494113964,0.0154616274266722,0.0362060566551888,0.0187208493922342,0.018644080856899,0.0191110862531926,0.0889401725543651,0.0164925436294221,0.016678985310414,0.0318558510510569,0.0214388555889139,0.0223454954778674,0.0200516832044116,0.017358353765619,0.0145227140200703,0.0163956445957011,0.0243785709849781,0.0107992894682803,0.00851572986605609,0.0683875766989565,0.00852214009526801,0.0113037411011824,0.0124146936365547,0.0507965378583878,0.00871813399601116,0.0363019500270082,0.0126167242735694,0.0177682615999049,0.0101021619982822,0.00856031639304256,0.0140446235492849,0.0214993468877795,0.00912587520193645,0.0109666858617488,0.030452441829864,0.0105295743411227,0.0197879163874726,0.00877834607583052,0.0240988585069539,0.0114241837452894,0.0120927131490075,0.007243859510801,0.0268570228570934,0.00943715830375716,0.0100383891542043,0.00858741804785047,0.0180468788099757,0.0162071961591394,0.0128541205318876,0.0110888335022735,0.0094521930181642,0.0106455241838472,0.0130341529024596
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0168279026004419,0.0146558240823067,0.0925641497826249,0.0255279346671295,0.0187360212871843,0.0167697208514074,0.056083986051988,0.0154673986006226,0.0495619609860506,0.0161512007438445,0.0350063586082485,0.0212333680428716,0.0181953703677796,0.019713207248894,0.0504858339270043,0.0142849825475152,0.017819375709078,0.0610602202250392,0.013856263023945,0.0250283096836995,0.0145194811253984,0.0377434542268047,0.0176477874054211,0.0187533700583586,0.0171912743554007,0.0975853246062528,0.0177914794998497,0.0162780719561341,0.0277361260017316,0.0210889979539105,0.028276011932901,0.0170129172245962,0.0170873615448545,0.0159607256894878,0.0151744316411755,0.0211237957400476,0.00983907996981034,0.00814872039924924,0.0608560061594821,0.0105519489820812,0.0124302299623498,0.00741807136858847,0.0618039152360563,0.00819052013490851,0.0424118581956153,0.0103927956916534,0.0111357914585532,0.011664679021826,0.00940515021565762,0.0102355384460379,0.0263607714927082,0.00742012733512971,0.0103441176898525,0.0526710776291546,0.00863737242394473,0.0178669181047962,0.00823009301529907,0.0174715402775178,0.00931541339100246,0.00925614078899305,0.00698373485054732,0.0235834457021471,0.00859560406579662,0.00749661875823866,0.00845768205118975,0.0134044020527616,0.00533129483351906,0.00803577639010045,0.00807022814205602,0.00853828721689892,0.00990022648709668,0.0141409193142251
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0196421419017546,0.0151171294952679,0.0871933872669418,0.0187702485132846,0.0160126803489863,0.0156516848564648,0.0642522087356257,0.0138735403680139,0.0471313833370103,0.0187858890033859,0.0326776129683534,0.0167807341867649,0.016312859196322,0.0236027011595021,0.0552461489209436,0.0165642560160649,0.0213454925119012,0.0601110182471757,0.0215448827558496,0.0221491020589537,0.0159222984585808,0.0344539212362978,0.0183009300826001,0.0162070116199456,0.0177216721217467,0.0969421434513335,0.0162514707465023,0.0171762556555122,0.0265211827897841,0.0204590735470247,0.025825610655824,0.0161268453993433,0.0183901824938355,0.0153433413140161,0.0176381446377132,0.0239548139413731,0.0102075750864926,0.00851292061517718,0.0684165531271303,0.0123275775778439,0.00859543132371632,0.00984573230161994,0.049689508328262,0.00852287373217375,0.0220800082863637,0.0144025161031491,0.0139964480210493,0.0101310338120444,0.00860409099697675,0.0122636034416032,0.0126744818562774,0.010096630190112,0.0127854063508735,0.0484722093248956,0.0121098231646933,0.0217603802438469,0.0082851545265627,0.0143833108350643,0.0100071486535018,0.00900198798044425,0.0098568266694198,0.0346044620960251,0.00804649224678659,0.00941996802105387,0.00938284413551555,0.01097619547153,0.0145584986161085,0.00772310681237744,0.00793515396061378,0.00939423068359425,0.0107924629617036,0.0117285358706498
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0161718624038174,0.0151246690065564,0.0932128932386542,0.0204208618244872,0.0229914938130251,0.0178824819602222,0.0507947923105041,0.0172757013385687,0.0499439497503557,0.0162006611195823,0.0316046646828511,0.0154697985750239,0.0166111270301115,0.0191067359943058,0.0515389301696475,0.014605993347527,0.015216249838021,0.0626283023311597,0.015480940443066,0.020659424014953,0.0159375670116818,0.0393720308837793,0.0176042119119045,0.0195856286014218,0.0165011711219904,0.103523192605424,0.0201198183476672,0.0194995759069645,0.0307525587673728,0.0145554947325294,0.027222592611296,0.0190671197548056,0.0186575405067522,0.0166665785751739,0.01768929701581,0.0203040884529866,0.00278099849344397,0.00262850776176482,0.0532961511311601,-0.000296344830931924,0.000555830822674558,0.00259586839731652,0.0133009050888343,0.00111005690050943,0.0141798495046663,0.00451818270408227,-0.00421672923319681,0.000607092079033334,0.00269393436185932,0.00272886418544119,-0.00120208397667575,0.00305986429635218,0.00282673738848558,0.00215225465358601,0.00195138140221588,0.0020480407155046,0.00271189085194127,-0.00668652651638252,-0.00118100098760405,-0.00103876571218805,0.00222808183798187,0.0163613257882806,-0.00415541876142812,0.00313648751040194,-0.00231782919427237,0.00179251913245154,0.00227584875977296,0.00133218013323957,-0.0010677531595336,0.00250901948469214,0.00387066576632203,-0.0031487215482936
