"event","pre_meet_T1","pre_meet_T2","pre_meet_T3","pre_meet_T4","pre_meet_T5","pre_meet_T6","pre_meet_T7","pre_meet_T8","pre_meet_T9","pre_meet_T10","pre_meet_T11","pre_meet_T12","pre_meet_T13","pre_meet_T14","pre_meet_T15","pre_meet_T16","pre_meet_T17","pre_meet_T18","pre_meet_T19","pre_meet_T20","pre_meet_T21","pre_meet_T22","pre_meet_T23","pre_meet_T24","pre_meet_T25","pre_meet_T26","pre_meet_T27","pre_meet_T28","pre_meet_T29","pre_meet_T30","post_meet_T1","post_meet_T2","post_meet_T3","post_meet_T4","post_meet_T5","post_meet_T6","post_meet_T7","post_meet_T8","post_meet_T9","post_meet_T10","post_meet_T11","post_meet_T12","post_meet_T13","post_meet_T14","post_meet_T15","post_meet_T16","post_meet_T17","post_meet_T18","post_meet_T19","post_meet_T20","post_meet_T21","post_meet_T22","post_meet_T23","post_meet_T24","post_meet_T25","post_meet_T26","post_meet_T27","post_meet_T28","post_meet_T29","post_meet_T30","pre_pub_T1","pre_pub_T2","pre_pub_T3","pre_pub_T4","pre_pub_T5","pre_pub_T6","pre_pub_T7","pre_pub_T8","pre_pub_T9","pre_pub_T10","pre_pub_T11","pre_pub_T12","pre_pub_T13","pre_pub_T14","pre_pub_T15","pre_pub_T16","pre_pub_T17","pre_pub_T18","pre_pub_T19","pre_pub_T20","pre_pub_T21","pre_pub_T22","pre_pub_T23","pre_pub_T24","pre_pub_T25","pre_pub_T26","pre_pub_T27","pre_pub_T28","pre_pub_T29","pre_pub_T30","post_pub_T1","post_pub_T2","post_pub_T3","post_pub_T4","post_pub_T5","post_pub_T6","post_pub_T7","post_pub_T8","post_pub_T9","post_pub_T10","post_pub_T11","post_pub_T12","post_pub_T13","post_pub_T14","post_pub_T15","post_pub_T16","post_pub_T17","post_pub_T18","post_pub_T19","post_pub_T20","post_pub_T21","post_pub_T22","post_pub_T23","post_pub_T24","post_pub_T25","post_pub_T26","post_pub_T27","post_pub_T28","post_pub_T29","post_pub_T30"
"FEDm_1",0.0332212970028258,0.0433168600022818,0.049915152404068,0.00739870006710855,0.00949515305367472,0.0112287039165491,0.0579673300823668,0.0835570577784546,0.0216273544885504,0.0149462468775161,0.043483062011387,0.0183295859888892,0.0154567427756262,0.0740537917433228,0.00571293188960624,0.0312607677717256,0.0409212688524131,0.0175167929365922,0.0410000226766671,0.0335385172655259,0.0308519411505571,0.00842112184890444,0.0490040182724149,0.0523909026188297,0.0472158325133158,0.0619265395969035,0.0486970644892521,0.0122881285682145,0.00975947591686875,0.025497635439588,0.0310303188636057,0.0669729220917636,0.0414193004601158,0.00232578350216887,0.00554972552809298,0.00716431234076193,0.0602906229189577,0.0563886834499923,0.0175313584308942,0.0185211999003656,0.0248921359337985,0.0203133555625584,0.0159364426044193,0.0696535274370837,0.00499411066744852,0.0357824965910536,0.0665806801949395,0.0219168139825919,0.0219899816540106,0.0125967282002425,0.0300343475008677,0.00864347095542879,0.0519593818857744,0.0589415637198423,0.0508852049582989,0.079291841889029,0.0485981614611731,0.0282754136109797,0.0104400975447815,0.0310800161589591,0.0575323464304464,0.0441601837614094,0.0265533754469482,0.004671571863078,0.00351083191496504,0.0136519112434439,0.0731155533190366,0.0584434923883334,0.0399931087876491,0.0188881137110439,0.0159392861781213,0.0205743400425138,0.012456610345558,0.0402759523566304,0.00487703779502902,0.0733297505783369,0.0250368852217282,0.016353840498316,0.0207010418306585,0.0306472031758339,0.0285178089390675,0.010008530155344,0.102852613750713,0.0660647327510318,0.0323017252465062,0.097412632500308,0.0297967881948815,0.0128312434484205,0.00430036558273744,0.0152011225419099,0.0237327146407745,0.0414210695093907,0.0320583379383841,0.00361202332941944,0.00699374937903302,0.0100792130051992,0.0505977734439189,0.0897454629440413,0.0293721676369675,0.0175494432412931,0.0226876886615669,0.0284375846014873,0.0269449023601014,0.0440931561474106,0.00385419248815748,0.0658012400700082,0.059744613705775,0.0135565569200093,0.0128611636798804,0.0280403405643589,0.0352019607854356,0.00837443628879246,0.0508385588313677,0.0723480473628384,0.0433129861004689,0.106431296394536,0.0305328653597103,0.0216560388583224,0.00844760241530497,0.0116728133360465
"FEDm_2",0.0408870408606948,0.0457573201328502,0.0299172007986103,0.010009009045328,0.00253902028968191,0.00872250586406182,0.0673582743917413,0.0585852668504202,0.033715890353199,0.0158440123193404,0.0113608596983318,0.0224931359320769,0.0139659931410117,0.0488880858546104,0.00267419629682488,0.0708973455929917,0.0430797880234123,0.0121991904358245,0.0273163962543417,0.0285243460931646,0.0447114836749579,0.0145886153390952,0.0724808779911771,0.0710509414828351,0.0398022822367158,0.0929137848952269,0.0178739878007308,0.022811164533351,0.00512096496199077,0.0239110188554008,0.0247451495991068,0.0314688370351133,0.0235319688992131,0.00278351610697335,0.00906685286655192,0.0109887885599842,0.0556988286837895,0.0859958921783138,0.0360290827135999,0.017003275603958,0.0177697652765995,0.0207634001814163,0.0316869918704815,0.048297924267005,0.00689285237545384,0.0768976841358239,0.041705799892489,0.0197266601245657,0.0147952278672036,0.0194029851497419,0.0291701857633298,0.00775433293514166,0.0633065306016249,0.0640540118795687,0.0417153815930048,0.107015532648279,0.0386781516441065,0.0224421364613793,0.0106072057121794,0.0200050473740017,0.0302949967509738,0.0541236411028416,0.0303301548212287,0.0071050130023457,0.00207996033910413,0.0142495912275678,0.0481650831654271,0.040519118913837,0.021871926457213,0.0237766454291866,0.0135234354931741,0.0411704555623571,0.0297089086437819,0.0764664824903593,0.00381669763016528,0.0314959600726498,0.0570219745010816,0.0141940947499528,0.0313048175112767,0.0242394124523213,0.0490418961414758,0.00880019539744018,0.0467437180537038,0.0699186560388506,0.0277439560723982,0.10134433024396,0.0425749507067438,0.0282629787613344,0.00688239691329302,0.0232285513539552,0.0242870316137688,0.0493541649546702,0.0252296706621395,0.00663644672433595,0.00734463712086608,0.0185228281875481,0.0390940976454077,0.0615390776255016,0.0233324231614436,0.0295836075389676,0.038745222196257,0.0218456470373463,0.0213023090410056,0.0737430503272391,0.00417405360593351,0.0423261972565117,0.0517835453125741,0.0176232093284779,0.0180241113142603,0.0371736900159513,0.0376362817099522,0.0101327271603958,0.0684483556865176,0.0547800206841135,0.028316934580048,0.100518945708868,0.0371441048976494,0.0243042967956384,0.0087794575106231,0.0182738545959881
"FEDm_3",0.0418557417040472,0.0545651628172782,0.0233722005598356,0.0117797463871661,0.00437557768375466,0.0154634256353301,0.0513662278093211,0.0543196368500189,0.0165080865903861,0.0176330623036354,0.024889346256649,0.0397858464865656,0.029796019812527,0.0818764591545419,0.00316787495590694,0.0319303365815322,0.0607346040700575,0.0111948774358713,0.0305554755733861,0.0195140693455274,0.0511417367491775,0.00710164409824471,0.0485245354009616,0.0731232562279118,0.0328129494638377,0.0778976260844485,0.0244625800805937,0.0265398355535388,0.00802921519695357,0.0256828431309939,0.0202364712366563,0.0380458784929588,0.0260330160250959,0.00824517969125628,0.00290566924428394,0.015403260984753,0.0467149157651947,0.0460405312504017,0.0208082039536927,0.0351786149934114,0.030488037689835,0.034035458596335,0.0255339967497695,0.069772157996895,0.00597540038108782,0.0408392435813369,0.0485996711674247,0.0197277874909472,0.0307398136282853,0.0327796340262281,0.0590583069322945,0.00882649137406839,0.0346214622391041,0.0612044550005471,0.0261459383675786,0.106831965781274,0.0426710110695288,0.0271054855346088,0.00696183899963353,0.0284701017555129,0.0273996900313365,0.0433378230704668,0.0262955605240442,0.00292087008282493,0.00409456677747543,0.0202287260752521,0.0543674073915803,0.0548061962797037,0.0391567169106722,0.00828243544506238,0.0235726344547818,0.02280565850555,0.00886597741964719,0.0589566031875211,0.00678392622805028,0.103094312566778,0.0679822551448745,0.0103565082591539,0.0311381251192561,0.0102089533505341,0.0140845331006205,0.0079474080254363,0.0329915581062191,0.0701098859691334,0.0338876902089871,0.0958304827422424,0.056279784196977,0.0234087159190745,0.00720741104633183,0.0335975838604127,0.0361810071904132,0.0478101567942769,0.0312933944225327,0.0110157715418666,0.00447146598617139,0.0149745138859438,0.0610501422534893,0.0598409839672517,0.0322285759111073,0.0244336385338358,0.0262512027329747,0.0219936963760111,0.0173277855215059,0.0617158433446211,0.00489390925711969,0.0795980559874808,0.0598345270104648,0.00769115672008297,0.0273402883647244,0.0143659408758327,0.0234944978591781,0.0084582807890975,0.0862859561506256,0.0687985129043799,0.0173475270310337,0.0603954154474988,0.0463753445077555,0.0183489558752853,0.00715299855895556,0.0190304541984832
"FEDm_4",0.0282638026296619,0.0321880460458337,0.019596619353019,0.000942288818758861,0.00449032438704162,0.0134127775934856,0.0504254886379187,0.0666607542053025,0.0293751912162034,0.00905374495180157,0.0247635336606668,0.0146843545823189,0.0136672292089319,0.0437680550050809,0.00621055405668305,0.104808926504441,0.0798238752731039,0.0204817252591309,0.0339712853123037,0.02272457492543,0.0136919141395446,0.0087293436947661,0.0337635662127069,0.0588989026875792,0.0384325061527309,0.119013646928326,0.049819707051616,0.0235089567289554,0.00413910601543191,0.0306891987612247,0.0419828486222909,0.0412502639732031,0.0273511093471302,0.00379383502296198,0.004547692154565,0.01672953042574,0.0515009265902391,0.0587213996375268,0.039489500345675,0.0284702602637635,0.0324278273551396,0.0268503495223065,0.0193544045161937,0.0555327269195282,0.00463933718145018,0.071791243235103,0.0709023824678388,0.00665176893140883,0.028929399032661,0.0192384996521776,0.0198380978229097,0.00901342299634058,0.0664299020501109,0.0665109194736598,0.0237616292579617,0.0666518706962341,0.0500347354285802,0.0208641738226894,0.00661914437291912,0.0201207988816916,0.024639587217618,0.0576889270006603,0.0288528949912036,0.0116103954112045,0.00534614203117411,0.0126355932006905,0.0502351634493357,0.0642939952057097,0.0316127180228148,0.0187019494439663,0.023653741138815,0.0842134775084044,0.0200209256943276,0.066374932339492,0.00165033311578337,0.0370763430110796,0.0745140337518982,0.0109495085377613,0.0187416987463113,0.019521961078259,0.0380745199622036,0.00912124177279846,0.0561213569672893,0.0640528870872791,0.0160352713526038,0.0536127699502819,0.050892211581827,0.0266806613152949,0.0102502854660882,0.0128244736478245,0.0257414750771457,0.063048850121582,0.0496101978226109,0.00400169607800629,0.00550400177173536,0.0112723596022143,0.0648885087107546,0.0393084829692439,0.0263549390670581,0.0332633187788616,0.0230613508263045,0.0217727944889718,0.0182035728673731,0.0623275201796141,0.0046713330389481,0.0599329603105672,0.0716325171488851,0.0207424758717783,0.00619714544481252,0.00743480900163368,0.0185634175111481,0.0152009217112003,0.068393808391034,0.0482015299160437,0.0301204576769565,0.10340723377526,0.0432567375897744,0.0165195953788613,0.00774925464524453,0.0296167342263758
"FEDm_5",0.0395095204285034,0.0495158288552388,0.0261142367741651,0.00993819051233978,0.0031852471656358,0.0107350064607611,0.0425030925951589,0.0662407666201234,0.0488999547635747,0.0297442851349976,0.023424997802558,0.0647496066128532,0.0230581638380962,0.0570282802904398,0.00223178705925111,0.0311336555257805,0.0540474283626813,0.0114735621920529,0.0239049672483949,0.0223387227109975,0.0352909024181745,0.0110949994727577,0.0481661426875819,0.0661554709003931,0.0352357844834657,0.0528067915156771,0.057314842419798,0.0288702396911862,0.00940225809210493,0.0158852673652569,0.0210433567887352,0.059217505179297,0.0288676189906033,0.00324925871033093,0.00345877479250169,0.0167436692420723,0.0674209583556515,0.0675276292802774,0.0227017807931878,0.0215637406524842,0.0153727920448169,0.035981206423359,0.026072288979013,0.073327541641554,0.00501972060712003,0.0564861713359638,0.0706201055489603,0.0225890464941232,0.0208215222927474,0.0115907836770131,0.0194916563569895,0.0140035624150835,0.0470867062856057,0.029113886929227,0.0180288106878043,0.0941500503070068,0.0679834773306097,0.0174909332081623,0.00897384145519433,0.0340016031945051,0.0198687241957962,0.0193654589991043,0.0256423770069621,0.00447006110929505,0.00434499419960061,0.00743476590946278,0.0442832353683019,0.0444406487402545,0.0268979994706646,0.0177520718092881,0.0210117547325998,0.0479165580408373,0.0259034083818266,0.0498775310595404,0.00466181971703452,0.0640404104871229,0.072550661958171,0.0166281756860111,0.0177255112799286,0.0303928142081569,0.028334800699817,0.00699049512305423,0.0485109814167603,0.0747798220500997,0.0446764140631718,0.137944750816134,0.0342476847240667,0.0330703865426632,0.00581887196875312,0.0204168102355201,0.037333323141976,0.0633558207328674,0.0278079337760892,0.0030287803295311,0.0145131691424073,0.0282633484973429,0.039939867195849,0.0791470687847352,0.0277859911725697,0.0257494219865113,0.0399709524136893,0.0180213930411147,0.0136267938655364,0.0589825598378489,0.00778430981027762,0.0679708112021613,0.0638904664599769,0.0184428503473064,0.0116482998630161,0.0313385370182332,0.0281076414117416,0.00802060498948672,0.0596309636141532,0.0512971421028894,0.0204619862761737,0.0683608451878128,0.025026293766554,0.0276962892223846,0.0140777432210503,0.0187187915887141
"FEDm_6",0.0212129646820444,0.0350755462063544,0.0256046730963576,0.00500207888255275,0.00401747098939802,0.00915582734032218,0.0492921869382602,0.0821672051779589,0.0303715424021679,0.0208463147907351,0.0256943846512663,0.0520228570592696,0.0299242578182399,0.0669585749558858,0.00458670920282685,0.0509201472492971,0.0718939899091649,0.0205526603249235,0.0140480246815285,0.0182694794158758,0.0257375274167399,0.00954539767846322,0.0323591163187557,0.0498196557378723,0.0359741175232852,0.117361026514133,0.0405878487862761,0.0264281080663121,0.00607830160310427,0.0184920045806287,0.0361864981385898,0.0256314290013081,0.0345258522639705,0.00198346892850917,0.0071675889919634,0.0166327174723161,0.0470701220285991,0.0675335433679429,0.0351428882658487,0.0218828985159577,0.0301218533956684,0.0213197270572495,0.0206010280462877,0.0376724009626028,0.00629171016879705,0.0685563140808933,0.0618387425828537,0.0186317262373365,0.0146042464882886,0.0320420795451785,0.0348626804725336,0.00703514195500457,0.0286479060087884,0.0643175408209355,0.0377598365796285,0.135394832406609,0.0209752157316675,0.0266775236503806,0.0129632203082822,0.0259292665260091,0.0266144697663043,0.0441123024208429,0.0390600391058759,0.00253937250285237,0.00843143636801252,0.0167119777596746,0.0467056149578335,0.044336483475072,0.0254830314697723,0.0422132464298894,0.03084638889842,0.0258777498886521,0.0077449752024712,0.0384099608512811,0.00287519285952171,0.0618447660043497,0.0652609044994806,0.00894564672864941,0.0126460203454769,0.0501752805507177,0.0548167124075226,0.0216974928278497,0.0394126901531917,0.0868986182209611,0.0189455820349164,0.079885226505892,0.0357543143141975,0.028833895165547,0.00620434755312658,0.0267162607316451,0.019172875595092,0.0558696276366127,0.0415038805423244,0.00569464727054269,0.00516015433353942,0.0109497095391906,0.0634687441376657,0.0549393579256176,0.0124413926321714,0.0190881167180053,0.0257296572703462,0.0399383139711557,0.0166764805331895,0.0587690104458302,0.00862576623454698,0.101987198487174,0.0666461695023846,0.0144578193406795,0.0216029226442837,0.0328818982568477,0.0152116503901762,0.00448877963597042,0.0506325028321183,0.0524029236233847,0.0219515269654765,0.0884076378855445,0.0339860883012223,0.0153934283542926,0.00877786413999823,0.0331438548546159
"FEDm_7",0.0374358662717037,0.0605949953480412,0.0351273277366009,0.00993470537627086,0.00916582154054165,0.0202981242808018,0.0521245373892622,0.0522734024021501,0.0245121703696144,0.0374036127399359,0.0322047955472356,0.0231716704959728,0.00847140397638827,0.0510874630964815,0.00227163161364556,0.0579335064458701,0.0463554817855205,0.0147543479553645,0.0104482462727518,0.0436077243152894,0.0506721641011726,0.0192780693826122,0.0487873354802139,0.087906298442924,0.00850125158763069,0.061896090107484,0.0443288594409695,0.0175076971557148,0.00412856915377349,0.0278168301880619,0.0135730773974006,0.0444879897334924,0.0384740236442875,0.0021619315034552,0.0037559066706888,0.014738206859483,0.0621064170450793,0.0434212900925646,0.019410538760703,0.0221347045738793,0.0212281308782035,0.0419585308573185,0.0126957249524927,0.0470594682765727,0.00516987782599085,0.105834499052983,0.0774940983180488,0.00498493871403653,0.0145319411223754,0.0337175953230805,0.0191607398845667,0.00640084724831613,0.0373150983353663,0.0611289790990179,0.0143191547631108,0.113685052180308,0.0476096973636821,0.022138170225071,0.0122715491266854,0.0370318201717401,0.0287645858778549,0.0525520144282529,0.0309825257396649,0.00279987466693102,0.00409088121294103,0.013512720000383,0.0491541257294116,0.0544957157144812,0.0295576514585608,0.0241428028260662,0.0170350589828881,0.0391839083155198,0.0319697916404064,0.050736385162676,0.00469157476192879,0.0784342817982548,0.0632513785116645,0.0254613198755035,0.014481872986109,0.0279393882300132,0.0160561320670415,0.0114126149141541,0.042046155760414,0.0732011536308689,0.0317000813539095,0.100119587089902,0.0350147247239484,0.0239386622493606,0.00584473671420241,0.0174282935766874,0.028853543402586,0.0733431105808656,0.0419585421386591,0.01104726462039,0.00642778117142692,0.013454520765062,0.0513135405165234,0.0923678727941113,0.0262907427682414,0.032750577539634,0.0566304360492847,0.0523898362171526,0.018467748783401,0.0217357252186563,0.00234102746478766,0.0489305292230818,0.0348298179112099,0.0169004448963729,0.0164788440944522,0.0323665258578807,0.0289259923125173,0.00721094231835833,0.0473479060471402,0.0673966361522593,0.0375919881647806,0.0501356172256808,0.0353559182658986,0.0235713351634891,0.00457643341212359,0.0190087989239725
"FEDm_8",0.0339897118305299,0.0517571671918763,0.038286023575261,0.00216220459605126,0.00470706612145961,0.0126700393956079,0.0563798759547406,0.0724179442878543,0.0171692802646239,0.0176130725748731,0.0234127458583711,0.0419103342644455,0.0263241183393356,0.0446905074463909,0.00381885075817295,0.0795404073389738,0.0674715561350888,0.022608128632082,0.0140442273260519,0.0305771350623814,0.0209577827216928,0.0115775498525704,0.0403995173741054,0.0691589773215092,0.0266142879490539,0.0948000745954131,0.0306864412045046,0.0211631400009116,0.00778965993239471,0.0153021720936725,0.0252613944845729,0.0711472888884224,0.0292322636457736,0.0106255210829642,0.00621695384543773,0.0136179685279847,0.0522353490806625,0.0672784815094021,0.0232624027551898,0.0357870735575513,0.0443797215499124,0.0510339558993221,0.0162022880139366,0.0280492409774458,0.00360699570680633,0.0590201356247357,0.0525143819815754,0.0167830915232639,0.0132892818348241,0.0264482759102192,0.0228572220301674,0.00792782163438998,0.0318688993791422,0.0758528139324755,0.0439009128152603,0.0898290048104246,0.0339392129855914,0.0277649045338067,0.00421601313044804,0.0158511283482911,0.0190131788139237,0.041047375635882,0.0282309164771269,0.00234606948347372,0.00806870363193834,0.00926076669128267,0.0487142881286609,0.0721905797548793,0.0153389146458241,0.0128327249890244,0.0257344603893989,0.0393929995716281,0.011339850475023,0.0879910351774441,0.00914035501751321,0.071750393259646,0.0647753680561501,0.0112449347158163,0.014154243246612,0.0375317530642503,0.0328982845758984,0.00771008974243643,0.0400399043842149,0.059923198679341,0.030473902121394,0.114335322612765,0.0368355917070906,0.0255216238222909,0.0081382670160686,0.0140249041130025,0.0333577241706977,0.0667923566787971,0.0223965131317125,0.00470232144232656,0.00392346106917363,0.00904720159103126,0.0474418187534066,0.0590383470575849,0.0312652856370295,0.0124185407269421,0.0219438467597416,0.0416424825001471,0.0237511095353747,0.0992708560745514,0.00190504264694951,0.0330008639264768,0.0365550203732198,0.0116995808120082,0.0152798602547471,0.0263821689327838,0.0229010734098224,0.00709782893299672,0.0591670942013973,0.0638995400253913,0.0540048862013901,0.0948094975291292,0.0381051585413243,0.0256509647015396,0.00856330531794754,0.0239862490643597
"FEDm_9",0.0190131788139237,0.041047375635882,0.0282309164771269,0.00234606948347372,0.00806870363193834,0.00926076669128267,0.0487142881286609,0.0721905797548793,0.0153389146458241,0.0128327249890244,0.0257344603893989,0.0393929995716281,0.011339850475023,0.0879910351774441,0.00914035501751321,0.071750393259646,0.0647753680561501,0.0112449347158163,0.014154243246612,0.0375317530642503,0.0328982845758984,0.00771008974243643,0.0400399043842149,0.059923198679341,0.030473902121394,0.114335322612765,0.0368355917070906,0.0255216238222909,0.0081382670160686,0.0140249041130025,0.0333577241706977,0.0667923566787971,0.0223965131317125,0.00470232144232656,0.00392346106917363,0.00904720159103126,0.0474418187534066,0.0590383470575849,0.0312652856370295,0.0124185407269421,0.0219438467597416,0.0416424825001471,0.0237511095353747,0.0992708560745514,0.00190504264694951,0.0330008639264768,0.0365550203732198,0.0116995808120082,0.0152798602547471,0.0263821689327838,0.0229010734098224,0.00709782893299672,0.0591670942013973,0.0638995400253913,0.0540048862013901,0.0948094975291292,0.0381051585413243,0.0256509647015396,0.00856330531794754,0.0239862490643597,0.0540407619704888,0.0624297328539142,0.0111436632861248,0.00928544856219524,0.00603132201863657,0.0226328744910133,0.0489507012999938,0.0488741749402456,0.0249946762595655,0.0297985879669967,0.0100803753381282,0.020907322529136,0.0114155143371257,0.147725468909987,0.00461777313905981,0.0518402868613322,0.0426014431176955,0.0179229991587656,0.00989725443117355,0.0434157156877179,0.0214159633763256,0.0138399126992184,0.0755712316381024,0.0632802003430826,0.0139473490569195,0.0632050573763086,0.0367415171738485,0.0217472544074513,0.00318689181224319,0.00845852495720362,0.0477506958663388,0.0563593324290686,0.0403469983892217,0.00414185590337188,0.00354344077520637,0.0217403335031687,0.0600144613016796,0.0598805533536548,0.0261517750646263,0.0328623952578353,0.0332993497288318,0.0195580903548943,0.0186963605602918,0.0789984502806683,0.0049702617315817,0.0424002326222513,0.0514675930799095,0.0143907737970904,0.00910446473905788,0.0339673252036902,0.0199897160929409,0.00771111344905336,0.0494441195182004,0.0503435194738183,0.0179853675156977,0.0979876238293366,0.0356887938013788,0.0191454336992394,0.0100903290446662,0.0319692396332291
"FEDm_10",0.0387235524375093,0.0754575954609314,0.0205546002976135,0.0158272792173964,0.00456111804378566,0.0247386885774536,0.0577126385754508,0.0617056516143069,0.0158274233511518,0.0377327547851341,0.00904262104406057,0.0168110151118788,0.0110271406431499,0.0993648605851564,0.00293435445826986,0.0388654031328591,0.0596505706924789,0.01374740480287,0.0167571379437008,0.0383550786414216,0.0264505671928931,0.0167580597939121,0.0304719731336446,0.0623629825541638,0.0335967420248448,0.0812679493379043,0.029869847058549,0.0310495347657979,0.00208949633985928,0.0266859583818518,0.042358879510223,0.0454704157502518,0.0230923897522179,0.00200095800248118,0.00540736805280862,0.0157090799151657,0.0590309631415296,0.0655234729572322,0.0304918677147544,0.0194777928984558,0.0309855395178014,0.0209003250459004,0.0178758369537864,0.117412615475515,0.009284275031664,0.048170708179855,0.04591176516538,0.0162093488033119,0.00844007268674856,0.0409140003938266,0.0190141852472797,0.0121603837906319,0.0530114562160199,0.076038570358544,0.0179242268385005,0.0742346907693733,0.0367854946266498,0.0174033287348213,0.009556252614991,0.0192037358542795,0.0647351947081821,0.074156544112698,0.0348976473360123,0.00884244244629454,0.00578641477621849,0.0181557119254329,0.0456835512395338,0.0705852175540245,0.032039832888239,0.0306051099300253,0.0193556622759879,0.0355208981917552,0.00815280532508001,0.130148597553204,0.00763099904652942,0.0363333375246885,0.0321053067913636,0.0270183978286563,0.0195922429487349,0.0253984801107047,0.016355932408075,0.0104784502070605,0.059610035332998,0.0479414661289223,0.00987912062654984,0.0489343356215347,0.0385025372307835,0.0195281017382778,0.015310254663441,0.00671537152899159,0.0474296939155822,0.0536377095776846,0.0285489837284487,0.00637654060512814,0.00610913215024146,0.022946885388052,0.0512206369687207,0.0777415828268241,0.0363635978600654,0.0170879187156479,0.0122747651233855,0.0547693237090403,0.0262346898247398,0.0940072898161548,0.00664119645581362,0.037966014239967,0.0669837535834206,0.0132525076671793,0.0105955782062581,0.0330235822036852,0.0175660371676297,0.00850990317743411,0.0477494534146825,0.0654364451752347,0.0155835005204538,0.05684540767476,0.0423610762204183,0.0245033844169812,0.00860089690868336,0.00963251275768295
