"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent"
"1996-04-01",0.0635241500335676,0.0855734118168137,0.0537721237474027,0.0383171002263771,0.0852843341813477,0.0524233732771215,0.0477496602482699,0.0525979698326692,0.0628468293325407,0.0504593931160182,0.0494992174730971,0.092522233003963,0.052675196155414,0.0406461249459939,0.123349536890524,0.0487593457188798,0.00973034180081917,-0.000241328074349658,0.00687775686916953,0.00219086497062945,0.00877507898308562,0.00257353215711396,0.00635522552066694,0.000981891223002597,0.00590097544955935,0.00760979250991572,0.000204385728737428,-0.00325007473648399,0.0112101497763968,0.00333817441370956,-0.00391948389672182,0.00921988788632286
"1996-07-01",0.0578547779157062,0.101977307426435,0.0607705463602978,0.0458042782522505,0.0632315532076345,0.0505808110194472,0.0492455564256235,0.0703883828788721,0.0751904594613822,0.0537718435825061,0.0801785959125425,0.0670822330085741,0.05296967719398,0.0434555552828597,0.0763096538756985,0.0511887681961898,-0.00641933279053667,-0.0232834399592761,-0.0114799605533118,-0.00802552531959062,-0.00397297048160106,-0.00565649160537129,-0.00594934492732904,-0.0181239612088874,-0.0078083419638511,-0.0114071763367465,-0.0176941181828176,-0.00599021845397488,-0.00573428910370775,-0.00891876666330996,-0.00891358848793077,-0.00721787362600883
"1996-10-01",0.0622393800739859,0.0729824475018165,0.0578524361031491,0.045327205323346,0.0806575603308022,0.0598346501606941,0.0522726904483524,0.0602673266608124,0.0719477566303874,0.0562873003483289,0.0495740544527208,0.0727685965545965,0.0508818160991426,0.0452652430995088,0.102191081617245,0.0596504545951115,0.0099215063766695,0.0061197577402001,0.000482956104271091,0.00465374724114011,0.00441514605478292,0.00254180056878325,0.00547900495126007,0.00245473844439134,0.00456029879203998,0.00668051686345529,0.0048235948985568,0.00115232375662935,0.00632787276560461,0.00391211513885076,0.0137599217755895,0.00310488711900816
"1997-01-01",0.0575835165210262,0.0786969238911827,0.0550604477881233,0.0421112665110134,0.0759373666819871,0.0536954166116989,0.0494819545483897,0.0593946463059787,0.0723527350427316,0.0547703024664064,0.0577831452967653,0.0777388872954797,0.0519851101564813,0.043848828029787,0.115852923430912,0.0537065294220368,0.00177114449951293,-0.000805621694538409,-0.00115912989511082,-0.00104254268404141,0.00109180403421433,-0.00160994755108416,0.00267618843199546,-0.00737051711372557,-0.00243005863739768,-0.00116724705165846,-0.00709853694459352,-0.000985465889933834,-0.00145152203326126,-0.00231035370377416,-0.00273689805669232,-0.00430350453101712
"1997-04-01",0.0638653534143987,0.0783041275717662,0.0579353115201202,0.0424868751781378,0.072397202478108,0.0535602546720983,0.0526368390269485,0.07049124637042,0.0755855219999995,0.0597365099806209,0.0589760548132806,0.0738780485415903,0.04791621305267,0.0439075324297121,0.0934562529208308,0.0548666560292981,0.0104790628972717,0.00339061812032313,0.00165038942927863,0.00372270027103385,0.00838475880028284,0.00300830387292151,0.00501776467271197,0.00216721854299661,0.0058399524310089,0.00384307619256961,-0.00147087592709059,0.00303476290707884,0.00363457362728512,0.00287319581822535,0.0059021701160995,0.0044947669146643
"1997-07-01",0.0580863485497648,0.0943927562992354,0.0551064608096353,0.0445654323847989,0.0689082988414668,0.0528680722875782,0.0536809876167945,0.0777684829423298,0.073763842260136,0.0612260003949024,0.0650296178468898,0.0563775492205242,0.0476894864125761,0.0463668815442416,0.0853747288783398,0.0587950537107864,0.0138426202813587,0.00988697949767098,0.00650027508174108,0.00290655725830293,0.00845968883841605,0.00735212150736617,0.00788492352393558,-0.000299873337741127,0.00898077247926217,0.0045829264323209,0.00103877610166686,0.00625234520753659,0.0064338957446283,0.00353542777842804,0.00949508814188292,0.00598784464305424
"1997-10-01",0.0661166165306737,0.0724586417651031,0.0547913775086189,0.0426466745951798,0.0726689753121934,0.0528026774626227,0.0623942939748184,0.0585652033383102,0.0693028607486864,0.0599055513812361,0.0572176090496666,0.0690433914547764,0.0629777884023504,0.0477779349628257,0.0893324937528361,0.0619979097601021,0.0158327615884974,0.0131202869974164,0.00805276370065339,0.00703095055331012,0.0120106206160884,0.00528995884539906,0.0141349828772146,0.00653659751903866,0.010129662644396,0.0122285837145607,0.011529040277474,0.004842795672876,0.00958691616489179,0.006486710191719,0.014655463285452,0.0125701135688483
"1998-01-01",0.0574377366237689,0.0787051734827658,0.0581681610401182,0.0440639394082734,0.067919016958479,0.0535929001226855,0.0532883972727783,0.0669838739215818,0.0759737690948496,0.0587597239777529,0.0591118753954083,0.0720800082800557,0.0538660078182376,0.0464045126883534,0.0971517817413759,0.0564931221735159,-0.000981792582670283,-0.00500899067326663,-0.00188291224869614,-0.000882986820451903,-0.00560293642368093,-0.00396844460975691,-0.000642700339879033,-0.00814120920850839,-0.00477038235287366,-0.00489833098515336,-0.00592982854051196,-0.00662845797815593,-0.00732478086264683,-0.00247469646729621,-0.00307799608834989,-0.00151735150225488
"1998-04-01",0.058381095896702,0.0778005121867401,0.0592539516539194,0.045383687557928,0.0666421290569627,0.0573891410937985,0.0559067813568862,0.0659859673953207,0.0789317657819092,0.0563103627960163,0.0557990981878765,0.0775305512534367,0.0550873533412968,0.044886156696726,0.0903106285660788,0.054400817178402,0.00201210177577612,0.000907686114258499,6.41868157230184e-05,0.000815192576730623,-0.00198918784227703,0.000388770227764937,0.00302456682053106,-0.00288086016266987,-0.00405773099537794,-0.000192296380818666,-0.00338947615020728,-0.0105162862789638,-0.00512834370910746,-0.000397114419502226,0.00073466133550088,-0.000522937831739434
"1998-07-01",0.0634922268019581,0.0706608621965226,0.0509051789937915,0.0457531260134906,0.0689858270852084,0.0521767092352074,0.0509857494606963,0.0688700338235201,0.0758083297785903,0.0660129722697685,0.0620370004578987,0.0698240004525335,0.0600048870959797,0.0464804802780419,0.0866086828671648,0.0613939331896275,0.00413897455448825,-0.00202861205951502,-0.00208941955692287,-0.00175570766824001,-0.000575060438662624,-0.000242647789716245,0.00125754640198068,-0.00203041453921094,-0.00394250978824827,0.00247163679685869,-0.000359391580245199,-0.00606489095316553,0.000144998381686673,-0.00054380424799076,0.00102985703456908,0.00469633317620353
