"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0192845539245635,0.0248302882397703,0.0365600712255328,0.0160164160697741,0.0165561558472919,0.0214129531061084,0.0259637018286164,0.0209738959321043,0.0296954455207945,0.019236315936054,0.0255310066100515,0.0360835359585505,0.0188253900083521,0.0194569022924714,0.0181748909978062,0.0201950872786574,0.0210874293840752,0.015489236816369,0.0251494362361806,0.0683226211995094,0.015384095468555,0.0205321756323451,0.0454107711554553,0.020132411136271,0.0198492711708762,0.0406483133390043,0.0195154019476123,0.0155783374629046,0.0897112146835017,0.0254941267112016,0.0176179409598958,0.0259175459720037,0.0180345062107211,0.0193050597289089,0.0199496987436678,0.0209119940833774,0.0245015037864234,0.0241890368043529,0.0184712605902888,-0.000661976518483248,-0.00554313215593402,-0.00376753338677005,0.000785891189981581,0.00067436693637303,-0.00327305427679489,0.000178327761494759,0.000261026064597666,-0.00377765572350326,-0.00184350310646688,-0.004919620245903,-0.00373389534400604,-0.00143491990927651,0.000839324360147782,-0.00159064466776959,-0.000345552633451464,-0.000431422761226378,-0.000781830060405009,-0.00311040180546576,-0.00619286396289223,-0.00105121241042741,0.00354546287678978,-0.00781815780939274,0.00148019046899844,-0.00164713248988534,0.00302090769328639,-0.000781322618311453,-0.000584945343400275,-0.0200684778742938,-0.00355636358053629,0.000318977959000581,0.00123346120590097,-0.000995064211546653,0.00145810642989536,-0.00102136336771159,-0.00116987018703995,-0.00141525248011321,0.00271728020869823,0.00116856554589967
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0157833401882346,0.0166917652437437,0.0301966499491461,0.0153071812807606,0.0135316375456268,0.0165071064259566,0.0498053535986058,0.0205807637269345,0.0280810102778275,0.0145743675684327,0.0380620301357538,0.0272943424124358,0.0141688152581388,0.0319026944200308,0.0304742612936727,0.0231918460908693,0.0200937073193868,0.0270712498938097,0.0238459252943921,0.064070156867359,0.018169556143809,0.0192003305035436,0.0727056223969074,0.0191245489917775,0.0161694664351732,0.0204654949480302,0.0169540231371161,0.0136001021629886,0.0536109544253714,0.0190588999725786,0.0190885737421081,0.0162267502320418,0.0159738236507438,0.0232872202458297,0.0397270046034381,0.021855129335324,0.0136033564770444,0.0426824560334623,0.0172624817715943,0.00670141608169275,0.00530782019909752,0.00841445399606494,0.00580458691390075,0.00611933533109254,0.00866018563640043,0.0170359515393727,0.0095278838972811,0.0125071766952845,0.00167720230687936,-0.000847510396578139,0.00206343517132638,0.00372756189372361,0.00928398345564696,0.0139866830449036,0.00252390381072919,0.00476135671403236,0.00874906501556728,0.0035552272754658,0.0293540169416447,0.00677375551480225,0.00717321480433815,0.00642423963067854,0.0035172353295101,0.00586921793073333,0.00847684927946819,0.0050803041089741,0.00462543950558636,0.0186064454956954,0.00571532557380359,0.00557410226696465,0.00541591695331564,0.00383986386534429,0.00755467626269906,0.00989976047574229,0.0077538472436874,0.00389535668523358,0.0127257705215031,0.00793005449312503
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.022964798687645,0.0262332402540172,0.0672149395468189,0.023422744849383,0.0180792900151009,0.0234514011162021,0.0387624234277514,0.0161047184354733,0.0211102342426705,0.053811736120701,0.0170845036066471,0.0414826194065864,0.0189082498396877,0.0188749542506756,0.0223435977388453,0.039950333384288,0.028463468146424,0.0191337028227425,0.0208163120708487,0.0498660797502643,0.0184308279153523,0.0235045292451266,0.0311861659543434,0.0276839659067406,0.0190420834254751,0.0202215895534872,0.0242329747605383,0.0208787554236207,0.0173079123639944,0.0209481653922776,0.0210152976811494,0.0158848021281596,0.0208224917401359,0.0193051805271118,0.0188494285910645,0.0247476216845272,0.0171978530690196,0.0184093650207078,0.0322516419043951,-0.0128064580853139,-0.0111470127937098,-0.0331826610358264,-0.0116654387543421,-0.00921915235134864,-0.0102263911512641,-0.0119320518820289,-0.00708241277043094,-0.010024129616537,-0.0135501614579779,-0.00853315927948797,-0.0208218431746186,-0.0109309352131317,-0.0086723550977711,-0.00788712799828028,-0.0129299942744432,-0.0127774120306174,-0.00978749705850462,-0.00998524410869686,-0.0111709166653665,-0.00809253806049128,-0.0109057825981762,-0.0135541215345153,-0.0139650950615834,-0.00855783504201289,-0.00842929827028552,-0.0113235071362498,-0.00887022359069007,-0.0088337723056168,-0.0108284147216244,-0.0100776195134233,-0.00700834924132032,-0.00849612000087718,-0.00890443353491576,-0.00806266084107204,-0.0137132443572628,-0.00740995641842633,-0.00931696336707332,-0.0133468894548521
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.020172221266519,0.0209340379496391,0.0241779411914624,0.0169252181264501,0.0155094111058102,0.0279430197277645,0.0276071726460498,0.0262128733643914,0.023982501856421,0.0200194298199212,0.0317361426309575,0.0222335514612161,0.0290377218398384,0.0239472534909968,0.0257246417936111,0.0203692616139235,0.023754796026872,0.021821113057529,0.0301203371560602,0.0643290120991807,0.0167338773876089,0.0237689505801689,0.0465112415840829,0.018487007998804,0.0235746656916777,0.0258171769115441,0.0204832064689621,0.0163352970793498,0.0599108819485797,0.0210403492626294,0.0169732168163254,0.0227294771817634,0.0202910990208855,0.0259257316900742,0.0309286469685857,0.0228461462608539,0.0228589859022297,0.0312832899915347,0.0169430930297257,0.000944216146097275,0.00406880289022244,0.00655254320932594,0.00106632376122368,0.00179996921094244,0.00852380714154117,0.00527172180134255,0.00303975962941607,0.00379121865878235,0.00353141246019672,0.00637689171929572,0.00480458675067417,0.000329419636896288,0.0058258461363604,0.00778251604811728,0.00364810927758335,0.00107260665498257,0.00441052257283143,0.00534064352406499,0.0174002141188594,0.00258439067451484,0.000754761956131837,0.00846804184233936,0.00432398362660994,0.00132887031439263,0.00691952873184518,0.00449634943839563,0.00211490576720522,-0.00561665654276723,0.000429968060214432,0.00381120417956591,0.00250690878834183,0.000960102685492426,0.00715694211996981,0.00460278263276151,0.00381860657531023,0.00302012531706161,0.0042504210182292,0.00400523451053266
"SPEECH_574","1996-10-02","1996-10-01",49,0.0249912077365336,0.0292127737573243,0.0188434342307577,0.0219539207768129,0.014655589103271,0.021181970896039,0.0242734139510362,0.0332495812302947,0.0311135357891859,0.0221673090821506,0.0494805245473408,0.0218634254321587,0.0162660176892354,0.0206593811368399,0.0179378472914406,0.0247292580259626,0.0256486938705702,0.022549185641165,0.0215611848583059,0.0305918639672669,0.0208454095276512,0.0214904110961263,0.0299395165306425,0.0204982567382546,0.0267705903168098,0.0337845602673444,0.0233098488163952,0.0272582599235981,0.0397258559599956,0.0200872861205741,0.0192723828373441,0.0223817075056688,0.0195369225224704,0.0192238642077424,0.0244619170689278,0.0233229885778056,0.0196783144792106,0.0496279530814794,0.0458538354082671,0.00327608491051665,0.00072441621955781,0.00473323906778769,0.0050302549657753,0.00404559339305689,0.000487098230579702,0.0105807217905416,0.0159076174032706,0.00676620695882499,-0.00106918167021446,0.00378546666512107,0.00259739159362482,0.00502067471413072,0.00450137021060443,0.0067494452398084,0.000169763111848799,0.00914475420136839,0.00844153310748439,0.000862493234664612,0.0115858192064393,0.00277912820648257,0.00697997928420527,0.00783832904970619,0.00155561840334131,0.00318883174695623,0.0118069174974903,0.00214891122449655,0.000620328305146351,0.00697709748550837,0.00484033360947111,0.00952069369170589,0.0125146068624466,0.000411594646478591,0.00392223506551889,0.00550961760735304,0.00836620467833553,0.00705761873565387,0.00444876345354637,0.0137974909379585
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0198332377803852,0.0235722102397829,0.0380356467924539,0.0168753471886102,0.0163205570275024,0.0194088857871486,0.0233969301488536,0.0193393824823854,0.0288108319400959,0.0212149906621758,0.0257344202882642,0.0323662539502778,0.0178239103919305,0.0180449977824351,0.018998765918637,0.0204979139840689,0.0220691688960934,0.0167554786642021,0.0222118924155321,0.0635502786923024,0.0171244510799459,0.0170212763747196,0.0526518676940324,0.0189736753556333,0.0192120107400331,0.0517324507319549,0.0188901774855543,0.0181729345146256,0.088395312234015,0.0241507737599208,0.0208551720727343,0.0175580424065961,0.0208247366187855,0.0157705081353135,0.0265960513647463,0.019504690328059,0.0179149963606979,0.0324330018689034,0.0173567698405916,-0.00800603019719696,-0.00777846121047524,-0.00674570084812061,-0.00513307831261947,-0.00293576124179537,-0.00473202806193293,-0.00561487130671063,-0.00403238413974328,-0.0133242143139716,-0.00439178208094427,-0.00481258662114168,-0.0177795314075653,-0.00542192810175856,-0.00325698487110558,-0.00571475952502386,-0.00420040758077733,-0.0069149665639795,-0.00576029900110599,-0.00736250183923379,-0.0137683490774323,-0.00764584710626372,-0.00226738799359528,-0.0073813631336202,-0.00460036617221302,-0.00321642121779282,-0.00599583659545634,-0.00493066990277545,-0.00339722031105645,-0.0151920904097617,-0.00761090225659276,-0.00862782197067034,-0.00280426815866152,-0.00975478509810686,-0.00564769114618782,-0.00814691797268476,-0.00521599313027886,-0.00456457787337704,-0.00212088934730741,-0.00531945139009912
"SPEECH_478","1996-10-07","1996-10-01",40,0.0199957621599284,0.0262299546994862,0.0236812856759604,0.0206130592106305,0.0169315194346688,0.0288472299617437,0.025624816765973,0.0195381915268054,0.0285030105612446,0.0191337593203136,0.0421693836172826,0.0196296819572788,0.060038472183436,0.0390152136431262,0.0209958852252689,0.0226707016985207,0.0270207152571959,0.019550527346506,0.0233130603835603,0.043662504957009,0.0208828979651782,0.0414966751430434,0.0351709948162041,0.0202537201749834,0.0179484512208313,0.0213388188558817,0.0256262577321484,0.0194850572350493,0.0202155400631113,0.0237600266596574,0.0175519351426899,0.0234489968027543,0.0264747048368236,0.0227862841270389,0.0365710818847549,0.0194524381237014,0.0178944606568401,0.0242907824535711,0.0181861405197983,0.00869743756893957,0.00815849039930025,0.0105168172694332,0.0063877015778832,0.0085691385718887,0.0124813535689004,0.00939801705023521,0.0074205124141545,0.00741641031910258,0.00613069738381253,0.012866828408498,0.00918079549683998,0.0274203257154337,0.0144394373368727,0.00805010976772984,0.00619522952138496,0.00678297580679537,0.00976874464754794,0.0116459129616406,0.01209033047585,0.0086936815992665,0.0174228066076069,0.0203283966376739,0.00815032093702882,0.00845236026882956,0.00821921335316759,0.00772155407025893,0.00981123601575999,0.00550477322092517,0.00986435851692028,0.00793803736129074,0.00927688027657411,0.0100319471636274,0.00822602895338679,0.0101274701884665,0.00838329428857043,0.00754964857001172,0.00986998103373414,0.00835884825581768
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0308284384599656,0.0351961572981152,0.0226724383960214,0.0185605368465708,0.0196653004690598,0.0227075269204774,0.0267983745814272,0.0339262927943179,0.0315046623368675,0.0221062868598218,0.0513172116968666,0.0239985960902056,0.016944687794124,0.0215342033708453,0.0186174207782728,0.024165801648196,0.0223149210872892,0.0207532717009108,0.0217458884605893,0.0539672587999408,0.0410725513522108,0.0249012292929053,0.0276061316422716,0.0189910931384624,0.0431756102279178,0.0237360437489813,0.0166746878802948,0.0259047159037008,0.0315267110393002,0.0248690773411859,0.0181789435628492,0.025269393379851,0.0212012217753803,0.0160000719036331,0.023026081649104,0.0204110517700769,0.0216194839483269,0.0176009997131886,0.0189096243404742,-0.00328518233383687,-0.00230699000829534,0.00337663415416718,0.000924311345171898,-0.00144457469951959,0.00147620251199583,0.00103606019870193,0.00687045895916805,0.00169678526980756,0.00301244169446826,-0.00323511892026793,0.00202760060168735,-0.00107750880437075,0.00191103566650976,0.00128431994503241,0.000536044006710372,-0.000405109106749691,0.00221518307401556,0.00113773604712256,0.00353407469501446,0.000339454320578963,0.000652051645934498,0.000658015297577535,0.0016679098725974,-0.00141331452802605,-0.00327079217973977,0.00120581580109414,0.00171010095423224,0.00171687519892232,-0.00124137518746458,0.000411607525256263,0.00399411326110754,0.00143470698378017,-0.00189033425354592,0.00215314478542617,0.00331132406820745,0.000218846426122625,0.00199202998976649,0.00102064998539863
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0253979092737666,0.0339771790296251,0.025719488535126,0.0180283968937175,0.0150775623523594,0.0288274834929667,0.022857991024355,0.020414656660582,0.0330825909997477,0.0165337201816199,0.0213779045629809,0.027949533081316,0.0165764498904431,0.0180328720647052,0.0282665801366605,0.0269956441610187,0.0225035658542558,0.0208287198267083,0.0193900382691431,0.0525614326823488,0.0211469758269107,0.0272279762977435,0.0298979206573917,0.0263404521051909,0.0486396920925753,0.0246855414909151,0.0177012142041206,0.0270887188845631,0.0205454546561364,0.0216241297081085,0.0201468129260139,0.017367115481036,0.028312010108963,0.0194421857072218,0.0602077340151911,0.0250438429273758,0.0188299613736971,0.0184486402135009,0.0329039023498983,-0.00399849144595717,0.00257568480360289,0.00436848084485818,-0.00162072196781462,0.00118385871201402,-0.000910719390987564,0.00021167822597435,0.00340891373970781,0.000748350250811808,-0.000682419462252522,-0.00157126316383136,0.00122728143849723,0.000192467119569926,0.00100445854898434,0.00519640240391535,0.00372900956290403,0.00328111477884254,0.0013168501291733,-0.0010212885863018,0.00950195816035191,0.00168089152077093,-0.000788517572646704,0.000242109383743143,-0.00191538109104934,-0.0173577434577746,0.00033369549203482,0.000342155659368494,-0.00356693332599629,0.000677025572643402,-0.000640153922558351,0.000876402819086412,-0.000396931470624819,-0.00349003992777869,-0.000328622186467679,-0.00469606227604813,0.000321481759704261,0.00287352585816004,0.00283479292816902,-0.00184536321254769
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0226156496118515,0.0294224509914029,0.0181631201893253,0.0203202604969345,0.0206300663181559,0.0218666183042767,0.0241135245515454,0.0331817342933242,0.0274618182851086,0.0282002195866165,0.0187269192591959,0.0289687294816281,0.0186961430877388,0.0208589187229406,0.0446742793350529,0.021395623836432,0.0340020772077318,0.0251549732321199,0.0265128853719765,0.0804724473052699,0.0182554246988732,0.0205168486709455,0.0308377774534391,0.0268136518885274,0.0243378472694408,0.0183377378858366,0.0203728364830714,0.0202057821529889,0.0161878038390089,0.0245567172350667,0.0180492659236755,0.0255752443413594,0.0167652428848315,0.0265607151255252,0.0256311138511846,0.0219930162357122,0.022236032039071,0.0323830783534288,0.0249454041993852,0.00377213521237024,-0.000726616359238083,-0.000296579685549451,0.00248323035179857,0.00181082993191636,0.00286068781697022,0.00589272550357343,0.0151499116071566,0.00474087358939227,0.00495511739135238,0.00514203169395813,0.00605140444813325,0.00158210369619162,0.00800406469022039,0.016482999584447,0.00711058665551493,0.00917666890506969,0.00461895121867617,0.00261198106508051,0.0262670053596753,0.00244156536865908,0.00638048760850279,0.00733678680081387,0.00304461547661608,0.00449282494125652,0.00190272119334831,0.00280230366531023,0.00635461508531153,0.0032389745082208,0.00531560422354143,0.00148648524886455,0.0091900347224269,0.00295039126945619,0.00591229584614811,0.00620686985809595,0.00239743347228989,0.00651217480060487,0.0054828405618212,-0.0019980914020714
