"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"1993-01-01",291.628834355828,0.0519263031132685,0.0260148983065559,0.0597186365021204,0.0230534366117112,0.0474161569410517,0.0264913755456663,0.0549401451792031,0.0601469792916136,0.0553702737764503,0.0660295867587533,0.047319246010423,0.09916764926012,0.0327678889586146,0.0307414718513438,0.0574777642723665,0.0376312387685277,0.0474218965660158,0.058755684259029,0.0448696387675143,0.0339455830011915,0.0387941462584594,0.0097762638184943,0.00522721366707531,0.0188252900109122,0.00487780478756924,0.00199172305882874,0.00323933558825347,0.0207479031064631,-0.00890780924709227,0.0111331351455401,0.00713583648446856,-0.0059154775695417,-0.01195769032509,0.0158622981987873,0.00654885011046228,0.00315375180872613,0.0026126688127833,-0.00229780534254002,0.019403131171435,-0.00839280588310837,0.00915702508603211,0.00593834599799484
"1993-04-01",284.365296803653,0.0536687216190488,0.0266688529225477,0.0713848386776013,0.0211228274024886,0.0558128307712443,0.0264867351915896,0.0622442673021649,0.0626537751190605,0.0533997277296058,0.0605390457237129,0.044043193642063,0.0852308794233145,0.0304920035149047,0.0362770914337217,0.0479354352596196,0.0367488841612706,0.0468438388405478,0.0548985654046918,0.044086369361189,0.0377940455234161,0.041668070976197,-0.00598488648771639,-0.000645586609330675,0.0116020277476529,0.00275134659341956,-0.00880729449664369,-0.00104403342951818,0.0227398440843782,-0.0131744723992241,-0.00156972159307662,-0.00134974768376449,0.0013921361872129,-0.0200825934238035,0.006022431362514,0.00643649979666326,0.000111474151488125,0.00141724044870086,0.00303020239312979,0.00979002875771985,-0.00591127928547312,0.00626030809073504,0.00145539345291835
"1993-07-01",287.547134935305,0.0628439237259687,0.0268934281457958,0.0613868222205719,0.0225971538337825,0.0525079622801055,0.0261638307692984,0.0543898384568258,0.048112787911742,0.0490473383918609,0.0619922380467616,0.0451726254717229,0.0986747403056369,0.0328845401639688,0.0332483706922173,0.0532484703944762,0.033268700724419,0.0610264242298327,0.0555689987068354,0.0420397030418521,0.0367031681260907,0.0422289343602349,0.0139177757383553,0.00332423381417005,0.0154374528088923,0.00377949475124226,0.00164024381685665,0.00323015033500273,0.0212002522270523,-0.00168997886654563,0.00875122566161714,0.00709676457009789,0.00360711289000219,-0.00707091386588096,0.0103439726097039,0.00517857210371001,0.00437610242382734,0.00371296835591086,0.00359750320675565,0.0162646853848761,-0.00059382000181076,0.0103798915185808,0.00319949234732732
"1993-10-01",305.452574525745,0.0556749459818579,0.0259565573472749,0.0649648204490387,0.0226110603384834,0.0553965983412524,0.0246798333929964,0.0462050900246,0.0441296686017521,0.0579837526213727,0.0646048932214181,0.0403824698528662,0.0939011452728709,0.0342143389113194,0.0305968327795568,0.0570632529379988,0.0333730039463484,0.0699869374810858,0.0569427611275351,0.0392512698136165,0.0389680940262375,0.0431126735305178,0.0194815083901158,0.00738150433853255,0.0250070509284747,0.00825250117487635,0.00959640332114209,0.00733195313378881,0.0180616522876017,0.00257058034044263,0.0161758073453856,0.0118990378204376,0.0072011825017053,0.001061348222382,0.0218747395750859,0.0100483505130409,0.00759473189787022,0.0078677273528099,0.014518941491671,0.025977011391759,0.00473328370403581,0.0150363051379242,0.00477761777106626
"1994-01-01",279.795731707317,0.0566237976412838,0.0271003141439124,0.0702749273890625,0.021402195088372,0.0482600931430588,0.0266101528852782,0.0573775933636225,0.0490246297741471,0.0553849950567222,0.0633403565968772,0.0583083872148571,0.0937566663374406,0.0314343289854019,0.0355380255901327,0.0513864505338241,0.0338529246505007,0.0521136229621028,0.0563574298401037,0.0346511895179859,0.0369561456393749,0.0402457736459389,0.0126714413456797,0.00628966445753245,0.0227652104643257,0.00693535408445104,0.00373192163533203,0.00649540647921597,0.0205914444596856,-0.00547779879791239,0.0162723818137383,0.00828383789923541,0.00770923522996864,-0.00529148519278026,0.0143957668774758,0.0111025714814084,0.00688250235641165,0.00612027753927357,0.00728874060186217,0.02474553050501,0.00109323084859048,0.0133795742298009,0.00313990820190213
"1994-04-01",298.204188481675,0.0616347674153408,0.0259211814341963,0.0710147295817079,0.0221612440467366,0.0524119515404993,0.026900367697911,0.065206833773948,0.0384961412592165,0.0623992670529718,0.0582328640605019,0.062951763741553,0.0701229451303244,0.0328958569789621,0.0415147557257692,0.0544796670128602,0.0366796254883064,0.0546204593108316,0.0561395913633351,0.0349410729796442,0.0387165002950124,0.0325584141103714,0.0233020187560957,0.00639225431352724,0.0236139279900431,0.00753333199122767,0.00786157652288693,0.00781374127494811,0.0219176845549934,0.00427902181287489,0.0200768303370857,0.0131926265475309,0.0132283075989786,-0.00505349816921832,0.015018287722457,0.012732719852825,0.00879692592026087,0.00703410604937418,0.0182661900182272,0.0286500102988403,0.00783169951779558,0.0186282007665815,0.00660035612641613
"1994-07-01",283.186893203883,0.0578247612815592,0.0287790388475816,0.0733820998036019,0.0229778189096434,0.0493628274143884,0.027086812708084,0.0622866074497503,0.0437057777001168,0.0519185252736295,0.0616992678227685,0.0578646468131029,0.082674573740521,0.033654687610081,0.03827100892444,0.0487406076365463,0.032463439605126,0.0563979744195335,0.0612028093906483,0.0378989742852654,0.0359458828810861,0.0358618574825259,0.0229994828048972,0.00892709817443604,0.0251323930604549,0.00854891508022198,0.00522569371593999,0.00692055234078362,0.0179211159230361,0.00195844556060068,0.00959609653225709,0.0114349825994588,0.0150146582576836,0.00535121150708849,0.0124126537333247,0.0112753566965652,0.00783770603300423,0.0075607855481851,0.0141100376720219,0.0244626858170203,0.00620175975892734,0.0150873833101359,0.00793339738225148
"1994-10-01",279.700748129676,0.0571509506931198,0.0274696220928887,0.0713380208489934,0.0218668998336481,0.0500165073083225,0.0255522506426648,0.0666187491266006,0.0483139342936533,0.0592219955789362,0.0606540314314405,0.0474309960476856,0.0840061913880342,0.0345198153323152,0.0353865318775652,0.0495272781444113,0.0394360107120852,0.0602303798895179,0.0546108337835072,0.0326008654158703,0.0392475301058496,0.0348006054528903,0.0133500815077785,0.00468383944193407,0.022202813438223,0.00442963497075069,-0.00411520819096446,0.00333593010156158,0.0150355338510428,-0.00917875825493604,0.00558644321998416,0.00666750402253868,0.00358097821812636,0.00496905702538254,0.0128749915980286,0.00838430631510745,0.00477223174123688,-0.000834245562909779,0.0102292540803627,0.0221860044670367,0.00543459735629497,0.010220340504479,0.0016750094583971
"1995-01-01",292.047619047619,0.0530649593397029,0.0259306482052302,0.071400580165558,0.0214625584765818,0.0490709444507735,0.0249825241401122,0.0625864467424539,0.0502963199856158,0.0616197821212221,0.0649227747350962,0.0529367927774887,0.0712022328797083,0.0344012225643366,0.0282430539065587,0.0507648263905588,0.0458059808295575,0.0600491951616236,0.0604192444604817,0.0367011728505584,0.0359400910633895,0.0381986487533915,0.0078349117836549,0.00138147552131313,0.0204344251193026,0.000977037745850752,-0.00338535793426961,0.000242673993746637,0.0114973546964339,-0.0114079806552165,0.00147532148796824,-0.00421353434285228,0.00267794711742942,-0.0105513524730867,0.00801396863674419,0.00345338852874042,-0.00282489370364464,-0.00842353880026846,-0.00849466146246087,0.0091289093782193,-0.000763861664181398,0.00398069193422166,-0.00408616292281171
"1995-04-01",299.375,0.0539024399639518,0.0257964808406327,0.0744895172400192,0.0228198459168523,0.0489782718761142,0.0245537184218522,0.0541058822610301,0.0591588414018516,0.060506928937059,0.0602889220365375,0.0474397402905253,0.0721384816442538,0.0392612405320463,0.0262661288547771,0.0509338726034594,0.0347332835863549,0.0626457390185,0.0602143586530568,0.0401913059696783,0.0487759001537534,0.0327990997976941,0.00737064040046466,-0.00139427706750755,0.00352746832802337,0.00120756675754582,-0.00779702085793331,-0.00235180579242996,0.0068941731837849,-0.0177746262759433,0.0024672874787959,-0.00141201767121829,-0.00441932592322246,-0.0299486060955697,0.00558157104993188,-0.00188696711284906,-0.00762467129502397,-0.0061790288297285,-0.00910665799033772,0.0144553135630981,-0.00297123325226862,0.0153737143134888,-0.000275583284576646
