"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"1995-07-01",271.666666666667,0.0554438912565362,0.0298363868005642,0.0735483073715844,0.0239144002162187,0.0481763526527767,0.0266710643198782,0.0537808077444667,0.045380461155103,0.0528292214073909,0.0574463487890912,0.0615471771691674,0.0631323756593685,0.0370387940335604,0.0282295475677986,0.0503718551204493,0.0406987055639419,0.0606664340560969,0.0692418612600279,0.0457449797371653,0.0383277409573854,0.0379732871614278,0.0204392515287307,0.00605724691091761,0.021492609728238,0.0056008595834896,0.00489401746837805,0.00495736708933636,0.0193165691304485,-0.000468587307825822,0.0180370170277574,0.0107458559654141,0.00417084838379944,0.00468569925212884,0.00728428054965719,0.00704724864837553,0.0107804921445414,0.00621501773559132,0.0109504973623102,0.0194503314341217,0.0112086938362901,0.0162782590359536,0.00572433784094623
"1995-10-01",280.120401337793,0.0542490728146993,0.0268731076948874,0.0700339036822875,0.0242865717404926,0.050233067716322,0.0259868098172353,0.0580523318585429,0.0650520271993563,0.0514156792846638,0.0669446433301768,0.0479065049518046,0.0784085461105149,0.0311819996352108,0.0286144184756546,0.0564799189941136,0.0393751849628545,0.0482455535931699,0.0565502739124914,0.0452866562390509,0.0381259344169784,0.0366977935694926,0.0111377216960561,0.000678170878209072,0.00153747650178747,0.000361635687565199,-0.000925495887759866,0.000843412998142391,0.00743413410812153,-0.0200920125016464,0.00549276086344263,0.00307570063440623,-0.00595918614335552,-0.0115829841792834,0.0045278265359759,0.000763729258785753,-0.00197332432120001,-0.00219956877324725,0.00235022765279395,0.00530832013981761,-0.00132686501125335,0.00777055620302737,-0.00243852090825699
"1996-01-01",310.542750929368,0.0577192014829062,0.0266965713327208,0.064837002292936,0.0215431484146986,0.0505341303580976,0.025973894286476,0.0519807885275215,0.05241326592754,0.0556999996317112,0.0614625608010172,0.0476233894497837,0.090286722188799,0.0343661802568925,0.0298830153235926,0.0541155120407357,0.0335007371445394,0.0484983137921678,0.0604465071115002,0.0449120961589808,0.0431744827691738,0.0443324807082094,0.0132185833013832,0.00264349778985655,0.00787642256103948,0.00306010960596621,0.00107472678234267,0.00116221242505093,0.015053959466395,-0.00392491310160396,0.0142755799994935,0.00787289843862072,-0.00196434061021907,-0.00554278268510365,0.00881800485984745,0.00203138512168671,0.00220414718106424,0.000134006470196396,0.00497643460153228,0.0158755503239296,-0.00424381376622893,0.0153173750769297,-0.000470340746435742
"1996-04-01",262.846473029046,0.0539568556143621,0.0267734435987762,0.0783007648353859,0.0264604394532611,0.0473276802296878,0.0272193044509072,0.0636926759911282,0.0455846477095091,0.0569868552983771,0.0539150070715616,0.0469223470739473,0.0802540327435902,0.0417691147946381,0.0370963453553031,0.0455859317240852,0.0349650627343626,0.0481973076770297,0.0691288770207218,0.0402045365093081,0.0372324849901528,0.0384262851239049,0.0106139856328436,0.00831384107688363,0.0318441929888104,0.0105595520254051,0.00897138300827066,0.00863531525186677,0.0293332341565956,0.00997463399534714,0.0189934217517888,0.0103582586615047,0.00978870037757637,0.00247787226594553,0.0207176122720956,0.0115801174432462,0.00943820247181576,0.00674171737634742,0.018390302354111,0.0334319057485075,0.0119548629379088,0.0165682767152558,0.00699193226588236
"1996-07-01",282.194366197183,0.0516929562862228,0.0282599476192789,0.0763259521958167,0.0253791836948844,0.048112100006691,0.027135717024626,0.0509216698920602,0.04754982336479,0.0485965208676361,0.0660256622096429,0.0611146519347383,0.0834549089793559,0.0355027398152879,0.0308566481869833,0.0512163172262727,0.0341612671434112,0.0451334116376263,0.0661644213059318,0.0399340159686574,0.0365082434241548,0.0459538412159313,0.012965632315667,0.00489598212672745,0.0207001957257774,0.00573741546078814,0.00484076958561602,0.00388807530536538,0.014808476674495,-0.00432762442262612,0.00840377424709308,0.00958031252252703,0.00257778626453627,-0.000164661572445517,0.00949057643201031,0.00496371956861242,0.00146533613788094,0.00306194631623751,0.00916608240585095,0.0142197535408462,0.0030810233840742,0.0129458267145008,0.000122242062225522
"1996-10-01",279.335697399527,0.0559822954526796,0.0259842669800648,0.080806120865125,0.0250134506710063,0.0480443095161861,0.0273072571189311,0.0518514384323641,0.0487690819075156,0.0568409546948074,0.0613380530534962,0.0480284921863735,0.0772349401182826,0.0401773928701785,0.0341709865759604,0.0528848192919133,0.0329329235365229,0.0474204909439867,0.0693025584668315,0.041882368755496,0.0354338987722155,0.0385938997900628,0.0217183670491908,0.00504930702984379,0.0362313586923283,0.00623077004139199,0.00850462949165829,0.00621892703883422,0.0196232445188278,-0.000486211106013297,0.0242826866265889,0.0110154616629839,0.00451546030459871,-0.00217939630518559,0.0164945748388008,0.00869909148617172,0.00669920320604494,0.00233683283428514,0.00874664580927434,0.027298879079116,0.00621314263413093,0.0110355933372127,0.00767287943465466
"1997-01-01",309.764018691589,0.0622870403765651,0.0263455002754374,0.0696088816207473,0.0234415705164368,0.0507592539496301,0.0283464749253189,0.0521645712891808,0.0508699948170841,0.0510829727429289,0.0697737530255866,0.0508674358115034,0.0814734595407154,0.0331543523067288,0.0320864791489179,0.0601028570001285,0.0316871865487664,0.0431351424957279,0.0624538007158711,0.0338665524059117,0.0403792421142387,0.0461134783725742,0.0208356875781385,0.00724675841822586,0.0243684950697755,0.00709251401885297,0.00868405697800656,0.00675084038855442,0.0230278493191874,0.00304226318578336,0.0131753385593661,0.0111906948750913,0.00751544020093884,-0.0120279095689863,0.0169160202181268,0.00926973498849906,0.0112401938287051,0.00535488744176562,0.00771973541193786,0.0296567457534997,0.00163706304490604,0.0185703994112106,0.0103351305056304
"1997-04-01",303.113402061856,0.0558604009857875,0.0259938634449398,0.069942157404933,0.0228365482808341,0.0539759826445773,0.0271628677498015,0.0556818496780433,0.0554794589188272,0.0514322180175897,0.0591478724326647,0.0498849946223651,0.0781347686753387,0.0336419329400945,0.0309416050944967,0.0554915782515607,0.0334869839181547,0.0502746124507648,0.0620988886424492,0.0485063366591459,0.0398194012800429,0.0402056779075888,0.02150469919545,0.00708842053160882,0.0337570138629976,0.00824793345302635,0.0116216478295337,0.00712821283459868,0.0230586291037394,0.00307590172191542,0.0205580825586887,0.0158440300143086,0.00989310050469925,-0.00306611880779871,0.0182634904869535,0.00836008847538105,0.0137340751367927,0.010816259591068,0.0158126558651662,0.0266929277413298,0.00768681664374677,0.0180182046977191,0.0126082358709031
"1997-07-01",301.314754098361,0.0525913893283963,0.0269743351524673,0.0799597654709644,0.0259353501183826,0.0496182098056866,0.0273177197180526,0.0572168730794878,0.0409415610935697,0.0514828509372202,0.0650987087204437,0.0541823853359282,0.0641529162436909,0.0372386210419376,0.0348906541301214,0.0506184955926947,0.0371241167369092,0.0531512705407897,0.0714504105107655,0.0383076142127528,0.0386964129208932,0.0430503393088456,0.015044747750274,0.00565498637096802,0.0260096960046212,0.00883765017859492,0.00558275492463397,0.0063870534050833,0.0268684063205768,0.00416037880934511,0.0119240215782591,0.0119246617331395,0.00881945319694298,-0.00384613014585003,0.0154128075883267,0.0114488506758061,0.00803631186098978,0.000857397441708361,0.00178165554056145,0.0309500916427719,0.00463925232968109,0.0163089894377212,0.00958083760459351
"1997-10-01",304.211240310078,0.0539374701774027,0.0250735403703282,0.0641266038036407,0.02164127705144,0.0441047153715867,0.027379768399373,0.0509971130602704,0.0407573803855697,0.048196676883304,0.0624407601281919,0.0506759348702565,0.0842218420611481,0.0331724590744306,0.0285486868854448,0.0534740067966583,0.0490255874125825,0.0866889343892223,0.0566696821830993,0.0444479391107473,0.0354945008670839,0.0389251207182192,0.00972235644869237,-0.00295138550149617,-0.0013782781332305,0.000339970797312946,0.00238339400586175,-0.00281629883435974,0.00487507149405709,-0.00733164289631666,0.00354465635673455,-0.00330586654719709,-0.011392070185297,-0.023641985351609,0.00822657956054543,0.000672011906743013,-0.00429826302940116,-0.0141996077031388,-0.0348872151309236,0.00844292958761259,-0.0114835630295006,0.00389631998038762,-0.000327718286312328
"1998-01-01",318.860169491525,0.0622052655674437,0.0260618697121299,0.0569318110698255,0.023670277442117,0.0495284868657305,0.0270739301004533,0.0479732602273324,0.0513790673316431,0.0516087455453224,0.0665531998310573,0.0478418299928676,0.0814448850312652,0.0334647244131769,0.0315269053079274,0.0536306125455273,0.0443915790733694,0.0719793349028758,0.0577408428703266,0.0405438298283001,0.0372295793385798,0.0372199630027288,0.0135384265698164,0.00213300765767701,0.0142906678380312,0.00429310502859832,0.00348775038694338,0.00199942123659948,0.00992532780239883,-0.00289247856039292,0.00936773977976119,0.000428899711849683,-0.00437118468816516,-0.0125123675050692,0.0132318504562311,0.00335001065653146,0.00143374945718869,-0.00751651872037274,-0.018061688691649,0.0216486220266392,-0.00325538042067459,0.0123248889086901,0.00560403843689671
"1998-04-01",292.219827586207,0.054444713487022,0.025449411839917,0.0581853263655822,0.0220813886983323,0.0525320669001746,0.0270458999589567,0.0447266769333215,0.0398233586564091,0.060304967241524,0.0699057024996953,0.0458603069896115,0.0957029194030068,0.0322298053973422,0.0305681791241675,0.0570282723754266,0.0425488663493884,0.0694036544454122,0.057286405031833,0.0448318422973059,0.0364434331797121,0.033596802825859,0.00613630818811351,-0.00375797220900082,-0.00215527119844292,-0.00184124091425566,-0.00765368726129304,-0.00362772611082745,0.000943962287256739,-0.00787619982635991,-0.000338246001026648,0.00409997281655081,-0.0115084192460385,-0.0269065432592762,0.0027405819416282,-0.00244904030964835,-0.00736454863704574,-0.0115859439779223,-0.0229025644418478,0.00480989189752127,-0.0128884532508119,0.00396429909587365,-0.00351161155135954
"1998-07-01",299.062626262626,0.0480029274523564,0.0258783579300261,0.060275776408433,0.023437474560257,0.040458438399828,0.0269553892967203,0.0539253125299924,0.0402336236452354,0.0516058853696296,0.0671561273569066,0.0572100181255568,0.0939241111216141,0.033167774274632,0.0278606313803576,0.0517273777292611,0.0499146692797523,0.0781913742054176,0.0524057465485297,0.0456177218407006,0.035818969774848,0.0362322927699454,0.00677495021896833,-0.00661564113911393,-0.0162833378985737,-0.00425487325482272,-0.00664819072567928,-0.00816993371698619,-0.00790200362696403,-0.0130765356424605,-0.0053987892898391,-0.0111261954766118,-0.0290606455206787,-0.0410832551329568,0.000107522758569867,-0.00758597222519859,-0.0120146124697132,-0.0265702613764819,-0.041097765293785,-0.00202510912425953,-0.0189178095454591,0.000776358934013492,-0.00221805792270127
"1998-10-01",286.085889570552,0.0506561479285077,0.0265465767255932,0.0627830704218178,0.0231522538277956,0.0414060335405725,0.027928325440373,0.0485230289733006,0.0558816323168803,0.0549644455399828,0.0615786468118561,0.0563539018705591,0.0867719522814766,0.0317239571864916,0.028689251401311,0.052032160816838,0.0466720417507499,0.0666644955007907,0.0559991328829899,0.0517641884686315,0.0364448543144955,0.0334639019989868,0.0045765003134933,-0.00559282163773964,0.00222944941781437,-0.00425594533528528,-0.000559325600927996,-0.00549706238717189,-0.0050633640689863,-0.0189033817610277,-0.000726513154912743,-0.00406888941846403,-0.0229553058759333,-0.0323967554553319,-0.00022512660360373,-0.00459270655636005,-0.00856313879358292,-0.0175628428520401,-0.0278853886998983,0.00218518979444997,-0.0156223252702581,0.00296657324243583,-0.000194903793597461
"1999-01-01",323.265010351967,0.0527140076650658,0.0247130515015396,0.0629813501812602,0.023243280825088,0.0472066147491614,0.0247695327311721,0.0492957152463258,0.0545301192840732,0.0621635568128664,0.0670404691290515,0.05175119827168,0.0754256892391238,0.0326726061585038,0.0305367058495575,0.0546359136457285,0.0436624503025614,0.071157139713099,0.0546368281532469,0.0418287411167,0.0383882546843566,0.0366467747398387,0.012327866672263,-0.000301174892882342,0.0102226431175844,0.000357567506849803,0.000784647409123539,-2.05375730286279e-05,0.00482348610142118,-0.0034785970980346,0.00646599396056325,0.00314451306346512,-0.00706189411151455,-0.0171730990276025,0.00823903903938275,0.0015141857990525,0.000696210672631302,-0.00783281418938873,-0.0179435856119346,0.00907854322349049,-0.00546655202660659,0.00877617240115609,0.00346874978880924
"1999-04-01",272.866666666667,0.0539250379502204,0.0276645470821148,0.0679726643878601,0.0251765513036771,0.0451306769349308,0.028188991273439,0.045518989175056,0.0426574418638324,0.0571658805603536,0.0593281469056083,0.0556322038468632,0.08743922310706,0.0374525010472422,0.0334139086252931,0.0513873414120512,0.0413911252205738,0.0612096794488068,0.0640262342636956,0.0409362123532475,0.0376010566474392,0.0367815865906351,0.0129419857902329,0.0029303018574278,0.0250079723073781,0.00504507692964903,0.005568532229627,0.00314392201697289,0.011343285379124,-0.00354062764957227,0.0133798007147845,0.01056489652416,0.0024453471360369,-0.0173684450618315,0.0169548955218793,0.00665989726381582,0.00608735246334861,0.00252128449930519,-0.00133870148074578,0.0244398559251786,-0.00600398279011227,0.015506397263693,0.00425898829663174
"1999-07-01",259.506849315069,0.0508951407829526,0.0293786924219117,0.0698614539231368,0.0246573552399792,0.0455546720698671,0.0284094062103128,0.048285517591004,0.0414266335709193,0.0568148142453678,0.0576042214794652,0.0577067244284219,0.071378040069819,0.0369364405324127,0.0342788473382346,0.0525439742792444,0.0453496327537412,0.0671763709628731,0.0586349152318857,0.0414018843783515,0.0408501955240659,0.0408550669660335,0.0190500152495935,0.00490643235127087,0.0276655964797761,0.00678288790789506,0.00713626538549957,0.00475718741137504,0.00907578096892128,0.00348419375137022,0.0164213250880337,0.00998444457240631,0.00174394103738024,-0.0157835046835823,0.0177094690231973,0.00643610976677173,0.00201822248839027,-0.000212443928927954,-0.00178404209003684,0.0275547029276286,0.00422030016580199,0.0174296378313477,0.00709571374340092
"1999-10-01",282.881763527054,0.0580291935232642,0.0285978912033996,0.0665710661555118,0.0249693065052418,0.0476769584830307,0.0286815817924055,0.0448872414363752,0.0390519946773936,0.0579081463302028,0.0649698236580287,0.0546665218540209,0.076548682769868,0.0370896087292824,0.0373561440115206,0.060602640076123,0.0368820596902149,0.0561913481897787,0.0608302975064475,0.037358603051655,0.0375558495951967,0.0435750407610382,0.02544629107554,0.00955464576379439,0.026045714362328,0.0112921068850317,0.0131632446428998,0.00963847009514328,0.0125404578438629,0.00930717564520146,0.0255197104680328,0.0217520826836628,0.0119272326476396,0.00502775941936077,0.0253699855597594,0.0140218338113142,0.0200607807555755,0.00809083400807873,0.0201438513284273,0.0333614254545328,0.0113594011871521,0.0146472036563052,0.0155667395361573
"2000-01-01",274.344064386318,0.0492271459895684,0.0282396500976759,0.0714830993146722,0.0244971696958911,0.0469906870895145,0.0285239443227177,0.045511449366196,0.0590454297915906,0.0545339277566441,0.0635954361485572,0.0587668851078961,0.0756415987336903,0.0347136694810116,0.0410338334597502,0.0565055740714513,0.0424870686150914,0.0452825878016164,0.0595678239032498,0.0395470643209991,0.0351603301010919,0.0396456248311241,0.0163011496495518,0.00807820749459129,0.0276815819563527,0.00773454886657965,0.0108066063594178,0.00711244210415441,0.0127002971021129,-0.00114312056541019,0.0185148668347975,0.0137957381845724,0.0113866183932597,0.00331868738971816,0.0174510463831781,0.0120569187543301,0.00874452865359542,0.00415322585490428,0.00708962632377578,0.0278965768999855,0.0067605473356888,0.013988601821985,0.0130391825932707
"2000-04-01",288.894211576846,0.0544011323196492,0.0278347965549471,0.0681548927028422,0.0249890435841344,0.0544659208068504,0.0281008656318427,0.0395622479263618,0.0460192519166928,0.0556560588199663,0.0688052214337479,0.0523924306758597,0.0790719991409627,0.0331985395013043,0.0360898169624847,0.0582781616018829,0.0353560858548183,0.0563605782188211,0.0626075216516919,0.0385710171963768,0.037532812176276,0.0425516053224868,0.018052243598928,0.00743436786128528,0.0160070445224145,0.00782668861321275,0.00903746001010976,0.00680270480462684,0.0113794366004644,0.00722282286216451,0.0213968845081165,0.0137795879886039,0.00853195676872405,-0.00338821136940141,0.0171426834681859,0.00902096519590359,0.0101325216264859,0.00686183373107067,0.00987581262014931,0.0277551684176103,0.00574088756605852,0.0137223525875148,0.00903560968641992
"2000-07-01",285.382899628253,0.0595286573220021,0.0257553277631988,0.0709611688492033,0.0258917323955697,0.0530191081287498,0.0269196486027547,0.0368528985647945,0.0464268591255314,0.060346777932448,0.0659639123124173,0.0491714057027022,0.0717357771440199,0.0409918027747153,0.0398549330695636,0.0588046242239594,0.0357792353322501,0.0496012106768674,0.065971857180635,0.0366467743266206,0.0363981924297103,0.0433780961422864,0.0227685877366812,0.00861164270253663,0.0292235498766859,0.00851242817944127,0.00905989714446736,0.00797994495133329,0.012681284136596,0.00442345643727956,0.0123627048255727,0.0153635527842721,0.0139349710247775,-0.00396705797382438,0.0225630186897342,0.0124892201956211,0.0108793734426439,0.00741215519305338,0.00865980506039311,0.0241301495941797,0.00495701726896449,0.0119633604314686,0.0111426534477711
"2000-10-01",304.877470355731,0.0587790450349727,0.0274553988372871,0.0650243002073721,0.0262868069346877,0.0513314073230903,0.0288652473500401,0.0389002072042626,0.0510349767513089,0.0640279407209432,0.0696738441011761,0.0586117921461946,0.0811083275501441,0.0390242910277863,0.0354353927294543,0.0551934590320364,0.0346004794225747,0.0474355507233677,0.0554465244937994,0.0364641111764638,0.0377928898903149,0.0375080073427229,0.012236914451143,-0.00154507088103059,-0.0118384950277609,-0.00174409534047551,0.00164160071757128,-0.00199501080578984,0.00120389685568252,-0.00736959249112581,0.00133689165102694,0.00681212556693417,-0.0163347843149252,-0.0110722578962831,-0.000312999033647905,-0.00203262256935991,0.00333797355450464,-0.00605786270940532,-0.00224893019986374,0.0017497943663446,-0.00216093107034046,0.00733315084248298,-0.0007293398142802
"2001-01-01",281.455223880597,0.054252476162594,0.0268180666805138,0.0702000609845854,0.024681464977978,0.0480215444535579,0.0287148210567228,0.0351651598699324,0.0597445503701779,0.0684901565190018,0.0684240105148205,0.0733344321067829,0.0658357911442568,0.0403101881723612,0.0306079601518477,0.057561463167401,0.0356919115364618,0.0442474378597412,0.0553851256595409,0.0356181216072432,0.0360759635357672,0.040819293468712,0.00417469296840077,-0.00703973452547357,-0.0247453909137147,-0.00539835263756288,-0.0113873598882582,-0.00784383583493371,-0.00424595185144684,-0.0266028154628982,-0.0138636084273835,-0.00825628341583381,-0.0405769097018196,-0.0257031277564574,-0.0060794797741395,-0.00925260652808059,-0.0117919079834309,-0.0127772575137313,-0.0136473482377766,-0.00943262951162321,-0.0144575130293837,2.23726248218218e-05,-0.00950650216234591
"2001-04-01",239.523138832998,0.0496911856944256,0.0279050079884371,0.0703996686490743,0.0275305834829667,0.0486281575147273,0.0293586076944566,0.0387696154594534,0.0543840411089332,0.0652622231783777,0.0568528554017992,0.0611619153756085,0.0716168839775728,0.039800748236212,0.0334797882105308,0.0540390109876682,0.0369825457651755,0.0462029394946512,0.0653032891562,0.0427478707209693,0.0394971395390477,0.0403859223637129,-0.00304939270088231,-0.00751116663733591,-0.00581807028422386,-0.00666631235005494,-0.0114872370448094,-0.0086392555797563,-0.00717302771454102,-0.021299263240002,-0.00507801740644969,-0.00752742424865499,-0.0208459328415653,-0.0311590461141214,-0.00374031946840181,-0.00749658501592458,-0.00946016842654961,-0.01365993799943,-0.0152726577111387,-0.0067241206659753,-0.0132521957231997,0.00151737655925282,-0.00994355066023685
