"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.03035642301362,0.109223448517748,0.0326325131346986,0.106651193016197,0.027939121944544,0.102743024062511,0.0327237035852966,0.0390739206835536,0.0279979965887365,0.024103634692563,0.0340877619851909,0.0284942532121622,0.109679500131366,0.0590219030823334,0.0289382084040222,0.0353397908133258,0.0375318327571367,0.0364462846446869,0.028572584148345,0.0354270333785908,0.0330158682033713,0.00475518008606386,0.039448634964476,0.00369332932789127,-0.0108538016154373,0.00307449355258117,0.0062318472534684,-0.00334251954595795,-0.00339728783275035,0.0039064838940709,0.00484095508799072,-0.000875676055373923,0.0022421732315138,0.0583178474156594,0.0166882913339626,0.00365999629890102,-0.000373644878003619,-0.00497736177660107,0.00129673012822765,0.00143007792974154,0.0101625062680699,0.00578713025973339
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0283214715063954,0.124103890119826,0.0365641787209739,0.0781033512049414,0.0254398870698124,0.125525947588686,0.0364030451348302,0.0357679226973312,0.0278182066832126,0.0263925117738192,0.0357917685900493,0.0253822907336061,0.10106024502351,0.0562213260456363,0.0309699174649488,0.0335842533170011,0.0407726167305565,0.0288698875037077,0.0284350749259911,0.0385084022837766,0.0359638048813882,0.00545939003025503,0.0487474735930026,0.00397518439129526,-0.000605371277084069,0.00655127729985973,-0.00896529894459981,-0.00276712802714024,0.000302217350707794,0.0042859953202028,0.00483808275083545,0.00285690290056916,0.00282343020269624,0.037980901094907,0.0213916284900401,0.0018042246740104,0.00416467744099963,-0.00997885880357623,0.00603551633925519,0.00236206204210642,0.0104700857454304,0.00741917349980933
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0313456956136608,0.123456215180057,0.034330486167683,0.0962359112496658,0.027247435214723,0.101267119557066,0.0363317070833142,0.033829007763129,0.028796772364747,0.0278898542506707,0.0353125635943711,0.0292010844906326,0.101677494063375,0.0599754700148365,0.0332220013009612,0.0294556633665085,0.0404104727672739,0.03429876517294,0.0286596967986427,0.0317266186489598,0.0353299653367834,0.0108847971631687,0.052854067737509,-0.00105689547512446,-0.00721794952944299,0.00376264181151332,-0.0261729833706012,-0.000169838356376642,-0.00097895301882046,0.0030049102528609,0.00136735340691004,-0.00130464643264122,-3.45515535574536e-05,0.0364622599827029,-0.00100015326684302,-0.000171441937229499,0.00452324690397029,-0.0073075688443468,0.00451581099870184,-0.00230299755600638,0.00643840888212726,0.00456544141103683
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0301599953581688,0.124569137668181,0.0340909226122255,0.10487764876494,0.0258216431891675,0.105711911926154,0.0381066166296014,0.0390821295054703,0.0266550046925167,0.027303501988299,0.0371614746552219,0.0253391100599538,0.0953559277902018,0.0602838718587252,0.0278490143181876,0.0319313269249419,0.0344297111084086,0.0399833335775939,0.0270551924512129,0.0342560064846383,0.0299765184361897,0.00957277807054476,0.0497552802896281,0.00311498187057944,0.0124532063356851,0.00647222907344574,0.0160123939054364,1.20765933508241e-05,0.00605313909852836,0.00684713081416852,0.00519581804828967,0.00416664536367654,0.004950934655416,0.0292487739006466,0.0129825651810417,0.00398098387229625,0.00814202925668554,-0.000440025501556941,0.00251519984824543,0.00487004271400547,0.00995818280485427,0.00723657126160468
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0331080961629886,0.1194614384218,0.0382958603212829,0.0896886696387362,0.0287838631021537,0.0924787186690943,0.0389121072998868,0.0307606262685468,0.026943251754002,0.0245076558536035,0.0355960773575251,0.0259864267697396,0.105976259588884,0.0629666925888441,0.0323956793105474,0.0317150342127083,0.0419151047168928,0.0360677461685837,0.0294077598317833,0.0401807042432952,0.0348522277191019,0.0088893345318588,0.06602437598113,0.00650186810105967,0.0154055359065763,0.0102393740430839,0.001472601212237,0.00325006805500453,0.00484507051198144,0.00465418183503263,0.00521520072745953,0.00712617289431811,0.00532157857278714,0.0369107388361373,0.00947353937844337,0.00589336787000839,0.00921614708350054,-6.4332115227746e-05,0.00603106514198051,0.00542293594324283,0.015966176029093,0.00533432793252455
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0312712428335638,0.108970672103144,0.0365142229932124,0.0954037194301726,0.0297874173143932,0.110763406025942,0.0413725535903344,0.0371842015195986,0.0284623349160756,0.0252255950626853,0.0366390490864667,0.0281612641706936,0.0934645128237535,0.0567685731734401,0.0305347262519087,0.0325488923183019,0.0364800183755695,0.0343572966644487,0.0294815361208898,0.0378570506345804,0.0387517145908255,0.00183862222863864,0.0553194861736864,0.00183528830089283,-0.0174670587212236,0.00606559166180966,0.00323495969963173,-0.0042291200942965,0.00234056002967057,0.00676329648987377,0.00338108596518699,0.00566264874200911,0.000811598457053023,0.0298923732117428,0.0145780471552699,0.00244252827683697,0.00748109732740288,-0.00756621496099557,-0.00104673128823463,0.000444325007116351,0.00388689364159629,-0.00226658371592188
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0291852076642289,0.115234596114305,0.0331394821284587,0.0884891149175161,0.0299182953347173,0.109958592678405,0.0348998697384155,0.0337894803347104,0.0283580579320192,0.0269749667277376,0.0369442957138618,0.0272064860227008,0.104072311715391,0.0575265364740485,0.0308797722602299,0.0294643346153105,0.0392472292378167,0.0388936211929517,0.0267706903624226,0.0438365451994306,0.0352105136353222,0.0186674471019563,0.0838652046290461,0.0163997580197133,0.0434424811729078,0.0205137681706525,0.049614801062759,0.0216347691042241,0.0141475580329645,0.0168535730188219,0.0173337266327469,0.0233427798176145,0.0158026983121109,0.0736423574629159,0.0423435439675345,0.0136055741470693,0.0181861961207937,0.0137223770055425,0.0201400405029603,0.016871566186803,0.0312059589449822,0.0197643901161285
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0310194285727098,0.123466784002097,0.0393727874820713,0.0865468798892302,0.0271648721242227,0.112526538706692,0.0303279495931708,0.0338968024112897,0.0265947852042724,0.0277488515464349,0.0382801995895817,0.0269525940120334,0.0940660703539105,0.0652631583018599,0.0297768125204064,0.0323534250886061,0.0359850677897841,0.0338546631467661,0.0316023083544516,0.0386169808681824,0.0345830404422273,0.0198713227539691,0.0526514975626494,0.0180372818177896,0.046867928999757,0.014132680832118,0.0519233787701324,0.016558942818574,0.0203501785691482,0.016812331653632,0.0138174235983914,0.0144472149729188,0.0115768433752691,0.0931041203016537,0.0506164690243585,0.0151803566856161,0.0144589246526149,0.0180927956236152,0.0186666490039086,0.0106989447677812,0.0245965347746618,0.0221342766962859
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0347370205465979,0.123100431461962,0.035255419838546,0.0867289849983234,0.02765092034507,0.108734929271358,0.0316927229084229,0.028895351283913,0.028566804329871,0.0246647721202753,0.0373142192983319,0.0267521832055087,0.10974789087729,0.0583251803505473,0.0330741417634233,0.0298092079035276,0.033019458414513,0.0363948290249239,0.0332331458176389,0.0359915996981729,0.0363107865417833,0.0252585893293216,0.0843356464681249,0.0196415886998666,0.0303235451539147,0.0164032161489014,0.042664757880211,0.0164047384004208,0.0149521891510353,0.0170241017092653,0.0158579927197941,0.0225517524733554,0.0161688382832818,0.08155933654296,0.0299284008432794,0.0194873985170529,0.0162552755317656,0.0148394213150482,0.01672784476132,0.0141439954403962,0.0283868417524321,0.0186757123035049
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0310365500907798,0.126014898384512,0.0371495996971615,0.0775993427291381,0.0297885302129904,0.111604780865629,0.0378130499584148,0.0304935575236128,0.0283598205032602,0.0274653418780539,0.0413601267862238,0.0287290536531074,0.0940927175081097,0.064017778226789,0.0354228468779407,0.0311566025380218,0.0370243232047961,0.0333710269734426,0.0294585342942114,0.0362282636942727,0.031813254399532,0.0052231734896881,0.0555824380475907,-0.00286780483755203,-0.00408390905851238,0.00663348965541074,0.0152392291100741,-0.00843590322019999,-9.79120159302295e-05,0.00510526947349202,0.00318902266870211,0.00409152493276538,0.00493850550429717,0.00938527781342465,0.0131414221364053,0.00444168803510986,0.000145418510130971,0.0032609167425527,-0.00042748859371563,0.00284594847407518,0.00510442427353386,0.00152663409016494
