"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent"
"1993-01-01",0.0182104553195067,0.0157159074985796,0.0342409986935946,0.0783562851672419,0.0185680897701916,0.015324855990455,0.0143255887714294,0.0156462427577323,0.0482875104416585,0.0225313339151748,0.0207366551213411,0.0386917221368667,0.0168956330612516,0.0161695140258795,0.0174362070752774,0.0188027576116013,0.0160159483526287,0.0211132073934217,0.0989061618068668,0.0143406624871247,0.0128113652011265,0.0165999380271064,0.021297408644058,0.0399089813904198,0.0173360711729471,0.0150987976351164,0.0370799959049205,0.0855499832606916,0.0193599689080683,0.0149274372137012,0.0142671104790441,0.0229799204107534,0.0187750749842041,0.0338498392009132,0.016388431240074,0.0138999314213496,0.0160470857602723,0.0235069217474094,0.00290602388530193,0.00335438009067139,0.00175757327786573,0.0171615071317328,0.00294118472857442,-0.000223769360456447,0.00159624999946007,0.00198564700400398,0.0228573697391203,-0.000837436630598447,0.000137301677198429,-0.00366243421551136,0.000948568222079748,9.17804477244267e-05,0.001338610547401,0.00312429247780298,0.00314183056497768,0.00762316373600148,0.0484759766429692,0.00246967494157726,0.00158532380525516,0.00141182476267989,0.00662343788965577,0.00576043772424504,0.00109507708693911,0.00354317642989512,0.0145537669033916,-0.00374220252227544,0.0012051113899339,0.00108659205245755,0.00211644880250017,-0.00287091773336806,-0.00160020220434787,-0.0123641002822971,0.0018835452123569,0.00128046836329629,0.00126179026892139,0.00558288452314243
"1993-04-01",0.0173051700862785,0.0145145822860524,0.0274344852428957,0.0804636667386068,0.0187745493047054,0.0145347159496824,0.0160715170631842,0.0186589590096742,0.0568850196639487,0.0308895255997477,0.0186564428186405,0.0327394574659408,0.0168236239861114,0.0172034369764366,0.017378814020354,0.018066897384949,0.014598202724053,0.0178390317523299,0.113807594133553,0.0144809290113585,0.0145541960303735,0.0154968566768096,0.022166275687288,0.0337622374637632,0.0147680029917002,0.0156460263400813,0.0378893262572631,0.0708258416490741,0.0132866298012694,0.0179189317514814,0.0150406174556726,0.0230354890612946,0.017836764005382,0.0363124083869949,0.0186228120329071,0.0127603996962218,0.020276039917331,0.0226745235765897,0.00101269072028573,0.00306351072695124,0.000139568273795445,0.020851277849332,-0.000885573294915629,0.000717264109745197,0.0031711628539931,0.00923500523991496,0.0213962348511738,-0.00308642921734421,0.00257121501542331,-0.00759138449220651,-0.00119393986039925,0.00188428337917382,0.000674492662018921,0.00232081212298382,0.0025104049073933,0.00437583560656586,0.0519011216048533,0.00216272203191261,0.00145965558521532,0.00157279972050583,0.00370746552996828,-0.00549779962861759,0.000764086169754233,0.00134794201426976,0.000393191017080385,-0.0250556499856774,0.00319713303375969,0.000452633496087465,0.000580118610110191,-0.001498264050959,0.000118784670976483,-0.0168050260353928,0.00254355102851006,0.00152483594304265,-0.00645460918370727,0.00307983618393378
"1993-07-01",0.017782483452781,0.0174222143506719,0.0342382928706727,0.0835833660485425,0.0193598370634846,0.0160268354854617,0.0161548794493835,0.0154940744146669,0.0476170364489631,0.0231516010441528,0.0189885185923801,0.0356780698399114,0.017293288781085,0.0161754473033667,0.0180466094847069,0.0213251763508215,0.0155277516593787,0.0224079748889933,0.102897665953715,0.0140235223296118,0.0153387719500635,0.0145617220302119,0.0183634173427591,0.039123979213636,0.0161502317037863,0.0141200733797634,0.0395309286230098,0.0787131907301067,0.0173090789580284,0.016332723097159,0.0160896376057006,0.0210907941614455,0.0220220428658746,0.0311323794168066,0.0147715919640914,0.0137324354778522,0.0175513551267871,0.0208710005401665,0.00274946943599467,0.00216854759737798,0.00149871017015217,0.00403993897712705,0.00122488028502469,0.0018274497181702,0.00337463600957162,0.00265375792580701,0.0224691199763374,-0.00163209541929303,0.00306128383304286,0.00110051875313578,0.000944399415135444,0.00302798044489186,0.00291332716484772,0.00263181368497852,0.00305794718110663,0.00961131941044806,0.0648845405934395,0.00240743781484891,0.0032623739786097,0.00224025365693642,0.00250882354881433,0.00621203780775664,0.00219818698719127,0.00235593317508872,0.0105378823888388,0.00466264574538043,0.00470144452542833,0.000450972510817957,0.00126665853283699,0.00286135958329139,0.00360315113781334,-0.00597963217350217,0.00241723094779551,0.0024627507274721,0.00029081583870489,0.00232733162448084
"1993-10-01",0.0189351422218658,0.0132639044530291,0.0383730981838331,0.0650071993394909,0.0207714923398626,0.0154889948541167,0.0159636918342095,0.0172438246886505,0.0502061184486606,0.0256271556020362,0.0170700134734032,0.0328414470421956,0.0165985461114501,0.0154210076427395,0.0190631727463544,0.0203888346084477,0.0169849473177984,0.0233147965781094,0.0997508408376503,0.0143529774655232,0.0135480050556787,0.0147466277660396,0.0208546975531567,0.0436875107217913,0.014935702826598,0.0150715430851652,0.0419132709204362,0.0864821021915226,0.0162125542612292,0.016534734836961,0.0144965401393952,0.0199449600983325,0.0187952699287574,0.0343251356078967,0.0158464690505603,0.0159839421890669,0.0182782531932068,0.0216754747847789,0.0108399936780124,0.00801600697265529,0.0162886399332466,0.0259969562309232,0.0091953792836073,0.00618135828800206,0.00738061850062632,0.0114652275847436,0.0586401959574218,0.0129025129939826,0.0105494727640508,0.0155467289823112,0.00858394677289127,0.00949951831011592,0.00947477240377735,0.00908872842877336,0.0115299621010327,0.0184915679472782,0.0629665124812696,0.00702389592502568,0.00800599256702596,0.00740355254465076,0.0155105948696042,0.0321384372246509,0.00772654074594398,0.00953598992963143,0.0372829388343782,0.0370014152641233,0.00927745698459998,0.00918724333465654,0.00718999942001076,0.00981721624158487,0.0103265236854319,0.00863078094277758,0.00732666183253643,0.00876705055898646,0.00880665191567511,0.0132909839900308
"1994-01-01",0.0175475347430862,0.0157709827006353,0.0302244997059545,0.0752111324061132,0.0205858319853081,0.0159430123485995,0.0156403462083317,0.0180812835122141,0.0496211426717057,0.0243334722141412,0.0182573944912651,0.0328252745037982,0.0169572581133087,0.0170905376508694,0.0183687524980289,0.018025942111443,0.0156556348844679,0.0207642694498276,0.110654328133884,0.0154056410142275,0.0167327920213015,0.0159286351419199,0.0182375312822641,0.0429171126202881,0.0169888874002728,0.014224459138543,0.0412809221702233,0.0810177626719003,0.0154439002000267,0.0160429760804733,0.0163718572194523,0.0148006572370317,0.0191031188987904,0.0312655641991567,0.0167520480595608,0.0143518065883106,0.020485770939161,0.0210899267841139,0.00597602192434271,0.00554826421013536,0.00508417880603951,0.0132575993574617,0.00777759408698632,0.00510566176038346,0.00637353126826095,0.00938461622650716,0.0322175338645292,0.00581905197493448,0.00379705447844086,0.00564889815674396,0.00513564442283931,0.00465360562770058,0.00649488181977927,0.00554741535315996,0.00723721464844162,0.0110665168448473,0.0757996800256235,0.00489564453722062,0.00636864473195905,0.00444858024491169,0.00619267873536748,0.0126992491811052,0.00483647666789545,0.00471927765054212,0.015459628093245,0.020192194897868,0.00539906108037332,0.00563111944464796,0.0056008467863306,0.00575959278148346,0.000185104522977305,0.00153167520668305,0.00779701386383531,0.00501200660139775,0.00883374503919603,0.00427157388761642
"1994-04-01",0.0190013370128073,0.0142951427609983,0.0312408862288289,0.0813353537991705,0.0199970656421332,0.0125790044169242,0.0171470991236489,0.0164308388919683,0.0556326497033785,0.0212929615413469,0.0171872824302498,0.0312524758111981,0.0148740088430281,0.0160918654399187,0.0216080461796348,0.0201213435345981,0.015428858074516,0.0181642100410371,0.10038335364481,0.0142815273966759,0.0139750894095867,0.0155302530628356,0.0217937323058561,0.0457685676456899,0.0154990864012604,0.0155825224208772,0.0410288579065447,0.0758042969433014,0.0194405969761893,0.0176988266061036,0.0133076516425093,0.0147984335179895,0.0196867066480698,0.034017334197713,0.0187989813054747,0.0155194028609391,0.0179364202698551,0.0254679293623331,0.000387283529369573,0.00306190386521046,0.00265987105651833,-0.00148387207242129,0.00129577722030062,0.00223274212696097,0.00297280923598298,0.00579794031144669,0.0036174219302269,0.00268026141377499,0.00246501536462357,0.00502899306575796,0.00130418732752929,0.00218883732942986,0.000614411989664447,0.00161925901878161,0.00369939907151085,0.004499660576485,0.0507127607794317,0.00276705283802119,0.00134486228610363,0.00318756526350418,0.00184180176916094,0.0110058120290857,0.00126948741497217,0.00247314916387615,0.00743449421062366,0.00710937640925234,0.00403918527129165,0.00395884444188681,0.00179963235525358,0.00276394093223773,0.00354125515413619,-0.00460029835526847,0.003855559632405,0.00374595606489152,0.00248165198745188,-0.00456101219219904
"1994-07-01",0.0155066373595194,0.0153783192263415,0.0318010392978843,0.0833905211849865,0.0190026777545223,0.0148400918387255,0.0148751505637596,0.0158093861907381,0.0523419014220615,0.0225300819683781,0.0179149493064077,0.0333086673333663,0.0163386261406451,0.0146746555925788,0.0175803905780165,0.0196715914781811,0.0155632795856664,0.0198762462210482,0.106952863901123,0.0151303279889076,0.0148226315495489,0.0152133826636555,0.0197187152404714,0.046018274660771,0.0155463853610235,0.01459035946449,0.0404496451637848,0.0805164693443051,0.0193731631855373,0.0156529864552781,0.0159731613969255,0.0153136535637936,0.0182530828906348,0.0338534554426481,0.0168945370470858,0.0151553509732846,0.0185014799088539,0.0216658607550503,0.00316663972609546,0.00374166543805486,0.00412139056645974,0.0240900175264874,0.000957394753968039,0.00439501185594628,0.00324747457160236,0.00528531962722131,0.0340735197906626,0.00115563482218855,0.00333137282189103,-0.00338455366505726,0.00124059354879495,0.00270732982972664,0.00232243479677178,0.00298899801672662,0.00426179384595556,0.00522462664142515,0.0585873802374885,0.00156709932384033,0.00377510335875507,0.00423513011734168,0.00495109454467986,0.00411373822353254,0.00295274666645989,0.00275374796346666,0.0135749612937146,-0.00557136099111183,0.00336237750915255,0.00508059171346203,0.00392243076090067,0.00278772017927464,0.00165249125128527,0.00238350779509176,0.00402344962165683,0.00382633063982474,0.0013425581319729,0.0026864726716404
"1994-10-01",0.0174652804289326,0.0155240436157853,0.032448826052513,0.072528176221532,0.0168225353262997,0.0135951867911848,0.0149046415643682,0.0162008274482837,0.055238086839774,0.0287132996046521,0.0183172182936295,0.0290479565246415,0.0170246572663963,0.0160306292632843,0.0168673025436323,0.0187592968062036,0.0193366252933642,0.0205713560758935,0.110282740330647,0.0145912195637051,0.0141495141010975,0.0146790805402134,0.0222771717966646,0.0495364362609969,0.0168567380973112,0.0152726355304467,0.035489933244252,0.081041296677547,0.017131294423462,0.0167632671729933,0.0145053168482104,0.0148984234488532,0.0173550447493284,0.0320474868563468,0.017869483786939,0.0150919113088449,0.0174087302944608,0.0233563290073094,0.0104818586750275,0.00924456807141096,0.00864899877529373,0.0367168638793419,0.00904279481879689,0.0072617440091979,0.00689465632764555,0.00859993243310161,0.0532833683070547,0.00597158686612439,0.00814643019519492,0.00599904010406266,0.00840822843702745,0.00765257411933192,0.00733512769828093,0.00995408132436275,0.0125975729260261,0.0179560865524834,0.0596542711692272,0.0073572176988124,0.00674067637911399,0.00800283984959564,0.0160831979734131,0.0278417819591909,0.00734112630054363,0.00801083373262387,0.0219219720593512,0.0314215698231102,0.00741716815860738,0.00940915581378779,0.00676359427139577,0.00748425235280401,0.00540008049223751,0.0193390257000247,0.00924535402243325,0.00784243470663208,0.00758100920509157,0.0128868630871801
"1995-01-01",0.0157334854875346,0.0153711524004381,0.0324108131780574,0.0757691533195168,0.0221359078858647,0.0146665334164587,0.0140825829701417,0.014008876809702,0.0538016621116797,0.0231790727956997,0.0181105823822667,0.0359008990774928,0.0147391053336256,0.0154084142346082,0.0181884242748157,0.0210482866609172,0.0154105611171555,0.0243087288909263,0.100794919511236,0.0150523181209138,0.0140636464123084,0.0155075470885643,0.0180614431153938,0.0463783557416593,0.0162923322918927,0.014304949861059,0.0341312192016502,0.0818751754706313,0.0180526833835912,0.0182690216653743,0.0153077063000936,0.0185509347299873,0.0168834586725011,0.0389556218088626,0.0209617160743845,0.0139054142740108,0.0175269397050559,0.0208503542239288,0.0037197642307349,0.00394764199886982,0.00390981189665067,0.0184441220141109,0.000368720894395878,0.00320500818551875,0.0018010683317635,0.00278720913636402,0.0601517663707435,-0.00460542995449066,0.000184828757472537,-0.00361053353231085,0.000208018072573707,0.00296412270064873,0.00398088910039661,0.00631090646290551,0.00440219869317219,0.00286541463650027,0.0377054991001887,0.00231085357022392,0.00141891660669057,0.00250848754513309,0.0029454095409155,-0.00048501751634057,0.00212081134493016,0.00252089362826665,0.0122053864057473,-0.0171976379256313,0.00211896759642404,0.00183971586501411,0.00279159409012123,0.00178912181006707,0.00195437421933475,-0.0195657014222876,-0.00103558493058977,0.00199196221206625,0.00215915472468624,0.00914535261773123
"1995-04-01",0.0141580031780716,0.0175315240503377,0.0325418821807465,0.0763763675710328,0.0243798819058699,0.015634831575228,0.0169721529044253,0.0158421502063182,0.0511351567128808,0.0248906816778361,0.0198596081796378,0.0242715408473085,0.0146533360822858,0.0136332980129033,0.019352130863418,0.0163620330601804,0.0146002767126715,0.0233447256794845,0.0952729677249264,0.0132090834520407,0.0141407789310913,0.0134597420570853,0.0236234091168471,0.0473444410654909,0.0157036032922477,0.0150170162920208,0.0385644261412831,0.0892360191219431,0.0185896683459892,0.0188666929983737,0.0162052333449647,0.0201685602439641,0.019446050838964,0.0366178134648496,0.0175644741738541,0.0143901885834839,0.0184416939092517,0.0185985555006919,0.0031214019215898,0.00069968410894513,0.00509967405215257,0.00117226352371447,-0.00254693025061306,0.000856803898669278,-0.000190463944477,0.00268655249621379,0.0167644373771036,-0.00420162419325559,0.00228530085562575,-0.00195151431455717,0.00179846923193628,0.00106419351571736,0.00113690344125304,-0.000809928680187521,0.00388694103162987,0.00353768775153573,0.0437217669037593,0.0016218790934341,0.00139016486633863,0.00127373770975959,0.00398672838146012,0.0050944769083284,0.00191837837966046,0.00312788957942125,0.00963461687184474,-0.0257471406797444,0.00277529461299445,-0.00171943682315716,0.00158380083371082,0.00140249321417388,0.0016246170276336,-0.0192293645045359,0.00358258963891761,-0.000306470735160351,0.00151842328076033,-0.00359615722882854
