"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent"
"1993-01-01",291.628834355828,0.0324240767694398,0.0184289227480809,0.0161735347957288,0.0434240880665728,0.0321011430497172,0.053767525827393,0.0349040758230634,0.0319940687757084,0.0228205260491334,0.02030157370361,0.0450923888007571,0.0247601184532025,0.04504183898631,0.0186893780621911,0.0370389771611222,0.0440168189844679,0.030849519296387,0.024462507183702,0.0204093812506592,0.0440142340683633,0.0164543264174837,0.065227046409322,0.0171674801992729,0.0262748907919793,0.0358499711339865,0.0385992895558154,0.0278460516423572,0.0397939629466854,0.0384718696660269,0.0264659068288214,0.0271345065526395,0.00459722287640814,0.00304860182636271,0.00338705742126058,0.0174449369508855,-0.00193491127156292,-0.00271280719373911,0.000809809371712652,-0.00439331706277192,0.0077399408593894,0.00504185980815494,0.0172188397641915,0.00541731481863431,0.015928779007425,0.00340406217562893,0.0103622388220667,-3.68931136021215e-06,-0.00639229547422135,0.00270426818107856,0.0103783651708474,0.00611501303170497,0.00315896932558301,-0.0115565738675895,0.00372191981969173,0.00136128885304149,-0.004520434702863,-0.00122500399358804,0.00980090914291398,-0.00786878019980048,0.0069072772172515,0.00535919595176986,0.00485893116794734
"1993-04-01",284.365296803653,0.0317431529845748,0.0156623718642595,0.0161868327118492,0.051137970842531,0.028366196149074,0.0544545104193103,0.0372595755244048,0.0318041832368342,0.0242216155396457,0.0247230980750458,0.0501852104754886,0.032012687280662,0.0405164837121553,0.0177607870725308,0.0320060636160062,0.0377334155909708,0.0302793542169431,0.024685715573972,0.0199474853598213,0.0430606396358013,0.0160467521349675,0.0471486033450008,0.0166529579820507,0.0256020920446574,0.0348631599328662,0.0470688072667921,0.0298101004303671,0.0409787991224935,0.0404146428409483,0.0302296670463637,0.0274370679716119,0.00392529268933691,0.00273026646482804,-0.000633381143777369,0.0053767498818928,0.000858093471393978,-0.00736396067054331,-0.00130633535560898,-0.000789760225123865,0.00659965773651038,0.00466743028610675,0.0207880833394705,0.00412740064701159,0.00708991976146908,-0.000745859642525085,-0.000323177928189462,-0.00174397364734309,-0.00432832326438908,0.00289652473800773,0.00496674358371105,-0.00232476329793074,0.00153090528875577,-0.00959663276319121,-0.000974540943969821,0.00158088679519385,2.33002477250194e-05,-0.0190417526001441,0.00653558496333082,-0.0112842563482462,-0.00306207968962822,0.00475017648472448,-0.000488901200876316
"1993-07-01",287.547134935305,0.0298442193225297,0.0167940584435565,0.0165277340305819,0.0449533153644012,0.0310074074115067,0.0466845851389548,0.0332590418330868,0.032111198755938,0.0251178374272123,0.0210703500671752,0.0440125849461615,0.0304565097533091,0.0414868701116301,0.0192741861873825,0.0345094694696559,0.0404461531855479,0.0290923413509216,0.0271022555298732,0.0208518372304594,0.0452824109382076,0.0166178955242843,0.0625710950361748,0.0166680974773894,0.0226265538046792,0.0440465781446103,0.0440721062812081,0.0283450630958113,0.0329933689091862,0.0455208976933479,0.0283507938975155,0.0283031836377012,0.00600774803177015,0.00354651977698543,0.00233867999463356,0.0114101420093326,0.0018362906106867,0.000127326660492834,0.00151293758662419,0.0037553481481566,0.00934297251935626,0.00445390945739659,0.0176051624357306,0.00367812091732403,0.0124497552832521,0.00167981822349603,0.00808321351475092,0.00399488894389099,0.000515962046715993,0.00320388636992554,0.00641388314333166,0.00485967163313203,0.00330583747928116,-0.0068652381854928,0.00192751487971548,0.00207810994520964,0.00293417147298313,-0.0037475597976094,0.00980245318409437,-0.00143392553909225,0.0101567784775361,0.00323090561861243,0.00147789698752078
"1993-10-01",305.452574525745,0.0348685721375094,0.0169489586606371,0.0164665645433643,0.0498668375805676,0.0292058445040064,0.0453888738459101,0.0390158681227897,0.0276611483779716,0.0275202338694477,0.0207785438853352,0.0366217418439086,0.0256939836063179,0.0421954231809534,0.0170793439721022,0.0416043802704405,0.0414884914834348,0.025759572107322,0.0369312210467608,0.0208911962609984,0.0447948809453253,0.0171146465903736,0.0620567548482919,0.0165381876508284,0.0226760243605591,0.0453565360899858,0.0423815762444904,0.0264828712493743,0.0278985669802504,0.0401625548965559,0.0304845518184957,0.0280660490256915,0.00724640488082678,0.00718559219433038,0.00365611351076479,0.0204013789171732,0.00546891065033631,0.00418922722376962,0.00282686940277403,0.00596768543440947,0.0117422070135623,0.00867949118204215,0.0173712022862803,0.00767996047320598,0.0225852724538645,0.0046093802448472,0.0173022834088266,0.00531952058300452,0.00366131091712051,0.00952282772463939,0.0144493267866903,0.0104668153670353,0.00516070646767807,-0.0036089935159879,0.00535546932486001,0.00515382953184872,0.00765409476981334,0.00392047962082517,0.00821416474659356,-0.000133282858380445,0.0151207511565037,0.00654801802307831,0.00273222071781228
"1994-01-01",279.795731707317,0.0320889016443081,0.0158729778413243,0.0153644481228289,0.0511932461149519,0.0311300862045899,0.0501322854989701,0.029943540961382,0.0506096781750692,0.0265075982473921,0.0225793276708708,0.0395079261620914,0.0282248247995381,0.043445120278055,0.0180092279238649,0.033494407254512,0.0402498464353238,0.0220662772798206,0.0257522690318761,0.0211071159813751,0.0438615179930396,0.0159837382331881,0.0613200603357192,0.0168728442097808,0.023019693293215,0.0352656872198299,0.0382867413827005,0.034361915878848,0.0345058962606604,0.042213945970578,0.0297255643184832,0.0273032892758131,0.0121696254312664,0.00686946804985407,0.00306622899273867,0.0168708687898097,0.00161614122621788,0.000776107738119124,0.00205888691704232,0.00744635991898623,0.0132531010647744,0.00860678361058577,0.0168349629501208,0.00632325102287136,0.0205255089227315,0.00381502729562673,0.00961452480370264,0.00394757319216999,0.00231331073140921,0.00536329742794445,0.010161694737677,0.00665585625840825,0.00407514242050431,-0.00692541663871798,0.00476909915154973,0.00451296358734776,0.00392053500175643,0.00177784273871289,0.00996704673255598,-0.00622394707921176,0.00892911686484187,0.00674452476126577,-0.000710770102454182
"1994-04-01",298.204188481675,0.0430329845281489,0.0167547483358401,0.0156847711018674,0.0509310663791839,0.0266534970131864,0.0366606996744578,0.0329235156248001,0.0541452093150858,0.0259946004355496,0.0245454794844965,0.0477460979936137,0.0350865767572343,0.0441755774636727,0.0184291722573004,0.0360622673218362,0.0401643516976932,0.0231667678072929,0.0249687736639947,0.0212303450542853,0.0408998455544603,0.0169527098749378,0.0453810910444185,0.0163345424191805,0.0237091136365944,0.0425035883242293,0.0367646282001177,0.0396192269421388,0.0230275996712743,0.0484831384571141,0.0266521067675224,0.021315907198472,0.0167318173107057,0.00512404254572553,0.00354812514680292,0.0162408830414023,0.00381387265326706,0.00402802817104852,0.0075043260422162,0.0108759609238971,0.0145627337382615,0.00860047892365443,0.0204690206833945,0.00774096642561045,0.024792695169347,0.00568859114243172,0.0169770621894819,0.00685471985731966,0.00627329151515871,0.00619404923817202,0.0090942991895894,0.0117700078226255,0.00481432955715704,-0.0108110330141384,0.00606942721284591,0.0042365301787935,0.0148595709238413,0.00127096180802304,0.0100837267014705,0.00278712448087397,0.0171859507847076,0.00740644861676419,0.00292831082330073
"1994-07-01",283.186893203883,0.0325614227201194,0.0170240272051068,0.0170263522758021,0.0537196750649298,0.0285536706646896,0.0435401728951416,0.0298171783739042,0.0498826977858082,0.0243640512636371,0.0252220805908695,0.0453627416696103,0.0283041330235115,0.0463062060540976,0.0183301947563967,0.0343368230147219,0.0375165865684276,0.026139185380082,0.0278598969705428,0.0220641084662786,0.0438739123229426,0.0161306268104114,0.0526110487989857,0.0169171683770861,0.0213403986339117,0.0410889360528667,0.0373910493915653,0.0372886483364239,0.0304428819787827,0.0424002597455115,0.0283761890605554,0.0242076757472798,0.00466827604704622,0.00705952223182036,0.00453571514245876,0.0192314497936817,0.00620276099413083,0.00630573534218684,0.0046546907540885,0.013013087240225,0.012112416798303,0.00936622854273844,0.0194456889198105,0.00568478723241645,0.0208569245555113,0.00449337480399562,0.0113044788573558,0.00573781071344064,0.00548703240428827,0.00856840735527142,0.00802255840632642,0.00890192952494531,0.00503029560461665,0.00109992895989049,0.00514941156353432,0.00522463139743405,0.00982508516637255,0.00027116853547287,0.00632139645749893,-0.000476436134814943,0.0167220290211623,0.00710047819490104,0.003991547082185
"1994-10-01",279.700748129676,0.0395203574665585,0.0158272089687409,0.0158924195978415,0.0530160071754608,0.0286500879317222,0.0466192808188984,0.0285704965058318,0.0390756223884108,0.0254782127213518,0.0228247247018456,0.0485521973346951,0.0259019032341388,0.0415631997177587,0.0186561995155699,0.0340353594061618,0.0392346561318961,0.020546156673066,0.0327196587180552,0.0221856569732243,0.0415941088485821,0.0169824073760212,0.0491865094391758,0.0170660408446318,0.025292975523109,0.0402289711574587,0.0408396519095779,0.0422147574602848,0.0333357081853256,0.0444813248115436,0.0284293500722566,0.0214787883908049,0.00444713800812961,0.00411943262574489,0.00329410463012817,0.0166628882738137,0.00076503585804977,0.00394598148418639,-0.00191137110211249,0.00601323790156411,0.00733441361888646,0.0059280057509561,0.0175509132821305,0.00594018757240949,0.0190006318295811,0.00245258835058613,0.0101930387755927,0.00128478760098234,0.00253714765704809,0.00940206524302455,0.00803131056474441,0.00718138288570228,0.00307814072708408,0.00286422550954817,0.00259564738544592,0.00240403797356738,0.00395697030220487,-0.00737625069929209,0.0010626596340057,-0.00876275810905176,0.00779554027654827,0.00239254050341932,0.00130666499482729
"1995-01-01",292.047619047619,0.0409753427303548,0.0177691470074638,0.0154582863706394,0.0517844901555295,0.0329062904571115,0.0402892677466853,0.0329193040618254,0.0406602538256507,0.0258741119611101,0.0188594984255781,0.0456232595490519,0.0217322558327237,0.0467223476873258,0.0167386997898245,0.0363869027515359,0.0419487245667363,0.0237843159126052,0.0222787389110816,0.0206062126090677,0.0440835971478206,0.0173652241802451,0.0450157017348734,0.0173232769592734,0.0306284758760513,0.048035186499719,0.0412482459338009,0.037391670909313,0.0342524827063055,0.0392122182500723,0.0245622143931042,0.0275642550575203,0.00515123347241819,0.00280298874414319,0.000685916164042275,0.0162422434543216,-0.00526480981754377,-0.00153019852771326,-0.00450356422035732,0.00727942194436278,0.00373547132590508,0.00321367346056667,0.0143540131117905,-0.000924428258038319,0.00772606918641081,-0.000357981322064333,0.00337896800279823,-0.00629775040212927,0.000780400321395822,0.00238159825326998,0.00501488509608667,-0.000502772911248817,0.00162211130130944,-0.0101625996187709,7.36809608202433e-05,-0.00663704177215431,-0.00713331110567324,-0.00889571943856472,-0.0037473342398998,-0.00610326078500048,0.00658044684125814,0.000962601148393222,-0.00297818838530123
"1995-04-01",299.375,0.0349559717404959,0.0187852779871238,0.015714772187113,0.056641281119736,0.029938569155363,0.0425420003478391,0.0314805664714075,0.0360766008436287,0.0358222048638518,0.017729418124822,0.0436348541126532,0.0213578778317781,0.0479989706115474,0.0177953366023956,0.0422877620593482,0.0389376283200432,0.0286988826963396,0.0249315481565861,0.0235036377067921,0.0423169901481917,0.0157397017398307,0.0413008299280904,0.0162579526355066,0.0231490975665809,0.0510970109205536,0.0419217533314037,0.0329955222548956,0.0407372033091737,0.0394135760558195,0.0246449095905037,0.0215922915805858,0.00215510909375386,0.00252187392566399,-0.000319412295690632,0.00439147274181619,-0.00341714298083234,-0.0138371061058082,-0.00775959682874975,-0.0018954742105491,0.0137022674955093,0.000405329911404455,0.00764475909520704,-0.00292067715328664,0.0140710197226133,-0.00151404011868326,0.00102645670846637,-0.00221322343181627,-0.00168419587703012,-0.00235453577310518,0.00255152408499418,0.00122220798826226,-0.000154683642995855,-0.0199908881423298,-0.00116637397775022,-0.00222573435120546,-0.00735512131923676,-0.0117292094434279,-0.000651665176961767,-0.0105865785797687,0.00595507402664079,0.00141284498892148,-0.00154836674750108
