"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent"
"1993-01-01",291.628834355828,0.0363317911791485,0.0348336808119075,0.0470313894450623,0.0367605608500152,0.0171020385835217,0.0416217965607599,0.0229135986782403,0.0298361545053647,0.0186307323559342,0.0459615536345849,0.0480747151259548,0.0214403988228761,0.0387471728327947,0.0355488022608163,0.034348527754048,0.0656695989053831,0.0212013688465138,0.0492837738984404,0.0192463358272483,0.038592695516927,0.0332995820393466,0.0226404092883094,0.0276965684563221,0.0478753001404097,0.0458356859636592,0.05783329158243,0.0321505468402848,0.0294919292936966,0.00619673686703692,-0.00548305040851862,0.016703856551757,-0.00386110068326904,0.00361535840770097,-0.00172815425687522,0.00575916155521659,0.00322693027686605,0.00302035224576878,-0.00920105235281516,0.0197358522233903,0.00632054564758961,0.00836788785435618,0.00110616316476025,0.00482365307195838,-0.00921700402081891,0.0107949205421451,0.00787889878569156,0.0038495503815467,0.00936705096757595,-0.00684878584756411,0.00297820281532812,0.00367955913255198,0.017200682884438,-0.00303941188382685,-0.00278009359128436,0.0102942500624741,0.00539802809327335
"1993-04-01",284.365296803653,0.0371667375866991,0.0347333080998697,0.0561717858547195,0.0374041560892793,0.0159696624955227,0.0513239918479334,0.0285775449388696,0.0278458157287034,0.0193456739830373,0.0483591098101808,0.0423396975365282,0.020670248242511,0.0412477875937321,0.034327507418598,0.0414130213449817,0.0502273791272808,0.020999634084053,0.0447367984546929,0.018156614872843,0.034158979394435,0.0327238501363515,0.0202054044246664,0.027864127420654,0.0533452763792212,0.0382013829977575,0.0565266344980311,0.035653526326193,0.0303043433126547,0.001497020161378,0.000574962440969671,0.00594760502619739,0.00085411013929312,3.27769142363839e-05,-0.0180513880208247,0.00647783220459747,0.00263490950526268,-0.000858347560910101,-0.0122905810118907,0.00898206813959062,0.00519095515796736,-0.000867175075079878,0.00334482340405837,0.00367252281397805,-0.0117551201238786,0.00256514130919629,-0.000422743360858632,0.000418880006990872,0.00161368277378996,-0.00381567707368158,-0.00022583713980097,0.00250084813858438,0.0217867424623775,-0.00181823687879395,-0.00969022202227792,0.00685233433703694,-0.000712569009525993
"1993-07-01",287.547134935305,0.034267018766663,0.0338102609505567,0.0501499190444353,0.046183486774132,0.0161718869475263,0.0497195439053617,0.0254576189951124,0.025584840537098,0.0204089499478565,0.038131497611994,0.0427748418038259,0.0218119116754629,0.0489736007209854,0.0363122323601259,0.0353083616577611,0.0668661426909835,0.0223548182286587,0.0481766548142711,0.0184185105280663,0.0371552364201906,0.0315045886877269,0.0208301650225832,0.030819194306842,0.04505133154254,0.0424374209435308,0.0491882382717492,0.0311537018341511,0.0309780250098095,0.00651859555945321,0.00326428966545205,0.0130562915316831,0.00365216483286318,0.00223847592290467,-0.00242589454625888,0.00522783757572668,0.00495144259649044,0.00257876311556239,-0.00203426322709533,0.0133762618787742,0.0049151226119677,0.0132170884089531,0.00465743645655949,0.00292985033639046,-0.00653911335259972,0.00724045518801204,0.00646532318750578,0.00249372836495098,0.00809204234524598,0.000453708723501996,0.00194476176664249,0.00374786288969424,0.0177453041123176,0.00284837344592594,-0.00148710850911871,0.00913081802454665,0.00142356292369168
"1993-10-01",305.452574525745,0.0404472245073914,0.0321748177734841,0.0528657424648301,0.0487068546348958,0.0162642646635358,0.046307040308307,0.0228922357307738,0.0247914703908131,0.0186056366601184,0.0318464252039647,0.0444541048706777,0.0202151793890352,0.0451363721702914,0.0374778574531903,0.0415218234875566,0.0642365061055081,0.0228146526690863,0.0466926776121311,0.0172951455841474,0.0427482162782885,0.0279339272230983,0.0204349905065073,0.0373572661297583,0.0406406947821826,0.0450200969525349,0.0503160301170532,0.030139198823224,0.0306635475076147,0.0093394537499807,0.00677998953214331,0.0207407784556113,0.00967439534283178,0.00464283791071374,0.0045142848175358,0.00907032692541357,0.00658704237043059,0.00424924738405822,0.000321848572807393,0.023705097563153,0.00922853543282958,0.0166293986554389,0.0100606727507939,0.00592705837300702,-0.00254926736415845,0.0143964532471385,0.0107921185656632,0.00591232502918241,0.0163354136588884,0.00394636212446043,0.00670779723507783,0.00995257610318371,0.0182522125536507,0.00473535933963497,0.00457955379340511,0.00903229901840881,0.00288506749886404
"1994-01-01",279.795731707317,0.0390851947070945,0.05165572704426,0.0557446255904159,0.0356834372253231,0.0161015402849349,0.044253563351392,0.026418243837986,0.0253757215411762,0.0200247915400196,0.0393390888933497,0.0448851962323645,0.019278475540351,0.0462346616478702,0.0367423844236019,0.0340404185966847,0.062765197621575,0.0219885465040608,0.0477218684493111,0.0185116064022534,0.0352058376000241,0.0247740476239889,0.0206753580120412,0.0309378759474954,0.04224277891962,0.0415201786733012,0.0522381152574575,0.0367317988031664,0.0298237197288807,0.0138829670369803,0.0080618179642478,0.0174472896995549,0.00445038779871644,0.0037534923975165,0.00136055169449746,0.00934713547738415,0.00540152086815249,0.00399637668038125,-0.0063221099223739,0.023369308491252,0.00819648521071079,0.0138759302374401,0.00528603032714676,0.0056892600414528,-0.00649539819975611,0.0100749477250532,0.00702814439734379,0.0054941768060588,0.00856177688582226,0.00235408368019252,0.00404479021007814,0.00605110495762595,0.0174445390086501,0.00367649810291368,0.00311767484565136,0.0099870917350541,-1.11576375403957e-05
"1994-04-01",298.204188481675,0.0470846490123488,0.0557951694547425,0.0578518313971385,0.0410810416442626,0.0155190538810567,0.043587760939716,0.0315959960826183,0.0262647533183127,0.0183962541167251,0.0280249759928805,0.0468641551457873,0.0219222769710782,0.0502986848531773,0.0370768770663556,0.0337882370768206,0.049871645058148,0.0205868813205668,0.0419494323768813,0.0189062157522671,0.0406237129148286,0.0257565098298879,0.0210773613430822,0.0297620442099412,0.0477754209865069,0.0415557449465921,0.0401752801275111,0.0437103380234588,0.0230976961573074,0.0156054057159407,0.0109722585595585,0.0182155474945552,0.0142669088589348,0.00521586344188518,0.00209493236134954,0.0107005858516906,0.0100506823775023,0.00507031666477298,0.00246297824608677,0.0280106242371108,0.00855152747766958,0.0181867354094715,0.00996433651116919,0.00893275089467564,-0.00801990313724886,0.00855755634110269,0.0105045836381692,0.00584223310060373,0.0163023406241781,0.00744245005186828,0.00548839541051703,0.0088494704997528,0.0181717083880583,0.00730524880885225,0.00436862770687831,0.0110925917153299,0.00350956255331648
"1994-07-01",283.186893203883,0.0364291696974178,0.0536178820547894,0.0574969332596737,0.0433287298379752,0.0166865452789763,0.0409462620307445,0.0278579964989669,0.0243434012706631,0.0201737497827777,0.0358141938339375,0.0480441564254182,0.0196058915146248,0.0445918191027151,0.0364769228856499,0.0338815347080724,0.0562320839223442,0.0232551712798995,0.0453043585392556,0.0190240905923332,0.039633713638506,0.0281431524723575,0.0220407920675073,0.0280912209074417,0.0474824741711671,0.0396239453656392,0.0458712148584325,0.0394700262362495,0.0265325677664642,0.00528335415563931,0.0146614551475726,0.0200464165093341,0.0107870371228092,0.00524825751306478,0.00237252442521302,0.00838070335899404,0.00862038782127059,0.00537969343295168,-0.000229564575355336,0.0207796692375775,0.00730261275022463,0.0192191489688694,0.0107394789556595,0.00582371816790686,0.0016992273977556,0.0091103412069894,0.0102464247893439,0.00605503587998327,0.012656060185142,0.00508510865517882,0.00517225778226063,0.00769586615287821,0.0211372595244303,0.00498789661873625,0.00718342005497175,0.00560620297715143,0.00486241729174108
"1994-10-01",279.700748129676,0.0444277747762652,0.0414741978629965,0.0561540263474461,0.0438057043272437,0.0167403835895277,0.0457385392493209,0.0263808129204348,0.0254781241146511,0.0194191131149013,0.0382714486438573,0.0440826669116218,0.0196428151282409,0.0490033919889755,0.0349502543622513,0.0331817256393195,0.0517876963852056,0.0220852954239722,0.044547358139613,0.0187025300170831,0.0353104114780658,0.0241453952712049,0.0208416118163331,0.0328414760106564,0.0518278790910368,0.0411795874846117,0.0493258813440007,0.0445801374813049,0.0240737610798582,0.0052242253201857,0.00705123879309679,0.0165894191277067,0.00506296083158277,0.00281419585220274,-0.0074027978111623,0.00701818504182873,0.00452453683249,0.00294565322543209,-0.00977072865506507,0.0207875770847917,0.00509202204298178,0.0115527443839139,0.00475036737865122,-0.000710542382288824,0.00411327847498287,0.00815175971408659,0.00495642439295395,0.00327557143783421,0.00941084436507872,0.00348694946456278,0.00304288206187033,0.0081983710530279,0.017681489795113,0.00214404312327043,0.00441848084572182,-0.000202845928299235,0.00128403344290408
"1995-01-01",292.047619047619,0.0446229754127268,0.0440569284373211,0.0559073095104983,0.0514222373621653,0.0160023030470601,0.0449236961869745,0.0216337480237938,0.0316521210323368,0.018120747165591,0.0396111971280129,0.0499652122369375,0.022456644151259,0.0431198268482284,0.0364808582878788,0.0312047676934639,0.0460964115039837,0.0209036781354138,0.0466387454329909,0.0192430889881946,0.039216753210861,0.0282483577994639,0.0198739636236201,0.0216869123443241,0.0479066471163171,0.0445632800341941,0.0434082137878224,0.0408372126068758,0.0301961628916905,0.00331418991850457,0.0076516239100574,0.0171336282322772,-0.00736017738750738,-8.30755499802752e-07,-0.0103173181114667,0.00287219849462057,-0.00333286096597899,0.000435573381633312,-0.0102215437792822,0.0110771699200808,0.00395992298377549,0.00606560928373559,-0.0020375642598445,0.000302082178982596,-0.00830573694401828,0.00441396116101123,-0.00153632517150736,0.000665659588687577,0.00228214094783055,-0.00128669558132724,0.000977834082736966,0.00276982399757352,0.0154930623153466,-0.00808611956655212,-0.00100580361635452,-0.00443409677286191,-0.00454264549982001
"1995-04-01",299.375,0.0405932888802839,0.037726875988745,0.0576181195664728,0.0521640685501167,0.0153135690141217,0.045424343120819,0.0183224310156293,0.0264638014484928,0.0193160431603796,0.0476596131943132,0.0501149729102382,0.0225178637216989,0.0491909284716982,0.0377623845006996,0.0329559059017803,0.0438906061876105,0.0249217420089829,0.0472837675555308,0.0185505571780037,0.0459870285873621,0.0293248013349084,0.02018140659274,0.0277575166402101,0.0456005223987619,0.0404007598178168,0.0463780659009107,0.0333186900610976,0.0232603262905752,0.0029151987702551,-0.000932552727770006,0.00324133049507746,-0.00623794949811567,0.000195704670755374,-0.0155872049339084,0.000896313975845258,-0.000753612618114332,-0.00202867189140524,-0.0180401054460094,0.0154183341116565,0.00155748348224158,0.0144752313502252,-0.0014996723579612,-0.000869548386708883,-0.0177829716496577,0.00404905226475266,0.00268121398480714,-0.000928792468450515,0.00164779668680309,-0.00104982618764951,-0.00146009927207948,-0.00282602388177648,0.00956492034133843,-0.00723869359139737,-0.0131378761935603,-0.00115106875984713,-0.00138199664282199
