"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0176375629302642,0.0276534533155742,0.0930108311857437,0.0215218809124522,0.0185149382765667,0.0225312070780843,0.0197333834697807,0.0484366296184066,0.025653103016467,0.0922034111110305,0.0174638378345826,0.0162851219637841,0.016234768069376,0.0186475213010924,0.0225973786171148,0.0235598085203462,0.027080665294524,0.0176308168242239,0.0157504352210773,0.0704887696540457,0.0178965813966646,0.0298402590781234,0.0187714571791316,0.024302222607044,0.0190725805849848,0.0159887797735947,0.0300404642446893,0.0376175894866818,0.0270610954001264,0.025036347546451,0.0947846650322488,0.0269524334557226,0.00335629982252407,0.00406290330833659,0.0410907002953662,0.00372174903132767,0.000817418668382167,0.00522664616137915,-0.00188366638722717,0.0180325246089293,-0.00273398084069981,0.00816362950409166,0.000940232167756695,0.00158592889258843,0.00262800930318117,0.00289253360663739,0.00155953076792947,0.0022715039091977,0.000598478824209903,0.0034098249484137,0.00283972954057141,-0.0178143029854346,0.00544000567424265,-0.00352711749312853,0.000751039226842675,0.000111725777648907,0.0014408435304379,0.00131854408551679,-0.00413129150208938,-0.00653202312305209,-0.00596782933315965,0.00946349144149739,0.0567834693192428,0.005798834576767
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0193470354850415,0.0239027597817396,0.106784484058929,0.0227518938292624,0.0188879357389918,0.0204902298669718,0.0194444227294587,0.0517750895611568,0.0263097384925108,0.104771191292979,0.0217510940200455,0.0165016303066492,0.0172573133833446,0.0186003433681852,0.0166421387678283,0.0216997235164408,0.0270633960575218,0.0196761505762402,0.0170540812374431,0.0505340357678775,0.0202946910816131,0.0344424900069107,0.0211796637348302,0.0215369932547916,0.0149405798504262,0.0194921433147319,0.0241251982054637,0.0348684877751774,0.0254961198913431,0.0282557496598809,0.0859622179268193,0.0281609774593949,0.00244112716172668,0.00751307061642361,0.0455536040495245,0.00491998691047987,0.000484905196385492,0.00541065289136581,0.00380293348435667,0.0228034928071468,-0.000386626672901083,-0.0111380076095354,0.00136569350240556,0.00138006581255856,0.0025214412154684,0.00504486292986376,0.00228091936545458,0.00315331535819718,0.00371319255698626,0.00362098883269255,0.0023570567945354,-0.00568788148146444,0.00273692153299165,-0.00101243048433569,0.00203694083654475,0.00142138428614655,0.0022230405238105,0.000780017961922707,0.00585442591430584,-0.0129611904728167,-0.000344734696092794,0.00853145826102611,0.0308379294342804,0.00789300929412797
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0200571928504526,0.0280141532625056,0.108899796538505,0.0257752932418791,0.0178745873541418,0.0236046863846138,0.0182414481704768,0.0495681476269425,0.0203551666349051,0.0880408365470362,0.0212542102366753,0.0172606615051616,0.017911948773538,0.0212841438030572,0.0175164951417563,0.0205193102012165,0.0278645339695268,0.0206563274914953,0.0165722629794528,0.0580886182136503,0.0187197365038415,0.0318072427225429,0.0233301637303617,0.0200643246072318,0.0189215356048217,0.0185391747868878,0.0228928739103636,0.0384075413018204,0.0232833358359058,0.0226012507321827,0.0933234215561113,0.0287495777809401,0.000263580555913792,0.00527879665400248,0.0502320503548334,0.00163681420814314,0.000192605951572562,0.00886144007112634,0.00122465680087744,-0.00291442222321479,0.0041747275424374,-0.0266381991357912,0.00211800183845451,0.0023284532582856,0.00179808514945994,0.00460024950841774,0.00190630346751294,0.00237700046844527,-0.00342063485155952,0.00481188467822243,0.00140776194825978,-0.00579189532012946,0.0046819923505797,-0.0055253573435495,-0.00249865967886552,-0.00135345906999981,0.000799033741598655,0.00155247841445005,0.00124400306846731,-0.0168476239538183,-0.00131969355312814,0.00711938744500704,0.0338251789999247,0.00453641786357505
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0200516431989599,0.0317220359946094,0.112153887280491,0.0205006503014645,0.0197147676701311,0.021817113844462,0.0193556372242783,0.0512852777592121,0.0224920462550948,0.096213350355183,0.0199131448376941,0.017048308858663,0.0179718804072645,0.020315061493418,0.0182304961538529,0.0237544323144091,0.0229521854469251,0.0177378225758085,0.0162342170106067,0.066741474523477,0.0185105244491032,0.0309100070022548,0.0190948725996093,0.0198660271681274,0.0171062211559914,0.0172198367569159,0.0278999207510242,0.0300499988090658,0.0250256322707252,0.0233344112401212,0.0934322386401124,0.0213448756509442,0.00254670110861581,0.00778607616674498,0.0449476454921735,0.00238144300308179,0.0028834687981844,0.0101600013746415,0.00438182523045422,0.0144516852360779,0.00363382200774062,0.0169000583586986,0.00313573238711685,0.00277798821913913,0.0053706200428756,0.00415570034942868,0.00294147777724024,0.00370097767448691,0.00344769665821212,0.00322815476909111,0.00232873581332923,0.000459492879067384,0.00563361304213637,-0.00213442208844349,0.00265609679573521,0.00232438731153993,0.00232169134641744,-0.0002692910279334,0.00238670846221676,0.00206047762088874,0.00560408281503178,0.00693516185250573,0.0280801089352325,0.00588301904484431
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0190906270840118,0.0247976114242791,0.108224814858423,0.0233045288167651,0.0183575409382788,0.022121741212619,0.0219737135452942,0.0448338540038514,0.0181208943677245,0.0804153734340124,0.0215226885929377,0.0173076504384518,0.0151314505163309,0.0222979896935179,0.0177002258524146,0.0228330706348063,0.0255129925849921,0.0212872794242674,0.0198743558452046,0.0562527414216723,0.0180461482812679,0.0341177369627631,0.0218403761452081,0.0251824234021476,0.0191491252570399,0.0186610096956621,0.0274429555893909,0.0383381691942097,0.0236217206028448,0.0288548311817235,0.0966196054248909,0.0271647535729972,0.00458372362541719,0.00280001873664371,0.0626149609641456,0.00492892823127968,0.00331403480635486,0.0104231872155132,0.00769388594275983,0.00714177414217163,0.00510686301076399,0.0033450521020218,0.00401316875912261,0.00474845951608184,0.00389378463656505,0.0055312918173951,0.00460126693331821,0.00426484382677568,0.00504138603211539,0.00530207428917275,0.00471512697210192,0.00777396712353791,0.00330717120572495,0.00479304124873077,0.00413397184520647,0.002323219276664,0.00208826855020837,0.00205655987066135,0.00543367122671919,-0.00431945034773841,0.00198410535711606,0.0186205241243767,0.0314802840471184,-0.000609836615813992
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0205788120165651,0.0291286455710865,0.0948607303017025,0.0231356187813502,0.0180934239477752,0.0229593894716506,0.0203868812814606,0.0515171127070314,0.0226920145440632,0.0944200383389703,0.0201337537782273,0.019845354715841,0.0166127583115589,0.01853935828379,0.0175807586696952,0.0205168705817214,0.026821505593284,0.0197238274278516,0.0193532254324301,0.0678661194780151,0.0168730964758307,0.0252553267366468,0.0238060315804961,0.0256998970413644,0.0181668713958139,0.0179514295952637,0.0253913609530837,0.0348885737486905,0.0246493761480047,0.0266853554839893,0.0841499279276055,0.0317165536791408,0.00388552618581485,-0.00292988230177802,0.0499608333686694,0.00322149511988735,-0.000455457086664947,0.0088015158639723,0.0028248688022835,0.00283241025639951,0.00321533961262647,0.000597101372576115,-0.000148748331866059,-0.000327680236019086,0.00200530843300374,0.00312272843426627,0.000378665995007466,0.000112857191444153,0.00223588485214948,0.00386104669707112,0.00165299189556851,-0.0071624064351037,0.00578110992830182,-0.00104130020176409,0.00189355289434971,0.00549840530515205,0.000540459316728013,-0.000827714718359401,0.00159718536398115,-0.0109386451364222,0.00328275489866612,0.00491575517301249,0.0262517626764303,-0.00123503160163872
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0183457810498791,0.0325298534147426,0.0950494827538834,0.0204916774848219,0.0197524553171876,0.0250556182023815,0.0184731744572967,0.044932323705839,0.0191838318272756,0.0974266749724398,0.0194171791958299,0.0172852630811258,0.0169966245082727,0.0214636176072484,0.015836791101199,0.0228836480590582,0.0323243035543547,0.0201974153632982,0.0200112006536868,0.0594206776842288,0.0173422618027755,0.0281325732715898,0.0214046508206504,0.0204339142734119,0.0183710318661783,0.0191242471437939,0.0246735120145718,0.0370169037603593,0.0240567737209403,0.0279052374207724,0.0962117036015053,0.0282495963094013,0.0108502777694,0.0150198411479698,0.0715898830954935,0.0100014638779105,0.0099491998096913,0.0170247505882039,0.0115652628794629,0.0384429670571187,0.0118932174400274,0.0321988593435674,0.0126205596863995,0.0114792465890238,0.00869026422605085,0.0185816347463569,0.00947359316505906,0.010675291969236,0.017270764193604,0.0144775362688822,0.0112182570856086,0.0421301438994378,0.0116964626152791,0.018004627127969,0.0114583526002649,0.0120000792202355,0.0107172872821461,0.0109444731576572,0.0110596571001353,0.00999616853249731,0.011752789684913,0.0260519881551551,0.0576576707945321,0.0146079984209593
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.021988237987413,0.0273781098243318,0.108445241136473,0.0260095966938662,0.0190605633596545,0.022763942824638,0.0190736716871425,0.0522452044808858,0.0187893270630121,0.0971329073146361,0.0182080102501866,0.0183308587615248,0.0173924385535037,0.0184169688136815,0.0189550229713194,0.0231665210521109,0.027719708891487,0.0199872859524907,0.0170492079102708,0.0553707909757208,0.0179927731666869,0.0327348759350481,0.0218614265431043,0.0220519128699024,0.0181745700514271,0.0172290564409659,0.0220532217386532,0.0361357229589426,0.0238009152588585,0.0274251260572682,0.0867572859392382,0.0262994965355549,0.0106206221548612,0.0114203640608728,0.0406291405660299,0.0137888667209635,0.00620311360046234,0.0146755381079934,0.0100133138508278,0.0397288481131104,0.0109608403567321,0.0450628277510519,0.00979309686088471,0.00944980483824128,0.0117591299476077,0.0130268583236707,0.0079215871639589,0.0139585635290887,0.0170832739261932,0.012301447745356,0.0103103365049938,0.0260339333550536,0.0140129984121175,0.00987919988357671,0.0106310239115347,0.0130496854914266,0.00862835846972278,0.009628286350845,0.0120735691283738,0.00796736011805304,0.014065297647569,0.0192085612881036,0.0935083346384797,0.0172019144370885
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0268324134467044,0.0263873946102697,0.107486037600287,0.0253540690370281,0.0199122616609487,0.0253655862964836,0.0158423284971031,0.0479250002950444,0.0211330409266164,0.0896318988482751,0.0182009712096193,0.0191071874433518,0.0153955986189766,0.0196832806030967,0.0184740438462027,0.0249751083670451,0.0295537734481996,0.0223542569342411,0.0200520135542254,0.0528079488642131,0.0174912058860166,0.0255461512680698,0.0239320878561633,0.0206127772490523,0.0172539168671475,0.0191270793149345,0.0302893068464739,0.0321851529985164,0.0198012660813824,0.0246726137119986,0.0928045684926706,0.0298096593196425,0.0155088418570373,0.0156869007927525,0.074556428451592,0.0164030000946903,0.0096522231578736,0.0187212287119229,0.0101161845965819,0.021813883117462,0.0111378144833541,0.0265973286894567,0.0096685860340651,0.0124547546554534,0.0092875416697452,0.0120099088421593,0.0109309228503621,0.0134600645001594,0.0163205553894764,0.0151996635905172,0.00961095529709988,0.0169006929491307,0.011781209056962,0.0157254507938162,0.0150560054169536,0.010302826035266,0.00981081650592327,0.00994361691322033,0.0104823862726862,0.0105570823194001,0.00938242287198828,0.0208525578636059,0.0784824296758296,0.0131768999687088
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0209397432542459,0.0249858619041656,0.112327428852948,0.0239158201937443,0.0178952270838026,0.0230648023874833,0.0184470701818864,0.0523362565019149,0.0209969431696293,0.0966859485393486,0.0210180944518737,0.0195518982039506,0.0173838695411417,0.0195841668450234,0.0182162434048653,0.0218509989753616,0.0361442905563635,0.020689270905275,0.0178897609646199,0.0523279185071391,0.0198050941748518,0.0304185973443757,0.0242640616506533,0.024340284758315,0.0175215325105954,0.0173945229988953,0.0194445288054881,0.037057064980148,0.0173870483873732,0.0246624068829926,0.0887533900296359,0.0226998530518927,0.00255402647361679,0.00280014808080354,0.0513335946736495,-0.00265298598172894,0.00214377666216955,0.0085953465769947,0.000844049093497541,0.0156363716871294,-0.000702802929391257,0.00862647367754596,0.000450717122797143,0.00303362903950111,0.00321507594138342,0.00286526211815864,0.0032203903809645,-0.00172157292233653,0.00338192428771761,0.00403152374369575,0.0013687631391392,-0.00416778321546801,0.00254570116558711,0.00345169350119872,0.00128720627711122,-0.00548684421436903,0.00294249957053317,0.00237512032599097,0.00224367650372012,-0.00452713852798056,0.00167298232356977,0.00249564300272417,0.0117468067092611,-0.00166190905567884
