"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent"
"SPEECH_679","1996-10-24","1996-10-01",49.7333333333333,0.0307455087516519,0.0496258022702965,0.0259422727340134,0.0236606461608577,0.0572105638413753,0.0318465865544337,0.0352666063159888,0.0379429786402383,0.0324638705241836,0.0411257660131592,0.0371721840541132,0.0344790404840475,0.0245968533342583,0.0345172193157804,0.0295176492469007,0.0321763928198972,0.024577664380921,0.0257834254803406,0.0353368800311333,0.0701755350729999,0.100149129610931,0.0456111438961977,0.0265669010492846,0.0301966642334811,0.0296299264440869,0.0283467867293306,0.0253360020100977,0.0153459502401734,0.020031119010072,0.0132190110742495,0.0121191483830249,0.0325909402137798,0.0139323844395608,0.0207346834541889,0.0205605655266068,0.0115481549936908,0.0226672619222234,0.0223576518418378,0.0188773291148204,0.0118193767377817,0.0149426751476769,0.0137506574737401,0.0137841135383605,0.0121127192552752,0.0146115987221556,0.0256281479679806,0.0325322392211129,0.0454003587537649,0.0248414355060455,0.0148401979003644,0.0148352760145192,0.0161515944607091,0.0145325766365533,0.0105142227630529
"SPEECH_550","1996-10-31","1996-10-01",45.2857142857143,0.0397557606850336,0.0539548694880802,0.0272542936125476,0.0250683393585418,0.045505661335062,0.0334840331330119,0.0394352328335767,0.0309704319605133,0.034304646243113,0.0391245198311746,0.0254058816800863,0.0385609123044029,0.0299834383809325,0.0358312372916656,0.0305394190234884,0.029152792344357,0.0271942002901477,0.0345134927171021,0.0383971840485517,0.0477821994752105,0.0779981870895831,0.048828057892224,0.0316339040210332,0.0349717147466634,0.0286658903646093,0.0399139757315393,0.0317697241177483,0.0143461305948492,0.00578981146455227,0.00541156131140955,0.00812012230995001,0.00622886734876922,0.0107761301960259,0.0176670426025641,0.00887993348020354,0.00482441931539146,0.0058143097948604,0.00993082542699831,0.00565909831315592,0.00764595469465694,0.0146311038569563,0.0121981832320091,0.0118428602851903,0.00998422139711338,0.00727502418988844,0.0121730831497452,0.00931592354513646,0.0116936209604698,0.0220123843301271,0.0102556052407238,0.0106558437304093,0.00985040314719018,0.0165865826322384,0.0112652782858616
"SPEECH_373","1996-11-18","1996-10-01",56.1372549019608,0.0435750520891039,0.0589237996986898,0.0250876973241566,0.0267254966052174,0.0443610874792098,0.032056357942462,0.0334431120965643,0.0301992043562095,0.0380745902551778,0.0390069609406168,0.0221833185200183,0.0317612468717074,0.0235361785584036,0.0308290964914305,0.0284295383576973,0.0301221142646551,0.026157690203325,0.027726394597542,0.0401928705871902,0.0920473515698653,0.0729030494435512,0.0423169571876814,0.0302092899343776,0.0302133242181541,0.0334393727248236,0.0389608389900095,0.0275180086921599,-0.0161202465236436,-0.011063741042747,-0.00432219105044374,-0.00573216290627198,-0.00119548125110522,-0.00620151621782527,-0.00899002948524119,-0.00437634007094077,-0.00312601923684252,-0.00909642612188507,-0.0037769449214579,-0.00589130378989372,-0.00406326526533722,-0.00580807847031378,-0.00516369377170006,-0.00885977022426535,-0.00489101485891469,-0.00628816107841786,-0.00879900919212867,-0.0201749164223495,-0.000539857100876958,-0.00424292482050942,-0.00601413992855215,-0.00242112388846892,-0.00992398632078936,-0.00532554823067958,-0.00461337542280655
"SPEECH_644","1996-11-21","1996-10-01",53.4489795918367,0.0379334667395982,0.0512755345203886,0.0295174810109616,0.0279928212248712,0.0332338997141217,0.0318143134738398,0.02655888613512,0.03749703534395,0.0320597796565904,0.045255623704892,0.0252709613732548,0.0294844976711926,0.0248618840150995,0.0342366205303458,0.0278198493684969,0.0366028246555125,0.0342781052668549,0.0267546729640695,0.0312876175304168,0.116547815206575,0.0645276692057386,0.0378391033012911,0.0251871589553338,0.0266346527725436,0.0310434730353955,0.0485473783829399,0.0259368742406051,0.00132749286081543,-0.00221125700006739,0.0012524049823686,0.00322171926129643,0.00386891559562865,0.00263714006115717,-0.000289093438533919,0.00276008906683263,0.00250032968872166,-0.00549578319930214,0.000905838035177419,0.00040466883783955,-0.000397452158314688,0.00166254663529934,0.00136324141916549,-0.00206586320438401,6.27987002984414e-06,-0.000965772177241086,-0.00101391783726325,0.00182875854847702,-7.63366340823101e-05,0.00573986911681171,-0.000790498897798451,-0.000500135322201205,0.000344084775754117,0.0138100436842458,0.000887045362290791
"SPEECH_688","1996-11-25","1996-10-01",41.4285714285714,0.0412854590843113,0.0493596875554152,0.0262951687671452,0.0261392784262167,0.0404647091455308,0.0363195534875728,0.0353985516949294,0.0356175646459132,0.0288916687899242,0.0350720213379973,0.0244452531979889,0.029744380334943,0.0281472859006208,0.0328178124119991,0.0292234357929006,0.0269137481340008,0.0338214904547971,0.0280161458123568,0.0360744952806646,0.0699055464927496,0.108661519714949,0.0399132179959888,0.0252994700753353,0.0262569197969778,0.0373740141429653,0.0433491910557671,0.0251924104700388,0.0245982345986405,0.0267862792305592,0.0170119099193433,0.016283451702329,0.0248429976408301,0.0199424622973167,0.0159759045439065,0.0217039010329996,0.0121918685713047,0.0175076268034564,0.0142029117160538,0.0192339652973388,0.0144208350020315,0.0186655138624593,0.0128849552000313,0.0154978267125195,0.0204767676934461,0.0143378928399182,0.0106480073575452,0.0407037322916122,0.0673342862866215,0.0199149715646602,0.0141207081164008,0.0145745708902244,0.0187908754565495,0.0320382273611371,0.0158393156700136
"SPEECH_544","1996-12-03","1996-10-01",45.0666666666667,0.0449761820927632,0.0644087071900452,0.0289148302284008,0.0258606960152585,0.0400866331696234,0.0298653431342228,0.0412417484236247,0.0316075694114121,0.0347862796350501,0.0400116082698654,0.0272961951856872,0.0356142715247739,0.0283733471205573,0.0364961371543755,0.0276388618636364,0.0301668882553962,0.0232489076084199,0.0307874465114691,0.0317503033488965,0.0682278964454646,0.0705745050301322,0.0358307237626334,0.0317552806727143,0.0321436511116908,0.0363478284823351,0.0400235753001421,0.0319645830514091,0.00266425081228091,0.0105501419551325,0.00524261101940175,0.00215338887839799,0.00906497518600546,0.00271810248115705,0.009350533354113,0.00156829529200986,0.00628253052781129,0.000218975331923319,0.0056048833817564,0.00154239267062056,0.00142915007546527,0.00553896660468602,0.0057835424091376,0.00440577333155766,0.00376454803207262,0.00422357058506679,-0.00206619061347828,-0.0125891918334256,0.0149236459887243,0.0103131154049508,0.00348290599720941,0.00366504349433834,0.0107676351932673,0.00419498719658431,0.00567568673994615
"SPEECH_380","1996-12-05","1996-10-01",36.4814814814815,0.0459760995335322,0.0458168404304625,0.0273548415575555,0.0389876735915277,0.0566529782065312,0.0350621495113756,0.0483193301300145,0.028051652851778,0.0307293808642212,0.0409838927510799,0.0263338225868389,0.0322852534798606,0.0298242199466878,0.0443683913351758,0.0330643456357062,0.0312718060239726,0.0321610811348299,0.0366633104230616,0.0336613805519086,0.0398487891242549,0.0469525618316528,0.0436126812531675,0.0337420539634906,0.0360068992637606,0.0370240566493928,0.0337341487452276,0.031510358622933,-0.00759580156824232,-0.00914381817225935,-0.00183604140917505,-0.00552675044336519,0.000748170045966028,-0.00250061070488273,-0.0107241287463132,-0.00154602162937215,-0.0061289385500999,-0.00727922803758149,-0.00164301362202715,-0.00528692523428609,-0.000986384325327725,-0.00719742474582037,-0.00640661313868885,-0.0034652853685856,-0.00239680163741487,-0.00418219484186926,-0.00837381024010607,-0.00463984103786642,-0.00208516094759721,-0.00331394468737141,-0.00181274939703916,-0.00173488089915471,-0.00525670434827225,-0.00397188117542716,-0.00500240242545095
"SPEECH_441","1996-12-06","1996-10-01",54.52,0.0367075228686413,0.039550519445752,0.0246032733777012,0.0336455514067254,0.0350410668593375,0.0376851778250561,0.0336915220455677,0.0257371468910307,0.0715074421265056,0.118212982623923,0.0270148576963271,0.0268817839272913,0.0241179258268968,0.0317763857526092,0.0448273429441579,0.030655463385824,0.0362392497329925,0.0297912461677846,0.0284373815259175,0.0309098521547802,0.0336578648447066,0.0298295342637514,0.0342578271757604,0.029978918243297,0.0342718130403479,0.0287507981193362,0.0422195497279788,0.000795230544311503,0.00051021680476302,0.00111687674308165,0.00306709449589444,0.00373453836851307,0.00130786159514925,0.00547813829750735,0.00141853685170624,0.00555423654858664,-0.00523020992574201,-0.00107432440766571,-7.4386925401219e-05,0.00254753166981169,-0.000672301000628764,0.00540234881853914,0.00189762041592218,0.00420163547301795,-0.00230514498153541,-0.00079338535831674,0.000154070515681065,-0.000353022916247008,0.00217322619198291,0.00398510614481165,0.0020431335009281,0.00302278899921398,0.00451117512609371,0.00225117617668813
"SPEECH_703","1996-12-19","1996-10-01",58.0967741935484,0.0529155705603273,0.0465713744017181,0.0243111322522235,0.0249402230759692,0.0375985021084344,0.0309699358467755,0.0347238829829048,0.0359366941077321,0.0476972390173377,0.044298842958339,0.023789618271447,0.0292438838468141,0.0233707807625306,0.0384750296880087,0.0286485250336652,0.032743369361978,0.0316242506294968,0.0273635934422338,0.0344844689169181,0.105537660404446,0.0690108394353948,0.0354176874988674,0.0256141650868401,0.0249870676126178,0.0317997347360323,0.0308941173201103,0.0270318106408379,-0.00221570894047626,0.00281654804027192,-0.00250986179812566,-0.00156196384188264,0.000738714895778017,0.00313989772392597,-0.00382315804506123,0.00248412267378638,0.00394309048079919,0.00115904808079519,0.000395934665832575,-0.0022051662353384,0.000840151978850177,-0.00543331945944485,-0.00291344685277368,-0.0033569262998801,0.0016684438056472,0.00068595203015512,-0.00371394686721573,-0.00311218280335469,-0.00671885980647524,0.00303286717917722,-0.00107600461528731,0.00159399202463902,-0.00365864237082626,0.000843823316767809,-0.00239442291071154
"SPEECH_640","1997-01-05","1997-01-01",48.7941176470588,0.0389198634260421,0.0418381039063809,0.023724363339422,0.0298526778476466,0.0764502389951373,0.0370244094005298,0.0571844637995633,0.0244902605736503,0.0260275517069708,0.0364382288190546,0.0297686405555866,0.0297310506355033,0.0247645660533386,0.0360164520574012,0.0306429447382055,0.0272319962294564,0.0301848567828439,0.0277549187028282,0.0306111673808791,0.0250846410153956,0.0703079091954619,0.0399172541151721,0.0352757534714448,0.0248182824281659,0.0662378117453508,0.0544124788933765,0.0252891141851918,0.00517904932787926,0.00395990788512742,0.00262772916209782,0.00279464089846627,0.00916774024428656,0.00537462721020103,0.0102194771197359,0.00210518095990891,0.00386522536334413,0.0025260440671842,0.00327610664669586,0.00496468546889199,0.00324510727220682,0.00381276298778966,0.00573796659651964,0.00269209308593273,0.00224464886782306,0.00589927526001202,0.000877948011035783,0.00389225467763565,0.0171829027269995,0.0101287895863154,0.00385358791416381,0.00421496353217566,0.0116295182151644,0.00698754984598703,0.00606518625517865
"SPEECH_379","1997-01-14","1997-01-01",50.6041666666667,0.0424790376043369,0.061295187444202,0.0245504913088064,0.0355240829046679,0.0426884595249179,0.0328982102322432,0.0368059209844946,0.0273835137983503,0.0327084849505351,0.0423944723154899,0.0248947148459179,0.0279574747064125,0.024792373334729,0.0299454207314292,0.0270608967221191,0.0361551596811871,0.0287127332482791,0.0350595679519372,0.0543765385336742,0.0758928502681596,0.0486930126407374,0.0472081897459127,0.0320369105708347,0.0328502664698407,0.0345847386828177,0.0307692976481952,0.0302819931497724,-0.00858648435107279,-0.00733265241166658,-0.00254533924644856,-0.00273131302559444,0.000286989391916969,-0.00131764136653394,-0.00481752507007488,-0.00216488413508358,-0.00553791011029726,-0.00796750022073281,-0.00249220066107524,-0.000560876582633554,-0.00075992048063631,-0.00232645304733315,-0.00301022765854181,-0.000754577706870382,-0.000657418134074811,-0.00473315865525212,0.000625774752845042,-0.0119123204185646,-0.00252311594711614,0.0042384110224246,-0.00112726208699694,-0.00311715639599595,0.00349395304711649,-0.00162778180368182,-0.00445438328932003
"SPEECH_627","1997-01-16","1997-01-01",46.1136363636364,0.0403057775531333,0.066359167172806,0.023830010620817,0.0742931592706106,0.0350143051911534,0.0327969580943925,0.0541500073634785,0.0284939667374479,0.0270875648677957,0.0331971311512427,0.0320612402174942,0.0257351776099444,0.0285691113914791,0.0355945097712528,0.0241523009135523,0.0250547065638669,0.0344492340404648,0.0278038058402202,0.0238868392116525,0.0245022669792404,0.0319117771565275,0.0334738965612259,0.0450649043990289,0.0316724139483302,0.0736748533688376,0.027765630198266,0.0590992838057387,-0.0303089821281366,-0.0681299402858488,-0.02157258368158,-0.0496087061679972,-0.0266746330325193,-0.0299464890068842,-0.0546624954098151,-0.0256484409022519,-0.0250213240807126,-0.0293296752753245,-0.0248078487837822,-0.0232266704299247,-0.0270413862559444,-0.0336018977500297,-0.0196237449082805,-0.0237694212225217,-0.022440883232888,-0.0278245880803668,-0.0239117638120397,-0.0214261113319016,-0.030300342651982,-0.0262323098246693,-0.0450920476259626,-0.03037238909539,-0.0668475585540472,-0.0251026103841658,-0.0710813106009398
"SPEECH_608","1997-01-24","1997-01-01",47.5714285714286,0.0327998920399721,0.0539915518657096,0.0249262756592372,0.0243150480140104,0.0432755701124585,0.0307070659036727,0.0338919116079586,0.041594402529404,0.032199012274287,0.0430275745807304,0.0220973287731645,0.031489732556503,0.0290696471517821,0.0353830721715123,0.0323045741116791,0.0303291766276703,0.0348073029047857,0.0301897297104937,0.0309116926234155,0.0935502580826385,0.082841989748264,0.0376490624586982,0.025608964605822,0.0281502324335068,0.0302807001582283,0.0381304445721462,0.0264777867222496,-0.00158604325048117,-0.00246280419472551,-0.00205257784797755,-0.00189455009746654,0.00078156107890584,0.000972953510086718,-0.0007211470843917,0.00136550101381841,-0.000492746896457612,-0.00288256151508531,-0.00121095927405971,0.000581456946177477,-0.00173156530157121,-0.000482085841779317,-0.00484939463908065,-0.000807246213534875,0.000791906373640921,-0.000902827739319869,-0.00122757395094391,-0.0040233431304012,-0.0120027220753143,0.00021082363227833,-0.00133486266532149,-0.00105782946458424,-0.00116406580705685,0.004419457974724,0.00185377478459883
"SPEECH_683","1997-01-28","1997-01-01",47.8965517241379,0.0462588929521104,0.0472195824316219,0.02618290637183,0.0236841717456796,0.0508475247023556,0.0382948455768058,0.0373163006017947,0.0298815962845257,0.0240933885712371,0.032563241235463,0.0228103702158323,0.0367125501927595,0.0256197921698821,0.0316395880974378,0.0250010317747349,0.0294434394020652,0.0262941021325579,0.0311795777809263,0.0400669033038043,0.0683810030668867,0.092589560920352,0.0692620919189003,0.0294951262088137,0.030939831864225,0.0240882635691461,0.0321064627945995,0.0280278541136525,0.0170483760696014,0.0179993021419215,0.0133233245112948,0.00857532120717261,0.017554693262167,0.00986451799282292,0.0167810046929925,0.0111359441936727,0.00730339245162701,0.00820557309139239,0.0105044999322463,0.0190236517188716,0.0103414748885506,0.00729094402334232,0.00973547677064074,0.0137710446061817,0.0116091133102314,0.00910544895699636,0.0187225839430567,0.0283585552691682,0.0375564064417528,0.0213647289303879,0.0123071844203331,0.0123431460400928,0.00949195822280433,0.0175554693391315,0.0103080538087316
"SPEECH_543","1997-01-29","1997-01-01",59.5909090909091,0.0426566743836241,0.0545551345064493,0.0226482657737396,0.0226281211381598,0.0440185514417416,0.0364407948920189,0.0322229680955434,0.0259986599825971,0.0357607138866364,0.0429080532857761,0.0212650861671214,0.0238536263508217,0.0232770880955121,0.038396611161221,0.0260889975802519,0.0296961109161052,0.029774460058138,0.0325377877213358,0.0416991802191128,0.11111073342152,0.0698251261973799,0.0441411537762435,0.0304082768304905,0.0246478773695035,0.0309348232311787,0.0405219873553999,0.0219831361623772,-0.0119383990844158,-0.0201612810113323,-0.00648749042488463,-0.00791921979113826,-0.00482217374125958,-0.0178413535879169,-0.00700577294465467,-0.00585511308058769,-0.00349608969768446,-0.0129157051521906,-0.00585724094528767,-0.00481257284675264,-0.00567975267159918,-0.00556687644457667,-0.0103905371080041,-0.0113861477761929,-0.00391385869528171,-0.0120815432629333,-0.0093545393946501,-0.0393928271008658,-0.0340771088601668,-0.0136937242761996,-0.015304268883626,-0.00829711433721938,-0.00998713066462777,-0.00700578113154098,-0.00708343954279255
