"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent"
"1996-04-01",0.020695190115289,0.0245680819747703,0.0458998949339278,0.0194781009713254,0.0251254364996008,0.0294360030910733,0.0334814542574285,0.0324366479456364,0.020252694249995,0.0213044117023082,0.0200943030907174,0.023852095581761,0.018940294886581,0.0418434954856652,0.0484124796839708,0.0553759901764498,0.0294193021682144,0.0289226320587729,0.0227859327759937,0.0262832796307185,0.0289675235097405,0.029620130157122,0.0432968662298652,0.0814106904441548,0.0268330482168754,0.0614392359915489,0.0361643744732052,0.0238204782244385,0.0296596500426022,0.0276634189954126,0.0225168624348349,0.0018734818781809,0.00539632184363732,-0.00228624504904444,0.0037110657440631,-0.000152778871811948,0.00658463144478814,0.00240950539332318,0.000294692299893125,0.00276643144252451,0.000238605451524361,0.00297791945398013,0.00218818427399035,0.00184172007997091,-0.00182803774681011,0.00816879804552465,0.00544589510663226,0.000914129054250129,0.00483349897665201,0.00289311638442215,0.00102519811349902,-6.82391622261873e-05,-0.00118133053643139,0.00960179057392774,-0.0083612682560058,0.0055161177692036,-0.00321470390688095,0.00199218203430309,0.000307808749174172,0.00538612771236192,0.00402070379964173,0.00426184848531584
"1996-07-01",0.0242317703815574,0.0310317520904596,0.0523265088339035,0.0204146652668825,0.0277737424304729,0.0334781549379472,0.0316526803274971,0.0362972609792033,0.0223228970513125,0.0479701087540125,0.0278321157079442,0.0266841418234055,0.0211632263942991,0.0404038026103842,0.0399813452438498,0.0489417994105896,0.0262841214177244,0.0264657335320831,0.026638390444687,0.031997282286923,0.0325494539393138,0.0339757632540061,0.0407374481502022,0.0487710861695788,0.0287165832988963,0.0376641159937737,0.0272820818091321,0.0254079510815806,0.0258345226160854,0.0249673868983634,0.0302021068639292,-0.00513573092055073,-0.0109274884560828,-0.0148466524836031,-0.00385664767328722,-0.00692294708860986,-0.00862404694161712,-0.00436407127608206,-0.00864693773857585,-0.00282640582885354,-0.00642693000981993,-0.00527481025617987,-0.00381896820405378,-0.00446294260370293,-0.00778915983146229,-0.000111633830785531,-0.00140859169667688,-0.00284247448143493,-0.00493383251816406,-0.00611040683843948,-0.0049179903005619,-0.0060332688499096,-0.00216529053669415,-0.00348150880898989,-0.00377011399240817,-0.0032811901500081,-0.00586138150715952,-0.00126379043658022,-0.00398489537774668,-0.00273866084629635,-0.00493911237984881,-0.00482751780006596
"1996-10-01",0.0256297150003677,0.0262449622680973,0.0383391848737045,0.0231481737773751,0.0266216440567819,0.0307921004985779,0.0410892398949246,0.0298054121131361,0.0251193911049309,0.0254305153705083,0.0254107132174403,0.0261384490954666,0.0241957963975418,0.0378857957839257,0.036158443456236,0.0518501470867268,0.0271895938087556,0.0273331862744223,0.0264048547046317,0.0283780279543884,0.029391039938471,0.0304961294481209,0.0352307327576343,0.061847512125394,0.0258913433470744,0.0522175978136811,0.0440576431143737,0.028186414166371,0.0285131559516461,0.0335974554350686,0.0274056291642257,0.00340305613106941,0.00273408769092314,0.00259585119734535,0.00189626507695074,0.00190347391374422,0.00196997547652833,-0.00139586924464256,0.00147733942261547,0.00227301677719845,0.00120536383260507,0.0026915110003017,0.0038269154675505,0.00274154855993327,0.00120152149759407,0.00609126681101552,0.00217024913823777,0.0022931781893317,0.0032412696935282,0.00316519551864874,0.00171238303139017,0.00155330770414347,0.00085051191716795,0.00524511373613323,0.000733788739555775,0.00317336521889116,0.00771273995285394,0.00484967900078975,0.00209106466757909,0.00349844603182127,0.00112017246258144,0.00236439997784643
"1997-01-01",0.0252999925051054,0.0267597724913818,0.0406455865461188,0.0214512744455637,0.0243541752796647,0.0291787146519398,0.0347063034374828,0.0320751412391102,0.0235007551380146,0.030517459811039,0.0243869616292822,0.0261905337606036,0.0211472843924257,0.0423057546547682,0.0349250147064748,0.0551447117583358,0.0300640954729352,0.0273189929247847,0.0241470588085858,0.0257167611982726,0.0299843650107257,0.0321292226874074,0.0368525047268489,0.0634824330056144,0.0264268975824419,0.0609442413997484,0.0372213104698676,0.0254388579117461,0.0289524279047378,0.0317434440491856,0.026987950399787,-0.000496079439944495,-0.00128373646568928,-0.00123902597810562,-0.00102559538491912,-0.000849520884896338,-0.0003783082029988,-0.00141980414157174,-0.00211809258249124,0.000516282044993613,-0.00401980137822608,-0.000184016181079619,-0.00302091493276125,-0.000694978209198396,-0.00480179009613069,0.00280885719747095,-0.00310237127054616,-0.0013683718264047,0.00121660407392705,-4.92705069075799e-05,-0.000280903307677472,-0.00276444673920738,-0.00139995292078241,0.00131695186414917,0.00244711848932178,-0.00189443394655219,-0.00253237628628261,0.000169064088640191,-0.000742149998095934,0.00206856460580416,0.00115577995860045,-0.00496549046354426
"1997-04-01",0.0267713582570316,0.0293324090558294,0.0411782982723611,0.0221927520190357,0.0264488015404105,0.0298295691928446,0.0337508060694018,0.0352417190247495,0.0240431850143659,0.029052209949312,0.0237769856364098,0.0274545982838494,0.0222293987743581,0.0453313650819633,0.0389310796504273,0.055581282923174,0.028441862049936,0.027569111135542,0.0266044820420563,0.0286008578556261,0.0298547584925765,0.0333314443133671,0.0331745201432113,0.0609182026423816,0.0234838933550982,0.0467831719160242,0.0376309633098059,0.0259736771675834,0.0287941320675298,0.0296873877638665,0.0280057169998711,0.00274213776739436,0.00155821886403937,0.00113894588587428,0.00189378998094341,0.00134109495376723,0.00151893144124699,0.00304792529537179,0.00148337105791554,0.00187327220110132,-0.00148374944244933,0.000753076999765092,0.00197981454988141,0.00149827343703176,-0.00044426667503912,0.00766371852706321,-5.61867795923895e-05,0.00171919498982055,0.00301644723104798,0.00245178910208693,0.0026771542482178,0.00188523010801468,0.00101766516029828,0.00294847816586914,0.00363607451669732,0.00101499808556872,0.00271516806511731,0.00551958914223862,0.00210595184063194,0.00422219983424053,0.0037172557349578,0.000816874397538756
"1997-07-01",0.0244638961963025,0.0316286845292815,0.0470720407811342,0.0240186021643645,0.029137438778958,0.0306502066617767,0.0347025779132378,0.0404610476077384,0.027431532480798,0.0327680291567358,0.0242598947955764,0.0266689380456407,0.0218161194482335,0.046366422874877,0.0382196534911877,0.0541114074747083,0.0256464459892754,0.0249823124909769,0.0286585223433431,0.026637496024234,0.0336871832954066,0.0280724071255505,0.0445966145703407,0.0415814748563173,0.0241538388093806,0.0383797215002309,0.0328117913525462,0.0249445145560764,0.0283246298363085,0.0358047858426188,0.027941769006843,0.00383394737216031,0.00173702876019447,0.00472659025913102,0.00301124109435889,0.000655378682997647,0.00451500660267069,0.00663775095374606,0.000749576650243821,0.00257482776650861,-0.000187980137514475,0.00190019585840017,0.00257713952185948,0.00243869471608036,-0.000543785104848929,0.0116945297920609,0.00495451048394087,0.00127205007403278,0.00410710233265012,0.00305148751285766,0.00264538659933429,0.000456449355439553,0.00279826461203549,0.00785451488022581,0.00541781264628018,0.00345492816104687,0.00324691167152873,0.00426286294546434,0.00332699115077364,0.00437746044207004,0.00343371628534587,0.00185977723875507
"1997-10-01",0.0249094191414517,0.0275602704791026,0.0343647782771159,0.0223288143629493,0.0269792965333448,0.0284138907946915,0.0341118613810028,0.0296897901164691,0.0258079093194546,0.0282032100992775,0.0235333510559978,0.0291020131742928,0.0217952047954055,0.0406342371859306,0.0459642832444135,0.0491624361796961,0.0296908021652657,0.0320537408233159,0.027371437629482,0.0275888158297646,0.0302886235877103,0.0304056450631359,0.0373190433688903,0.0524119810393156,0.0338199240541335,0.0414609926270445,0.0366839627738026,0.0246943353846464,0.0374222908075212,0.0377422827048056,0.0284853560005694,0.00418295700023923,0.00539314532857114,0.00583878742949541,0.00428486621289482,0.00266598417154557,0.00368452922854715,0.00487139669567753,0.0024060505908302,0.00508723250140869,0.00514077036676592,0.00356283544889289,0.00610507025898656,0.0039645001417069,0.00577246281720862,0.0139883387697143,0.00682070979168927,0.00364892071093662,0.00325029456929604,0.00575047965943324,0.00455803420160217,0.00418961752006832,0.00266553371690802,0.00571598001194947,0.00719257794262509,0.00427639394726693,0.00709576631252168,0.00740763945338649,0.00228378897325664,0.00823984578870844,0.00783293523105983,0.00616076342464264
"1998-01-01",0.0251977780838839,0.030371450405817,0.0424763880719441,0.0233629688574086,0.0291546814056424,0.0315652045048604,0.0316051632217902,0.0343009632736823,0.0235497161278155,0.0306764964114717,0.0231560654127209,0.0278811812679627,0.0227851089980718,0.0404430342595459,0.0343938473457137,0.0552347303492816,0.0294272739398887,0.0309722661628237,0.02738455650336,0.0303426013025569,0.0295122346257018,0.0319431313310953,0.0350525499024628,0.0518865596101438,0.025979740228893,0.0480952658538192,0.0371659989663381,0.0263989889737328,0.0300577018408209,0.0339349368796659,0.0256914158810843,-0.000369222230941907,-0.00337328192891349,-0.00289564496801783,-0.00104056767367147,-0.00482174797453415,-0.00101096107451581,-0.00126641439890632,-0.00164718306943202,-0.000167853608726524,-0.00263174803209949,-0.00120784257836587,-0.00236324781261042,-0.000254227914627855,-0.00622256788162365,0.00117964015252771,-0.00442564393577018,-0.00230270048689497,-0.004495196852513,-0.00155689936686866,-0.000840046681921751,-0.00241494856577437,-0.00202466952363257,-0.00019882471514761,-0.00551856840954637,-0.00341545009746624,-0.00345022327072777,-0.0024507271240039,-0.00136120860786245,0.000517040281939087,2.20021927635368e-05,-0.00172486152626661
"1998-04-01",0.0255821692945075,0.030495075516537,0.038354658266212,0.0231211473059181,0.0296989578025406,0.032635289690338,0.0365191221574812,0.0352841959506577,0.0269166317022829,0.0267566544613193,0.0247749172138311,0.0265627751362054,0.0227632822201754,0.0404429779522338,0.0357876845742127,0.0556350344651718,0.030537533726989,0.0321501313498765,0.0253188629965376,0.0297831738948188,0.0289310726417583,0.032341680003137,0.0376972194461624,0.0533883900826395,0.0275032900920203,0.043838608647776,0.0317929339186126,0.0268558980420331,0.0306373024822576,0.0313650736858569,0.0265282552798999,-6.5180091886031e-05,-0.0001144949944897,-0.000615305169630153,-0.000259365418676295,-0.00410298452608814,0.00135887426671603,0.00124255264196868,-0.000556776970886549,0.00195723330209776,-0.00168696193435066,-0.000153608846011798,-0.000472261212538958,0.000209553103686534,-0.00274815083418373,0.00499000906195975,-0.00322219578030982,-0.0028606142889304,-0.00386511131135197,2.56389776728797e-05,-0.000543546893466143,-0.00112601286079309,-0.00302105471943956,0.00325378037273542,-0.00588868461579485,-0.00119419797676586,-0.00028992661568795,-0.00146491522140527,-0.000116950338445994,0.00124842025014632,-0.000216192238311023,-0.000828637221918
"1998-07-01",0.0237844343923924,0.0325933892516091,0.0352785501721837,0.0238896268621645,0.0311689422816563,0.0270026540010558,0.0336925519676031,0.0311634726647478,0.0238579335076226,0.0293221084645618,0.0236365359763585,0.028962591967878,0.0227891096277077,0.0462450653020454,0.04228208185461,0.0561190640433573,0.0284726279184187,0.0321890272065802,0.0300728814929901,0.0279383182307763,0.0310749288195611,0.028320836983868,0.0337230148845031,0.0517458082075293,0.0285080936202508,0.0408405215493284,0.0372884899158709,0.0250435592743762,0.0276859164923545,0.0353656816495294,0.0299421814165088,-0.000624246715106368,0.00114961088971611,0.00046994591005803,0.000621080605360469,-0.00362062061180161,-0.000169320153874812,0.00191124173278,-0.000818813808710183,-0.000667539611971197,0.000528336152447783,-0.000894086618089235,0.000957779396757808,-0.00133109497236878,-0.00311356172987019,0.00287215497160975,-0.00179820051370246,-0.00241843962581499,-0.000605584504363198,0.000669826847171578,-0.000423907002229662,-0.00186895823719015,-0.001648370394239,0.000449996624682582,-0.00128890632137673,-0.00124949186358319,0.000887421575102694,0.0015294489620247,-4.14991739359086e-06,0.000993549771212859,0.0021848956828994,0.00142689120373104
