"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.021154710916178,0.0181513833793126,0.0543073792132392,0.0198116953637689,0.0260323480304416,0.0205190867918207,0.018760280934501,0.0962573804252195,0.0281864912419629,0.0218127934446129,0.0180641641665252,0.0307417495829003,0.103063940123824,0.0206534796752246,0.0581450580430673,0.0167869898896349,0.0250969226727766,0.096263521425151,0.0321568715139271,0.0232722978267078,0.0194962229431963,0.0225637981949867,0.025330510698511,0.0342373655878785,0.0181244478849582,0.0236038545640783,0.036676540828051,0.0169405792196737,0.0214949901974139,0.0322931452204565,-0.000638850208186508,0.000264405566938107,-0.00605350854923296,0.00156965885154005,0.00236349743670919,0.00113694451174077,0.00381644413148515,0.0467903717709682,0.00141299205971527,0.00142487675190674,0.00192400541810393,-0.00548836293819531,0.0409063767125423,0.00331806647134878,0.0292924845919631,0.00295405754603539,0.00823323476070073,0.00230322824589726,0.00330798074917544,0.00426233586030638,0.00229388684326109,-0.00274379978234038,1.09618732159143e-05,-0.00839025130254454,0.0013490638758132,0.00234553843367614,-0.00871001213061507,0.00269135969305301,0.00436312723429541,0.00540527084895066
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0224329680697301,0.0209056801733785,0.0436088295008291,0.0208089603696624,0.0249610065212084,0.0226922106184582,0.0199821848258765,0.100272139105817,0.0229513561773915,0.0235223497557011,0.0193088797147736,0.0254407564156123,0.0931368102602775,0.0182214391206786,0.0657125906417524,0.0177006402701226,0.0223024440627946,0.107967532342121,0.0297748021743449,0.0241819033856988,0.021329014783575,0.0215609886328202,0.0216476754578291,0.0354483387449386,0.0170423712767184,0.025275661685292,0.0375883598203489,0.0228298103959562,0.0214555820367969,0.0299367136594962,0.00465894105747868,0.00114121616517673,-0.00607864810092728,0.00136576522053243,0.00492386921699626,0.00237103151522208,0.0039800956220093,0.0527381674953272,0.00487969308164768,-0.000118337184581055,0.000458680132217271,-0.00225836189435057,0.0202292329556543,0.00386943417193411,0.0322913168671466,0.0045150380263598,0.00527433203081749,-0.013132081325752,0.00805795542091301,0.00142725253612985,-0.000385042891327595,0.00172526192711549,0.00144520555570535,-0.0137177308711676,0.00140626124775684,0.00534106119226567,0.00200759472264755,0.0047726672482158,0.00685629660554024,0.0091053983668785
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0208092159448466,0.025261015642458,0.0583793400290379,0.0217682499099418,0.0229791187335992,0.0228868191220319,0.0197476722298675,0.103865725997388,0.0247484788192047,0.0225712992649793,0.0188263605390542,0.0272118712183187,0.0962996306938777,0.0203644033897645,0.0585745897851831,0.0185269290691933,0.0230757807194541,0.0918921603572761,0.0246342931451229,0.0252769139682833,0.0203646450100448,0.0224323304333005,0.0193178479972484,0.0368312342745017,0.017843410236954,0.0255475846886517,0.0383814683742286,0.0188156192206627,0.0187178542428276,0.0340481369426976,0.00145064203606584,-0.00165917868820025,-0.0166655134298174,0.00114722225737344,0.00401339495577828,0.00313885867781464,0.00407407472358023,0.054636004112728,0.00262664535589696,0.00151256982214491,0.00157317496270126,-0.000357269158525482,0.0316872701690014,0.000762599763370571,0.0151212665680716,0.00120715005995144,0.00718030241186151,-0.0290011935397999,0.00515342935785276,-0.00332421932505604,0.000199864790315944,-0.000306394565570541,0.00267377163188269,-0.011428669296225,0.00217763437944,-0.0012350668227219,-0.00970279729553772,0.00435314393703974,0.00244983338514692,0.0072024079729471
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0204992678634551,0.0214826222714171,0.0609973259775324,0.0208380711234153,0.0303025283031319,0.0187298164232929,0.0198276919959031,0.10754164127475,0.0292921673015844,0.0222426404461496,0.0189045782987918,0.0251965802358164,0.104832271927632,0.019687933557825,0.0567333942621077,0.0165491908679505,0.0217582270427583,0.0945128399597936,0.0257609863575375,0.0215006246459661,0.0183576170616972,0.0240799425570971,0.022665699904124,0.0298348278887412,0.0193384624914398,0.0238996601325386,0.0375709221475036,0.0198523132264936,0.0198479672301787,0.027362187223375,0.00278562316721318,0.00388964336960717,-0.00121474540442764,0.00146090098573579,0.0059953995414091,0.00232157541249448,0.0051879584246403,0.0548211300756021,0.00523605590603169,0.004239142804901,0.00364814538470845,0.00598817995987573,0.0312059164971678,0.00505324681195379,0.0123769893646441,0.0043825657604285,0.00732108158380103,0.00677193078605844,0.00743183550379087,0.00412653550147282,0.00348758195212412,0.00328521516217058,0.00569043942919427,-0.000371106785970804,0.00362026145760114,-0.00154818085674771,-0.0019799451289397,0.00587791372921067,0.00435090769764873,0.00765873936317235
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0188463858320334,0.0232396968104012,0.0541064328697551,0.0251182575767286,0.0267388283989212,0.0212170511840631,0.0194728534875679,0.111701489028553,0.0331759879908958,0.0272733612732066,0.0179813578994056,0.0262738687231532,0.0818522564388014,0.0206950200730745,0.0727750958370799,0.0172366824513589,0.0226289167733322,0.0738562825847842,0.0271410610239486,0.0247444549816434,0.0213935509561754,0.0246055938676083,0.0202172520810192,0.0361558632639977,0.0201250880880871,0.0258948791107279,0.0315265814863161,0.02212548637476,0.021971211608983,0.029909151923617,0.00441084587073968,0.00536907794380121,0.0079630951586561,0.00372613075226079,0.00419313930890619,0.00507202345310678,0.00486852440284261,0.0723348796714651,0.0088164560877322,0.00390118266017161,0.00417917714529952,0.00326507964109481,0.01419617155621,0.0037463533473217,0.0242919866051944,0.00337673899009514,0.0128970375707556,0.00104937595153684,0.0114424590043,0.00126839046637063,0.0019911945642958,0.00360438900257988,0.00693276397527704,-0.00312316034782347,0.00395614004289888,0.00623310032105886,0.00554561099223432,0.0019532973035759,0.00482452832188326,0.000843338708390338
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0188359889087686,0.0229562351694369,0.0552483388405294,0.0172341038002584,0.021527056729,0.0213413704157771,0.0242661196162886,0.0948092607112814,0.0311453312677497,0.0229725237554664,0.0194515478917504,0.0269416135415351,0.0965932504552381,0.0205796211232497,0.0671318969487807,0.0189222243009617,0.0207624067586078,0.0972335122572181,0.0276438076677574,0.0227155674741306,0.020094320950119,0.0278373904417725,0.0216151880018457,0.031037474983244,0.0221001382209872,0.0262717736040226,0.0277003494056066,0.0204500766296267,0.0196111595984457,0.0349703505305441,0.0012445222641104,0.00291791209712081,-0.00723466527426195,0.00135787010245615,0.001969716263376,0.00188618139862728,0.00501657884062647,0.0563631819378148,0.00206486343473065,0.00101419905733206,-0.00010999635890302,0.00213022402631996,0.00799263397841015,0.00120606495332026,0.0331020214311696,0.00132601551160246,0.00209584869045861,0.000244255034156145,0.0027417695315428,9.53268133497048e-05,4.49896221998575e-05,0.00544711236212566,0.00398096949903996,-0.0115635277959902,8.86549897408752e-05,0.000143662874001098,-0.0060446122525138,0.0033056218216079,0.000802506063245429,-0.000227207329070537
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0206825836914517,0.0201764576577957,0.0507163618235455,0.0205811849316517,0.028301238595791,0.0189143341620987,0.0210620675628045,0.10434002336659,0.0228142688588743,0.0213844186881066,0.021103180251325,0.0282022028445751,0.0956894111586926,0.0182090268977971,0.0675243257740678,0.0175747371732911,0.0221073221658343,0.0954581212052558,0.0277271725102014,0.0283682606449277,0.0211348070683404,0.0215878495229093,0.0204354114315283,0.0351832787585286,0.0176017832417507,0.026142645126442,0.0302733066020998,0.0187469994536547,0.0240831418028372,0.0338740770272317,0.012096872933494,0.0146455865518564,0.0285896708807604,0.0094487342322949,0.0105602616526035,0.0132859972072623,0.015143110876864,0.0804215754323578,0.0137051454977621,0.0123613835058613,0.0104477660993733,0.0140977463850115,0.04950553257964,0.00962748857426829,0.0596874838814983,0.0122864736533716,0.0164343490908813,0.0299443944866247,0.0218834297540244,0.0132311321309433,0.0118404024067815,0.0111808677136847,0.0129795735953133,0.008004036021798,0.0104493109264626,0.0198865767601329,0.0183023359231669,0.012663407320112,0.0187723517859668,0.0196175716700757
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0202142032907345,0.020240273149579,0.0515758796112109,0.0203777854898156,0.0228858389718052,0.022156116794364,0.0200525435269436,0.105326040196007,0.0255950209939726,0.0215978400319943,0.0213060644824126,0.0267751573930243,0.080619243099523,0.0175042726215561,0.0676422572089479,0.0193042705430192,0.0237021107133424,0.106217895320904,0.0313822952564784,0.0229493388162235,0.0195061379006875,0.0228050870144308,0.0218247663847899,0.0343233557720509,0.0176038297868305,0.0255540263163742,0.0392790691223297,0.0214259851744875,0.0218645202916076,0.0283887747245542,0.0111503673385267,0.00745087163371659,0.026895952819887,0.0123479394256788,0.0142763458803149,0.0103455388686992,0.0128037657447705,0.053941140889418,0.014748750232595,0.0117903171755747,0.00893367746497372,0.0149401183426133,0.0817799315378746,0.00987784654946129,0.062208823029822,0.00764925705984831,0.0134625295453023,0.0358770746080079,0.0197434846044409,0.0107597478438179,0.0108026342187617,0.0119197998444138,0.00782407609751795,0.00796454089192357,0.00994862763220817,0.0147742529670307,0.0120395262311958,0.0161159339173323,0.0136977994242011,0.0185254254349162
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0194017100974177,0.0244272008731879,0.0464618708148472,0.0205841076226067,0.0310826279099834,0.0260189755121581,0.0197751864716195,0.103543813135015,0.0287530895322223,0.0218479419503482,0.0194940362576888,0.0208579527133607,0.100445852598607,0.0207105305510537,0.0602067808702973,0.0184604755936907,0.023310621135696,0.0923417199110291,0.0278535503868135,0.0247724426929838,0.0211999920798251,0.0240937466219727,0.0247899849509363,0.0299205698611834,0.020625051181731,0.0231327081825778,0.0352328679330185,0.0197546514725791,0.0213208008276306,0.0295791402579191,0.0115648797031544,0.0151040464937021,0.0128096023503093,0.011843873341624,0.0192213034964666,0.0153730273234597,0.0108441270124456,0.0755268131856268,0.00642395760301027,0.012041808959594,0.0115113994794971,0.0116988793558114,0.0769676714944933,0.0126744333697242,0.030948289701649,0.0115765300721372,0.0180201885631186,0.0252370082055137,0.0220977481237993,0.0139257669732935,0.0117180834715962,0.013297136878152,0.0126502282441203,0.0109333967270055,0.0112292816611608,0.0130407295823868,0.0218114199559876,0.012633722048626,0.012811583477612,0.0160542465701752
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0221050750608768,0.0268537864801058,0.0463103632828535,0.0236868196970955,0.0234903428003295,0.0226881979803105,0.0194105390387679,0.106589165156635,0.022039107563427,0.0213374896183035,0.0198252116269322,0.0178927702404368,0.0762945393540692,0.0208829859577275,0.0838289878014077,0.0198316972568934,0.0209286241957142,0.0999429456602566,0.0245843027410418,0.0275044227525498,0.0187391994088458,0.0257801927464835,0.0206497287028358,0.0337931968156813,0.0176512378978917,0.0280300194406202,0.0406145328636249,0.0194796632457389,0.021943293545408,0.0272915610671361,0.0017008793807549,0.00401192776933066,0.0033265825729276,0.00174481673126911,-0.00312671763384851,0.00329531844520832,0.00388388414531618,0.0549417041562722,0.00185547533754396,-0.000497716382942722,0.00428790990032747,0.00135649697048256,-0.00252100792465592,0.00365410154914803,0.0169858645904344,0.00468433336660292,0.00429109824185108,0.00942463417322409,-0.000928065095347533,0.00106948335932667,0.00299814546755446,-0.00718090124726833,0.000311331702487026,0.000563711756034273,0.00307749473341502,0.00105494626236902,0.00037073334000011,0.00364466679125407,0.00512513510147819,0.000535097670958203
