"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent"
"1996-04-01",0.0222406333030836,0.0184493550644612,0.0427063667480738,0.0192149512364472,0.0263737551450848,0.0462756013578375,0.0508014870205286,0.0182669711645307,0.07470358107427,0.0200250618339504,0.0357326738421726,0.0191428468710802,0.0221414223609613,0.0275414753598544,0.0216906377243096,0.0283969286370273,0.019673318630851,0.0221800248470748,0.0205947298295214,0.0253675790357468,0.0217623012744435,0.0271727996352346,0.0296155125697053,0.0294377187653209,0.0251531775437028,0.091431922230325,0.0210121496751514,0.0251094353805105,0.0220854501461597,0.023810100636564,0.0205128461577817,0.0312571206895113,0.0299091642576924,0.0202108999510299,0.00153914272149963,4.4485001990871e-05,0.00446153035114139,0.00309639946863614,0.00567545605587737,-0.00466326615047359,-8.64164332325415e-05,0.00247406365905119,0.00522042891287116,0.00283869640645678,1.94752099590573e-06,0.00284949553940056,0.00180978108279165,0.00337294437859702,0.00212561856578326,0.00478815551588175,0.00140442782135042,0.00463944013568508,0.00174700580083257,0.000502506329100543,0.00209583595036113,0.00152670843936648,-0.00219241687216087,0.00831777269764987,0.000920156109128509,-0.00715353991123845,0.00331970817723616,0.000979143110233949,0.00474137429251691,0.000192416484759758,-0.00148431586248716,0.00601126403728547,0.00240811712712086,0.00403310411756375
"1996-07-01",0.0247356586264557,0.0235475489084358,0.0487375200722294,0.0189268098585671,0.0209898507544477,0.0400740087670337,0.0359666383382505,0.0194666895066196,0.0678769504516208,0.0227954335495223,0.0281756514779696,0.0257064669271317,0.0219684937503415,0.0379697763318308,0.0233925309785624,0.0229490029830349,0.0335875913470402,0.0248087968557651,0.0251754726903937,0.0257910312421492,0.0244528205420765,0.0299610146409628,0.0311471781954581,0.0246868733569815,0.0507632881456558,0.0444243388617463,0.024550618182535,0.025851632019503,0.0252775613663665,0.0218683720026779,0.0210222798457617,0.030872267177834,0.0252184778728165,0.0272613543722223,-0.00677591381763856,-0.00612298593580955,-0.00839081114704228,-0.0039757985606629,-0.0048515577414545,-0.00808863840573123,-0.00295650752101286,-0.003908306702688,0.00110671700349294,-0.00388334253444537,-0.000673963381960336,-0.00501895751981542,-0.00291216975873766,-0.0102943924289605,-0.00349007852697731,-0.00285905219844057,-0.00364009308048816,-0.00272846545808603,-0.00699051291910818,-0.000729336400808951,-0.00606809382562673,-0.00657874207576526,-0.00509431677515308,-0.00447352138903482,-0.0164876841795987,-0.00514801197717402,-0.00349635367565425,-0.00350169977688517,-0.00563178644873586,-0.00432940658165646,-0.00191053532277321,-0.00181904986544441,-0.00124288647975006,-0.00362914425462389
"1996-10-01",0.0252795491800796,0.0230022850558135,0.0339861225073854,0.0211849524609364,0.0253401213792642,0.0388232188957996,0.0431149562070289,0.0224486867219493,0.066232946786027,0.022231870893833,0.03072647890698,0.0235787686221145,0.0220939456939448,0.0272263248225682,0.0295457238491629,0.0245149551516579,0.0219730207581223,0.0264751875004877,0.0258408424018765,0.0269064617227824,0.0246417281488319,0.0267978161972935,0.0320174868149364,0.0284449153993216,0.0251857769232221,0.0669211620707425,0.022203266100473,0.0284622329575241,0.0238148598900289,0.0222501809132511,0.0267285987772247,0.0288318420652268,0.0379394923788261,0.0252342218452832,0.000250637502910479,0.0020698430449978,0.00605307905234224,0.00153309077315017,0.00275505771178941,1.30193295864438e-05,0.000872366296360243,0.00221358797122891,0.00667670509627816,0.00212252542043195,0.00148761454704962,0.00199770682137078,0.00236172281401501,0.00181975697890067,0.000715279696177167,0.00370690445565435,0.00178889744785046,0.00276255934667598,0.00105708818746466,0.000524733745916015,0.00287679337907732,0.00186950561351274,0.0041908518305906,0.00486674488172122,0.0016578122050559,-0.000286379045488204,0.00272709198820385,0.0025688857032238,0.00315717649357621,0.00220788635767977,0.00193715316890594,0.00414923503889115,0.00371956055504551,0.00196569418108649
"1997-01-01",0.0229439793703259,0.0211105212119712,0.0373809669019459,0.0206694114801144,0.0265618707125319,0.0389758408884821,0.0455633011814681,0.0194906543649376,0.0753157823430973,0.0209170342758293,0.0274639360715023,0.0241841387204014,0.0216869264206622,0.0280038622203388,0.0248125014534637,0.0247459656673853,0.0264305297710695,0.0243103061770954,0.0249709048153158,0.0257265494059228,0.0254251340843337,0.025377735875287,0.0320799083542804,0.0308759912272341,0.0314275213722544,0.074966972482393,0.0229838792764451,0.0273432233581286,0.0231250793828012,0.0233292095155372,0.022752586389958,0.0239437992097945,0.0300866634808766,0.0250173125368153,-0.00256377875395246,-0.00114666995594108,0.00251004227897696,-0.000597448864763403,-0.000615469274960195,-0.00487961048185076,-0.00165958597803318,-0.000609611168788265,-0.00254190128299172,-0.00133008528369021,0.00165943944313041,-0.00184305650615171,-0.000726901472269573,-0.00122908089059791,0.000322721556909483,0.00120121812719552,-0.00362424023056657,0.00210277499106395,-0.00171305334621737,-0.000614508720762056,-7.093846092594e-05,-0.000736274237709858,-0.00118821819042711,0.00337021168290632,-0.00301736048866056,-0.00157789683783567,-0.000843841333553001,0.000938438620473092,-0.000655873395880931,-0.00151670764874211,-0.000390402812298014,-0.000425595496986235,0.000257539137106354,-0.00517648354431218
"1997-04-01",0.0248697880544529,0.0209130027230389,0.0340448908011057,0.021079855948815,0.0238933897197213,0.0425109228262072,0.0376615448625739,0.020618982221742,0.0732820854043778,0.0226850366919667,0.0292165848069284,0.0221466789221414,0.0214549219721023,0.033339793697372,0.0252670293237056,0.0269823982930308,0.0238208874393732,0.0258129127164873,0.0245398932576009,0.0286173265814861,0.02361390091559,0.0251572680681845,0.0289227723854817,0.0319295287712679,0.027726324731549,0.0655483603172298,0.0207939402308854,0.0292338546265297,0.0302584564712052,0.022742961672476,0.0228322251087739,0.0303177144096518,0.0319388531793463,0.0262259128475996,0.00117201567899954,0.00115933479255974,0.00125514772308773,0.000958467240611848,0.00134902982109003,0.000353416288556638,0.000201909832231136,0.00173079097051037,0.0032623904092085,0.00127810091388408,0.0034847623302434,0.000630346586444378,0.00125376978707286,0.000953081351889431,0.00320318423982116,0.00254142015101719,0.00019791523293468,0.00230903685921509,0.000488481015628864,0.00159227077271682,0.0024283152100635,0.00256737218719531,0.00222602726114805,0.0069119633033214,0.000810917444917706,0.00352933259931934,0.00136285931837573,0.00231075995912259,0.0012818762216567,0.00133694026650166,0.00238925430035865,0.00362805576892763,0.00486532824416373,0.000948564603865786
"1997-07-01",0.0266982586791565,0.0224405183781478,0.0469539088541803,0.0229244556478933,0.0219005768885223,0.0429208142821042,0.0371785870082349,0.0207584461071138,0.0734928656470838,0.0215434473987827,0.0338193073842213,0.0231344849799648,0.0239560321928633,0.0385384186128443,0.0295938888710442,0.0233434129196765,0.0265687602654538,0.025731688245012,0.0279943849119859,0.022862008203826,0.0251426016441241,0.0266172190441669,0.0289242588691744,0.0270104155627581,0.0351114907320068,0.0394780531573438,0.020359789367757,0.0254768958654011,0.0306871637397962,0.0209218227516609,0.02224764532448,0.0307807427853342,0.0288874096914606,0.0260002259864241,0.00127967120939765,0.00249666502216273,0.00754998243498657,0.00306869295356589,0.00192908716876235,4.57545775095085e-05,0.00559865245036021,0.00185769825461838,0.00774302043213956,0.00201878727996979,0.00294214976716014,0.0020489772660456,0.00216256857418293,0.00185957323383907,0.00282594615844741,0.00427117423875051,-2.86782392140972e-05,0.00378405773757489,0.00207940217103139,0.00186154589667476,0.00262820783769375,0.00369812363294341,0.00407806939612956,0.00554089706103788,0.00291924370555161,0.00442309759416609,0.00298639218471959,0.00313062372085839,0.000745856222308452,0.00283224578507083,0.00169297345784808,0.00503930147445204,0.00442519373818685,0.00130541478089861
"1997-10-01",0.0251228901247345,0.0217723900735577,0.0351313496812378,0.0215556187740112,0.0292515012983248,0.0377265263380647,0.03471493939846,0.0203996740696952,0.0700887392073376,0.0207744015136754,0.034760321787059,0.0219697867197754,0.0227754346156527,0.0273339860263846,0.0314542716650111,0.0272422278931261,0.0263226828679355,0.0331839513366308,0.0242932542066089,0.0263434145541211,0.025008494133633,0.0266633561509942,0.029900950878529,0.032513467314463,0.0261844042321437,0.0482157216791885,0.0294523859450221,0.0259467677594756,0.0268774671431016,0.0238183134612813,0.02255971885361,0.0324285710251707,0.0324165975081994,0.0257964217637838,0.00142134168371804,0.00325459745047403,0.0067290734529465,0.00422376812110003,0.00479589479959226,0.00547694060169577,0.00472930070102744,0.00354053768733748,0.016434230895648,0.00273932545913542,0.00532484126317464,0.00352560835030052,0.00389428826120551,0.00253978043324675,0.00660449585235114,0.00489359534248248,0.00458838328747151,0.00786652354855611,0.00286481415345112,0.00231487222820827,0.00551988221962373,0.00468133327870604,0.00354525217913016,0.00641296232207997,0.00462533300658865,0.00444085170284966,0.0020438972219604,0.00353421419288872,0.00444144548422546,0.00407942988215862,0.00199444697024896,0.009273368253413,0.0063033378829039,0.00538024004793555
"1998-01-01",0.0273464649730648,0.0220168113995374,0.0391001539455246,0.0216545715654883,0.0255073863871979,0.0380114123536423,0.0369654289313255,0.021076214746706,0.0698258809455632,0.0214357712962237,0.0290901428457925,0.0223620537736059,0.0212951275597202,0.0305927597203747,0.0281088383838405,0.0266311267166697,0.0263372967585069,0.0262005640029646,0.0274297986725603,0.026624142063975,0.025496664715635,0.0275190114765565,0.0306889584562582,0.0297463230141771,0.0287009189916606,0.0546498339593944,0.0252348384389811,0.0309556501908697,0.0290093734146423,0.023308793500546,0.0234013527539849,0.0278495210867041,0.032224514285559,0.0236022986727471,-0.00535681677205149,-0.00131047902004423,0.000675334581768463,-0.00101794447862521,-0.0010711273297068,-0.00668049820869447,-0.00252748200070368,-0.000366476650323909,-0.00347596258207033,-0.00139319487336309,-0.00292119806346187,-0.00105329465337203,-0.000652669292059946,-0.00182911227771974,-0.00012214407639753,-0.00034186049703784,-0.00205202739560824,-0.00147430484415626,0.000280404963315326,-0.00229022013692363,-0.00136821243953653,-0.000918731446535148,-0.00112383728511978,-0.000225532272087732,-0.00357044278263398,-0.00578707424434035,-0.00400884262830642,-0.00089052777217357,-0.00262180214136565,-0.00210142935067625,-0.00159507815003177,-0.000495951546084821,-0.00214003283095518,-0.00190522918706925
"1998-04-01",0.0268509667679961,0.0233634701911079,0.0390245381883549,0.0207403858362446,0.0277094041394982,0.0370687410640573,0.03747278965459,0.0209117328825755,0.0645347183484986,0.0223714120716428,0.0298027219503437,0.0226173898452886,0.024644549786491,0.0329503789114856,0.0278273902806735,0.0280030079977219,0.0234699978199473,0.0257682903993385,0.0275919902974715,0.0265044156250638,0.025010134292573,0.0277855069999715,0.0310243319389396,0.0292080060581781,0.0296072743401265,0.0560461616681366,0.0247002715800016,0.0336164850932387,0.0270110991976432,0.0241847692247147,0.0236344374376671,0.0275666058789316,0.0273361865972885,0.024040437634198,-0.00348018616015011,9.40486729549032e-05,0.0034226293461213,-0.000594015142634083,-0.00174334576944249,-0.00286952552921187,-0.000475108580240775,-0.000259911842924183,0.000236515193388313,0.000297084097094876,6.99874855712652e-05,-0.000534124852942326,0.00122273752678561,0.00091574858129164,0.00154704389547015,0.00113983137222851,-0.00100923861470784,0.000997729249216904,6.25014833907709e-05,-0.0019733615688226,0.000130169066541429,-0.000816724074220515,-0.000189618968733067,0.00103265050364151,-0.00143060786679859,-0.00916008739861643,-0.00307693504333288,-0.00162881338323145,-0.00130797276474379,-0.00101559449310502,-0.000875970904102884,0.00187010027521068,-0.000768404086228183,-0.000956297809097367
"1998-07-01",0.0284066744317065,0.0231095160858875,0.0311663314828367,0.0215159376191074,0.0290659841067841,0.0407738318386398,0.0359352703355883,0.0223193853720933,0.070250980945308,0.0226221293246733,0.0300545006802613,0.0216357878003063,0.022513528428771,0.0279229486183601,0.028077065968983,0.0236906108668975,0.026434501267656,0.0242524306910439,0.0242909357384428,0.0254831078755418,0.0279280202267657,0.0258373460146288,0.0266101544688874,0.0293456085601655,0.0277820457869876,0.0515941909610568,0.0268480158438651,0.0314568555306931,0.0327599389091085,0.0237686252775307,0.0225665587382116,0.0335578357998925,0.0323153208528936,0.0281080235504245,-0.00377875913068184,-0.000394917626496733,0.000176710659332709,0.00033513056799674,0.00103974501821469,-0.00258849938078343,-0.00145874076529612,-0.000821750260496358,0.000372417008680924,-7.68224104442219e-05,0.000821624324228591,-0.000738766015444489,-0.000737157172768748,0.000874396773988379,0.00193969349645974,0.000564658080089541,-3.4082783084727e-05,0.000264657359055339,-0.000984696738533692,-0.00116200179156467,0.000471439625303347,-0.000144158346150065,-0.00063096610648331,0.0023894201876608,-0.00028668153521055,-0.00335382987139205,-0.00279730313163443,-0.00130833316738475,0.00170524447800847,-0.00270162416548687,0.000498670907675048,0.00274764023637492,0.00207814031782926,0.001826389082308
