"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent"
"1993-01-01",291.628834355828,0.0251202604371331,0.0338848559635639,0.0124598279207642,0.0330141758898166,0.0376412207009828,0.0516430479201366,0.0138914295517162,0.028224124375121,0.0262319420327542,0.0163349106889251,0.0180886789954363,0.014644400179552,0.0388708855726965,0.0275895687960118,0.0194217629157998,0.026254168010499,0.0341658900707869,0.0169700587897521,0.0130220995851707,0.0324869512813443,0.0177145284653108,0.0424416148703421,0.0276387100983461,0.0158831005201099,0.0213154800074657,0.0217047404475703,0.0248326269361799,0.0314234145481077,0.0210968881168142,0.034321570005957,0.0221807629990104,0.0233948801158352,0.0338617450214882,0.0301662286696837,0.0285102720355161,0.0136791706349974,0.0163386634110373,0.0322323376312534,0.0213030057870116,-0.0020476961787386,0.00149815014429745,0.00243400620292009,0.0149438855831171,0.0144240397689727,-0.00989390035620722,0.00341730891369158,0.00751798183187651,0.000864827655417493,0.00350339505185813,0.00354101854617196,0.00150953271927302,0.0157469368978246,-0.00122461027574342,0.0061368602325626,-0.00415313574976006,0.00615778261993229,0.00700211240066188,0.00197687661281888,0.000451320379740224,0.00637950380262622,-0.00224003617009294,0.000420790099625081,0.00630764049147643,0.00551172275810217,0.00812256924507004,-0.00708556181325595,0.00889414287120584,-0.000522158231712526,-0.000867173272538152,0.00404687672616292,-0.000547659067385945,-0.00731587354595923,-0.00480068267971935,0.00152546750768609,0.0029607551322746,0.00363144393371108,0.00670214069667456,0.00322838700181556
"1993-04-01",284.365296803653,0.0221677690168077,0.0315607145358568,0.0134394401130804,0.02861937899524,0.0458122044964329,0.0375531682403754,0.0141672855303924,0.0316822689396604,0.0274999914586849,0.0207765780301587,0.0198592478926298,0.0130788197372727,0.0434499785779232,0.028701028216401,0.0216133557185362,0.0266984759339246,0.0310181179935244,0.0173846942782983,0.0120045261115062,0.0254589066543433,0.0210617262842885,0.0430436553922445,0.0329406511894555,0.0132417646745144,0.0227323030773607,0.0237447157133569,0.0250712188267063,0.0305055362273527,0.0190209107778863,0.0340566505506369,0.0206595126367487,0.0240011348915383,0.0340057382345345,0.0314129589500957,0.0280668071846338,0.0124928694608605,0.0168087549062527,0.0326393001485242,0.0219478404019598,0.000391437111924705,-0.000609716849149133,4.44214795273762e-05,0.0070128279101173,0.00420668940678426,-0.00832696224535014,-0.000382846469462719,-0.00382507362380509,-0.000580082291706062,0.00431737837498198,0.00127762354742525,-0.000317106948397172,0.0192944033740634,-0.00260086415359907,0.00186029120490362,-0.000866984913236387,-0.00248744808238373,0.00434070038567577,0.00117839869238328,0.000461395600330059,0.0044591019042689,-0.00871759628142684,-0.0140010691013904,0.00249413735066957,0.00320700113572386,0.00589321545034816,-0.00304116403321874,0.00775192284972433,-0.000692591146338874,-0.00425615824188624,0.00496110926270633,0.000875697635109677,-0.0108401925893985,0.0010670456355289,-0.000239214683065241,0.000108338623960472,0.00268114361617315,-0.000704507664484178,-0.000955383576049944
"1993-07-01",287.547134935305,0.0231757934415231,0.0328617504866467,0.013424618165504,0.0286433301520364,0.039096225689255,0.0490379743694185,0.0134016230389903,0.0338998822562777,0.0265500066681136,0.0174234870683766,0.0170082487968381,0.0138103808405548,0.0372416184101018,0.0324112602272012,0.0237926658109802,0.0258348280797755,0.0359242819159232,0.0179407483797811,0.0133281287506918,0.0293141007111764,0.0200734710564171,0.0345699791021599,0.028086930482862,0.015181000293068,0.0220922194057892,0.0229951810230796,0.0223702536059665,0.0319199434352315,0.0184265122391981,0.0434177278719391,0.0217694214523016,0.0322061086297422,0.0251947095624757,0.0344789651036522,0.0233944034101832,0.0126808531476239,0.0164183531170877,0.028096855707453,0.0225061580946032,0.000596898190172369,0.00460826741475909,0.00209895181588506,0.00688023997319901,0.00993911844458781,-0.00600153922723264,0.00172572076589419,0.0098406049480521,6.72315543649458e-05,0.00352027755782383,0.00368029518405998,0.00136432996570426,0.0150695529374625,0.00288142266278761,0.00349552027536972,0.00274776699182192,0.00491833838996333,0.00636941229095765,0.00259916255603345,0.00343047490428518,0.00691531409262766,-0.00241020479991846,-0.00264174211994871,0.00389681293868581,0.00323469358460976,0.00886261216956754,-0.00060189503806358,0.010967432388452,0.00158848782059705,0.0016343323589812,0.00559547080314572,0.0013676159059869,-0.00115674108233681,0.00292303801657317,0.00129673043113778,0.00241554058395024,0.00150907273409106,0.00371756734720279,0.000736996098451007
"1993-10-01",305.452574525745,0.0219632229033454,0.0338775379874962,0.0128508500709706,0.0299747991816905,0.0438141042651323,0.0499247835920584,0.013350159456472,0.0305072884197445,0.0309535599870509,0.01611414785073,0.015824878075841,0.013398708695027,0.031301334675529,0.0263491159319153,0.0209780867165409,0.0231777219799027,0.0339779813689107,0.0196932213090096,0.0126084315285923,0.0306445130596398,0.0229196614519164,0.0338513748863568,0.0273671620310876,0.0143517739152534,0.022645996081101,0.0203005773504772,0.0202377618400887,0.0333613910991076,0.018547994628366,0.0382323470265631,0.023619644132277,0.0463302592584309,0.0210922930358851,0.0260506598699011,0.0264373991879064,0.0130471125213848,0.0213322959970216,0.0364199882153011,0.0225698604159749,0.00414799954483921,0.00539116783671909,0.00304967525538387,0.0148200739603713,0.018680306262359,-0.00330427198740899,0.0044889928856464,0.0110359904495639,0.00150272666866927,0.0060148391746505,0.00464990577205254,0.0038594358564053,0.0153258957514183,0.00645657172470993,0.00666449007607813,0.00393722294722629,0.00982613082896776,0.0134582540192683,0.00420651725751739,0.00362479602277963,0.0101459366825017,0.00253832744108397,0.00202285084464458,0.00725400245671896,0.00556228428001683,0.00615608781712685,0.00292478460332564,0.014703093174158,0.0027545971729139,0.00497538236203251,0.00788262236628773,0.00985806235518146,-0.000546742213546542,0.00382805284853181,0.00437429643277821,0.00461172465827147,0.00661079713288416,0.0114634558726244,0.00149290204539571
"1994-01-01",279.795731707317,0.0230661764999593,0.0328551644303114,0.0129436677409447,0.031060476147463,0.0472340452577571,0.0489118668013839,0.0131437838329933,0.0311651730684347,0.0243943282094805,0.019261691968095,0.0171083203684348,0.0137904697970219,0.03380848202301,0.0291791665920069,0.022263897275822,0.0425690891712209,0.0357979953493705,0.0152486362178854,0.0143359135590812,0.0272220747982583,0.0221279271065573,0.036256513981929,0.0262827500417334,0.0150234359676657,0.0229612627577964,0.0292675403412437,0.0175156483683841,0.0312464758671478,0.0172234506848023,0.0383608023024937,0.0210527632334983,0.026194482280755,0.0270117016851732,0.0265475760019725,0.0221598488844746,0.0118372400325711,0.0194941191774385,0.0329100199746277,0.0211660222008009,0.00192743715210437,0.00360428095081736,0.00228940113321409,0.0159033519311657,0.0158984549155473,-0.00741771816055161,0.00444766610928448,0.00824663368482063,0.00184007659736091,0.00630980946626601,0.00380505430686642,0.00311308244033395,0.0159108852226386,0.00172234198701741,0.00597276692505831,0.00771843886944311,0.00478773386060702,0.0077194164481611,0.00354703793085301,0.0035083835979827,0.0101306651697051,-0.00049957763324567,0.00270773455017323,0.00616395588306765,0.00422763458281518,0.00789446011501106,0.00157048867330422,0.013314545520358,0.00234799915511779,0.00203013677157493,0.00952263722976568,0.00272368223224695,-0.0053664379117383,0.00320796794032742,0.00318856608386421,0.00290365374289823,0.00511895565229063,0.00787900691040483,-0.00079589351672479
"1994-04-01",298.204188481675,0.0202035854301821,0.030504553122917,0.0130883094701339,0.0289113410388034,0.0458578319039541,0.0383468870323035,0.0126447642558032,0.0380279656463091,0.0238048304195219,0.021569691097118,0.0175601101568747,0.013228716281218,0.0410635036314518,0.0291831836005274,0.0279999346995001,0.0472645752335714,0.0317845796293234,0.0159934817362715,0.0117256465890571,0.0305378679358409,0.0205742159841117,0.0284403810616048,0.0277272085872254,0.0168168507490241,0.0209655963246632,0.0328423752400596,0.019433801013038,0.035313027868276,0.0189445072584063,0.026895806612875,0.0318353273642801,0.0227152460892816,0.0184071102506482,0.0345495437631537,0.025370992593459,0.0126199886584764,0.0172434148085671,0.033697801921678,0.0163054449404893,0.00221852863509834,0.00808839458017219,0.00220468800508975,0.010492422930259,0.0162440863887931,-0.00979696795167833,0.00385979487704286,0.0165564164817648,0.00327277726503722,0.00675448344383352,0.00777061086082472,0.0029306136705465,0.0185617020336148,0.00509932627376211,0.00791987991663137,0.0109232318021461,0.00897274864075995,0.00839455508758986,0.00309287009475689,0.0049370032924656,0.0105000890236833,0.00181394688148439,0.000492037984427783,0.00735466658200515,0.0051799821493001,0.00984979903250878,0.00407451560009617,0.020822975302916,0.000341675034651392,0.00536102386192668,0.0158474171204162,0.00677275925391785,0.00120795075968052,0.0119740142629547,0.0076402610164084,0.00471316072646948,0.00441439403089265,0.00820029239958413,0.00265819245191771
"1994-07-01",283.186893203883,0.0207820114498755,0.0333070151033991,0.0141154160048309,0.0341581841931533,0.0474574412327916,0.0424042215324671,0.0136116813244736,0.0349283127335508,0.0222400020624016,0.0204953629161989,0.0169514877655587,0.0138172906548047,0.0397383858692719,0.0275088560125258,0.0225001490129664,0.0442261212914266,0.0322498409369414,0.0175720510461549,0.0130248048417057,0.0278278302166451,0.019552548731905,0.0323436862328427,0.0267349985023167,0.0153576262230151,0.0231429516924403,0.0317129304444508,0.0203771482311023,0.0331424686468056,0.0175343957832971,0.0339998985121658,0.0247102546083285,0.0294935334579891,0.0237989917068571,0.0330091747752763,0.0217270484614551,0.0132460387979936,0.0149789820569135,0.0275506141177605,0.0186702428159412,0.00501963980250907,0.00616115461372169,0.0038685360218591,0.0148589568252322,0.0171097521357171,0.00096603404743971,0.00419483299582197,0.0158881488125321,0.0026698202992969,0.0071661405633131,0.00599864883177306,0.00376225781183387,0.0171999981946396,0.00429388537790984,0.00520178670115884,0.0124381185314947,0.00671994993947314,0.00680176231477639,0.00437767794935073,0.00410541530474032,0.00937456905685204,0.00482720828196415,7.50854350490056e-05,0.00539617954428803,0.00590781423425022,0.00492107043215679,0.0041843254777824,0.0144462692249588,0.00369592268451523,0.00316633849373731,0.00317840242528805,0.00722379883963557,-0.000258976949907948,0.00785391250602828,0.00332068593757214,0.00432167013334574,0.00465492654478522,0.00755258040251874,0.00326811172888146
"1994-10-01",279.700748129676,0.0212606296934124,0.0337781599261856,0.0130491047918095,0.0291538424254075,0.0469814200805589,0.0398637773702175,0.0134725645350573,0.0337569571046961,0.023782556730327,0.0191511286524278,0.0171184835533654,0.013097269671293,0.0435177875734219,0.0282112875841682,0.0210951251432427,0.0320843426112428,0.0337258804723196,0.0184595122257524,0.0132093615105052,0.0258572393998751,0.022284240040744,0.0348241035107942,0.0318130132245149,0.0151198663408354,0.0217196364802654,0.0342567226938689,0.0161125228845763,0.0304168273077539,0.0216778566722483,0.0334487400618799,0.0289738750538815,0.036796302417553,0.0265618941310959,0.0265224365611857,0.0220085731708021,0.0122894793465477,0.0179493857474086,0.0305017800187509,0.0160963132800076,0.0012652042812108,0.00378018942625387,0.00261394052774831,0.0130289110871578,0.0144264082034347,0.00280628444493357,0.00234233111677063,0.0102206587359582,-0.000955828800334772,0.0050659246767784,0.0041744542683383,0.00173715531468495,0.0161557742062176,-0.00160579704566886,0.00509301957220832,0.0042769998277775,0.00348099400493916,0.00783277920564829,0.0025012267142081,0.00227786479847767,0.00646030355083484,0.0033096165893822,-0.00822691026824516,0.00464950578013345,0.00148488662943406,0.00156421277830857,0.00266252369272613,0.0121428938476396,2.37012995657152e-05,0.00212786566101782,0.00344834531915494,0.00674830541400749,-0.00805918820880567,0.00448414021128802,-0.000367977430362027,0.00279599454483272,0.00305837210118227,0.00612004301850649,0.000545210212111381
"1995-01-01",292.047619047619,0.0236746474724367,0.0342090115354195,0.0127466196921407,0.034741708965245,0.0452113562141071,0.0342034456354833,0.0126064718498321,0.0302831160813078,0.0235338963144074,0.0151925843622152,0.018858808639252,0.0122473012765626,0.0413129962872648,0.0287522289450578,0.0177574745890266,0.0359212040486599,0.0330528685151543,0.0179652583344039,0.0135401178028314,0.0284672646086893,0.0212122370243651,0.031397320916482,0.0293618013417693,0.0145496752406204,0.0185190148359291,0.029305904832773,0.0176851391968304,0.0302690111527466,0.0271191612612318,0.0343516268928439,0.0326725922675989,0.0358025469198639,0.0260282316876532,0.0302281805754104,0.0268202074753713,0.0122481190140115,0.0143178244682995,0.0319299777844773,0.0219030459422252,-0.00308199221288369,-0.00412700597653727,0.00133027088932099,0.00469647557094811,0.0147015513715653,-0.00684079400684509,0.00011769648004851,0.00481376462255216,-0.00331194590661721,0.00188689664933445,-0.00180881990197156,0.000469932447668802,0.0140864814793336,-0.000275365995852651,-0.00107623259320814,0.00651271437650763,-0.000616426637464307,0.0050149072090889,0.00081182241272464,-0.00138693200848558,0.00257392381534766,-0.00113259713185293,-0.0073876397458561,0.00229110717747385,0.00225076003016419,-0.0016768645791851,0.000941949316425133,0.00661265128525519,-0.00533549047334216,-0.00464493187320857,0.00660726593771055,-0.00670183445997641,-0.00555637497162283,-0.00107875074437139,-0.00446057332779635,0.00118113687078765,0.00128973314033036,0.00288667015296909,-0.00363037670364628
"1995-04-01",299.375,0.0212506075772547,0.0323297513485031,0.012185106548231,0.0383507107076747,0.0480577418407501,0.0309716017260019,0.0143431280927126,0.031653772830669,0.0254263636046705,0.0131803462819693,0.0184872251347167,0.013096409785689,0.0399444539856669,0.0244237110534259,0.0186663257521201,0.0295216564645598,0.0352964745239192,0.0210048434582918,0.0120656943907363,0.0282926579849114,0.0308209973921494,0.0322625276554543,0.0288737364385389,0.017682258509337,0.0184037189125936,0.0243293210262364,0.0228742804131074,0.0296819651370645,0.0187651385910103,0.0323953025885075,0.0252718731672757,0.0322493909885286,0.0336749559118441,0.0389145933326061,0.0238531726235273,0.0131286895511369,0.0162078618364783,0.0351425862394067,0.0169190465927229,-0.00227334806963708,-0.00241135992667269,-0.000750668277575517,0.0107862899132208,0.0017008539533896,-0.0137696031993965,-0.000678596147147687,0.00722098414142387,-0.0066124301092989,0.000123602159527212,0.000229729166843006,-0.0014236455372771,0.00684456817800828,-0.00279784998498708,-0.00177469249818413,-0.000298691574912535,0.00258632970119886,0.00288980453862204,0.000313784311189354,-0.00282773276118116,0.0128744382564249,-0.0117353268586183,-0.00886927169622072,0.00107659174439539,-0.000636660488717583,0.00084471666336942,-0.0010226669362612,0.00657645601577132,-0.00149408753952912,-0.0104963464407977,-0.00119719207226833,-0.00814472999061478,-0.00722445334430278,-0.00188758086071442,-0.00563673080693395,0.00116888616469787,-0.0012457448422299,0.00496831226481931,-0.0012600235828978
