"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent"
"1993-01-01",291.628834355828,0.0643207282510354,0.0313682508343559,0.0320652578834914,0.0535766979471854,0.036519101694077,0.0643149874559815,0.0683962206586061,0.05841508389184,0.0550861334199099,0.10605033402715,0.0349473679472617,0.0796893090425859,0.0443631932347978,0.0638992675599706,0.0705969498747667,0.0684008943641638,0.0679902219128206,0.0142825957736269,0.00633985966370918,0.00476876171359038,0.0069599939484867,0.00845179037487208,0.0233366912542324,0.0203925971825114,0.0120327029685808,-0.0063685049953787,-0.0125592092218249,0.0140129610110354,0.00798434053489686,0.00405632773405826,-0.00986870726181043,-0.0107537314872164,0.000764503777684751,0.024326015515399
"1993-04-01",284.365296803653,0.0609215432461347,0.0315335194566949,0.0291513255517407,0.0619923231073097,0.0424000057106665,0.0700510531287718,0.0808612599004401,0.0647300058784389,0.051088264773454,0.0901272667343486,0.0324014502757195,0.0700225730118271,0.0428581034210979,0.0611199068639873,0.0734310065146889,0.073533707142095,0.0637766852825842,0.000969909004337683,-0.000361585593964003,-0.000428714679504958,0.0023394911496744,0.00669016012228615,0.0239535839296693,0.0130280530952311,-0.00281464397993995,-0.0017366172634983,-0.0145175977775473,0.00699378365823205,0.00247353071814268,0.00196164353113656,-0.00151653300003697,-0.0155264871697751,-0.0192972401667406,0.0122285820802792
"1993-07-01",287.547134935305,0.0609685450918084,0.0315751546536719,0.0293668688410757,0.057186982237713,0.0415144615033937,0.0617319941350898,0.0705593620499509,0.0712595536123562,0.0531656922919798,0.105469332243338,0.034010845983593,0.0757082817271749,0.0394050821531552,0.07175078064142,0.0582797746760567,0.0724954048805695,0.0655518832776534,0.0103470408466552,0.00434128550201274,0.00440046234291571,0.00309447331482384,0.00789706584140414,0.0233096781569576,0.0167455613395938,0.0179049557376867,0.0037329018320213,-0.00470015437427398,0.00904145229743027,0.0110603360463761,0.004781605901921,0.002478320495666,-0.000814218945315599,-0.00310528260623291,0.0191676981001014
"1993-10-01",305.452574525745,0.0721819419675919,0.0314291395036559,0.0289099572536197,0.0652909818194546,0.0372810938311037,0.0555954171059224,0.0720465389483364,0.0648138669957314,0.047999589805012,0.101182183489489,0.0348550356188728,0.0786522960294417,0.0404742403038977,0.0784008145558663,0.052141137374105,0.0716534794204326,0.0670922859774671,0.0212895944001986,0.00914876550174809,0.00937439028249454,0.00944740817530845,0.0120396008237364,0.0228492191912569,0.0265245257215433,0.0229729418817778,0.00794623079882138,0.00242939214052292,0.0199416807011188,0.0147470918250887,0.00849769352289701,0.0142731553184408,0.00171664700369324,0.0103123731295719,0.0329385282219295
"1994-01-01",279.795731707317,0.0614837567334794,0.0327250981108131,0.0297941704160601,0.0532314391516673,0.0421979277387083,0.0636390207839313,0.0818426393160364,0.0674296589676373,0.0648911253560986,0.100924927882124,0.0338196261372354,0.0749479141533578,0.0400897284808461,0.0586812384104022,0.0589038952919991,0.0689562906820498,0.0664415423875532,0.0171910949190522,0.00768196408451312,0.00706634542216472,0.00528151617257802,0.012330217072695,0.0239318215442783,0.026681003666184,0.0170646037783915,0.0079262754157902,-0.00669696435092992,0.0145395520604458,0.0104784143286931,0.00817889583102453,0.00670740905376821,-0.00547167324003254,0.00655198051613506,0.0296822602454558
"1994-04-01",298.204188481675,0.0728187467298237,0.0307801367110072,0.0303844527473799,0.0497374514278954,0.0479969810749955,0.0754922314909802,0.0825127799202751,0.0704326380227108,0.0704684437804245,0.0792032372267171,0.0355079816458166,0.0716591129346905,0.0425420893464043,0.0612597049843388,0.0477593825644153,0.0659338607455419,0.0655107686465833,0.0221654697184151,0.00801890895324674,0.00928609905432807,0.0103066545990726,0.0164327655372315,0.0242501167229203,0.0281959174648392,0.0266008821976981,0.01238173169074,-0.00645181677719888,0.0157893284206874,0.0200416994160025,0.0103276715808775,0.0199944925385223,0.00759809054374885,0.00716496172395828,0.0356133464186619
"1994-07-01",283.186893203883,0.0615537421222927,0.0343620423720096,0.030245738925482,0.0503354532359714,0.0435776870779733,0.0718814448694924,0.0855742359614566,0.0650035734333042,0.065636458009559,0.0929982860750058,0.0354501292803778,0.0737944062719966,0.0384559297412569,0.0650350446655031,0.0549094092819435,0.0617212734682915,0.0694651452080836,0.0157031258282891,0.0106428161977841,0.00927305166794853,0.00858005819937546,0.0135475055925705,0.0204804286230394,0.027542398841012,0.0265350530124774,0.0156956775508496,0.00775874103272784,0.013394404887693,0.0145676769206553,0.0100817902992412,0.0158523487215646,0.00305669118467412,0.00526818910149328,0.0279324538468993
"1994-10-01",279.700748129676,0.0634947034427416,0.031779374951749,0.0286513141542327,0.049949697775536,0.0423836705836002,0.0803095105153694,0.0821327863815597,0.0678643446475388,0.0550579230818942,0.0919105683296662,0.0353069246039762,0.0729498304506332,0.0434970259366888,0.0656641455901909,0.0589181385750413,0.0661112104900059,0.0640188304895759,0.0135114562752853,0.00615804574999591,0.00517983354780128,0.000943809482982604,0.0098887575740622,0.0159459248423142,0.02228440232385,0.0152055549348421,0.00440760375782757,0.00970946841998243,0.0108152233438997,0.00832948886128386,0.00281843103715283,0.0103625942296175,-0.0101840626005333,-0.00593988191541721,0.0260536894445086
"1995-01-01",292.047619047619,0.0670374949991441,0.0308764054820927,0.0279211521436265,0.0505969163967598,0.0361063406574682,0.07054636189858,0.0834960073575562,0.0616535388175046,0.0602774887363464,0.0770084232183568,0.0346647033725292,0.0779061696755776,0.0508313063043423,0.0701248538060739,0.0637522563258804,0.0661187754384629,0.0710818053696985,0.00344418277600861,0.00212966704436712,0.000698584935206168,-0.00470123100347298,0.00428352486361718,0.0109734538815068,0.0208508827466906,0.00864515622750497,0.000166432587058387,-0.00731824615794369,0.00879942990785672,-0.00694659965054696,-0.00804809527238185,-0.00739284478294725,-0.0124704303662737,-0.00874627535776273,0.0125791696063456
"1995-04-01",299.375,0.0718524605645866,0.0311705634752533,0.0290516575480033,0.0461232359582566,0.0322781374700516,0.0644799450648037,0.0828100689474492,0.0702661485740263,0.0543101133343831,0.0736038773498334,0.0375999668937704,0.0742301587847722,0.0421343177463751,0.076122312871675,0.0708733478642568,0.0692816626875913,0.0738120248649121,0.00469364143005271,-0.00082854620594889,-0.00231528073405421,-0.00164795033997503,-0.0009733310840755,0.00746219643361776,0.00107418630550923,0.0172159324745184,-0.00480141108621605,-0.0297916242806535,0.0048568418734939,0.000969246705244483,-0.00303618284032589,-0.00880829457120335,-0.023610958225187,-0.0159753856164332,0.0192528333881603
"1995-07-01",271.666666666667,0.0646032933161171,0.0355610643245818,0.0300004536374533,0.0509020615886898,0.0340362311242922,0.0624160614250726,0.0834650888010985,0.0645171462865428,0.0668739315136047,0.0709855802398082,0.038419493008277,0.0713821002810037,0.0496804483614223,0.0765525393659322,0.0554909956280191,0.063379656791947,0.0817338543061376,0.0192059113784987,0.0073075402945971,0.00709969659219878,0.00754029253337179,0.00780613710856832,0.0228652103983792,0.0227353140878888,0.024121467513139,0.0055592854016922,0.0084867435929692,0.00885843413678144,0.0178626371432453,0.00959914873244198,0.0166786612831618,-0.00158376169749434,0.00741623945286413,0.0233089553962969
"1995-10-01",280.120401337793,0.0595042114713728,0.0318862505187801,0.030214245265241,0.0529148344807168,0.0357592005583449,0.0658931024075971,0.0792886074428524,0.0654329148825102,0.055550545314473,0.0879579072675706,0.0338291198017907,0.0821611481256259,0.0456794147814974,0.0614277097418308,0.0770476072014451,0.0688385866093329,0.0666145941290181,0.0102170787521522,0.000326894004880352,0.00130997573144123,-0.000462567220549592,0.00106004796529941,0.00739725324335675,0.00309115806567972,0.0147913093096319,-0.0071354525960451,-0.00850426267769603,0.00270973502813952,0.00405436121599227,-0.000281246846911368,0.000554215082735219,-0.0231742211539876,-0.00768061533332717,0.00651005286133672
"1996-01-01",310.542750929368,0.0678647292184623,0.0318547679133767,0.0299166898615144,0.0570795811077929,0.036736216011607,0.059507130906493,0.0741108288158108,0.0698043412915122,0.0555063749929687,0.100207561372067,0.0364590567885684,0.0756794779563123,0.0411920039326454,0.0620441058479824,0.0656760196497748,0.0648840551650944,0.0714770591680167,0.0165479902050361,0.0031100868988268,0.00213771559394932,0.00330927127203762,0.00399516843191606,0.0149921314370222,0.0119741863221038,0.0207766496029665,-0.00297645433670228,-0.00614593380155501,0.00838533383628079,0.00826330104605857,0.000932725662956365,0.000426439032580183,-0.00547177686646898,0.000100368612217534,0.019091500146518
"1996-04-01",262.846473029046,0.0664619751863188,0.0320646630166907,0.0326791870159658,0.0485089886918131,0.043278445860571,0.0741717413638959,0.0877563433704464,0.064523078696114,0.0538226186238104,0.0881092223830174,0.0428677494964486,0.0636026154025618,0.0441607474094433,0.0608103497197971,0.0534523515103251,0.0610703352163726,0.0826595870364081,0.0221970335108082,0.00995170715045234,0.0104470545504098,0.0086303104956068,0.0146135529417127,0.0340370792161731,0.0355100781237797,0.0176572741369405,0.0124634616783295,0.00848320465505608,0.0218645212176176,0.0114639481107149,0.00831648054720819,0.0240749809210472,0.0107771548594517,0.00718515726225035,0.0380063214004501
"1996-07-01",282.194366197183,0.0553818960321042,0.0340288386757638,0.0320424631390806,0.0603615719527922,0.0368956829717616,0.0581978210326643,0.086904267924364,0.0600676626971064,0.068030560512563,0.0937607266971046,0.0403976450298761,0.0777370885466287,0.0407319061310029,0.0574800866634987,0.0566607095926859,0.0620795768382487,0.0792414955627544,0.010410717818299,0.00577085756209653,0.00548493647203719,0.00390028155312622,0.0052862503265121,0.0167287574371385,0.0223899873313614,0.0186112592060315,0.00103431516812129,-0.000134899623629444,0.0111312086177743,0.00922589924634979,0.00564030937734865,0.0100274183981666,-0.00250020731110039,0.00186529866218779,0.0175502505539391
"1996-10-01",279.335697399527,0.0670871442972804,0.0312623895705927,0.030684463545706,0.0535460883915844,0.0419209321032474,0.0617397449389624,0.0891647772265503,0.0648199124571734,0.055089091762404,0.0829303155552759,0.041355324406596,0.0738346028658961,0.0382259605857311,0.0618369225905416,0.0578883313152606,0.0678546005620147,0.0807593978251829,0.0275029351408957,0.00642937627549105,0.00697261629623217,0.0106823657788522,0.0105442573481595,0.0227143429293978,0.0400285410168801,0.0254045855070656,0.00445862555634964,-0.00131268671557794,0.0146373951577631,0.0153370295907965,0.00293330377162114,0.011638113611725,0.00154006795865067,0.00473817154105792,0.0316724069393789
"1997-01-01",309.764018691589,0.0597661294715095,0.0318922305952992,0.0317755973663371,0.0598401091626794,0.0395106449010625,0.0606139758458862,0.0783729270358188,0.0759803135661508,0.0585931814784246,0.0854280711273981,0.0366242475548793,0.0869073514920287,0.0373026571220539,0.0519851879046071,0.0627680792070721,0.06853062589636,0.0741086702724328,0.0174887553475798,0.00840617359712976,0.00925785028550266,0.0132746524904502,0.0105907185789996,0.0263692328360016,0.0262033302694536,0.0275305056643767,0.00916716901531662,-0.0102334681998532,0.0168157988275864,0.0169383619304377,0.00735895467305223,0.00848551791071268,0.00172238428185544,0.00740613772652301,0.034819864392091
"1997-04-01",303.113402061856,0.0602765025481672,0.0315793469702632,0.0308348993910991,0.0560798180734232,0.0378378656827212,0.0646964639480307,0.0787130879982398,0.0694837930747919,0.0564598604858304,0.0865771462928606,0.0363412713232067,0.0730355456477187,0.039493951559919,0.0672551641065188,0.0667973016352081,0.0719214760200076,0.0726165052419939,0.0226774800013851,0.00921784042689628,0.00850755121605333,0.0182456013290597,0.0105526973407964,0.0275213386800051,0.0376348821159678,0.0300855653962424,0.011127100113473,-0.000554496940712497,0.0201911264322995,0.0206917976677881,0.0144152109711658,0.0180778229207405,0.00510586529117865,0.00606483554669601,0.0311420888027926
"1997-07-01",301.314754098361,0.0636212010586621,0.031582402432808,0.031849909596359,0.054947750317779,0.0415899158691621,0.0659529259572357,0.0895106924508201,0.0628077290577484,0.0628608136202944,0.0743940325015902,0.0411267897961479,0.0774405855553786,0.0433572054582405,0.0645995627345576,0.0515863911401018,0.0592666901101651,0.0835054023429494,0.0156050672608636,0.00799197491761959,0.00847950338988145,0.013790824900464,0.013732641134684,0.0295384737715829,0.0296312797452353,0.0214690803200192,0.00965165876361036,0.000128470007439228,0.0179552819255903,0.0155606233670791,0.0040124080972716,0.00306904865133749,0.00459165021820617,-0.00445607058555988,0.0356319583634247
"1997-10-01",304.211240310078,0.0603514520486507,0.0294797624732597,0.0296725218832573,0.0511431540130857,0.035515848163266,0.0584350270386633,0.0731297766536855,0.0631187228716342,0.0603562540491353,0.0937112659325501,0.0355491551140258,0.0763410949239732,0.0549248298688131,0.0985371720846835,0.0510487951750126,0.0623030545695164,0.0663821131367877,0.00802895732862904,-0.00266240368706007,-0.00164956286615695,0.00247634542862551,0.000855225506281282,0.0067601221557678,-0.00310659856299571,0.0117981579765111,-0.0137196447333211,-0.0242155157420998,0.00623246612516808,-0.00378418279443796,-0.0124498638901692,-0.0396805245760127,-0.00924813018795722,-0.011242422763816,0.00969697079220876
"1998-01-01",318.860169491525,0.0622310002319213,0.030864560508645,0.0316387994655349,0.0533941166194715,0.0381880013293228,0.0546878272366991,0.0650921641936074,0.0706118121168639,0.0574559489656194,0.0917736594629746,0.0362073545937849,0.08071786181713,0.0510811813822715,0.0807678371560595,0.0622115692356684,0.0652353032117948,0.0678410024726308,0.0131452344465052,0.00276482021779501,0.00352481915154238,0.0045331331994751,0.00414483758276297,0.0112841057475638,0.0163327501941467,0.0190464246554454,-0.00674337174503103,-0.0112203138994133,0.0130775962983111,0.00417180258443487,-0.00704017650118868,-0.019226281273055,-0.00165564633960081,-0.00246498347082293,0.0247731365186584
"1998-04-01",292.219827586207,0.0704466554451564,0.0304173643365576,0.031028467540335,0.0516860902472194,0.0363218531969736,0.054381235833228,0.0657222436228613,0.0625426640658598,0.0553712246341905,0.106193156724246,0.0334781631498401,0.0818493494119973,0.0490849185871814,0.0827740500631332,0.0519484479145663,0.0701706467385734,0.066583468488081,0.00161063686582798,-0.0044072870436877,-0.00466671944824348,-0.00222483993581071,-0.00330807572528338,0.00096150640799682,-0.00115758508587472,0.00640808308482387,-0.0120668168168432,-0.026470495033537,0.000455302764135357,0.00166636861205559,-0.011363336064169,-0.0276119537834176,-0.0109691631069836,-0.0166747113795801,0.00614663372037825
"1998-07-01",299.062626262626,0.0589060259497094,0.0313357503740242,0.0304281644171046,0.0471556852537607,0.0346794389249313,0.0603069414460298,0.070509539674332,0.0593533170181987,0.0679908989210005,0.103258209598009,0.0357996240497278,0.080070131788459,0.0593754383553841,0.0880484148803434,0.0510550527404654,0.0601860045785607,0.0615413620299589,-0.00537171529623645,-0.00792067365508673,-0.00746134351073974,-0.00375174792248373,-0.00758588769863738,-0.00808165740303735,-0.0182628653472245,0.00856681402024422,-0.0344538696418744,-0.0438173156424698,-0.00197036192701435,-0.0115898766687836,-0.0280865091651508,-0.0458775675838336,-0.0156466626587255,-0.0193657101947682,-0.00171320717491165
"1998-10-01",286.085889570552,0.0616674100403894,0.031953425229798,0.032024882574571,0.0470152953602738,0.0344580509992101,0.0577403172520314,0.0739270240653607,0.0609019215700991,0.0667552984941696,0.0968384236332011,0.0346963371478126,0.0741567237435438,0.0545150215956137,0.082914835863222,0.0640895911509973,0.0618933652577807,0.0644520760219258,-0.00107821484445907,-0.00686567238139239,-0.00709793343250445,0.000555835326461723,-0.0048277949115896,-0.00475992054858417,0.00253396562458022,0.00798213059448745,-0.0267289636578499,-0.0340450695817074,-0.00260734800501123,-0.0071148095857217,-0.0177082980550384,-0.0325742057060581,-0.0171127873936135,-0.014388932562164,0.00312993462323644
"1999-01-01",323.265010351967,0.0711037355487945,0.0295857966459182,0.0290039575038077,0.0507245099014538,0.0366594705386379,0.0566610476747319,0.0728342932845298,0.0634190268612892,0.0614497202998881,0.084775105692999,0.035317585887029,0.0821710733214111,0.0511406506730946,0.0831140243789858,0.0676865470541528,0.0597608936038339,0.0645925611294426,0.00686555178457963,0.000343451988380426,-1.36965228314358e-05,0.00722661919183563,0.00117883241409537,0.00591658382180825,0.0108139054858245,0.0164989687210692,-0.00828725039070846,-0.0169940674512374,0.00792891588893476,0.00381981121518198,-0.00785153846509185,-0.019993004281851,-0.00480458890236306,-0.00404208042061366,0.0120149501477874
"1999-04-01",272.866666666667,0.0678095656525926,0.0331744112357355,0.0331798640691902,0.0488481952700908,0.040423003905307,0.054676379892388,0.0783199058283399,0.060880476737705,0.0640933028818242,0.0931600480473803,0.0384532609802417,0.0731746128380847,0.0479152279240603,0.0706936987216969,0.0536956495652614,0.0669180910221239,0.0745843054279777,0.0156894315014967,0.00407010307657629,0.00441737502619359,0.00804625613128035,0.00790649879504432,0.0143017456421683,0.0273656065832387,0.0182818383291082,0.00181939732292901,-0.0160944433866501,0.0157121759939981,0.0128273112762523,0.00315636862977592,-0.0038780079297135,-0.00441549471391749,-0.000773203030980074,0.0321150758901829
