"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0351969193620255,0.0287772439288114,0.0296579430952083,0.0430975002894111,0.0197393528955188,0.0673551167363772,0.0321760994303391,0.0421417023296102,0.023413033638258,0.0218530481342318,0.039116493698911,0.0258205585681688,0.0207905382729184,0.0312662653074812,0.0268533978454007,0.0296968744960737,0.0246708632357585,0.0497964880599999,0.021895679593619,0.0236625730293487,0.0361732391311247,0.0459880476662944,0.0841287592033583,0.0243845081471474,0.0283169665999149,0.022611907997429,0.0307724848880849,0.0386625597159274,0.0268916484912191,0.0250921862120289,-0.00975968905747064,-0.00635522436451852,-0.00140010451214809,0.00585536487701265,-0.000176201455722403,-0.0166233970367948,0.00186968964455788,-0.00519841211257832,-0.000495882234188649,0.000501546194504174,-0.00130531338194695,-0.00222538805069375,-0.000403505647389575,0.00311805558601733,-0.000402161846903037,-0.00230723655975999,0.00102315869183054,-0.0116626591197352,-0.00113589393600953,0.00189331013523231,-0.00433872132688409,-0.00355642139240055,-0.00575795434388471,0.000580711352438117,0.00033134721948081,-0.00153505010942898,-0.00467167957634064,0.00155277774438516,-0.000881120032969972,-0.000369225577633417
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0593912021961111,0.020857692927941,0.0276158662052128,0.0238209191234313,0.0165769157865341,0.0759179136623455,0.0360056394201519,0.0587407492874237,0.0208507170190594,0.026134599071124,0.0274627916531948,0.0249816162434533,0.0298952480338009,0.0235513591116143,0.0193910735224148,0.0329975702857835,0.0318109221664763,0.042588779001543,0.0225121451898113,0.026215181619279,0.0256203846192314,0.0318676525855261,0.065741844861304,0.0262123698291811,0.024404816921251,0.0223277764468345,0.0362429348291944,0.0499929438590728,0.0483764187104606,0.0218939558112378,0.0199738352122039,0.00720232565430782,0.00815543727080916,0.0099873268595571,0.0065577287382862,0.00385180042838247,0.0206665180883063,0.0211078294664381,0.00651038894286562,0.00468446671720718,0.00722140105499929,0.00338195672566509,0.011551960522758,0.00927050701504548,0.0052949670026716,0.0127077667675391,0.0141685401503867,0.00506719961393551,0.00716174693816624,0.00815505335015415,0.00926725505599522,0.0102214891555328,0.012942990362047,0.00668805895936678,0.00873938132746822,0.00598259340084522,0.0130996673216622,0.0172403859297656,0.0106306118914374,0.00827392154092785
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0346717504362378,0.0301822274213514,0.0687176576413007,0.0294253737850982,0.0251529539616002,0.0428866918679399,0.024745060058458,0.070888168629263,0.0280388402042392,0.0211423599105321,0.0292641373359414,0.0271796243818266,0.0266951339432693,0.0368952627145661,0.0394543237474136,0.0442447427452389,0.0242824331812683,0.0519536038312886,0.0229324296342172,0.036154955803792,0.0223375841524386,0.0250624259936208,0.0203665426309697,0.023171790012067,0.0294905991590221,0.0221118322416184,0.0464865878740311,0.0247730509273762,0.0289225721339034,0.0423692836401104,-0.0137887009335708,-0.0131972316204503,-0.0317910634006044,-0.0101911565597712,-0.0122207275560762,-0.0168782484981948,-0.0119793198064419,-0.0171814458296121,-0.0130025575804715,-0.0109519570537891,-0.0113597089513809,-0.0127239823411108,-0.0124244949848557,-0.0210718271969599,-0.00960493910106134,-0.0159458266124437,-0.0132083401155112,-0.0296868534909052,-0.0134426258529948,-0.0161034268505009,-0.0109553250607284,-0.0115941480356568,-0.0103126658422043,-0.0108726371752067,-0.0137226127731902,-0.00986434237386664,-0.0207174311835304,-0.0110756415280628,-0.0124268660713984,-0.0157330754696152
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.053399578554294,0.027126696647594,0.0293116843289837,0.0291482913770046,0.0217555572642902,0.0498779733943786,0.0380504610499237,0.0299168098943513,0.0237854384662531,0.0390161657914067,0.0395097734930465,0.0285802089569184,0.0240265845895057,0.0311638598593917,0.0237120857698232,0.035363796145242,0.0324293704053648,0.043150337307596,0.0259884529105343,0.0290920644012427,0.0326146724060019,0.0348580567601762,0.0663871192876391,0.0340295524698473,0.0369538436522579,0.0233048080101034,0.0293195222450353,0.0312820671989706,0.0337494287429364,0.0230957386198869,0.00663993663650084,0.00355409583060645,-0.000482900777987297,0.00518889929235304,0.00327899775837716,0.00655197889230043,0.00439053956581688,0.00593051388496428,0.00276249971409628,0.00360647754063591,0.00799168990264573,0.00682623411997495,0.00407777312692521,0.00827476722890124,0.00284672933511264,0.00573805234570504,0.00508562981947341,0.0110173568393843,0.00529381928761561,0.00111147597604357,0.00475800405191879,0.00481207736739697,0.00571492807378794,0.00802872291866411,0.00728471382089133,0.00407131145013982,0.00665459819808021,0.0076147266824257,0.00385052649735558,0.00304342766479715
"SPEECH_574","1996-10-02","1996-10-01",49,0.0337499481484786,0.0335700420729727,0.021368181837314,0.0346428716656162,0.0343765876610579,0.0363480014573501,0.0383058036726888,0.0313912059537645,0.0285112159027403,0.023541036904421,0.0433486977667136,0.025915248976473,0.0344664540073028,0.0273374284804806,0.0252622593098057,0.0373730717606124,0.0354053739846713,0.0337944393313363,0.0264896207004469,0.0294822983496714,0.0293902705754896,0.0335105221511183,0.0707989461677538,0.0216726716742376,0.0246226466245576,0.0214978510695209,0.0284969805530366,0.0531926854750052,0.0341299821675202,0.048007655597842,-0.00123473095413797,0.00269855883986006,0.00613458263119359,0.0133448774932324,0.00184212170996143,0.00502153942396625,0.0115822042048309,0.0135999967052038,0.00414074525872445,0.00647020161386299,0.00169751730370878,0.00809385513624781,0.0111305240795417,0.00960187758438013,0.00609456106264911,0.005334357836429,0.00958564764094964,0.00684153549538836,-0.000336101328101031,0.00633217700644159,0.00928093490346514,0.0104216893940781,0.000846716653827776,0.00667547017960385,0.0066680178522403,0.00647178556732551,0.00549096721112383,0.0259710523089528,0.00858970263435152,0.00923267759729143
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0473929242577054,0.0300814755442914,0.0329636335111969,0.0268802891066661,0.0208245674672521,0.0648037992129105,0.0277087879375342,0.0358297278350829,0.028556907024428,0.0215255235474278,0.0328143317243011,0.0260586710682232,0.0233294205120529,0.0286408565504639,0.0248526350640577,0.0348690859001916,0.0264826061594615,0.0601826118541594,0.0256766061134819,0.0271364809939773,0.0313887740228263,0.0583042032237296,0.0739804474959128,0.0217803658778675,0.0253087589435217,0.0229888361021943,0.0348638582902464,0.0344089176385088,0.0254537294516214,0.0249111675687053,-0.00900534139915141,-0.00900595892235823,-0.00675636893922748,-0.00827277066448527,-0.00728280216447726,-0.0106143796180899,-0.00881307590687147,-0.0092546940543295,-0.00823227218548462,-0.00671276907990948,-0.00445617102655261,-0.0104696235462743,-0.00732491321622649,-0.00728869436759068,-0.00607446526596842,-0.00879827897185768,-0.0041470305699654,-0.024135348325159,-0.0121601598987379,-0.0053171625181983,-0.0105307134633291,-0.00575969479356886,-0.0187375084793687,-0.00619394092078654,-0.00617474064397553,-0.00864085079810622,-0.00639187726717547,-0.00418794893381124,-0.00498287243344824,-0.00640469911465049
"SPEECH_478","1996-10-07","1996-10-01",40,0.0482077767921945,0.0277787187344918,0.0263582407690513,0.0290310847251529,0.0244061132945358,0.0320800886350923,0.0435081228571075,0.0303973112733314,0.0244663861279522,0.0728651054614639,0.0322774783208568,0.0429626842787708,0.0268735646017257,0.0498270875820098,0.0238538525370511,0.043141538271331,0.0287021200983951,0.029901252886511,0.0229171809224134,0.0223732921369992,0.0291170013263606,0.0317375578148242,0.0407595614277889,0.0231359713843874,0.0435081666377543,0.0254508125450281,0.0369057449977073,0.0353927536640716,0.0291419756676494,0.0229214542279906,0.0176462594839431,0.0124058184264074,0.0129735672664181,0.014111301200139,0.0109136977119295,0.0120203798364414,0.0140084796637544,0.0141502676730346,0.00883355289740639,0.0239397194273092,0.0151558093241413,0.0107328308445685,0.0113722913981122,0.017873246102921,0.0107391696676856,0.0136219101811482,0.0146497263830173,0.0144935995593915,0.00725447607887246,0.00817312946356655,0.0102125181226034,0.0102828701587281,0.011911515786982,0.00999319960058073,0.017132148701267,0.0116949470424769,0.0132780420335197,0.0138479810070448,0.012995181711926,0.0111304668258242
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0342416160689065,0.0431988511185127,0.0274822954287404,0.0340168976548515,0.0332874631074485,0.0442354189736671,0.0291531945255597,0.0286500397404512,0.0238309020431934,0.0248017067251572,0.0547546537066703,0.0328561210671987,0.0266563363140882,0.0332606431797978,0.0255910352394649,0.0465463967480457,0.0464518711806305,0.0284890034195062,0.0485977517829908,0.0249621240712271,0.0303291357791754,0.0305739608936123,0.0579867462245674,0.0234832132938236,0.0304496565090988,0.0227986548289866,0.0375718300232321,0.0253476038126278,0.027947622612255,0.0224472539265127,-0.000308187544651701,-0.00483555836950633,0.00143633439726975,0.000177546704508942,0.000520880176446171,0.00331195126193964,0.00323429205379967,-0.000753652413876606,0.000978552398574224,-6.16371649177685e-05,-0.00125502535649934,0.00353556128283572,0.000886252207784479,0.000953690727131198,0.00258521687985871,0.00079695327382444,0.006166614181342,0.00291547778113982,0.00138793134165866,0.00222382080347552,0.00218199705000646,0.00121476329848194,-0.00177760951546083,-0.00368182714484147,-0.000363463507801616,-0.000618196793082176,0.00510844121626846,0.00305663919733918,0.00440413339669451,0.000533342444017441
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0746477754472884,0.0326484944610893,0.0243205538339183,0.0282185401168678,0.0280248788289666,0.0361664658917016,0.0333678301484246,0.0306316031093549,0.0268314955014569,0.0249255375318136,0.0624701816220636,0.0368583486480269,0.0341175437407956,0.0385899810887425,0.0260720959507799,0.0427200740968843,0.0252802840346309,0.0389403686187158,0.0262995042310673,0.0434280724925684,0.0220411277349068,0.0333424518350559,0.0267366968919589,0.0235294557918247,0.0303751931315496,0.0210001222231422,0.0297874445837315,0.0296524914561831,0.027711514805891,0.0412638721505991,-0.00545607297505043,-0.0067755669826126,0.00358704502430326,0.00193770275195035,-0.00342357416125584,0.00698694129461467,0.00247841895731395,0.00695387873978617,-0.0010605034995429,0.000413523957477845,-0.015848972462344,-0.00303121705789114,0.000342567289744987,-0.000630992632865824,-0.000821752548132079,0.00948875463332795,-0.00185316542478897,0.00485497130537557,-0.00187305817470508,0.00281449700799291,2.63538966989753e-05,0.00368976079762219,-0.00216665151834426,-0.000115037540794836,-0.00356600874473584,0.000306423845177639,-0.00199652350581238,0.00421211739301128,0.00313002215735408,0.000694055429375273
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0352118190693049,0.0390183208295917,0.0279706605749921,0.0396853528357704,0.0227296531101319,0.0426357675584856,0.0330393405987402,0.0291820104521687,0.0228623642419833,0.0233410108641681,0.0461529667275106,0.0231871340791733,0.0437201217091103,0.0288081733596015,0.035943808219864,0.0502098985108966,0.0405971375028825,0.0429803185150121,0.0299184434419343,0.026731047651183,0.0235555957301673,0.0262134609948828,0.026720962481099,0.0270439237040279,0.0351782257975304,0.0314581710770566,0.031292771257555,0.0336151257637319,0.0493420689504392,0.0316543443910049,0.00638207206007764,0.00301000476320546,0.00445587300638016,0.0079451664781209,0.00448407768296086,0.0132452497615229,0.00696734763196257,0.00524080272027395,0.00153630998318529,0.00635011078574001,0.00381797019017128,0.00351394668035837,0.00808978214904589,0.000942147291967458,0.0100183558915087,0.00170949245994307,0.0194573178666034,0.0154289429777906,0.00720318158351732,0.00313701120752112,0.00636213272102551,0.00268667282383104,0.00412541547146956,0.00719856803691019,0.00525670110757161,0.00630377834801925,0.0109378768458841,0.00554668504321419,0.021813371143964,0.00597468121218002
