"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent","T39_sent","T40_sent"
"1993-01-01",291.628834355828,0.0246153427784101,0.0257650048396881,0.0130074008099864,0.0304613485819722,0.0364456245637989,0.0146289371357948,0.024334346372947,0.0150422014653213,0.0206978021032893,0.0251438589471577,0.0191582443241016,0.011417193663959,0.0520623757871115,0.0389929742380757,0.0214257424287326,0.0363847120142621,0.0146001195628429,0.0360371897281144,0.0261945621218802,0.016020099508779,0.034631673876676,0.0247147171125595,0.040607806664785,0.0204266904258648,0.0122622408109395,0.0212159492211958,0.0171284386352471,0.0291399873658093,0.0148044220358706,0.0204738587874757,0.0285429760472807,0.0307385601749648,0.0320911550972763,0.0160374718101112,0.029690493357372,0.0358820820938099,0.0168520844656418,0.0189374495978102,0.033055507352881,0.020331354090204,0.0102405072977985,0.00734251855380161,0.00215815741481284,0.0143627387088359,0.0142140606945012,0.00168732996385892,-0.00326391734872332,0.00297081334311277,0.00355268696699911,-0.00435846333550663,0.00303649773535392,0.00256816916212438,-0.0104804901535963,0.0164648711626035,0.00628802271630306,0.000269866053325965,0.00552204334271789,-0.00420994711826702,0.00236670708354079,0.00342038055448081,0.00540111488165624,-0.00669867123615179,0.00078738373292657,0.0057492825901792,0.00231153461142289,0.0010590887696031,0.00104611801316821,-0.0027893909827238,0.00507311585757544,-0.000767536952747621,-0.000708349742536046,0.00991266928100389,0.005246762533621,0.00318520435799932,-0.00433267719270221,-0.00737827717781963,0.00494358946500348,0.00317144894790831,0.00449789105576271,0.00429613487522644
"1993-04-01",284.365296803653,0.0251735260479345,0.0307921450585722,0.0140354760735165,0.0272629617941691,0.0438941083764241,0.0141110936327147,0.0234307115180604,0.0135823280965815,0.0225546936736195,0.0270138922922365,0.0206111528982755,0.0111624731365442,0.0362789142289256,0.0445942998843561,0.0224643088715825,0.0303209191976162,0.0146943094140871,0.0389685367996148,0.0244021587478841,0.0201704765945568,0.031961636915858,0.0253703930968825,0.0398937143290002,0.0206773111555406,0.0120274172366323,0.024605599315069,0.0177205976767121,0.033575367608247,0.0133950897465201,0.0184180876250376,0.0287331981918586,0.0278673808592634,0.0237442950673118,0.0143418137660094,0.0314035038055976,0.03637841964635,0.0203130399804777,0.0167509886538361,0.0323796515608507,0.0249240074256733,0.00516125210809095,-0.00392988548413094,-7.98844386494487e-05,0.00573772618847113,0.00433909287847474,0.000603385820638624,-0.00106653966344843,-4.24197675053045e-05,-0.000851031626268184,-0.000759935234175458,0.001763985384055,-0.000345833286404841,-0.00846425637867338,0.0193921505594777,0.0027665321139659,0.000672300163950212,0.00381530292210552,-0.00804829752212886,0.00208984998630769,0.00441598424626002,-0.00308811321786791,-0.00271589034446923,-0.00730169767806172,0.00125952913087778,-0.000196756253255944,0.00132291501128881,-0.00169069005308981,-0.00660235084163013,8.4128161080384e-05,-0.00135324489497049,-0.00457644153699509,0.0063479561638577,0.000937672741266865,0.00320529223530609,0.00127726300787315,-0.0118923388992398,0.00462573382145916,0.00219229576065865,0.00111751762097172,0.0043170587525091
"1993-07-01",287.547134935305,0.0242523047292167,0.0329838843213614,0.0131849750857741,0.027068753260123,0.0386790767693953,0.0140016306911574,0.0239120079490776,0.0130894364805736,0.0228331615709703,0.0254299246696479,0.0183246972834773,0.0110678465223577,0.0484424773522625,0.0362919224939062,0.0259430807593368,0.0316262694753103,0.0151826340377527,0.0322300752238225,0.0274192322149946,0.0180579837855682,0.0340397255300404,0.0227674698047121,0.0452139482909005,0.0222799517063662,0.0129608494911038,0.0322250316669235,0.0194169863342219,0.0276082263028787,0.0137508484760397,0.0181401319258354,0.0322900134096303,0.0293112526750119,0.0267489652931479,0.0154127404976113,0.0341064591108175,0.0259397786485233,0.0188080689888709,0.0169171526355033,0.0286264485556031,0.023414575980172,0.00833986648051686,0.00897490619346583,0.00188832000504402,0.00581742522973872,0.0100016237777809,0.000972435235042172,-0.000271992843747126,0.00154919418677721,0.000602835702693908,0.00322716908556496,0.00386506219671883,0.00161240407293704,-0.00625077627001304,0.0150063188208197,0.00852391004885203,0.00399882333610356,0.00440698119318825,-0.00159139133413051,0.00446088536713683,0.00326575049919152,0.00354187253612183,-0.000592127971747791,0.000592651555924564,0.00366135363776731,0.00291487250957907,0.000527820567082829,0.00250710164037647,-0.00197544214836911,0.00282280139617578,0.00135082096984891,0.00147085217376962,0.0108350507325669,0.00278911514527864,0.00357007988319791,0.00314341438439955,-0.00189629780653295,0.00643992804306872,0.00164696950295855,0.0046735676994723,0.00325902639512263
"1993-10-01",305.452574525745,0.0228069357327978,0.030501101328742,0.0134654172627423,0.028462510693632,0.0439713451757072,0.0126265579805784,0.0212528235675039,0.0130462653597222,0.0234067337514388,0.0225025183491848,0.0170043021883717,0.0115089623333964,0.0494533932571206,0.0323806527842797,0.0255220136060192,0.0342162133617831,0.0147472493295,0.031227818878893,0.0272503677882257,0.016420817338071,0.0317033562845209,0.0198307854569366,0.0409242980295738,0.0215499595479729,0.0123671306064539,0.0438004334697222,0.0173410757618631,0.0316482022402244,0.0137891808352464,0.0178913718194091,0.0273953951166212,0.0299829222355726,0.0307356192491485,0.015798979841908,0.0268623069260339,0.0221168235447503,0.0209156766805047,0.0240083301604837,0.0351087341857287,0.0244554179396154,0.0077202728754703,0.010583892509667,0.00414759216160741,0.0139084952328217,0.0179191501740921,0.00343365095454147,0.00172223601765684,0.00355729612962167,0.00172573181867144,0.00464793133769045,0.00513081554715007,0.00339929560623513,-0.00375179372543213,0.0154990622727061,0.0128798301389053,0.00392084913243422,0.00774616220887411,0.00195961800782167,0.00755340508114986,0.00646155518336063,0.0059419328644071,0.00314559529334015,0.00519067107585046,0.00861226512162885,0.00407504276801011,0.00956717177361549,0.00282418073296299,0.000615308691397399,0.00648222980245906,0.00282560537688771,0.00617782160953727,0.0134363261750482,0.00612953216821501,0.00730696418036516,0.00359157583174048,-0.000342163954425871,0.00939452311459522,0.00609938590316333,0.00966076476334011,0.00554945668296488
"1994-01-01",279.795731707317,0.0290438298929837,0.031468493408027,0.0125035451874746,0.0286567420115104,0.0463944531616063,0.0141273642926749,0.0227199759957783,0.0147391551236265,0.0201001159348613,0.0440300481689157,0.017899356498223,0.0107141683100984,0.0481351056437983,0.0329548773735749,0.0224128723982052,0.0327101475875289,0.0151797611076988,0.0323957375247688,0.0270019982455608,0.0183003161606549,0.0338155760058416,0.0172362697337497,0.0416100915118064,0.0213432757494905,0.0131442403801094,0.0253659623561563,0.0182958670240579,0.0254457059312946,0.0140018378804316,0.0167386607694346,0.030361520900602,0.029456336470747,0.0268157595832979,0.0134714184413097,0.0270390521620829,0.0275709408428592,0.0201475054138356,0.0198017702715514,0.0332642319058173,0.0235859126379536,0.0082637395861352,0.00711018668606359,0.00251365008731787,0.0148126593448287,0.0162037174466763,0.00311247404985138,7.94803380863017e-05,0.00557187369020196,-0.00125745789303872,0.0076794861935024,0.00417706357599443,0.00280790593125303,-0.00743097951821535,0.0157517093688013,0.00577320182213422,0.00358417368860866,0.00636296649965032,-0.000669592495728525,0.00572206468622648,0.00583998352495679,0.00536329669881806,0.00173371163288926,0.00203390607535208,0.00596228208058562,0.00382547565067213,0.00294107910403755,0.00250719141055134,0.00124995735161322,0.00419589460185736,0.00201871354764813,0.00211858911123225,0.0134129334312904,0.00524553756759095,0.00595290194406143,0.00281870035446005,-0.00574139649339222,0.00913148818134419,0.00513321925245545,0.00897468132027297,0.00423824708356055
"1994-04-01",298.204188481675,0.0357970466213134,0.0369624366218227,0.0124243580371828,0.0270827968330313,0.0446013924916841,0.0143012473945206,0.0199018446876739,0.0131577433811157,0.0167384641143195,0.0478468530486414,0.0174452085234579,0.0103113059867147,0.0358851304619599,0.0408848630847586,0.0239292057667457,0.0330009585567163,0.0179235773617827,0.0271465724123407,0.0281397619556017,0.0198952422047127,0.0297208047856449,0.0182102416856086,0.0302523050049008,0.0251070743392414,0.0121474608470991,0.0224274991815749,0.0170722908930909,0.027632655348188,0.0131772125131198,0.0198314273166656,0.0306968499551156,0.0350983733520992,0.0276605714999056,0.0146802100957354,0.0354412526986482,0.0190607389055781,0.0203407354647476,0.0183241259149218,0.0384240987834491,0.0213180618685691,0.0110399749119327,0.0149797829523613,0.00275507699796014,0.0082647105428175,0.0158131427730872,0.00388485195429504,0.00161301775077032,0.00329409094232513,0.00166374798319265,0.00983519732134634,0.00921000650143333,0.00305257773591395,-0.00983985701001239,0.0185431773268936,0.0126349698250377,0.00897674190597366,0.0105126713331435,0.000239604521288851,0.0110249504548648,0.00730774239723207,0.00602781271768907,0.004094733826363,0.00457289272770244,0.00642409779472895,0.00334909011980373,0.00601044928470917,0.00357196517746875,0.000567365311078012,0.00421064425629796,0.00064263939499232,0.00424833163630705,0.0200975069757191,0.00707500425991266,0.00487353608730227,0.0120521576602438,0.00174203533524562,0.0118463279107568,0.0052908580774153,0.0118903470681201,0.004322345060038
"1994-07-01",283.186893203883,0.0324433221425243,0.0319089674615853,0.0132854480702279,0.0321392985453829,0.046497543014242,0.0147286867854213,0.0207523959595422,0.0141359864622885,0.0180675269104267,0.0445248159690007,0.0166266385936316,0.012203372799793,0.0415964041633446,0.0390314122204697,0.0251935824507388,0.0338424806996487,0.016828045034886,0.0307888654848986,0.0296632609533537,0.0200562428959293,0.0309436843983242,0.0206554917089787,0.0340209899241589,0.0215492700278838,0.0127697414646104,0.0288804952860673,0.0171641958048644,0.025134226624568,0.0142883965569077,0.0174664696200505,0.028613629849795,0.0307068092661532,0.0243702090212876,0.0142794443493758,0.0336035934519185,0.0244293863681007,0.019021403881971,0.0155471499145685,0.0299011827487201,0.0223399331143601,0.00482099964568255,0.014140607676889,0.00439186842104254,0.0136395175034249,0.0173475149932026,0.00317594759685308,0.00365853597088127,0.00332732743732807,0.00219474192806298,0.0120969223902091,0.00657661840318399,0.00359880195461798,0.000505709452200969,0.0174004420745682,0.00785073238874108,0.00590111284457676,0.00531314709608827,0.00514961921236221,0.00848211445377363,0.00728433706253471,0.00600083419963259,0.00413257637882245,0.0038285250915668,0.00516132104999377,0.00400033586369895,0.0059627416540329,0.00344825436533632,-0.000284265161410038,0.00502948676140859,0.00307453300065026,0.00580679214933743,0.0133240482620196,0.0043078289846964,0.00552617460595202,0.00785202064898047,-0.000147560073789987,0.00811142502668166,0.00473047276280402,0.00324857475029486,0.00594167268136166
"1994-10-01",279.700748129676,0.0356178417617469,0.0334683480429802,0.0124158675550165,0.0288935481854305,0.0471243888920371,0.0136735760466457,0.020905905831254,0.0154346010594435,0.0168781339356571,0.0336700602360504,0.0176201800207587,0.0111233765664943,0.0374795081111625,0.042592300146979,0.0247604689095252,0.0324731179676562,0.0170058353649161,0.0335558229440197,0.0279656550421125,0.0191003453958157,0.03128212178848,0.0155191350080626,0.0362516899092552,0.0199835342902102,0.0133539623714011,0.0347830841414867,0.0173411058583337,0.0273349301520821,0.0132722953075649,0.0203409605764883,0.0281173164977734,0.0275064659952894,0.0242366702378958,0.0141828547170994,0.0272935365909115,0.0279740669531477,0.0210800884633732,0.0201833724068983,0.0361924625474619,0.0220114641710829,0.00119883399919223,0.0103122889851135,0.00236552284177677,0.0115497822847003,0.0151411676775354,0.00195480593182894,-0.00044422028061753,0.00146758501930113,0.000572058840261111,0.00508807395305749,0.00428716711099079,0.00203799577533584,0.00136929657582408,0.016673986438045,0.00786964905405549,0.00257740224111043,0.0053401301032896,0.00204342936619245,0.00369936142462888,0.00503964767060546,0.00225712471058991,0.00265355448345644,0.00195446714187436,0.00528958827011172,0.00277109152683602,0.00734828127751824,0.000878772324646202,-0.00485788164613301,0.00357419277037162,0.00032719120542114,-0.0024190837368738,0.0124659808417184,0.00231951685217247,0.00386665109081959,0.00431364226836526,-0.00831309420554409,0.00545409890653751,0.002658460790389,0.00223588257565775,0.000567936849293365
"1995-01-01",292.047619047619,0.0308768447477452,0.029063553220248,0.0121230471152258,0.0324103669300151,0.0469024655111273,0.0130251361451814,0.0248421030383871,0.0133847016464644,0.0220549356137993,0.0339813317092702,0.0213887558306988,0.0109081033848283,0.0329254914451624,0.039596617214253,0.0232208635192524,0.0359778889781953,0.0172734268936827,0.0275125214240339,0.0287267573862953,0.0154115127116539,0.0327580639233235,0.0177996368768194,0.0383333429822782,0.0174370782306673,0.012158791552824,0.0364158180688474,0.0168708724903628,0.0270734971121097,0.0122553573222512,0.0257535865423252,0.0304229365501882,0.0286688552941537,0.0243602490794435,0.0165873461494817,0.0303651561061941,0.0269616217100098,0.0192574285648064,0.0146290798086676,0.0396895448622331,0.0205953123074933,-0.00308010203121564,0.0048639804475744,0.000818782080826508,0.00527244627352596,0.0149954563484053,-0.000128742223334116,-0.00647185172554005,-0.000392804234787773,-0.0038153042481076,0.00602987310455053,-0.00313038500404239,0.000230081480682139,-0.00707569510476524,0.0137860545419527,0.00220659459206563,-0.00519031136416589,0.00342308911665152,-0.00082125279849504,-0.00155933176882927,0.00345917497579917,0.000633650518354813,9.67560720723973e-05,-0.0063609930997037,-0.000623804270652574,0.000949141789205295,-0.00598145800326846,-0.000540789045638793,-0.00428895910683604,0.00191062980492108,-0.00436125876082677,-0.00080171814060393,0.00813023596892995,0.00172739536240222,0.00331130826754635,-0.000865530691103076,-0.00615194998742529,0.00295203358203479,0.00121698766945932,0.00268811907562858,-0.000112787478414005
"1995-04-01",299.375,0.0259524275688461,0.0302367293222111,0.0128467772697059,0.0353196830888511,0.0499437860956516,0.0134143964455705,0.0212482970044271,0.0141172985886077,0.0169913545864424,0.028802766859366,0.0175978620719585,0.0101118918624042,0.031019141147712,0.0386146606467436,0.0288403667693006,0.0332314956000018,0.0182959762084822,0.0278417291111265,0.0285038657648778,0.013658020093862,0.0295459568927103,0.0234192991770658,0.0374687393380001,0.0193491491099128,0.0114855024699503,0.0307261747714397,0.0152272903721361,0.0285635713434629,0.0141321656037051,0.0192117340754755,0.0249086582792789,0.0283014923370551,0.0288111459461848,0.0170277755325824,0.0396500423495015,0.0362772624484109,0.0286052019373739,0.0156410176428912,0.0349066370425357,0.0201526572241784,-0.00055144607708323,0.00636224521177947,-0.000675537938183387,0.00890694572063332,0.00125361103207446,-0.00114836848746307,-0.00286146122959575,-0.000810199854621282,-0.00108134472598528,0.000102581630068327,0.00020762742716987,-0.000394076551188837,-0.0158516909033278,0.00782278282267334,0.000728081237349095,-0.00216624334140835,0.00175873627843153,-0.00906870860349731,0.000257090401482585,-0.000909555332476711,0.00103926308303883,-0.00202187107028444,-0.0118240253860712,-0.000653731843727796,-0.00087710887903458,-0.00726602690444255,-0.00151686894470917,-0.0123750022159059,0.00086697924921988,-0.00341865688944026,-0.00285493772743329,0.0067669018165027,-0.000368123623506039,0.00238962530553065,-0.00102472236623573,-0.00907448635884835,0.0111572931971811,-0.00140364329310251,0.0034163509577215,0.000897636803240479
