"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.0317845128498486,0.101611857385609,0.035892152324252,0.0640239797674906,0.0285778238194312,0.0455243195602467,0.0922016499129753,0.0307837059890576,0.0318160708602993,0.0987155956477728,0.0346912199132496,0.0257359247023212,0.0264822670143128,0.10074381467747,0.0256425275449486,0.0282324275697406,0.0326817852018751,0.0426062617416626,0.0269742419040246,0.0262131890349622,0.0279189435646569,0.041145729013792,0.009818537872493,0.0459517967318712,0.00271557587520325,0.0127892488009736,0.00624520461608616,0.00542693060947744,0.00846676039353732,0.00488292001883517,0.003376748163165,0.0100977971687575,0.00299346838358122,0.00295207909613472,0.00277033952318542,0.00129293976511099,0.00483697638128777,0.00524041564935956,0.00637117844833234,0.00181758112735338,0.00602446621805221,0.00430416032040582,0.0050355512135498,-0.00259769655948149
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0306563162724843,0.121137897298408,0.0304275523201153,0.0606605045483808,0.0279189712204724,0.0406925210075585,0.0836744830893085,0.0286926108433308,0.0320652813343342,0.101701321696567,0.0396372798964102,0.0242595800439576,0.0287460224862468,0.103980927703146,0.0269779685466242,0.0285026121019721,0.0293196544724644,0.0424798525654115,0.0249952532432801,0.0277092049487856,0.0253524822568538,0.0404117021038871,0.00147300325163433,0.0345716116350232,0.000296326442894729,-0.00465714839293234,0.00252917732347738,-0.00672657487808982,-0.00773434933379352,-0.00157409972188319,-0.00225053674726734,-0.023346473427871,-0.00176700265233608,3.3091812763487e-05,-0.000483233631747012,0.0441223903121391,0.000152143500873171,0.00488674755555047,0.00237987998986373,0.0119730856807339,-0.00100287921580715,-0.000834160127409814,0.00202154488827951,-0.0057159491627076
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0346312046201741,0.101487058364105,0.027159317078204,0.059412498004599,0.0275576354616354,0.0421362284910803,0.0853682271259065,0.0297918176365254,0.0277496639985439,0.105188591595248,0.0335102338911973,0.0254468847469589,0.0287226576467698,0.12290787727002,0.0268926745693834,0.029549239501584,0.0353074391269857,0.0373504610021705,0.0267353122200236,0.0286743210096716,0.0251130475329508,0.0393076091062636,0.0167469744719647,0.067284156041977,0.0112501919432113,0.0266294915713253,0.0129856777668457,0.0167150322525264,0.0216080662982164,0.013685965101715,0.0135917251689112,0.0265692570641919,0.0152060082025702,0.0120304660410913,0.0126518304187069,0.07871660442513,0.0115151539002774,0.0148796422783626,0.0193495359671348,0.011863571478282,0.011661943684174,0.00956114907286189,0.0115095929694733,0.0155769181849905
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0278341547033463,0.116638277510639,0.0327872633162459,0.0525848430354968,0.0253440884708255,0.0356737642225927,0.0884384825431423,0.027560431150073,0.0335784251304185,0.108752135342352,0.0340155065608407,0.02542401648149,0.0313899468115919,0.109853413981023,0.0270850909669723,0.0301639368952678,0.0372242621096106,0.0367940150319811,0.0249211962490628,0.028116995077878,0.0271634835530275,0.0386562708561227,0.0051409777206365,0.0578036262486466,0.00192535188174424,0.0199576797517115,0.00243175747930807,0.00494275483523462,-0.00777476315034319,-0.00205481364749541,-0.00140125532927267,-0.00489324514417012,0.00404335230485413,0.00470403343090971,0.0069949778163543,0.0460520490027589,0.0042634335915043,0.00482501984784845,0.00161629130044398,0.0081055214749668,0.00462898165503334,0.00490193168031698,0.00406515748319202,0.00842229336906502
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0301160450131918,0.10856004444187,0.0314837636732924,0.0534033574402645,0.0279939476012039,0.0474443507121734,0.0851324352536855,0.0277224925681108,0.0298814431739563,0.115718689328824,0.0345134719210692,0.024159351545339,0.0292792339712738,0.110778051920314,0.0291060868708678,0.0296367793889684,0.0295402297993458,0.0364704967205653,0.0257929476863233,0.0268010875752368,0.0273523752426001,0.0391133181515248,0.0239844627223288,0.0687021291709897,0.0198662183848564,0.0276077831555687,0.0173606633654817,0.0263026417040732,0.0406936330590752,0.0180256805456422,0.017849503393277,0.0639610691585695,0.0187809853454023,0.0155707851833387,0.0161308660670319,0.0988459940588289,0.0194331261409901,0.0170772275336542,0.0170259709594511,0.0211407657512818,0.0180165669174488,0.015675400149007,0.0197294055789361,0.0224824584727967
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.030584522360958,0.122140635930593,0.0348152499216699,0.049857277041656,0.0291597690962269,0.0473395958623288,0.0731872291634049,0.0298949148970361,0.0288534674889345,0.108277907447403,0.0348384661311666,0.0267553927537183,0.0289957826291886,0.103337426104899,0.0291031374252131,0.0278776339640231,0.0307166732759191,0.0363703684893208,0.0311047813988737,0.0283480092916085,0.0277567445512308,0.0406850147746275,0.0191461231584223,0.0460511384437711,0.0138704284548582,0.0351421665526542,0.00995882258715947,0.00734618350091657,0.0189116372065931,0.00520883008573675,0.00853840188494795,0.027715282558519,0.0136918224472297,0.0141971989920068,0.00949309327990401,0.0879383135986762,0.0118616059268004,0.00835578733224196,0.0105844988556567,0.0199152927581081,0.0115240813807371,0.00828306547049953,0.0145584372281161,0.0202478537009573
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0316611479476539,0.100658187553985,0.0314135859331641,0.0550503528200562,0.025325843645378,0.0470462993130527,0.0815239296791275,0.0259578385177366,0.0290930609955002,0.120807307955844,0.0316979774787736,0.0233458628982907,0.0299453656337608,0.116014030572095,0.0281588384601041,0.0284212350328731,0.0335194925418214,0.0446624438254815,0.0288106292505588,0.0295740697844642,0.0236214095530725,0.0336910906072061,0.012442104073149,0.0308928278726796,0.00426347123672761,0.0307879117268689,0.00446776615558606,-0.00941884209238126,0.0143858023510732,0.00557750353322084,0.0120034428662126,-0.0268311392596358,0.0104594925209938,0.00500656772733097,0.0022828765879449,0.0984709087872351,0.00141642370825509,0.0159102457808752,0.00780177761926444,-0.0148690133041038,0.00486417605412409,0.00521716815491306,0.00705191719071313,0.0183331227591949
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0282159123116257,0.114880045257717,0.0402682478093543,0.0517590539382136,0.0251167455418318,0.0415366179697543,0.0826656799558107,0.0270282214946721,0.0289292586443643,0.101825276885571,0.0356040835592979,0.024746964800047,0.0293245023228094,0.112314118358783,0.0260075584274114,0.0299214077037108,0.0300747839995541,0.0457557468006375,0.0292299368636552,0.028847637436555,0.0282091023150007,0.0377390976036237,0.00434041857217843,0.0454131904360583,-0.00624804132095553,0.00661567132142538,0.00257667735030204,-0.00310068586206054,0.00542677283178171,0.0017950385322515,0.00214804687019291,-0.00692553052727019,0.00372513666799743,0.00125980278236613,0.00318677287338572,-0.00560622914192726,0.000151009976554597,0.00626039717107528,-0.00145782694415274,-0.00417027501923734,0.00273974818275416,0.00638079519963773,0.00263615412236413,0.00817271068119309
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0339597893617122,0.108461105502223,0.0372694312589338,0.0539017738586984,0.023382004774282,0.0380337600408944,0.0714854331940857,0.0236185270149071,0.03114536699909,0.117014076951412,0.034914439082411,0.0238973760960209,0.0263127226399819,0.11791288375709,0.0267492725105637,0.0307045004108512,0.0338457493496126,0.0444863887428643,0.0329441821742539,0.0297123721878528,0.0255668764661368,0.0346819676261215,0.011087261260375,0.0438645482827753,-0.00343738668359931,0.00501277183424051,0.00201774995452921,-0.00167614414428799,0.00755415140004459,0.00322709832189676,0.00230967038305105,-0.0234696848866308,-0.00141732081884396,0.00287997362299545,0.00383902984322464,0.0066921786642983,0.00148094049236527,0.00633258155049258,0.00845250094887207,-0.0100750881020548,0.00249447182510911,0.000454101012370123,0.00532411171688098,-0.00487937732433687
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0316357478030917,0.107877288861087,0.0314694932788327,0.0552720572327511,0.0257565886063702,0.0457273687181188,0.0958037025968704,0.028440110485774,0.0313865542919984,0.118145783435749,0.033121433361327,0.0255568433437946,0.0283743567960084,0.102334251695758,0.0259405033137848,0.0262667014708421,0.0285133488751026,0.0393287356937528,0.0293041993420128,0.0260218532801788,0.0278580631500181,0.0358650143667762,0.0084526523486143,0.0489983831567401,0.0041047658965727,0.00269485283446645,0.00832288739922317,0.00221392110532711,0.00974355076733358,0.00616370145041082,0.00567171838203284,0.0108869620529374,0.00516277033986508,0.00385456029921107,0.00741316764258893,0.0192425143201082,0.00658859199669568,0.00568133541826221,0.00783958921097897,-0.00460081213008729,0.00642109754320066,0.00572229481927965,0.0054102790633271,0.00815278298869422
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0337781725788839,0.115430996356424,0.0297548657679161,0.0493054140646984,0.0269071907856896,0.0429620212345427,0.0916272522668839,0.029782509606525,0.03031370607941,0.107384717691752,0.0385595436803315,0.0239262894142259,0.0283466079640978,0.111148335823922,0.0280374863580828,0.0291740611455465,0.027900307810357,0.0395477653898128,0.0302801793313265,0.0246157995779479,0.024545026777891,0.0366717502937327,0.0185466610962652,0.0695969926221171,0.0119305827436372,0.00785769594665452,0.0127180441934329,0.0111289242925951,0.0229746888383328,0.0101161029010969,0.0144267801275594,0.0299913713369857,0.0118126228252999,0.0102337244472292,0.0139088388464693,0.0401328069060383,0.0138427613702062,0.0117542705099421,0.0100792797975403,0.00841491168694758,0.00907931753997772,0.00983030648387205,0.00937009318067841,0.0100517724575122
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0323026383799477,0.10448842614952,0.0345495372787812,0.0590933910828745,0.02705472411388,0.0390015111616192,0.094130552749572,0.0287557909954146,0.0340356153935931,0.110364291653233,0.0336322461051273,0.0239496575008311,0.0285452398165774,0.0987400508586333,0.0281056643432356,0.0312285922937916,0.0325973096465647,0.0402428321797793,0.0311760181129377,0.02576709820553,0.027290457864279,0.0349483541142785,0.0100574992660696,0.0607918376374852,0.00829436613406124,0.0119413926724403,0.00795098697341152,0.00781941650922831,0.0278208076928378,0.00776221408668346,0.00813131989330192,0.0301805471308718,0.0101211791633581,0.00656098459216809,0.00831398132144511,0.0459569246402973,0.00630491388258184,0.0120091178388452,0.0114749265169126,0.000896517375910267,0.0113754597880343,0.00743790587421665,0.00673173232239804,0.0116071219389667
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0288231388046102,0.119063557904953,0.0305931790817511,0.0498715029349615,0.0252640927344033,0.0409159436013085,0.0843942660848323,0.0276319066478328,0.0310943338002185,0.121204131755702,0.0308495563935049,0.0233827315213587,0.0284226033973582,0.123592862344321,0.0294162835334288,0.0269381176149046,0.0263605740127666,0.0357459527450083,0.0268984739295328,0.0278927083383559,0.0262687253516343,0.0353753574672527,0.00622650027659869,0.0516281047578271,0.000531043185780896,0.00544511072554104,0.00320870014105471,-0.00372810231391792,-0.00512643014733053,-0.000357832883970682,-0.000552944357033137,-0.015397918095107,0.00255533561871895,7.63439574992804e-05,0.00379466121067412,0.0231666105492788,0.00042837358024404,0.00210588948935045,0.00131985633778576,-0.00976622809278095,0.0024596740495189,-0.0031139052139259,0.00441942677394295,0.00470886886831562
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0315099311297669,0.10569188447667,0.0369509577326981,0.0499233931992185,0.0252413823769957,0.0351012420374283,0.0937154434516095,0.0261474651919448,0.0285571091895409,0.116569321070983,0.0352969857426747,0.0252692664098047,0.0281739058389554,0.114224818818719,0.0252075196645171,0.0262137086831702,0.031366366600034,0.0352732812024147,0.0333607450710152,0.0282698491957317,0.0262911692217348,0.0416442536943732,0.0129563393874374,0.0574642768798779,0.0160600322244201,0.0265476889409001,0.00881812409251778,0.0091883828626082,0.0357633132633548,0.0100349177827188,0.0119520316291817,0.0506286962509418,0.0170757894968564,0.00873590711056441,0.0152657279704019,0.0677111297366443,0.0100324638626649,0.0132770890970713,0.0129873899548045,0.00616639067260205,0.0111704054623248,0.0119253683951668,0.0113940273958534,0.0193786728359919
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.0321994825177584,0.104344321173451,0.0289823498883605,0.0560231938930114,0.0287049765031416,0.0414915020342317,0.095190793925112,0.0300653380058115,0.0278986582200239,0.107413557870309,0.0335318949785141,0.0253736895314651,0.028687024754429,0.1095765516848,0.0312537953885348,0.0258235329320536,0.0292195986874452,0.0400143979916287,0.0332942745519483,0.0245535503326121,0.0258724875880803,0.0404850275472775,0.00199597626912659,0.0398949652432735,0.000168532668131387,0.00488885620623149,0.00341888540520302,-0.00562173211949806,-0.00344432502114754,0.00247739490845176,0.000625055279467287,-0.031075693906252,0.000764567373230045,-0.000844285319651053,-0.000633452863501881,0.00352735116867999,-0.000265917975445145,0.00290492281546362,0.00193858665192117,-0.0005278313637114,-0.000343822080885049,0.00170509331745257,0.00143841068108749,0.00574481270382885
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.029880392454085,0.100109210876852,0.0351978601119173,0.0534904430530995,0.0275506290503444,0.0384180440889206,0.0913893573529855,0.0329697313870804,0.0303305507401254,0.116079484508756,0.0332174215938516,0.024334620310537,0.0247921039894377,0.114386412650637,0.0290775840257491,0.0288963437157526,0.0280253874600619,0.0387617389566846,0.0316625653861805,0.0270796291083982,0.0265867954529284,0.0377636937256164,0.0103250456290743,0.0742235590740034,0.00708938660243763,0.0193127500245937,0.0122913822834977,0.0141285950471045,0.0201227663905689,0.0110343345390937,0.00731184031025486,0.0114160065801779,0.0119552548989987,0.00967984788566839,0.00895821160853426,0.00504897045810839,0.0134096705379713,0.0125269340547216,0.00867607980798881,0.0112245858781926,0.015478176160633,0.00883131446779563,0.0105812714201771,0.0048794007521438
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0303570168921891,0.111656764580855,0.032397000020678,0.0655266887748754,0.0286447278162254,0.0413329917335654,0.0910535293947615,0.028281246416195,0.0300545380525711,0.101197782660231,0.0371929428551242,0.0275642505533732,0.0268424118974052,0.10945660377621,0.0270834183340719,0.0269598237360401,0.0287582686976473,0.0345435657507345,0.0256000098860479,0.0280828808489263,0.0289104518634054,0.0385030854588668,0.0286994965841672,0.0951033512740082,0.0200500552665208,0.0330663921533567,0.0195376299090025,0.023266177549089,0.0452911621259844,0.0190442311250016,0.0143674736018529,0.039640711665554,0.0200384786224969,0.0195995012617084,0.0179449219215115,0.0744194295201179,0.0166763062549094,0.0180683056779418,0.0226543980986087,0.0178295874721981,0.0157667434777799,0.0172239317575756,0.0176061291059347,0.0181167639215477
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.029377255325928,0.117111117939032,0.0338369232663062,0.0688209273715202,0.0264990050679025,0.0379645021426842,0.0929101775236604,0.0290384128059785,0.031859444120503,0.10416876236272,0.035533507855364,0.0251413221724128,0.0290455746996111,0.102861061118292,0.0282353226801007,0.0275532832408185,0.0298164096029916,0.0324183389771886,0.0256247594281847,0.0296375441174193,0.0273749707065038,0.035171377474879,0.0113591761875435,0.044661511138064,0.00864904029291335,0.0192469854832993,0.0043630506052796,0.00148993988971401,0.0166898644360357,0.00629679186046534,0.00540640088751959,0.00156480717556425,0.00954807379907833,0.00527318700197603,0.00321640225639601,0.0209578529517791,0.00483380933827234,0.00667816447462119,0.00993190190032962,0.000251924353110905,0.00508250468332592,0.00427350459472528,0.00659510383968948,0.0117603203809687
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.0296969474194679,0.116049711336479,0.0336520168250901,0.0624489406384663,0.0276296796536073,0.0446225723346939,0.0917334182789124,0.0269072271198919,0.0274808083157397,0.104355830233024,0.0328378595345464,0.0264392320787717,0.0249476669741383,0.107065016823351,0.0255065262289096,0.0282068404961858,0.0305040586875177,0.0337890732339077,0.0263406412390824,0.029963194713976,0.0270973205084259,0.0427254173258162,-0.00257782672207723,0.0566014513257956,-0.00165109274084714,-0.00367463895351255,-0.00253944661212168,-0.00906186699203328,-0.0133402946197857,-0.00222787632166854,-0.000599761241492261,-0.0301913884701378,-0.00466746257882382,-0.00276700285272972,0.000333270346390116,0.00879212838064329,-0.00134805341978787,0.00442530072040434,1.4068515391291e-05,-0.0086457313799106,-0.00383072133655748,-0.00638540111545931,-0.000932860931055809,-0.0126427499214912
"FEDm_30","1996-09-24","1996-11-15","1996-07-01",75.5,0.0298142859458119,0.106574569761642,0.0284107881438245,0.0666688157546981,0.0275762039601706,0.0373817795140431,0.0923969803213819,0.0280959861120395,0.0299857631710248,0.104082702159707,0.0326804995715483,0.0258429274994614,0.0262382318365887,0.126756749327088,0.028739235321531,0.0253846618794708,0.0310291904452345,0.0298571120341621,0.0257991897318508,0.0296021641210629,0.0295588379506061,0.0375233254370522,0.00857368410992113,0.0686431776950188,0.00639237110298334,-0.00354908901420167,0.00550814093515651,0.00338846692004833,0.0218174807673042,0.00618391314330957,0.00636301547601685,-0.0273052212342716,0.00758710074521443,0.00172326697011803,0.00324511223993395,0.0617481481460727,0.00297511403593566,0.00414729849964356,0.00793186856683729,0.00710262272145955,0.00574626549945741,0.000752681214849544,0.00320438810991,0.0032444929576076
"FEDm_31","1996-11-13","1996-12-20","1996-10-01",74.2258064516129,0.0290273260329422,0.108645029151959,0.035891768691487,0.0665976086316909,0.0255100725100543,0.0358612071815929,0.102683910108942,0.0294431127764614,0.0293009785167729,0.116024917055944,0.0360335390364432,0.0255031110823213,0.0249817637467702,0.106538709167843,0.0280694183337083,0.0261323604324346,0.0306691209728617,0.0330919034527008,0.0269816610159688,0.0237982804117483,0.0257771015008202,0.0334371001885338,0.00321689693744182,0.0711459447321164,0.00206657963125388,0.00358327517909637,0.00191497224647915,0.00511615420825166,0.0012969602400531,0.00215356026728961,0.00135898302423697,-0.0034136998744296,0.00340047483405887,0.00382890054561736,0.00364457357514587,0.0015716081924131,0.00383619669943383,0.000686412145998768,-0.000483637507167886,-0.00242749348537769,0.00561203724294128,0.00347836366247034,0.00502655043664593,0.00555571431271943
