"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent"
"1993-01-01",291.628834355828,0.0708915243849977,0.0855773972266717,0.0788013787437153,0.0350685694850554,0.0696896335496357,0.0672191813883274,0.0393663392204265,0.0625204426638593,0.119720975048738,0.0425497695252005,0.0587965154640015,0.0565321964437242,0.0628448709715674,0.0904943091446186,0.0599268967394608,0.0148586312467038,0.0331935419553644,-0.00826441876914026,0.00557265719255035,0.0209564499401174,0.0136739186882255,0.0147743807636282,-0.00460215465026201,-0.0112551563571868,0.00943018323969354,-0.00846371675007934,0.00975861473298377,-0.00147265403412046,0.00904287507176236,0.0109558362162134
"1993-04-01",284.365296803653,0.0691269387709396,0.0913079193416796,0.0868020851930829,0.0347851394632099,0.0742443021125997,0.0716954956019595,0.0366123714749391,0.0565718180534734,0.108692093379607,0.0512386112303396,0.0568467900868014,0.0573967526209265,0.0602446422566697,0.0792600282582622,0.0651750121555099,-0.00156202762493352,0.0168389511508602,-0.0174913986070544,-0.00141811666250031,0.0227600843849033,-0.0031767434814405,0.00700165314025515,0.00123160920387512,-0.0234703595112436,0.00675681100810765,-0.00683280204594872,0.00376019967236929,0.00264581298119392,0.000910666280357586,0.00648497776918077
"1993-07-01",287.547134935305,0.0688639440675026,0.0858930381893733,0.0716472353009156,0.034393686489374,0.0654769922956304,0.0792170497415542,0.0387266546481588,0.0591336383815421,0.119622884294567,0.0467359584744003,0.0565221225015882,0.0510814135367943,0.0760956454697214,0.0850214520143588,0.0615682845945188,0.0123651898095545,0.0254221761879899,-0.00129481587495953,0.00441460838318569,0.0207849790510704,0.0189560122595035,0.0101468366410245,0.00539184676686493,-0.00730034412731216,0.00907505903172157,0.00136908456896523,0.0109035809269045,0.00514473193301659,0.00792821245920633,0.00637602381300756
"1993-10-01",305.452574525745,0.0799775091626641,0.0898690284317986,0.0692342725486943,0.0338442694819658,0.0589429618204186,0.0753359985717054,0.0387290236590848,0.0542825243409521,0.114872424258052,0.0432154776059151,0.0509085850766072,0.0491170255274794,0.0874730001228457,0.0889281803756724,0.065269719016145,0.0244693758895832,0.0415479377618268,0.00390505651275969,0.0103208949513925,0.0242493268939628,0.0277524964544764,0.0217470145954751,0.0126028523625048,0.0041489143737561,0.0155138385855471,0.00516174841350839,0.0121349209488909,0.0173686133725277,0.0146800435238246,0.0108462040001124
"1994-01-01",279.795731707317,0.0710815555617577,0.0945703011910172,0.0694500715173028,0.0349477909547636,0.0684530174443126,0.0754134784747834,0.0374849053209468,0.0714817031209294,0.114629651911329,0.0471863595161331,0.0486350724045044,0.055101266942361,0.0653936387695138,0.0853751083555663,0.0607960785147789,0.0192296070134102,0.0375654614655541,-0.00485877614839816,0.0078002282002044,0.0261106416582423,0.0198410504991368,0.0154230374153493,0.0129511842681539,-0.00343109871302246,0.0146376117122262,0.00232318902476657,0.0110874847454657,0.0101369646498463,0.0115012912923831,0.00880683943688918
"1994-04-01",298.204188481675,0.0787616263125732,0.100303213454959,0.0599016950068848,0.0316786502449926,0.0745669574508187,0.0819782906129454,0.0387538158869207,0.0760340497571619,0.0902518027200943,0.0529291685858667,0.0493062383806484,0.0631056723496802,0.0701188566111726,0.0804477486513807,0.0518622139739014,0.0240520742652072,0.0437818573366387,0.00841701406914851,0.00763019393679083,0.0268705353630189,0.0330411902468753,0.0185582054144551,0.0158899480253097,-0.00434890349150706,0.0158433566589394,0.0105223235008831,0.0148977950082736,0.0209826770727455,0.0179415282160157,0.013636524180957
"1994-07-01",283.186893203883,0.067846433509811,0.101605424028693,0.0638997367403013,0.0359807143457472,0.0717476345376577,0.0754795899666676,0.0393918422821489,0.0721760468679643,0.101503922127038,0.0518031150686562,0.0513984028037068,0.0586034591356539,0.0722690402360116,0.0802356822586375,0.0560589560913047,0.016268424099795,0.0385557781156717,0.00337631727199636,0.010033420743605,0.026020600319592,0.0298761682731913,0.0155994763210949,0.0190012675714359,0.00743714400544741,0.0168581253967153,0.0100762276019236,0.0090748556246684,0.0165398139799074,0.0149290641827332,0.0122657280005172
"1994-10-01",279.700748129676,0.0726121622510433,0.0989980416789689,0.0693442540458805,0.0338269151001519,0.0757220532623323,0.0769887838292516,0.0385527595958789,0.0613840639935737,0.104300510967494,0.0468881741430312,0.0454578390200035,0.0666084841936229,0.075223345999786,0.0812468413826932,0.0528457705362877,0.0138070565376795,0.0360337872446809,-0.0126377277703171,0.0049907783788348,0.0203022229858567,0.0165780961724667,0.0122141064038195,0.00623940353593137,0.00354507540431281,0.0114977854660262,0.00576409817577097,-0.000254551381224451,0.0122482001729332,0.0080914817799155,0.00707052620276884
"1995-01-01",292.047619047619,0.0769231711631854,0.101898368993151,0.0734957808161506,0.0325475648085732,0.0713922740514087,0.0714327622963441,0.0383402013364201,0.0669461520150964,0.0882323624069394,0.0405492950822574,0.0534612389399168,0.067712161252555,0.0738188194363026,0.0860244840097702,0.0572253633919293,0.00411649541707339,0.0277028355120639,-0.0145183959761257,0.000509325682521744,0.0176668500064259,0.0086478899484133,0.00790802139836158,0.00117662337783439,-0.0101002862010053,0.00598202229194206,-0.00341913100131482,-0.0119225665804634,-0.00785639644023534,-0.00561759965878355,-0.003328925791875
"1995-04-01",299.375,0.0803874279661609,0.101552321213841,0.0791793186170841,0.0344225221083238,0.0682110521711771,0.0785611277867371,0.0414750044186466,0.0620026014443451,0.0947555919399416,0.0396700764736581,0.0513677951905959,0.0574209670954037,0.0778867540665797,0.0810405448158683,0.0520668946916372,0.00340514853737466,0.0141657704195586,-0.0241152997736973,-0.00195811825887372,0.00896184949821542,0.0189721747700168,0.00510882746405563,-0.00471703015552381,-0.0343140166292275,-0.000221100504598758,-0.00483622905172939,-0.00300712292694773,-0.0107987201527498,-0.00470909178222422,0.00179887217287537
