"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent"
"1993-01-01",0.02064574214268,0.0340382310106933,0.0485545511153708,0.0196103200108483,0.0986075121736825,0.0187499525169199,0.101259719259512,0.0312321023509231,0.0557084556811888,0.0233074544680385,0.0252511654216224,0.0277630507284742,0.0271265540512336,0.0200477932446723,0.101420530672168,0.0223680044727032,0.0206531787608466,0.043780171709564,0.0174968141397889,0.0215670001638977,0.0200982696500859,0.0258341801568042,0.0370319896769906,0.0195143834265061,0.0208975995026064,0.0227874292719018,0.0212783764605188,0.0246377979723283,0.0287316697874297,0.00230350143691397,-0.00276692076312602,0.0203764607011564,0.00245143407328374,-0.00486927514216003,0.0038987722405029,0.0342862379391938,0.0107699199198347,-0.010631376102397,0.00173493589949901,-0.000555182931023802,0.00776551940788033,-0.00233296234503493,0.0019022399287193,0.0448031524711975,0.00522206216293456,0.00129693181553027,0.0117393366802755,0.00300729448152036,-0.000694310143138498,0.00317261664008312,0.00112806617925077,-0.00873673042532608,0.00223036687199872,0.00293503502205806,0.00189956371969687,0.00480066897689752,0.0025866889164366,0.00587590974762071
"1993-04-01",0.0191555465539308,0.0351683218902663,0.0491570563619465,0.0203692164074202,0.0942973230804431,0.022180207372783,0.09910769314973,0.0226670161094112,0.0514791128500695,0.0208450152053748,0.0262590012517171,0.029138432838751,0.0258821127998965,0.0221594876516744,0.11485027178171,0.0236806400090683,0.0211029914283498,0.0408897919171126,0.0200118353652652,0.0223157380229894,0.0179874588746985,0.0212727419144346,0.0352881408871085,0.0180346141250042,0.0239273917068965,0.0250238855565641,0.0256179163075502,0.0225516005176514,0.0295794380621827,0.00366569733844392,-0.00402564912734575,-0.000948509022350607,0.00296397745636396,-0.0329039323578696,0.00317500224217232,0.0405458005181552,0.00669984721771133,-0.00736257726383227,-2.1360119206156e-05,0.00118910324263854,0.00214611057082118,-0.000332910561607926,-0.00064469790155736,0.0554080405297485,0.00406964516491901,0.000443949416386682,0.00668214863311683,0.00189756917064687,-0.00234272042742648,0.0010949690604837,0.00277389759871872,-0.0137182723181658,0.000171800644960427,-0.00170231459304557,-0.000479803016054299,0.00453962242240467,0.0037048730020524,0.00397165168822854
"1993-07-01",0.0214037880369626,0.0320545952745499,0.0481364922939608,0.0223410801321322,0.0935821107009733,0.0212119451453224,0.0999167446796607,0.026498969177992,0.0570701585322166,0.022502281424183,0.0288850190834222,0.0295865701561098,0.0266688321051021,0.0198869187915393,0.106918515775378,0.0221065723373716,0.0203310826550788,0.0400344940265227,0.0189523928303871,0.0201472099578474,0.0198338070414123,0.0232166596909032,0.0334756919355699,0.0195855111103141,0.025247052786305,0.0232330591232218,0.0205710407527275,0.0308258257457269,0.0257755786971073,0.00502955015622861,0.00151861656144182,0.01040613150491,0.00233707855617848,0.00392156556207608,0.00299599589092183,0.0182361348887734,0.00858841425289941,0.00467785666904704,0.00272614694964375,0.0054487103226887,0.0079689883182087,0.00389173346439298,0.00460828834019268,0.0552913607341463,0.00682151758228304,0.00356139677857231,0.0100237947966395,0.00306159922778175,0.00158489041679165,0.00442516837224075,0.00618933557503507,-0.00528756979649495,0.0027598066037299,0.00269523182421663,0.00249904300174084,0.00283327330412097,0.00132752459919348,0.00225361905829977
"1993-10-01",0.0226297745808489,0.0320594460119991,0.0523538624760694,0.0181965580024517,0.102479022500879,0.0224232602434604,0.092938609301127,0.0265419927638581,0.0528229213446045,0.0241496929923336,0.0230507585151236,0.0309067542389488,0.0250098965765946,0.0205234308147319,0.101886344466983,0.0231171096425928,0.0197964404234523,0.0401295370758764,0.0199690154694903,0.0217168346279757,0.0199483660845691,0.0238338144840359,0.0355391601246867,0.0186226993312205,0.0242492816491157,0.0252635850893203,0.0222077511717286,0.0295908917383652,0.0280431882575569,0.0118200798671106,0.0159436995115309,0.0398560341414014,0.0118969856233856,0.0362810531328118,0.0131958120847356,0.0712523565708231,0.0191611198484657,0.023403064847803,0.0146144234725535,0.0124902044441226,0.0259840042537244,0.0128415505881445,0.00912167339796035,0.0655733830878935,0.0167556413869821,0.0101017073322913,0.0295762956455743,0.0115713812602107,0.00935520599330469,0.011334000101723,0.0153135086287734,0.00911782141817336,0.00947748159142377,0.013183929327433,0.0151912972755388,0.0113944643930884,0.0146191334583331,0.01646071374073
"1994-01-01",0.0197427923603698,0.0366822178170387,0.0501240035274441,0.021738174298422,0.0981076602972678,0.0220451957825125,0.0977651406464324,0.026499649661538,0.0423085205535823,0.0216985573612106,0.0246468319912534,0.0368846881360959,0.0198643473620754,0.0227675063485333,0.111062600905431,0.0248078914855235,0.0224833327109007,0.0420264302347388,0.0177149182544398,0.0206179310625922,0.0195219684605482,0.0239349547699773,0.0323784431896763,0.020066448151297,0.0235084254338806,0.0239028316713837,0.0225409228067239,0.0260845391944998,0.0284730755246113,0.00610703589419703,0.0126504763716157,0.018194324949141,0.00789051970982912,0.0183756855737836,0.00836179887185005,0.0339146497151798,0.0121817492813582,0.0106314580228621,0.00747082752039965,0.00292132290630067,0.0199122540735306,0.00789201259554476,0.0082893819663542,0.0683877933198212,0.0113260021675237,0.00969103795309813,0.0127870905078259,0.00676929750706151,0.0061315114598019,0.00753241900803399,0.00674354435940061,0.00513419408362106,0.00673186542166597,0.00851757027407729,0.00446826659814093,0.0101852928108142,0.00744025952171301,0.00511943636726722
"1994-04-01",0.0194441855782479,0.0299369718711979,0.0570808829127061,0.0203680990156045,0.0891719130356474,0.0203434627782284,0.101754346545974,0.0243308024241681,0.0517518060299673,0.0201732457884582,0.0252894763004315,0.0412087288418917,0.0203013485497621,0.0179001188321237,0.100320527532854,0.0237383602771899,0.0202112595349534,0.044600488370315,0.0200858518139421,0.0207753490938011,0.0196720472098914,0.0218879491836845,0.037277342351054,0.0169258745254444,0.0268796747466128,0.0269171859878889,0.0225096003075105,0.0287367497709353,0.0304063507895135,0.00532364168636946,0.00500712904058565,0.00753449186065974,0.00380295259689988,0.0127938125497662,0.00380570481809558,0.00630942208636454,0.00502748846808644,0.00168760210349799,0.00244869925730028,0.00444284322439283,-0.000705362242918979,0.00278040267397578,0.00289248857417879,0.0446264868650881,0.00557145110163639,0.00170947023763228,0.00484771497343688,0.00312282207922925,0.00606774893489968,0.00324939771722278,0.004277529458592,-0.00119187722898727,0.00322337623764934,0.00407350193739664,0.00467218013722018,0.00398240934542328,0.000629362145622756,-0.00119991082204521
"1994-07-01",0.0187534795764475,0.0328562132322746,0.0525473885298384,0.02083056641328,0.0958293270010144,0.0206191454434867,0.109070316599013,0.0274871673516874,0.0503784135928286,0.0203590904456707,0.0226527658708435,0.0341211055393853,0.0201182405177869,0.0216515851076756,0.106255366270589,0.0222803188848705,0.0204904623431489,0.039585672449481,0.0189113623445083,0.0198411052970939,0.0198097044836999,0.0242745535257081,0.0344464339829469,0.0191485480778691,0.0240374654540295,0.0253556635622659,0.0225523369595215,0.0268078238224727,0.0289283773205622,0.00392056822115526,0.000301397436648428,0.0118199898749662,0.00433465256156044,-0.00338100126392184,0.00361269928037665,0.0451030119851057,0.00783442913519998,0.00167472734469729,0.00392988455415564,0.00270125689017389,0.0116806180777963,0.00357299146306825,0.00380172634796142,0.0540943321054672,0.00500501272206496,0.00441335173749045,0.0098151598532719,0.00484196394757758,0.0040531768221256,0.0047198583848322,0.00410313015266131,0.00827876519585204,0.00373467563649965,0.00449979027467881,0.0026627938304949,0.00673514050852355,0.00393815637737435,0.00313197606949199
"1994-10-01",0.0216461928393144,0.0352191815104437,0.0486962022693413,0.0197761682602201,0.0966878997304952,0.0200624100151701,0.102177370109387,0.0272706199910905,0.0510932632751715,0.0211249604367944,0.0252058393206837,0.0293667929292263,0.0213286067575664,0.0211052489988879,0.110703592902692,0.0210857210850451,0.0203866438570935,0.045501191596204,0.0196990832983986,0.0208492111476537,0.0190973834021908,0.0232792164626119,0.0344017862789795,0.0193035225210888,0.0240659778108475,0.0249675936233656,0.0207607533880758,0.0249888734901476,0.0301486926918128,0.0098141485981371,0.0103219131144998,0.0287959793780743,0.0118897468748305,0.0313813901920565,0.00945374530608875,0.0786447617422387,0.0208742281417224,0.0131492537792823,0.0120597689411505,0.00756091572725375,0.0175928580055019,0.0111246066329408,0.0101297138942825,0.0583544629893233,0.0110733417303955,0.00999386836651431,0.034408528192381,0.0115199019762557,0.0102067991844432,0.0106480629890614,0.00942945086224162,0.0202033016541211,0.00865206201265685,0.0140900296087071,0.0130127903523339,0.00981129291355364,0.0110117470534193,0.0167312680614734
"1995-01-01",0.019932814795703,0.0326360427831997,0.0464999548566875,0.0212289977590103,0.0920833037641307,0.0193925196972775,0.106599646944702,0.0292495914965165,0.0544101097654137,0.0201221712650888,0.0217981357032655,0.0328519495953032,0.0235291850341931,0.0221665924749425,0.0984747123216478,0.0222203422295658,0.0219930353526733,0.0427353803737568,0.019580832130683,0.0223097491124429,0.0185451290306175,0.0238469412817638,0.0405787297759969,0.0173674319365624,0.0256922471228494,0.025946457499329,0.0253178744614459,0.0278442051410369,0.0250459162941947,0.00469684587480598,-0.00555569974387888,0.0151115539593887,0.00434838008629466,-0.0181381337579831,0.00211690830927093,0.0509039466680274,0.00541805981872426,0.00185358671584352,0.00370492506144283,-5.16282300677894e-05,0.0226619493824409,0.00172926200556127,0.00101081848696222,0.0410052268777817,0.005502895310591,0.00244787044492625,0.000661192028903393,0.00368140658559713,0.000255843079311351,0.00457001199834068,0.00227346153732959,-0.0132893870103488,0.00319537025465087,0.000345734924125581,-0.002071076602615,0.0035578800890535,0.00771949700660595,0.0106113859176254
"1995-04-01",0.0221129809275108,0.0298943683688688,0.0464998384480223,0.0221269696524117,0.09644387512606,0.0190870064889584,0.11040260306178,0.0297040883965154,0.0497289331679512,0.0182280371209951,0.0225010122490266,0.0350080749289761,0.0228633580788434,0.0227999985666238,0.0954860929200717,0.0183883202477019,0.0182498573590638,0.0505915077800211,0.0189832642790298,0.0213135669250451,0.0195036194610903,0.0256832688769101,0.0402764222497659,0.019802490198513,0.0250940598222474,0.026323154783345,0.0221007246798524,0.0255132898362173,0.0252892159985814,0.00451008813351654,-0.0016119823442356,0.008371727178608,-0.00210820163953385,-0.0210149883671737,0.00183946463363875,0.0241450509971541,0.00587291360268686,-0.00136803630560788,0.000204383581761557,0.00201969074470902,-0.00224407241887947,-0.00119067382984906,-0.00132397199085323,0.0435767287063646,0.0058378640843271,0.00223801378738302,-0.00936455425019414,0.00272662676564577,0.00175135079984577,0.00347835375736599,0.00546736104132259,-0.0133647456839352,0.00378280828991538,0.00344550057889419,-0.000125103353911182,0.00318037030003193,0.00492807703630836,-0.00559190468153897
