"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent"
"1993-01-01",291.628834355828,0.0301462534108892,0.0267969508997566,0.0141124154712076,0.0401304784365422,0.0261866406546688,0.0329327387006457,0.0199733214080506,0.0303181204328857,0.0284215798867099,0.0210769331772475,0.0184485701238933,0.0411595087120125,0.0357189101189932,0.0245549323647376,0.0158902385610349,0.0339976789156573,0.03473825594997,0.0152252500498261,0.0298850414026753,0.0476740197986215,0.0162879510513688,0.0134490549851008,0.051811041469442,0.0252078415082935,0.0307900111353903,0.0267485546060751,0.0424602121899304,0.034156720654887,0.0357159955186971,0.0208054724120463,0.037739752839647,0.0227529526140819,0.0184666984231923,0.0327974673188152,0.023422434797007,0.00170256409505229,0.00686845314036193,0.00228346449285299,0.0158271516947584,0.00709627849009013,0.0165022403675192,0.00644439259179157,0.000471265851344793,-0.00402319324692063,0.00325023596797111,0.0040287501874666,0.016227809097206,-0.00712607437187545,0.00709550677888138,0.00569020690151896,0.00516716186021351,0.00962906330882938,0.00309096723977868,-0.00442271794526702,-0.00288048525897233,0.00293281997200762,0.00212548541282738,-0.0047834217539403,0.0092001121863745,-0.000153985749213344,-0.00736990914540773,0.00352211860543357,-0.00494792935350014,-0.000798913596405594,0.00241747621512307,-0.00160480249776003,-0.000987673401635653,0.0042654469783509,0.00738692175202604,0.00403220161957193
"1993-04-01",284.365296803653,0.0292264538033332,0.0285348289823261,0.0153463249818924,0.0484415405538237,0.0265143584657886,0.0310733747402033,0.0223687177518169,0.0324554121887991,0.0295227292113104,0.0214802007746922,0.0238070918163284,0.0459633146818218,0.0387836466030326,0.0267182622430745,0.0150428152247045,0.036970432222854,0.0315735831418232,0.0150298448918673,0.0253843959441555,0.0425557015812655,0.0158370416502563,0.0133347219898373,0.0392035410530279,0.0277517852992312,0.0383538220523206,0.0277095918900198,0.0374495127458449,0.0319119004642148,0.0266467900840829,0.0184014085661919,0.0416196232602482,0.0202268568217007,0.0191540337296293,0.031632741904627,0.0239735986838541,0.00150320173513572,0.00026637413903156,-0.000580028725909333,0.00524794235007476,0.00138628328556154,0.00574604396388752,0.00415151554450701,-0.00113844103368054,-0.000753104095297685,0.00290455008478398,0.00454866854427481,0.0193647648060627,-0.0110735714842204,0.00294676957092903,0.00280549162064705,-0.00341694966039586,0.00749054413572133,0.000102175120055863,-0.00134661845144596,-0.00484183124362686,0.000819473145613206,0.000580120572397425,-0.00847923623893273,0.00697405930709005,-0.0173464288097596,-0.00330609866286201,0.000350478847930254,0.000804198201660502,0.000169488144942026,0.00209026826370263,-0.00756716115811965,-0.000721586017407983,0.00295542541237959,0.00298291084325898,-0.00118037440000697
"1993-07-01",287.547134935305,0.0298400201477208,0.0323203455548997,0.0150421975388824,0.0412490235582963,0.0268739583758816,0.031577764757264,0.0226202181182693,0.0287682304568807,0.0281784758693225,0.0193136188863822,0.0214955795660212,0.039500844345502,0.0278881877065984,0.0262092895185951,0.0157538285271638,0.0420315299831325,0.0332972611832528,0.0148306240391069,0.0351528402533821,0.0496362283512481,0.0156363007092939,0.0134638062493531,0.0495911847757846,0.0253629376650519,0.031669082899505,0.0251324533294852,0.0367327652909647,0.040200820366971,0.0312381092306862,0.0204915415543276,0.0347581900650454,0.0199151322649486,0.0198638019574336,0.0298151007779622,0.0245487061253849,0.00351719278577971,0.00797470880302423,0.00239427921443967,0.0108304014829326,0.00544317553915379,0.00772401917557755,0.00804272048371398,0.000514331136438254,0.00331811649165347,0.0046476691328694,0.00366504539557986,0.0158183474543282,-0.000907275523265751,0.00278021134586517,0.00439826485144012,0.00853698887556833,0.0113505363213642,0.00179026213730662,0.000102271976213066,0.0010846860382364,0.00205514238361962,0.00229023410198824,-0.00416548342531653,0.00938350248166792,-0.0029640105765494,-0.000368563015964396,0.00487650513040685,0.0027518664752821,0.00172241755954519,0.00265556496832947,-0.00173529941250108,0.0016356212985986,0.00163840011861799,0.00563171537676059,0.00124961524703949
"1993-10-01",305.452574525745,0.0311588646677815,0.0340555472608824,0.0148468120857884,0.0458847846239729,0.0279169499750306,0.0317310494811273,0.0245447649990865,0.0353358414862896,0.0256378748971878,0.0174478930976141,0.0188540638981595,0.0331334410450452,0.0238765758301452,0.0278091845016889,0.0153376438292526,0.035102290761964,0.0326613935049415,0.0142862787955704,0.0364490757033312,0.0439643309221076,0.0151492563020305,0.0143013918288535,0.0499666036061534,0.0238084915776609,0.0315650077203665,0.0221912285520343,0.0389560369266164,0.0402690353743155,0.0340116895725849,0.0191455127651774,0.0333165883007036,0.019686403663375,0.0269491668749187,0.0356052195625591,0.0250437060056831,0.0065534312123424,0.0152194846111683,0.00304641202448344,0.0183011617752324,0.0115982790861667,0.0188363125803906,0.00918176646019526,0.00249539569212828,0.0051549090218883,0.00534736221493099,0.00713893056433206,0.0161266351915899,0.000534596144607218,0.00630622043991054,0.00870222549410426,0.0121031722863708,0.014772262048719,0.00559434346153473,0.00466043030398577,0.00501104011118709,0.00484305845433006,0.00452575134992076,-0.00145133734503996,0.00681527574661482,0.00277302669240405,0.00292204901251799,0.00566070989481443,0.00558073898103754,0.00390041642365996,0.00682466321498961,0.00243012028647207,0.00314495194131757,0.00944346454526165,0.0103434273507414,0.00200855136583854
"1994-01-01",279.795731707317,0.0310391029586714,0.030639174462302,0.0152374691056563,0.0479945765091812,0.0256189862810908,0.0321813016715651,0.0241411763952495,0.0254141885000048,0.0470627335760189,0.0187431891348017,0.0213428362275765,0.0352833007411071,0.0312123872471254,0.0272946628870386,0.0156239189762535,0.0387118255422293,0.0338551132131942,0.0151597537365406,0.0266065925124613,0.0444880960429869,0.0161112818042368,0.012640882594991,0.0503483481044639,0.0317716891558008,0.0303604179977744,0.0190545314042538,0.0381275474785181,0.0307755764947749,0.0302358520305882,0.0186028761579717,0.0348572038513754,0.0186388384844487,0.0226956843797783,0.0347401446800533,0.0233887396599158,0.00364145146991627,0.00829771929185365,0.00259433826872693,0.0165607588477135,0.006669706729805,0.017637113317424,0.0109335144267139,0.00110832093959418,0.0075362412017334,0.00439026270598477,0.00660091855077312,0.0161866098362065,-0.00546821621850683,0.00483395705871106,0.00708782684398007,0.00744406236948669,0.0163232703980207,0.00447094269447413,-3.24068385457869e-05,0.00303185829431444,0.004182059783561,0.00372505922879648,-0.00424824679779462,0.00852901263376159,0.00284014638012646,0.00166070020919457,0.00452269076749493,0.00310415541434764,0.00263587561726732,0.00491330580791281,-0.000870068671478713,0.00158606278938559,0.00626334851361852,0.0111555910859834,-0.000723226430349352
"1994-04-01",298.204188481675,0.0293402412828715,0.0302397320324481,0.0147441736883158,0.0487807711133305,0.0313656031115888,0.0290300763196338,0.0231382406778545,0.0276404668728181,0.0505036878606247,0.0184330326483776,0.0244695106920653,0.0430495455882563,0.0215058684596525,0.0247203963151993,0.0167937501164275,0.0442975795277519,0.0381360363036011,0.0136214276342594,0.0289769879256468,0.035001550786927,0.0152662244118238,0.0138895037388727,0.0352044222669647,0.0364103832064457,0.0326175982827946,0.0207363896942253,0.0360309256165389,0.0380165250050046,0.031734435877765,0.0182249783461016,0.0278596063225853,0.0202237860520107,0.0205099551573816,0.0407287193700079,0.0187578676938274,0.00560086678826193,0.0140621681146836,0.00333384019879762,0.0169202493212679,0.00834672119789773,0.0111601254706264,0.0133394520496311,0.00496138923673427,0.0118627590770043,0.00859782134422508,0.0083694399345076,0.0178287443200137,0.00161650053238628,0.00569521405779153,0.00890354617033362,0.0139897085142877,0.0227527721676079,0.0043929271686844,0.00566455494281073,0.00640721328833744,0.00507691076987038,0.00442058919127826,-0.0077100218788373,0.00980739795694426,0.000636532824744773,0.00543002312453272,0.00853057858111573,0.0128665425854165,0.00486756187050342,0.00498032218902059,0.00159044683668245,0.00153511511360945,0.00411842503076046,0.0154925600297766,0.0022673216824425
"1994-07-01",283.186893203883,0.0310051147778497,0.030727920400313,0.0159449811402813,0.0499192521740433,0.0253539676917304,0.0356575928193375,0.0224999606565524,0.0248445892033811,0.0469883371742824,0.0181909452452916,0.0227700516722403,0.0414267724639943,0.0281453155712657,0.0262354133749491,0.0166518864378346,0.0372077711092191,0.0348756268230718,0.0149959029334621,0.0317515954303672,0.0369641007259961,0.015619075121695,0.0142422075694785,0.043962662407064,0.034304716842731,0.029760591254955,0.0226776643257933,0.0376208629741891,0.0371350754015545,0.0296144123238943,0.0184738941319246,0.0343546463363506,0.0185779959861366,0.0184059686738282,0.0324163241008027,0.0206768047241399,0.00836803326600143,0.0104123730928214,0.00471527710056664,0.0170957980447453,0.00685375054595866,0.0159365491154224,0.0097769828755357,0.00273160649476315,0.0129916785415709,0.006952986401065,0.00722626366782049,0.0183079087596738,-0.000393544957745207,0.00699171344342863,0.00617330396388577,0.0145862029266132,0.0141757966822133,0.00427980887025678,0.00416726573640184,0.00503920149205611,0.00395935303531023,0.00492351165421532,0.00257505906740717,0.00553676563282042,-0.000337679321156151,0.00472846682288711,0.00740604763308756,0.00866568025424481,0.00421095270376278,0.00604247762274638,0.00543493983391825,0.003664528059576,0.00485677484177811,0.00469796935929218,0.00315860824534918
"1994-10-01",279.700748129676,0.0318583806426133,0.0268629666072002,0.0151736837835306,0.049510034278542,0.0246999906489996,0.0325960822954294,0.0246338370851265,0.0264285060687522,0.03561896129745,0.0186994572045079,0.0212495479375869,0.045255172114954,0.0300409662564713,0.0266685371423496,0.0171354363275724,0.0388477219573476,0.0308535132371699,0.0149883340891764,0.0332196642802704,0.0392119898485053,0.0154682053825104,0.013269859665241,0.0403658088792223,0.0367752575565423,0.0349991724081916,0.0180536865117707,0.0381844701161697,0.0366557276166457,0.0287985169838923,0.017119074665729,0.0361074269663799,0.0223059563585994,0.0210088873958223,0.0388024482196125,0.0185327181701153,0.00280839041562227,0.00775296501151451,0.00298500080974224,0.0142092067581644,0.00706593742352498,0.0149168728143147,0.00637445202957594,-0.00111546088059783,0.00493610567863919,0.00481479547390838,0.00632891261530948,0.0166454353328535,-0.00819052274739754,0.000478886267602279,0.00659510082986511,0.00746590866588609,0.0143980149846929,0.00225100194015223,0.00835271238610487,0.00329402822699414,0.00174969596171446,0.00252222030287954,-0.000149154861596526,0.00192409944668548,-0.00839027392301344,0.00312009655361372,0.00464599039355856,0.00360640438312105,0.00106576609991159,0.00252518984988115,0.00225747950373312,0.000106896845097188,0.00404362247498449,0.0031492811131961,0.000945281129217129
"1995-01-01",292.047619047619,0.0321525390091138,0.0277709290145975,0.0144970220249913,0.0484427504049401,0.0243264923822583,0.0371686943444703,0.0228185427506311,0.0247911685187996,0.0374279630428426,0.0213810838635629,0.0174547563045827,0.0419904776911752,0.0307089083169433,0.022881722365526,0.0155833410922294,0.0372943059799943,0.032853022242737,0.0136014348011713,0.0304503654101845,0.0411379157344752,0.0140915427756076,0.0132502545055485,0.0362466869942389,0.0319217964108354,0.0351959153152014,0.0195038196387083,0.0423991705235606,0.0436435704895697,0.0314824665177126,0.0206645956814208,0.028579764923366,0.0283983201809065,0.0162925253455508,0.0394488831254088,0.0241472522771376,-0.00135408157051052,0.00278614632097551,0.00114073179104916,0.0145776449438951,-0.00053597927722126,0.00689607291916564,0.00340492294577798,-0.00336246542425954,0.00582805794935418,-0.001287208257224,0.00215330938026195,0.013744188025814,-0.00821868061474955,0.000388704986728239,0.00434400892343573,0.00541968046751349,0.00801250633548758,-1.70424383088014e-05,-0.00214927691183665,-0.00528246010070778,0.000618160493233741,0.000775792376303281,-0.00733033190346632,-0.00124409162655746,-0.00840152895205312,0.000625160048923006,-0.00376907468839168,-0.00717073143599745,-0.00511388390437916,0.00185424529265349,0.000579444203766467,-0.00464682517115199,0.00109173612602857,0.00593757181689415,-0.00334766108561288
"1995-04-01",299.375,0.0308811872504918,0.0321459184500841,0.0140819336255749,0.0512607755933481,0.0318519716405579,0.0406972669421761,0.0325469933348503,0.0253920458819142,0.0314108707629892,0.0196074258549118,0.0141427437031392,0.0406416767357411,0.0370060540153527,0.0243293484790981,0.018118357817483,0.0356781213502578,0.0313851901580398,0.014311523204981,0.0294833176500614,0.0399138962145222,0.0155352774110082,0.0131964174093561,0.0327950322629947,0.0267390866647259,0.0360028012357488,0.0256754807850538,0.0371034498387712,0.0471204357700121,0.028781106771532,0.0192650460843436,0.0301434823295016,0.0207300966549949,0.0188008890802579,0.0345110317987871,0.0187137472373373,0.000436986345983104,0.0028356488655064,-0.000714700744353254,0.00243774938990031,0.00108251431425082,0.0100334884307357,0.0129025210646803,-0.00701098469337171,-0.000159244359723006,0.00075262971792278,-2.17884734853606e-05,0.00727849611444747,-0.0129962809930511,-0.000143193154545956,0.00089149508323039,0.00650863593216499,0.00801054984921661,-0.00122890491414534,-0.00397400996253254,-0.0128824442687583,-0.000123888530077799,-0.000271953933400862,-0.0136466360795459,-0.000293539342547524,-0.0100229870895699,-0.00148621085323101,-0.00339757817763311,-0.00681369935087355,-0.00280677602227715,0.00110710494528817,-0.00880626715941922,-0.00310832958723226,-0.00142876130578508,0.0021835372398602,-0.00138726467110302
