"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0401585374895179,0.159660298258047,0.0336959160270521,0.0639471021635186,0.0495992026599124,0.0443699063452556,0.0400881560338001,0.0604644661889773,0.0347554080981927,0.16699440279876,0.0866022510647596,0.0418854257194347,0.04818129001861,0.0449931253687475,0.0432938431990674,0.0413106685663473,0.00918765214928027,0.03336154412043,0.00474836398868984,0.0114943961294657,-0.00592349025220928,-0.00133587815065588,0.00791998619055131,-0.000628561030353856,0.00368734951346469,0.0565287697126098,0.00889493482625848,0.00148570278115269,-0.00380759953022235,0.00249400222677625,0.00684513888809297,0.00676307376489681
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0371196042864178,0.182879148709339,0.0330611663350301,0.0610953539460457,0.0483389337630339,0.0438827954570037,0.0454598952694757,0.069815787267322,0.0329521768822854,0.15132526265603,0.0782260410539491,0.0419582741643181,0.0480641282213765,0.0388005394971003,0.0447947586110051,0.0422261338802676,0.00417810659323035,0.0373895033897765,0.00570560705997839,0.0142006150021042,-0.00230686920491626,0.00107558971285591,0.0130808798487274,0.00114297479420889,0.00712935191541157,0.0295618848545441,0.022555683674407,0.00326690805538361,-0.011483302673483,0.00674237011301796,0.00794800240218987,0.00896426057614546
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0346724751716791,0.17658873486504,0.0393314552700971,0.0608114943438639,0.0434771538560534,0.0413577806949928,0.0423359542468721,0.0604930883534342,0.040137391282535,0.154750549617374,0.086805013845001,0.0392441549797215,0.0509831113574837,0.0408150599741243,0.0476684903125639,0.0405280918291644,0.00601617020731273,0.0301369566147072,0.00439753986002534,0.0170272196396577,0.00264900130879211,0.00104278049738553,0.0115436174845818,-0.00794372974461059,0.000565625442471614,0.0260348824950671,-0.00700137001844554,-0.00134914725911552,-0.00879281435604523,-0.00470704131179511,0.00626222590681849,0.00477904244270336
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.04022557388054,0.178245705775719,0.0362679569570163,0.0648040975351484,0.045213783051704,0.0470374761061655,0.0366513920435148,0.0593885570729218,0.0349911723539713,0.162902374385707,0.0869797779540541,0.0391867547436903,0.0463750447721872,0.0466075677977111,0.0382998991719014,0.0368228663980476,0.0111937635891877,0.0512934703388718,0.00681912332809926,0.0140821891330624,0.00777422236564174,0.00996982371595413,0.0102859763360441,0.00470212932729381,0.00936870170032708,0.041803489347243,0.0119307560477464,0.0058088033635435,-4.39399875591656e-05,-0.0019613780153786,0.0109687876318594,0.00910501923463595
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0434455245030133,0.166642950283542,0.0358327935116403,0.0658054347649384,0.0489355168944768,0.0423120804755214,0.0445129937795918,0.0565547840615851,0.0339082113652012,0.141392940893191,0.0943717703439141,0.0366946797809218,0.0576586825316187,0.0470581555731882,0.0418927540630847,0.0429807271745711,0.00691757471149599,0.0710094293292261,0.00866759313289459,0.0113946815791321,0.00822659149666133,0.00750409065762271,0.0198814521821207,0.00886539409449341,0.00770993760123557,0.040714524989108,0.00851533369651492,0.0104674064476201,-0.00274853256921653,0.00766004763723727,0.0123815316074782,0.00596227187860728
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0454740618298805,0.162700149070377,0.0367314064534733,0.0573104786868872,0.0460429324663595,0.0473922745770376,0.0416018387405676,0.0592460326722554,0.0385012751096115,0.165374592804423,0.0831311372108577,0.0374878659578786,0.0455340141305621,0.0505902916460315,0.0412635676000594,0.0416180810437384,0.0064529853972928,0.0353452578870587,0.00424845904749423,0.00444064440395057,0.0064440916530219,0.00366697487876195,0.0090668584224845,-0.000421586004718541,0.00550182550454319,0.0215869714732049,0.0147559703773736,0.00528610494226419,-0.00881865679345282,-0.0031630679740641,0.00806691155978998,0.000942948812740593
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0378637827313787,0.158037341912698,0.0360165874133194,0.0585590561173535,0.0480415829172766,0.0418361641789591,0.0441446728801354,0.0662142348902226,0.0364104894096751,0.166294478608331,0.0864632377217924,0.0369352017085784,0.0496498689361289,0.0449480418741504,0.0446034182030525,0.043981840496948,0.0250892543290705,0.099260935043336,0.0202750048701467,0.0362244699129957,0.0281863781358936,0.0211181591904923,0.0348614678140973,0.026992868635513,0.0204819055351101,0.100295278067319,0.0578174426638363,0.0216193089561126,0.015650602113483,0.0277257581997087,0.0292784286505537,0.0262233074125795
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0390453019414565,0.175880302579043,0.0363891924763142,0.0583661634428463,0.0448183051804743,0.0413065280578338,0.0432995786421,0.066522829078423,0.0393850598692938,0.144123360954495,0.0862813673074615,0.0409391201347174,0.0509895147497728,0.0452315027308484,0.0417558338468579,0.0456660390080619,0.0274827020500802,0.0585596355830586,0.0191875958517879,0.0399419440559266,0.025117601252902,0.0233963883338919,0.0246142636675632,0.0283054763553647,0.0181925395032176,0.128743824839409,0.0579674623272309,0.0167388690460475,0.0232253091153047,0.0259335967748178,0.0202809938319505,0.026907894666292
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0403656247086309,0.174127581551758,0.036427014462508,0.0693910117733786,0.0391489907970533,0.0394280567354472,0.0419859052791554,0.0578971309264199,0.0391751770213785,0.170998483688398,0.075194538931914,0.0430852762365972,0.0439342648045345,0.0396930770037227,0.046443258174492,0.0427046079046111,0.0239990246554494,0.095315445893485,0.0204404321983663,0.0416672599531918,0.0231967459119792,0.0226760662326715,0.0293949019787484,0.0284358212805433,0.0224957199620767,0.10500330833633,0.0352140902399204,0.019472414890881,0.0205340179580249,0.0225919216663908,0.0278903545804384,0.0232636576867549
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0391724142054182,0.178274996613539,0.0340260118874285,0.0547739246250355,0.0455387309317233,0.0359919938487341,0.0381792793124824,0.0740955081767274,0.0406045576671784,0.153201083661388,0.0807265786901893,0.038334054660283,0.0497477002503313,0.0536663755920829,0.043788451970702,0.0398783379067564,0.00605649866764834,0.0536819592770534,0.00468378953116188,-0.000740270610790899,-0.00548011895341537,0.0070785567277561,0.00752714619511701,0.00118652084018975,0.00673142065539618,0.0109648867257848,0.0109044573960548,0.00459761266085859,0.00447039932752322,-0.00235115318602243,0.00995959401746916,0.00467006595972303
