"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0412615779779393,0.0580679332394703,0.0305592702264868,0.0357338382261508,0.0481466941681716,0.0722127034608837,0.046541509962293,0.0386792888166718,0.0422643609444731,0.0408978048162211,0.0376105575369759,0.0396540878011701,0.0293345847237126,0.0324571884980362,0.0972067949286466,0.112121693685612,0.0411973445862267,0.0290661534721569,0.0585827065524719,0.0324184843867664,0.0359854219894635,-0.000675272994789111,-0.00418631933397203,0.000509112881577092,-0.000794159087151434,0.000973806732522458,-0.0079227868578456,-0.00301460658605091,-0.00107649503018489,0.00292938364185695,-0.00534834329507516,-0.00447533707648317,-0.00202188909580882,0.000631976401534924,0.000308734654373596,-0.0116893831586947,-0.0242546228154322,0.0046273686810163,0.00110773786898523,-0.0124394100250112,0.00010434619018228,0.00287087807450757
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0433898967047137,0.076129962391653,0.0274779280206545,0.0369969818378235,0.0725878364618383,0.0554225703870115,0.0377033544809468,0.0394691234890988,0.0612968611940726,0.0309751641170454,0.0319997554771104,0.0292051861010928,0.0444952027011725,0.0290724977116078,0.0983766262198802,0.119983762030238,0.0330286174693841,0.0277685365440493,0.0371144445629928,0.0366822996698435,0.0308233924277707,0.016790325328946,0.0238177022905983,0.00931523355614147,0.0132531882864061,0.0185646917010085,0.00500371147246324,0.0088803105257146,0.00887723174574137,0.0203051089370809,0.0109930387582265,0.0065769534706164,0.0111904048684363,0.0136070778061342,0.00725614412149267,0.0426203169322822,0.0198836632592796,0.00963758524370795,0.0125822774175526,0.0126386829243721,0.0115263389788372,0.0124451238396952
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0349698011243759,0.105812217193061,0.0329033021533589,0.0603586866310996,0.033751995735157,0.0599886130210698,0.0370200386416844,0.0388971200775785,0.0382514479728887,0.0469074466009143,0.0538692677737181,0.0461028522173093,0.0403714964940479,0.0774040745057071,0.0814114956007866,0.0303694557704323,0.0315487014365093,0.0364311291121593,0.0352859534198989,0.0326998225130794,0.0456450820051639,-0.016344459033633,-0.036690516733857,-0.017249962298584,-0.0319170126970483,-0.0183685392726301,-0.0348942392195303,-0.0162984691566439,-0.0184908804817896,-0.0194820030049555,-0.0163026864261909,-0.0260117169967568,-0.0225879600530083,-0.0167103951760874,-0.0227073570317131,-0.0226076226602611,-0.0154735014823916,-0.0158288676096684,-0.0155998265960247,-0.0168486987044034,-0.0157226262357242,-0.0178918389792648
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0481924917755765,0.0420994076359912,0.0310902165085889,0.0391753000124726,0.0511668614100965,0.0550736272280413,0.0496217738131284,0.0444494268147191,0.0425143003061139,0.0429305317365307,0.038344522722024,0.0468713185188679,0.0382679025391082,0.0376973047863611,0.0957639413858761,0.098751634676519,0.0460382265348374,0.0304262469647615,0.055263360260687,0.0321657059119148,0.034095898457784,0.00802046307991743,0.011549751388353,0.00579688652972441,0.00216115027638768,0.0103419849105191,0.010643163182417,0.00336614007677084,0.00992038357691365,0.00765680353170455,0.00814060804822661,0.00746496250295054,0.0078094342981074,0.00590439214535287,0.00389223736612396,0.0193952705788855,0.00307691677423592,0.00631706123035252,0.00422530078670864,0.00696129587106604,0.00568654458790261,0.00718685230228297
"SPEECH_574","1996-10-02","1996-10-01",49,0.0603408905501738,0.0380661529985755,0.031993039995787,0.0351197617353791,0.048616013630632,0.0376969937549505,0.0346965660761843,0.0382448262781663,0.0668727138018018,0.0436362934275288,0.043775315830727,0.038301387828451,0.0555327053446423,0.0333290490700742,0.0628195927635682,0.0931858619847851,0.037963490458466,0.0440562192508743,0.0437840905650606,0.0401068610597472,0.0718621735944251,0.0171780940064518,0.0177762513687574,0.00729883891173226,0.00434004579381473,0.0101036428483324,0.00908893705870096,0.0110220770259923,0.00671161027393037,0.0210688514044889,0.0108280664514207,0.0027895172005616,0.00950611873738035,0.0191605884648838,-0.000273113638841125,0.0160617250243105,0.0141591330558184,0.00969093692572729,0.00280905637160596,0.013010988677519,0.000849429989171012,0.0144442670948347
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0449812740138392,0.0473951264940367,0.0310625358489698,0.0343563460970312,0.046222653656176,0.0740681465233518,0.0490049762597528,0.0419105674819852,0.0533594131259659,0.0423491929285558,0.0383393491844231,0.0344616281573089,0.0323580912665876,0.0331004746550108,0.0975928579394722,0.127297849797055,0.0309708054395394,0.0315876690678356,0.0426699983523719,0.0313495417589148,0.0355615019518167,-0.0121037491121318,-0.0158280074012431,-0.00868365186263527,-0.00799618551439159,-0.0087622341083802,-0.025365758649509,-0.00959380715509749,-0.0152602244124312,-0.00895103420239756,-0.0139357683001235,-0.00996534038799539,-0.011344585630771,-0.00658807275532165,-0.00601833366238338,-0.0196242759987416,-0.0161770984713418,-0.00558107324609086,-0.0102395547590944,-0.0187167265047331,-0.0126567985024917,-0.00873484685183006
"SPEECH_478","1996-10-07","1996-10-01",40,0.042059981205956,0.0445933479561785,0.0343958596071718,0.0329810146937045,0.0522967507267722,0.0377217072670507,0.0825561998928444,0.0697203387127015,0.0467842735466092,0.0489011809019981,0.0447343681227708,0.0680021632508995,0.0333603067910369,0.0355894807890127,0.0718746420829499,0.0558839918481742,0.0410858656207147,0.0324127779170866,0.0473869194882382,0.0408188533882123,0.0368399761899173,0.0119137653168726,0.0169638478572648,0.0143531303559679,0.0134587670052358,0.0221245221170936,0.0153244911806521,0.0339528027869591,0.0186158321793096,0.0211258033154866,0.0197830339489484,0.0174884304353683,0.023164689937657,0.0164318047545409,0.0168129834716755,0.0258791314894421,0.0187278246208942,0.0174062366594078,0.0133462610451886,0.0191470928252267,0.0166485179127327,0.0148791343652359
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0522976256317412,0.0461606622276589,0.0339507511188174,0.0370439274383766,0.0479926598216755,0.0443032447099317,0.0358161666090064,0.0443411145539665,0.039973618884283,0.0521138503182938,0.046406074913694,0.0393347459666832,0.0348646833157871,0.0384146761142358,0.0948036971231079,0.0767281931457667,0.032143984875285,0.0471328845144846,0.0409853921362497,0.0660062845484663,0.0491857620324887,0.00321270552321292,0.00465092245569347,-0.000510347421550493,0.00116646740683456,0.00375654603269804,0.0019759203257456,-0.0026392936080252,-0.000195653336537856,0.00591874286817149,0.000769843387270743,0.00174682931928179,0.000498534986387218,-5.27077184975889e-06,0.00561999432778433,0.00284811774479512,0.00369236194739853,0.000366588265817904,0.00183223802722078,0.000285395528757402,-0.00277104542731402,0.00173563668196656
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0429973094774144,0.0401957233675683,0.0328475396770525,0.0446052509142548,0.0629319642800127,0.0474610419896007,0.0391939171335248,0.0666217249844375,0.0370986963668668,0.0566219680352869,0.0447110725324324,0.0486957869067698,0.0442346277845244,0.0402755401256892,0.09698648771746,0.0469327986229887,0.0355799977638687,0.0423547597300591,0.0320811669724528,0.0366506112900907,0.0609220143276451,0.00304954184163113,0.00731356712199905,0.00123363709753311,-0.000818283926856027,-0.015662775975358,0.0019050199156406,-0.00324270062226725,-0.000585077708653294,0.00357170171403081,0.00696090096069667,0.000333899752417138,-0.00443661108599581,0.0036087743643966,0.00215276843507076,0.0137390404282497,-0.00124674601630379,-0.00162400285761032,-0.00408751163276833,-0.00115098436507949,-0.00141605071353193,-0.00630016947499047
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0592155919051061,0.0371054524141142,0.0361536425250289,0.0460462918266926,0.0470169917302803,0.0500384962302942,0.0345780312195229,0.0363485772451739,0.0525570971358901,0.0616968148701464,0.0394876086015075,0.0419485425940961,0.0531822137475585,0.0578117372884643,0.104824435497109,0.0354912467392996,0.0476736044978951,0.0366534461056035,0.0374091259030323,0.0396508513145461,0.0451102006086386,0.0226406131153863,0.00688598599334288,0.00643312937582174,0.00358893601689507,0.0101126117493749,0.00809651357580517,0.00679572827465926,0.00904201092335644,0.0119682021341061,0.00232829548265273,0.0117224909158701,0.011532061457049,0.0184131887053264,0.0143584145867068,0.0193806873806996,0.006566899232365,0.0123516641360441,0.00620865569488277,0.010230676290891,0.00814300863395002,0.00234127225074113
