"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent"
"1993-01-01",0.018831534549519,0.0144250168812974,0.0856413867605461,0.0197322410152179,0.0170089013365407,0.0150885199949283,0.0602591143519058,0.0170167810254128,0.0478680526327982,0.0167104121128806,0.0316576157147189,0.0238226824876176,0.0146220415564739,0.0199322576152806,0.0501258697155606,0.0160429994843503,0.0160568723639946,0.0634541234468429,0.0173294778546315,0.0234863822200719,0.0152321064668306,0.0468600267757608,0.0224302721600238,0.0186362990188303,0.0178149407237506,0.0895348124239434,0.019557279490358,0.0169592709559204,0.0313817058175847,0.0181427519631793,0.0249537516355288,0.0175898015097332,0.0196881388932188,0.0136451003650205,0.0149401600235904,0.0235212986561366,0.00323417083360158,0.00277575051546797,0.0469576805174985,0.00325227049529652,0.00269337245778866,0.00177270793670723,0.0226874556316097,0.00169246580370396,0.0212871439600282,0.00411497608068,-0.000610069924887911,-0.00233884812605447,0.00145172936244526,0.00335950177734474,-0.00490419257864019,0.00120450113663282,0.00214047738300297,0.0321366984185335,0.00241989002402923,0.00865530266469445,0.00259775995582173,-0.00706159620259772,-8.97301158257354e-05,0.000411679905031878,-0.00118617452693973,-0.00724029085497722,-0.0011333263718174,0.00188040515890901,-0.0104705031465821,0.00366131243377623,-0.00165068023697069,0.000959044525599993,0.000960903949447442,0.00194034537757678,0.00255326590986144,0.00548455725048182
"1993-04-01",0.0166869133228264,0.016237168240754,0.0921262859204939,0.020581526757909,0.0171272823863536,0.0157973571155412,0.0611122973036947,0.0172574467634307,0.0498583322855058,0.0167009220908266,0.0323934448590809,0.0215868621365659,0.0161771492840756,0.0188533272818884,0.048036984635709,0.0154119820619423,0.0202605259089944,0.0688146906580316,0.0186977708609096,0.017726493759081,0.0160667017449031,0.0446240164354114,0.0183116911807537,0.016430985541238,0.016169591107628,0.0862915897128045,0.0175399749237472,0.0187693594941309,0.0307382969176748,0.0189593798347676,0.0260267172264362,0.0198995435933199,0.0146065111696706,0.015368047170312,0.014761731252492,0.0239910990610954,0.000495335031548237,0.00242358211151015,0.0553658133295322,0.000193549211610695,0.000669417965431767,0.00136731966662622,0.0137830384245472,0.00233611849689023,-0.00184792125517713,0.00388677097111341,-0.00401333138353904,-0.000920008795549432,0.0019899827666084,0.00166270434242005,0.00472529254777939,0.00124664955322517,0.00542813632835338,0.0243724233849424,0.00375934366948289,0.00395869179213428,0.00115162319273172,-0.0019416559266867,0.00195336593402752,-0.000410170829006994,0.00017064791295758,-0.0337925533506989,6.25828243983793e-05,-0.00113956563660864,-0.0112112990520334,0.00286680316797368,-0.0050603430889568,8.66226126546968e-05,0.00251774266819217,-0.000539507310355218,0.00177097970164685,0.00329277822978451
"1993-07-01",0.017553923224719,0.0157211326358491,0.08979318193719,0.0191071570341544,0.0186810675735342,0.0161843096229686,0.0602254801223762,0.0171545948421353,0.0461617351821549,0.0167017796811894,0.0336879947431591,0.0215896978792977,0.0163122054970581,0.0208402683866851,0.0562794959738972,0.0159265694260585,0.0166170369103367,0.0656050033946124,0.016195851701654,0.0224764217475099,0.0159843986305681,0.0457727266142412,0.018561207202663,0.0197872081653435,0.0173604000239555,0.0804552015993819,0.0226170025155692,0.0160431118876403,0.0272256932033115,0.0195506352120594,0.024343703898939,0.0182124822197308,0.0177666989652647,0.0153677836093501,0.0168013423050392,0.0213354964304026,0.00343532447042196,0.00323386514283447,0.0550434327121581,0.00219229805950235,0.00263551681415678,0.00270419693906539,0.0159376861382628,0.00393457224842189,0.0107417636766113,0.00555666163516715,0.00370631564581293,0.00316848027549703,0.00231852559328457,0.00266227161297583,0.000426687111973552,0.000844667949791506,0.00455023571058366,0.0190483439084737,0.0035751684697974,0.00840300313370428,0.0016694294137966,-0.00216778867795701,0.00224250055144517,0.00108208577132243,0.00180504664271382,0.0056025251909018,0.00261395420446129,0.002866568498182,-0.00416243618334496,0.00310363047214505,7.89584174552216e-05,0.00150534220070375,0.00625094497548716,0.00108225836801281,0.00191090406877915,0.00279226235329962
"1993-10-01",0.0175047364654184,0.0150053322089692,0.0899582074999779,0.0222518990838708,0.019608529270148,0.0172381820758904,0.0553846906412808,0.0161739262941635,0.0472508883547676,0.0169966205692569,0.0330333441084604,0.0216329047274938,0.0163528829612003,0.0213396476248139,0.0557572645316279,0.014972920392717,0.0180314196491774,0.0627562389875172,0.0149781339791648,0.0238998411516169,0.0149564185404819,0.0370304582515626,0.0181454393413344,0.0187026852113049,0.0180816219022028,0.0935759787271165,0.017189074458492,0.0164640027871045,0.0296467231260564,0.0212512507701439,0.0255256274899869,0.0184221999978439,0.0172130390965134,0.0152938217268594,0.0157407912722598,0.0226332567232038,0.0102843945198254,0.00831892768820315,0.0643489084386586,0.00961058833892148,0.0119078003455765,0.00973534546387717,0.0566990445681521,0.00843521062121698,0.0395782775956816,0.0114241828600782,0.0142117196400497,0.0109400334456897,0.00901334322545933,0.0120020706678336,0.0241061977628862,0.00821119880959081,0.0106328449579783,0.0423667827657155,0.00951491534205626,0.0187578158590809,0.00848435530424119,0.0205450791665317,0.0102933938451645,0.0105716526081302,0.00710437237414323,0.0251016264116874,0.00898589008919861,0.00867541082593287,0.00851784946993095,0.0155574347517595,0.0103751911004734,0.0102703707746974,0.0094701610627366,0.00896212758850021,0.0102458717957346,0.0136276363406527
"1994-01-01",0.0179783092657573,0.0151207443294473,0.0900794517739272,0.0195616384570119,0.0193586868043474,0.016721245111691,0.0578000227783756,0.0155047134360881,0.0484798740831348,0.0175463961823842,0.0321631857081811,0.0161522034140123,0.0164558643221115,0.0214471014227642,0.0534687152730619,0.015625362955807,0.0184068145175751,0.0613179352737434,0.0186375131538301,0.0214348728597753,0.0159296189977388,0.0368119190124876,0.0179668871240474,0.0178268964740781,0.0171365004095348,0.100097440990966,0.0181061579525403,0.0182901763240168,0.0285499246968472,0.0176285905537735,0.0264953965248859,0.0175365659807293,0.0185183678424942,0.0159777701378589,0.0176626697504994,0.0222044661044754,0.00664688767886656,0.00569162678134933,0.0611670453208433,0.00627501203938973,0.00474082834376479,0.00636977015572104,0.0322429177340158,0.00496878347041688,0.0182922609252759,0.00966345214469239,0.00526410276216417,0.00556476037840893,0.00577045425411223,0.00769215311330636,0.00602133385417656,0.00672283832324084,0.0080107020538382,0.0262640118797472,0.00723933738816303,0.0123092585521759,0.0056130418058538,0.00428133402272678,0.00464296731872501,0.00418792799082603,0.00619920928448381,0.0258577529073805,0.00219626094147817,0.00640734037896048,0.00377293226506929,0.00657306298019101,0.0086695569041668,0.00465896388402367,0.0036186916427349,0.00609310202658639,0.00747379307350696,0.00459560423143035
"1994-04-01",0.0171331596698193,0.0137594096808926,0.0817337519976044,0.0204411045162721,0.0230876154448204,0.0160403413819623,0.0567432733126915,0.0161260464308372,0.0511304189557873,0.0171687363036754,0.0324085091530196,0.0145025961893117,0.017352913279403,0.0247253094500746,0.0639570590262192,0.014700285243803,0.0173633625860443,0.0630459582758139,0.01804472631133,0.0240564038583321,0.0151663423593717,0.0351074572974239,0.0160853245701385,0.0182288941028112,0.0146406390705813,0.0823608987016924,0.0211962104998184,0.0180318037144935,0.0344378312572637,0.0205343039330981,0.0225004728978724,0.0200343971870868,0.0185032217214938,0.0180265282115321,0.0153913834022128,0.0262333100053954,0.00144334639664622,0.0027237204954071,0.0502524031843842,0.00116012522500498,0.000570948069944807,0.00387272737713345,0.0166493397587609,0.00194493866840203,0.010644628409602,0.00547240691586499,0.00325142310061865,0.00211498955652303,0.00338255721983174,0.00159507349779081,0.00102139858834642,0.00210051343459253,0.00364164229799622,0.000974233597040575,0.000840644108543974,0.00506323947408736,0.00294363814275147,-0.000260074001387348,0.00336266850312123,0.00299524342370474,0.00309605669089052,0.00103725592264568,0.00207322238540404,0.00154868256840716,-0.00282168537908653,0.00282257891209777,0.00279753276943223,0.00318518022845493,0.00439486637068342,0.00286642925443904,0.00420949180459303,-0.00215840715540209
"1994-07-01",0.0166128766591309,0.0143873015073318,0.0901434838708362,0.0190806475896585,0.0169607812229067,0.0168085709051793,0.057801057691555,0.0161474065539729,0.0497052458755003,0.0163839780491286,0.0301751412200184,0.0153863828994715,0.0175100099731161,0.0211625744755104,0.0539322172027384,0.0160673301569607,0.0156642476154777,0.073957062556389,0.0174995485975922,0.0206675779271365,0.0155237343575506,0.0406439827499686,0.019403629347227,0.0170035700624945,0.0156648774377822,0.0930615907678083,0.0198703319428085,0.0162467446678202,0.029975681613195,0.0182441138866371,0.0239260112364707,0.0186799840288003,0.0197408960186354,0.0156305603118002,0.0167000092557287,0.0236308397656617,0.00334937701358215,0.00329007764646323,0.0571082793863932,0.00214846346355975,0.00484594959220511,0.00399372945904357,0.0198104646693645,0.00386802417726251,0.0106988985127115,0.00472975345087704,-0.00110280060803403,0.0027306193285005,0.00178621227984085,0.00350735828345059,0.00482318763524754,0.00324053885110379,0.00512337155955682,0.0398736163036909,0.00215090113069577,0.0067703022493165,0.00249096042892073,0.000311278356905446,0.00509602377903905,0.00354328212347758,0.00355601240492337,-0.00792506005443094,0.000930201910503262,0.00488271112756987,0.00680041656192021,0.00356260090243304,0.00268429019284548,0.00228441172654155,0.00355044562210186,0.00383522955030316,0.00405518240540151,0.00252992410406331
"1994-10-01",0.0179482852114723,0.0148631222417624,0.0898612308421389,0.0180217678435202,0.0162206696797773,0.0182548893407518,0.0588906119350523,0.0170816329400298,0.0435931641606645,0.0167354898612997,0.0288584675788529,0.0171286722307513,0.0161858965217144,0.0203761855442107,0.0565963926508767,0.0162739057614296,0.0160047505911835,0.0672819284564687,0.0173685226279311,0.0212038186635994,0.0155499785294463,0.038293757940614,0.0193438243545565,0.0173541883444304,0.0152084423415803,0.0978423204343096,0.0213197720508017,0.017695386797874,0.0269054613961135,0.0217253456996558,0.02690218348193,0.019020817802278,0.0169297224549058,0.0154770988951309,0.0165240880850264,0.0251582067078594,0.00949026881734852,0.00817295631343101,0.0586236029722455,0.00874338541489634,0.00831786719646276,0.00750836778651818,0.0593872626639541,0.00885025415366883,0.0258893721582252,0.00881547040905349,0.00625753816679043,0.00831683178398807,0.00976515308200862,0.0103015644715561,0.0163727772287827,0.00734669947001157,0.00865724684087539,0.0481133472612711,0.00889378984235166,0.0189823217571032,0.00711960981616209,0.0107613097999325,0.00943449010772166,0.00650182839437159,0.00744415312404603,0.0288251342527308,0.00597047181459965,0.00919011846229718,0.0155606218139398,0.0148132736301233,0.0110755473904362,0.00976959270472476,0.00827609613916977,0.00791445899055881,0.00907747891984072,0.0133996751237438
"1995-01-01",0.0166166865869982,0.0145439439684262,0.085786037957027,0.0212502789761727,0.0180281379969705,0.0192605671448588,0.0563124764668366,0.0141781394558972,0.0420071197269548,0.016675051511878,0.0316367716260463,0.0196979144703998,0.0142336616072515,0.0194336958780921,0.0592001316070902,0.0167497389207112,0.016886291840327,0.0692377178123254,0.0179135959603337,0.022843633298749,0.0164026365442321,0.0402286234135183,0.0198135958582093,0.0170155041760547,0.0166171061919948,0.0941695669872663,0.0189874258160145,0.0166781265882741,0.0363091086414009,0.0193087392863165,0.0237996411741968,0.018192963087669,0.0189292997008232,0.0143243109027008,0.015623337632291,0.0211084211856915,0.00359454395761078,0.00397360942311617,0.0448270194238765,0.00130647363566583,0.00683673433104335,-0.000682036801737362,0.0310322762438303,0.00257816577953618,0.0129580120056483,0.00593531308892525,-0.0025114472589604,0.00212386410335519,0.0029201303012057,0.00483476237399913,0.00745411010520268,0.00363486979876055,0.00402552812221396,0.0380741815890229,0.00421383044695259,0.00270215205305563,0.00293141146143467,-0.00628379201955359,0.00141129030882301,0.00138544890556869,0.000385258501371141,-0.0326218568338122,0.0024980115199263,0.00108644540733172,-0.0138402271000313,0.00684581143315919,-0.00189471324634888,0.000125115659151703,0.00234463845882102,0.0028246559462506,0.00445327104179371,0.0087952249125025
"1995-04-01",0.0165270192377468,0.016956664025203,0.085737395937634,0.0224772036213745,0.0212557816565338,0.0149753764862465,0.0537659913068936,0.017128589344891,0.0403856298916974,0.0171091148365209,0.0282250335775853,0.0190862898201098,0.0155209932839545,0.0199057728668892,0.052684869146031,0.0160784885763813,0.0147743837450812,0.0740007047090662,0.0173601648332855,0.0208476131672353,0.013219714906716,0.0495142713387845,0.0202262573804297,0.0177420699989595,0.0176288289537416,0.0970385993184982,0.0174284597869649,0.0168393506318953,0.0326361616785231,0.019626216119509,0.0249229595939206,0.0190426749076528,0.0189139364011505,0.0151741919767807,0.0162063118996429,0.0190369150364698,0.00338693826869654,-5.13015368671287e-05,0.0502077324829744,-0.00032404281231854,-0.00127526556200526,0.000129147936778182,0.0211138701756413,0.0027159782183043,0.0104664684167564,0.00527997393096784,-4.32710404816056e-05,0.000705779830820103,0.00164515931051372,-0.000367046124741543,0.0100169683834844,-0.000891045721819028,0.00193721667633508,-0.00211258494437855,0.00234389289599093,0.00411926865160176,0.000683631687807502,-0.0198642665070807,0.00298298495762255,0.00346715576560277,0.00209982302321137,-0.0288884316701223,0.000214271079287894,0.00334583406282481,-0.0128125984682365,0.00253447391196445,-0.00127973323496101,0.00208848494808369,0.00369114408387072,0.000298640835677992,0.00400019380777037,-0.00349730656580965
