"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent"
"1993-01-01",0.0203298665025116,0.0282265210084207,0.0262426321247043,0.0362109490863569,0.0476320957647637,0.0205717599958429,0.050122716962971,0.0290777086912171,0.108024082333651,0.026790093451534,0.0255657013366108,0.0503220014911332,0.0231869454903834,0.0270142209114822,0.0187019980910448,0.0197972367691335,0.100424184960749,0.0187220538507487,0.0475204645896172,0.0234207531103755,0.0212994408995022,0.0937395582123387,0.0178599243148333,0.0246160762768027,0.0211940710502268,0.0201740020552426,0.0243193628414058,0.0288935778263958,0.00421665806268844,-0.0005528834125577,0.00223049669606692,-0.0107985659981008,-0.00687895912764658,0.00289313316821562,0.0213366884522021,-0.00315454721998614,0.0402201811697655,-0.00155915130353159,0.00318908197819766,0.00156717500468799,0.00550438088179826,0.00484756891687527,0.00220575061191766,0.00148088887080737,0.0478274274005165,0.00344903136654909,0.0101603634829329,0.00365987748615031,0.00118906495244139,-0.000700727511151503,0.00227896079090869,0.00197170929212397,0.00147074696852506,0.00221630675633946,-0.000784459966048797,0.00611375960959137
"1993-04-01",0.0197753647725635,0.032435676921763,0.0266250920984138,0.0389192122507216,0.0467155894552813,0.0212026488534872,0.0450571888357226,0.0240680152906278,0.125344258237421,0.0247216809131287,0.0250698140655851,0.0506852252647097,0.0232523958461952,0.0234163525584331,0.0201705613081811,0.0184106568816178,0.106959012049112,0.0239159163356913,0.0477151895300852,0.0245882099691465,0.0199063729389713,0.0748490205207437,0.0188703429240075,0.0232335655010326,0.0194017954170683,0.025192838801514,0.0224770989223687,0.0270209035364064,0.00325019017500205,-0.00266380767962333,0.0011650550152154,-0.00941270908463647,-0.0121035728520778,0.00578070569507575,0.00372344605056247,0.00290120552501105,0.0212175970774352,0.000659093189519116,0.00487216761688457,-0.00659833504654175,0.00632871305355885,0.00299071154693262,0.003039934818484,0.00245217479556812,0.0534525772144422,0.00131430789985609,0.014970885396587,0.0035057142432511,-0.000299737891303943,-0.0193031328039932,0.00137822765092999,-0.00161744360985412,-0.000165145159521459,-0.00202085756083228,-0.00126873541768028,0.00311172935126008
"1993-07-01",0.0214642992993428,0.0285077740746249,0.0252556345831414,0.0351218884404678,0.0482590346691074,0.022112559513194,0.0452805766485591,0.0258820840014165,0.107020331351644,0.0296973709531642,0.0266154148626852,0.0599452090160216,0.0234457375207859,0.027273280403678,0.0208260272830222,0.0205575199247688,0.0918235038271566,0.0203581417628002,0.0508507765131674,0.0238771765123967,0.0207157341900903,0.0863664243077951,0.0200629875915508,0.0249084282793263,0.0204227165651375,0.0202466335142236,0.0272786142073159,0.0258241201834158,0.00433091986845808,0.00113789736988991,0.00297442153272336,-0.00441486264508193,-0.00139935192467747,0.00638682277548067,0.0113276606846833,0.00474945673202592,0.0522514492436657,0.00340880408028309,0.00472230119111891,0.0050499683366021,0.0078299246613878,0.00156843270333135,0.00389514971858467,0.00316702641486809,0.0284209035400172,0.0045256249346368,0.011357335931771,0.00529011320420741,0.00405844464426233,0.00690382175249413,0.00143973140667592,0.00112748756795319,0.00223453025458867,0.00167619613426985,0.0053910217791774,0.0029839716225031
"1993-10-01",0.0207744758749694,0.0288145695414277,0.0260975706618619,0.0365876290840833,0.0422832387298596,0.0212373328732968,0.0495074617815345,0.0234849903369571,0.112024677649653,0.0258811892112531,0.0264376168806605,0.0551253576715348,0.0237363057785119,0.0287848151906108,0.0209078673513701,0.0197515295679027,0.092773868610836,0.0204636719385161,0.0487779631496355,0.0225215657360631,0.020873779457391,0.0919375469537829,0.0209308111172598,0.0234891860343716,0.0219424226892041,0.0208838355552195,0.0254430420210108,0.0285256785512223,0.0131956585428816,0.0152110280095017,0.0124510238764238,0.00758980359399441,0.0192848100531896,0.012285804089563,0.0436375028921824,0.0132806337980677,0.0588571930716469,0.0117716291542345,0.0158925257276437,0.0368684065806448,0.0167654391519407,0.0130117857052398,0.0110189780121039,0.0116933621720754,0.0766980044916535,0.00996451834720277,0.0238879521828633,0.0182605677417016,0.0108018732241992,0.0470295885373647,0.0128152685495707,0.0131321493848113,0.009916767036212,0.0111521409385149,0.0128671950137691,0.0175464165468496
"1994-01-01",0.0218647329330641,0.0313550829527487,0.0270757038479923,0.0346214236538663,0.0408082796189506,0.0236899483508754,0.0491496495809397,0.023907703641781,0.119642458467828,0.0209553570007203,0.0285963859210663,0.0561073978283374,0.0238664117496848,0.0243076766453447,0.0205653954827789,0.0202106430584251,0.0880460088938573,0.0201885062666184,0.0458075234070774,0.0233015148653491,0.021782693142109,0.092226140448835,0.0204559096441784,0.0230303740341145,0.0240339521273715,0.0221234117262892,0.0256704906281175,0.0266092240816788,0.00926024172165671,0.00944888073857861,0.0058418321699589,0.00593967976559233,0.00741665947591424,0.0108632385591308,0.0171708276086014,0.00633128629073263,0.0688769586933645,0.00726944405946297,0.00753479966861449,0.0104685849494415,0.0134340273327737,0.0074395346418579,0.00894496385152751,0.00743615193142705,0.0441219252796406,0.00727905107382299,0.0170243645772089,0.00987738611834247,0.00540346140538377,0.0245536397456388,0.00657908959749171,0.00545987940714693,0.00832349544072114,0.00943554942661665,0.00334764858568213,0.00667647669548166
"1994-04-01",0.0206824053767171,0.0269454468633296,0.0251474460941703,0.0378960499819054,0.0432759866382953,0.0237740778785945,0.0510211793194799,0.0255197228384419,0.106225905257135,0.0191098396882092,0.0294821835073845,0.0610441294363922,0.0211323615235611,0.0280873535696419,0.0222773780663321,0.0201976009668162,0.100560671157022,0.0191678807712339,0.0425996401266905,0.0266944601116204,0.0192047798159016,0.087029849233131,0.0217644075551252,0.0210760274979639,0.0219412894030767,0.0209899791320334,0.0246183552063717,0.0325335929834237,0.00430309186456165,0.00268201314269839,0.000815345838189478,-0.00309326376832307,0.00717691240420281,0.00546207172116978,0.00725748534099471,0.0046171166570746,0.0399600177456182,0.00339346854946172,0.00381541127934004,0.000876373029647072,0.00468452154433659,0.00288067957375165,0.00404866297081851,0.00392617820200931,0.00465002182266252,0.00261291955594043,0.0122856165729019,0.00342732011164952,0.00605727015892883,0.0115776248652595,0.00406631768173641,0.00401218873672087,0.00314366544101692,0.0036473808563005,0.00477593415585937,-0.00224936623725689
"1994-07-01",0.0198133809871884,0.0288384965247902,0.0241371181080977,0.0360523835585188,0.0422299008353847,0.0225893047645402,0.0486901287434141,0.0247050632976446,0.108692320890106,0.0214765370665283,0.0258883926134162,0.0625627399945967,0.0216689645353754,0.0267795730199702,0.0216220696308946,0.0196937227583025,0.103264874456082,0.0199120568767696,0.0502858102143755,0.0246033410092298,0.0198470488271296,0.0874991461528044,0.0206314375154223,0.0226922944285868,0.0215397887536383,0.0187130433655795,0.0255184192411163,0.0300526418304973,0.00495084933892528,0.00215277698603964,0.00385381042692033,0.00735967022810727,-0.00145194080502187,0.00429550418328905,0.0124929026395303,0.00483409033168098,0.0413976464373937,0.0046688832819588,0.00569433154030987,0.00292895651795732,0.00645696097152473,0.00338363171762092,0.0023883246179256,0.00513332785182286,0.0612578752656864,0.00380508195761797,0.0142536915896552,0.00492750739574321,0.00488110552468284,0.00412651872096612,0.00619100869510676,0.00244318709101149,0.0028768276556955,0.00414343318158461,0.00191823508915173,0.00357003709446347
"1994-10-01",0.0215081918284657,0.0345167098897662,0.0234176290461665,0.0337785193569948,0.0402377975509236,0.0213493329820543,0.0448026402955689,0.0257923713038247,0.118981782409209,0.0235077209974789,0.0248061932431282,0.0570860631333609,0.0217460471111328,0.0261772135964886,0.0209160024156336,0.0194607565118644,0.100269200449484,0.0191936603328376,0.0500096951794964,0.0247791134837873,0.0189517116243551,0.0873647922713215,0.0221185419242156,0.0222504800048572,0.0221960601136863,0.0202159453836772,0.023996507679731,0.0305693198804899,0.0120423299400838,0.011914960897091,0.0116785584600878,0.0181301204290286,0.0151195988869266,0.0116504957969517,0.0272719352519963,0.0108589022775484,0.0557610745490602,0.0135563166769924,0.0139440785938343,0.025261886592598,0.0137575634723039,0.0121258899969002,0.0130440360563078,0.00864026269976788,0.0857098852675736,0.00920256444874512,0.0200571611033957,0.0131959717998108,0.0103457897058353,0.0374103490114208,0.0139428836473455,0.0116158685713517,0.00977109766362634,0.0105595360935903,0.00759441887366421,0.0177764015111029
"1995-01-01",0.0199883633138694,0.0295322418702766,0.0292233962545465,0.0444917128306896,0.0406865868652325,0.0244116658948576,0.0416213582001668,0.0242444812477346,0.110582224982033,0.0225268339949821,0.0269283063687396,0.0638168925381651,0.0208968457153779,0.0254780821764823,0.0204796649665695,0.0178029302632442,0.102232999474646,0.0193539288550629,0.0468763945639701,0.0244777217652324,0.0205664392684365,0.0889852492335119,0.0194286882583905,0.0218169824748348,0.0233279301701797,0.0201710312376961,0.0233594608874415,0.0266915863276309,0.00506010020827903,-0.000375933741152559,0.0026142931582299,-0.0143284521542584,-0.000830289160866116,0.00278800507283667,0.0125411992098857,0.00303485083910375,0.0186812976450917,0.00357618563730564,0.00367463344335084,0.00173116357687858,0.00558238617237492,0.00527393115937076,0.0020131336159987,0.00283673192661646,0.0601673707588867,0.00456870745650016,0.0138527608053638,0.00896887099473859,0.000840558088971473,-0.00743171949019125,0.00539153046622864,0.00213827558378255,0.00164139260469385,0.00194274273404367,0.00330863653521321,0.0110157239314345
"1995-04-01",0.0195368900821073,0.0279224602131094,0.0292483241180572,0.038276233684396,0.0401890337320484,0.0210712080735546,0.0452342725629227,0.0271018982327238,0.101128647241784,0.0220242610642505,0.024950015999168,0.0608251927920939,0.0243566273075009,0.0278638695623744,0.0204778523091696,0.0187751831417867,0.105178723064937,0.0200161566815765,0.0474156697486476,0.0252285018477584,0.0197499438414705,0.101368666618413,0.0219158172799635,0.0203358839688785,0.0219824144243942,0.0191683942159578,0.0250615030171001,0.0235963551738552,0.00316828523561577,-0.00160179153165631,0.00156688310890911,-0.0116226484661796,-0.00187435400456092,0.00298420480042014,0.00538474721737382,0.00459653806428826,0.0302766549463961,0.00107048871024117,-0.00139225306957187,0.00483200416139013,0.00547721775349679,0.00118800832477479,0.00346265026396191,0.00223447059697926,0.00582718486170003,0.0015364737941256,0.0164612365723697,0.00391097256773648,0.00224488008358752,-0.0206616901795068,0.00324996481964507,0.00429263082414713,-0.000228539572342547,0.0017506142593053,0.00271565557492877,-0.00278235056380757
